Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0007666	Np004G208350	g32730
OG0007667	Np004G224520	g50756, g32837
OG0007668	Np004G204840	g27921
OG0007669	Np004G202480	g35965
OG0007670	Np004G200460	g36262
OG0007671	Np004G200950	g53983
OG0007672	Np004G200310	g54016
OG0007673	Np007G415190	g7576
OG0007675	Np004G211200	g32331
OG0007677	Np004G211410	g32350, g50473
OG0007678	Np004G211480	g50486, g32356
OG0007679	Np004G212080	g32389
OG0007681	Np004G213700	g27700
OG0007682	Np004G214220	g27710
OG0007683	Np004G214280	g32487
OG0007684	Np004G214450	g32492
OG0007685	Np005G266640	g22993
OG0007686	Np003G127410	g29839
OG0007687	Np005G267330	g18235
OG0007688	Np005G267510	g47946
OG0007689	Np001G042700, Np001G042710, Np005G267560	g22961
OG0007690	Np005G267940	g47965, g22938
OG0007691	Np005G268190	g22920
OG0007693	Np005G268460	g22902
OG0007694	Np005G268680	g47979
OG0007695	Np006G367190	g38431
OG0007696	Np005G268840	g22870
OG0007698	Np005G269640	g22818
OG0007699	Np005G269700	g22814
OG0007700	Np005G269710	g22812
OG0007701	Np005G269880	g18287
OG0007702	Np005G262570	g22787
OG0007703	Np005G262450	g22779
OG0007704	Np005G262090	g22747
OG0007705	Np005G261890	g22732
OG0007706	Np005G261670	g22713
OG0007707	Np005G260360	g18354
OG0007708	Np005G309990	g46880
OG0007709	Np005G311900	g16745
OG0007710	Np005G314400	g43901, g46727
OG0007711	Np006G341040	g37118
OG0007712	Np006G340960	g37122
OG0007713	Np006G340860	g37993
OG0007714	Np004G248700	g31238
OG0007715	Np004G215490	g27754
OG0007716	Np003G145540	g41491
OG0007717	Np006G340740	g51509
OG0007718	Np006G340790	g51506, g37999
OG0007719	Np003G177310	g40266
OG0007720	Np003G176130	g40241
OG0007721	Np003G175590	g40215
OG0007722	Np004G213160	g32423
OG0007723	Np006G342710	g51430
OG0007724	Np006G342940	g51413
OG0007725	Np006G343180	g51405
OG0007726	Np006G343310	g51400
OG0007727	Np006G343320	g51399
OG0007728	Np009G432540, Np006G344820	g51366
OG0007729	Np009G432080, Np006G345060	g37065
OG0007730	Np001G042160	g11141
OG0007731	Np003G178350	g40306
OG0007732	Np003G179880	g40343
OG0007733	Np003G180290	g25728
OG0007734	Np003G181150	g25690
OG0007735	Np003G182360	g25603
OG0007736	Np003G182760	g40416
OG0007737	Np003G183310	g40436
OG0007738	Np003G183910	g25556
OG0007739	Np003G148170	g687
OG0007740	Np003G184090	g40460
OG0007741	Np001G039280	g40504
OG0007742	Np001G038270	g11009
OG0007743	Np001G037360	g10986
OG0007744	Np001G037040	g10979, g40569
OG0007745	Np001G036310	g10963
OG0007746	Np001G036400	g40594, g10960
OG0007747	Np001G036150	g40600
OG0007748	Np001G035830	g40607
OG0007749	Np001G035710	g10949
OG0007750	Np001G035120	g10941
OG0007751	Np003G129110	g29788
OG0007752	Np001G034600	g10938, g4617
OG0007753	Np001G034490	g40641
OG0007754	Np001G033830	g40666
OG0007755	Np001G032810	g10833
OG0007756	Np005G310150	g46872
OG0007757	Np005G310420	g46865
OG0007758	Np005G307280	g4052
OG0007759	Np005G307930, Np007G387740	g11675
OG0007760	Np007G387340	g11701
OG0007761	Np005G308860	g46988, g26202, g26237
OG0007762	Np005G306810	g24594
OG0007763	Np005G305660	g24535
OG0007764	Np005G303050	g17660
OG0007765	Np005G318750	g46654
OG0007766	Np005G320030	g16771
OG0007767	Np005G320260	g16759
OG0007769	Np006G320780	g50837
OG0007770	Np006G320940	g37751
OG0007771	Np006G320990	g50834
OG0007772	Np006G321440	g50823
OG0007773	Np006G321530	g50818
OG0007774	Np006G321670	g50815
OG0007776	Np006G322670	g50786, g37673
OG0007777	Np006G322780	g50781
OG0007778	Np006G323120	g37649
OG0007780	Np006G323300	g52294
OG0007781	Np006G323310	g37642
OG0007782	Np006G323340	g37641
OG0007783	Np006G323350	g37640
OG0007784	Np006G323520	g37635
OG0007785	Np006G323920	g37621
OG0007786	Np006G324410	g37608
OG0007787	Np006G325120	g52196
OG0007788	Np006G325710	g52165
OG0007789	Np006G325970	g37531
OG0007790	Np006G326060, Np005G279320	g52157
OG0007792	Np006G327790	g37469
OG0007793	Np006G328290	g52062
OG0007794	Np006G329140	g52020
OG0007795	Np006G328870	g52039
OG0007796	Np003G125290	g5843
OG0007797	Np003G125540	g5825
OG0007798	Np003G125740	g5816
OG0007799	Np003G126030	g5806
OG0007800	Np003G126120	g45304
OG0007801	Np003G126550	g29856
OG0007802	Np003G126690	g5785
OG0007803	Np003G126760	g45316
OG0007804	Np003G126770	g45317
OG0007805	Np003G126960	g5779
OG0007806	Np003G128300	g5714, g29816
OG0007807	Np003G127210	g5759
OG0007808	Np003G128250	g45373
OG0007809	Np003G128440	g29807
OG0007810	Np003G128600	g45390
OG0007811	Np003G128670	g5699
OG0007812	Np003G128760	g29800
OG0007813	Np003G128820	g29796
OG0007814	Np003G147350	g29113
OG0007815	Np003G147770	g41420
OG0007816	Np003G147780	g28977
OG0007817	Np003G140400	g28926
OG0007818	Np003G149050	g28918
OG0007819	Np003G149360	g41379
OG0007820	Np003G149430	g746
OG0007821	Np003G149520	g28904
OG0007822	Np003G149590, Np003G149710	g759
OG0007823	Np003G149930	g41365
OG0007824	Np003G150530	g798
OG0007825	Np003G150890	g28862, g811
OG0007826	Np003G151360	g28850
OG0007827	Np003G151460	g41331
OG0007828	Np003G151740	g41328
OG0007829	Np003G152060	g28803
OG0007830	Np003G152290	g1299
OG0007831	Np003G152650	g39225, g1284
OG0007832	Np006G369870	g45088, g1251
OG0007833	Np003G153700	g39256, g1239
OG0007834	Np003G153900	g39264
OG0007835	Np001G006540	g9825
OG0007836	Np001G006430	g314, g15977, g9822
OG0007837	Np001G006420	g18631
OG0007838	Np001G005900	g9814
OG0007839	Np003G156770	g1092
OG0007840	Np001G005150	g9793
OG0007841	Np001G005100	g9790
OG0007843	Np001G004170	g9750, g212
OG0007844	Np001G003980, Np007G419530	g9745
OG0007845	Np001G003960	g9743
OG0007846	Np001G003360	g9722
OG0007847	Np001G003280	g9721
OG0007848	Np001G003220	g160
OG0007849	Np001G002790	g9699
OG0007850	Np001G002780	g141
OG0007851	Np001G002620	g129
OG0007852	Np001G002390	g9684, g110
OG0007853	Np001G002070	g87
OG0007854	Np001G002010	g81
OG0007855	Np001G001880	g9667, g74
OG0007856	Np001G001410	g9649
OG0007857	Np001G000720	g28
OG0007858	Np001G052860	g19323
OG0007859	Np001G000610	g9629
OG0007860	Np003G189090	g25371
OG0007861	Np003G189180	g25368
OG0007862	Np003G188870	g39487
OG0007863	Np003G188420	g25400
OG0007864	Np003G188350	g45261
OG0007866	Np003G187680	g25423
OG0007867	Np003G187080	g39538
OG0007868	Np003G186880	g39554
OG0007869	Np003G186850	g39557
OG0007870	Np003G182090	g25464
OG0007871	Np003G186200	g39603
OG0007872	Np003G186090	g25487
OG0007873	Np003G185710	g39631
OG0007874	Np003G185460	g25510, g39637
OG0007875	Np001G040160	g39677
OG0007876	Np001G040620	g39699
OG0007877	Np001G041460	g39738
OG0007878	Np009G431970, Np006G345240	g39742
OG0007879	Np001G064160	g51352
OG0007880	Np006G356570	g39790
OG0007881	Np006G356520	g39789
OG0007882	Np006G356480	g51297
OG0007883	Np006G357610	g39761
OG0007884	Np006G356640	g51299
OG0007885	Np006G355590	g51269
OG0007886	Np006G354820	g39855
OG0007887	Np006G354650, Np006G348270	g39868
OG0007888	Np006G348750, Np006G354250	g39878
OG0007889	Np006G354140, Np006G348850	g39879
OG0007891	Np006G353990, Np006G346820	g39890, g39889
OG0007892	Np006G347300, Np006G353410	g51213
OG0007893	Np006G353040, Np006G347750	g39917
OG0007894	Np006G353000, Np006G347800	g51201
OG0007895	Np006G352560	g51193
OG0007896	Np004G252510	g26996
OG0007897	Np006G351690	g39952
OG0007898	Np006G359890	g51098
OG0007899	Np006G359860	g40000
OG0007900	Np006G359330	g51078
OG0007901	Np006G359270	g40036
OG0007902	Np006G359070	g40046
OG0007903	Np006G358480	g40080
OG0007904	Np006G361510	g40141
OG0007905	Np006G362010	g40175
OG0007907	Np006G362580	g38279, g36807
OG0007908	Np006G362790	g38291
OG0007909	Np005G278030	g23638, g17089
OG0007910	Np005G278440	g23655
OG0007911	Np003G141670	g29287, g5162
OG0007912	Np007G424850	g12716
OG0007914	Np005G311350	g16736
OG0007915	Np005G279180	g23696
OG0007916	Np007G424430	g12741
OG0007917	Np007G424360	g7918
OG0007918	Np003G142190	g29261
OG0007919	Np007G423840	g7901
OG0007920	Np007G423520	g7880, g6215, g12685
OG0007921	Np007G423170	g12679
OG0007922	Np007G423020	g12671
OG0007923	Np007G422910	g12670, g7848
OG0007924	Np007G422600	g12659
OG0007925	Np007G422130	g7824, g12634
OG0007926	Np007G421590	g12622, g12790
OG0007927	Np007G420980	g12612, g7790
OG0007928	Np007G420230	g12815
OG0007929	Np007G420180	g12589, g7743
OG0007930	Np007G419640	g7736
OG0007931	Np007G419360	g7719, g12842
OG0007932	Np007G419510	g7725, g42578, g12835
OG0007934	Np007G419220	g12847
OG0007935	Np007G419010, Np003G188980	g12857
OG0007937	Np007G418800	g12864
OG0007938	Np007G418410	g12877
OG0007939	Np007G417860	g7682
OG0007940	Np007G417690	g7669
OG0007941	Np007G417500	g12921
OG0007942	Np004G199970	g12928
OG0007943	Np007G416880	g7641
OG0007944	Np007G416850	g7640
OG0007945	Np007G416800	g7638
OG0007946	Np007G416760	g7636, g12930
OG0007947	Np007G416750	g7635, g12931
OG0007948	Np001G017070	g10224
OG0007949	Np007G415970	g12453
OG0007950	Np007G403970, Np007G415650	g7598, g12445
OG0007951	Np007G415340	g7584
OG0007952	Np007G415160	g12978
OG0007953	Np003G174030, Np007G415060	g7568
OG0007954	Np007G415050	g12433
OG0007955	Np007G414720	g12996, g12426
OG0007956	Np007G414510	g7549
OG0007957	Np007G414160	g7532
OG0007958	Np006G332070	g51868, g38141
OG0007960	Np006G332150	g37352
OG0007961	Np006G332710	g37339
OG0007962	Np006G332910	g37336, g51823
OG0007963	Np006G333690	g37320
OG0007964	Np006G334850	g37296
OG0007965	Np006G339670	g51565
OG0007967	Np006G339480	g38029
OG0007968	Np006G339120	g51586
OG0007969	Np006G339090	g38039
OG0007970	Np006G338640	g38046
OG0007971	Np006G338160	g51616
OG0007972	Np006G338100	g51619
OG0007973	Np006G337840	g37194
OG0007974	Np006G337670	g51630
OG0007975	Np006G336950	g51657
OG0007976	Np006G336850	g38081
OG0007977	Np006G336770	g51664, g38085
OG0007978	Np006G336510	g51677
OG0007979	Np006G336040	g51695, g37252
OG0007980	Np006G335790	g51709
OG0007981	Np006G335540	g51716
OG0007982	Np006G339980	g51545
OG0007984	Np004G240010	g49965, g31642
OG0007985	Np004G239450	g31661
OG0007986	Np004G238170	g27396
OG0007987	Np004G237570	g31766
OG0007988	Np004G237670	g31756
OG0007989	Np004G237520	g31772
OG0007990	Np004G237500	g50039
OG0007991	Np004G237310	g31779
OG0007992	Np004G237120	g31795
OG0007993	Np004G237060	g31797
OG0007994	Np004G236820	g31811
OG0007995	Np004G236370	g31834
OG0007996	Np004G236350	g31835, g50079
OG0007997	Np004G236110	g31851
OG0007998	Np004G236070	g50087
OG0007999	Np004G235640	g31887
OG0008000	Np004G235620	g50105
OG0008001	Np004G235540	g27446
OG0008002	Np004G235290	g50125
OG0008003	Np004G235200	g31915, g50131
OG0008004	Np004G234600	g50157
OG0008005	Np002G076430	g44398
OG0008006	Np004G234400	g31958
OG0008007	Np004G234110	g31985
OG0008008	Np004G233970	g50192
OG0008009	Np004G233940	g31995, g50197
OG0008010	Np002G075380	g46324
OG0008011	Np004G233910	g31997
OG0008012	Np004G233770	g50202
OG0008013	Np004G233620	g27491
OG0008014	Np004G232510	g32024
OG0008015	Np004G232460	g32027
OG0008016	Np004G232120, Np004G232130	g32039
OG0008017	Np004G231960	g32045
OG0008018	Np004G231050	g32046, g50278
OG0008019	Np004G230190	g32101
OG0008020	Np004G229770	g27555
OG0008021	Np004G228500	g50326
OG0008022	Np004G208950	g50372
OG0008023	Np004G208970	g50373, g32190
OG0008024	Np004G209080	g32194
OG0008025	Np002G089860	g44856
OG0008026	Np004G209780	g32249
OG0008027	Np004G210120	g32269, g50404
OG0008028	Np004G210130	g50403, g27629
OG0008029	Np004G210230	g27633
OG0008030	Np005G282670	g23846, g47492
OG0008031	Np005G282600	g47497
OG0008032	Np005G282500	g47501
OG0008033	Np005G282220	g23834
OG0008034	Np005G282050	g23829
OG0008035	Np005G281260	g23802, g17183
OG0008036	Np005G281170	g23791, g47530
OG0008037	Np005G281040, Np005G281030	g47534
OG0008038	Np005G280900	g47539, g23767
OG0008039	Np005G280880	g17175
OG0008040	Np005G277210	g23605
OG0008041	Np005G277060	g23589
OG0008042	Np006G364830	g38354
OG0008043	Np006G365500	g50996, g38362
OG0008044	Np006G365950, Np001G034180	g38387
OG0008045	Np006G367420	g38436
OG0008046	Np002G079470	g44538, g46132
OG0008047	Np006G368380	g38471, g36918
OG0008048	Np001G036610, Np006G368420, Np006G368410	g38472, g43539
OG0008049	Np006G368470	g38476
OG0008050	Np006G368640	g38483
OG0008051	Np006G368740	g38486
OG0008052	Np006G369460	g36943, g50888
OG0008053	Np006G370320	g38517
OG0008055	Np006G370560	g38528, g50866
OG0008056	Np006G370720	g38537
OG0008057	Np006G370890	g38310, g38542
OG0008058	Np006G371080	g50852
OG0008060	Np004G241380	g49928
OG0008061	Np004G241400	g31569
OG0008062	Np004G241540	g31561
OG0008063	Np004G241670	g31553
OG0008064	Np004G242030	g31537
OG0008065	Np004G242270	g27269, g31527
OG0008066	Np004G242770	g31493
OG0008067	Np004G242830	g31487, g27256
OG0008068	Np004G243150	g31476, g27246, g49888
OG0008069	Np004G244240	g49867
OG0008070	Np004G244450	g49862
OG0008071	Np004G244460	g49861
OG0008072	Np004G245080	g49830, g49835, g49841
OG0008073	Np004G245300	g31388, g49823
OG0008074	Np004G245430	g27188, g31383
OG0008075	Np004G245880	g49800
OG0008076	Np004G246250	g31338, g49784
OG0008077	Np004G246260	g31337
OG0008078	Np001G028860	g27163
OG0008079	Np004G246860	g31321
OG0008080	Np004G246920	g49777
OG0008081	Np004G248100	g31264
OG0008082	Np004G248400	g31249
OG0008083	Np004G248670	g31241
OG0008084	Np004G248750	g49723
OG0008085	Np004G249280	g49702
OG0008086	Np001G057550	g19151
OG0008087	Np004G250450	g49657
OG0008088	Np004G250750	g49672, g31124
OG0008089	Np004G250730	g49671, g31126
OG0008090	Np004G251960	g31071
OG0008091	Np004G252340	g31050
OG0008092	Np004G252580	g49561
OG0008093	Np004G253110	g31011
OG0008094	Np004G252940	g49552
OG0008095	Np004G253070	g49547
OG0008096	Np004G253120	g31010
OG0008099	Np003G180020	g30993
OG0008100	Np004G253650	g30976
OG0008101	Np004G253880	g49517
OG0008102	Np004G254280	g30942
OG0008103	Np004G255070	g30906
OG0008104	Np003G140560	g5250
OG0008105	Np004G255710	g30877
OG0008106	Np004G255820	g26937
OG0008107	Np004G255870	g30871
OG0008108	Np004G256070	g26926
OG0008109	Np004G256840	g49422
OG0008110	Np004G256820	g30833
OG0008111	Np004G256810	g30834, g26920
OG0008112	Np004G256780	g49424
OG0008113	Np004G256550	g49430
OG0008115	Np004G257200	g26903
OG0008116	Np004G257280	g49402
OG0008117	Np004G257560	g49390, g30796
OG0008118	Np004G258060	g26890
OG0008119	Np004G257970	g49369
OG0008120	Np004G257960	g30772
OG0008121	Np004G258220	g26888
OG0008122	Np004G258530	g49346, g30769
OG0008123	Np004G259240	g26870
OG0008124	Np003G189900	g25333
OG0008125	Np004G259870	g26856, g30725, g49277
OG0008126	Np003G141370	g29308, g34695, g43308, g5186
OG0008127	Np003G141120	g29318, g5202
OG0008128	Np003G141630	g29291, g5171
OG0008129	Np003G141640	g29290
OG0008130	Np003G141710	g45672
OG0008131	Np003G142520	g5099, g29240
OG0008132	Np003G142460	g45697
OG0008133	Np003G142450	g5102
OG0008134	Np003G143140	g29201
OG0008135	Np003G143540	g45730
OG0008136	Np003G143570	g45733
OG0008137	Np003G143620	g5042, g29189
OG0008138	Np003G143740	g29181
OG0008139	Np003G144120	g45743
OG0008140	Np003G144770	g4990
OG0008141	Np003G145070	g29005
OG0008142	Np003G145230	g29016
OG0008143	Np003G145240	g29017, g4950
OG0008144	Np004G231000	g29023
OG0008145	Np003G145770	g29036, g41478
OG0008146	Np005G308410, Np003G145990	g29044
OG0008147	Np003G146040	g29046
OG0008148	Np003G146370	g29054, g29050
OG0008149	Np003G146540	g4906
OG0008150	Np003G146680	g29073
OG0008151	Np003G146900	g41730, g41445
OG0008152	Np003G146920	g29082
OG0008153	Np003G146970	g29092, g4891
OG0008154	Np003G147030	g29095
OG0008155	Np003G147290	g29108
OG0008156	Np001G013850	g18530
OG0008157	Np001G013940	g10100
OG0008158	Np001G013950	g4863
OG0008159	Np001G014010	g4858
OG0008160	Np001G014380	g4811
OG0008161	Np001G014680	g4792
OG0008162	Np001G014740	g10130
OG0008163	Np001G014890	g18513
OG0008164	Np001G015120	g4686
OG0008165	Np001G016150	g10182
OG0008166	Np001G016720	g10212
OG0008167	Np001G016620	g10205
OG0008168	Np001G017100	g10221
OG0008169	Np001G017340	g10245
OG0008170	Np003G140610	g5247
OG0008171	Np001G017570	g10253
OG0008172	Np003G140480	g29342, g5258
OG0008173	Np003G140380	g5263
OG0008174	Np003G140320	g5265
OG0008175	Np003G132730	g29649
OG0008176	Np003G132420	g45459
OG0008177	Np003G132100	g29674
OG0008178	Np003G132030, Np003G149560	g45453
OG0008179	Np003G131680	g29685, g5601
OG0008180	Np003G129980, Np003G129990	g29740
OG0008181	Np003G129190	g45406, g29787
OG0008182	Np003G129170	g5679, g5678
OG0008184	Np001G012840	g10062
OG0008185	Np001G012330	g10036
OG0008186	Np001G012000	g10023, g558
OG0008187	Np001G011960	g552
OG0008188	Np001G011930	g10021
OG0008189	Np002G099010, Np001G011660	g540
OG0008190	Np001G011370	g9997
OG0008191	Np001G010940	g503
OG0008192	Np001G010850	g9987
OG0008193	Np001G010570	g9969, g490
OG0008194	Np002G090240	g44867
OG0008195	Np001G010250	g468
OG0008196	Np001G010100	g462
OG0008197	Np001G010080	g9953
OG0008198	Np001G009790	g444
OG0008199	Np001G009290	g424, g9904
OG0008201	Np001G008620	g394
OG0008202	Np001G007570	g367, g366
OG0008203	Np001G007550	g9865
OG0008204	Np001G007440	g361, g9863
OG0008205	Np001G007260	g9854
OG0008206	Np001G007210	g352
OG0008208	Np001G006750	g327
OG0008210	Np003G154390	g28723
OG0008211	Np003G154440	g1190
OG0008212	Np007G396540, Np003G154510	g39278
OG0008213	Np001G052890	g19322
OG0008214	Np007G409820, Np001G052840	g19330
OG0008215	Np001G052820	g2496
OG0008216	Np001G052460	g19341, g2540
OG0008217	Np001G052060	g2557
OG0008218	Np001G051240	g2595, g19370
OG0008219	Np001G011920, Np001G050510	g2622, g19396
OG0008220	Np001G050450, Np001G050480	g2624
OG0008221	Np001G050190	g2633, g19413, g11382
OG0008222	Np001G048470	g19463
OG0008223	Np001G046530	g2822
OG0008224	Np001G044250	g3128
OG0008226	Np002G091130	g41637
OG0008227	Np002G091170	g44885, g41641
OG0008228	Np002G091200	g44888
OG0008229	Np002G091220	g41644
OG0008230	Np002G091310	g44891
OG0008231	Np002G091380	g44892
OG0008232	Np006G341330	g51477
OG0008233	Np002G091920	g41691
OG0008234	Np002G090760	g44877
OG0008235	Np002G092050	g44913
OG0008236	Np002G087940	g44785, g45763
OG0008237	Np002G087880	g44784
OG0008238	Np002G087660	g45769
OG0008239	Np002G086280	g45819
OG0008240	Np004G227930	g27573
OG0008241	Np007G382060	g6626
OG0008242	Np002G085730	g45831
OG0008243	Np002G085700	g45833
OG0008244	Np002G085620	g45842
OG0008245	Np002G085440	g45850
OG0008246	Np002G085390	g44699
OG0008247	Np002G084190, Np002G084180	g45894
OG0008248	Np002G083830	g45915
OG0008249	Np002G083400	g45949
OG0008251	Np002G073770	g46422
OG0008252	Np002G073790	g46420
OG0008253	Np002G073830	g46418
OG0008254	Np002G074340	g46391, g44358
OG0008255	Np002G074430	g44360
OG0008256	Np002G074940	g46366
OG0008257	Np002G075270	g46334
OG0008259	Np002G075700	g46309
OG0008260	Np002G076390	g46278
OG0008261	Np002G077020	g46248
OG0008262	Np002G077120	g46243
OG0008263	Np002G077400	g44432
OG0008264	Np002G077410	g46233
OG0008265	Np002G077670	g46226
OG0008266	Np002G077760	g44442
OG0008267	Np002G077880, Np002G077890	g46211, g44452
OG0008268	Np002G078250	g46188
OG0008269	Np002G078650	g46174
OG0008270	Np002G078940	g44508
OG0008271	Np002G079340	g44534
OG0008272	Np002G079700	g44546
OG0008273	Np002G080690, Np002G080070	g46107
OG0008274	Np002G080200	g46099
OG0008275	Np002G080250	g44556, g46094
OG0008277	Np002G081110, Np004G215670	g44569
OG0008278	Np002G081220	g44573
OG0008279	Np002G081480	g46032
OG0008280	Np002G081620	g44582
OG0008281	Np002G082400	g46002
OG0008282	Np002G082710	g44615
OG0008283	Np002G072660	g44341
OG0008284	Np002G072120	g13603
OG0008285	Np002G071720	g14406
OG0008286	Np002G071620	g46539
OG0008287	Np002G071270	g46554
OG0008288	Np002G071150	g44297
OG0008289	Np002G070990	g46572
