Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0000193	Ag004G342780	jg26297, jg26298, jg26296, jg26288, jg26290, jg26289, jg14328, jg14329
OG0000193	Ag005G442650, Ag005G443800, Ag005G442630	jg7365
OG0000195	Ag001G082920	jg19387, jg15712, jg15648
OG0000195	Ag007G646090	jg2098, jg12245
OG0000196	Ag004G304260, Ag004G304230	jg31558, jg31560, jg28891
OG0000196	Ag004G304250	jg31559
OG0000196	Ag004G304270, Ag004G304220, Ag004G304240	jg28892
OG0000197	Ag006G545700	jg12179
OG0000197	Ag004G326930	jg28098
OG0000201	Ag005G439850	jg26412, jg26411, jg26410
OG0000201	Ag005G439760	jg26422
OG0000201	Ag005G439610	jg26418, jg26417
OG0000202	Ag005G458980	jg25806
OG0000202	Ag003G215780, Ag005G457800	jg25880
OG0000203	Ag006G519280, Ag005G485370, Ag005G485380	jg24349, jg24348, jg24346, jg24347
OG0000203	Ag004G387230, Ag004G392530, Ag005G485880	jg24303, jg5021, jg5008, jg5007, jg5020, jg5022
OG0000204	Ag003G216930, Ag003G216910, Ag003G216390, Ag003G216940, Ag003G216920, Ag003G216970, Ag003G216980	jg15213
OG0000204	Ag005G437650	jg26496
OG0000205	Ag005G439370	jg16530, jg27661, jg27598, jg13088, jg13092, jg13087, jg13090, jg16527, jg27591, jg27660, jg27597, jg16764, jg32764, jg11592, jg11594
OG0000207	Ag002G183650	jg2551
OG0000207	Ag003G219800, Ag003G215860, Ag003G215900	jg3555
OG0000207	Ag003G212790	jg3554
OG0000208	Ag003G275160	jg12428
OG0000208	Ag008G723930, Ag003G294620, Ag003G284900, Ag003G294610	jg8417, jg9182
OG0000208	Ag003G275170, Ag003G294530, Ag003G294570, Ag003G294700, Ag003G294540	jg21871
OG0000209	Ag004G398980, Ag004G398780, Ag004G398970	jg416, jg418
OG0000209	Ag004G399460, Ag004G398960	jg413
OG0000209	Ag004G398990, Ag004G398790, Ag002G138750	jg414, jg7742, jg33120, jg7741
OG0000209	Ag004G312510, Ag004G312520	jg12797
OG0000210	Ag003G280570, Ag003G273400	jg13160, jg13155, jg13158, jg13161, jg12338, jg12339, jg5057, jg13159, jg13157
OG0000210	Ag007G588470	jg18412, jg18409, jg18408
OG0000210	Ag007G588480	jg18405, jg20943
OG0000213	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530	jg2970, jg2971
OG0000213	Ag003G288980	jg16737, jg16738, jg16741, jg16740
OG0000214	Ag007G604980	jg2493
OG0000214	Ag006G510950, Ag003G222050	jg7249
OG0000214	Ag006G510210	jg7534, jg7536, jg7538, jg7531, jg7506, jg7999, jg8001
OG0000216	Ag006G554100, Ag006G554110	jg10266
OG0000216	Ag006G554130	jg10316, jg10315
OG0000218	Ag004G322150	jg29979, jg29981
OG0000218	Ag004G322240, Ag004G322160, Ag004G322180, Ag004G322280, Ag004G322290	jg29982
OG0000218	Ag004G318250, Ag006G542090, Ag006G547060	jg13337
OG0000218	Ag005G439660, Ag008G718790	jg11388
OG0000219	Ag004G357760	jg2178, jg2182, jg2180, jg2179
OG0000219	Ag006G565670	jg23294, jg23293
OG0000219	Ag008G724120	jg22095, jg22096
OG0000220	Ag002G172490	jg760
OG0000220	Ag002G179690	jg22418, jg22417, jg22415, jg22413, jg22416, jg21587, jg3970, jg13066, jg13067
OG0000221	Ag004G396450	jg23304
OG0000224	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450	jg3422, jg3420
OG0000224	Ag003G270550	jg9231
OG0000224	Ag004G383650	jg571, jg570
OG0000225	Ag007G582050, Ag007G581990	jg31468
OG0000225	Ag007G581980, Ag007G582060	jg31477
OG0000226	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670	jg30960, jg31379, jg31377
OG0000228	Ag004G341460	jg6720, jg6718
OG0000228	Ag004G344170	jg2708
OG0000229	Ag003G260760	jg32894, jg33326
OG0000231	Ag001G058920	jg12412
OG0000232	Ag001G011980, Ag001G025350, Ag005G473990, Ag005G474010, Ag005G474060, Ag006G511920, Ag005G474020, Ag005G473970, Ag001G083150	jg25056
OG0000233	Ag004G382390	jg1868
OG0000233	Ag003G243370	jg1869
OG0000234	Ag001G076970	jg15449
OG0000234	Ag001G076940	jg15448
OG0000234	Ag001G076930	jg15447
OG0000234	Ag007G612020	jg5170
OG0000235	Ag005G452990, Ag005G453010, Ag005G460460	jg31894, jg31896
OG0000235	Ag004G314680	jg32770
OG0000235	Ag005G460880	jg32771, jg25724
OG0000236	Ag008G716730, Ag008G716740, Ag008G716760	jg17600, jg17601, jg17602, jg17608, jg7281, jg7280
OG0000239	Ag007G588290, Ag002G178990	jg18393, jg18428
OG0000239	Ag001G025650	jg27121, jg18342
OG0000240	Ag007G599880	jg23298
OG0000240	Ag001G089960	jg17464, jg1772
OG0000242	Ag005G419410	jg27565
OG0000242	Ag004G319220	jg29880
OG0000242	Ag004G319640	jg29883
OG0000242	Ag004G319270	jg29879
OG0000244	Ag006G567480	jg10370
OG0000244	Ag002G138400, Ag002G137710	jg7736
OG0000244	Ag006G567460, Ag006G567470	jg10371
OG0000244	Ag002G137640, Ag002G138410	jg7735
OG0000248	Ag002G142990	jg7640
OG0000248	Ag002G142870, Ag002G142960, Ag002G142950, Ag002G142860	jg7420, jg7421
OG0000248	Ag004G367480	jg1267
OG0000248	Ag001G081600	jg15619
OG0000249	Ag002G168370	jg18816
OG0000249	Ag002G168420, Ag002G179380	jg18819
OG0000249	Ag002G168380	jg18817, jg18818
OG0000249	Ag001G071720	jg15247
OG0000250	Ag003G292650	jg2612, jg2609, jg2608, jg2614, jg2620, jg2621, jg2622
OG0000250	Ag004G328080	jg2603, jg2604
OG0000251	Ag003G266640	jg28919
OG0000251	Ag005G466710	jg17509
OG0000251	Ag002G169640	jg14119
OG0000251	Ag006G549990	jg17847, jg27513, jg17243
OG0000252	Ag006G494350, Ag006G494360, Ag006G494380, Ag006G494310, Ag006G494330, Ag006G493940, Ag006G493990, Ag002G166430, Ag006G493980, Ag006G494000, Ag003G272030, Ag006G493970, Ag006G493890, Ag006G493910, Ag006G493930, Ag006G493870, Ag006G493900, Ag002G186120, Ag002G186270, Ag002G186250, Ag002G186210, Ag002G186260, Ag002G186220, Ag002G186130, Ag002G186150, Ag002G186160, Ag002G186240	jg4033, jg27620, jg4035, jg33335, jg33336, jg33337, jg4032, jg4031, jg4036, jg4034
OG0000254	Ag002G185430	jg16978, jg17665
OG0000254	Ag002G185420	jg7439
OG0000256	Ag002G186760, Ag002G186720	jg13826, jg19307
OG0000256	Ag002G182840, Ag002G182690, Ag002G182780	jg21390, jg21205, jg21204, jg27046
OG0000256	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560	jg19308
OG0000257	Ag001G011470, Ag008G698480, Ag001G011500, Ag001G010720, Ag004G331430, Ag008G697590, Ag003G211470, Ag003G211370, Ag003G220650, Ag003G228410, Ag003G212030, Ag003G212020, Ag001G012300, Ag003G233340	jg33267
OG0000257	Ag005G475480, Ag005G476080, Ag005G425180, Ag005G475490, Ag005G476060, Ag005G476070, Ag005G475200	jg24983
OG0000258	Ag002G175550	jg13318, jg13319
OG0000258	Ag008G702170	jg22623
OG0000258	Ag002G191840, Ag001G079880	jg13321
OG0000258	Ag004G336180	jg13320
OG0000260	Ag006G496380	jg4068
OG0000260	Ag003G219630, Ag006G495360	jg31434
OG0000260	Ag006G495440	jg17319
OG0000260	Ag006G496100	jg4069
OG0000264	Ag002G129660	jg7787
OG0000264	Ag002G129760, Ag002G129810	jg7882
OG0000264	Ag007G599430	jg7883, jg7885, jg7884, jg7892, jg7931, jg7886
OG0000265	Ag001G064340, Ag005G418610, Ag003G279450, Ag007G623720, Ag003G229640, Ag002G180170	jg20789
OG0000266	Ag001G078180, Ag001G077260	jg31826, jg15562, jg15586, jg15559
OG0000266	Ag007G619580	jg15778, jg32711, jg15782, jg15779
OG0000267	Ag004G311330	jg17980, jg18002, jg17981, jg17978, jg18001, jg17979, jg17999
OG0000268	Ag008G659990	jg13018
OG0000268	Ag007G590690, Ag006G555210, Ag004G378430	jg716
OG0000268	Ag006G555200	jg13016
OG0000268	Ag006G492050	jg3910
OG0000268	Ag001G074460	jg15354
OG0000269	Ag002G157110	jg27200, jg6559
OG0000269	Ag007G634850, Ag001G009880	jg11991
OG0000269	Ag001G009900	jg11990
OG0000270	Ag003G282610	jg8879, jg27707
OG0000270	Ag004G333220	jg3222
OG0000271	Ag001G022460, Ag001G022490	jg6298
OG0000273	Ag001G024480, Ag001G025220, Ag007G591170, Ag004G336120	jg32950
OG0000274	Ag001G037550, Ag008G709540, Ag008G709790	jg22908
OG0000274	Ag002G131930	jg14405, jg14407
OG0000274	Ag007G593920, Ag007G593930, Ag007G593900	jg17967
OG0000275	Ag005G439960	jg26401
OG0000276	Ag006G560660	jg10545
OG0000276	Ag006G560650	jg20724
OG0000277	Ag001G032920	jg11133, jg11132
OG0000281	Ag001G016930, Ag001G016850	jg33130, jg33131
OG0000282	Ag007G599590	jg4596
OG0000282	Ag007G599660	jg4598
OG0000284	Ag001G030880, Ag001G029500, Ag007G629010	jg6565
OG0000284	Ag006G554760	jg1878
OG0000286	Ag002G169720, Ag005G413850, Ag004G367060, Ag006G550120, Ag006G541770, Ag003G254170, Ag003G265930, Ag006G506430, Ag004G381260, Ag002G169570, Ag002G162620, Ag002G131130, Ag002G114870, Ag001G043760, Ag001G031000, Ag002G176140, Ag006G566470, Ag006G566360, Ag006G566350	jg22121
OG0000286	Ag006G557000, Ag006G556900	jg22101
OG0000286	Ag008G734600	jg22091
OG0000287	Ag005G444110	jg26271
OG0000287	Ag005G444010, Ag005G442790	jg26275
OG0000287	Ag005G444160	jg26274
OG0000287	Ag005G442830, Ag005G444040	jg26279, jg26277, jg26278
OG0000288	Ag003G214960, Ag005G478520, Ag005G476300, Ag003G214920, Ag003G214930, Ag003G214970, Ag005G479220	jg31005, jg2458, jg25667, jg13147
OG0000290	Ag005G447400, Ag001G064900, Ag005G450080, Ag005G453470, Ag005G453460	jg25996
OG0000290	Ag008G713350, Ag008G713310	jg23546
OG0000293	Ag005G454520, Ag002G114590, Ag007G619660, Ag003G284910, Ag001G083740	jg8476, jg7941, jg7460
OG0000294	Ag005G458030	jg25844
OG0000294	Ag004G299490, Ag004G299500	jg28558, jg8055
OG0000297	Ag003G261170, Ag003G289210, Ag002G173860, Ag002G174020, Ag003G288940	jg8679
OG0000297	Ag008G711840, Ag008G711790, Ag001G072030, Ag007G611180, Ag003G272910, Ag005G402300, Ag005G402290, Ag008G711950, Ag004G378870, Ag008G711910, Ag008G711870, Ag008G711810, Ag008G711970	jg22984
OG0000297	Ag005G448670	jg21254, jg21265, jg26115
OG0000298	Ag007G612030, Ag007G612070	jg4413
OG0000298	Ag007G639970	jg27999
OG0000299	Ag006G499870, Ag006G499900, Ag006G499860	jg11188
OG0000299	Ag003G213780, Ag003G220100	jg3528
OG0000299	Ag003G213850, Ag003G213810, Ag003G212830, Ag003G213770, Ag003G220090	jg3526
OG0000299	Ag006G499850	jg574
OG0000300	Ag003G259820	jg27072, jg27071
OG0000300	Ag002G137460, Ag002G140980	jg27067, jg27057, jg27066
OG0000301	Ag002G147210, Ag008G664500, Ag007G613760, Ag007G635580, Ag007G584880, Ag005G446360, Ag003G248110, Ag004G361030, Ag004G354370, Ag006G541230, Ag001G058420, Ag004G374750, Ag007G610080, Ag007G607650	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811
OG0000308	Ag004G327900	jg1474
OG0000308	Ag003G238370	jg2926
OG0000308	Ag004G327720	jg12613, jg12614, jg30285
OG0000308	Ag004G327700	jg2110
OG0000310	Ag008G709240	jg22857, jg22859
OG0000310	Ag008G711030	jg22951, jg22963
OG0000311	Ag007G622820	jg5485
OG0000311	Ag005G457020	jg25896
OG0000313	Ag006G560010, Ag005G411080	jg11324
OG0000313	Ag006G560670, Ag006G560940, Ag006G560690	jg10546
OG0000313	Ag002G171170	jg16779, jg11100
OG0000314	Ag004G302930	jg28796
OG0000314	Ag004G302940	jg28797
OG0000314	Ag007G588550	jg18397
OG0000316	Ag006G542900, Ag002G187300	jg24355
OG0000316	Ag002G187160, Ag002G187230, Ag002G185950, Ag002G185990	jg19320, jg19314, jg19325, jg12453
OG0000319	Ag008G711750	jg29154, jg29153, jg22981
OG0000321	Ag002G166480, Ag002G166840, Ag006G571830	jg10987, jg10984, jg12178, jg12174, jg12175, jg12188, jg12186
OG0000322	Ag003G214240, Ag005G440770, Ag003G214260	jg3516
OG0000322	Ag006G548230, Ag006G548240, Ag006G546460, Ag002G179620	jg19279, jg7268, jg32496, jg19283
OG0000323	Ag004G374940, Ag004G374900	jg9679
OG0000324	Ag001G050420, Ag001G067070, Ag001G043590, Ag001G045980, Ag007G621190	jg10121, jg31791, jg32749, jg10120, jg31792, jg32750
OG0000327	Ag001G075570, Ag001G075560	jg30941
OG0000327	Ag001G075710, Ag001G075680, Ag006G560580, Ag006G561400, Ag001G080110, Ag001G080070, Ag001G075500	jg13629, jg13626, jg15393, jg15391
OG0000328	Ag001G036310	jg11299
OG0000329	Ag001G078090	jg19826
OG0000330	Ag001G082790, Ag001G082750, Ag001G082850	jg16034
OG0000330	Ag001G093240	jg16010
OG0000330	Ag007G612380, Ag001G092100	jg16059, jg13825, jg16058
OG0000330	Ag001G093380	jg16057
OG0000332	Ag001G016590, Ag001G016660	jg33127
OG0000334	Ag001G073280	jg15317
OG0000334	Ag002G173720	jg18934
OG0000335	Ag002G158380	jg31317
OG0000335	Ag006G552370, Ag006G552350	jg10939
OG0000335	Ag005G473330, Ag005G473370	jg7398, jg25085, jg25082, jg26786
OG0000335	Ag007G583790	jg31321
OG0000336	Ag004G327930	jg30287
OG0000336	Ag003G238280	jg2930
OG0000338	Ag004G367200, Ag004G310510, Ag004G310410	jg29339, jg29325, jg1313, jg1242
OG0000339	Ag006G548660, Ag006G545860	jg28458, jg10163
OG0000339	Ag002G202770	jg19995
OG0000339	Ag001G094740	jg16199
OG0000340	Ag002G197210	jg2171, jg19687
OG0000340	Ag002G197290, Ag002G197280	jg19688
OG0000341	Ag002G159280	jg17248, jg20584
OG0000342	Ag007G614390	jg12776
OG0000345	Ag004G316330	jg29718, jg29720
OG0000345	Ag004G316310	jg29716
OG0000345	Ag007G592460	jg29717
OG0000347	Ag008G704910, Ag008G704900, Ag008G704890, Ag008G704940, Ag008G704920, Ag008G704930, Ag008G704970, Ag008G704820, Ag008G704810, Ag008G704960, Ag008G704870, Ag008G704860, Ag008G704950, Ag008G704880, Ag008G704650, Ag008G704740, Ag008G704690, Ag005G472160, Ag005G472170	jg27595, jg26743, jg27016, jg12750, jg19271, jg17533, jg26744
OG0000348	Ag007G649350	jg6911, jg20347, jg6794
OG0000349	Ag003G286530, Ag008G692030	jg8767
OG0000349	Ag002G114050, Ag002G121670	jg1986, jg1993, jg1995, jg1992, jg1988, jg1991, jg1994, jg1987, jg1996
OG0000349	Ag003G286490, Ag003G286480	jg17263, jg13237, jg8768, jg32599
OG0000350	Ag001G069780	jg31515
OG0000351	Ag005G465630	jg25469, jg25468
OG0000351	Ag008G726000	jg25467
OG0000352	Ag004G325890	jg30216
OG0000352	Ag002G117270	jg3720, jg1222
OG0000353	Ag004G381780	jg10506
OG0000355	Ag002G163850, Ag002G163800, Ag002G163860	jg3052, jg3682
OG0000355	Ag003G210200	jg3802
OG0000356	Ag002G144860, Ag005G416750, Ag001G055590, Ag003G238730	jg6712, jg6600, jg6710, jg6598
OG0000357	Ag002G137740	jg12446
OG0000358	Ag007G587560, Ag007G587550	jg4765
OG0000359	Ag007G581430, Ag007G581460	jg31532, jg31533
OG0000359	Ag003G211770	jg18545
OG0000360	Ag008G734820, Ag007G625370	jg23699
OG0000360	Ag008G734800	jg23698
OG0000360	Ag008G734810	jg23697
OG0000361	Ag007G587740, Ag005G473000	jg25100
OG0000362	Ag003G220950, Ag003G220700, Ag003G220970	jg27680
OG0000362	Ag003G267940, Ag004G303110	jg27678
OG0000363	Ag006G517120	jg14011
OG0000363	Ag006G517110, Ag007G645790	jg7107, jg7126, jg7131
OG0000363	Ag005G450280	jg21009, jg3815, jg21902
OG0000368	Ag003G291040	jg8600
OG0000368	Ag003G291010	jg8601
OG0000370	Ag004G326160	jg30223
OG0000370	Ag004G326130, Ag004G326140, Ag004G326120	jg30222
OG0000370	Ag007G583890	jg9938, jg9939
OG0000371	Ag007G648580, Ag005G446940, Ag002G205020, Ag005G477210, Ag002G204950, Ag002G203170, Ag002G204960	jg31101, jg20131
OG0000372	Ag001G092900, Ag001G081980	jg9737, jg9736, jg9735
OG0000374	Ag001G012930	jg10334
OG0000377	Ag004G372070, Ag004G372680	jg916
OG0000378	Ag003G280940, Ag005G438980, Ag003G207240, Ag007G654760	jg12392, jg6729, jg7062
OG0000382	Ag004G366380	jg1426
OG0000382	Ag004G309460	jg29276
OG0000383	Ag007G582890, Ag007G582900, Ag007G582910	jg31388, jg31780
OG0000383	Ag007G582920	jg17641
OG0000383	Ag007G582940, Ag007G582930	jg31386
OG0000384	Ag005G463250	jg31322
OG0000384	Ag001G007560	jg33477
OG0000384	Ag001G007570, Ag001G007540	jg33476
OG0000387	Ag002G196770	jg19658
OG0000387	Ag002G197080, Ag002G174250	jg19673, jg19682
OG0000389	Ag001G087840	jg15868
OG0000390	Ag008G723890	jg6196
OG0000390	Ag006G570350	jg22210, jg30557
OG0000390	Ag005G448950, Ag005G448970, Ag005G448460, Ag005G448900	jg27023, jg26105, jg26106
OG0000390	Ag005G457610	jg25857
OG0000391	Ag004G339360	jg30802, jg27191
OG0000391	Ag003G277260	jg30797, jg30796
OG0000391	Ag004G339340	jg30801
OG0000391	Ag004G339210, Ag004G339290, Ag004G339300	jg30800
OG0000392	Ag001G060820	jg14890
OG0000392	Ag007G602140	jg12313
OG0000392	Ag001G060790	jg14893
OG0000393	Ag005G458500, Ag005G458510, Ag004G381460, Ag006G511860	jg26804
OG0000396	Ag007G643830	jg13894
OG0000396	Ag005G437820	jg13602
OG0000396	Ag005G414520	jg13605, jg13608
OG0000398	Ag005G468570	jg25353
OG0000398	Ag001G002660, Ag001G002600	jg33681
OG0000399	Ag001G091730	jg16044
OG0000400	Ag003G262920, Ag003G264110	jg13595
OG0000401	Ag008G728060, Ag008G728070	jg28077
OG0000401	Ag006G577070	jg15546, jg13486
OG0000403	Ag004G371510	jg974, jg991, jg972, jg971, jg973
OG0000404	Ag002G166070, Ag006G502990, Ag001G069190, Ag005G472870	jg18747, jg25103, jg15180
OG0000406	Ag007G624170	jg5527, jg5528, jg5529
OG0000406	Ag001G091560	jg16033
OG0000406	Ag001G037190	jg12288, jg12293, jg12284
OG0000406	Ag005G488120	jg24137
OG0000407	Ag007G616520	jg5315
OG0000410	Ag004G376100, Ag004G376130	jg814, jg805, jg807
OG0000410	Ag004G375870, Ag004G375330	jg821, jg823, jg818
OG0000411	Ag004G378270	jg731
OG0000411	Ag006G555710	jg10342
OG0000412	Ag008G693370	jg22288
OG0000412	Ag001G011950	jg33249
OG0000413	Ag005G469030	jg25335
OG0000413	Ag008G699570	jg22533
OG0000414	Ag003G245470	jg31118, jg31122, jg31119, jg31117
OG0000414	Ag006G561850, Ag006G561890, Ag006G561750, Ag006G561840, Ag006G561820, Ag006G561670	jg10496, jg10495
OG0000415	Ag007G617980, Ag007G617850, Ag007G617950	jg5048
OG0000415	Ag007G636980	jg6651
OG0000415	Ag004G373490, Ag004G372040	jg19571
OG0000416	Ag007G590790	jg18234, jg18250
OG0000417	Ag003G269090	jg26720, jg26719, jg26718
OG0000417	Ag004G323540	jg30053
OG0000420	Ag003G258420, Ag003G258400	jg9481
OG0000420	Ag006G501890	jg28285
OG0000421	Ag002G119830, Ag002G119330, Ag006G539650, Ag001G005030, Ag001G005040, Ag006G537180, Ag007G634570, Ag003G213010	jg12475, jg12477, jg12476, jg12332, jg12479, jg12478
OG0000422	Ag004G310220, Ag004G310190	jg29314
OG0000422	Ag004G310270	jg29316
OG0000423	Ag003G238920	jg2908
OG0000423	Ag005G467980	jg25396
OG0000424	Ag001G001190, Ag001G002510, Ag004G326330, Ag001G015790	jg7844
OG0000424	Ag007G586510	jg7841
OG0000424	Ag007G586930, Ag007G586920, Ag007G614300	jg7766, jg11332, jg11331, jg11334
OG0000425	Ag001G007200	jg33495, jg33493
OG0000425	Ag001G007210	jg11554, jg13203, jg13205, jg13204, jg13202, jg32794, jg25151
OG0000429	Ag008G720860	jg6415
OG0000429	Ag003G279370	jg9154
OG0000430	Ag005G417810	jg27751
OG0000430	Ag003G296480	jg26661, jg26367, jg16516, jg8342
OG0000431	Ag004G368850	jg1153
OG0000431	Ag004G311050	jg29378
OG0000431	Ag004G311020	jg29377
OG0000432	Ag008G683530	jg21967
OG0000432	Ag008G697030, Ag008G697000	jg22448, jg22447
OG0000433	Ag007G610280, Ag007G610270, Ag003G294740, Ag003G294550, Ag003G294730	jg1883, jg1879
OG0000436	Ag005G405190	jg28169
OG0000437	Ag006G537060, Ag006G539630	jg32008
OG0000438	Ag006G552460	jg10285
OG0000439	Ag001G090720	jg15993
OG0000439	Ag007G591220	jg18200
OG0000440	Ag007G625540	jg5580
OG0000440	Ag005G487680, Ag005G487710, Ag004G392020	jg24181
OG0000440	Ag005G487640	jg24183
OG0000441	Ag005G461190	jg25701
OG0000441	Ag005G461260	jg25697, jg25696
OG0000441	Ag005G461230	jg25700, jg25699
OG0000442	Ag007G606320	jg8354
OG0000442	Ag002G199760, Ag002G199730	jg16617, jg16614, jg16613, jg16615, jg16616, jg16612
OG0000442	Ag006G516480, Ag002G199750, Ag002G199700, Ag002G199290, Ag006G516470	jg28309
OG0000443	Ag004G401510, Ag004G401520, Ag004G401480, Ag004G401460, Ag004G401470, Ag004G401560	jg2864
OG0000446	Ag008G727860	jg23206
OG0000447	Ag005G464520	jg25527
OG0000447	Ag008G724720	jg23026
OG0000447	Ag007G583000	jg31384
OG0000448	Ag002G115820, Ag002G120630	jg20366
OG0000448	Ag002G120530	jg20367
OG0000448	Ag002G115810, Ag002G120640	jg20368, jg20365
OG0000449	Ag007G656240	jg22929
OG0000449	Ag008G710230	jg14380, jg22927, jg22928
OG0000450	Ag005G417180	jg2096
OG0000450	Ag002G168230	jg1849
OG0000450	Ag002G129050, Ag004G368200, Ag006G520010	jg11745, jg1287
OG0000452	Ag003G261540, Ag007G616630, Ag003G261610, Ag003G261710, Ag007G622270, Ag003G262360, Ag003G262070	jg21310
OG0000453	Ag006G570450, Ag003G229890	jg33350, jg17330, jg22903
OG0000453	Ag001G010250	jg33353
OG0000453	Ag007G594820	jg17880
OG0000453	Ag001G051690	jg14424
OG0000454	Ag001G017100, Ag004G393880, Ag004G388930, Ag004G388950, Ag004G389000, Ag004G388990, Ag004G388880, Ag004G388980, Ag004G393870, Ag004G393840, Ag004G393860, Ag008G730520, Ag008G730490, Ag008G683650	jg21980
OG0000456	Ag004G388500, Ag004G388340, Ag004G393490	jg11408, jg11521
OG0000456	Ag006G505030, Ag006G505060, Ag002G184890, Ag002G135830, Ag002G134180	jg21524
OG0000457	Ag007G609520	jg5458, jg5460, jg5083
OG0000457	Ag001G007140	jg22059
OG0000460	Ag004G401160, Ag002G206250	jg10331
OG0000460	Ag004G371960	jg32699
OG0000461	Ag004G297280	jg28396
OG0000461	Ag004G297270	jg28395
OG0000468	Ag001G076000	jg15405
OG0000468	Ag007G588820	jg18363
OG0000468	Ag002G178980, Ag002G178970	jg19076
OG0000471	Ag007G582470	jg31419
OG0000471	Ag007G582540	jg31418
OG0000472	Ag007G651090	jg12627
OG0000472	Ag001G035310, Ag001G035280, Ag007G651110	jg12626
OG0000474	Ag008G691340	jg6224
OG0000474	Ag008G723500, Ag003G266780	jg14718, jg9330, jg16878
OG0000475	Ag007G642180	jg559
OG0000475	Ag004G383930, Ag004G384220	jg561, jg560
OG0000475	Ag004G384580	jg565, jg566
OG0000477	Ag008G705870, Ag006G506260	jg22754
OG0000478	Ag001G017980	jg27618
OG0000480	Ag002G123160	jg17441
OG0000481	Ag004G377160	jg775
OG0000482	Ag004G356890	jg2227
OG0000483	Ag008G695540	jg22371
OG0000483	Ag008G695570	jg22372, jg12274, jg22376, jg12263
OG0000484	Ag003G287960, Ag003G288180	jg8715
OG0000486	Ag001G022480, Ag001G022450	jg15503, jg28823, jg28822
OG0000486	Ag001G097510	jg16097, jg16171
OG0000486	Ag005G472640, Ag005G472560, Ag005G472630	jg15501, jg15502, jg29358, jg28821
OG0000487	Ag004G302520	jg28766
OG0000488	Ag008G708780, Ag008G708410	jg15143, jg15141, jg15137
OG0000488	Ag001G068380	jg15148
OG0000489	Ag005G483110, Ag005G483100	jg24484, jg24486, jg24485
OG0000490	Ag004G299130, Ag004G298920, Ag004G299000	jg28531
