Orthogroup	Alyssum_gmelinii	Aethionema_saxatile
OG0000452	Ag003G261540, Ag007G616630, Ag003G261610, Ag003G261710, Ag007G622270, Ag003G262360, Ag003G262070	As001G002300, As001G002310
OG0000453	Ag001G010250	As002G033360
OG0000453	Ag004G307190	As008G192590
OG0000454	Ag001G017100, Ag004G393880, Ag004G388930, Ag004G388950, Ag004G389000, Ag004G388990, Ag004G388880, Ag004G388980, Ag004G393870, Ag004G393840, Ag004G393860, Ag008G730520, Ag008G730490, Ag008G683650	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520
OG0000459	Ag006G551250, Ag006G563380	As003G058960
OG0000461	Ag004G297270	As008G199680
OG0000461	Ag002G173690, Ag002G173680	As006G146770
OG0000463	Ag002G129770	As010G224360, As010G224370
OG0000466	Ag002G200890	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670
OG0000468	Ag001G076000	As012G280020
OG0000468	Ag007G588820	As006G125920
OG0000468	Ag002G178980, Ag002G178970	As006G144160
OG0000471	Ag007G582480, Ag007G582540, Ag007G582490	As003G069540, As003G069550
OG0000472	Ag001G016740, Ag001G016730, Ag007G651090, Ag002G191620	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050
OG0000472	Ag001G035310, Ag001G035280, Ag007G651110	As004G097020
OG0000474	Ag008G723500	As009G216860
OG0000477	Ag008G705870, Ag006G506260	As003G057970
OG0000480	Ag002G123160	As001G013010
OG0000481	Ag004G377160	As001G021880
OG0000482	Ag004G356890	As004G077750, As001G028390
OG0000483	Ag008G695540	As002G047220
OG0000484	Ag007G655100, Ag003G287960, Ag003G288180	As009G203850
OG0000486	Ag001G022480, Ag001G022450	As001G013050, As001G013370
OG0000486	Ag005G472640, Ag005G472560, Ag005G472630	As001G013380, As001G013070, As001G013260
OG0000487	Ag004G302520	As006G137570, As008G196100
OG0000487	Ag005G485640	As006G125350
OG0000495	Ag003G258890	As007G179430, As007G177930
OG0000498	Ag002G118970, Ag002G118740, Ag008G686150	As002G045150
OG0000499	Ag006G575170	As003G056720
OG0000499	Ag005G465770	As011G246530
OG0000499	Ag001G005200	As012G269540
OG0000500	Ag002G102780, Ag002G132060	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480
OG0000500	Ag005G449140	As004G087470
OG0000501	Ag006G535430, Ag003G279520	As010G232220
OG0000504	Ag006G493540, Ag002G181080	As006G143860
OG0000504	Ag005G476980	As002G037010, As002G034340
OG0000505	Ag008G721310, Ag008G721290, Ag008G721300, Ag008G721210	As009G215510
OG0000506	Ag004G341890	As010G234690
OG0000510	Ag004G371880, Ag004G372380, Ag004G371950, Ag004G371940, Ag004G371890	As001G020890, As001G020900
OG0000511	Ag004G379930	As001G032060
OG0000512	Ag006G545750	As003G061390
OG0000513	Ag002G172390	As006G146210
OG0000513	Ag001G051420, Ag008G710120	As005G114770
OG0000514	Ag005G446210	As011G252640, As011G252630
OG0000515	Ag001G000230	As012G267810
OG0000520	Ag001G025480	As002G050660
OG0000520	Ag001G093880	As002G050220, As012G287100
OG0000521	Ag002G154960, Ag002G149740	As004G080410
OG0000521	Ag004G339390	As007G158420
OG0000521	Ag003G214590	As010G235150
OG0000522	Ag006G540550, Ag006G540900, Ag002G147670	As004G083810
OG0000523	Ag002G203590	As005G100530
OG0000523	Ag001G095450, Ag001G095480	As012G287730
OG0000524	Ag005G479180	As006G141600, As006G141560, As006G141590
OG0000525	Ag003G213550	As010G241940
OG0000525	Ag004G326110	As007G153430
OG0000525	Ag005G465120	As011G246900
OG0000525	Ag001G006140	As012G269710
OG0000526	Ag001G054010, Ag001G054190	As010G223400
OG0000526	Ag001G054200	As010G223440
OG0000529	Ag008G714510, Ag008G714610	As005G113510, As005G113490, As005G113470
OG0000530	Ag007G624550, Ag007G624360	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000533	Ag006G521550	As007G180830, As003G075650
OG0000533	Ag003G282140	As001G014250, As011G263320
OG0000534	Ag004G378460, Ag004G378630, Ag004G378650, Ag004G378670, Ag004G378480, Ag004G378590	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	Ag004G374200	As001G023320
OG0000536	Ag001G058170, Ag001G034340, Ag006G560080	As010G228630, As004G090520
OG0000537	Ag007G598950	As006G124070
OG0000537	Ag001G043330	As004G093070
OG0000537	Ag005G479600	As006G141200
OG0000538	Ag002G197520, Ag002G197560, Ag002G197570, Ag002G197400	As005G103710, As005G103700
OG0000539	Ag001G099110	As005G120910
OG0000540	Ag007G593940, Ag007G593980, Ag007G593990	As006G128870, As006G128860, As006G128850
OG0000541	Ag007G594140	As006G128930
OG0000542	Ag007G621160	As009G202020
OG0000542	Ag001G024160, Ag003G260040	As012G273170
OG0000544	Ag004G303770, Ag004G303690	As008G195060
OG0000544	Ag004G303700, Ag004G303710	As008G195080, As008G195130
OG0000544	Ag004G303720, Ag004G303730, Ag004G303740	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	Ag003G227690, Ag003G227810	As010G238530
OG0000550	Ag001G069200	As002G037320
OG0000550	Ag002G166090	As012G276110
OG0000550	Ag005G455070	As006G144690
OG0000551	Ag008G731770	As005G117770
OG0000551	Ag003G295060	As003G075520
OG0000551	Ag007G603420	As002G053470
OG0000552	Ag002G204680	As012G288190, As005G099880, As007G159560, As003G061630
OG0000554	Ag002G169930, Ag004G376310	As007G157590
OG0000554	Ag002G156760, Ag002G154330	As003G065060, As004G082630
OG0000555	Ag002G143160, Ag002G143220, Ag002G143120, Ag004G311640	As003G067180
OG0000557	Ag001G092650	As012G286190
OG0000559	Ag006G494200, Ag006G494130, Ag006G494150	As005G107810
OG0000560	Ag008G709130	As005G115530
OG0000560	Ag004G302340, Ag004G302350	As008G196260, As008G196230
OG0000561	Ag008G732290, Ag008G732280, Ag005G451780, Ag005G451720, Ag008G732390, Ag005G451700, Ag005G451760, Ag008G732340	As005G118160
OG0000562	Ag005G482800	As006G139230
OG0000562	Ag007G614680	As009G200380
OG0000562	Ag007G634950	As009G205610
OG0000563	Ag004G324220, Ag004G324240, Ag004G324140	As007G152350
OG0000564	Ag003G270540	As007G177230
OG0000565	Ag007G593910	As010G233050
OG0000566	Ag008G718040, Ag008G718030, Ag005G449860	As011G250840
OG0000570	Ag005G490020	As006G135060
OG0000570	Ag008G725350	As009G217810
OG0000571	Ag008G712960	As005G113940
OG0000571	Ag004G308000, Ag004G308010	As008G191230
OG0000578	Ag004G311890	As008G187240
OG0000578	Ag004G369890	As001G020350
OG0000580	Ag002G198870	As005G102980
OG0000581	Ag006G492390	As005G107050, As005G107040, As005G107070, As005G107030
OG0000582	Ag004G308430	As005G113410
OG0000582	Ag007G596900	As006G130460
OG0000584	Ag004G301670, Ag007G586810	As006G124400
OG0000584	Ag003G254400, Ag005G403670	As001G000400
OG0000585	Ag007G581330, Ag005G465400	As012G275350
OG0000586	Ag002G156200, Ag002G153700	As004G082960
OG0000587	Ag006G514340	As006G122410
OG0000587	Ag002G204320	As005G100170
OG0000587	Ag004G298840	As008G198370
OG0000588	Ag005G464790	As011G247080
OG0000588	Ag002G194770	As005G104750
OG0000588	Ag001G006470	As012G269820
OG0000589	Ag008G710070	As005G114800
OG0000590	Ag005G483420	As006G138710
OG0000590	Ag007G636280	As009G205980
OG0000590	Ag004G299860	As008G197660
OG0000592	Ag005G456140	As011G250170
OG0000592	Ag004G329320	As010G239910, As007G154690
OG0000593	Ag003G213900, Ag004G342350	As008G192880, As010G241820, As010G241840
OG0000594	Ag001G055870	As010G222860
OG0000600	Ag008G699750	As002G048280
OG0000600	Ag003G257720	As001G001180
OG0000601	Ag007G618660	As009G201050, As006G135040
OG0000601	Ag007G648250	As001G027850
OG0000602	Ag001G071850	As012G276820
OG0000602	Ag003G263090, Ag003G263950, Ag002G183420, Ag005G476410	As002G034860
OG0000604	Ag001G098170, Ag002G206110	As005G099260
OG0000604	Ag007G598620	As007G163770, As012G288540
OG0000605	Ag003G233250	As010G239470
OG0000605	Ag003G233260, Ag003G276360	As010G239480
OG0000606	Ag005G462340	As011G248160
OG0000606	Ag003G207370	As010G244280
OG0000606	Ag001G008660	As012G270700
OG0000607	Ag005G452210	As011G251140
OG0000608	Ag001G085300	As012G284160
OG0000613	Ag005G489220	As006G135470
OG0000613	Ag007G647580	As006G132250
OG0000615	Ag005G413420, Ag005G413020	As011G264960
OG0000615	Ag003G287950	As003G072430
OG0000616	Ag002G171250, Ag001G072520	As012G277180
OG0000617	Ag004G368110	As006G121910
OG0000618	Ag003G213540	As010G241950
OG0000618	Ag004G326090, Ag004G326100, Ag004G326300, Ag003G252150	As006G132210
OG0000619	Ag002G171240, Ag002G171230	As006G145810, As006G145800
OG0000619	Ag001G072500	As012G277130
OG0000620	Ag004G330200, Ag003G233130	As010G239430, As007G154950
OG0000625	Ag003G272160	As007G176620
OG0000626	Ag004G387060, Ag004G387070, Ag004G392390, Ag004G392880, Ag004G387580, Ag004G392730	As001G031250
OG0000627	Ag004G380410	As006G134640
OG0000627	Ag008G695620	As002G047240
OG0000628	Ag005G453360, Ag006G534230	As003G064150, As011G250810
OG0000630	Ag002G129670, Ag001G084340	As004G077630, As004G077620, As004G077610
OG0000631	Ag005G455570	As012G277780
OG0000631	Ag003G213510	As005G118000, As011G255910, As004G089180
OG0000633	Ag003G207890	As010G244250
OG0000634	Ag008G708330, Ag008G708320, Ag008G708490, Ag008G708510, Ag008G708400	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	Ag007G592780	As006G128210
OG0000635	Ag007G590960	As006G127130
OG0000636	Ag006G501680, Ag006G501700, Ag006G501690	As009G212850
OG0000645	Ag004G343490, Ag004G343500	As001G004340
OG0000646	Ag001G049120, Ag010G739280	As001G027670
OG0000646	Ag005G490220	As006G134940
OG0000647	Ag005G476730, Ag006G494280	As002G034480, As005G107800
OG0000648	Ag001G098020, Ag001G098030, Ag001G098040, Ag001G098050	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	Ag001G074100	As003G066660
OG0000649	Ag003G222380	As010G237340
OG0000650	Ag002G107870, Ag002G111410	As004G088550
OG0000650	Ag002G108010, Ag002G107990	As004G088560
OG0000652	Ag008G724140, Ag008G724030, Ag008G724040	As009G217160
OG0000658	Ag007G636530, Ag001G073410	As009G206090, As012G277750, As001G026410
OG0000659	Ag008G699900, Ag003G257810, Ag005G405180	As011G266440, As009G211360, As002G048340
OG0000660	Ag004G306950, Ag004G306960	As008G192800
OG0000660	Ag008G707750	As010G224220, As005G115310
OG0000661	Ag007G590900, Ag007G590950	As010G223120, As006G127120, As006G127080
OG0000662	Ag007G620010	As009G201630
OG0000662	Ag005G489500	As006G135390
OG0000662	Ag007G620020	As009G201640
OG0000663	Ag004G354550, Ag003G217490, Ag003G217300	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	Ag003G214980	As010G229530
OG0000664	Ag003G292180	As011G245420, As011G245410
OG0000669	Ag002G198700	As005G103090
OG0000669	Ag005G468950	As001G022370
OG0000670	Ag006G546770, Ag006G541870, Ag006G546780, Ag006G576950, Ag006G576930, Ag006G547980, Ag006G546720, Ag006G546600, Ag006G548060, Ag006G546870, Ag006G541940, Ag006G541990, Ag006G546890	As003G061610, As003G061660
OG0000672	Ag007G582230	As004G081100, As011G248400
OG0000674	Ag004G299810	As008G197690
OG0000674	Ag002G206050	As005G099330
OG0000674	Ag006G511330	As006G123130
OG0000675	Ag004G324290, Ag007G589930	As007G152400
OG0000676	Ag004G306260	As008G193080
OG0000676	Ag003G231740	As010G239230, As007G155100, As012G282240
OG0000677	Ag003G243870, Ag002G181950	As007G160250
OG0000685	Ag003G258220	As001G001340
OG0000686	Ag003G274320, Ag003G274240, Ag003G274220, Ag003G274380	As001G012430
OG0000687	Ag001G101910	As001G017930
OG0000687	Ag002G201230	As005G101960
OG0000687	Ag001G093390	As012G286760
OG0000689	Ag004G340600, Ag004G324900, Ag006G539290, Ag001G070650, Ag006G536730, Ag004G391630	As007G158860, As003G063160, As004G080020
OG0000690	Ag002G147430, Ag004G330480	As007G154700, As003G065860, As008G196720, As010G226610
OG0000691	Ag002G180700	As004G080740, As011G248640
OG0000692	Ag001G088660, Ag002G195500	As005G104580
OG0000693	Ag001G079660	As012G282230
OG0000693	Ag002G184050	As006G143100
OG0000695	Ag003G232910	As010G239400
OG0000696	Ag001G008970	As012G270790, As011G248260
OG0000697	Ag001G010900, Ag001G010890, Ag001G010850, Ag001G010880, Ag001G010870	As012G271560
OG0000702	Ag007G614120	As009G199960
OG0000702	Ag001G100530	As006G132970
OG0000703	Ag006G496220	As002G035150
OG0000703	Ag002G167340	As006G145070
OG0000703	Ag001G070770	As012G276510
OG0000704	Ag006G569790, Ag003G210480, Ag002G102910	As003G058000
OG0000705	Ag002G198030, Ag002G198010, Ag002G198000, Ag002G197970	As005G103510, As005G103480
OG0000706	Ag008G731930	As005G117900
OG0000707	Ag001G062860	As006G138740
OG0000708	Ag004G314140	As008G185890
OG0000709	Ag001G066950	As009G203840
OG0000713	Ag001G063130, Ag006G505420, Ag004G330490, Ag002G135510, Ag004G343380, Ag005G473270, Ag008G686320	As001G006270
OG0000714	Ag007G646560	As004G077650
OG0000714	Ag004G357600	As001G028540
OG0000715	Ag002G142060, Ag002G142110	As004G085240
OG0000717	Ag004G385160	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660
OG0000718	Ag005G472310, Ag006G491180	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	Ag008G710150	As005G114760
OG0000720	Ag001G097830	As012G288480
OG0000720	Ag006G512230	As006G122970
OG0000720	Ag002G205950	As008G197790
OG0000721	Ag006G511770	As006G123060
OG0000721	Ag005G459980	As008G197760, As012G274520, As011G248980
OG0000722	Ag004G348100	As010G232800
OG0000722	Ag004G320160	As008G183090
OG0000723	Ag007G634210	As009G205270, As009G205280, As009G205290, As009G205310
OG0000730	Ag008G662080	As001G023940
OG0000730	Ag004G319370, Ag004G319360, Ag004G319380, Ag004G319290	As008G183370
OG0000731	Ag002G163690	As001G025190, As001G025200, As001G025210
OG0000732	Ag001G070420	As012G276370
OG0000733	Ag002G137060, Ag002G135110	As002G035910
OG0000733	Ag004G339380	As004G093360
OG0000735	Ag008G697430, Ag008G697250, Ag008G697240	As002G047800
OG0000736	Ag007G604430	As002G053050
OG0000736	Ag003G293400	As003G074810
OG0000737	Ag003G294680, Ag003G294670, Ag003G294650, Ag003G294710, Ag003G294660	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	Ag007G588590	As006G125610
OG0000738	Ag007G588300	As006G125420
OG0000739	Ag004G301750	As009G216850, As008G197070
OG0000739	Ag005G435420	As011G255260
OG0000741	Ag001G002100	As012G268430
OG0000742	Ag006G528380, Ag006G549630	As209G297130
OG0000749	Ag004G317890	As008G184000
OG0000750	Ag006G551030, Ag004G399610	As001G030660
OG0000751	Ag006G496740	As005G108820, As002G035280
OG0000752	Ag008G721560, Ag008G721500, Ag008G721520, Ag008G721540	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	Ag007G605650	As002G052450
OG0000753	Ag002G128370, Ag002G128380	As003G064670
OG0000754	Ag007G613800	As003G064750
OG0000755	Ag004G376610, Ag004G376590, Ag002G131700, Ag002G131620, Ag002G131610, Ag002G131660	As004G086160
OG0000757	Ag006G493060	As005G107510
OG0000758	Ag003G210220	As010G243380
OG0000758	Ag007G589920	As006G126420
OG0000759	Ag008G706160	As009G219760
OG0000759	Ag007G593400	As006G128470
OG0000759	Ag004G306430	As008G193030
OG0000760	Ag002G187320, Ag002G187330	As006G142310
OG0000760	Ag001G081250	As012G282830
OG0000761	Ag005G446610, Ag005G446640, Ag005G465840	As011G252380, As011G252400, As011G252370, As011G252410, As011G252430, As011G252390
OG0000763	Ag001G003920, Ag001G003930, Ag001G003910, Ag004G328880	As012G269290
OG0000764	Ag001G011840, Ag001G013630, Ag001G013620, Ag001G013660, Ag001G013400, Ag001G013430, Ag001G013500, Ag001G013450, Ag001G026500, Ag007G630950, Ag004G348620	As012G271730
OG0000765	Ag007G585160, Ag007G595660, Ag007G618110, Ag007G595630, Ag001G015040, Ag001G015030, Ag001G015050, Ag006G511620, Ag007G615400, Ag007G615420, Ag007G615390, Ag007G615440, Ag007G615370, Ag007G615380, Ag007G615410, Ag007G615430, Ag007G615360, Ag004G378030, Ag005G455880, Ag005G455820, Ag001G065180, Ag001G064780, Ag003G226920, Ag003G226910, Ag003G226900	As012G275540, As012G275570, As012G275590
OG0000772	Ag003G267510, Ag006G552830, Ag003G234490	As002G037440, As001G027110, As001G015580
OG0000773	Ag004G394430, Ag004G389460, Ag004G348380	As007G160440, As010G232720, As001G027430
OG0000774	Ag001G022910, Ag005G448320	As002G033010
OG0000775	Ag005G475440, Ag006G498090	As002G035830, As009G214640
OG0000776	Ag005G477920	As009G213010, As002G037060
OG0000777	Ag003G251260	As006G132560, As002G046520
OG0000778	Ag007G611550, Ag007G611610, Ag007G611580	As002G050230
OG0000779	Ag006G553060	As003G060370
OG0000779	Ag002G141210	As004G085410
OG0000779	Ag002G141250, Ag002G141270	As004G085400
OG0000780	Ag003G293540	As003G074900
OG0000780	Ag007G604330	As007G180430
OG0000781	Ag002G198240, Ag002G198250, Ag002G198270, Ag002G198280	As004G079650
OG0000781	Ag002G198340	As005G103380, As005G103370
OG0000783	Ag001G073880, Ag001G073910, Ag001G079630, Ag001G079620, Ag002G183270, Ag008G716090	As005G113140
OG0000783	Ag008G678450	As010G226400
OG0000784	Ag001G049580, Ag010G739760	As010G225950
OG0000784	Ag008G714380	As005G113590
OG0000785	Ag003G276620	As007G161520
OG0000785	Ag006G498840, Ag006G498880	As009G214360
OG0000786	Ag008G725420, Ag008G725370, Ag008G725380	As009G217820, As009G217830
OG0000787	Ag005G471240, Ag005G471250, Ag005G471230	As010G222930, As010G222920
OG0000788	Ag010G740090, Ag001G049830	As010G225660, As010G225670, As010G225650
OG0000789	Ag003G211260	As010G242960
OG0000789	Ag005G470590, Ag001G000120	As012G267770
OG0000799	Ag004G376300	As001G021720, As005G104360, As001G021710
OG0000800	Ag008G690370	As001G024200, As001G024190, As001G024170, As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910
OG0000801	Ag005G475190	As002G035990
OG0000801	Ag006G498690	As009G214440
OG0000801	Ag005G475170, Ag005G475180	As002G036000
OG0000802	Ag002G112540, Ag002G108540	As004G088660
OG0000802	Ag007G580920	As003G070730
OG0000802	Ag006G575050	As003G056750
OG0000803	Ag006G563060, Ag006G569170	As003G058030
OG0000803	Ag006G569180, Ag006G569200, Ag006G569220	As003G070410, As003G065450
OG0000804	Ag002G185010	As004G081460
OG0000806	Ag002G199220, Ag002G199270, Ag002G199300, Ag002G199250	As005G102850
OG0000807	Ag002G199080	As005G102950
OG0000807	Ag001G100850, Ag001G100840	As006G139170, As006G133330
OG0000808	Ag007G595150	As006G129450
OG0000808	Ag008G708220	As005G114980
OG0000809	Ag003G245060	As007G160640
OG0000809	Ag004G319510	As008G183460
OG0000818	Ag008G722490	As010G221920
OG0000818	Ag003G252560, Ag004G401870	As001G030280
OG0000819	Ag005G475120	As002G036020
OG0000819	Ag001G080990	As012G282730
OG0000820	Ag005G482700	As009G205560
OG0000821	Ag008G681120	As002G043850
OG0000822	Ag008G688260, Ag008G690200	As002G045610, As002G045600
OG0000823	Ag002G114240, Ag002G121920	As004G090360
OG0000823	Ag006G577480	As003G055870
OG0000824	Ag006G540590	As003G062540
OG0000824	Ag002G147870	As004G083720
OG0000825	Ag001G095080	As012G287570
OG0000825	Ag002G203240	As005G100830
