Orthogroup	Cardamine_hirsuta	Aethionema_saxatile
OG0000521	CARHR260010	As004G080410
OG0000521	CARHR071770	As007G158420
OG0000522	CARHR032270, CARHR256050, CARHR256030	As004G083810
OG0000523	CARHR141810	As005G100530
OG0000523	CARHR172050, CARHR172040	As012G287730
OG0000524	CARHR082530, CARHR184200	As006G141600, As006G141560, As006G141590
OG0000525	CARHR072060	As010G241940
OG0000525	CARHR017500	As007G153430
OG0000525	CARHR089730	As011G246900
OG0000525	CARHR043730	As012G269710
OG0000526	CARHR156460	As010G223400
OG0000526	CARHR156420	As010G223440
OG0000529	CARHR190990	As005G113510, As005G113490, As005G113470
OG0000530	CARHR196080, CARHR196090	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000533	CARHR106570	As011G263320
OG0000534	CARHR049900	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	CARHR144770, CARHR144760, CARHR144790, CARHR052230	As001G023320
OG0000537	CARHR251740	As006G124070
OG0000537	CARHR218190	As004G093070
OG0000537	CARHR082140	As006G141200
OG0000538	CARHR138750, CARHR138760, CARHR138720, CARHR138740	As005G103710, As005G103700
OG0000539	CARHR053020	As005G120910
OG0000540	CARHR122810, CARHR122770, CARHR122760, CARHR122730, CARHR122750	As006G128870, As006G128860, As006G128850
OG0000542	CARHR197170	As009G202020
OG0000542	CARHR038830	As012G273170
OG0000543	CARHR117600, CARHR117550	As007G177800
OG0000544	CARHR004720	As008G195060
OG0000544	CARHR004710	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	CARHR068380	As010G238530
OG0000546	CARHR293370, CARHR107390, CARHR293360, CARHR293380	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	CARHR162410	As002G037320, As012G276110
OG0000550	CARHR130400, CARHR044240	As006G144690
OG0000551	CARHR278730	As005G117770
OG0000551	CARHR247360	As003G075520
OG0000551	CARHR203480	As002G053470
OG0000552	CARHR023850	As003G061630
OG0000553	CARHR292740	As003G063020, As003G063040
OG0000553	CARHR033240, CARHR289270, CARHR033230, CARHR033300, CARHR033290, CARHR033280, CARHR033250	As003G063070, As003G063050
OG0000554	CARHR050810	As007G157590
OG0000555	CARHR255750, CARHR254040, CARHR254030, CARHR256630, CARHR054900	As003G067180
OG0000557	CARHR170600, CARHR170590	As012G286190
OG0000558	CARHR052330	As005G105310, As005G105360, As005G105380, As005G105290
OG0000559	CARHR210420, CARHR210370, CARHR210380, CARHR210400, CARHR210540, CARHR015050, CARHR210690, CARHR210580, CARHR210560	As005G107810
OG0000560	CARHR273000, CARHR273010	As005G115530
OG0000560	CARHR003670, CARHR003680, CARHR142190	As008G196260, As008G196230
OG0000561	CARHR278970, CARHR278990, CARHR278980	As005G118160
OG0000562	CARHR080300	As006G139230
OG0000562	CARHR198680	As009G200380
OG0000562	CARHR186820	As009G205610
OG0000563	CARHR150940	As007G152350
OG0000564	CARHR239580	As007G177230
OG0000564	CARHR117060, CARHR117080	As007G177180
OG0000565	CARHR198270, CARHR198280	As010G233050
OG0000565	CARHR024590	As010G233040
OG0000566	CARHR192260, CARHR192500	As011G250840
OG0000567	CARHR222580	As012G274310
OG0000570	CARHR076040	As006G135060
OG0000570	CARHR205260	As002G054910
OG0000571	CARHR274450	As005G113940
OG0000571	CARHR007910	As008G191230
OG0000572	CARHR056910, CARHR065150	As010G240060
OG0000572	CARHR065140, CARHR154580	As010G240020, As010G240030, As010G240050, As010G240010
OG0000578	CARHR010580	As008G187240
OG0000578	CARHR053260	As001G020350
OG0000579	CARHR233190, CARHR283550	As002G044410
OG0000580	CARHR139380	As005G102980
OG0000582	CARHR120180, CARHR155630, CARHR191090	As005G113410
OG0000583	CARHR005640, CARHR124970	As006G127330
OG0000583	CARHR124950, CARHR214280	As006G127350
OG0000584	CARHR179130	As006G124400
OG0000584	CARHR236290, CARHR111080	As001G000400
OG0000585	CARHR128570, CARHR089580, CARHR029430	As011G246780, As003G070380, As012G275350
OG0000586	CARHR180450	As004G082960
OG0000587	CARHR250190	As006G122410
OG0000587	CARHR142210	As005G100170
OG0000587	CARHR001430	As008G198370
OG0000588	CARHR089880	As011G247080
OG0000588	CARHR137740	As005G104750
OG0000588	CARHR043540	As012G269820
OG0000589	CARHR273400	As005G114800
OG0000589	CARHR154440, CARHR154430	As010G224800
OG0000590	CARHR186280	As009G205980
OG0000590	CARHR002150	As008G197660
OG0000591	CARHR018520	As007G152600
OG0000592	CARHR093430	As011G250170
OG0000592	CARHR018660	As010G239910, As007G154690
OG0000593	CARHR071980	As008G192880, As010G241820, As010G241840
OG0000594	CARHR157040, CARHR157030, CARHR056050, CARHR157090, CARHR157100, CARHR157050	As010G222860
OG0000595	CARHR151600	As010G226140
OG0000596	CARHR268550	As010G227450
OG0000600	CARHR270290	As002G048280
OG0000600	CARHR237140	As001G001180
OG0000601	CARHR197820	As009G201050, As006G135040
OG0000601	CARHR263090, CARHR154070	As001G027850
OG0000602	CARHR163070	As012G276820
OG0000604	CARHR173130	As005G099260
OG0000604	CARHR232350	As007G163770, As012G288540
OG0000605	CARHR067160	As010G239470
OG0000605	CARHR067140	As010G239480
OG0000606	CARHR091110	As011G248160
OG0000606	CARHR074490	As010G244280
OG0000606	CARHR042500	As012G270700
OG0000607	CARHR094440	As011G251140
OG0000607	CARHR106210	As011G262980
OG0000608	CARHR174660, CARHR167840	As012G284160
OG0000608	CARHR167980	As012G284170, As012G284200
OG0000613	CARHR076460	As006G135470
OG0000613	CARHR288730	As006G132250
OG0000613	CARHR266960	As002G045780
OG0000614	CARHR204310	As002G054140, As005G116690, As002G054130
OG0000615	CARHR244530, CARHR108510	As011G264960
OG0000616	CARHR274350	As005G114070
OG0000616	CARHR163330, CARHR131700	As012G277180
OG0000617	CARHR249080	As006G121910
OG0000618	CARHR072070	As010G241950
OG0000618	CARHR017490, CARHR235230	As006G132210
OG0000619	CARHR131680, CARHR131690	As006G145810, As006G145800
OG0000619	CARHR163320	As012G277130
OG0000620	CARHR019160, CARHR067200, CARHR067220	As010G239430, As007G154950
OG0000625	CARHR076160	As006G135190
OG0000625	CARHR239880, CARHR116410	As001G004420
OG0000626	CARHR047810, CARHR047820, CARHR047800, CARHR047790, CARHR047750, CARHR047770	As001G031250
OG0000627	CARHR059300, CARHR234300	As006G134640
OG0000627	CARHR268790	As002G047240
OG0000628	CARHR094130, CARHR034950	As003G064150, As011G250810
OG0000630	CARHR214580, CARHR214570, CARHR214490, CARHR214500, CARHR154590, CARHR152310	As004G077630, As004G077620, As004G077610
OG0000633	CARHR262170	As005G110870
OG0000633	CARHR074460	As010G244250
OG0000634	CARHR285670, CARHR285680, CARHR285660, CARHR285690	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	CARHR123630	As006G128210
OG0000635	CARHR283970, CARHR125180	As006G127130
OG0000636	CARHR207350, CARHR194090, CARHR207340, CARHR207330	As009G212850
OG0000645	CARHR152270	As001G004340
OG0000646	CARHR152320	As001G027670
OG0000646	CARHR075950	As006G134940
OG0000647	CARHR084100	As002G034480, As005G107800
OG0000648	CARHR173010, CARHR289920, CARHR052460, CARHR173030, CARHR173020	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	CARHR034830	As003G066660
OG0000649	CARHR069710	As010G237340
OG0000650	CARHR175890	As004G088550
OG0000652	CARHR190140, CARHR190190, CARHR190130	As009G217160
OG0000658	CARHR186220, CARHR148820, CARHR163790	As009G206090, As012G277750, As001G026410
OG0000659	CARHR270360, CARHR237200	As009G211360, As002G048340
OG0000660	CARHR007150	As008G192800
OG0000660	CARHR155410	As010G224220
OG0000660	CARHR285390	As005G115310
OG0000661	CARHR217570, CARHR125260, CARHR125190	As010G223120, As006G127120, As006G127080
OG0000662	CARHR197480	As009G201630
OG0000662	CARHR076360	As006G135390
OG0000662	CARHR197460, CARHR197470	As009G201640
OG0000663	CARHR060630, CARHR026380, CARHR026400, CARHR026390, CARHR026410	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000664	CARHR107800	As011G245420
OG0000664	CARHR085920	As011G245410
OG0000669	CARHR139290	As005G103090
OG0000669	CARHR143780	As001G022370
OG0000670	CARHR230960, CARHR230970	As003G061610, As003G061660
OG0000671	CARHR262410	As004G078130
OG0000672	CARHR072260, CARHR058470, CARHR058460, CARHR243530	As007G157950, As006G146270
OG0000672	CARHR028630	As004G081100, As011G248400
OG0000674	CARHR002110	As008G197690
OG0000674	CARHR142960	As005G099330
OG0000674	CARHR250520	As006G123130
OG0000675	CARHR073680	As010G243370
OG0000675	CARHR016440	As007G152400, As006G126430
OG0000676	CARHR006760	As008G193080
OG0000676	CARHR067530	As010G239230, As007G155100, As012G282240
OG0000677	CARHR024890, CARHR024900	As007G160250
OG0000685	CARHR237310	As001G001340
OG0000685	CARHR233760	As002G032860
OG0000686	CARHR183040	As001G012430
OG0000687	CARHR222930	As001G017930
OG0000687	CARHR140390	As005G101960
OG0000687	CARHR171040	As012G286760
OG0000689	CARHR023140	As003G063160
OG0000689	CARHR260800	As004G080020
OG0000691	CARHR091620	As004G080740, As011G248640
OG0000692	CARHR169120, CARHR169130, CARHR169140, CARHR137870	As005G104580
OG0000693	CARHR165850	As012G282230
OG0000693	CARHR134810	As006G143100
OG0000694	CARHR118610, CARHR116900, CARHR117280, CARHR118600, CARHR116950	As007G177770
OG0000695	CARHR067250	As010G239400
OG0000696	CARHR091240, CARHR153590	As012G270790, As011G248260
OG0000697	CARHR040880, CARHR041470, CARHR041690	As012G271560
OG0000702	CARHR198830	As009G199960
OG0000702	CARHR148910	As001G026500
OG0000702	CARHR075300	As006G132970
OG0000703	CARHR209610	As002G035150
OG0000703	CARHR130760	As006G145070
OG0000704	CARHR226510, CARHR177500, CARHR177490	As003G058000
OG0000705	CARHR050270	As005G103510, As005G103480
OG0000706	CARHR278880	As005G117900
OG0000707	CARHR160390	As006G138740
OG0000707	CARHR083770, CARHR046880	As007G161420
OG0000708	CARHR011870	As008G185890
OG0000709	CARHR195290, CARHR177620, CARHR177050, CARHR177200, CARHR177020, CARHR177110, CARHR161160, CARHR195240	As009G203840
OG0000714	CARHR214450	As004G077650
OG0000714	CARHR059020	As001G028540
OG0000715	CARHR253730, CARHR253720	As004G085240
OG0000716	CARHR215830, CARHR036130	As004G088610, As007G165810
OG0000718	CARHR086290, CARHR113130, CARHR113120, CARHR212110	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	CARHR273430	As005G114760
OG0000720	CARHR172930	As012G288480
OG0000720	CARHR250310	As006G122970
OG0000720	CARHR002020	As008G197790
OG0000721	CARHR250450	As006G123060
OG0000721	CARHR092030	As008G197760, As012G274520, As011G248980
OG0000722	CARHR062810	As010G232800
OG0000722	CARHR014750	As008G183090
OG0000723	CARHR187110	As009G205260
OG0000723	CARHR187090, CARHR178000, CARHR187100, CARHR147410	As009G205270, As009G205280, As009G205290, As009G205310
OG0000724	CARHR060750	As012G281700, As012G281680, As012G281690, As012G281640
OG0000730	CARHR145570	As001G023940
OG0000730	CARHR014420, CARHR014410	As008G183370
OG0000731	CARHR147210, CARHR147190, CARHR147200	As001G025190, As001G025200, As001G025210
OG0000732	CARHR233660	As002G032800
OG0000732	CARHR162710	As012G276370
OG0000734	CARHR276090, CARHR276080	As002G043480
OG0000735	CARHR269440, CARHR220840, CARHR269450, CARHR270000	As002G047800
OG0000736	CARHR203040, CARHR149410	As002G053050
OG0000736	CARHR246810	As003G074810
OG0000737	CARHR247250, CARHR247240, CARHR114340	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	CARHR126970	As006G125610
OG0000739	CARHR215740, CARHR057480	As009G216850, As008G197070
OG0000741	CARHR045160	As012G268430
OG0000742	CARHR292720, CARHR184360, CARHR182900, CARHR189910, CARHR102560, CARHR282560	As209G297130
OG0000749	CARHR013700	As008G184000
OG0000749	CARHR025970	As007G161240
OG0000750	CARHR272950, CARHR050300, CARHR290110	As001G030660
OG0000751	CARHR084590	As005G108820, As002G035280
OG0000752	CARHR188450	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	CARHR202560	As002G052450
OG0000753	CARHR035730, CARHR053320, CARHR035720	As003G064670
OG0000754	CARHR035490, CARHR035510	As003G064750
OG0000754	CARHR184500	As004G082990
OG0000755	CARHR252450, CARHR252430, CARHR252440	As004G086160
OG0000756	CARHR244020, CARHR244030, CARHR178040	As004G087220
OG0000757	CARHR210930	As005G107510
OG0000757	CARHR163640, CARHR131970	As006G146500
OG0000758	CARHR073700	As010G243380
OG0000758	CARHR125870	As006G126420
OG0000759	CARHR123360	As006G128470
OG0000759	CARHR006850	As008G193030
OG0000760	CARHR135680, CARHR166490	As012G282830
OG0000762	CARHR110370	As011G266570
OG0000763	CARHR044340, CARHR044350	As012G269290
OG0000764	CARHR041140, CARHR040770, CARHR040740, CARHR040730	As012G271730
OG0000765	CARHR183480	As012G275540, As012G275570, As012G275590
OG0000772	CARHR286780, CARHR286810, CARHR286750, CARHR286770	As002G037440, As001G027110, As001G015580
OG0000774	CARHR233870	As002G033010
OG0000775	CARHR208910	As002G035830, As009G214640
OG0000776	CARHR083540, CARHR085810, CARHR207500	As009G213010, As002G037060
OG0000778	CARHR256530, CARHR200090, CARHR200080, CARHR200060, CARHR200070, CARHR256580, CARHR256550, CARHR256420, CARHR200050	As002G050230
OG0000779	CARHR229220	As003G060370
OG0000779	CARHR253500	As004G085410
OG0000779	CARHR253530	As004G085400
OG0000780	CARHR246900	As003G074900
OG0000780	CARHR113440, CARHR203120	As007G180430
OG0000781	CARHR139010, CARHR139000	As004G079650
OG0000781	CARHR139020	As005G103380, As005G103370
OG0000782	CARHR039930, CARHR148610, CARHR278570, CARHR097090, CARHR221510, CARHR159840	As005G107060, As005G106550
OG0000783	CARHR152900	As010G226400
OG0000783	CARHR191470	As006G130720
OG0000784	CARHR151390	As010G225950
OG0000784	CARHR190930	As005G113590
OG0000785	CARHR241370	As007G161520
OG0000785	CARHR208570	As009G214360
OG0000786	CARHR274950	As012G288100
OG0000786	CARHR274910, CARHR274920, CARHR172550	As009G217820, As009G217830
OG0000787	CARHR086970	As010G222930, As010G222920
OG0000788	CARHR150910	As010G225660, As010G225670, As010G225650
OG0000789	CARHR073210	As010G242960
OG0000789	CARHR045960	As012G267770
OG0000798	CARHR224000	As001G017630, As003G055740, As004G083120
OG0000799	CARHR122300, CARHR057650	As001G021720, As005G104360
OG0000799	CARHR025140	As001G021710
OG0000800	CARHR145890	As001G024200, As001G024190, As001G024170
OG0000801	CARHR208660	As002G035990
OG0000801	CARHR208640	As009G214440
OG0000801	CARHR085090	As002G036000
OG0000802	CARHR175620	As004G088660
OG0000802	CARHR029230	As003G070730
OG0000802	CARHR225180	As003G056750
OG0000803	CARHR226580	As003G058030
OG0000803	CARHR226560, CARHR226550, CARHR000020	As003G070410, As003G065450
OG0000803	CARHR116930, CARHR226570	As007G160300
OG0000804	CARHR261780	As004G097150
OG0000805	CARHR098120	As004G096100, As011G254230
OG0000806	CARHR121190, CARHR139550, CARHR180110	As005G102850
OG0000807	CARHR139430	As005G102950
OG0000807	CARHR075060	As006G139170, As006G133330
OG0000808	CARHR121890, CARHR121880	As006G129450
OG0000808	CARHR154860	As010G224570
OG0000808	CARHR285630	As005G114980
OG0000809	CARHR025340	As007G160640
OG0000809	CARHR014320	As008G183460
OG0000810	CARHR041500	As012G271550
OG0000818	CARHR189070, CARHR158250	As010G221920
OG0000818	CARHR235440, CARHR046260	As001G030280
OG0000819	CARHR085120	As002G036020
OG0000819	CARHR208620	As009G214420
OG0000819	CARHR166400	As012G282730
OG0000820	CARHR080350	As002G041080
OG0000821	CARHR264890, CARHR264870, CARHR264860	As002G043850
OG0000823	CARHR174150	As004G090360
OG0000823	CARHR224220	As003G055870
OG0000824	CARHR032480, CARHR032490	As003G062540
OG0000824	CARHR256200	As004G083720
OG0000825	CARHR171910	As012G287570
OG0000825	CARHR141530	As005G100830
OG0000826	CARHR139610	As005G102780
OG0000827	CARHR268300	As012G278780
OG0000827	CARHR241090, CARHR211690	As005G106720
OG0000828	CARHR120790	As012G285140, As006G125590
OG0000829	CARHR077500	As006G136530
OG0000829	CARHR195650, CARHR195640	As009G203460, As009G203470
OG0000830	CARHR294240, CARHR020750, CARHR069560	As007G156440
OG0000831	CARHR020950, CARHR020940, CARHR020970, CARHR020960	As007G156620, As007G156630
OG0000832	CARHR052870, CARHR117990, CARHR135270, CARHR110540, CARHR110530, CARHR289660, CARHR149550, CARHR102330, CARHR073950, CARHR117980, CARHR102320	As008G195870
OG0000833	CARHR089780, CARHR105580, CARHR043620	As011G246960
OG0000834	CARHR093990	As011G250710
OG0000835	CARHR094540	As011G251220
OG0000835	CARHR039650	As012G272760
OG0000836	CARHR046600, CARHR167470	As012G283770, As012G283780, As012G283790
OG0000841	CARHR223630	As001G017330
OG0000842	CARHR147250, CARHR147260, CARHR147280, CARHR147270	As001G025250
OG0000843	CARHR056310, CARHR057170, CARHR275700, CARHR275080	As001G029790, As001G029800
OG0000844	CARHR084040	As002G034430
OG0000844	CARHR210450	As005G107840
OG0000845	CARHR257830	As002G042280
OG0000845	CARHR157370	As010G222560
OG0000847	CARHR278540	As005G117570
OG0000848	CARHR218130	As004G078550, As006G122300
OG0000849	CARHR249450	As006G122200
OG0000849	CARHR172260	As005G100320
OG0000851	CARHR136870, CARHR167660, CARHR167670, CARHR167690	As005G105540
OG0000852	CARHR253570, CARHR192670	As010G227460, As010G227470, As005G111370
OG0000853	CARHR251490, CARHR251460, CARHR251480, CARHR251450, CARHR251430	As006G123840
OG0000854	CARHR121270, CARHR007790	As008G191240
OG0000855	CARHR156680	As010G223210
OG0000855	CARHR276480	As009G219120
OG0000857	CARHR153870	As010G227430, As010G227420
OG0000868	CARHR206600	As009G211830
OG0000868	CARHR086440	As006G130700, As002G037910
OG0000869	CARHR174160	As004G090370
OG0000869	CARHR224230	As003G055880
OG0000870	CARHR027720	As003G068700
OG0000870	CARHR127820, CARHR127770, CARHR127810, CARHR127790, CARHR127780, CARHR024060, CARHR024080, CARHR127800	As004G081540
OG0000871	CARHR076520	As006G135520
OG0000871	CARHR197260	As009G201940
OG0000871	CARHR213900, CARHR216190	As004G077790
OG0000873	CARHR194650, CARHR078380, CARHR194690	As010G233530, As006G137440, As009G204210
OG0000875	CARHR006210	As008G193510
OG0000876	CARHR190520, CARHR190510	As009G217470, As009G217500, As009G217530
OG0000883	CARHR079100, CARHR242980	As006G138050
OG0000884	CARHR026120	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400
OG0000885	CARHR022790	As007G158480
OG0000885	CARHR235760	As002G049480
