Orthogroup	Cardamine_hirsuta	Erysimum_linariifolium
OG0003274	CARHR243730	El003G146880
OG0003275	CARHR243980	El003G146630
OG0003276	CARHR108690	El005G276320
OG0003277	CARHR108930	El005G276670
OG0003278	CARHR112050	El006G321500
OG0003278	CARHR247940	El003G142220
OG0003279	CARHR294460	El003G142210
OG0003280	CARHR129790	El006G295500
OG0003280	CARHR031060	El002G118930
OG0003281	CARHR176540	El007G363610
OG0003282	CARHR216800	El003G183530
OG0003282	CARHR103060	El005G270150
OG0003283	CARHR218570	El003G178620, El003G180760
OG0003283	CARHR101310	El005G268430
OG0003284	CARHR219500	El003G176730
OG0003285	CARHR219660	El003G176660
OG0003286	CARHR221200	El003G174450
OG0003286	CARHR098680	El005G261960, El005G261900, El006G317080
OG0003287	CARHR221460	El003G174150
OG0003287	CARHR098370	El005G261350
OG0003288	CARHR257280	El007G343180
OG0003288	CARHR142910	El006G280280
OG0003289	CARHR058880, CARHR139040, CARHR199340	El006G284950
OG0003292	CARHR190820	El001G057570
OG0003292	CARHR151250	El001G013610
OG0003293	CARHR157260	El001G018170
OG0003293	CARHR277200	El007G327220
OG0003294	CARHR278670	El007G325720
OG0003294	CARHR203570	El001G072230
OG0003295	CARHR158740	El001G019580
OG0003295	CARHR279690	El007G324370
OG0003296	CARHR281190	El007G322620
OG0003296	CARHR160400	El001G021060
OG0003297	CARHR160540	El001G021210
OG0003297	CARHR034760	El007G322450
OG0003298	CARHR179190	El007G360110
OG0003299	CARHR126430	El006G299570
OG0003299	CARHR004540	El002G087220
OG0003300	CARHR006890	El002G089660
OG0003300	CARHR123240	El006G302900
OG0003301	CARHR119470	El006G308130, El006G308110
OG0003302	CARHR241270	El003G149440
OG0003303	CARHR199320	El001G067560
OG0003304	CARHR212220	El001G082170
OG0003304	CARHR083060, CARHR083080, CARHR083070, CARHR083090	El005G243870
OG0003305	CARHR196280	El001G064070
OG0003306	CARHR079090	El005G239600
OG0003307	CARHR185920	El001G049210
OG0003307	CARHR079440	El005G239990
OG0003308	CARHR259910, CARHR082280	El005G242910
OG0003308	CARHR183920	El007G349280
OG0003309	CARHR232610	El007G349210, El003G159410
OG0003310	CARHR017570	El002G101120
OG0003310	CARHR072030	El004G231910
OG0003311	CARHR017750	El002G101280, El007G358180
OG0003312	CARHR066520	El004G225750
OG0003312	CARHR018940	El002G102490
OG0003313	CARHR066700, CARHR018780	El004G226000
OG0003314	CARHR068060	El004G227300
OG0003314	CARHR019550	El002G103100
OG0003315	CARHR070380	El004G229830
OG0003315	CARHR021650	El002G105550
OG0003316	CARHR022600, CARHR022660, CARHR022640, CARHR022630	El001G045000, El002G107210, El002G107230
OG0003317	CARHR182360, CARHR182150	El002G107700
OG0003318	CARHR023720	El002G108610, El002G108600
OG0003319	CARHR025050	El002G110790
OG0003319	CARHR062660	El002G110240, El002G110780
OG0003320	CARHR026340	El002G112390
OG0003321	CARHR116390	El006G315270
OG0003321	CARHR239900	El003G150870
OG0003322	CARHR100170, CARHR011990	El001G057300, El002G095000
OG0003324	CARHR075780	El005G235890
OG0003324	CARHR198170	El001G066340
OG0003325	CARHR185830	El001G049040
OG0003326	CARHR206470	El001G075160
OG0003326	CARHR206480	El001G075170
OG0003327	CARHR207540	El001G076510
OG0003328	CARHR189580	El001G056040
OG0003329	CARHR060520	El004G218380
OG0003330	CARHR062930	El004G221130
OG0003330	CARHR024880	El002G110070
OG0003331	CARHR071210	El004G230800
OG0003332	CARHR068560	El002G103760, El004G227770
OG0003333	CARHR067010	El004G226310
OG0003333	CARHR019030	El002G102580
OG0003334	CARHR072410	El004G232250
OG0003334	CARHR072390	El004G232240
OG0003335	CARHR072480	El004G232300
OG0003335	CARHR017290	El002G100810
OG0003336	CARHR087910	El005G249240
OG0003337	CARHR092430	El005G254040
OG0003338	CARHR098110	El005G261040
OG0003338	CARHR221720	El003G174020
OG0003339	CARHR043480	El002G138400
OG0003340	CARHR167560	El001G028800
OG0003341	CARHR168400, CARHR168420	El007G357950, El007G357940, El001G029610
OG0003341	CARHR168410	El001G029630
OG0003342	CARHR169060	El001G030300
OG0003343	CARHR172460	El001G034400
OG0003344	CARHR042080	El002G136540, El002G136530
OG0003345	CARHR033910, CARHR117480, CARHR116190, CARHR284370	El003G186560
OG0003346	CARHR171180	El001G032650
OG0003350	CARHR239560, CARHR239510	El003G151280
OG0003351	CARHR229510, CARHR229520	El003G162880
OG0003351	CARHR229530	El003G162870
OG0003352	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950	El001G064800
OG0003355	CARHR146870	El004G212230, El004G212370, El004G212060, El004G212130, El001G080590, El004G212110, El004G212040
OG0003356	CARHR085130, CARHR085150	El005G245980
OG0003360	CARHR240230	El003G150530
OG0003361	CARHR287180	El051G375550
OG0003362	CARHR241900	El003G148830
OG0003363	CARHR242480	El003G148180
OG0003364	CARHR243170	El003G147540
OG0003364	CARHR250380	El001G002690
OG0003365	CARHR241800, CARHR241810	El003G148920
OG0003366	CARHR223660	El003G170010
OG0003366	CARHR129330	El006G295910
OG0003367	CARHR144710	El001G037090, El004G194920
OG0003367	CARHR015090	El002G098600
OG0003368	CARHR145370	El001G038000, El007G354790, El007G355260, El007G355020
OG0003369	CARHR262200	El003G190060, El003G190110, El003G190130
OG0003369	CARHR262190	El003G190160
OG0003370	CARHR146790	El001G039920
OG0003371	CARHR261440	El003G191530
OG0003371	CARHR148940	El001G042520
OG0003372	CARHR262560	El003G189590
OG0003372	CARHR152100	El001G044520
OG0003373	CARHR214960	El003G186260
OG0003373	CARHR058510	El004G215720
OG0003374	CARHR056390	El004G211560
OG0003374	CARHR235330	El003G156520
OG0003375	CARHR047400	El004G195510
OG0003375	CARHR212980	El003G192610
OG0003376	CARHR233370	El003G158550
OG0003377	CARHR270770	El007G334840
OG0003377	CARHR256740	El003G173480
OG0003378	CARHR231800	El003G160360, El003G183370
OG0003379	CARHR268650	El007G336930
OG0003379	CARHR204420, CARHR234320	El003G157630
OG0003380	CARHR271540	El007G333790
OG0003381	CARHR235800	El003G155880
OG0003381	CARHR271680	El007G333680
OG0003382	CARHR293760	El007G325270
OG0003382	CARHR203060	El001G071760
OG0003383	CARHR275170	El007G329420
OG0003384	CARHR225790	El003G167380
OG0003385	CARHR227270	El003G165370
OG0003387	CARHR032620	El002G120970
OG0003387	CARHR256240	El001G008960
OG0003389	CARHR128120	El006G297770
OG0003389	CARHR028240	El002G114710
OG0003390	CARHR029790	El002G116720
OG0003390	CARHR029800	El002G116730
OG0003391	CARHR245030	El003G145500
OG0003392	CARHR113710	El006G319680
OG0003394	CARHR191050	El001G058000
OG0003394	CARHR215770	El003G185220
OG0003395	CARHR227160	El003G165490
OG0003396	CARHR255260, CARHR255270	El001G007660
OG0003397	CARHR176470	El007G363700
OG0003398	CARHR218290	El003G179280
OG0003399	CARHR219620, CARHR219630, CARHR219550, CARHR219650	El003G176670
OG0003400	CARHR219820	El003G176190
OG0003400	CARHR179980	El003G176230
OG0003402	CARHR222160, CARHR058620, CARHR187980	El003G173010
OG0003403	CARHR173240	El001G035240
OG0003404	CARHR142630	El006G280640
OG0003405	CARHR170150	El001G031410
OG0003406	CARHR016340, CARHR146250	El001G039010
OG0003406	CARHR146130	El001G038890
OG0003407	CARHR212130	El001G082030
OG0003407	CARHR083160	El005G243930
OG0003408	CARHR158850	El001G019700
OG0003408	CARHR279860	El007G324180
OG0003409	CARHR159040	El001G020040
OG0003410	CARHR249030	El001G000990
OG0003410	CARHR000850	El002G083300
OG0003411	CARHR250810	El001G003050
OG0003412	CARHR126280	El006G299760
OG0003412	CARHR004600	El002G087290
OG0003413	CARHR124030	El006G302090
OG0003414	CARHR123040	El006G303120
OG0003414	CARHR207560	El001G076520
OG0003415	CARHR075320	El005G235410
OG0003416	CARHR197080	El001G065100
OG0003417	CARHR079530, CARHR186010	El005G240070
OG0003418	CARHR079620	El005G240170
OG0003419	CARHR194020	El001G061510
OG0003421	CARHR130680	El006G294390
OG0003422	CARHR132240	El006G293120
OG0003422	CARHR163410	El001G024140
OG0003424	CARHR133290	El006G291570
OG0003424	CARHR164080	El001G024900
OG0003425	CARHR016010	El002G099540
OG0003426	CARHR257870	El007G343830
OG0003426	CARHR017870	El002G101390
OG0003427	CARHR021350	El002G105280
OG0003427	CARHR084020, CARHR084030	El005G244780
OG0003428	CARHR021590	El002G105510
OG0003429	CARHR021630	El002G105530
OG0003429	CARHR070360	El004G229810
OG0003430	CARHR063160	El004G221470
OG0003431	CARHR025090	El002G110280
OG0003432	CARHR026100	El002G112120
OG0003433	CARHR116630	El006G315810
OG0003434	CARHR114300	El006G318780
OG0003435	CARHR000710	El002G083140
OG0003436	CARHR009490	El002G092320
OG0003437	CARHR257250	El007G343160
OG0003438	CARHR075650	El005G235730
OG0003439	CARHR195680	El001G063430
OG0003439	CARHR077490	El005G237790
OG0003440	CARHR195220	El001G062840
OG0003441	CARHR275970	El007G328520, El007G328510
OG0003442	CARHR276670	El007G327750
OG0003443	CARHR157980	El001G018980
OG0003443	CARHR189530	El001G055890
OG0003444	CARHR156820, CARHR156810	El001G017620
OG0003445	CARHR190580	El001G057260
OG0003446	CARHR023430	El002G108310
OG0003447	CARHR065030	El004G224100
OG0003448	CARHR073110	El004G232960
OG0003448	CARHR016830	El002G100350
OG0003449	CARHR087360	El005G248630
OG0003450	CARHR045030	El002G140380
OG0003450	CARHR088170	El005G249440
OG0003451	CARHR093050	El005G277360, El005G254630
OG0003452	CARHR093400	El005G255170
OG0003452	CARHR093390	El005G255160
OG0003453	CARHR093500, CARHR093510	El005G255330, El005G255340
OG0003455	CARHR242800	El003G147810, El005G273630
OG0003456	CARHR043130	El002G137880
OG0003456	CARHR111440	El005G279420
OG0003457	CARHR164980	El001G025860
OG0003458	CARHR170880	El007G344080, El001G032230
OG0003459	CARHR044840	El002G140170
OG0003459	CARHR088390	El005G249640
OG0003460	CARHR103850	El002G125260
OG0003462	CARHR010750	El002G093610, El002G093600
OG0003464	CARHR080200	El005G240720
OG0003464	CARHR080190	El005G240710
OG0003465	CARHR286930	El002G120780
OG0003465	CARHR286920	El002G118880, El004G212120, El004G212050
OG0003466	CARHR205330	El001G073940, El001G073950
OG0003467	CARHR139730	El007G335130, El003G144050
OG0003467	CARHR270550	El007G335120
OG0003481	CARHR237740	El003G153340
OG0003482	CARHR109330	El003G152740
OG0003483	CARHR037210	El002G130270
OG0003483	CARHR238960	El003G151890
OG0003484	CARHR240320	El003G150440
OG0003484	CARHR115880	El006G314380
OG0003485	CARHR241680	El003G149090
OG0003487	CARHR214520	El002G091490
OG0003488	CARHR054250, CARHR054240	El004G205160, El004G205130
OG0003489	CARHR052940	El004G201470
OG0003489	CARHR010700	El002G093520
OG0003490	CARHR011320	El002G094190
OG0003491	CARHR148830	El001G042430
OG0003491	CARHR261430	El003G191540
OG0003492	CARHR057680	El004G214550
OG0003492	CARHR215890	El003G185040
OG0003493	CARHR084480	El005G245210
OG0003493	CARHR084470	El005G245190
OG0003494	CARHR259140	El007G345070
OG0003494	CARHR014940	El002G098480
OG0003495	CARHR256760	El007G342800
OG0003497	CARHR233360	El003G158560
OG0003498	CARHR288960	El001G070470
OG0003499	CARHR203740	El001G072390
OG0003499	CARHR278470	El007G325910
OG0003500	CARHR204050	El001G072720
OG0003500	CARHR277980	El007G326420
OG0003501	CARHR204070	El001G072750
OG0003501	CARHR095280	El005G257310
OG0003502	CARHR228380	El003G164270
OG0003503	CARHR050230, CARHR230940	El003G161530
OG0003505	CARHR260090	El001G010410
OG0003506	CARHR030100	El002G117280
OG0003507	CARHR030180	El002G117390
OG0003508	CARHR107840	El005G275150
OG0003508	CARHR243970	El003G146620
OG0003509	CARHR108600	El005G276250, El005G276220, El005G276230
OG0003509	CARHR244650	El003G145910
OG0003510	CARHR292870	El006G318720
OG0003510	CARHR245650	El003G144870
OG0003511	CARHR214750	El003G186510
OG0003512	CARHR181060	El007G358060
OG0003512	CARHR036260	El002G128740
OG0003513	CARHR252360	El001G004740
OG0003515	CARHR173550	El007G366240
OG0003515	CARHR223760	El005G271220, El003G169910
OG0003516	CARHR286620	El002G126400
OG0003517	CARHR218090	El003G179740, El003G179730
OG0003519	CARHR219150	El003G177320
OG0003519	CARHR100370	El005G267380
OG0003520	CARHR099270	El002G114040
OG0003521	CARHR213550	El003G192020
OG0003522	CARHR058340, CARHR058290	El006G283370
OG0003523	CARHR168450	El001G029650
OG0003524	CARHR277440	El007G326980
OG0003525	CARHR279220	El007G324940
OG0003526	CARHR279780	El007G324280
OG0003526	CARHR158750	El001G019590
OG0003527	CARHR280550	El007G323360
OG0003527	CARHR066690	El007G349270
OG0003528	CARHR123520	El006G302530
OG0003528	CARHR006690	El002G089440
OG0003529	CARHR234600	El003G157350
OG0003529	CARHR268260	El007G337400
OG0003530	CARHR197330	El001G065360
OG0003530	CARHR076470	El005G236650
OG0003531	CARHR080510	El005G241110
OG0003531	CARHR193660	El001G061060
OG0003533	CARHR051330	El004G199700
OG0003534	CARHR164990	El001G025870
OG0003534	CARHR133990	El006G290740
OG0003535	CARHR130830	El006G294190, El007G348640
OG0003536	CARHR017590	El002G101140
OG0003537	CARHR066590	El004G225820
OG0003537	CARHR018810	El002G102370
OG0003538	CARHR019580	El002G103190
OG0003539	CARHR023020	El002G107760
OG0003540	CARHR023640	El002G108490
OG0003540	CARHR063990	El004G222400
OG0003541	CARHR024180	El002G109160
OG0003541	CARHR063540	El004G221900
OG0003543	CARHR026610	El002G112600
OG0003544	CARHR215860	El007G352480, El007G352430, El007G353270, El007G352510, El003G181370
OG0003545	CARHR294550	El006G306630, El001G049690
OG0003546	CARHR005060	El002G087790
OG0003547	CARHR195890	El001G063640
OG0003548	CARHR194130, CARHR194140	El001G061640
OG0003549	CARHR182040	El007G345420
OG0003550	CARHR183250	El007G347660
OG0003550	CARHR081830	El005G242460
OG0003551	CARHR188800	El001G054820, El001G054990, El001G054900, El001G055020, El001G054950, El001G054830
OG0003552	CARHR156710	El001G017500
OG0003553	CARHR276830	El007G327590
OG0003554	CARHR160250	El001G020830
OG0003555	CARHR157420	El001G018300
OG0003556	CARHR023300	El002G108100
OG0003556	CARHR064530	El004G223140
OG0003558	CARHR072520	El004G232340
OG0003558	CARHR017240	El002G100760
OG0003559	CARHR016810	El002G100330
OG0003560	CARHR043950	El002G139250
OG0003561	CARHR089790	El005G251200
OG0003562	CARHR290700	El003G171700
OG0003562	CARHR092090	El005G253640
OG0003563	CARHR039400	El002G133370
OG0003564	CARHR041930	El002G136330
OG0003565	CARHR099650	El005G265530, El005G265450
OG0003567	CARHR109270	El005G277100, El006G312470
OG0003568	CARHR218340	El001G009050
OG0003569	CARHR045840, CARHR045850, CARHR044320, CARHR043880, CARHR045830	El002G141360
OG0003573	CARHR048300	El004G196440
OG0003574	CARHR195420	El001G063100, El001G063090
OG0003575	CARHR193730	El001G061150
OG0003576	CARHR007560	El002G090400
OG0003583	CARHR241170	El007G357620, El003G154620
OG0003584	CARHR237300	El003G154180, El003G153460
OG0003585	CARHR165680	El001G026820
OG0003586	CARHR238370	El003G152580
OG0003587	CARHR115540	El006G313900
OG0003589	CARHR242630	El003G148340
OG0003590	CARHR293610	El005G274530
OG0003591	CARHR010310	El004G202710
OG0003592	CARHR051570	El004G199930
OG0003592	CARHR051600	El004G199960
OG0003593	CARHR177160	El001G037450, El003G182800
OG0003593	CARHR144950	El001G037510, El001G037470
OG0003594	CARHR014850	El002G098340
OG0003595	CARHR292460	El001G043690
OG0003595	CARHR292470	El001G043680
OG0003596	CARHR263860	El003G187890
OG0003597	CARHR013030	El002G096260
OG0003597	CARHR048390	El004G196640
OG0003598	CARHR083530	El005G244210, El005G247230, El005G244360
OG0003599	CARHR085460	El005G246300, El005G246290
OG0003600	CARHR145210	El001G037870
OG0003600	CARHR086010	El005G247010
OG0003601	CARHR086870	El005G248140
OG0003603	CARHR235580	El003G156160
OG0003604	CARHR235210	El003G156650
OG0003606	CARHR234130	El003G157880
OG0003606	CARHR269400	El007G336130
OG0003607	CARHR201240	El001G069590
OG0003608	CARHR007640	El001G044200
OG0003609	CARHR203070	El001G071780
OG0003610	CARHR278620	El007G325770
OG0003611	CARHR225150	El003G168280
OG0003612	CARHR225270	El003G168110
OG0003613	CARHR186940	El001G051290
OG0003614	CARHR027370	El002G113570
OG0003614	CARHR027460	El002G113650
OG0003615	CARHR028170	El002G114610
OG0003615	CARHR128050	El006G297820
OG0003616	CARHR244150	El003G146430
OG0003618	CARHR163170, CARHR163160	El001G023880
OG0003619	CARHR085350	El005G246180
OG0003620	CARHR178350	El007G361340
OG0003621	CARHR178180	El007G361550
OG0003622	CARHR149580, CARHR175040	El007G365390, El005G235210
OG0003624	CARHR173910	El003G169790, El007G366570
OG0003625	CARHR142750	El006G280470, El005G274000
OG0003626	CARHR172590	El001G034530
OG0003627	CARHR141040	El006G282540
OG0003628	CARHR139740	El006G284160
OG0003629	CARHR139530, CARHR139540	El006G284370
OG0003630	CARHR139120	El006G284860
OG0003631	CARHR191930	El005G265570, El005G265500, El001G059130
OG0003632	CARHR015140	El007G343000, El002G098660
OG0003633	CARHR160160	El001G020730
OG0003633	CARHR280930	El007G322930
OG0003635	CARHR160970	El001G021630
OG0003635	CARHR281670	El007G322090
OG0003636	CARHR000800	El002G083240
OG0003637	CARHR002180	El002G084550
OG0003638	CARHR002480	El002G084960
OG0003638	CARHR251140	El001G003420
OG0003639	CARHR241020	El003G149670
OG0003639	CARHR114810	El006G313240
OG0003640	CARHR075340	El005G235450
OG0003640	CARHR198770	El001G066940
OG0003641	CARHR185710	El001G048820
OG0003642	CARHR186270	El001G050250
OG0003642	CARHR079950	El005G240480
OG0003643	CARHR134630	El006G290050
OG0003644	CARHR074560, CARHR074550	El004G234610
OG0003645	CARHR017080	El002G100580
OG0003646	CARHR067020	El004G226320
OG0003647	CARHR019850	El002G103530
OG0003648	CARHR022760	El002G107480
OG0003649	CARHR060430	El004G218240
OG0003650	CARHR168660	El001G029850
OG0003651	CARHR068650	El006G300090
OG0003651	CARHR013530	El002G096770
OG0003652	CARHR005870	El002G088680
OG0003653	CARHR005200	El002G087930
OG0003654	CARHR005170	El002G087900
OG0003655	CARHR196270	El001G064060
OG0003656	CARHR195900	El001G063650, El002G123290
OG0003657	CARHR087140	El005G248430
OG0003658	CARHR208610	El001G077840
OG0003659	CARHR275450	El007G329110
OG0003660	CARHR272290	El003G184940, El007G333020
OG0003661	CARHR160600	El001G021280
OG0003662	CARHR154930	El001G016040
OG0003662	CARHR285600	El007G331900
OG0003663	CARHR062580	El004G220850
OG0003663	CARHR025070	El002G110260
OG0003664	CARHR113110	El007G343910, El007G330030
OG0003664	CARHR274580	El007G330010
OG0003665	CARHR065230	El004G224360
OG0003666	CARHR073980	El003G152080, El006G316600
OG0003667	CARHR087670	El005G249000
OG0003668	CARHR088310	El005G249540
OG0003669	CARHR044670	El002G139990
OG0003671	CARHR090330	El005G251830
OG0003672	CARHR092300	El005G253910
OG0003673	CARHR100450	El005G267570
OG0003674	CARHR102050	El005G269300
