Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0008077	AL1G23010	g31337
OG0008078	AL1G22730	g27163
OG0008080	AL1G22530	g49777
OG0008081	AL1G21460	g31264
OG0008082	AL1G21180	g31249
OG0008083	AL1G20900	g31241
OG0008084	AL1G20820	g49723
OG0008085	AL1G20350	g49702
OG0008086	AL5G35520	g19151
OG0008087	AL1G19220	g49657
OG0008088	AL1G18970	g49672, g31124
OG0008089	AL1G18990	g49671, g31126
OG0008090	AL1G17720	g27010, g31071
OG0008091	AL1G17360	g31050
OG0008092	AL1G17160	g49561
OG0008094	AL1G16790	g49552
OG0008095	AL1G16670	g49547
OG0008096	AL1G16590	g31010
OG0008098	AL1G16510	g31005
OG0008099	AL1G16350	g30993
OG0008100	AL1G16060	g30976
OG0008101	AL1G15790	g49517
OG0008102	AL1G15530	g30942
OG0008103	AL1G14770	g30906
OG0008104	AL6G24340	g5250
OG0008105	AL1G14240	g26939, g30877
OG0008106	AL1G14100	g26937
OG0008107	AL1G14070	g30871
OG0008108	AL1G13810	g26926
OG0008109	AL1G13060	g49422
OG0008110	AL1G13090	g30833
OG0008111	AL1G13100	g30834, g26920
OG0008112	AL1G13130	g49424
OG0008113	AL1G13380	g49430
OG0008115	AL1G12660	g26903
OG0008116	AL1G12580	g49402
OG0008117	AL1G12270	g49390, g30796
OG0008118	AL1G11750	g26890
OG0008119	AL5G32960	g49369
OG0008120	AL1G11790	g30772
OG0008121	AL1G11680	g26888
OG0008122	AL1G11370	g49346, g30769
OG0008123	AL1G10720	g26870
OG0008124	AL6G53520	g25333
OG0008125	AL1G10090	g26856, g30725, g49277
OG0008126	AL6G25170	g29308, g34695, g43308, g5186
OG0008128	AL6G25480	g29291, g5171
OG0008129	AL6G25490	g29290, g5170
OG0008130	AL6G25590	g5158, g45672
OG0008131	AL6G26440	g5099, g29240
OG0008132	AL6G26400	g45697
OG0008133	AL6G26390	g5102
OG0008134	AL6G27000	g29201
OG0008135	AL6G27400	g45730
OG0008136	AL6G27430	g45733
OG0008137	AL6G27480	g5042, g29189
OG0008138	AL6G27590	g29181
OG0008139	AL6G27930	g45743
OG0008140	AL6G28520	g4990
OG0008141	AL6G28800	g29005
OG0008142	AL6G28940	g29016
OG0008143	AL6G28960	g29017, g4950
OG0008144	AL1G51410	g29023
OG0008145	AL6G29440	g29036, g41478
OG0008146	AL6G29690	g29044
OG0008147	AL6G29710	g29046
OG0008148	AL6G29820	g29054, g29050
OG0008149	AL6G29980	g4906
OG0008150	AL6G30190	g29073
OG0008151	AL6G30400	g41730, g41445
OG0008152	AL6G30430	g29082
OG0008153	AL6G30480	g29092, g4891
OG0008154	AL6G30570	g29095
OG0008155	AL6G30830	g29108
OG0008156	AL6G38240	g18530
OG0008157	AL6G38290	g10100
OG0008158	AL6G38300	g4863
OG0008159	AL6G38390	g4858
OG0008160	AL6G38720	g4811
OG0008161	AL6G39110	g4792
OG0008162	AL6G39200	g10130
OG0008163	AL6G39420	g18513
OG0008164	AL6G39640	g4686
OG0008165	AL6G41130	g10182
OG0008166	AL167U10010, AL8G22630	g10212
OG0008167	AL8G22840	g10205
OG0008168	AL8G22000	g10221
OG0008169	AL8G21660	g10245
OG0008170	AL6G24380	g5247
OG0008171	AL8G21510	g10253
OG0008172	AL6G24260	g29342, g5258
OG0008173	AL6G24180	g5263
OG0008174	AL6G24130	g5265
OG0008175	AL6G17180	g29649, g45469
OG0008176	AL4G22160, AL6G16850	g45459
OG0008177	AL6G16620	g29674
OG0008178	AL6G16560	g45453
OG0008179	AL6G16340	g29685, g5601
OG0008180	AL6G15020	g29740
OG0008181	AL6G14200	g45406, g29787
OG0008182	AL6G14180	g5679, g5678
OG0008183	AL6G30840	g29109
OG0008184	AL6G37100	g10062
OG0008185	AL6G36710	g10036
OG0008186	AL6G36300	g10023, g558
OG0008187	AL6G36240	g552
OG0008188	AL6G36210	g10021
OG0008189	AL6G35850	g540
OG0008190	AL6G35560	g9997
OG0008191	AL6G35030	g503
OG0008192	AL6G34980	g9987
OG0008193	AL6G34740	g9969, g490
OG0008194	AL2G26910	g44867
OG0008195	AL6G34390	g468
OG0008196	AL6G34290	g462
OG0008197	AL6G34270	g9953
OG0008198	AL8G37570	g444
OG0008199	AL8G38050	g424, g9904
OG0008201	AL8G38620	g394
OG0008202	AL8G39090	g367, g366
OG0008203	AL8G39110	g9865
OG0008204	AL8G39220	g361, g9863
OG0008205	AL8G39410	g9854
OG0008206	AL8G39450	g352
OG0008208	AL8G39960	g327
OG0008210	AL8G34750	g28723
OG0008211	AL8G34730	g1190
OG0008212	AL7G45820	g39278
OG0008213	AL5G31580	g19322
OG0008214	AL5G31540	g19330
OG0008215	AL5G31510	g2496
OG0008216	AL5G31110	g19341, g2540
OG0008217	AL5G30700	g2557
OG0008218	AL5G30160	g2595, g19370
OG0008219	AL5G29360	g2622, g19396
OG0008220	AL5G29350	g2624
OG0008221	AL5G28970	g11382
OG0008222	AL5G27810, AL3G47170	g19463
OG0008223	AL5G25730	g2822
OG0008224	AL5G22830, AL5G22760	g3128
OG0008225	AL8G17330, AL88U10020, AL6G42760, AL8G17310, AL1G57140, AL8G17320, AL8G17360, AL8G17350, AL3G45070, AL8G17340, AL6G41750, AL6G39300, AL88U10010, AL2G31630, AL6G37690	g43578
OG0008226	AL2G26430	g41637
OG0008227	AL2G26410	g41641
OG0008228	AL2G26390	g44888
OG0008229	AL2G26360	g18037, g41644
OG0008230	AL2G26260	g44891
OG0008231	AL2G26230	g44892
OG0008232	AL4G30870	g37108, g51477
OG0008233	AL2G25980	g41691
OG0008234	AL2G26600	g44877
OG0008235	AL2G25870	g44913
OG0008236	AL2G27940	g44785, g45763
OG0008237	AL2G27950	g44784
OG0008238	AL2G28060	g44782, g45769
OG0008239	AL2G29130	g45819
OG0008240	AL1G38400	g27573, g32123
OG0008241	AL3G35870	g6626
OG0008242	AL2G29440	g45831
OG0008243	AL2G29460	g45833
OG0008244	AL2G29530	g45842
OG0008245	AL2G29660	g45850
OG0008246	AL2G29800	g44699
OG0008247	AL2G30580	g45894
OG0008248	AL2G30900	g45915
OG0008249	AL2G31400	g45949
OG0008250	AL2G31850	g45961
OG0008251	AL2G38450	g46422
OG0008252	AL2G38430	g46420
OG0008253	AL2G38410	g46418
OG0008254	AL2G38080	g46391, g44358
OG0008255	AL2G38040	g44360
OG0008256	AL2G37670	g46366
OG0008257	AL2G37370	g46334
OG0008258	AL2G37270	g46323
OG0008259	AL2G37020	g46309
OG0008260	AL2G36630	g46278
OG0008261	AL2G36080	g46248
OG0008263	AL2G35800	g44432, g31895
OG0008264	AL2G35790	g46233
OG0008265	AL2G35660	g46226
OG0008266	AL2G35600	g44442
OG0008267	AL2G35500	g46211, g44452
OG0008268	AL2G35110	g46188
OG0008269	AL2G34830	g46174
OG0008270	AL2G34620	g44508
OG0008271	AL2G34220	g44534
OG0008272	AL2G34010	g44546
OG0008273	AL2G33770	g46107
OG0008274	AL2G33660	g46099
OG0008275	AL2G33610	g44556, g46094
OG0008276	AL2G33470	g46085
OG0008277	AL2G33210	g44569
OG0008278	AL2G33140	g44573
OG0008279	AL2G32870	g46032
OG0008280	AL2G32770	g44582
OG0008281	AL2G32200	g46002
OG0008282	AL2G31920	g44615
OG0008283	AL2G39510	g44341
OG0008284	AL2G40090	g13603
OG0008285	AL2G40330, AL6G12410	g14406
OG0008286	AL2G40430	g46539
OG0008287	AL2G40650	g46554
OG0008288	AL2G40800	g44297
OG0008289	AL2G40940	g46572
OG0008290	AL2G41150	g46586
OG0008291	AL2G41190, AL7G51770	g44282
OG0008292	AL2G41400	g44273
OG0008293	AL2G41690	g46610
OG0008294	AL3G24370	g7290, g13145
OG0008295	AL3G24760	g7264
OG0008296	AL3G24810	g12251
OG0008297	AL3G25090	g7252
OG0008298	AL3G25340	g7237
OG0008299	AL3G26060	g7205
OG0008300	AL6G37590, AL3G45760, AL6G37630	g10075
OG0008301	AL3G26090	g7202
OG0008302	AL3G26120	g7201
OG0008303	AL3G26160	g12210
OG0008304	AL3G26340	g13210, g7189
OG0008306	AL3G26440	g13212
OG0008307	AL3G26520	g12194, g7173
OG0008308	AL3G27210	g12160
OG0008309	AL3G27440	g12151, g7119
OG0008310	AL3G27660	g7104
OG0008311	AL3G27690	g7101
OG0008312	AL1G61080	g54274
OG0008313	AL3G28530	g1453, g12106, g7052
OG0008314	AL3G28950	g7027
OG0008315	AL3G29050	g7020
OG0008316	AL3G29660	g6996, g12073
OG0008317	nbis-gene-252, AL3G30250	g6957
OG0008318	AL3G30430	g6949
OG0008321	AL3G31530	g6886
OG0008322	AL3G31980	g6860
OG0008323	AL3G32020, AL3G32000	g13315, g11995
OG0008324	AL3G32110	g13320
OG0008325	AL3G32460	g11977, g6832
OG0008326	AL3G32870	g13337
OG0008327	AL3G32900	g6798
OG0008329	AL5G35710	g3597, g30084, g36100, g30085
OG0008330	AL3G34440	g11902
OG0008331	AL7G40500	g47092
OG0008332	AL3G36700	g6584
OG0008333	AL3G37540	g11768
OG0008334	AL3G37940	g11761
OG0008335	AL3G39160	g6477
OG0008336	AL3G39610	g11728
OG0008337	AL3G40840	g11671
OG0008338	AL8G27070	g41227
OG0008339	AL3G51470	g6022
OG0008340	AL3G47010	g14306
OG0008341	AL3G47370	g14236
OG0008342	AL3G47650	g6150
OG0008343	AL3G52490	g6139
OG0008344	AL3G49260	g6126, g14103
OG0008345	AL3G49670	g13716
OG0008346	AL3G49820	g6098
OG0008347	AL3G50280	g6091, g14032
OG0008348	AL3G50330	g6088, g14027
OG0008349	AL3G50400	g14025
OG0008350	AL3G50770	g6046
OG0008351	AL3G51980	g5997
OG0008352	AL3G51890	g6000
OG0008353	AL3G53190	g13947
OG0008354	AL5G18050	g5967
OG0008355	AL3G48620	g13903
OG0008356	AL3G53370	g13856, g13822
OG0008357	AL1G64060	g54369
OG0008358	AL1G63960	g54365
OG0008359	AL1G63370	g36708
OG0008360	AL8G10240	g40723
OG0008361	AL1G63300	g36705
OG0008363	AL1G62570	g49904, g36669
OG0008364	AL1G62170	g54301
OG0008365	AL1G62040	g36634
OG0008366	AL1G61830	g36625
OG0008367	AL1G61590	g36611
OG0008368	AL1G61580	g28006
OG0008369	AL1G61500	g36605
OG0008370	AL1G61400	g36599
OG0008371	AL1G60170	g54250
OG0008373	AL1G59640	g54226
OG0008374	AL1G59260	g54188
OG0008375	AL1G58270	g36455, g54209
OG0008376	AL1G57940	g36435
OG0008377	AL1G57820	g28057, g54163
OG0008379	AL1G55870	g28084
OG0008380	AL7G38910	g17594, g24387
OG0008381	AL7G39060	g24399
OG0008382	AL4G30920	g51482
OG0008383	AL924U10010, AL4G30850	g37107
OG0008385	AL5G32430	g19285
OG0008386	AL5G32700	g11335, g2426
OG0008387	AL5G32860	g2416
OG0008388	AL5G33040	g19258
OG0008389	AL5G33500	g2409
OG0008390	AL5G33660	g2398, g19217
OG0008391	AL5G34450	g19191, g2344
OG0008392	AL5G34570	g19185, g2338
OG0008393	AL5G34770	g19174
OG0008394	AL5G34880	g2327
OG0008395	AL5G35140	g19166
OG0008396	AL5G32210	g2460
OG0008397	AL5G35370	g2296, g11300
OG0008398	AL5G35380	g2295, g19157
OG0008399	AL5G35800	g19137
OG0008400	AL5G35330	g19159
OG0008401	AL5G35770	g2272
OG0008402	AL5G36060	g2254
OG0008403	AL5G36570	g19092
OG0008404	AL5G36660	g19081
OG0008405	AL5G37320	g2171
OG0008406	AL5G37810	g2144
OG0008407	AL5G38440	g2070
OG0008408	AL5G39180	g18982, g2118
OG0008409	AL5G39850	g2035
OG0008410	AL5G40210	g1978
OG0008411	AL5G40390	g1989
OG0008412	AL5G40400	g1990
OG0008413	AL5G40480	g1997
OG0008414	AL5G40530	g18929
OG0008416	AL5G40650	g11204
OG0008417	AL4G41490	g52089
OG0008418	AL3G42300	g16857
OG0008419	AL5G41300	g18896, g2021
OG0008420	AL5G41420	g2024
OG0008421	AL5G41450	g2025
OG0008422	AL5G41740	g18879
OG0008423	AL5G41780	g11199
OG0008424	AL5G41920	g1960
OG0008425	AL5G42320	g18859
OG0008426	AL5G42410	g11192
OG0008427	AL5G42620	g18826
OG0008429	AL5G42960	g18803
OG0008430	AL5G44330	g1815
OG0008431	AL5G44530	g1788
OG0008432	AL5G44560	g1786
OG0008433	AL5G44880, AL5G44760, AL5G29600	g1780
OG0008434	AL5G44930	g1768
OG0008435	AL5G44810	g1773
OG0008436	AL5G45680	g18742
OG0008437	AL5G45690	g18743
OG0008438	AL5G45720	g18746
OG0008439	AL5G45930	g11146, g1742
OG0008440	AL5G46100	g11145
OG0008441	AL1G62890	g54344, g36687
OG0008442	nbis-gene-303	g36670, g35874
OG0008443	AL7G22700	g42089, g50238, g17930
OG0008445	AL8G12700, AL8G12710	g10965
OG0008447	AL4G35240, AL811U10010	g51707
OG0008449	AL2G37110	g44373
OG0008449	AL2G37100	g18514
OG0008450	AL2G32040	g45994, g17999
OG0008451	AL1G49970	g3186, g27886, g27904
OG0008452	AL7G24190	g47667
OG0008454	AL7G17890	g33266, g33567, g22397, g22452, g22311, g22370, g47843
OG0008456	AL1G16840	g49553
OG0008457	nbis-gene-50	g31107
OG0008458	AL1G19880	g27073
OG0008459	AL1G22050	g31298, g27138
OG0008464	AL2G27250	g44842
OG0008465	AL2G27210	g41563, g44844
OG0008466	AL2G25060	g18043
OG0008468	AL3G22700	g7393, g12333
OG0008469	AL6G12460	g29840
OG0008470	AL8G16850, AL8G16860	g38309, g39725
OG0008471	AL4G23040	g51087, g40025
OG0008472	AL7G47080	g25018, g25107
OG0008473	AL8G35840	g1269
OG0008474	AL5G13620	g1559
OG0008475	AL8G27360	g896
OG0008476	AL8G33910	g39289
OG0008477	AL6G33760	g28864
OG0008478	AL6G36820	g582
OG0008479	AL8G39310	g9859
OG0008480	AL334U10030	g119
OG0008482	AL1G39140	g32155
OG0008484	nbis-gene-672, AL3G18170	g12463
OG0008486	AL8G24730, AL3G46350, AL8G24750, AL8G24770	g1392
OG0008487	AL4G31660	g51532
OG0008491	AL8G20990, AL8G20980	g10282
OG0008504	AL7G24340	g23566
OG0008505	AL7G23900	g23537
OG0008506	AL7G23660	g47683
OG0008507	AL7G23460	g23512
OG0008508	AL7G23370	g17016
OG0008509	AL7G22350	g47716
OG0008510	AL7G22330	g47717
OG0008511	AL7G22320	g23453
OG0008512	AL7G22300	g23448
OG0008513	AL7G22180	g47726
OG0008514	AL7G21920	g23422
OG0008515	AL7G21830	g16985, g23414
OG0008516	AL7G21740	g23398
OG0008518	AL6G31390	g671
OG0008519	AL7G21290	g23376
OG0008520	AL7G21260	g23374
OG0008521	AL7G20660, AL1G32760	g23329
OG0008522	AL343U10010	g16949
OG0008523	AL7G20260	g47790
OG0008524	AL7G20150	g47795
OG0008525	AL7G20060	g47796
OG0008526	AL7G19700	g23284, g16932
OG0008527	AL7G19580	g16930, g23278
OG0008528	AL7G19550	g16926
OG0008529	AL7G19110	g23249
OG0008530	AL7G18740	g23219
OG0008531	AL7G18770	g23234
OG0008532	AL7G18760	g47827
OG0008533	AL7G18370	g23200
OG0008534	AL7G19040	g47820
OG0008535	AL7G18230	g23191
OG0008536	AL7G18220	g23190
OG0008537	AL7G18210	g23189
OG0008538	AL7G18150	g23183
OG0008540	AL7G17040	g47874
OG0008541	AL7G17300	g47865
OG0008542	AL7G17460	g18186
OG0008543	AL7G16820	g23095
OG0008544	AL7G16800	g18208
OG0008545	AL7G16700	g23077
OG0008546	AL7G16470	g23059
OG0008547	AL7G16280	g47900
OG0008548	AL1G49750	g32523, g27749
OG0008550	AL1G45900, AL5G22520	g32540
OG0008551	AL1G46050	g32549
OG0008553	AL1G46590	g32614
OG0008554	AL7G37640	g24301, g24298
OG0008555	AL7G37670	g47194
OG0008556	AL7G38090	g24325, g17565
OG0008557	AL1G23420	g27187
OG0008558	AL4G28430	g43893
OG0008559	nbis-gene-1946, AL1G65120	g41134
OG0008560	AL1G66140	g41112
OG0008561	AL7G18640	g47831
OG0008562	AL2G18180	g44031
OG0008563	nbis-gene-58	g31224
OG0008564	AL2G17800	g38259
OG0008565	AL2G16680	g44106
OG0008566	AL2G16630	g41032
OG0008567	AL2G15810	g41002
OG0008568	AL2G15920	g40999
OG0008570	AL2G15200	g44154
OG0008571	AL2G15050	g44167
OG0008572	AL2G14990	g40970
OG0008573	AL2G14620	g44180
OG0008574	AL2G14600	g40952
OG0008575	AL2G14540	g44186
OG0008576	AL2G14210	g27164
OG0008577	AL1G23000	g49782, g31336
OG0008578	AL1G27270	g31578
OG0008579	AL5G10710	g10775
OG0008580	AL5G10920	g10762
OG0008581	AL5G11040	g10742
OG0008582	AL5G11600	g10721
OG0008583	AL5G12400	g16701
OG0008584	AL5G13260	g10661
OG0008585	AL5G13520	g10653
OG0008586	AL5G14120	g1563
OG0008587	AL5G14510	g10605
OG0008588	AL5G14580	g10599
OG0008589	AL5G14790	g10588
OG0008590	AL5G15270	g10567
OG0008591	AL5G15510	g10555
OG0008592	AL5G15870	g10541
OG0008593	AL5G15890	g1601
OG0008594	AL5G16270	g10516
OG0008595	AL5G16440	g10505
OG0008596	AL5G16590	g10498
OG0008597	AL5G17230	g10459
OG0008598	AL5G17240	g10458
OG0008599	AL5G18030	g10417
OG0008600	AL5G18070	g10415
OG0008601	AL5G18480	g4295, g16503
OG0008602	AL5G18600	g10399
OG0008603	AL5G18630	g10397
OG0008604	AL5G19420, AL5G19400	g10356
OG0008606	AL2G24050	g45004
OG0008607	AL5G13610	g45030
OG0008608	AL2G22830	g45050
OG0008610	AL2G10080	g44262
OG0008611	AL2G10110	g40739
OG0008612	AL2G10460	g40768
OG0008613	AL2G10490	g40775
OG0008614	AL2G10970	g40818
OG0008615	AL2G11110	g40808
OG0008616	AL2G11270	g40801
OG0008617	nbis-gene-376	g44248
OG0008618	nbis-gene-375	g40846
OG0008619	AL2G12580	g40863
OG0008620	AL2G13230	g40890, g44232
OG0008621	AL7G43500, AL3G24320	g12272
OG0008622	AL8G33420	g39304
OG0008624	AL4G38960	g38151
OG0008625	AL4G39050	g51972
OG0008626	AL3G20480	g12402
OG0008627	AL6G13140	g5720
OG0008628	AL3G21590	g13073
OG0008629	AL3G22150	g7418
OG0008630	AL3G22390	g12348
OG0008631	AL3G22500	g7402
OG0008632	AL3G23030	g7377
OG0008633	AL3G23090	g12319
OG0008634	AL3G23440, AL3G23470	g7347
OG0008635	AL3G23560	g13130
OG0008636	AL3G23570	g7342
OG0008637	AL3G23830	g12292
OG0008638	AL3G24010	g13139
OG0008639	AL8G23870	g41149
OG0008640	AL8G24390, AL664U10010	g26831
OG0008641	AL8G24590	g28260
OG0008642	AL8G24830	g28281
OG0008643	AL8G25030	g1364
OG0008644	AL8G25090	g1362, g28300
OG0008645	AL8G25260	g28304
OG0008646	AL8G25950	g41193, g41175
OG0008647	AL8G26090	g28350
OG0008648	AL8G27130	g28385, g888
OG0008649	AL8G27420	g41247
OG0008650	AL8G27820	g907
OG0008651	AL8G27700	g901
OG0008652	AL8G27650	g41254
OG0008653	AL8G28190	g28425, g922
OG0008654	AL8G28220	g28426, g41291
OG0008655	AL8G28300	g28432
OG0008656	AL8G28330	g927, g28433
OG0008657	AL8G29240	g28455
OG0008658	AL8G28710	g28441
OG0008659	AL8G29430	g948
OG0008660	AL8G29610	g28471
OG0008661	AL8G29710	g955
OG0008662	AL8G30450	g28497
OG0008663	AL8G30640	g28507, g997
OG0008664	AL8G30760	g28510
OG0008665	AL8G31080	g28515
OG0008666	AL8G31180	g28523
OG0008667	AL8G31200	g1024
OG0008668	AL8G31740	g28542, g39357
OG0008669	AL8G31990	g28555
OG0008670	AL8G32010	g1068
OG0008671	AL8G32370	g28558
OG0008672	AL8G32570	g39338
OG0008673	nbis-gene-2156	g1083
OG0008674	AL52U10040	g28592
OG0008675	AL8G33030	g28609
OG0008676	AL8G33110	g28622
OG0008677	AL8G33270	g28632
OG0008678	AL8G33650	g1118
OG0008679	AL8G33930	g28666
OG0008680	AL8G34130	g28680
OG0008681	AL8G34140	g28681
OG0008682	AL8G19800	g10306
OG0008683	AL8G19900	g10301
OG0008684	AL8G19920	g10300
OG0008685	AL6G23920	g29362, g5282
OG0008686	AL6G23900	g29364
OG0008687	AL6G23700	g29378
OG0008688	AL6G23670	g29374
OG0008689	AL6G23660	g45609
OG0008690	AL6G23590	g5295
OG0008691	AL6G23140	g45593, g5313
OG0008692	AL6G23130	g45592
OG0008693	AL6G22970	g45587
OG0008694	AL6G22740	g5335, g29418
OG0008695	AL6G22610	g5344
OG0008696	AL6G22570	g5347
OG0008697	AL6G22510	g29426, g32427
OG0008698	AL6G21960	g5377
OG0008699	AL6G21270	g29483, g5403
OG0008700	AL6G21000	g45540
OG0008701	AL6G20870	g45534
OG0008702	AL6G20610, AL6G20640	g5426, g29513
OG0008703	AL6G20300	g29540
OG0008704	AL6G20110	g29550
OG0008705	AL6G20010	g29554
OG0008706	AL6G19730	g29566
OG0008707	AL6G19350	g45503
OG0008708	AL6G19310	g29574
OG0008709	AL6G18880	g5500, g29586
OG0008710	AL6G18640	g5509
OG0008711	AL6G18290	g5526
OG0008712	AL6G18250	g5531
OG0008713	AL6G18160	g29607
OG0008714	AL6G17890	g29621
OG0008715	AL7G37490	g24286
OG0008716	AL7G36940	g24244, g47226
OG0008717	AL7G36890	g47235
OG0008718	AL7G36760	g24235
OG0008719	AL7G36720	g47239, g17520
OG0008720	AL7G36710	g24233, g17519
OG0008721	AL7G36570	g24230
OG0008722	AL7G36280	g47257, g24209
OG0008724	AL1G45730	g10982
OG0008725	AL7G34950	g24151
OG0008726	AL7G34920	g24148, g47302
OG0008727	AL7G34690	g17428, g24129
OG0008728	AL7G34630	g24124
OG0008729	AL7G34580	g17409
OG0008730	AL7G33860	g47328
OG0008731	AL7G33830	g24075
OG0008732	AL7G33650	g24068
OG0008733	AL7G33400	g24053
OG0008734	AL7G33130	g47358
OG0008735	AL3G11760, AL7G32920	g47368, g17363
OG0008736	AL7G32610	g24008
OG0008737	AL7G32130	g47402
OG0008738	AL7G30980	g47430
OG0008739	AL6G47110	g40401
OG0008740	AL7G30830	g47434
OG0008741	AL7G30650	g17275
OG0008742	AL7G30540	g23922
OG0008743	AL7G30510	g17272
OG0008744	AL7G30380	g47452
OG0008745	AL7G29980	g23893, g47459
OG0008746	AL2G29890	g44697
OG0008748	AL6G44260	g40307, g25782
OG0008749	AL1G47900	g32680
OG0008750	AL1G48600	g32738
OG0008751	AL1G48720	g27810
OG0008752	AL1G48890	g50753, g32767
OG0008753	AL1G49170	g32851
OG0008754	AL1G50340	g32993
OG0008755	AL1G52420	g35950, g53898
OG0008756	AL1G52370	g28144
OG0008757	AL1G41160	g32291, g50420
OG0008758	AL1G52830	g36186
OG0008759	AL1G41420	g32305
OG0008760	AL1G41830	g50460
OG0008761	AL2G33150	g44572
OG0008762	AL1G42990	g50503
OG0008763	AL1G43070	g32392
OG0008764	AL1G43580	g27689
OG0008765	AL1G44710	g50552
OG0008766	AL1G45000	g50565
OG0008767	AL1G45150	g32502
OG0008769	AL7G15380	g47932
OG0008770	AL7G15340	g22974
OG0008772	AL7G14550	g22922
OG0008773	AL7G14250	g47974
OG0008774	AL7G13860	g22878
OG0008775	AL7G13740	g22869
OG0008776	AL7G13680	g22855
OG0008778	AL7G12860	g22806
OG0008779	nbis-gene-1699	g22803
OG0008780	AL7G12600	g22789
OG0008781	AL7G12450	g22780
OG0008782	AL7G12410, AL7G12430	g22778, g22777
OG0008783	AL7G12070	g22743
OG0008784	AL7G11250	g18304, g38522
OG0008785	AL7G25080	g23619
OG0008787	AL7G45470	g46839
OG0008788	AL7G52660	g46758
OG0008789	AL2G29540, AL4G42380	g37509
OG0008790	AL7G51240	g16905
OG0008791	AL1G45370	g32509
OG0008792	AL6G15520	g29720
OG0008793	AL1G46210	g32578
OG0008794	AL4G31740, AL4G24500	g51536
OG0008795	AL6G43200, AL6G43190	g40264
OG0008796	AL4G29710	g51406
OG0008797	nbis-gene-2015, AL97U10020, AL8G17140, AL97U10010, AL8G17150	g37062
OG0008798	AL8G17800	g37048
OG0008799	AL8G18050	g37052
OG0008800	AL4G44920	g52273, g37625
OG0008801	AL8G19650	g18465, g18424
OG0008802	AL6G44270	g40308
OG0008803	AL6G45350	g40354
OG0008804	AL6G46810	g45142
OG0008805	AL6G47050	g40399, g25668
OG0008806	AL6G47260	g25602
OG0008807	AL6G47310	g25604
OG0008809	AL6G48340	g25580
OG0008810	AL6G48750	g40464
OG0008811	AL6G48810, nbis-gene-1808	g25542
OG0008812	AL8G15380	g40493
OG0008813	AL8G15270	g40495
OG0008814	AL8G14800	g11033
OG0008815	AL8G14380, AL8G14200	g40531
OG0008816	AL8G13470	g40555
OG0008817	AL8G12730	g10966
OG0008818	AL8G12650	g40588
OG0008819	AL8G11620	g10922
OG0008820	AL8G11560	g40647
OG0008821	AL8G11260	g10906
OG0008822	AL8G10270	g40721
OG0008823	AL8G10260	g40722
OG0008824	AL7G44490	g46871, g25206
OG0008825	AL9U11740	g46946
OG0008826	AL9U10880	g24752, g24757
OG0008827	AL9U10750	g46652
OG0008828	AL9U10080	g24635, g46995
OG0008829	AL3G39630	g13490
OG0008830	AL7G42170	g24562
OG0008831	AL7G42000	g17726
OG0008832	AL7G41910	g24534
OG0008833	AL7G41170	g47075
OG0008834	AL7G40560	g17684
OG0008835	AL7G40490	g24471
OG0008836	AL7G40070	g36165, g14875, g52876, g43248
OG0008837	AL7G39990	g47106
OG0008840	AL7G49190	g46664
OG0008841	AL7G48450	g16802
OG0008842	AL7G48470	g46651, g16804
OG0008843	AL7G47820	g16779, g16781
OG0008844	AL7G47340	g46626
OG0008845	AL7G47250	g46622
OG0008846	AL4G47620	g5965
OG0008847	AL39U10130, AL4G47530	g37766
OG0008848	AL4G47490, AL39U10100	g37764
OG0008849	AL4G46180	g37686
OG0008850	AL4G46060	g50790
OG0008851	AL4G45930	g50783
OG0008852	AL4G45410	g52296
OG0008853	AL4G45310	g52295
OG0008854	AL4G44940	g37627
OG0008855	AL4G44590	g37610
OG0008856	AL4G44320	g37591, g52228
OG0008857	AL4G44220	g37586
OG0008858	AL4G44140	g52241
OG0008859	AL5G42430	g1930
OG0008860	AL4G43140	g38226
OG0008861	AL4G42930	g52158
OG0008862	AL4G42890	g52151, g52149
OG0008863	AL4G42880	g52148
OG0008864	AL4G42680	g37523
OG0008865	AL4G42000	g37496
