Orthogroup	Arabidopsis_lyrata_Rawat	Aethionema_saxatile
OG0008949	AL6G53060	As006G121570
OG0008950	AL6G53180	As006G121650
OG0008951	nbis-gene-1678	As006G121670
OG0008952	AL6G52090	As006G121800
OG0008953	AL6G52430	As006G122120
OG0008954	AL6G51990	As006G122350
OG0008955	AL6G51180	As006G122870
OG0008956	AL4G17990	As006G122950
OG0008957	AL6G50860	As006G123090
OG0008958	AL6G50280	As006G123550
OG0008959	AL6G50150	As006G123680
OG0008960	AL6G49860	As006G123860
OG0008961	AL6G49840	As006G123880
OG0008962	AL4G29000	As006G124700, As006G125370
OG0008963	AL8G16270	As006G124740
OG0008964	AL8G16290	As006G124760
OG0008965	AL8G16680, AL484U10020	As006G124970
OG0008966	AL8G16750	As006G125010
OG0008967	AL4G28960	As006G125410
OG0008968	nbis-gene-1068, AL569U10010	As006G125490
OG0008969	AL4G28890	As006G125560
OG0008970	AL4G28350	As006G125940
OG0008971	AL4G28410	As006G126000
OG0008972	AL4G28000	As006G126210
OG0008973	AL4G27950	As006G126240
OG0008974	AL4G27900	As006G126270
OG0008975	AL1G64610	As006G126750, As007G153780
OG0008976	nbis-gene-1058, nbis-gene-1057, nbis-gene-1965	As006G126800
OG0008977	AL4G26660	As006G127280
OG0008978	AL4G26510	As006G127390
OG0008979	AL4G26300	As006G127540
OG0008980	AL4G25860	As006G127750
OG0008981	AL4G25580	As006G127910
OG0008982	AL4G25130	As006G128240
OG0008983	AL4G25070, AL346U10010	As006G128280
OG0008984	AL4G23960	As006G128900
OG0008985	AL4G23620	As006G129120
OG0008986	AL4G23600, AL146U10010	As006G129140
OG0008987	AL4G23440	As006G129300
OG0008988	AL4G23410	As006G129340
OG0008989	AL4G23150	As006G129590
OG0008990	AL4G23110	As006G129630
OG0008991	AL4G21650	As006G129880
OG0008992	AL4G21800	As006G129950
OG0008993	AL4G22030	As006G130070
OG0008994	AL4G22560	As006G130350
OG0008995	AL4G22570	As006G130360
OG0008996	AL4G21140	As006G130760
OG0008997	AL4G21250	As006G130820
OG0008998	AL4G21320	As006G130860
OG0008999	AL4G21490	As006G130940
OG0009000	AL6G47180, AL4G20980	As006G131400
OG0009001	AL4G19310	As006G131550
OG0009002	AL4G17420	As006G132080
OG0009003	AL4G17410	As006G132180
OG0009004	AL7G25290	As006G132280
OG0009005	AL7G25320	As006G132310
OG0009006	AL7G25720	As006G132590
OG0009007	AL3G10730	As006G132800
OG0009008	AL3G10710	As006G132820
OG0009009	AL3G10700	As006G132830
OG0009010	AL3G10470	As006G132920, As008G184190
OG0009011	AL3G10480	As006G132930
OG0009012	AL3G10340	As006G133240
OG0009013	nbis-gene-1776	As006G134080
OG0009014	AL7G25870	As006G134370
OG0009015	AL7G26030	As006G134500
OG0009016	AL3G11140	As006G134920
OG0009017	AL3G11420	As006G135170
OG0009018	AL3G11910	As006G135550
OG0009019	AL3G11980	As006G135610
OG0009020	AL3G12260	As006G135840
OG0009021	AL3G12360	As006G135930
OG0009022	AL3G12580	As006G136080
OG0009023	AL3G12750	As006G136150
OG0009024	AL3G12760	As006G136160
OG0009025	AL3G13090	As006G136460
OG0009026	AL3G13430, AL3G13440	As006G136720
OG0009027	AL3G13900	As006G137270
OG0009028	AL3G13970	As006G137330
OG0009029	AL3G13980	As006G137340
OG0009030	AL3G14260	As006G137480
OG0009031	AL3G14430	As006G137660
OG0009032	AL3G14670	As006G137830
OG0009033	AL3G14730	As009G207100, As006G137860
OG0009034	AL3G14790	As006G137910
OG0009035	AL3G15180	As006G138100
OG0009036	AL3G15520	As006G138400
OG0009037	AL3G15600	As006G138450
OG0009038	AL3G16320	As006G139040
OG0009039	AL3G16340	As006G139060
OG0009040	AL3G16930	As006G139590
OG0009041	AL3G17180	As006G139860
OG0009042	AL3G17540	As006G140160
OG0009043	AL3G17730	As006G140280
OG0009044	AL3G18020	As006G140540
OG0009045	AL3G18320	As006G140780, As009G208470
OG0009046	AL516U10010, AL8G21990	As009G208490, As006G140790
OG0009047	AL3G18600	As006G141030
OG0009048	AL3G18630	As006G141060
OG0009049	AL3G18650	As006G141080
OG0009050	AL3G19300	As006G141670
OG0009051	AL4G18970	As006G141700
OG0009052	AL3G38880	As006G141800
OG0009053	AL3G19420	As006G141810
OG0009054	AL3G19480	As006G141880
OG0009055	AL1G53320	As006G142230
OG0009056	AL4G38390	As006G142280
OG0009057	AL4G38330	As006G142350
OG0009058	AL4G38270	As006G142450
OG0009059	AL4G38190	As006G142550
OG0009060	AL4G38150	As006G142590
OG0009061	AL4G37940	As006G142720
OG0009062	AL4G37170	As006G143340
OG0009063	AL4G37150	As006G143350
OG0009064	AL4G36930	As006G143520
OG0009065	AL4G36530	As006G143720
OG0009066	AL4G36810	As006G143920
OG0009067	AL4G36430	As006G143950
OG0009068	AL4G36030	As006G144360
OG0009069	AL2G26800	As006G144370
OG0009070	AL4G36010	As006G144400
OG0009071	AL4G32220	As006G144660
OG0009072	AL4G32310	As006G144720
OG0009073	AL4G32330	As006G144740
OG0009074	nbis-gene-1356	As012G276230, As006G144760
OG0009075	AL4G32650, nbis-gene-627	As006G145080
OG0009076	AL4G32820	As006G145190
OG0009077	AL4G33140	As006G145460
OG0009078	AL4G33390	As006G145720
OG0009079	AL4G33740	As006G146050
OG0009080	AL4G34800	As006G146930
OG0009081	AL4G34810	As006G146940
OG0009082	AL4G35880	As006G147260
OG0009083	AL4G35870	As006G147310
OG0009084	AL4G35040	As006G147940
OG0009085	AL4G35760	As006G148410
OG0009086	AL96U10060, AL4G35560, AL4G35520	As006G148420
OG0009087	AL4G35510	As006G148610
OG0009088	AL4G31920	As006G148830
OG0009089	AL1G27330	As007G151900
OG0009090	AL1G27350	As007G151920
OG0009091	AL1G27500	As007G152000
OG0009092	AL1G27560	As007G152060
OG0009093	AL1G27680	As007G152180
OG0009094	AL1G27770	As007G152210
OG0009095	AL1G28130	As007G152440
OG0009097	AL1G28550	As007G152890, As007G162460
OG0009098	AL1G28670	As007G152980
OG0009099	AL1G28700	As007G153010
OG0009100	AL1G29050	As007G153290
OG0009101	AL1G29460	As007G153650, As010G241560
OG0009102	AL1G29630, AL8G26820	As007G153810
OG0009103	AL1G29650	As007G153920
OG0009104	AL1G29970	As007G154080
OG0009105	AL1G30560	As007G154600
OG0009106	AL1G31020	As007G155010
OG0009107	AL7G26780	As007G155050
OG0009108	AL1G31070	As007G155070
OG0009110	AL1G31620	As007G155460
OG0009111	AL1G32650	As007G156120
OG0009112	AL1G32660	As007G156130
OG0009113	AL1G33030	As007G156360
OG0009115	AL1G34140	As007G157120
OG0009116	AL5G35250	As007G157770
OG0009117	AL1G35100	As007G157910
OG0009118	AL1G35440	As007G158070
OG0009119	AL1G35460	As007G158080
OG0009120	AL1G36240	As007G158720
OG0009121	AL1G36250	As007G158730
OG0009122	AL1G36660	As007G159220
OG0009123	AL1G37120	As007G159470
OG0009124	AL1G37240	As007G159600
OG0009125	AL1G37480	As007G159690
OG0009126	AL1G38430	As007G160210
OG0009127	AL1G38610, AL1G41130	As007G160330
OG0009128	AL1G38960	As007G160560
OG0009129	AL1G39070	As007G160610
OG0009130	AL2G28450	As007G160660, As010G232420
OG0009131	AL1G39270	As007G160770
OG0009132	AL1G39470	As007G160920
OG0009133	AL1G39550	As007G161000
OG0009134	AL1G39560	As007G161010
OG0009135	AL1G39860	As007G161290
OG0009136	AL1G39890	As007G161320
OG0009137	AL1G40120	As007G161560
OG0009138	AL1G40190	As007G161590
OG0009139	AL1G40470	As007G161860
OG0009140	AL1G40740	As007G162090, As007G162100
OG0009141	AL7G28970	As007G162760
OG0009142	AL8G23550	As007G162940
OG0009143	AL7G28720	As007G162980
OG0009144	AL7G28400	As007G163550
OG0009145	AL7G28290	As007G163730
OG0009146	AL4G16610	As007G167100
OG0009148	AL4G16200	As007G176810, As007G176820
OG0009149	AL4G16270	As007G177640
OG0009150	AL4G14980	As007G177990
OG0009151	AL4G14600	As007G178310
OG0009152	AL4G14020	As007G178970
OG0009153	AL4G13820	As007G179130
OG0009154	AL4G13260	As007G179580
OG0009155	AL4G12980	As007G179720
OG0009156	AL5G31930	As007G179780
OG0009157	AL4G12100	As007G180150
OG0009158	AL4G11970	As007G180250
OG0009159	AL4G11170	As007G180660
OG0009160	AL4G10560	As007G181040
OG0009161	AL4G10210	As007G181950
OG0009162	AL1G27070	As008G182420
OG0009163	AL1G26790	As008G182670
OG0009164	AL1G26600	As008G182780
OG0009165	AL1G26080	As008G183180
OG0009166	AL1G26050	As008G183270
OG0009167	AL1G25810	As008G183440
OG0009168	AL1G24980	As008G183960
OG0009169	AL1G25060	As008G183980
OG0009170	AL1G24630	As008G184350
OG0009171	AL1G23680	As008G184880
OG0009172	AL1G22980	As008G185600
OG0009173	AL1G22860	As008G185680
OG0009174	AL1G22490	As008G186050
OG0009175	AL1G21690	As008G186790
OG0009176	AL1G21660	As008G186830
OG0009177	AL1G21520	As008G186930
OG0009178	AL1G21010	As008G187340
OG0009179	AL1G20430	As008G187540
OG0009180	AL1G20520	As008G187640
OG0009181	AL1G20050	As008G188250
OG0009182	AL1G19810	As008G188450
OG0009183	nbis-gene-290	As008G188540
OG0009184	AL1G19570	As008G188920
OG0009185	AL1G19410	As008G189090
OG0009186	AL6G31420	As008G189310
OG0009187	AL1G19260	As008G189380
OG0009188	AL1G19210	As008G189500
OG0009189	AL1G19000	As008G189850
OG0009190	AL1G19010	As008G189870
OG0009191	AL1G19030	As008G190010
OG0009192	AL1G19050	As008G190070
OG0009193	AL1G18930	As008G190600
OG0009194	AL1G18860	As008G190940
OG0009195	AL1G18360	As008G191250
OG0009196	AL1G18740	As008G191310
OG0009197	AL1G17850	As008G192130
OG0009198	AL1G17580	As008G192730
OG0009199	AL1G17340	As008G193010
OG0009200	AL1G16480	As008G193650
OG0009201	AL1G16420	As008G193700
OG0009202	AL1G16290	As008G193870
OG0009203	AL1G16240	As008G193910
OG0009205	AL1G15700	As008G194430
OG0009206	AL1G15190	As008G194920
OG0009207	AL1G15150	As008G194930
OG0009208	AL1G15040	As008G195010
OG0009209	AL2G41320	As008G195110, As010G244040
OG0009210	AL1G14680	As008G195560
OG0009211	AL1G14550	As008G195710
OG0009212	AL1G14500	As008G195790
OG0009213	AL1G14190	As008G196040
OG0009214	AL1G13910	As008G196300
OG0009215	AL1G13620	As008G196590
OG0009216	AL1G12970	As008G197030
OG0009217	AL1G12540	As008G197410
OG0009218	AL1G12470	As008G197490
OG0009219	AL1G12200	As008G197680
OG0009220	AL1G11900	As008G197910, As008G198100
OG0009221	AL1G11800	As008G198030
OG0009222	AL1G11600	As008G198230
OG0009223	AL1G11500	As008G198350
OG0009224	AL1G11440	As008G198410
OG0009225	AL1G11290	As008G198510
OG0009226	AL1G11210	As008G198580
OG0009227	AL1G11140	As008G198620
OG0009228	AL1G10810	As008G198690
OG0009229	AL6G52940	As008G199110
OG0009230	AL1G10220	As008G199460
OG0009231	AL1G10080	As008G199630
OG0009232	AL6G24620	As009G199790
OG0009233	AL6G24680	As009G199840
OG0009234	AL6G24910	As009G200170
OG0009235	AL6G24770	As009G200290
OG0009236	AL6G25690	As009G200650
OG0009237	AL6G25740	As009G200690
OG0009238	AL6G25840	As009G200750
OG0009239	AL6G26490	As009G200890
OG0009240	AL1G40200, AL6G26260	As009G201180
OG0009241	AL6G26080	As009G201350
OG0009242	AL6G26620	As009G201560
OG0009243	AL6G27030	As009G202040
OG0009244	AL6G27110	As009G202110
OG0009245	AL6G27710	As009G202630
OG0009246	AL6G27770	As009G202710
OG0009247	AL6G28090	As009G202960
OG0009248	AL6G28260	As009G203050
OG0009249	AL6G28670	As009G203530
OG0009250	AL6G29320	As009G204000
OG0009251	AL6G30260	As009G204710
OG0009252	AL6G30320	As009G204800
OG0009253	AL6G30760	As009G205120
OG0009254	AL6G30770	As009G205130
OG0009255	AL6G39590	As009G206510
OG0009256	AL6G40780	As009G207140
OG0009257	AL8G22670	As009G207300, As009G207960
OG0009258	AL8G23330	As009G207350
OG0009259	AL8G22420, AL8G22450	As009G207900
OG0009260	AL8G22200	As009G208150
OG0009261	AL8G22150	As009G208170
OG0009262	AL6G24250	As009G210270
OG0009263	AL6G24170	As009G210410
OG0009264	AL6G16940	As009G210690
OG0009265	AL6G16960	As009G210710
OG0009267	AL6G24440	As009G211490
OG0009268	AL6G16810	As009G211750
OG0009269	AL6G16770	As009G211780
OG0009270	AL6G23960	As009G212010
OG0009271	AL6G16270	As009G212450
OG0009272	AL6G16260	As009G212460
OG0009273	AL6G16020	As009G212660
OG0009274	AL6G15950	As009G212700
OG0009275	AL6G15740	As009G212950
OG0009276	AL6G15250	As009G213350
OG0009277	AL6G15080, AL6G14330	As009G213860
OG0009278	AL6G15050	As009G213890
OG0009279	AL6G14710	As009G214220
OG0009280	AL6G14480	As009G214270
OG0009281	AL6G37290	As009G215050
OG0009282	AL6G37650	As009G215100
OG0009283	AL6G37330	As009G215260
OG0009284	AL6G37070	As009G215360
OG0009285	AL6G36910	As009G215430
OG0009286	AL6G36810	As009G215500
OG0009288	AL6G36600	As009G215690
OG0009289	AL6G36310	As009G215870
OG0009290	AL6G36230	As009G215930
OG0009291	AL5G35850	As009G215990
OG0009292	AL6G36180	As009G216000
OG0009293	AL6G35980	As009G216200
OG0009294	AL6G35260	As009G216710
OG0009295	AL6G34770	As009G217070
OG0009296	AL6G34670	As009G217120
OG0009297	AL6G34600	As009G217170
OG0009298	AL6G34570	As009G217190
OG0009299	AL6G34340	As009G217340
OG0009300	AL8G37800	As009G217800
OG0009301	AL8G38530	As009G218320
OG0009302	AL8G38660	As009G218440
OG0009303	AL8G39870	As009G219260
OG0009304	AL5G27490	As009G219350, As010G223030
OG0009305	AL8G40040	As009G219410
OG0009306	AL8G35050	As009G219580
OG0009307	AL8G34570	As009G219970
OG0009308	AL5G31710	As010G220370
OG0009309	AL5G31640	As010G220390
OG0009310	AL5G31620	As010G220400
OG0009311	AL5G31450	As010G220520
OG0009312	AL5G31290	As010G220620
OG0009313	AL5G30810	As010G220860
OG0009314	AL5G30680	As010G220970
OG0009315	AL5G29960	As010G221350
OG0009316	AL5G29910	As010G221380
OG0009317	AL5G29890	As010G221400
OG0009318	AL5G29440	As010G221660
OG0009319	AL5G29010	As010G222050
OG0009320	AL5G28610	As010G222170
OG0009321	AL5G28260	As010G222430
OG0009322	AL5G28000	As010G222580
OG0009323	AL5G27870	As010G222710
OG0009324	AL5G27800	As010G222780, As010G222770
OG0009325	AL5G27320	As010G223160
OG0009326	AL5G27210	As010G223290
OG0009327	AL5G26570	As010G223700
OG0009328	AL5G22530	As010G226210
OG0009329	AL5G21010	As010G226500
OG0009330	AL7G18480	As010G226860
OG0009331	AL5G20530	As010G227410
OG0009332	AL2G25830	As010G228440
OG0009333	AL2G25860	As010G230630
OG0009334	AL2G27490	As010G231180
OG0009335	AL2G27770	As010G231380
OG0009336	AL2G27650	As010G231550
OG0009337	AL2G28090	As010G232020
OG0009338	AL2G28350	As010G232270
OG0009339	AL2G28430	As010G232390
OG0009340	AL2G28610	As010G232590
OG0009341	AL4G19660	As010G232790
OG0009342	AL2G29070	As010G232850
OG0009343	AL2G29080	As010G232860
OG0009344	AL2G29240	As010G233030
OG0009345	AL2G29780	As010G233310
OG0009346	AL2G30120	As010G233620
OG0009347	AL2G30770	As010G234080
OG0009348	AL1G12770, AL2G30920	As010G234210
OG0009349	AL2G31210	As010G234400
OG0009350	AL2G31470	As010G234680
OG0009351	AL2G31540	As010G234770
OG0009352	AL2G31820	As010G235040
OG0009353	AL2G31890	As010G235110
OG0009354	AL2G31900	As010G235120
OG0009355	AL2G31910	As010G235130
OG0009356	AL2G38580	As010G235220
OG0009357	AL2G37470	As010G236180
OG0009358	AL2G37390	As010G236250
OG0009359	AL2G37150	As010G236430
OG0009360	AL3G35290	As010G236460
OG0009361	AL2G37080	As010G236520
OG0009362	AL2G37010	As010G236590
OG0009363	AL2G35670	As010G237810
OG0009364	AL2G35120	As010G238360
OG0009365	AL2G34840	As010G238610
OG0009366	AL2G34820	As010G238630
OG0009367	AL2G34400	As010G239000
OG0009368	AL2G34360	As010G239030
OG0009369	AL2G34340	As010G239050
OG0009370	AL2G33650	As010G239700
OG0009371	AL2G33340	As010G240080
OG0009372	AL1G30680	As010G240120
OG0009373	AL2G33280	As010G240130
OG0009374	AL2G33250	As010G240160
OG0009375	AL2G33130	As010G240260
OG0009377	AL2G32760	As010G240790
OG0009378	AL2G32330	As010G241100
OG0009379	AL2G32280	As010G241190
OG0009381	AL2G32140	As010G241310
OG0009382	AL2G31980	As010G241470
OG0009383	AL2G38710	As010G241610
OG0009384	nbis-gene-615, AL60U10070	As010G241650
OG0009385	AL2G38790	As010G241670
OG0009386	AL2G38990	As010G241980
OG0009387	AL2G39020	As010G242010
OG0009388	AL2G39060	As010G242030
OG0009389	AL2G39190	As010G242110
OG0009390	AL2G39380	As010G242300
OG0009391	AL2G39580	As010G242490
OG0009392	AL2G40420	As010G243160
OG0009393	AL2G40440	As010G243180
OG0009394	AL2G40540	As010G243320
OG0009395	AL2G40930	As010G243620
OG0009396	AL2G41270	As010G243980
OG0009397	AL2G41370	As010G244080
OG0009398	AL2G41560	As010G244290
OG0009399	AL2G41580	As010G244310
OG0009400	AL2G41710	As010G244450
OG0009401	AL3G24480	As011G244680
OG0009402	AL3G24680	As011G244840
OG0009403	AL3G24780	As011G244890
OG0009404	AL3G24800	As011G244900
OG0009405	AL3G25020	As011G245090
OG0009406	AL3G25210	As011G245260
OG0009407	AL3G25450	As011G245500
OG0009408	AL3G25800	As011G245700
OG0009409	AL3G26540	As011G246350
OG0009410	AL3G26590	As011G246370
OG0009411	AL3G26680	As011G246460
OG0009412	AL3G26770	As011G246510
OG0009413	AL3G26890	As011G246710
OG0009414	AL3G27030	As011G246840
OG0009415	AL3G27050	As011G246860
OG0009416	AL3G27420	As011G247180
OG0009417	AL3G27450	As011G247210
OG0009418	AL3G27470	As011G247230
OG0009419	AL3G28340	As011G247860
OG0009420	AL3G28440	As011G247980
OG0009421	AL3G28460	As011G248000
OG0009422	AL3G28500	As011G248030
OG0009424	AL3G28810	As011G248300
OG0009425	AL3G28850	As011G248320
OG0009426	AL3G28910	As011G248370
OG0009427	AL3G29720	As011G249000
OG0009428	AL3G29810	As011G249040
OG0009429	AL3G29820	As011G249060
OG0009430	AL3G30240	As011G249350
OG0009431	AL3G30350	As011G249400
OG0009432	AL3G30360	As012G276930, As011G249410
OG0009433	AL6G52730	As011G249500
OG0009434	AL3G30740	As011G249700, As012G273820
OG0009435	AL3G31210	As011G250100
OG0009436	AL3G31470	As011G250330
OG0009437	AL3G31670	As011G250440
OG0009438	AL3G31890	As011G250680
OG0009439	AL3G31930	As011G250720
OG0009440	AL3G32330	As011G251070
OG0009442	AL3G32910	As011G251590
OG0009443	AL3G32920	As011G251600
OG0009444	AL3G33470	As011G252010
OG0009445	AL3G33620	As011G252060
OG0009446	AL3G34040	As011G252580
OG0009447	AL219U10020, AL3G34170	As011G252730
OG0009448	AL3G34190	As011G252750
OG0009449	AL3G34380	As011G252840
OG0009450	AL3G34830	As011G253130
OG0009451	AL3G35090	As011G253280
OG0009452	AL3G35790	As011G253770
OG0009453	AL3G36540	As011G254280
OG0009454	AL3G36740	As011G254450
OG0009455	AL3G37260	As011G254840
OG0009456	AL3G38070	As011G255370
OG0009457	AL3G38090	As011G255380
OG0009458	AL3G41050, AL26U10030, AL3G41020, AL123U10010, AL26U10060, AL3G40880	As011G257650
OG0009459	AL8G25720	As011G259020
OG0009460	AL3G44140	As011G259660
OG0009461	AL3G44070	As011G259670
OG0009462	AL3G44860	As011G260590
OG0009463	AL3G45250	As011G260720
OG0009464	AL3G45260	As011G260730
OG0009465	AL3G45410	As011G260910
OG0009466	AL6G22670	As011G262610
OG0009467	AL3G47460	As011G262870
OG0009468	AL3G47470	As011G262880
OG0009469	AL3G47510	As011G262910
OG0009471	AL3G50080	As011G264240
OG0009472	AL3G50310	As011G264430
OG0009473	AL3G50430	As011G264460
OG0009474	AL3G50930	As011G264840
OG0009475	AL3G51830	As011G265230
OG0009476	AL3G52830	As011G265820
OG0009477	AL3G48710	As011G266250
OG0009478	AL3G53260	As011G266970
OG0009479	AL3G53270	As011G266990
OG0009480	AL3G53330	As011G267060
OG0009481	AL3G53470	As011G267130
OG0009482	nbis-gene-912	As011G267450
OG0009483	AL1G64100	As012G267870
OG0009484	AL1G63330	As012G268740
OG0009485	AL1G63160	As012G268870
OG0009486	AL1G62770	As012G269250
OG0009487	AL1G62450	As012G269450
OG0009488	AL1G62430	As012G269470
OG0009489	AL1G62060	As012G269690
OG0009490	AL1G61520	As012G269960
OG0009491	AL1G61340	As012G270110
OG0009492	AL1G61220	As012G270180
OG0009493	AL1G60670	As012G270670
OG0009494	AL8G37460, AL2G19790, AL215U10010, AL1G58640	As012G271610
OG0009495	AL1G58970	As012G271760
OG0009496	AL1G58020	As012G272230
OG0009497	AL1G57750	As012G272380
OG0009498	AL1G57600	As012G272420
OG0009500	AL1G57180	As012G272670
OG0009501	AL1G56960	As012G272770
OG0009502	AL1G56930	As012G272800
OG0009503	AL5G45420	As012G273070
OG0009504	AL1G55890	As012G273290
OG0009505	AL1G55860	As012G273320
OG0009506	AL1G55790	As012G273350
OG0009507	AL4G30640	As012G275130
OG0009508	AL4G30580, AL270U10010	As012G275230
OG0009509	AL4G30370	As012G275440
OG0009510	AL5G32390	As012G275450
OG0009511	AL5G32650	As012G275640
OG0009512	AL5G32720	As012G275710
OG0009513	AL5G33640	As012G276410
OG0009514	AL5G34070	As012G276710
OG0009515	AL5G34030	As012G276780
OG0009516	AL5G34410	As012G277230
OG0009517	AL5G34830	As012G277710
OG0009518	AL5G35060	As012G278120
OG0009519	AL5G35150	As012G278300
OG0009520	AL5G35190	As012G278580
OG0009521	AL5G32120	As012G279180, As012G279190
OG0009522	AL5G35210	As012G279430
OG0009523	AL8G19350	As012G279850
OG0009524	AL5G35760	As012G280040
OG0009525	AL5G35750	As012G280100
OG0009526	AL4G36190	As012G280400
OG0009527	AL5G35870	As012G280410
OG0009528	AL5G36030	As012G280980
OG0009529	AL5G36510	As012G281780
