Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_amara
OG0003201	AL1G21030	evm.model.RL_5.890
OG0003202	AL1G13510	evm.model.RL_5.246
OG0003202	AL4G33010	evm.model.RL_6.1773
OG0003203	AL6G40360	evm.model.RL_4.991
OG0003203	AL3G15740	evm.model.RL_1.452
OG0003204	AL6G14090	evm.model.RL_4.3085
OG0003206	AL6G37090	evm.model.RL_4.1201
OG0003207	AL3G41380, AL3G41390, AL269U10020, AL3G41370, AL269U10030, AL269U10040, AL269U10050, AL215U10060, AL269U10010, AL3G41400, AL8G37440	evm.model.RL_8.2151
OG0003208	AL2G36920	evm.model.RL_3.2086
OG0003209	AL3G26550	evm.model.RL_1.1350
OG0003211	AL5G21320, AL3G27790	evm.model.RL_5.1621, evm.model.RL_1.1456.1.687c87ed
OG0003212	AL3G28520	evm.model.RL_1.1511
OG0003213	AL3G28860	evm.model.RL_1.1540
OG0003214	AL3G31180	evm.model.RL_1.1714
OG0003214	AL1G55260	evm.model.RL_5.904, evm.model.RL_5.2149
OG0003215	AL1G55770	evm.model.RL_5.2123
OG0003215	AL3G31900	evm.model.RL_1.1771
OG0003216	AL3G51400, AL3G51410, AL3G51420	evm.model.RL_1.3003
OG0003217	AL7G24150	evm.model.RL_2.2358
OG0003218	AL1G61420	evm.model.RL_5.3766
OG0003218	AL1G61430	evm.model.RL_5.3767
OG0003220	AL3G33020	evm.model.RL_1.1862
OG0003222	AL5G36110	evm.model.RL_7.871_evm.model.RL_7.872.2.687c9766.3.687cb0fa.1.687cc9ee
OG0003223	AL7G19280	evm.model.RL_2.2761
OG0003224	AL5G37240	evm.model.RL_7.766
OG0003225	AL5G37470	evm.model.RL_7.735
OG0003226	AL5G41850	evm.model.RL_7.384
OG0003226	AL4G42670	evm.model.RL_6.2504
OG0003227	AL2G24620	evm.model.RL_3.1031
OG0003228	AL5G44650	evm.model.RL_7.1825, evm.model.RL_7.1824, evm.model.RL_7.1823
OG0003230	AL8G10930	evm.model.RL_4.80
OG0003232	AL5G41570	evm.model.RL_7.111
OG0003232	AL8G41200	evm.model.RL_4.517, evm.model.RL_4.565
OG0003233	AL5G17400	evm.model.RL_2.3405
OG0003233	AL7G11220	evm.model.RL_2.3407
OG0003234	AL4G22440	evm.model.RL_6.881
OG0003235	AL1G24810	evm.model.RL_5.1168
OG0003235	AL1G24830	evm.model.RL_5.1169
OG0003236	AL1G31910	evm.model.RL_5.1767
OG0003237	AL5G25170	evm.model.RL_7.1742, evm.model.RL_7.1743
OG0003238	AL3G25670	evm.model.RL_1.1305, evm.model.RL_1.1281
OG0003240	AL4G30840	evm.model.RL_7.1913, evm.model.RL_8.922, evm.model.RL_5.116, evm.model.RL_5.2349
OG0003240	AL4G19890, AL9U11170, AL59U10060, AL7G49420, AL1G61560, AL4G18630, AL3G42100, AL6G40210, AL8G19960, AL3G45340, AL89U10010, AL6G41060, AL1G50670, AL1G46940, AL2G20360, AL8G14000, AL167U10020, AL2G19820, AL830U10010, AL3G21260	evm.model.RL_4.669, evm.model.RL_5.477
OG0003247	AL7G21520	evm.model.RL_2.2574
OG0003247	AL4G14070	evm.model.RL_6.288
OG0003248	AL7G21440	evm.model.RL_2.2580
OG0003248	AL4G14100	evm.model.RL_6.291
OG0003249	AL7G19730	evm.model.RL_2.2722
OG0003249	AL4G16690	evm.model.RL_6.435
OG0003250	AL7G19430	evm.model.RL_2.2747
OG0003251	AL9U11050	evm.model.RL_2.806
OG0003253	AL8G15900, AL8G15910	evm.model.RL_4.455, evm.model.RL_4.458, evm.model.RL_4.457, evm.model.RL_4.456
OG0003254	nbis-gene-1143	evm.model.RL_6.2319
OG0003255	AL1G49280	evm.model.RL_5.2818
OG0003255	AL1G20850	evm.model.RL_5.877
OG0003256	AL1G24920	evm.model.RL_5.1177
OG0003256	AL5G14210	evm.model.RL_7.2453
OG0003257	AL7G49810	evm.model.RL_2.206
OG0003258	AL7G51640	evm.model.RL_2.344
OG0003260	AL5G37330	evm.model.RL_7.756
OG0003261	AL8G27720	evm.model.RL_8.1404
OG0003261	AL8G27730	evm.model.RL_8.1405
OG0003262	AL8G28720	evm.model.RL_8.1467
OG0003262	AL7G25300	evm.model.RL_2.2260
OG0003263	AL8G30440	evm.model.RL_8.1587
OG0003264	AL6G21940	evm.model.RL_4.2459
OG0003264	AL6G37140	evm.model.RL_4.1205
OG0003265	AL6G21260	evm.model.RL_4.2513
OG0003265	AL6G21200	evm.model.RL_7.1730
OG0003266	AL6G34580	evm.model.RL_4.1394
OG0003266	AL6G18770	evm.model.RL_4.2714
OG0003267	AL6G18570	evm.model.RL_4.2731
OG0003269	AL6G18980, AL6G19000, AL6G47510	evm.model.RL_8.523
OG0003270	AL1G50680, AL1G50640	evm.model.RL_6.842, evm.model.RL_6.841
OG0003271	AL1G41570	evm.model.RL_5.3091
OG0003272	AL1G44590	evm.model.RL_5.2879
OG0003273	AL1G44690	evm.model.RL_5.2870
OG0003274	nbis-gene-890	evm.model.RL_1.2922
OG0003275	AL7G15520	evm.model.RL_2.3084
OG0003276	AL3G51370	evm.model.RL_1.3001
OG0003278	AL4G10290	evm.model.RL_6.28
OG0003278	AL7G10660	evm.model.RL_2.3449
OG0003279	AL7G10640	evm.model.RL_2.3450
OG0003280	AL4G31640	evm.model.RL_6.1644
OG0003280	AL1G45830	evm.model.RL_5.2785
OG0003281	AL8G13230	evm.model.RL_4.286
OG0003283	AL9U11040	evm.model.RL_2.814
OG0003283	AL2G22880, AL2G24350, AL3G40740	evm.model.RL_1.2388
OG0003284	AL7G42790	evm.model.RL_2.875
OG0003284	AL3G38950	evm.model.RL_1.2295
OG0003285	AL7G42740	evm.model.RL_2.883
OG0003286	AL7G41230	evm.model.RL_2.999
OG0003286	AL3G37140	evm.model.RL_1.2179
OG0003287	AL7G40970	evm.model.RL_2.1020
OG0003287	AL3G36770	evm.model.RL_1.2155
OG0003288	AL8G25140	evm.model.RL_8.1199
OG0003288	AL4G47080	evm.model.RL_6.2902
OG0003289	AL4G42730	evm.model.RL_6.2510
OG0003290	AL1G33340, AL6G11180, AL6G11190	evm.model.RL_4.3336
OG0003292	AL6G47720, AL6G33770, AL6G33800	evm.model.RL_4.1451, evm.model.RL_4.1450
OG0003293	AL8G40430	evm.model.RL_8.2404.1.687c8561
OG0003294	AL8G42110	evm.model.RL_8.2552
OG0003294	AL6G20240	evm.model.RL_4.2600
OG0003295	AL5G29520	evm.model.RL_7.1428
OG0003296	AL8G23360	evm.model.RL_8.2802
OG0003297	AL5G31360	evm.model.RL_7.1286
OG0003297	AL8G45120	evm.model.RL_5.2415
OG0003298	AL8G15960	evm.model.RL_4.461
OG0003299	AL4G27980	evm.model.RL_6.1347
OG0003299	AL1G14830	evm.model.RL_5.366
OG0003300	AL1G17300	evm.model.RL_5.569
OG0003300	AL4G24750	evm.model.RL_6.1091
OG0003301	AL4G20820, AL4G20790	evm.model.RL_6.773, evm.model.RL_6.776
OG0003302	AL4G19200	evm.model.RL_6.562
OG0003302	AL7G18330	evm.model.RL_2.2837
OG0003304	AL6G10160	evm.model.RL_4.3424
OG0003305	AL3G12530	evm.model.RL_1.226
OG0003305	AL6G27890	evm.model.RL_4.1952
OG0003306	AL3G14990	evm.model.RL_1.400
OG0003307	AL6G39750	evm.model.RL_4.1025
OG0003307	AL3G15500	evm.model.RL_1.433
OG0003308	AL3G18940	evm.model.RL_1.705
OG0003308	nbis-gene-2057	evm.model.RL_4.786
OG0003309	AL7G27940	evm.model.RL_2.2035
OG0003310	AL1G29220, AL7G51000	evm.model.RL_5.1547
OG0003310	AL2G38940	evm.model.RL_3.2249
OG0003312	AL2G33260	evm.model.RL_3.1757
OG0003312	AL1G30770	evm.model.RL_5.1665, evm.model.RL_5.1660
OG0003313	AL1G30570	evm.model.RL_5.1645
OG0003314	AL2G34640	evm.model.RL_3.1888
OG0003314	AL1G31480	evm.model.RL_5.1727
OG0003315	AL2G36990	evm.model.RL_3.2093
OG0003315	AL1G34250	evm.model.RL_5.3625
OG0003316	AL1G35730	evm.model.RL_5.3536, evm.model.RL_5.3534
OG0003317	AL1G36120	evm.model.RL_5.3509, evm.model.RL_7.1892, evm.model.RL_7.1877, evm.model.RL_5.3506
OG0003318	AL1G37060, AL1G31870	evm.model.RL_5.3436
OG0003319	AL1G38710	evm.model.RL_5.3327
OG0003319	AL2G28840	evm.model.RL_3.1355
OG0003320	AL5G19970, AL5G19960, AL4G18740, AL5G11470, AL1G40150	evm.model.RL_5.3205
OG0003321	AL4G16490	evm.model.RL_6.420
OG0003321	AL7G19890	evm.model.RL_2.2711
OG0003322	AL1G22820	evm.model.RL_5.1034
OG0003323	AL1G17730	evm.model.RL_5.609
OG0003324	AL3G10980	evm.model.RL_2.41
OG0003325	AL6G39870	evm.model.RL_4.1014
OG0003326	AL6G16820	evm.model.RL_4.2874
OG0003327	AL6G15630	evm.model.RL_4.2972.1.687c86dc
OG0003327	AL5G37160	evm.model.RL_7.774
OG0003328	AL6G35300, AL6G35310	evm.model.RL_4.1335
OG0003329	AL2G26670, AL2G26650	evm.model.RL_3.1164
OG0003330	AL2G29140	evm.model.RL_3.1377
OG0003330	AL1G38460	evm.model.RL_5.3345
OG0003331	AL2G37920	evm.model.RL_3.2171
OG0003332	AL1G32220, AL2G35150	evm.model.RL_3.1936
OG0003333	AL2G33730	evm.model.RL_3.1800
OG0003333	AL1G30840	evm.model.RL_5.1672
OG0003334	AL2G39250	evm.model.RL_3.2280_evm.model.RL_3.2281
OG0003335	AL2G39310	evm.model.RL_3.2292
OG0003335	AL1G28990	evm.model.RL_5.1524
OG0003336	AL3G25110, AL3G25120	evm.model.RL_1.1239_evm.model.RL_1.1238
OG0003337	AL3G30160	evm.model.RL_1.1640
OG0003338	AL3G36430	evm.model.RL_1.2132
OG0003338	AL7G40810	evm.model.RL_2.1034
OG0003339	AL1G61660	evm.model.RL_5.3785
OG0003340	AL3G11670	evm.model.RL_1.148
OG0003341	AL5G39770, AL5G39760	evm.model.RL_7.545
OG0003342	AL5G40420	evm.model.RL_7.496
OG0003343	AL5G44840	evm.model.RL_7.152
OG0003344	nbis-gene-1919, nbis-gene-1920, nbis-gene-1922	evm.model.RL_5.1884
OG0003344	nbis-gene-289	evm.model.RL_5.1885
OG0003348	AL96U10030	evm.model.RL_5.2191
OG0003350	AL7G20370	evm.model.RL_2.2679, evm.model.RL_2.2675
OG0003351	AL7G30950	evm.model.RL_2.1766
OG0003352	AL6G27230	evm.model.RL_6.1394, evm.model.RL_4.2003
OG0003355	AL2G20010	evm.model.RL_7.2431, evm.model.RL_7.1504
OG0003356	AL6G43000, AL3G22040	evm.model.RL_1.970, evm.model.RL_1.968
OG0003359	AL7G19810	evm.model.RL_2.2719
OG0003359	AL7G19800	evm.model.RL_2.2720
OG0003360	AL7G19510	evm.model.RL_2.2737
OG0003362	AL3G46390	evm.model.RL_1.2698
OG0003362	AL7G17650	evm.model.RL_2.2895_evm.model.RL_2.2896
OG0003363	AL7G16980	evm.model.RL_2.2952
OG0003364	AL7G16310	evm.model.RL_2.3010
OG0003365	AL746U10010, AL7G17750	evm.model.RL_2.2887
OG0003366	AL7G37630	evm.model.RL_2.1264
OG0003366	AL4G31190	evm.model.RL_6.1602
OG0003367	AL98U10010, AL5G11280	evm.model.RL_7.2610
OG0003367	AL1G26560	evm.model.RL_5.1307
OG0003368	AL5G12570	evm.model.RL_7.2560
OG0003368	AL6G52060	evm.model.RL_2.175
OG0003369	AL5G13510	evm.model.RL_7.2499
OG0003369	AL7G50160	evm.model.RL_2.231
OG0003370	AL5G34610	evm.model.RL_5.1188
OG0003370	AL5G14460	evm.model.RL_7.2438
OG0003371	AL5G16990	evm.model.RL_7.2258
OG0003372	nbis-gene-1251	evm.model.RL_7.2135
OG0003373	AL7G46700	evm.model.RL_2.435
OG0003373	AL2G24290	evm.model.RL_3.1021
OG0003374	AL2G19600	evm.model.RL_3.870
OG0003374	AL7G25090	evm.model.RL_2.2276
OG0003375	AL2G11340	evm.model.RL_3.108
OG0003376	AL7G27110	evm.model.RL_2.2106
OG0003378	AL8G23950	evm.model.RL_8.1081
OG0003379	AL8G30840	evm.model.RL_8.1622
OG0003379	AL7G26130	evm.model.RL_2.2189
OG0003380	AL8G33840	evm.model.RL_8.1854
OG0003381	AL7G24520	evm.model.RL_2.2321
OG0003382	AL8G42510	evm.model.RL_8.2586
OG0003382	AL6G20740	evm.model.RL_4.2555
OG0003383	AL8G38080	evm.model.RL_8.2214
OG0003384	AL7G35260	evm.model.RL_2.1448
OG0003385	AL7G33430	evm.model.RL_2.1586
OG0003386	nbis-gene-1801	evm.model.RL_2.1717
OG0003387	AL1G47650	evm.model.RL_5.2640
OG0003387	AL6G44290	evm.model.RL_8.740
OG0003389	AL4G29920	evm.model.RL_6.1493
OG0003389	AL1G42740	evm.model.RL_5.3027
OG0003390	AL1G44340	evm.model.RL_5.2894
OG0003390	AL1G44360	evm.model.RL_5.2893
OG0003391	AL7G14320	evm.model.RL_2.3184
OG0003392	AL7G12540	evm.model.RL_2.3320
OG0003392	AL4G12050	evm.model.RL_6.153
OG0003394	AL6G33500	evm.model.RL_4.1465
OG0003394	AL7G45920	evm.model.RL_2.504
OG0003395	AL7G33140, AL7G33560	evm.model.RL_2.1576
OG0003396	AL6G45720, AL6G45710	evm.model.RL_8.651, evm.model.RL_8.647
OG0003397	AL6G32000	evm.model.RL_5.2478
OG0003397	AL8G13120	evm.model.RL_4.280
OG0003398	AL9U11420	evm.model.RL_2.792
OG0003399	AL7G42750	evm.model.RL_2.880, evm.model.RL_2.879, evm.model.RL_2.881
OG0003400	AL7G42580	evm.model.RL_2.895
OG0003400	AL7G42610	evm.model.RL_4.524
OG0003401	AL4G19080	evm.model.RL_4.811
OG0003401	AL7G41250	evm.model.RL_2.997
OG0003402	AL7G40150	evm.model.RL_3.1029
OG0003403	AL5G45730	evm.model.RL_7.70
OG0003404	AL4G46790	evm.model.RL_6.2876
OG0003405	AL4G42690, AL5G41860	evm.model.RL_7.383
OG0003406	AL5G13670	evm.model.RL_7.2487
OG0003407	AL6G10260	evm.model.RL_4.3414
OG0003407	AL3G19840	evm.model.RL_1.791
OG0003408	nbis-gene-2213, nbis-gene-632	evm.model.RL_8.2678
OG0003409	AL5G29990	evm.model.RL_7.1405
OG0003410	AL6G52110	evm.model.RL_8.105
OG0003410	AL1G10890	evm.model.RL_5.16
OG0003411	AL6G50530	evm.model.RL_8.274
OG0003411	AL6G50570	evm.model.RL_8.271
OG0003412	AL4G27840	evm.model.RL_6.1335
OG0003412	AL1G14910	evm.model.RL_5.372
OG0003413	AL4G25450	evm.model.RL_6.1150
OG0003414	AL4G24480	evm.model.RL_6.1075
OG0003415	AL3G10550	evm.model.RL_1.55
OG0003416	AL6G27120	evm.model.RL_4.2017
OG0003417	AL6G40880, AL3G15610	evm.model.RL_1.441
OG0003417	AL6G39600	evm.model.RL_4.1035
OG0003418	AL3G15720	evm.model.RL_1.450
OG0003419	AL6G30330	evm.model.RL_4.1757
OG0003420	AL4G37970	evm.model.RL_8.1078, evm.model.RL_6.2144
OG0003421	AL4G32540	evm.model.RL_6.1735, evm.model.RL_6.1734
OG0003422	AL4G33730	evm.model.RL_6.1847
OG0003422	AL5G34430	evm.model.RL_7.1035
OG0003423	AL4G34730, AL68U10030, AL4G34760, AL4G34780, AL68U10040	evm.model.RL_6.1884
OG0003424	AL4G35890	evm.model.RL_6.1969, evm.model.RL_6.496
OG0003424	AL5G35220	evm.model.RL_7.965
OG0003425	AL1G27580	evm.model.RL_5.1400
OG0003426	AL8G24660	evm.model.RL_8.1158
OG0003426	AL1G29530	evm.model.RL_5.1570
OG0003427	AL1G33940	evm.model.RL_5.3653
OG0003428	AL1G34200	evm.model.RL_5.3631
OG0003429	AL1G34230	evm.model.RL_5.3627
OG0003429	AL2G36970	evm.model.RL_3.2091
OG0003430	AL1G38020	evm.model.RL_5.3366
OG0003430	AL2G29300	evm.model.RL_3.1399
OG0003431	AL1G38750	evm.model.RL_5.3321
OG0003432	AL1G39940	evm.model.RL_5.3225.4.687c88c0
OG0003433	AL4G16210	evm.model.RL_6.406
OG0003435	AL1G10740	evm.model.RL_8.2870
OG0003436	AL1G20040	evm.model.RL_5.811
OG0003437	AL2G37760, AL8G25150	evm.model.RL_5.1765, evm.model.RL_5.1781
OG0003438	AL3G10880	evm.model.RL_1.87
OG0003439	AL6G28600	evm.model.RL_4.1893
OG0003439	AL3G13140	evm.model.RL_1.265
OG0003440	AL6G29010	evm.model.RL_4.1852
OG0003441	AL8G39000	evm.model.RL_8.2291
OG0003442	AL8G39880	evm.model.RL_8.2359
OG0003443	AL6G35410	evm.model.RL_4.1330.2.687c86d3
OG0003444	AL5G27420, AL5G27410	evm.model.RL_7.1571_evm.model.RL_7.1573
OG0003445	AL6G34090	evm.model.RL_4.1428
OG0003446	AL2G30530	evm.model.RL_3.1501
OG0003446	AL1G36620	evm.model.RL_5.3458
OG0003447	AL2G31840	evm.model.RL_3.1610
OG0003448	AL2G40060	evm.model.RL_3.2346
OG0003448	AL1G28480	evm.model.RL_5.1483
OG0003449	AL3G24510	evm.model.RL_1.1181
OG0003450	AL1G63420	evm.model.RL_5.3922
OG0003450	AL3G25410	evm.model.RL_1.1259
OG0003451	AL3G30840, AL3G30820	evm.model.RL_1.1689
OG0003452	AL3G31240	evm.model.RL_1.1720
OG0003452	AL3G31230	evm.model.RL_1.1719
OG0003453	AL3G31360	evm.model.RL_1.1729
OG0003454	AL3G47210, AL3G47200	evm.model.RL_1.2760
OG0003455	AL3G52540	evm.model.RL_1.2817
OG0003456	AL1G61250	evm.model.RL_5.3753
OG0003456	AL3G53880	evm.model.RL_1.3269
OG0003457	AL5G36090	evm.model.RL_7.878, evm.model.RL_7.874, evm.model.RL_7.876
OG0003457	AL4G36540	evm.model.RL_6.2037
OG0003458	AL5G42770	evm.model.RL_7.318
OG0003459	AL1G63250	evm.model.RL_5.3905
OG0003466	AL6G18200	evm.model.RL_4.2766
OG0003467	AL8G32660, AL595U10010	evm.model.RL_8.1754
OG0003467	AL8G32650	evm.model.RL_8.1753
OG0003468	AL7G41400	evm.model.RL_6.886
OG0003481	AL7G22410	evm.model.RL_2.2504
OG0003483	AL1G53870	evm.model.RL_5.2248
OG0003483	AL7G21020	evm.model.RL_2.2613
OG0003484	AL7G19440	evm.model.RL_2.2745
OG0003485	AL7G17940	evm.model.RL_2.2872
OG0003486	AL6G33300	evm.model.RL_4.1491, evm.model.RL_4.1486
OG0003487	AL1G19170	evm.model.RL_2.411
OG0003489	AL2G16650	evm.model.RL_3.486.1.687c84ba
OG0003489	AL1G21350	evm.model.RL_5.919
OG0003490	AL1G22110	evm.model.RL_5.974
OG0003491	AL5G16870	evm.model.RL_7.2264
OG0003491	AL7G49260	evm.model.RL_2.219, evm.model.RL_2.218, evm.model.RL_2.44
OG0003492	AL2G23110	evm.model.RL_3.965, evm.model.RL_2.519
OG0003493	AL3G21250	evm.model.RL_1.907
OG0003494	AL8G23630	evm.model.RL_8.1040
OG0003494	AL1G26390	evm.model.RL_5.1295
OG0003497	AL7G27120	evm.model.RL_2.2105
OG0003497	AL8G33260	evm.model.RL_8.1805
OG0003500	AL6G19740	evm.model.RL_4.2652
OG0003500	AL8G41330	evm.model.RL_8.2486
OG0003501	AL3G33220	evm.model.RL_1.1886
OG0003502	AL7G32340	evm.model.RL_2.1671
OG0003503	AL7G29850, AL6G43360	evm.model.RL_3.283, evm.model.RL_2.1873
OG0003504	AL1G48460	evm.model.RL_5.2569
OG0003505	AL6G41460	evm.model.RL_8.855
OG0003506	AL4G30860	evm.model.RL_6.1574
OG0003506	AL1G44680	evm.model.RL_5.2871
OG0003507	AL1G44780	evm.model.RL_5.2862
OG0003507	AL1G44790	evm.model.RL_5.2861
OG0003508	AL3G50600	evm.model.RL_1.2944
OG0003508	nbis-gene-1713	evm.model.RL_2.3085
OG0003509	AL7G14780	evm.model.RL_2.3153
OG0003510	AL7G13570	evm.model.RL_2.3246
OG0003511	AL7G53030	evm.model.RL_2.426
OG0003512	AL8G17810	evm.model.RL_4.591
OG0003512	AL1G52820	evm.model.RL_5.2296
OG0003513	AL6G48790	evm.model.RL_8.414
OG0003513	AL7G32840	evm.model.RL_2.1634
OG0003515	AL8G11080	evm.model.RL_4.8
OG0003515	AL7G37540	evm.model.RL_2.1271
OG0003517	AL9U11820, AL9U11880	evm.model.RL_2.766, evm.model.RL_2.765
OG0003518	AL9U11070	evm.model.RL_2.809
OG0003519	AL7G43090	evm.model.RL_2.853
OG0003519	AL3G39700	evm.model.RL_1.2325
OG0003521	AL7G48690	evm.model.RL_2.79_evm.model.RL_2.80
OG0003523	AL5G39790	evm.model.RL_7.542
OG0003524	AL5G28210	evm.model.RL_7.1515
OG0003524	AL8G40650	evm.model.RL_8.2424
OG0003525	AL8G42830	evm.model.RL_8.2614
OG0003526	AL8G43500	evm.model.RL_8.2670
OG0003526	nbis-gene-1334	evm.model.RL_7.1427
OG0003527	AL8G44260	evm.model.RL_8.2741.1.687c8563
OG0003527	AL74U10010, AL6G41180, AL8G22110, AL8G20700	evm.model.RL_3.1825
OG0003528	AL4G25040	evm.model.RL_6.1115
OG0003529	AL7G25840	evm.model.RL_2.2215
OG0003529	AL8G30390	evm.model.RL_8.1583
OG0003530	AL6G26850	evm.model.RL_4.2041
OG0003530	AL3G11810	evm.model.RL_1.164
OG0003531	AL3G16830	evm.model.RL_1.535
OG0003531	AL6G30790	evm.model.RL_4.1721
OG0003532	AL3G18110	evm.model.RL_1.637
OG0003532	AL8G22210	evm.model.RL_4.875
OG0003533	AL2G15030	evm.model.RL_3.349
OG0003533	AL4G36820	evm.model.RL_6.2057, evm.model.RL_7.2534
OG0003534	AL5G36100	evm.model.RL_7.873
OG0003534	AL4G36560	evm.model.RL_6.2038
OG0003535	AL4G32720	evm.model.RL_6.1749
OG0003536	AL1G29230	evm.model.RL_5.1549
OG0003537	AL2G33320	evm.model.RL_3.1763
OG0003537	AL1G30630	evm.model.RL_5.1649
OG0003538	AL1G31510	evm.model.RL_5.1729
OG0003539	AL1G36180	evm.model.RL_5.3500
OG0003540	AL1G36860	evm.model.RL_5.3446
OG0003541	AL1G37510	evm.model.RL_5.3401
OG0003541	AL2G29680	evm.model.RL_3.1431
OG0003543	AL1G40440	evm.model.RL_5.3185
OG0003544	AL7G45710	evm.model.RL_2.517
OG0003545	AL6G38780, AL6G37640, AL6G39390, nbis-gene-1601	evm.model.RL_6.380
OG0003546	AL80U10030, AL4G27260	evm.model.RL_6.1289
OG0003546	AL1G15450	evm.model.RL_5.418
OG0003547	AL6G28400	evm.model.RL_4.1911
OG0003548	AL6G30220	evm.model.RL_4.1767_evm.model.RL_4.1768.1.687c999b
OG0003549	AL8G23200	evm.model.RL_4.927
OG0003550	AL8G21720	evm.model.RL_4.841
OG0003550	AL3G18450	evm.model.RL_1.661
OG0003551	AL6G36270, AL6G36260	evm.model.RL_4.1259
OG0003552	AL5G27310	evm.model.RL_7.1582
OG0003553	AL3G51100	evm.model.RL_8.2378.1.687c8561
OG0003554	AL5G30890	evm.model.RL_7.1314
OG0003555	AL5G28090	evm.model.RL_7.1519
OG0003556	AL1G36480	evm.model.RL_5.3472
OG0003556	AL2G30840	evm.model.RL_3.1531
OG0003557	AL2G33500	evm.model.RL_3.1777
OG0003558	AL2G39350	evm.model.RL_3.2296
OG0003559	AL1G28460	evm.model.RL_5.1481
OG0003560	AL1G62330	evm.model.RL_5.3830
OG0003561	AL3G27160	evm.model.RL_1.1404
OG0003562	AL7G39100	evm.model.RL_2.1149
OG0003562	AL3G29790	evm.model.RL_1.1608
OG0003563	AL1G56550, AL1G56520	evm.model.RL_5.2085
OG0003564	AL1G59770	evm.model.RL_5.1896
OG0003565	AL3G38530	evm.model.RL_1.2270
OG0003567	AL3G52080	evm.model.RL_1.3048, evm.model.RL_1.3052, evm.model.RL_1.3051
OG0003568	AL6G44170	evm.model.RL_2.798
OG0003569	AL6G52570, AL1G64370	evm.model.RL_1.2434, evm.model.RL_5.3992, evm.model.RL_5.3993, evm.model.RL_5.3994
OG0003572	AL7G41310	evm.model.RL_2.995
OG0003575	AL6G30700, AL6G30710	evm.model.RL_4.1728
OG0003575	AL6G30680	evm.model.RL_4.1727
OG0003583	AL3G53090	evm.model.RL_2.2428
OG0003584	AL7G22920	evm.model.RL_2.2468
OG0003585	AL5G36830	evm.model.RL_7.797
OG0003586	AL7G21660	evm.model.RL_2.2562
OG0003586	AL4G13950	evm.model.RL_6.277
OG0003587	AL4G17320	evm.model.RL_6.487
OG0003588	AL6G13980	evm.model.RL_4.3096
OG0003589	AL310U10010, AL7G17140	evm.model.RL_2.2937
OG0003590	AL3G50130	evm.model.RL_1.2907
OG0003591	AL1G20910	evm.model.RL_5.882
OG0003591	AL2G17490	evm.model.RL_3.540
OG0003592	AL2G15250	evm.model.RL_3.366
OG0003592	AL2G15260	evm.model.RL_3.367
OG0003594	AL1G26300	evm.model.RL_5.1284
OG0003595	AL5G18120	evm.model.RL_7.2194
OG0003595	AL5G18110	evm.model.RL_7.2195.1.687c84bc
OG0003596	AL7G51630	evm.model.RL_2.343
OG0003597	AL1G24330	evm.model.RL_5.1130
OG0003598	AL3G20300	evm.model.RL_1.826
OG0003598	AL3G20090	evm.model.RL_1.812
OG0003599	AL3G22420, AL3G22410	evm.model.RL_1.1001
OG0003600	AL5G11970	evm.model.RL_7.2572
OG0003600	AL3G23010	evm.model.RL_1.1053
OG0003601	AL3G23980	evm.model.RL_1.1138
OG0003604	AL7G25240	evm.model.RL_2.2266
OG0003605	AL5G44970	evm.model.RL_7.141
OG0003606	AL7G26350	evm.model.RL_2.2171
OG0003606	AL8G31600	evm.model.RL_8.1681
OG0003607	AL6G22680	evm.model.RL_4.2395
OG0003608	AL1G18110	evm.model.RL_4.2463, evm.model.RL_3.353, evm.model.RL_5.634
OG0003609	AL6G20710	evm.model.RL_4.2556
OG0003610	AL8G42060	evm.model.RL_8.2548
OG0003611	AL7G36000	evm.model.RL_8.2172, evm.model.RL_2.1392
OG0003612	AL7G35850, AL3G37850	evm.model.RL_2.1400
OG0003613	AL6G38480, AL1G54410	evm.model.RL_4.1113
OG0003614	AL1G41430	evm.model.RL_5.3103
OG0003614	AL1G41520	evm.model.RL_5.3095
OG0003615	AL1G42580	evm.model.RL_5.3032
OG0003615	AL4G29740	evm.model.RL_6.1487
OG0003616	AL7G15290	evm.model.RL_2.3103
OG0003617	AL1G48590	evm.model.RL_5.2561
OG0003617	AL6G43400	evm.model.RL_8.809
OG0003618	AL5G21410, AL5G34180	evm.model.RL_5.3650, evm.model.RL_7.1061.2.687c84b7, evm.model.RL_5.3986
OG0003619	nbis-gene-687	evm.model.RL_1.989
OG0003620	AL8G15040	evm.model.RL_4.397
OG0003620	AL8G15050	evm.model.RL_4.398
OG0003621	AL8G14810	evm.model.RL_4.383.1.687c9994
OG0003622	AL8G11800	evm.model.RL_4.172
OG0003624	AL7G37400, AL8G10530	evm.model.RL_4.47
OG0003625	AL4G46930, AL3G49500	evm.model.RL_6.2890
OG0003626	AL5G45010	evm.model.RL_7.138
OG0003629	AL4G43350	evm.model.RL_6.2561
OG0003630	AL4G42820	evm.model.RL_6.2519
OG0003631	AL6G32480	evm.model.RL_4.1564
OG0003632	AL1G48800	evm.model.RL_5.1313
OG0003633	AL5G30790	evm.model.RL_7.1319
OG0003633	AL8G44680	evm.model.RL_8.2780
OG0003635	AL5G31810	evm.model.RL_7.1245
OG0003635	AL8G45520	evm.model.RL_8.2853
OG0003636	AL1G10840	evm.model.RL_5.13
OG0003637	AL1G12240	evm.model.RL_5.141
OG0003638	AL1G12600	evm.model.RL_5.174
