Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0000278	Cg001G0333000, Cg001G0333100, Cg001G0332700	AL7G46160, AL7G46150
OG0000278	Cg001G0332500, Cg001G0337400	AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050
OG0000279	Cg003G0839100, Cg008G2952700, Cg008G2952600, Cg008G2952800, Cg008G2950400, Cg008G2950200, Cg008G2950100	AL8G14510, AL8G14500, AL8G14490, AL8G14480
OG0000282	Cg001G0182200	nbis-gene-292
OG0000282	Cg001G0182000	AL7G31500, AL7G30780, AL7G31520
OG0000283	Cg007G2481000, Cg004G1350900	AL5G34600
OG0000283	Cg011G3015000	AL6G38420, AL1G38780
OG0000284	Cg004G1433800, Cg002G0598700, Cg001G0028400, Cg006G1870000, Cg003G0941700, Cg001G0282200, Cg001G0383900, Cg006G1945100, Cg008G2850200	AL5G20730, AL8G40900
OG0000284	Cg005G1660200	AL5G23780, AL6G37180
OG0000285	Cg001G0190700	AL7G32710
OG0000285	Cg003G0706200, Cg014G3049300, Cg003G0711400, Cg014G3044400	AL113U10030, AL5G31320, AL113U10010
OG0000285	Cg001G0130400	AL7G25530
OG0000286	Cg008G2943000	AL8G15660
OG0000286	Cg006G1979100	AL7G27750
OG0000288	Cg007G2410200, Cg001G0295100, Cg008G2916600	AL4G30830, AL59U10070, AL7G49430
OG0000289	Cg013G3025500, Cg036G3082600	AL4G16860
OG0000290	Cg007G2262300	AL2G10720
OG0000290	Cg001G0390300	AL7G47630
OG0000291	Cg004G1343300, Cg004G1337600	AL3G42940, AL3G43030, AL3G42930
OG0000291	Cg004G1343900, Cg004G1343800, Cg004G1343500	AL3G42860
OG0000294	Cg008G2721100	nbis-gene-1522, AL1G39230, AL1G39220
OG0000294	Cg008G2713400	AL6G25720
OG0000295	Cg006G1876600	AL1G54220, AL1G54230
OG0000295	Cg006G1996000	nbis-gene-162
OG0000296	Cg008G2982100, Cg003G0982000, Cg003G0887600	AL48U10010, nbis-gene-2180
OG0000296	Cg003G0978500	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177
OG0000296	Cg003G0978400	nbis-gene-2175
OG0000297	Cg001G0284800	AL7G47150
OG0000298	Cg006G1934800, Cg006G1935200	AL3G46500, AL1G48070, AL1G47980
OG0000298	Cg006G1935400	AL1G47970
OG0000300	Cg003G0899400	AL247U10040, AL8G26030
OG0000301	Cg005G1482700	AL4G43730
OG0000301	Cg004G1274700	AL5G42900
OG0000303	Cg002G0647500	AL5G26120
OG0000305	Cg006G2092900	AL1G29380
OG0000305	Cg005G1528100	AL1G51540, AL4G38060, AL4G38120, AL6G43180
OG0000307	Cg007G2271200	AL3G46890, nbis-gene-851, AL6G36930
OG0000312	Cg001G0335800, Cg006G1899900	AL4G19060, AL6G40730
OG0000314	Cg008G2865300, Cg005G1640900, Cg002G0646700, Cg005G1640800	AL7G44460
OG0000315	Cg004G1324900, Cg004G1325300	AL1G48510
OG0000318	Cg007G2467300	AL2G28900
OG0000318	Cg006G2217500	AL3G39500
OG0000320	Cg007G2343200	AL4G19330
OG0000321	Cg004G1262800	AL8G15650, AL1G57580
OG0000321	Cg008G2763000	AL6G31300, AL6G31290
OG0000321	Cg007G2375700	nbis-gene-443
OG0000322	Cg003G0970300	AL8G34510, AL8G34460, nbis-gene-2163
OG0000323	Cg007G2498700	AL2G32530
OG0000323	Cg007G2499000	AL2G32570
OG0000325	Cg006G2219100	AL1G14460
OG0000325	Cg006G2219000	AL1G14470
OG0000327	Cg001G0204800	AL7G34440
OG0000328	Cg004G1277500	AL3G34990, AL249U10020, AL3G34970
OG0000328	Cg004G1277100, Cg007G2310000	AL3G34950
OG0000328	Cg004G1277400	AL249U10030
OG0000328	Cg004G1277300	AL249U10040
OG0000328	Cg004G1277200, Cg004G1294900	AL3G34960, AL249U10050
OG0000329	Cg001G0357000, Cg001G0356900, Cg001G0356800, Cg001G0356700, Cg001G0356200, Cg001G0356300	AL7G51500
OG0000330	Cg007G2499400, Cg007G2499500	AL2G32700
OG0000330	Cg007G2499300	AL2G32630
OG0000330	Cg006G2088700	AL1G29940
OG0000331	Cg014G3041700, Cg003G0713900	AL6G51460
OG0000331	Cg006G2241100	AL1G11840
OG0000331	Cg004G1239000	AL3G30460
OG0000332	Cg007G2289700	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401
OG0000332	Cg007G2289800	AL2G14910, AL2G14860
OG0000332	Cg007G2289200	AL2G14740, AL2G14750
OG0000334	Cg005G1737400	AL3G45130
OG0000335	Cg002G0427600	AL5G42230
OG0000339	Cg001G0284600	AL9U10390
OG0000341	Cg006G1845700, Cg006G1845600	AL1G52480, AL1G52390
OG0000342	Cg004G1240600	AL4G15010, AL3G30600
OG0000342	Cg004G1238000	AL3G30320
OG0000342	Cg003G0793700, Cg003G0794400	AL3G30630, AL3G30310
OG0000345	Cg008G2662100	AL6G19900
OG0000345	Cg008G2933100	AL390U10020
OG0000345	Cg006G2224300, Cg008G2662200	AL1G13870
OG0000346	Cg002G0494100	AL5G34190
OG0000346	Cg002G0591900	AL5G22370
OG0000346	Cg002G0665500	AL5G14950
OG0000346	Cg002G0665600	AL5G14940
OG0000346	Cg002G0494000	AL5G34200
OG0000347	Cg005G1469700	AL4G45180
OG0000347	Cg002G0416000	AL5G43730
OG0000347	Cg001G0169800	AL7G30060
OG0000347	Cg006G2250500	AL1G10760
OG0000347	Cg014G3053800, Cg003G0702200	AL6G53040
OG0000348	Cg005G1464600	AL4G45790
OG0000349	Cg003G0986800, Cg003G0986900	AL8G36180
OG0000349	Cg003G0987000	AL8G36200
OG0000355	Cg003G0995200	AL8G37040
OG0000355	Cg001G0035500	AL7G14480
OG0000357	Cg006G1975000, Cg006G1975200, Cg006G1975100, Cg005G1588800	AL1G43760, AL1G43770
OG0000357	Cg005G1588700	AL4G30400
OG0000359	Cg003G0926700	AL8G29280
OG0000359	Cg001G0126400	AL7G25060
OG0000363	Cg001G0257100	AL8G20160
OG0000363	Cg002G0644500	AL5G19170
OG0000363	Cg006G1783200	AL1G64190
OG0000363	Cg007G2555900	nbis-gene-617
OG0000364	Cg006G1922200, Cg001G0376100, Cg008G2746400	AL3G14810
OG0000364	Cg005G1525600, Cg005G1524700	AL4G38410, AL4G38350, AL4G38450
OG0000365	Cg006G2014900	AL1G39370
OG0000365	Cg006G2015100	AL1G39330
OG0000368	Cg002G0562400	AL5G25590
OG0000368	Cg002G0561500, Cg002G0561400	AL5G25650, AL5G25640
OG0000368	Cg002G0560400	AL5G25690
OG0000371	Cg005G1708800	AL3G47030
OG0000371	Cg004G1365900, Cg006G1943300, Cg007G2391700	AL7G44480
OG0000371	Cg001G0311500	AL5G20870, AL5G20550
OG0000376	Cg007G2295400, Cg007G2295800	AL2G15890
OG0000376	Cg007G2295700	AL2G15870
OG0000377	Cg001G0027900	nbis-gene-1705
OG0000377	Cg001G0028200	AL7G13520
OG0000377	Cg001G0028100	AL7G13510
OG0000379	Cg002G0687400	AL5G11250
OG0000379	Cg002G0485400	AL5G35180
OG0000379	Cg007G2282900	AL5G11220
OG0000379	Cg007G2283000	AL2G13720
OG0000381	Cg007G2557700, Cg004G1347200, Cg004G1347300	AL2G39050
OG0000381	Cg005G1596000	AL5G19040
OG0000382	Cg008G2911100, Cg014G3033300	AL6G50680, AL6G50670
OG0000382	Cg003G0721900, Cg014G3033400	AL6G50700
OG0000382	Cg005G1556300	AL4G34640
OG0000383	Cg006G2029100, Cg006G2029200, Cg006G2029000	AL1G37470
OG0000383	Cg002G0481200	AL5G18170, AL5G18190, AL5G35660, AL5G35670
OG0000384	Cg008G2978800	AL8G11330
OG0000384	Cg008G2979000	AL8G11310
OG0000384	Cg008G2978900, Cg002G0581400	AL8G11320
OG0000388	Cg002G0582500	AL3G30610
OG0000388	Cg008G2791800	AL6G34750
OG0000390	Cg006G2042700	AL1G35830
OG0000391	Cg008G2730400	AL6G27640
OG0000392	Cg006G2094500	AL1G29180
OG0000392	Cg001G0314800, Cg001G0150700	AL7G27840, AL7G27830
OG0000393	Cg001G0359500	AL7G51340
OG0000393	Cg001G0360200, Cg001G0359400	AL7G51330, AL7G51310, AL7G51320, AL7G51350
OG0000395	Cg006G2123300	AL1G25950
OG0000395	Cg004G1381000, Cg004G1386500, Cg004G1386300, Cg004G1381400, Cg004G1386400, Cg004G1381300	AL3G47130
OG0000395	Cg006G2123400	AL1G25930
OG0000397	Cg004G1408400, Cg004G1407400	nbis-gene-889
OG0000398	Cg001G0109600	nbis-gene-998, AL8G28420
OG0000399	Cg006G2240300	AL1G11940
OG0000399	Cg007G2336800	AL1G65940
OG0000399	Cg006G2172500	nbis-gene-54
OG0000402	Cg003G1060100	AL8G44500, nbis-gene-2216
OG0000402	Cg003G1060300	AL8G44510
OG0000402	Cg003G1060200	AL8G44490
OG0000403	Cg005G1704900	AL6G49420
OG0000405	Cg004G1207200	AL3G26870
OG0000405	Cg006G1933600	AL1G48150
OG0000405	Cg004G1207300	AL3G26860
OG0000406	Cg003G0989200, Cg006G2186200	AL1G18060, AL8G36410, AL5G24760
OG0000407	Cg006G2233500	AL1G12810
OG0000407	Cg006G2015800	AL1G39190
OG0000409	Cg006G1989000	AL1G49520, AL1G42250
OG0000409	Cg006G1989100, Cg006G1989400	AL1G42220, AL1G42200
OG0000411	Cg005G1743200, Cg005G1747100, Cg005G1747000, Cg005G1742800	nbis-gene-977, AL4G18590, nbis-gene-965
OG0000411	Cg005G1746900, Cg005G1742900, Cg005G1743000, Cg005G1743300, Cg005G1743100, Cg005G1742700, Cg005G1747200	AL4G14960, AL8G17380, AL4G14950
OG0000412	Cg008G2729800	AL6G27540
OG0000412	Cg001G0336400	AL7G46360
OG0000412	Cg007G2424400	AL2G23890
OG0000412	Cg004G1243600	AL3G30980
OG0000413	Cg004G1196800	AL3G25620
OG0000413	Cg006G1789400	AL1G63260
OG0000413	Cg004G1196700	AL3G25610
OG0000414	Cg007G2278800	AL2G13380
OG0000414	Cg004G1355800	AL3G44750
OG0000414	Cg001G0257700	AL7G40540
OG0000420	Cg005G1505100	AL4G41100
OG0000420	Cg008G2828400	AL6G39500
OG0000421	Cg003G0909400	AL8G27110
OG0000421	Cg001G0137300	AL7G26330
OG0000421	Cg003G0948500	AL8G31590, AL8G31580
OG0000424	Cg003G0934600	AL8G30090
OG0000424	Cg001G0130900	AL7G25590
OG0000425	Cg008G2926100	AL8G22520
OG0000427	Cg007G2479600	AL5G26830
OG0000428	Cg001G0245000, Cg005G1713000, Cg008G2856200	AL1G45700, AL1G45680, AL446U10030
OG0000429	Cg002G0441000	AL1G66560
OG0000430	Cg001G0184100	AL7G31720
OG0000430	Cg003G0855500, Cg003G0741900	AL6G48090
OG0000430	Cg007G2284200	AL2G13870
OG0000430	Cg004G1345700	AL3G43130
OG0000431	Cg007G2305800	AL3G47160
OG0000431	Cg007G2292300	AL2G15130
OG0000432	Cg006G1844700	AL1G55550, AL1G55520
OG0000433	Cg001G0131500, Cg001G0131400, Cg001G0131300	AL7G25660, AL7G25640, AL7G25650
OG0000434	Cg006G1918600	nbis-gene-216
OG0000436	Cg002G0569200	AL5G24720
OG0000436	Cg003G0989600	AL8G36450
OG0000436	Cg003G0989700	AL8G36460
OG0000437	Cg001G0140500	AL8G32540, AL7G26730
OG0000438	Cg002G0595900	AL5G22220, nbis-gene-1289, AL8G17280, AL428U10010, AL5G23280, AL5G23260, AL5G23270
OG0000439	Cg007G2488100	AL2G31490
OG0000439	Cg008G2633900	AL2G24380, AL6G16140, AL3G46310
OG0000440	Cg008G2848800, Cg008G2863700, Cg008G2848900	AL8G22290, AL1G65410
OG0000442	Cg003G1003800	AL5G45200, AL8G37970
OG0000442	Cg002G0405900, Cg005G1455600	AL4G46940, AL213U10010, AL7G49510
OG0000443	Cg001G0079100	AL7G19450
OG0000443	Cg005G1729000	AL4G16950
OG0000443	Cg008G2679500	AL6G21860
OG0000443	Cg008G2810300	AL6G37110
OG0000444	Cg005G1618300	AL4G26640
OG0000444	Cg002G0432100	AL5G41390
OG0000444	Cg006G2204700	AL1G15970
OG0000445	Cg008G2794000	AL6G35020
OG0000445	Cg002G0538400	AL7G21330
OG0000446	Cg008G2784200	AL6G33720
OG0000447	Cg004G1174800	AL6G16080
OG0000448	Cg002G0634900	AL5G17990
OG0000448	Cg001G0291100, Cg002G0634600	AL5G17950
OG0000449	Cg005G1709300	AL5G40750, AL4G18900, AL4G18910
OG0000449	Cg002G0436700	AL5G40730
OG0000449	Cg004G1092100	AL3G12550, AL3G12540
OG0000450	Cg008G2934300	AL7G44810, AL8G16550, AL8G16530, AL37U10040, AL8G16430
OG0000451	Cg001G0182900	AL7G31600
OG0000451	Cg007G2304500, Cg007G2304600	nbis-gene-413, nbis-gene-414
OG0000451	Cg005G1452000	AL1G52840
OG0000457	Cg004G1104700	AL3G14390
OG0000457	Cg005G1599100	AL1G14130
OG0000458	Cg006G1986400	AL1G42810
OG0000458	Cg006G1986200	AL1G42830
OG0000458	Cg006G1986600, Cg006G1986700, Cg006G1986500	AL1G42800
OG0000459	Cg006G1816800	AL1G60320, nbis-gene-13, AL1G59860
OG0000460	Cg004G1195400	AL3G25430
OG0000460	Cg003G0954600	AL8G32300
OG0000461	Cg004G1247900, Cg007G2345900, Cg003G0808300, Cg006G1919600	AL5G17440
OG0000463	Cg006G1916900	AL1G49900
OG0000463	Cg002G0564400, Cg004G1391200	AL132U10030, nbis-gene-1313
OG0000464	Cg006G2243700	AL1G11560
OG0000466	Cg003G0733700, Cg003G0864700	AL6G49230, AL6G49220, AL6G49260
OG0000466	Cg004G1118900, Cg004G1119000	AL3G16360
OG0000467	Cg008G2809700, Cg008G2810500	AL6G37170
OG0000467	Cg008G2810700	AL6G37160
OG0000468	Cg005G1559000	AL4G36610
OG0000469	Cg002G0438500	AL5G40470, AL7G35520
OG0000470	Cg001G0249200	AL7G37250
OG0000470	Cg001G0212600, Cg001G0228700	AL7G37280
OG0000471	Cg001G0274700	AL7G42590, AL7G42710
OG0000472	Cg006G1852500, Cg006G1852400	AL2G12490
OG0000473	Cg006G2256500	AL1G10020
OG0000473	Cg006G2256600	AL1G10010
OG0000473	Cg005G1556400	AL4G34630
OG0000474	Cg006G2224000	AL1G13900
OG0000474	Cg008G2932300	AL8G43430, AL8G16740
OG0000474	Cg004G1435300	AL7G39140
OG0000475	Cg001G0281200, Cg003G0806900	AL7G43190, AL3G48460
OG0000475	Cg003G0872500, Cg016G3059500, Cg003G0872300, Cg016G3059300, Cg003G0874100, Cg016G3060600, Cg007G2400400, Cg007G2409000, Cg007G2400100, Cg007G2409400, Cg007G2287300	AL2G14390
OG0000476	Cg008G2824600, Cg008G2823100	AL6G40090, AL6G40080, AL6G38970, AL6G38960
OG0000477	Cg003G1015900	AL8G39430
OG0000477	Cg002G0683200	AL5G11960
OG0000477	Cg006G2119800	AL1G26290
OG0000478	Cg004G1101300, Cg004G1101400	AL3G39130, AL3G29480
OG0000481	Cg007G2316200	AL2G17860
OG0000481	Cg006G2163200	AL1G20710
OG0000481	Cg006G2163300	AL1G20700
OG0000482	Cg007G2492700, Cg007G2492600	AL2G31970, AL2G31960
OG0000483	Cg008G2838300, Cg008G2881400	AL8G21140
OG0000483	Cg008G2816200, Cg008G2816300, Cg008G2816400, Cg008G2816600	AL6G37960, AL6G37980
OG0000484	Cg001G0099600	AL7G21850
OG0000484	Cg001G0099700	AL7G21870, AL2G21950, AL2G21060
OG0000485	Cg001G0170000	nbis-gene-1789
OG0000485	Cg002G0629300	AL3G47940
OG0000485	Cg001G0169900	nbis-gene-1788
OG0000486	Cg006G2077700, Cg006G2077400	AL1G31270, AL1G31240
OG0000492	Cg002G0480000	AL5G35780
OG0000492	Cg005G1604600	AL4G28330
OG0000492	Cg005G1542600	AL4G36250
OG0000493	Cg001G0372000, Cg001G0372900, Cg001G0372700	AL7G49930, AL7G50550, AL7G50480
OG0000494	Cg002G0505000	AL5G32950
OG0000494	Cg002G0503300	AL5G33220
OG0000494	Cg002G0502700	AL5G33260, AL7G44280, AL7G45230
OG0000494	Cg002G0502600	AL5G33270
OG0000495	Cg007G2505700	AL5G24920, AL4G11510, AL4G11620, AL2G33370, AL2G18290
OG0000496	Cg002G0550000, Cg002G0550200	AL5G27050
OG0000496	Cg002G0550400	AL5G27010
OG0000496	Cg002G0549900	AL5G27060
OG0000497	Cg007G2497600	AL2G32410
OG0000497	Cg004G1199900	AL3G26100
OG0000497	Cg006G1791500	AL1G63030
OG0000499	Cg006G2009700	AL1G39900
OG0000499	Cg004G1270900	AL3G34090
OG0000500	Cg007G2437500, Cg001G0350900	AL2G25460
OG0000501	Cg006G1943100	AL1G47250
OG0000501	Cg006G1943000	AL1G47260, AL1G47270
OG0000501	Cg003G0770600	AL6G44590
OG0000502	Cg001G0361300, Cg001G0361000, Cg001G0361200	nbis-gene-1948, nbis-gene-1949
OG0000502	Cg001G0361400, Cg001G0361500	AL7G51170
OG0000506	Cg008G2642900	AL6G17270
OG0000507	Cg008G2839700	AL1G16150
OG0000509	Cg001G0239400	AL7G38340
OG0000509	Cg006G1849600	AL7G38310, AL7G38320
OG0000510	Cg001G0374100	AL7G49750
OG0000510	Cg001G0373900, Cg001G0374000	AL7G49760
OG0000514	Cg003G0885900	AL3G47380
OG0000518	Cg008G2691300	AL6G23220
OG0000519	Cg007G2307700	AL8G45700
OG0000519	Cg005G1626000, Cg005G1626100	AL4G25550
OG0000520	Cg006G2137200	AL1G24150
OG0000520	Cg006G2137100	AL1G24160
OG0000521	Cg003G0877500, Cg003G0829700	AL233U10010, AL8G42560, AL2G37250
OG0000522	Cg008G2598200	AL6G11890
OG0000522	Cg005G1538400	AL5G36290
OG0000522	Cg004G1154500	AL3G20680
OG0000523	Cg005G1739800, Cg005G1739700, Cg005G1739300	AL4G15440
OG0000523	Cg001G0086500	AL7G20340
OG0000524	Cg003G0755700	AL6G46340
OG0000524	Cg003G0755600, Cg003G0755500	AL6G46460
OG0000525	Cg005G1498900	AL4G42180
OG0000526	Cg008G2751600	AL6G30020, AL6G30040
OG0000526	Cg008G2751500	AL6G30000
OG0000529	Cg007G2309800	AL2G17780
OG0000529	Cg005G1616800	AL4G26790
OG0000529	Cg005G1629800	AL4G25050, AL4G25170
OG0000531	Cg008G2807300, Cg008G2806900	AL6G36840
OG0000534	Cg006G1867500, Cg006G1867300, Cg006G1867400, Cg006G1867100, Cg006G1867800, Cg005G1727000	AL2G25930, AL2G25940, nbis-gene-616
OG0000535	Cg006G2037200	AL8G18810, AL8G18840
OG0000535	Cg002G0443600	AL5G39770
OG0000535	Cg002G0443700	AL5G39760
OG0000536	Cg007G2348700, Cg001G0329500	AL7G45750
OG0000536	Cg001G0329600	nbis-gene-1900
OG0000536	Cg003G0746800	AL6G47660
OG0000537	Cg004G1142700	AL3G19190
OG0000537	Cg008G2881500	AL8G20800
OG0000539	Cg005G1642100	AL41U10060
OG0000539	Cg005G1640600	AL4G23920
OG0000540	Cg005G1622400	AL4G26160
OG0000542	Cg006G2159400	AL1G21210
OG0000542	Cg007G2309500	AL2G16950
OG0000542	Cg007G2470000	AL2G29200
OG0000543	Cg008G2954100	AL65U10050, AL8G14290, AL65U10030
OG0000543	Cg008G2953600	AL8G14220
OG0000543	Cg008G2953900	AL8G14280, AL65U10040
OG0000546	Cg008G2605100	AL6G12720
OG0000547	Cg005G1493600	AL4G42410
OG0000547	Cg005G1493700	AL4G42400
OG0000548	Cg005G1754100	nbis-gene-957
OG0000549	Cg005G1602400	AL4G28610, AL4G28630, AL348U10020
OG0000549	Cg005G1602500	AL4G28600
OG0000552	Cg002G0442400	AL5G39900
OG0000553	Cg004G1319500	AL3G40600
OG0000553	Cg008G2867400, Cg008G2851700	AL8G21870
OG0000553	Cg004G1135200	AL3G18350
OG0000554	Cg003G0748800, Cg003G0748900	AL6G47410, AL6G47440, AL6G47420
OG0000555	Cg002G0524800	nbis-gene-1429
OG0000556	Cg007G2282000	AL2G13690
OG0000556	Cg007G2282800, Cg007G2282200, Cg007G2282100	AL2G13700, AL3G48150, AL2G14040, AL2G14030
OG0000557	Cg005G1759000	AL4G12650
OG0000557	Cg005G1759500	AL4G12610
OG0000557	Cg005G1759100	AL4G12560, AL4G12620
OG0000561	Cg001G0361600	AL7G51160
OG0000561	Cg002G0623100	AL5G19440
OG0000561	Cg008G2719500	AL6G26340
OG0000562	Cg005G1666300	AL4G22860
OG0000562	Cg008G2782500	AL6G33460
OG0000563	Cg005G1622000, Cg002G0407100	AL5G45000
OG0000563	Cg006G2032000	AL1G37200
OG0000564	Cg009G2987700, Cg008G2887400	AL5G43340
OG0000564	Cg005G1472300	AL8G20020
OG0000565	Cg006G2147600	AL1G22690
OG0000566	Cg008G2922600	AL1G67500, AL2G21150, AL2G21170, AL2G21190
OG0000566	Cg008G2922700	AL2G21220
OG0000568	Cg005G1487500	AL4G43180
OG0000569	Cg003G1056500	AL8G44100
OG0000569	Cg002G0527400	nbis-gene-1338
OG0000569	Cg008G2627200	nbis-gene-1469
OG0000570	Cg003G0982700, Cg003G0986400, Cg003G0982800	AL8G35420, AL8G35160, AL4G20500, AL8G35690
OG0000571	Cg004G1153500	AL2G28800
OG0000572	Cg008G2913100	AL8G19550, AL387U10010, AL8G19500
OG0000573	Cg003G0860600, Cg003G0737400	AL6G48720, AL6G48730
OG0000578	Cg008G2839600	AL5G18370, AL584U10010
OG0000579	Cg004G1082100	AL3G11310
OG0000580	Cg005G1618900	nbis-gene-1049
OG0000581	Cg008G2768400	AL1G47530, AL1G47540, AL6G31890, AL6G31900
OG0000582	Cg002G0587100	AL5G22680
OG0000582	Cg002G0587000	AL5G22710, AL5G22700
OG0000583	Cg006G1800700	AL1G62050
OG0000583	Cg007G2556600	AL2G38970
OG0000583	Cg004G1209700	AL3G27100
OG0000584	Cg007G2288800	AL2G14670
OG0000584	Cg006G1880800, Cg008G2909200	AL1G51580
OG0000585	Cg002G0459200, Cg002G0459400, Cg002G0459000, Cg002G0458800, Cg002G0459300, Cg002G0459100, Cg002G0458900, Cg002G0459500, Cg002G0458700	AL5G37900, AL5G26620
OG0000587	Cg006G2058800	AL1G33790
OG0000588	Cg005G1638900	AL4G24180, AL4G24070
OG0000588	Cg005G1639200, Cg005G1639100	AL4G24060
OG0000589	Cg003G0940500	AL8G30740
OG0000589	Cg008G2765300	AL6G31560
OG0000590	Cg001G0359300	AL7G51380
OG0000590	Cg001G0358700	AL7G51400
OG0000591	Cg007G2435900	AL2G25270
OG0000591	Cg001G0135900	AL7G26150
OG0000591	Cg003G0943100	AL8G31010
OG0000592	Cg007G2556700	AL2G38980
OG0000592	Cg001G0127500	AL7G25220
OG0000593	Cg007G2550300	AL2G38210
OG0000593	Cg006G1904600, Cg004G1253200	AL3G32090, AL1G50900
OG0000594	Cg001G0364600	AL7G23050
OG0000595	Cg006G1854400, Cg006G1854500	AL2G15580
OG0000595	Cg007G2511900	AL2G34000
OG0000596	Cg005G1743600	AL4G14450, AL4G14430, AL4G14420
OG0000596	Cg002G0669900	AL5G14430
OG0000597	Cg001G0269900, Cg002G0538700, Cg001G0269700	AL7G42080
OG0000598	Cg001G0049800	AL4G22950
OG0000598	Cg003G0786400	AL7G16090, AL7G16100
OG0000599	Cg001G0010300	AL7G11160
OG0000600	Cg006G2238000	AL1G12220
OG0000600	Cg008G2826000	AL6G39140
OG0000601	Cg007G2313300	nbis-gene-1139
OG0000601	Cg005G1511900, Cg006G2162600	AL5G39070
OG0000602	Cg004G1130800	AL3G17760
OG0000602	Cg001G0075300	AL7G19070
OG0000603	Cg001G0250900	AL7G39860, AL7G39890
OG0000604	Cg001G0387500	AL7G47910
OG0000604	Cg001G0145900, Cg003G0909500	AL7G27300
OG0000605	Cg014G3040700, Cg003G0714900, Cg014G3040600, Cg003G0715000	AL6G51580, AL6G51520, AL6G51550
OG0000606	Cg008G2957800	AL8G14320, AL8G14370, AL8G14230
OG0000609	Cg004G1405600	AL3G49920
OG0000609	Cg004G1405800	AL3G49930
OG0000613	Cg002G0494900	AL5G34110
OG0000613	Cg004G1157600	AL3G21070
OG0000613	Cg008G2604600	AL6G12670
OG0000615	Cg001G0254900	AL8G20190, AL7G40260
OG0000615	Cg007G2324700	AL5G19180
OG0000616	Cg001G0091900	AL7G20970
OG0000616	Cg006G2071400	AL1G32000
OG0000617	Cg008G2630600	AL6G15780
OG0000617	Cg008G2630800	nbis-gene-1474
OG0000617	Cg008G2630700, Cg005G1669000	nbis-gene-1473
OG0000618	Cg008G2585500	AL6G10280
OG0000618	Cg004G1177500	AL3G23300
OG0000620	Cg001G0285200	AL9U10470, AL9U10450
OG0000620	Cg008G2948100	AL90U10010
OG0000620	Cg008G2948200	AL8G15000
OG0000621	Cg002G0447400	AL5G39350
OG0000621	Cg002G0447700	AL5G39330
OG0000621	Cg002G0447300	AL5G39360
OG0000623	Cg004G1416200	AL3G51150
OG0000623	Cg002G0516500	AL5G31610
OG0000623	Cg001G0038700	AL7G14910
OG0000624	Cg005G1492000	nbis-gene-1153, nbis-gene-1154, AL4G42570
OG0000624	Cg005G1492100	nbis-gene-1155
OG0000625	Cg004G1193700	AL3G25200, AL3G25180
OG0000626	Cg006G2132700	AL1G24740
OG0000627	Cg007G2303100, Cg007G2303000	AL2G16180
OG0000628	Cg008G2868500	nbis-gene-1720, nbis-gene-1719
OG0000628	Cg001G0063400, Cg001G0063500	AL7G17610
OG0000635	Cg003G0998100	AL8G37360
OG0000635	Cg006G2183300, Cg006G2183400	AL1G18450
OG0000636	Cg003G0989100	AL8G36400
OG0000636	Cg001G0278600	AL5G18160, nbis-gene-66
OG0000637	Cg002G0568900	AL5G24770
OG0000637	Cg003G0989000	AL8G36390
OG0000637	Cg002G0490200	AL5G34560
OG0000638	Cg003G0988800	AL8G36370
OG0000638	Cg002G0568800	AL5G24780
OG0000638	Cg002G0568700	AL5G24800
OG0000639	Cg002G0414400	AL5G43990
OG0000639	Cg005G1466800	AL4G45540
OG0000640	Cg001G0109100	nbis-gene-1003, nbis-gene-938, nbis-gene-1614, nbis-gene-1613, nbis-gene-1758
OG0000641	Cg003G0955100	AL8G32420
OG0000641	Cg004G1435200	AL3G48480
OG0000642	Cg005G1464800	AL2G13970
OG0000642	Cg005G1464900	AL4G45730
OG0000643	Cg008G2601200	AL6G12250
OG0000646	Cg002G0492500	AL5G34340
OG0000646	Cg005G1561900	AL4G33540
OG0000648	Cg004G1151100	AL3G20190, AL9U10500
OG0000649	Cg006G2084600	AL1G30460
OG0000649	Cg006G1846700	AL1G55290
OG0000649	Cg004G1246700	AL3G31280
OG0000650	Cg004G1256000	AL3G32400
OG0000650	Cg004G1394700	AL3G47670
OG0000650	Cg001G0061800	AL7G17420
OG0000652	Cg004G1092500	AL3G12650, AL3G12680
OG0000652	Cg008G2733700	AL6G27990, AL6G27980, AL6G28000
OG0000653	Cg002G0402200, Cg005G1453100	AL4G47190
OG0000655	Cg004G1208000, Cg005G1588600, Cg006G1974500	AL3G26940, AL1G43840
OG0000656	Cg002G0680000	AL5G12890
OG0000656	Cg006G2123600	AL1G25880
OG0000658	Cg008G2790800, Cg008G2790600	AL6G34620, AL6G34630, AL6G34610
OG0000660	Cg003G0949100	nbis-gene-2145
OG0000660	Cg003G0949000	AL6G36660
OG0000661	Cg005G1453700	AL4G47130
OG0000661	Cg006G2238400	AL1G12180
OG0000661	Cg003G0720700, Cg014G3034900	AL6G50790
OG0000662	Cg008G2616700, Cg008G2616000	AL1G38860, AL1G38800, AL1G38680
OG0000663	Cg006G2080200	AL1G30980
OG0000663	Cg007G2511500	AL2G33960, AL2G33940
OG0000664	Cg007G2268800	AL2G11650
OG0000664	Cg007G2269100	AL2G11640
