Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0011306	g19162	Aa_G277080.h1.t1
OG0011307	g41652	Aa_G184460.h1.t1
OG0011308	g2318	Aa_G265920.h1.t1
OG0011310	g2325	Aa_G393760.h1.t1
OG0011311	g2341	Aa_G402310.h1.t1
OG0011312	g11309	Aa_G13920.h1.t1
OG0011313	g11311	Aa_G13970.h1.t1
OG0011314	g2378	Aa_G211620.h1.t1
OG0011315	g2391	Aa_G395710.h1.t1
OG0011316	g19216	Aa_G668320.h1.t1
OG0011318	g19226	Aa_G153570.h1.t1
OG0011319	g28471	Aa_G54490.h1.t1
OG0011320	g941	Aa_G88230.h1.t1
OG0011321	g28442	Aa_G141130.h1.t1
OG0011322	g933	Aa_G231670.h1.t1
OG0011323	g28440	Aa_G82320.h1.t1
OG0011324	g28427	Aa_G372270.h1.t1
OG0011325	g41281	Aa_G134100.h1.t1
OG0011326	g41274	Aa_G206890.h1.t1
OG0011327	g24397	Aa_G139260.h1.t1
OG0011328	g6444	Aa_G385870.h1.t1
OG0011329	g11699, g6439	Aa_G284670.h1.t1
OG0011331	g11683	Aa_G76870.h1.t1
OG0011332	g6432	Aa_G76950.h1.t1
OG0011333	g6412	Aa_G77070.h1.t1
OG0011334	g6392	Aa_G183430.h1.t1
OG0011335	g13526	Aa_G183490.h1.t1
OG0011336	g6368	Aa_G40.h1.t1
OG0011337	g13529, g35823	Aa_G50.h1.t1
OG0011338	g6366	Aa_G290.h1.t1
OG0011339	g11630	Aa_G196610.h1.t1
OG0011340	g7478	Aa_G194440.h1.t1
OG0011341	g18051	Aa_G424330.h1.t1
OG0011342	g44963, g44955	Aa_G3680.h1.t1
OG0011343	g44952	Aa_G756430.h1.t1, Aa_G190960.h1.t1
OG0011344	g44929	Aa_G544030.h1.t1
OG0011345	g41727	Aa_G304710.h1.t1
OG0011346	g41644	Aa_G184430.h1.t1
OG0011347	g44887	Aa_G282870.h1.t1
OG0011348	g41628	Aa_G156880.h1.t1, Aa_G427670.h1.t1
OG0011349	g44872	Aa_G285650.h1.t1
OG0011350	g32239	Aa_G431820.h1.t1
OG0011351	g44871	Aa_G285660.h1.t1
OG0011352	g44863	Aa_G131710.h1.t1
OG0011353	g41575	Aa_G218560.h1.t1
OG0011354	g41556	Aa_G345350.h1.t1
OG0011355	g41547	Aa_G81870.h1.t1
OG0011357	g10241	Aa_G139090.h1.t1
OG0011358	g13759	Aa_G197330.h1.t1
OG0011359	g6028, g6077	Aa_G197310.h1.t1
OG0011360	g13983	Aa_G235650.h1.t1
OG0011361	g6022	Aa_G99980.h1.t1
OG0011362	g6020	Aa_G99930.h1.t1
OG0011363	g6012	Aa_G415520.h1.t1
OG0011365	g13954	Aa_G325950.h1.t1
OG0011366	g6000	Aa_G483690.h1.t1
OG0011367	g5996	Aa_G426600.h1.t1
OG0011368	g13937	Aa_G185810.h1.t1
OG0011369	g13934	Aa_G185800.h1.t1
OG0011371	g5976	Aa_G386790.h1.t1
OG0011373	g5958	Aa_G143450.h1.t1
OG0011374	g5954	Aa_G143490.h1.t1
OG0011375	g13809	Aa_G230190.h1.t1, Aa_G230210.h1.t1
OG0011376	g13895	Aa_G64080.h1.t1
OG0011377	g13811	Aa_G64090.h1.t1
OG0011378	g51980	Aa_G88380.h1.t1, Aa_G647720.h1.t1, Aa_G88390.h1.t1
OG0011379	g37374	Aa_G144220.h1.t1
OG0011380	g51960	Aa_G281400.h1.t1
OG0011381	g51958	Aa_G281380.h1.t1
OG0011382	g51956	Aa_G281360.h1.t1
OG0011383	g38144	Aa_G271680.h1.t1
OG0011384	g51881	Aa_G560380.h1.t1
OG0011385	g37356	Aa_G268080.h1.t1
OG0011386	g51869	Aa_G115360.h1.t1
OG0011387	g51843	Aa_G292260.h1.t1
OG0011388	g51841	Aa_G38350.h1.t1
OG0011389	g51800	Aa_G451090.h1.t1
OG0011390	g869	Aa_G247160.h1.t1
OG0011391	g38122	Aa_G509530.h1.t1
OG0011392	g38114	Aa_G444090.h1.t1
OG0011393	g51749	Aa_G444100.h1.t1
OG0011394	g37306	Aa_G216860.h1.t1
OG0011395	g37301	Aa_G486520.h1.t1
OG0011396	g45729	Aa_G539730.h1.t1
OG0011397	g46655	Aa_G370830.h1.t1
OG0011399	g36793	Aa_G363330.h1.t1
OG0011401	g51715, g37271	Aa_G542800.h1.t1
OG0011402	g6352	Aa_G196690.h1.t1
OG0011403	g51703	Aa_G172170.h1.t1
OG0011404	g51693	Aa_G150750.h1.t1
OG0011405	g37248	Aa_G150760.h1.t1, Aa_G140390.h1.t1, Aa_G138320.h1.t1
OG0011406	g51690	Aa_G150830.h1.t1, Aa_G152840.h1.t1, Aa_G73180.h1.t1
OG0011408	g37226	Aa_G487710.h1.t1
OG0011409	g37222, g51648	Aa_G197140.h1.t1
OG0011410	g38069	Aa_G30000.h1.t1
OG0011411	g37197	Aa_G457130.h1.t1
OG0011412	g38053	Aa_G135680.h1.t1
OG0011413	g40420	Aa_G337940.h1.t1
OG0011414	g16068	Aa_G320560.h1.t1
OG0011415	g25578	Aa_G257120.h1.t1
OG0011416	g25566	Aa_G257090.h1.t1
OG0011417	g25558	Aa_G257050.h1.t1
OG0011418	g45144	Aa_G35130.h1.t1
OG0011419	g45142	Aa_G35220.h1.t1
OG0011420	g45141	Aa_G35250.h1.t1
OG0011421	g40390	Aa_G225610.h1.t1
OG0011422	g40386	Aa_G225560.h1.t1
OG0011423	g40401	Aa_G35020.h1.t1
OG0011424	g50853	Aa_G10130.h1.t1
OG0011425	g50854	Aa_G10120.h1.t1
OG0011426	g50867	Aa_G50360.h1.t1
OG0011427	g50878, g38523	Aa_G666740.h1.t1
OG0011428	g50881	Aa_G279270.h1.t1
OG0011429	g50890	Aa_G100250.h1.t1
OG0011431	g50907, g36917	Aa_G428730.h1.t1
OG0011432	g36900	Aa_G11880.h1.t1
OG0011433	g38391	Aa_G641110.h1.t1
OG0011434	g38333	Aa_G87300.h1.t1
OG0011435	g38332	Aa_G87280.h1.t1
OG0011436	g38337, g51036	Aa_G373680.h1.t1
OG0011437	g38349	Aa_G393120.h1.t1
OG0011438	g38383	Aa_G310070.h1.t1
OG0011439	g50411, g27625	Aa_G181360.h1.t1
OG0011440	g27626	Aa_G61860.h1.t1
OG0011441	g53740	Aa_G54780.h1.t1
OG0011442	g53850	Aa_G27690.h1.t1
OG0011443	g1258	Aa_G82650.h1.t1
OG0011444	g35950, g53898	Aa_G82640.h1.t1
OG0011445	g35910	Aa_G239590.h1.t1
OG0011446	g4980, g35928	Aa_G471240.h1.t1
OG0011447	g16925	Aa_G395080.h1.t1
OG0011448	g32891	Aa_G368900.h1.t1
OG0011449	g50757	Aa_G507040.h1.t1
OG0011451	g32765	Aa_G376990.h1.t1
OG0011452	g32738	Aa_G310760.h1.t1
OG0011453	g32705, g50716	Aa_G433810.h1.t1
OG0011454	g32692	Aa_G260310.h1.t1
OG0011455	g32678	Aa_G300860.h1.t1
OG0011456	g50702	Aa_G124930.h1.t1
OG0011457	g40268	Aa_G71380.h1.t1
OG0011458	g40211	Aa_G151190.h1.t1
OG0011459	g25918, g40237	Aa_G97620.h1.t1
OG0011460	g40243	Aa_G61110.h1.t1
OG0011461	g25839	Aa_G294830.h1.t1
OG0011462	g40311	Aa_G273600.h1.t1
OG0011463	g40325	Aa_G558810.h1.t1
OG0011464	g40332	Aa_G107470.h1.t1
OG0011465	g42686	Aa_G689120.h1.t1
OG0011466	g40349	Aa_G573290.h1.t1
OG0011467	g40369	Aa_G39340.h1.t1
OG0011469	g4892	Aa_G120330.h1.t1
OG0011470	g29095	Aa_G128850.h1.t1
OG0011471	g41433	Aa_G255520.h1.t1
OG0011472	g29107	Aa_G846190.h1.t1
OG0011474	g4803	Aa_G146580.h1.t1
OG0011475	g10136	Aa_G26120.h1.t1
OG0011476	g10146	Aa_G502220.h1.t1
OG0011477	g10150	Aa_G430210.h1.t1
OG0011478	g4769	Aa_G251110.h1.t1
OG0011479	g4770	Aa_G251120.h1.t1
OG0011480	g4715	Aa_G251200.h1.t1
OG0011481	g10165	Aa_G224570.h1.t1
OG0011482	g13869	Aa_G513420.h1.t1
OG0011483	g5929	Aa_G166580.h1.t1
OG0011484	g5920	Aa_G166550.h1.t1
OG0011485	g5909	Aa_G422280.h1.t1
OG0011486	g28320	Aa_G498090.h1.t1
OG0011487	g5905	Aa_G194830.h1.t1
OG0011489	g5901	Aa_G194730.h1.t1
OG0011490	g13845	Aa_G627450.h1.t1
OG0011491	g13839	Aa_G505070.h1.t1
OG0011492	g37778	Aa_G13250.h1.t1
OG0011493	g52162	Aa_G13210.h1.t1
OG0011494	g37777	Aa_G13170.h1.t1
OG0011495	g22970	Aa_G13060.h1.t1
OG0011496	g37751	Aa_G206240.h1.t1
OG0011497	g37745	Aa_G206100.h1.t1
OG0011498	g50830	Aa_G241210.h1.t1
OG0011499	g37732	Aa_G731290.h1.t1
OG0011500	g37726	Aa_G226150.h1.t1
OG0011501	g50824	Aa_G226120.h1.t1
OG0011502	g50820	Aa_G226070.h1.t1
OG0011503	g37715	Aa_G453070.h1.t1
OG0011504	g37705	Aa_G177980.h1.t1
OG0011505	g37695	Aa_G462260.h1.t1
OG0011506	g50792	Aa_G332690.h1.t1
OG0011507	g37673, g50786	Aa_G332590.h1.t1
OG0011508	g38247	Aa_G381110.h1.t1
OG0011510	g52288	Aa_G17090.h1.t1
OG0011511	g52285	Aa_G17110.h1.t1
OG0011512	g52278	Aa_G17200.h1.t1
OG0011513	g37618	Aa_G15980.h1.t1
OG0011514	g37612	Aa_G16210.h1.t1
OG0011515	g37606	Aa_G289610.h1.t1
OG0011516	g52184	Aa_G265080.h1.t1
OG0011517	g52169	Aa_G265200.h1.t1
OG0011518	g52148	Aa_G360530.h1.t1
OG0011519	g52146	Aa_G360560.h1.t1
OG0011521	g52129	Aa_G445390.h1.t1
OG0011522	g37491	Aa_G401450.h1.t1
OG0011523	g38206	Aa_G401460.h1.t1
OG0011524	g52106	Aa_G401550.h1.t1
OG0011525	g37486	Aa_G401560.h1.t1
OG0011526	g38203	Aa_G437450.h1.t1
OG0011527	g52095	Aa_G280610.h1.t1
OG0011528	g37475	Aa_G450740.h1.t1
OG0011529	g37472	Aa_G450770.h1.t1
OG0011530	g5931	Aa_G440820.h1.t1, Aa_G344700.h1.t1
OG0011531	g52079, g48947	Aa_G374610.h1.t1
OG0011532	g37436	Aa_G67390.h1.t1
OG0011533	g52027	Aa_G67330.h1.t1
OG0011534	g38168	Aa_G57010.h1.t1
OG0011535	g37405	Aa_G145780.h1.t1
OG0011537	g52006, g37412	Aa_G422450.h1.t1
OG0011538	g52001	Aa_G546850.h1.t1
OG0011539	g38166	Aa_G188350.h1.t1
OG0011540	g37397	Aa_G188380.h1.t1
OG0011541	g37394	Aa_G188390.h1.t1
OG0011542	g51996	Aa_G188440.h1.t1
OG0011543	g37389	Aa_G188510.h1.t1
OG0011544	g10871, g40699	Aa_G162940.h1.t1
OG0011545	g10872	Aa_G315540.h1.t1
OG0011546	g10873	Aa_G315550.h1.t1
OG0011547	g10882	Aa_G315580.h1.t1
OG0011548	g10900	Aa_G213810.h1.t1
OG0011549	g12703	Aa_G14770.h1.t1
OG0011550	g7918	Aa_G14670.h1.t1
OG0011551	g7917	Aa_G14660.h1.t1
OG0011552	g12743, g12694	Aa_G14560.h1.t1
OG0011553	g7897	Aa_G71670.h1.t1
OG0011554	g7883	Aa_G14970.h1.t1, Aa_G14960.h1.t1, Aa_G14950.h1.t1, Aa_G71550.h1.t1
OG0011555	g7856	Aa_G250350.h1.t1
OG0011556	g7834, g12657	Aa_G111690.h1.t1
OG0011557	g12766	Aa_G181660.h1.t1
OG0011557	g12654	Aa_G267930.h1.t1
OG0011558	g7818	Aa_G44930.h1.t1
OG0011559	g12781	Aa_G44990.h1.t1
OG0011560	g7810	Aa_G45080.h1.t1
OG0011561	g12620	Aa_G438170.h1.t1
OG0011562	g7795	Aa_G618740.h1.t1
OG0011563	g12796	Aa_G96500.h1.t1, Aa_G217230.h1.t1
OG0011564	g12795	Aa_G217280.h1.t1
OG0011565	g7781	Aa_G526040.h1.t1
OG0011566	g7772, g7763	Aa_G304900.h1.t1
OG0011567	g7746	Aa_G4350.h1.t1
OG0011568	g12591	Aa_G4380.h1.t1
OG0011569	g7740	Aa_G4510.h1.t1
OG0011571	g7714	Aa_G4980.h1.t1, Aa_G4970.h1.t1
OG0011572	g12861	Aa_G75590.h1.t1
OG0011573	g12873	Aa_G51030.h1.t1
OG0011574	g12536	Aa_G51110.h1.t1
OG0011575	g12877	Aa_G51130.h1.t1
OG0011576	g44763	Aa_G626590.h1.t1
OG0011577	g12523	Aa_G269330.h1.t1
OG0011579	g7651	Aa_G47790.h1.t1
OG0011580	g7642	Aa_G49950.h1.t1
OG0011581	g7624	Aa_G47080.h1.t1
OG0011582	g12466	Aa_G47010.h1.t1
OG0011583	g7621	Aa_G47900.h1.t1
OG0011584	g7324, g7615	Aa_G47820.h1.t1
OG0011585	g7604, g12449	Aa_G78710.h1.t1
OG0011586	g7553	Aa_G301980.h1.t1
OG0011587	g12420	Aa_G302050.h1.t1
OG0011588	g13000	Aa_G24330.h1.t1
OG0011589	g7536, g13001	Aa_G24310.h1.t1
OG0011590	g7524, g13011	Aa_G24150.h1.t1
OG0011591	g13028	Aa_G643950.h1.t1
OG0011592	g12402	Aa_G403680.h1.t1
OG0011593	g7493	Aa_G403560.h1.t1
OG0011594	g7490	Aa_G403530.h1.t1
OG0011595	g13058, g12396	Aa_G34720.h1.t1
OG0011597	g7460, g13064	Aa_G34460.h1.t1
OG0011598	g7457	Aa_G324470.h1.t1
OG0011599	g13071	Aa_G648960.h1.t1
OG0011600	g13073	Aa_G419570.h1.t1
OG0011601	g13081, g7440	Aa_G419520.h1.t1
OG0011602	g7433	Aa_G586950.h1.t1, Aa_G586930.h1.t1
OG0011603	g12362	Aa_G137090.h1.t1
OG0011604	g12358	Aa_G137010.h1.t1
OG0011605	g7401	Aa_G710110.h1.t1
OG0011607	g13115, g7387	Aa_G285230.h1.t1
OG0011608	g7375	Aa_G216070.h1.t1
OG0011609	g12315	Aa_G695020.h1.t1
OG0011610	g7346	Aa_G5530.h1.t1
OG0011611	g12301	Aa_G5510.h1.t1
OG0011612	g7342	Aa_G5450.h1.t1
OG0011613	g7332	Aa_G5310.h1.t1
OG0011615	g7320	Aa_G40640.h1.t1
OG0011616	g7312	Aa_G40480.h1.t1
OG0011617	g7308	Aa_G40400.h1.t1
OG0011618	g7300	Aa_G40250.h1.t1
OG0011620	g12258	Aa_G720260.h1.t1
OG0011622	g13158	Aa_G374020.h1.t1
OG0011623	g7255	Aa_G373960.h1.t1
OG0011624	g12246	Aa_G373940.h1.t1
OG0011625	g7209	Aa_G614370.h1.t1, Aa_G643060.h1.t1
OG0011626	g45834	Aa_G221980.h1.t1
OG0011628	g7185	Aa_G458800.h1.t1
OG0011629	g12191	Aa_G56330.h1.t1
OG0011630	g7165	Aa_G56280.h1.t1
OG0011631	g12176	Aa_G559440.h1.t1
OG0011632	g12166	Aa_G140360.h1.t1
OG0011633	g7135	Aa_G1430.h1.t1
OG0011634	g7131	Aa_G1350.h1.t1
OG0011635	g7120	Aa_G1240.h1.t1
OG0011636	g7112	Aa_G1110.h1.t1
OG0011637	g7100	Aa_G443920.h1.t1
OG0011638	g12134	Aa_G424030.h1.t1
OG0011640	g7058	Aa_G32240.h1.t1
OG0011643	g7033, g7029	Aa_G223440.h1.t1
OG0011644	g7015	Aa_G532810.h1.t1
OG0011645	g6989	Aa_G418180.h1.t1
OG0011646	g12064	Aa_G20500.h1.t1
OG0011647	g12037	Aa_G682980.h1.t1
OG0011648	g6913	Aa_G176950.h1.t1
OG0011649	g12018	Aa_G549500.h1.t1
OG0011650	g6889	Aa_G549440.h1.t1
OG0011651	g12014	Aa_G601170.h1.t1
OG0011652	g12010	Aa_G82040.h1.t1
OG0011653	g12008, g6880	Aa_G213270.h1.t1
OG0011654	g12003	Aa_G104750.h1.t1
OG0011655	g6861	Aa_G104650.h1.t1
OG0011656	g13317, g11993	Aa_G959280.h1.t1, Aa_G772130.h1.t1
OG0011658	g10802	Aa_G251520.h1.t1
OG0011659	g6847	Aa_G342920.h1.t1
OG0011660	g6846	Aa_G342930.h1.t1
OG0011661	g6822	Aa_G240040.h1.t1
OG0011662	g13336	Aa_G611850.h1.t1
OG0011663	g13339	Aa_G20210.h1.t1
OG0011664	g6779	Aa_G164560.h1.t1
OG0011665	g13351	Aa_G50750.h1.t1
OG0011666	g6743	Aa_G152420.h1.t1
OG0011667	g6740	Aa_G242950.h1.t1
OG0011669	g6684	Aa_G430410.h1.t1
OG0011670	g11874, g6682	Aa_G497640.h1.t1
OG0011671	g41242	Aa_G338550.h1.t1
OG0011672	g46690	Aa_G169310.h1.t1
OG0011673	g16889	Aa_G169330.h1.t1
OG0011674	g46700	Aa_G245500.h1.t1
OG0011675	g46701	Aa_G245540.h1.t1
OG0011676	g46702	Aa_G245560.h1.t1
OG0011677	g46724	Aa_G365240.h1.t1
OG0011678	g18085	Aa_G365190.h1.t1
OG0011679	g46732	Aa_G421550.h1.t1
OG0011680	g46735	Aa_G110020.h1.t1, Aa_G575750.h1.t1
OG0011681	g46741	Aa_G110120.h1.t1
OG0011682	g46777	Aa_G336550.h1.t1
OG0011683	g16743	Aa_G36190.h1.t1
OG0011684	g46834	Aa_G267710.h1.t1, Aa_G456700.h1.t1
OG0011685	g16734	Aa_G331440.h1.t1
OG0011686	g10300	Aa_G103480.h1.t1
OG0011687	g6509	Aa_G92490.h1.t1
OG0011688	g6521	Aa_G293390.h1.t1
OG0011689	g6524	Aa_G293340.h1.t1
OG0011690	g6544	Aa_G460870.h1.t1
OG0011691	g6547	Aa_G312950.h2.t1, Aa_G312950.h3.t1, Aa_G312950.h1.t1
OG0011692	g13703, g6145	Aa_G81680.h1.t1
OG0011693	g13453	Aa_G391650.h1.t1
OG0011694	g6556	Aa_G277220.h1.t1
OG0011695	g13447	Aa_G51860.h1.t1
OG0011696	g6560	Aa_G51890.h1.t1
OG0011697	g6597	Aa_G117960.h1.t1, Aa_G619260.h1.t1
OG0011698	g6582, g11818	Aa_G212410.h1.t1
OG0011699	g44994	Aa_G211020.h1.t1
OG0011700	g13415	Aa_G198890.h1.t1
OG0011701	g11836	Aa_G603110.h1.t1
OG0011702	g13400	Aa_G455820.h1.t1
OG0011703	g6635	Aa_G171710.h1.t1
OG0011704	g11861	Aa_G171780.h1.t1
OG0011705	g32194	Aa_G596270.h1.t1
OG0011706	g23408	Aa_G659200.h1.t1
OG0011707	g23420	Aa_G279940.h1.t1
OG0011708	g47730	Aa_G450140.h1.t1
OG0011710	g41881	Aa_G633550.h1.t1, Aa_G214920.h1.t1
OG0011711	g18052	Aa_G288130.h1.t1
OG0011712	g45040	Aa_G387700.h1.t1
OG0011713	g45039	Aa_G387710.h1.t1
OG0011714	g45128	Aa_G407540.h1.t1, Aa_G404420.h1.t1
OG0011715	g45087	Aa_G474730.h1.t1
OG0011716	g43836	Aa_G62080.h1.t1
OG0011717	g1685	Aa_G256300.h1.t1
OG0011718	g1691	Aa_G316170.h1.t1
OG0011719	g43906	Aa_G316120.h1.t1
OG0011720	g41128	Aa_G252540.h1.t1
OG0011721	g4896, g29081	Aa_G83670.h1.t1
OG0011722	g29069, g4912	Aa_G33720.h1.t1
OG0011723	g29063	Aa_G372460.h1.t1
OG0011724	g29044	Aa_G276260.h1.t1, Aa_G64510.h1.t1
OG0011725	g41475	Aa_G416170.h1.t1
OG0011726	g4729, g10168	Aa_G544530.h1.t1
OG0011727	g4746	Aa_G577950.h1.t1
OG0011728	g10193	Aa_G619010.h1.t1
OG0011729	g18498	Aa_G649900.h1.t1
OG0011730	g2412	Aa_G608140.h1.t1
OG0011731	g11330	Aa_G478770.h1.t1
OG0011733	g2427	Aa_G300350.h1.t1
OG0011734	g2432	Aa_G300280.h1.t1
OG0011736	g2437	Aa_G300240.h1.t1
OG0011737	g11338	Aa_G87940.h1.t1
OG0011739	g16765	Aa_G541530.h1.t1, Aa_G184960.h1.t1
OG0011740	g2461	Aa_G178570.h1.t1
OG0011742	g2470	Aa_G122840.h1.t1
OG0011743	g19307	Aa_G122830.h1.t1
OG0011744	g49275	Aa_G106310.h1.t1
OG0011746	g49297	Aa_G94560.h1.t1
OG0011747	g26863	Aa_G94420.h1.t1
OG0011748	g26871	Aa_G130230.h1.t1, Aa_G130220.h1.t1
OG0011749	g26872	Aa_G105790.h1.t1
OG0011750	g26873	Aa_G105800.h1.t1
OG0011751	g49320	Aa_G105820.h1.t1
OG0011752	g49322	Aa_G105850.h1.t1
OG0011753	g49325	Aa_G105860.h1.t1
OG0011754	g30749	Aa_G325210.h1.t1
OG0011755	g49335	Aa_G325180.h1.t1
OG0011756	g49337, g30758	Aa_G325160.h1.t1
OG0011757	g30760	Aa_G290710.h1.t1
OG0011758	g49356	Aa_G211780.h1.t1
OG0011759	g49368	Aa_G6360.h1.t1
OG0011760	g49376	Aa_G6400.h1.t1
OG0011761	g30780	Aa_G6550.h1.t1
OG0011762	g49383	Aa_G6570.h1.t1
OG0011763	g49386	Aa_G6600.h1.t1
OG0011764	g25022	Aa_G575110.h1.t1
OG0011765	g30803	Aa_G6960.h1.t1
OG0011766	g49405	Aa_G358050.h1.t1
OG0011767	g49423	Aa_G134820.h1.t1
OG0011768	g49429	Aa_G134650.h1.t1
OG0011769	g30840	Aa_G134640.h1.t1
OG0011770	g30864	Aa_G341230.h1.t1
OG0011772	g30870	Aa_G38730.h1.t1
OG0011775	g26945	Aa_G477710.h1.t1
OG0011776	g49465	Aa_G217750.h1.t1
OG0011777	g30900	Aa_G217770.h1.t1
OG0011778	g26949, g30897	Aa_G286240.h1.t1
OG0011779	g49497	Aa_G79290.h1.t1
OG0011780	g30933	Aa_G79340.h1.t1
OG0011781	g49505	Aa_G79440.h1.t1
OG0011782	g49507	Aa_G219930.h1.t1
OG0011783	g30953	Aa_G220720.h1.t1
OG0011784	g30964, g49524	Aa_G139990.h1.t1
OG0011785	g26972, g49540	Aa_G22980.h1.t1
OG0011786	g49545	Aa_G22840.h1.t1
OG0011787	g31001	Aa_G22800.h1.t1
OG0011788	g26986	Aa_G22630.h1.t1
OG0011789	g31040	Aa_G429810.h1.t1
OG0011790	g26996	Aa_G441400.h1.t1
OG0011791	g47507	Aa_G763490.h1.t1
OG0011792	g31051	Aa_G182190.h1.t1
OG0011793	g31058	Aa_G275800.h1.t1
OG0011794	g27014	Aa_G90690.h1.t1, Aa_G558400.h1.t1
OG0011795	g31096	Aa_G345320.h1.t1
OG0011796	g11675	Aa_G76930.h1.t1
OG0011797	g49606	Aa_G369450.h1.t1
OG0011798	g49676	Aa_G442700.h1.t1, Aa_G442700.h2.t1
OG0011799	g31125	Aa_G442630.h1.t1
OG0011800	g31133	Aa_G80860.h1.t1
OG0011801	g41208	Aa_G247200.h1.t1
OG0011802	g31136	Aa_G80780.h1.t1
OG0011803	g31139	Aa_G80710.h1.t1
OG0011804	g49655	Aa_G80680.h1.t1
OG0011805	g31151	Aa_G19330.h1.t1
OG0011806	g31161	Aa_G19160.h1.t1
OG0011807	g31227	Aa_G438890.h1.t1
OG0011808	g31168	Aa_G19060.h1.t1
OG0011809	g31182	Aa_G194040.h1.t1
OG0011810	g49625	Aa_G516480.h1.t1
OG0011811	g49623	Aa_G516460.h1.t1
OG0011812	g49699	Aa_G160890.h1.t1
OG0011813	g31224	Aa_G463930.h1.t1
OG0011814	g27103	Aa_G171340.h1.t1
OG0011815	g31257	Aa_G427930.h1.t1
OG0011816	g17105	Aa_G512210.h1.t1
OG0011817	g27126	Aa_G377560.h1.t1
OG0011818	g31284	Aa_G43410.h1.t1
OG0011820	g31295	Aa_G457600.h1.t1
OG0011821	g27151	Aa_G89280.h1.t1
OG0011822	g31318	Aa_G688370.h1.t1
OG0011823	g49781	Aa_G338920.h1.t1
OG0011825	g31348	Aa_G418630.h1.t1
OG0011826	g31350	Aa_G298910.h1.t1
OG0011827	g31353	Aa_G298880.h1.t1
OG0011828	g27183	Aa_G298860.h1.t1
OG0011829	g31370	Aa_G193710.h1.t1
OG0011830	g31377	Aa_G246080.h1.t1
OG0011831	g31389	Aa_G10780.h1.t1
OG0011832	g27194	Aa_G291950.h1.t1, Aa_G291950.h2.t1
OG0011834	g49870	Aa_G584920.h1.t1
OG0011835	g31449	Aa_G164260.h1.t1
OG0011836	g31450	Aa_G164250.h1.t1
OG0011837	g31453	Aa_G630430.h1.t1
OG0011839	g31483	Aa_G118450.h1.t1
OG0011840	g31480	Aa_G437630.h1.t1
OG0011841	g49899	Aa_G569580.h1.t1
OG0011842	g31484	Aa_G30180.h1.t1
OG0011843	g49918	Aa_G242490.h1.t1
OG0011844	g49919	Aa_G676350.h1.t1
OG0011845	g31551	Aa_G777300.h1.t1
OG0011846	g49931, g31576	Aa_G121080.h1.t1
OG0011847	g31578	Aa_G121130.h1.t1
OG0011848	g31580	Aa_G121160.h1.t1
OG0011849	g31604	Aa_G112450.h1.t1, Aa_G132650.h1.t1
OG0011850	g49945	Aa_G355910.h1.t1
OG0011851	g31620	Aa_G140680.h1.t1
OG0011852	g27335, g27742, g31633	Aa_G179820.h1.t1
OG0011853	g27339, g31645	Aa_G65560.h1.t1
OG0011855	g49980	Aa_G103770.h1.t1
OG0011856	g31664	Aa_G103730.h1.t1
OG0011857	g49981	Aa_G131950.h1.t1
OG0011858	g31687	Aa_G349080.h1.t1
OG0011859	g49994	Aa_G349060.h1.t1
OG0011860	g31699	Aa_G631880.h1.t1
OG0011861	g31721	Aa_G278300.h1.t1
OG0011862	g27394	Aa_G80280.h1.t1
OG0011864	g31735	Aa_G535610.h1.t1
OG0011865	g31739	Aa_G557370.h1.t1
OG0011866	g50033	Aa_G379790.h1.t1
OG0011867	g50042, g31774	Aa_G132360.h1.t1
OG0011868	g31775, g27404	Aa_G132370.h1.t1
OG0011869	g31805	Aa_G308380.h1.t1
OG0011870	g31829	Aa_G407850.h1.t1
OG0011871	g31856, g50088	Aa_G323760.h1.t1
OG0011872	g31859	Aa_G93240.h1.t1
OG0011873	g31865	Aa_G93300.h1.t1, Aa_G93320.h1.t1
OG0011875	g31892	Aa_G266460.h1.t1
OG0011876	g50116	Aa_G266400.h1.t1
OG0011877	g27457	Aa_G612220.h1.t1
OG0011878	g31918	Aa_G622590.h1.t1
OG0011879	g50141	Aa_G622630.h1.t1
OG0011880	g27462, g31941	Aa_G148900.h1.t1
OG0011881	g27464	Aa_G148920.h1.t1
OG0011883	g27468	Aa_G546720.h1.t1
OG0011884	g27469	Aa_G546710.h1.t1
OG0011885	g31949	Aa_G334140.h1.t1
OG0011887	g32002, g50208	Aa_G454190.h1.t1
OG0011888	g27526	Aa_G372770.h1.t1
OG0011889	g24356, g2667	Aa_G49470.h1.t1
OG0011891	g38411	Aa_G312590.h1.t1
OG0011892	g27537	Aa_G121910.h1.t1
OG0011893	g50264	Aa_G399780.h1.t1
OG0011894	g45932, g44645	Aa_G149340.h1.t1
OG0011895	g25122	Aa_G280780.h1.t1
OG0011897	g4296	Aa_G142400.h1.t1
OG0011898	g45910	Aa_G56710.h1.t1
OG0011899	g45897	Aa_G232110.h1.t1
OG0011900	g45890	Aa_G214040.h1.t1
OG0011902	g45856	Aa_G101700.h1.t1
OG0011903	g45836	Aa_G222010.h1.t1
OG0011904	g32636	Aa_G167080.h1.t1
OG0011905	g38324	Aa_G35830.h1.t1
OG0011906	g40844	Aa_G167420.h1.t1, Aa_G316610.h1.t1
OG0011907	g44243	Aa_G274740.h1.t1
OG0011909	g44240	Aa_G357230.h1.t1
OG0011910	g44239	Aa_G357240.h1.t1, Aa_G202710.h1.t1
