Orthogroup	Euclidium_syriacum	Aethionema_saxatile
OG0011180	ESY5_g800_DN3_SP1_c0.t1	As007G161980
OG0011181	ESY11_g54882_DN3_SP0_c0.t1	As007G162040
OG0011182	ESY19_g42083_DN3_SP0_c0.t1	As010G228910, As007G162050
OG0011183	ESY5_g5506_DN3_SP1_c0.t1	As007G162290
OG0011184	ESY13_g58042_DN3_SP0_c0.t1	As007G162660
OG0011185	ESY17_g39188_DN2_SP0_c0.t1, ESY10_g15469_DN3_SP8_c0.t1	As007G163420
OG0011186	ESY13_g56744_DN3_SP0_c0.t1	As007G164450
OG0011190	ESY8_g60438_DN3_SP0_c0.t1, ESY8_g60436_DN3_SP0_c0.t1	As007G177660
OG0011191	ESY8_g59485_DN3_SP2_c9.t1	As007G178530
OG0011192	ESY8_g59534_DN3_SP6_c0.t1	As007G179170
OG0011193	ESY8_g59540_DN3_SP2_c0.t1	As007G179200
OG0011194	ESY8_g59636_DN3_SP8_c0.t1	As007G179860
OG0011195	ESY8_g59735_DN3_SP8_c0.t1	As007G180510
OG0011196	ESY8_g59768_DN3_SP4_c0.t1	As007G180640
OG0011197	ESY8_g59817_DN3_SP6_c0.t1	As007G180780
OG0011198	ESY8_g59905_DN3_SP8_c0.t1	As007G181920
OG0011200	ESY5_g2775_DN3_SP3_c0.t1	As008G183240
OG0011201	ESY5_g2759_DN3_SP2_c0.t1	As008G183300
OG0011202	ESY5_g2722_DN3_SP0_c0.t1	As008G183480
OG0011203	ESY5_g2689_DN3_SP0_c0.t1	As008G183680
OG0011204	ESY5_g3881_DN3_SP7_c0.t1, ESY7_g16201_DN3_SP0_c0.t1	As008G184380
OG0011205	ESY5_g3870_DN2_SP0_c0.t1	As008G184460
OG0011206	ESY5_g3821_DN3_SP0_c0.t1	As008G184710
OG0011207	ESY5_g3747_DN3_SP0_c10.t1	As008G185360
OG0011208	ESY5_g3723_DN3_SP2_c0.t1	As008G185590
OG0011209	ESY5_g3677_DN3_SP0_c0.t1	As008G185960
OG0011210	ESY2_g33933_DN3_SP0_c0.t1	As008G186660
OG0011211	ESY5_g3492_DN3_SP5_c0.t1	As008G187100
OG0011212	ESY5_g3454_DN3_SP0_c0.t1	As008G187310
OG0011213	ESY5_g3408_DN3_SP0_c0.t1, ESY5_g3409_DN3_SP2_c0.t1	As008G187780
OG0011214	ESY5_g3238_DN3_SP0_c0.t1	As008G188990
OG0011215	ESY16_g61515_DN3_SP8_c0.t1	As008G189180
OG0011217	ESY5_g3168_DN3_SP8_c0.t1	As008G189970
OG0011218	ESY4_g25346_DN3_SP7_c0.t1	As008G190130
OG0011219	ESY5_g3071_DN3_SP7_c0.t1, ESY5_g3072_DN3_SP1_c0.t1	As008G190880
OG0011222	ESY5_g4609_DN3_SP0_c0.t1	As008G193220
OG0011223	ESY5_g4682_DN3_SP0_c13.t1	As008G193720
OG0011224	ESY5_g4720_DN3_SP0_c0.t1	As008G194140
OG0011225	ESY5_g4727_DN3_SP5_c0.t1	As008G194180
OG0011226	ESY5_g4733_DN3_SP0_c0.t1	As008G194230
OG0011227	ESY5_g4740_DN3_SP8_c0.t1	As008G194260
OG0011228	ESY5_g4798_DN3_SP0_c0.t1	As008G194730
OG0011229	ESY7_g17962_DN3_SP0_c13.t1	As008G194810
OG0011230	ESY5_g4824_DN3_SP0_c0.t1	As008G194890
OG0011231	ESY5_g4794_DN1_SP0_c0.t1, ESY5_g4793_DN1_SP0_c0.t1, ESY5_g4958_DN3_SP2_c0.t1	As008G195880
OG0011232	ESY5_g4976_DN3_SP0_c0.t1, ESY5_g4975_DN3_SP0_c0.t1, ESY5_g4974_DN3_SP0_c0.t1	As008G196000
OG0011233	ESY5_g5089_DN3_SP8_c0.t1	As008G196730
OG0011234	ESY5_g5098_DN3_SP0_c0.t1	As008G196770
OG0011235	ESY5_g5108_DN3_SP8_c0.t1	As008G196830
OG0011236	ESY5_g5141_DN3_SP4_c0.t1	As008G196960
OG0011237	ESY20_g13353_DN3_SP0_c0.t1, ESY5_g5177_DN3_SP4_c0.t1	As008G197150
OG0011239	ESY5_g5214_DN3_SP8_c0.t1	As008G197300
OG0011240	ESY5_g5218_DN3_SP7_c0.t1	As008G197340
OG0011241	ESY5_g5283_DN3_SP4_c0.t1	As008G197580
OG0011243	ESY5_g5340_DN3_SP0_c10.t1	As008G197850
OG0011244	ESY5_g5347_DN3_SP8_c0.t1	As008G197920
OG0011245	ESY5_g5461_DN3_SP7_c0.t1	As008G198560
OG0011246	ESY5_g5556_DN3_SP0_c0.t1	As008G199400
OG0011247	ESY7_g17675_DN3_SP8_c0.t1, ESY8_g59759_DN2_SP0_c0.t1	As009G199810
OG0011248	ESY7_g17631_DN3_SP8_c0.t1	As009G200100
OG0011249	ESY7_g17648_DN3_SP0_c0.t1	As009G200210
OG0011250	ESY7_g17667_DN3_SP0_c0.t1	As009G200350
OG0011251	ESY7_g17568_DN3_SP3_c0.t1	As009G200440
OG0011252	ESY7_g17466_DN3_SP5_c0.t1	As009G201280
OG0011253	ESY7_g17309_DN3_SP0_c0.t1	As009G202350
OG0011254	ESY7_g17298_DN3_SP6_c0.t1	As009G202430
OG0011255	ESY7_g17264_DN3_SP1_c0.t1	As009G202640
OG0011256	ESY7_g17175_DN3_SP8_c0.t1	As009G203300
OG0011257	ESY7_g17179_DN3_SP0_c0.t1	As009G203350, As009G203340, As009G203330
OG0011258	ESY7_g17114_DN3_SP0_c0.t1	As009G203770
OG0011259	ESY2_g34479_DN3_SP0_c0.t1	As009G203940
OG0011260	ESY2_g34857_DN3_SP2_c0.t1	As009G204240
OG0011261	ESY7_g17030_DN1_SP0_c0.t1	As009G204340
OG0011263	ESY7_g16906_DN3_SP0_c0.t1	As009G204920
OG0011264	ESY10_g15291_DN2_SP0_c0.t1	As009G205430
OG0011265	ESY10_g15377_DN3_SP1_c0.t1	As009G205630
OG0011266	ESY10_g15412_DN3_SP5_c0.t1	As009G205730
OG0011267	ESY10_g15406_DN3_SP0_c0.t1	As009G205780
OG0011268	ESY10_g15459_DN3_SP3_c0.t1	As009G205920
OG0011269	ESY10_g15641_DN3_SP0_c0.t1	As009G206720
OG0011270	ESY10_g15822_DN3_SP0_c0.t1	As009G207180
OG0011271	ESY10_g15842_DN3_SP7_c0.t1	As009G207220
OG0011272	ESY10_g15875_DN3_SP0_c6.t1	As009G207320
OG0011273	ESY12_g51322_DN3_SP6_c0.t1	As009G207560
OG0011274	ESY15_g64359_DN3_SP5_c0.t1	As009G207950
OG0011275	ESY15_g64327_DN3_SP2_c0.t1	As009G208020
OG0011276	ESY15_g64785_DN3_SP7_c0.t1	As009G208900
OG0011277	ESY7_g17738_DN3_SP0_c0.t1	As009G210510
OG0011278	ESY7_g18468_DN3_SP0_c0.t1	As009G211130, As009G210980
OG0011279	ESY7_g18784_DN3_SP6_c0.t1	As009G212480
OG0011280	ESY7_g18841_DN3_SP8_c0.t1	As009G212800
OG0011281	ESY7_g18889_DN3_SP0_c0.t1	As009G213120
OG0011282	ESY7_g18904_DN3_SP0_c0.t1	As009G213220
OG0011284	ESY7_g18925_DN3_SP0_c0.t1	As009G213310
OG0011285	ESY3_g30042_DN3_SP4_c0.t1	As009G213320
OG0011286	ESY7_g19089_DN3_SP7_c0.t1	As009G214610
OG0011287	ESY6_g49904_DN3_SP0_c0.t1	As009G214790
OG0011288	ESY6_g49946_DN3_SP0_c0.t1	As009G215210
OG0011289	ESY6_g49945_DN3_SP3_c0.t1	As009G215220
OG0011290	ESY6_g49967_DN3_SP0_c0.t1	As009G215320
OG0011292	ESY6_g50022_DN3_SP4_c0.t1	As009G215760
OG0011293	ESY6_g50034_DN3_SP0_c0.t1, ESY6_g47998_DN3_SP0_c0.t1	As009G215890
OG0011294	ESY6_g50093_DN3_SP0_c0.t1	As009G216400
OG0011295	ESY6_g50108_DN3_SP0_c0.t1	As009G216540
OG0011296	ESY6_g50126_DN3_SP0_c0.t1, ESY5_g4467_DN3_SP0_c0.t1	As009G216740
OG0011297	ESY6_g50135_DN3_SP6_c0.t1	As009G216830
OG0011298	ESY6_g49556_DN3_SP0_c0.t1, ESY6_g49559_DN3_SP0_c0.t1	As009G217770
OG0011299	ESY6_g49476_DN2_SP0_c0.t1	As009G218210
OG0011300	ESY6_g49833_DN3_SP4_c19.t1	As009G219140
OG0011301	ESY6_g48645_DN3_SP8_c0.t1	As009G219480
OG0011302	ESY6_g48637_DN3_SP0_c0.t1	As009G219600
OG0011304	ESY6_g48579_DN2_SP0_c0.t1	As009G220030
OG0011305	ESY6_g48564_DN3_SP0_c0.t1	As009G220130
OG0011306	ESY1_g10115_DN3_SP5_c0.t1	As010G220460
OG0011307	ESY1_g9997_DN3_SP8_c0.t1	As010G220900
OG0011308	ESY1_g9996_DN2_SP0_c0.t1	As010G220910
OG0011309	ESY1_g9983_DN2_SP0_c0.t1, ESY2_g35465_DN2_SP0_c0.t1	As010G220940
OG0011310	ESY1_g9937_DN3_SP0_c0.t1	As010G221010
OG0011311	ESY1_g9935_DN3_SP0_c0.t1	As010G221030
OG0011312	ESY1_g9797_DN3_SP1_c0.t1	As010G221430
OG0011313	ESY1_g9422_DN3_SP8_c0.t1	As010G222220
OG0011314	ESY1_g9273_DN3_SP0_c0.t1	As010G222540
OG0011315	ESY1_g9257_DN3_SP0_c0.t1	As010G222570
OG0011316	ESY1_g9075_DN1_SP0_c0.t1, ESY1_g9074_DN2_SP0_c0.t1	As010G222990
OG0011317	ESY5_g2723_DN3_SP0_c0.t1	As010G223720
OG0011318	ESY1_g8029_DN3_SP8_c0.t1	As010G224680
OG0011319	ESY1_g8027_DN3_SP0_c0.t1	As010G224700
OG0011321	ESY1_g7586_DN3_SP0_c0.t1	As010G225680
OG0011322	ESY1_g6957_DN3_SP8_c8.t1	As010G226180
OG0011323	ESY9_g43527_DN3_SP0_c0.t1	As010G227310
OG0011324	ESY19_g42214_DN3_SP4_c0.t1	As010G227500
OG0011325	ESY21_g55765_DN3_SP8_c0.t1	As010G228210
OG0011326	ESY2_g34493_DN3_SP0_c0.t1	As010G228580
OG0011327	ESY2_g34502_DN3_SP0_c0.t1	As010G230100
OG0011328	ESY2_g34529_DN3_SP8_c13.t1	As010G230390
OG0011329	ESY2_g34441_DN3_SP2_c0.t1	As010G231190
OG0011330	ESY2_g34431_DN3_SP8_c0.t1	As010G231300
OG0011331	ESY2_g35434_DN3_SP0_c0.t1	As010G232700
OG0011332	ESY2_g35446_DN3_SP4_c0.t1	As010G232770
OG0011333	ESY2_g35752_DN3_SP0_c0.t1	As010G233110
OG0011334	ESY2_g35552_DN3_SP0_c0.t1	As010G233360
OG0011336	ESY2_g35580_DN3_SP8_c0.t1	As010G233490
OG0011337	ESY2_g35603_DN3_SP6_c0.t1	As010G233680
OG0011338	ESY2_g35629_DN3_SP0_c0.t1	As010G233900
OG0011339	ESY2_g35681_DN3_SP0_c0.t1	As010G234360
OG0011340	ESY2_g35703_DN3_SP2_c0.t1	As010G234420
OG0011341	ESY2_g35724_DN3_SP2_c0.t1	As010G234590
OG0011342	ESY2_g35757_DN3_SP6_c0.t1	As010G234910
OG0011344	ESY2_g35029_DN3_SP1_c0.t1	As010G235230
OG0011345	ESY2_g35066_DN3_SP5_c15.t1	As010G235530
OG0011346	ESY2_g34620_DN3_SP0_c0.t1	As010G236040
OG0011347	ESY5_g2477_DN3_SP0_c0.t1	As010G236500
OG0011349	ESY2_g36083_DN3_SP0_c0.t1	As010G237770
OG0011350	ESY2_g36080_DN3_SP0_c0.t1	As010G237800
OG0011351	ESY4_g24435_DN3_SP1_c0.t1	As010G237890
OG0011352	ESY4_g22219_DN3_SP0_c0.t1	As010G237970
OG0011354	ESY2_g36025_DN3_SP0_c0.t1	As010G238230
OG0011355	ESY2_g35991_DN3_SP8_c0.t1	As010G238430
OG0011356	ESY2_g35947_DN3_SP8_c0.t1	As010G238700
OG0011357	ESY2_g34971_DN3_SP0_c0.t1	As010G239060
OG0011358	ESY2_g34963_DN3_SP0_c0.t1	As010G239140
OG0011359	ESY2_g34904_DN3_SP0_c0.t1	As010G239530
OG0011360	ESY10_g14134_DN3_SP0_c0.t1, ESY2_g34899_DN3_SP8_c0.t1	As010G239590
OG0011361	ESY2_g35844_DN3_SP8_c0.t1	As010G241050
OG0011362	ESY18_g63329_DN3_SP0_c0.t1, ESY2_g36600_DN3_SP0_c0.t1	As010G243580
OG0011363	ESY2_g36598_DN2_SP0_c0.t1, ESY18_g63333_DN1_SP0_c0.t1	As010G243590
OG0011364	ESY2_g36570_DN3_SP0_c0.t1	As010G243790
OG0011365	ESY2_g36525_DN3_SP1_c0.t1	As010G244150
OG0011366	ESY3_g30134_DN3_SP0_c0.t1	As011G244760
OG0011367	ESY3_g30140_DN3_SP0_c0.t1	As011G244830
OG0011368	ESY3_g30164_DN3_SP0_c0.t1	As011G244970
OG0011369	ESY3_g30169_DN3_SP0_c0.t1	As011G245020
OG0011370	ESY3_g30172_DN3_SP0_c0.t1	As011G245040
OG0011371	ESY3_g30225_DN3_SP8_c0.t1	As011G245430
OG0011372	ESY3_g30264_DN3_SP6_c0.t1	As011G245690
OG0011373	ESY3_g30286_DN3_SP7_c0.t1	As011G245780
OG0011374	ESY3_g30315_DN3_SP0_c0.t1	As011G246050
OG0011375	ESY3_g30334_DN3_SP5_c0.t1	As011G246130
OG0011376	ESY3_g30368_DN3_SP0_c0.t1	As011G246320
OG0011377	ESY3_g30428_DN3_SP0_c8.t1	As011G246570
OG0011378	ESY2_g36871_DN3_SP0_c0.t1	As012G269660, As011G246750, As011G246760
OG0011379	ESY3_g30503_DN3_SP6_c0.t1	As011G247040
OG0011380	ESY3_g30510_DN3_SP0_c0.t1	As011G247120
OG0011381	ESY3_g30526_DN3_SP0_c0.t1	As011G247220
OG0011382	ESY3_g30544_DN3_SP0_c0.t1	As011G247380
OG0011383	ESY3_g30555_DN3_SP8_c0.t1	As011G247440
OG0011384	ESY3_g30567_DN3_SP1_c0.t1	As011G247540
OG0011385	ESY3_g30583_DN3_SP7_c0.t1	As011G247640
OG0011386	ESY3_g29988_DN3_SP1_c0.t1	As011G248390
OG0011387	ESY3_g29979_DN3_SP0_c0.t1	As011G248490
OG0011388	ESY3_g29976_DN3_SP2_c11.t1	As011G248510, As011G248520
OG0011389	ESY3_g29965_DN3_SP3_c0.t1	As011G248550
OG0011390	ESY3_g29807_DN3_SP0_c0.t1	As011G249460
OG0011391	ESY3_g29760_DN3_SP7_c0.t1	As011G249800
OG0011392	ESY3_g29736_DN3_SP0_c0.t1	As011G249980
OG0011393	ESY3_g29698_DN3_SP0_c0.t1	As011G250320
OG0011394	ESY3_g29653_DN2_SP0_c0.t1	As011G250660
OG0011395	ESY3_g29627_DN3_SP8_c0.t1	As011G250820
OG0011396	ESY3_g29546_DN3_SP5_c0.t1	As011G251130
OG0011397	ESY3_g29480_DN3_SP0_c0.t1, ESY20_g13250_DN3_SP0_c0.t1, ESY11_g54748_DN3_SP0_c0.t1	As011G251270
OG0011398	ESY3_g29458_DN3_SP0_c0.t1	As011G251380
OG0011399	ESY3_g29457_DN3_SP1_c0.t1	As011G251390
OG0011400	ESY3_g29440_DN3_SP0_c0.t1	As011G251420
OG0011401	ESY3_g29376_DN3_SP0_c0.t1	As011G251820
OG0011402	ESY3_g29258_DN3_SP8_c0.t1	As011G252490
OG0011403	ESY3_g29235_DN3_SP0_c0.t1	As011G252690
OG0011404	ESY3_g29223_DN3_SP8_c0.t1	As011G252780
OG0011405	ESY3_g29178_DN3_SP0_c0.t1	As011G252970
OG0011406	ESY3_g29108_DN3_SP8_c0.t1	As011G253340
OG0011407	ESY3_g28977_DN3_SP6_c0.t1	As011G253940
OG0011408	ESY3_g28972_DN3_SP0_c0.t1	As011G253960
OG0011409	ESY3_g28938_DN3_SP0_c0.t1	As011G254100
OG0011410	ESY3_g28917_DN3_SP1_c0.t1	As011G254190
OG0011411	ESY3_g28796_DN3_SP0_c0.t1	As011G254500
OG0011412	ESY3_g28800_DN3_SP0_c0.t1	As011G254530
OG0011413	ESY3_g28626_DN3_SP0_c0.t1	As011G255030
OG0011414	ESY3_g28511_DN3_SP0_c0.t1	As011G255270
OG0011415	ESY9_g42977_DN3_SP8_c0.t1	As011G256010
OG0011416	ESY3_g28027_DN3_SP1_c0.t1	As011G256340
OG0011417	ESY3_g27915_DN3_SP8_c0.t1	As011G256720
OG0011418	ESY3_g27495_DN3_SP0_c0.t1	As011G257350
OG0011419	ESY10_g14005_DN3_SP2_c0.t1	As011G257680
OG0011421	ESY2_g35426_DN3_SP1_c0.t1	As011G258770
OG0011422	ESY11_g53074_DN3_SP8_c0.t1	As011G259280
OG0011423	ESY1_g12455_DN3_SP2_c0.t1	As011G261000
OG0011424	ESY11_g52878_DN3_SP8_c0.t1	As011G261120
OG0011425	ESY3_g31114_DN3_SP4_c0.t1	As011G261280
OG0011426	ESY11_g54361_DN3_SP2_c0.t1, ESY11_g54434_DN3_SP6_c0.t1	As011G261540
OG0011427	ESY11_g52649_DN3_SP6_c0.t1	As011G261630
OG0011428	ESY11_g53078_DN2_SP0_c0.t1	As011G261800
OG0011429	ESY11_g53659_DN3_SP0_c0.t1	As011G262810
OG0011430	ESY29_g13625_DN3_SP3_c0.t1	As011G263090
OG0011431	ESY29_g13601_DN3_SP0_c0.t1	As011G263210
OG0011432	ESY11_g54071_DN3_SP0_c0.t1	As011G264550
OG0011433	ESY11_g54182_DN3_SP0_c0.t1	As011G264940
OG0011434	ESY11_g54300_DN3_SP1_c0.t1	As011G265260
OG0011435	ESY11_g54279_DN3_SP0_c0.t1	As011G265370
OG0011436	ESY11_g54416_DN3_SP8_c0.t1	As011G265660
OG0011437	ESY11_g54605_DN3_SP7_c0.t1	As011G266070
OG0011438	ESY11_g54628_DN3_SP0_c0.t1	As011G266170
OG0011440	ESY11_g54802_DN3_SP0_c0.t1	As011G266640
OG0011441	ESY11_g54836_DN3_SP0_c0.t1	As011G266790
OG0011442	ESY11_g54898_DN2_SP2_c0.t1, ESY11_g54905_DN2_SP2_c0.t1	As011G267140
OG0011443	ESY11_g54993_DN3_SP2_c0.t1	As011G267430
OG0011444	ESY11_g54978_DN3_SP4_c0.t1	As011G267480
OG0011445	ESY2_g36210_DN3_SP0_c0.t1	As012G269270
OG0011446	ESY2_g36859_DN2_SP0_c0.t1	As012G269620
OG0011447	ESY2_g36881_DN3_SP0_c0.t1	As012G269740
OG0011449	ESY2_g37164_DN3_SP0_c0.t1	As012G271040
OG0011452	ESY3_g29241_DN3_SP8_c0.t1	As012G272000
OG0011453	ESY2_g37664_DN1_SP0_c0.t1	As012G272840
OG0011454	ESY2_g37978_DN3_SP0_c0.t1	As012G273620
OG0011455	ESY2_g38308_DN3_SP2_c0.t1	As012G274070
OG0011457	ESY2_g38416_DN3_SP0_c0.t1	As012G274410
OG0011458	ESY1_g5644_DN3_SP0_c0.t1	As012G275030
OG0011459	ESY1_g5614_DN3_SP0_c0.t1	As012G275040
OG0011460	ESY4_g26376_DN3_SP3_c0.t1	As012G275170
OG0011461	ESY1_g5764_DN3_SP0_c0.t1	As012G275380
OG0011462	ESY1_g10354_DN2_SP0_c0.t1, ESY1_g10325_DN3_SP0_c0.t1, ESY1_g10356_DN3_SP0_c0.t1	As012G275670
OG0011463	ESY1_g10344_DN3_SP8_c0.t1, ESY3_g29684_DN3_SP0_c0.t1	As012G275750
OG0011464	ESY6_g50679_DN3_SP0_c0.t1, ESY4_g23331_DN3_SP1_c0.t1	As012G276160
OG0011465	ESY1_g10482_DN3_SP2_c0.t1	As012G276390
OG0011466	ESY1_g10488_DN3_SP8_c20.t1	As012G276430
OG0011467	ESY1_g10507_DN3_SP0_c0.t1	As012G276540
OG0011468	ESY1_g11163_DN3_SP8_c0.t1	As012G276790
OG0011469	ESY4_g23880_DN3_SP1_c0.t1	As012G277160
OG0011470	ESY1_g11012_DN2_SP0_c0.t1	As012G277970
OG0011471	ESY1_g10888_DN3_SP8_c0.t1	As012G280340
OG0011472	ESY1_g10830_DN3_SP8_c0.t1	As012G280860
OG0011473	ESY1_g10772_DN3_SP8_c0.t1	As012G281560
OG0011474	ESY1_g10686_DN3_SP7_c15.t1	As012G282200
OG0011475	ESY1_g10651_DN3_SP4_c0.t1	As012G282410
OG0011476	ESY1_g11780_DN3_SP1_c0.t1	As012G283330
OG0011478	ESY1_g11753_DN2_SP0_c0.t1	As012G283620
OG0011479	ESY1_g11656_DN2_SP5_c0.t1	As012G284010
OG0011480	ESY1_g11527_DN3_SP0_c0.t1	As012G284480
OG0011481	ESY1_g11500_DN3_SP8_c24.t1	As012G284590
OG0011482	ESY5_g3187_DN3_SP6_c0.t1	As012G285460
OG0011483	ESY1_g11206_DN3_SP2_c0.t1	As012G285520
OG0011484	ESY1_g10953_DN3_SP1_c0.t1, ESY1_g10954_DN3_SP1_c0.t1	As012G285800
OG0011486	ESY1_g12139_DN3_SP7_c0.t1	As012G286780
OG0011487	ESY1_g12217_DN3_SP0_c0.t1	As012G287070
OG0011488	ESY12_g51791_DN3_SP5_c0.t1	As012G287370
OG0011489	ESY1_g12340_DN3_SP0_c0.t1	As012G287660
OG0011490	ESY1_g12355_DN3_SP0_c0.t1	As012G287750
OG0011492	ESY1_g12361_DN3_SP8_c0.t1	As012G287800
OG0011493	ESY1_g12396_DN3_SP0_c0.t1	As012G287940
OG0011494	ESY1_g12437_DN2_SP2_c7.t1	As012G288220
OG0011495	ESY1_g12456_DN3_SP0_c0.t1	As012G288320
OG0011496	ESY1_g12470_DN3_SP0_c0.t1	As012G288370
OG0011497	ESY1_g12495_DN3_SP0_c0.t1	As012G288700
OG0011498	ESY1_g12535_DN3_SP0_c0.t1	As012G288870
OG0011499	ESY1_g12552_DN3_SP0_c0.t1	As012G289010
OG0011500	ESY5_g3346_DN3_SP0_c0.t1, ESY1_g12572_DN3_SP0_c0.t1	As012G289230, As012G289250
OG0011603	ESY4_g24136_DN3_SP2_c0.t1	As001G000620
OG0011604	ESY4_g24137_DN3_SP6_c0.t1	As001G000640
OG0011605	ESY20_g12764_DN3_SP8_c0.t1	As001G000750
OG0011607	ESY1_g11332_DN3_SP2_c0.t1	As001G000770, As001G000780
OG0011608	ESY4_g24346_DN3_SP8_c0.t1	As001G001200
OG0011609	ESY4_g24417_DN3_SP0_c0.t1	As001G001680, As011G266060
OG0011610	ESY11_g54344_DN1_SP0_c0.t1	As001G002380, As011G265100
OG0011611	ESY4_g24610_DN3_SP7_c0.t1	As001G002390
OG0011612	ESY4_g24641_DN3_SP5_c0.t1	As001G002520
OG0011613	ESY4_g24644_DN3_SP8_c0.t1	As001G002550
OG0011614	ESY4_g24649_DN3_SP2_c0.t1	As001G002600
OG0011615	ESY4_g24662_DN3_SP0_c0.t1	As001G002620
OG0011616	ESY4_g24722_DN3_SP8_c0.t1	As001G002860
OG0011617	ESY4_g24759_DN3_SP0_c18.t1, ESY4_g24762_DN3_SP0_c29.t1	As001G003110
OG0011618	ESY4_g24919_DN3_SP5_c0.t1	As001G003790
OG0011619	ESY5_g3192_DN3_SP1_c0.t1	As001G003900
OG0011620	ESY4_g25014_DN3_SP3_c0.t1	As001G004120
OG0011621	ESY4_g25196_DN3_SP0_c0.t1	As001G005270
OG0011622	ESY4_g25190_DN3_SP6_c0.t1	As001G005320
OG0011623	ESY1_g5702_DN3_SP8_c0.t1	As001G005480
OG0011624	ESY4_g25138_DN3_SP6_c0.t1	As001G005990
OG0011625	ESY6_g49109_DN3_SP8_c0.t1	As005G112960, As001G012020
OG0011626	ESY4_g25787_DN3_SP0_c0.t1	As001G012440
OG0011627	ESY2_g35666_DN3_SP0_c0.t1	As010G234230, As001G012570
OG0011628	ESY6_g49253_DN3_SP8_c0.t1	As001G012750
OG0011629	ESY4_g25711_DN3_SP0_c0.t1	As001G012800
OG0011630	ESY4_g25590_DN3_SP8_c0.t1	As001G014210, As011G263200
OG0011631	ESY4_g25442_DN3_SP6_c0.t1	As001G015240, As001G015480, As001G015160
OG0011632	ESY16_g61980_DN3_SP8_c0.t1	As001G015830
OG0011633	ESY16_g61976_DN3_SP8_c0.t1	As001G015850, As004G078950
OG0011634	ESY16_g61975_DN3_SP0_c0.t1	As001G015860
OG0011635	ESY16_g61919_DN3_SP7_c0.t1	As001G015970
OG0011636	ESY16_g61884_DN3_SP0_c0.t1	As001G016040
OG0011637	ESY16_g61768_DN3_SP8_c0.t1	As001G016570
OG0011638	ESY16_g61759_DN3_SP1_c0.t1	As001G016670
OG0011639	ESY16_g61755_DN3_SP0_c0.t1	As001G016690
OG0011640	ESY16_g61692_DN3_SP8_c13.t1	As001G016960
OG0011641	ESY16_g61664_DN3_SP1_c0.t1	As001G017080
OG0011642	ESY16_g61627_DN3_SP0_c0.t1	As001G017280
OG0011643	ESY16_g61548_DN3_SP0_c0.t1	As001G017510
OG0011645	ESY16_g61506_DN3_SP0_c0.t1	As001G017680
OG0011646	ESY16_g61483_DN3_SP0_c36.t1	As001G017950
OG0011647	ESY8_g59712_DN3_SP2_c0.t1	As001G018260
OG0011648	ESY2_g34287_DN3_SP0_c0.t1	As001G018380
OG0011649	ESY8_g59226_DN2_SP0_c0.t1	As001G018410
OG0011650	ESY2_g34263_DN3_SP0_c5.t1, ESY2_g34269_DN3_SP2_c0.t1	As001G018560
OG0011651	ESY2_g34245_DN2_SP0_c0.t1	As001G018700
OG0011652	ESY2_g34239_DN3_SP0_c0.t1	As001G018770
OG0011653	ESY2_g34196_DN3_SP7_c0.t1	As001G019090
OG0011654	ESY2_g34187_DN3_SP8_c0.t1	As001G019120
OG0011655	ESY2_g34152_DN3_SP2_c0.t1	As001G019320
OG0011656	ESY5_g3368_DN2_SP4_c0.t1	As001G019530
OG0011657	ESY2_g34108_DN3_SP0_c33.t1	As001G019630
OG0011658	ESY19_g41866_DN3_SP0_c0.t1	As001G020110
OG0011659	ESY2_g34016_DN3_SP4_c0.t1	As001G020570
OG0011660	ESY2_g34005_DN3_SP0_c0.t1	As001G020620
OG0011661	ESY17_g40147_DN3_SP0_c0.t1	As001G020690
OG0011662	ESY2_g33976_DN3_SP8_c0.t1	As001G020930
OG0011663	ESY20_g12666_DN3_SP3_c0.t1	As001G020950
OG0011664	ESY2_g33907_DN2_SP0_c0.t1	As001G021420
OG0011665	ESY2_g33819_DN3_SP1_c0.t1	As001G021850
OG0011666	ESY2_g33756_DN3_SP0_c0.t1	As001G022070
OG0011667	ESY10_g14612_DN3_SP0_c0.t1	As001G022630
OG0011668	ESY10_g14571_DN2_SP0_c0.t1	As001G022840
OG0011669	ESY10_g14560_DN3_SP0_c0.t1	As001G022900
OG0011671	ESY10_g14548_DN3_SP8_c11.t1	As001G022970
OG0011672	ESY10_g14512_DN2_SP0_c10.t1	As001G023110
OG0011673	ESY10_g14444_DN3_SP0_c0.t1, ESY4_g23040_DN2_SP0_c3.t1	As001G023330
OG0011674	ESY6_g49290_DN3_SP8_c0.t1, ESY13_g57851_DN3_SP0_c0.t1	As001G023540
OG0011675	ESY10_g14364_DN3_SP0_c0.t1	As001G023600, As012G281070
OG0011676	ESY3_g31990_DN1_SP0_c0.t1, ESY3_g31989_DN2_SP0_c0.t1, ESY10_g14298_DN3_SP0_c0.t1	As001G023900
OG0011677	ESY10_g14210_DN2_SP4_c0.t1	As001G024050
OG0011678	ESY10_g14050_DN2_SP7_c16.t1	As001G024640
OG0011679	ESY10_g14045_DN3_SP7_c0.t1	As001G024710
OG0011680	ESY10_g14031_DN3_SP2_c0.t1	As001G024780
OG0011681	ESY10_g14012_DN2_SP0_c0.t1	As001G024910
OG0011682	ESY10_g13915_DN3_SP0_c0.t1	As001G025400, As001G025410
OG0011683	ESY10_g13835_DN2_SP0_c0.t1	As001G025520
