Orthogroup	Aethionema_saxatile	Cardamine_hirsuta
OG0000522	As004G083810	CARHR032270, CARHR256050, CARHR256030
OG0000523	As005G100530	CARHR141810
OG0000523	As012G287730	CARHR172050, CARHR172040
OG0000524	As006G141600, As006G141560, As006G141590	CARHR082530, CARHR184200
OG0000525	As010G241940	CARHR072060
OG0000525	As007G153430	CARHR017500
OG0000525	As011G246900	CARHR089730
OG0000525	As012G269710	CARHR043730
OG0000526	As010G223400	CARHR156460
OG0000526	As010G223440	CARHR156420
OG0000529	As005G113510, As005G113490, As005G113470	CARHR190990
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	CARHR196080, CARHR196090
OG0000533	As011G263320	CARHR106570
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	CARHR049900
OG0000535	As001G023320	CARHR144770, CARHR144760, CARHR144790, CARHR052230
OG0000537	As006G124070	CARHR251740
OG0000537	As004G093070	CARHR218190
OG0000537	As006G141200	CARHR082140
OG0000538	As005G103710, As005G103700	CARHR138750, CARHR138760, CARHR138720, CARHR138740
OG0000539	As005G120910	CARHR053020
OG0000540	As006G128870, As006G128860, As006G128850	CARHR122810, CARHR122770, CARHR122760, CARHR122730, CARHR122750
OG0000542	As009G202020	CARHR197170
OG0000542	As012G273170	CARHR038830
OG0000543	As007G177800	CARHR117600, CARHR117550
OG0000544	As008G195060	CARHR004720
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	CARHR004710
OG0000545	As010G238530	CARHR068380
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	CARHR293370, CARHR107390, CARHR293360, CARHR293380
OG0000550	As002G037320, As012G276110	CARHR162410
OG0000550	As006G144690	CARHR130400, CARHR044240
OG0000551	As005G117770	CARHR278730
OG0000551	As003G075520	CARHR247360
OG0000551	As002G053470	CARHR203480
OG0000552	As003G061630	CARHR023850
OG0000553	As003G063020, As003G063040	CARHR292740
OG0000553	As003G063070, As003G063050	CARHR033240, CARHR289270, CARHR033230, CARHR033300, CARHR033290, CARHR033280, CARHR033250
OG0000554	As007G157590	CARHR050810
OG0000555	As003G067180	CARHR255750, CARHR254040, CARHR254030, CARHR256630, CARHR054900
OG0000557	As012G286190	CARHR170600, CARHR170590
OG0000558	As005G105310, As005G105360, As005G105380, As005G105290	CARHR052330
OG0000559	As005G107810	CARHR210420, CARHR210370, CARHR210380, CARHR210400, CARHR210540, CARHR015050, CARHR210690, CARHR210580, CARHR210560
OG0000560	As005G115530	CARHR273000, CARHR273010
OG0000560	As008G196260, As008G196230	CARHR003670, CARHR003680, CARHR142190
OG0000561	As005G118160	CARHR278970, CARHR278990, CARHR278980
OG0000562	As006G139230	CARHR080300
OG0000562	As009G200380	CARHR198680
OG0000562	As009G205610	CARHR186820
OG0000563	As007G152350	CARHR150940
OG0000564	As007G177230	CARHR239580
OG0000564	As007G177180	CARHR117060, CARHR117080
OG0000565	As010G233050	CARHR198270, CARHR198280
OG0000565	As010G233040	CARHR024590
OG0000566	As011G250840	CARHR192260, CARHR192500
OG0000567	As012G274310	CARHR222580
OG0000570	As006G135060	CARHR076040
OG0000570	As002G054910	CARHR205260
OG0000571	As005G113940	CARHR274450
OG0000571	As008G191230	CARHR007910
OG0000572	As010G240060	CARHR056910, CARHR065150
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	CARHR065140, CARHR154580
OG0000578	As008G187240	CARHR010580
OG0000578	As001G020350	CARHR053260
OG0000579	As002G044410	CARHR233190, CARHR283550
OG0000580	As005G102980	CARHR139380
OG0000582	As005G113410	CARHR120180, CARHR155630, CARHR191090
OG0000583	As006G127330	CARHR005640, CARHR124970
OG0000583	As006G127350	CARHR124950, CARHR214280
OG0000584	As006G124400	CARHR179130
OG0000584	As001G000400	CARHR236290, CARHR111080
OG0000585	As011G246780, As003G070380, As012G275350	CARHR128570, CARHR089580, CARHR029430
OG0000586	As004G082960	CARHR180450
OG0000587	As006G122410	CARHR250190
OG0000587	As005G100170	CARHR142210
OG0000587	As008G198370	CARHR001430
OG0000588	As011G247080	CARHR089880
OG0000588	As005G104750	CARHR137740
OG0000588	As012G269820	CARHR043540
OG0000589	As005G114800	CARHR273400
OG0000589	As010G224800	CARHR154440, CARHR154430
OG0000590	As009G205980	CARHR186280
OG0000590	As008G197660	CARHR002150
OG0000591	As007G152600	CARHR018520
OG0000592	As011G250170	CARHR093430
OG0000592	As010G239910, As007G154690	CARHR018660
OG0000593	As008G192880, As010G241820, As010G241840	CARHR071980
OG0000594	As010G222860	CARHR157040, CARHR157030, CARHR056050, CARHR157090, CARHR157100, CARHR157050
OG0000595	As010G226140	CARHR151600
OG0000596	As010G227450	CARHR268550
OG0000600	As002G048280	CARHR270290
OG0000600	As001G001180	CARHR237140
OG0000601	As009G201050, As006G135040	CARHR197820
OG0000601	As001G027850	CARHR263090, CARHR154070
OG0000602	As012G276820	CARHR163070
OG0000604	As005G099260	CARHR173130
OG0000604	As007G163770, As012G288540	CARHR232350
OG0000605	As010G239470	CARHR067160
OG0000605	As010G239480	CARHR067140
OG0000606	As011G248160	CARHR091110
OG0000606	As010G244280	CARHR074490
OG0000606	As012G270700	CARHR042500
OG0000607	As011G251140	CARHR094440
OG0000607	As011G262980	CARHR106210
OG0000608	As012G284160	CARHR174660, CARHR167840
OG0000608	As012G284170, As012G284200	CARHR167980
OG0000613	As006G135470	CARHR076460
OG0000613	As006G132250	CARHR288730
OG0000613	As002G045780	CARHR266960
OG0000614	As002G054140, As005G116690, As002G054130	CARHR204310
OG0000615	As011G264960	CARHR244530, CARHR108510
OG0000616	As005G114070	CARHR274350
OG0000616	As012G277180	CARHR163330, CARHR131700
OG0000617	As006G121910	CARHR249080
OG0000618	As010G241950	CARHR072070
OG0000618	As006G132210	CARHR017490, CARHR235230
OG0000619	As006G145810, As006G145800	CARHR131680, CARHR131690
OG0000619	As012G277130	CARHR163320
OG0000620	As010G239430, As007G154950	CARHR019160, CARHR067200, CARHR067220
OG0000625	As006G135190	CARHR076160
OG0000625	As001G004420	CARHR239880, CARHR116410
OG0000626	As001G031250	CARHR047810, CARHR047820, CARHR047800, CARHR047790, CARHR047750, CARHR047770
OG0000627	As006G134640	CARHR059300, CARHR234300
OG0000627	As002G047240	CARHR268790
OG0000628	As003G064150, As011G250810	CARHR094130, CARHR034950
OG0000630	As004G077630, As004G077620, As004G077610	CARHR214580, CARHR214570, CARHR214490, CARHR214500, CARHR154590, CARHR152310
OG0000633	As005G110870	CARHR262170
OG0000633	As010G244250	CARHR074460
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	CARHR285670, CARHR285680, CARHR285660, CARHR285690
OG0000635	As006G128210	CARHR123630
OG0000635	As006G127130	CARHR283970, CARHR125180
OG0000636	As009G212850	CARHR207350, CARHR194090, CARHR207340, CARHR207330
OG0000645	As001G004340	CARHR152270
OG0000646	As001G027670	CARHR152320
OG0000646	As006G134940	CARHR075950
OG0000647	As002G034480, As005G107800	CARHR084100
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	CARHR173010, CARHR289920, CARHR052460, CARHR173030, CARHR173020
OG0000649	As003G066660	CARHR034830
OG0000649	As010G237340	CARHR069710
OG0000650	As004G088550	CARHR175890
OG0000652	As009G217160	CARHR190140, CARHR190190, CARHR190130
OG0000658	As009G206090, As012G277750, As001G026410	CARHR186220, CARHR148820, CARHR163790
OG0000659	As009G211360, As002G048340	CARHR270360, CARHR237200
OG0000660	As008G192800	CARHR007150
OG0000660	As010G224220	CARHR155410
OG0000660	As005G115310	CARHR285390
OG0000661	As010G223120, As006G127120, As006G127080	CARHR217570, CARHR125260, CARHR125190
OG0000662	As009G201630	CARHR197480
OG0000662	As006G135390	CARHR076360
OG0000662	As009G201640	CARHR197460, CARHR197470
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	CARHR060630, CARHR026380, CARHR026400, CARHR026390, CARHR026410
OG0000664	As011G245420	CARHR107800
OG0000664	As011G245410	CARHR085920
OG0000669	As005G103090	CARHR139290
OG0000669	As001G022370	CARHR143780
OG0000670	As003G061610, As003G061660	CARHR230960, CARHR230970
OG0000671	As004G078130	CARHR262410
OG0000672	As007G157950, As006G146270	CARHR072260, CARHR058470, CARHR058460, CARHR243530
OG0000672	As004G081100, As011G248400	CARHR028630
OG0000674	As008G197690	CARHR002110
OG0000674	As005G099330	CARHR142960
OG0000674	As006G123130	CARHR250520
OG0000675	As010G243370	CARHR073680
OG0000675	As007G152400, As006G126430	CARHR016440
OG0000676	As008G193080	CARHR006760
OG0000676	As010G239230, As007G155100, As012G282240	CARHR067530
OG0000677	As007G160250	CARHR024890, CARHR024900
OG0000685	As001G001340	CARHR237310
OG0000685	As002G032860	CARHR233760
OG0000686	As001G012430	CARHR183040
OG0000687	As001G017930	CARHR222930
OG0000687	As005G101960	CARHR140390
OG0000687	As012G286760	CARHR171040
OG0000689	As003G063160	CARHR023140
OG0000689	As004G080020	CARHR260800
OG0000691	As004G080740, As011G248640	CARHR091620
OG0000692	As005G104580	CARHR169120, CARHR169130, CARHR169140, CARHR137870
OG0000693	As012G282230	CARHR165850
OG0000693	As006G143100	CARHR134810
OG0000694	As007G177770	CARHR118610, CARHR116900, CARHR117280, CARHR118600, CARHR116950
OG0000695	As010G239400	CARHR067250
OG0000696	As012G270790, As011G248260	CARHR091240, CARHR153590
OG0000697	As012G271560	CARHR040880, CARHR041470, CARHR041690
OG0000702	As009G199960	CARHR198830
OG0000702	As001G026500	CARHR148910
OG0000702	As006G132970	CARHR075300
OG0000703	As002G035150	CARHR209610
OG0000703	As006G145070	CARHR130760
OG0000704	As003G058000	CARHR226510, CARHR177500, CARHR177490
OG0000705	As005G103510, As005G103480	CARHR050270
OG0000706	As005G117900	CARHR278880
OG0000707	As006G138740	CARHR160390
OG0000707	As007G161420	CARHR083770, CARHR046880
OG0000708	As008G185890	CARHR011870
OG0000709	As009G203840	CARHR195290, CARHR177620, CARHR177050, CARHR177200, CARHR177020, CARHR177110, CARHR161160, CARHR195240
OG0000714	As004G077650	CARHR214450
OG0000714	As001G028540	CARHR059020
OG0000715	As004G085240	CARHR253730, CARHR253720
OG0000716	As004G088610, As007G165810	CARHR215830, CARHR036130
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	CARHR086290, CARHR113130, CARHR113120, CARHR212110
OG0000719	As005G114760	CARHR273430
OG0000720	As012G288480	CARHR172930
OG0000720	As006G122970	CARHR250310
OG0000720	As008G197790	CARHR002020
OG0000721	As006G123060	CARHR250450
OG0000721	As008G197760, As012G274520, As011G248980	CARHR092030
OG0000722	As010G232800	CARHR062810
OG0000722	As008G183090	CARHR014750
OG0000723	As009G205260	CARHR187110
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	CARHR187090, CARHR178000, CARHR187100, CARHR147410
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	CARHR060750
OG0000730	As001G023940	CARHR145570
OG0000730	As008G183370	CARHR014420, CARHR014410
OG0000731	As001G025190, As001G025200, As001G025210	CARHR147210, CARHR147190, CARHR147200
OG0000732	As002G032800	CARHR233660
OG0000732	As012G276370	CARHR162710
OG0000734	As002G043480	CARHR276090, CARHR276080
OG0000735	As002G047800	CARHR269440, CARHR220840, CARHR269450, CARHR270000
OG0000736	As002G053050	CARHR203040, CARHR149410
OG0000736	As003G074810	CARHR246810
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	CARHR247250, CARHR247240, CARHR114340
OG0000738	As006G125610	CARHR126970
OG0000739	As009G216850, As008G197070	CARHR215740, CARHR057480
OG0000741	As012G268430	CARHR045160
OG0000742	As209G297130	CARHR292720, CARHR184360, CARHR182900, CARHR189910, CARHR102560, CARHR282560
OG0000749	As008G184000	CARHR013700
OG0000749	As007G161240	CARHR025970
OG0000750	As001G030660	CARHR272950, CARHR050300, CARHR290110
OG0000751	As005G108820, As002G035280	CARHR084590
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	CARHR188450
OG0000752	As002G052450	CARHR202560
OG0000753	As003G064670	CARHR035730, CARHR053320, CARHR035720
OG0000754	As003G064750	CARHR035490, CARHR035510
OG0000754	As004G082990	CARHR184500
OG0000755	As004G086160	CARHR252450, CARHR252430, CARHR252440
OG0000756	As004G087220	CARHR244020, CARHR244030, CARHR178040
OG0000757	As005G107510	CARHR210930
OG0000757	As006G146500	CARHR163640, CARHR131970
OG0000758	As010G243380	CARHR073700
OG0000758	As006G126420	CARHR125870
OG0000759	As006G128470	CARHR123360
OG0000759	As008G193030	CARHR006850
OG0000760	As012G282830	CARHR135680, CARHR166490
OG0000762	As011G266570	CARHR110370
OG0000763	As012G269290	CARHR044340, CARHR044350
OG0000764	As012G271730	CARHR041140, CARHR040770, CARHR040740, CARHR040730
OG0000765	As012G275540, As012G275570, As012G275590	CARHR183480
OG0000772	As002G037440, As001G027110, As001G015580	CARHR286780, CARHR286810, CARHR286750, CARHR286770
OG0000774	As002G033010	CARHR233870
OG0000775	As002G035830, As009G214640	CARHR208910
OG0000776	As009G213010, As002G037060	CARHR083540, CARHR085810, CARHR207500
OG0000778	As002G050230	CARHR256530, CARHR200090, CARHR200080, CARHR200060, CARHR200070, CARHR256580, CARHR256550, CARHR256420, CARHR200050
OG0000779	As003G060370	CARHR229220
OG0000779	As004G085410	CARHR253500
OG0000779	As004G085400	CARHR253530
OG0000780	As003G074900	CARHR246900
OG0000780	As007G180430	CARHR113440, CARHR203120
OG0000781	As004G079650	CARHR139010, CARHR139000
OG0000781	As005G103380, As005G103370	CARHR139020
OG0000782	As005G107060, As005G106550	CARHR039930, CARHR148610, CARHR278570, CARHR097090, CARHR221510, CARHR159840
OG0000783	As010G226400	CARHR152900
OG0000783	As006G130720	CARHR191470
OG0000784	As010G225950	CARHR151390
OG0000784	As005G113590	CARHR190930
OG0000785	As007G161520	CARHR241370
OG0000785	As009G214360	CARHR208570
OG0000786	As012G288100	CARHR274950
OG0000786	As009G217820, As009G217830	CARHR274910, CARHR274920, CARHR172550
OG0000787	As010G222930, As010G222920	CARHR086970
OG0000788	As010G225660, As010G225670, As010G225650	CARHR150910
OG0000789	As010G242960	CARHR073210
OG0000789	As012G267770	CARHR045960
OG0000798	As001G017630, As003G055740, As004G083120	CARHR224000
OG0000799	As001G021720, As005G104360	CARHR122300, CARHR057650
OG0000799	As001G021710	CARHR025140
OG0000800	As001G024200, As001G024190, As001G024170	CARHR145890
OG0000801	As002G035990	CARHR208660
OG0000801	As009G214440	CARHR208640
OG0000801	As002G036000	CARHR085090
OG0000802	As004G088660	CARHR175620
OG0000802	As003G070730	CARHR029230
OG0000802	As003G056750	CARHR225180
OG0000803	As003G058030	CARHR226580
OG0000803	As003G070410, As003G065450	CARHR226560, CARHR226550, CARHR000020
OG0000803	As007G160300	CARHR116930, CARHR226570
OG0000804	As004G097150	CARHR261780
OG0000805	As004G096100, As011G254230	CARHR098120
OG0000806	As005G102850	CARHR121190, CARHR139550, CARHR180110
OG0000807	As005G102950	CARHR139430
OG0000807	As006G139170, As006G133330	CARHR075060
OG0000808	As006G129450	CARHR121890, CARHR121880
OG0000808	As010G224570	CARHR154860
OG0000808	As005G114980	CARHR285630
OG0000809	As007G160640	CARHR025340
OG0000809	As008G183460	CARHR014320
OG0000810	As012G271550	CARHR041500
OG0000818	As010G221920	CARHR189070, CARHR158250
OG0000818	As001G030280	CARHR235440, CARHR046260
OG0000819	As002G036020	CARHR085120
OG0000819	As009G214420	CARHR208620
OG0000819	As012G282730	CARHR166400
OG0000820	As002G041080	CARHR080350
OG0000821	As002G043850	CARHR264890, CARHR264870, CARHR264860
OG0000823	As004G090360	CARHR174150
OG0000823	As003G055870	CARHR224220
OG0000824	As003G062540	CARHR032480, CARHR032490
OG0000824	As004G083720	CARHR256200
OG0000825	As012G287570	CARHR171910
OG0000825	As005G100830	CARHR141530
OG0000826	As005G102780	CARHR139610
OG0000827	As012G278780	CARHR268300
OG0000827	As005G106720	CARHR241090, CARHR211690
OG0000828	As012G285140, As006G125590	CARHR120790
OG0000829	As006G136530	CARHR077500
OG0000829	As009G203460, As009G203470	CARHR195650, CARHR195640
OG0000830	As007G156440	CARHR294240, CARHR020750, CARHR069560
OG0000831	As007G156620, As007G156630	CARHR020950, CARHR020940, CARHR020970, CARHR020960
OG0000832	As008G195870	CARHR052870, CARHR117990, CARHR135270, CARHR110540, CARHR110530, CARHR289660, CARHR149550, CARHR102330, CARHR073950, CARHR117980, CARHR102320
OG0000833	As011G246960	CARHR089780, CARHR105580, CARHR043620
OG0000834	As011G250710	CARHR093990
OG0000835	As011G251220	CARHR094540
OG0000835	As012G272760	CARHR039650
OG0000836	As012G283770, As012G283780, As012G283790	CARHR046600, CARHR167470
OG0000841	As001G017330	CARHR223630
OG0000842	As001G025250	CARHR147250, CARHR147260, CARHR147280, CARHR147270
OG0000843	As001G029790, As001G029800	CARHR056310, CARHR057170, CARHR275700, CARHR275080
OG0000844	As002G034430	CARHR084040
OG0000844	As005G107840	CARHR210450
OG0000845	As002G042280	CARHR257830
OG0000845	As010G222560	CARHR157370
OG0000847	As005G117570	CARHR278540
OG0000848	As004G078550, As006G122300	CARHR218130
OG0000849	As006G122200	CARHR249450
OG0000849	As005G100320	CARHR172260
OG0000851	As005G105540	CARHR136870, CARHR167660, CARHR167670, CARHR167690
OG0000852	As010G227460, As010G227470, As005G111370	CARHR253570, CARHR192670
OG0000853	As006G123840	CARHR251490, CARHR251460, CARHR251480, CARHR251450, CARHR251430
OG0000854	As008G191240	CARHR121270, CARHR007790
OG0000855	As010G223210	CARHR156680
OG0000855	As009G219120	CARHR276480
OG0000857	As010G227430, As010G227420	CARHR153870
OG0000868	As009G211830	CARHR206600
OG0000868	As006G130700, As002G037910	CARHR086440
OG0000869	As004G090370	CARHR174160
OG0000869	As003G055880	CARHR224230
OG0000870	As003G068700	CARHR027720
OG0000870	As004G081540	CARHR127820, CARHR127770, CARHR127810, CARHR127790, CARHR127780, CARHR024060, CARHR024080, CARHR127800
OG0000871	As006G135520	CARHR076520
OG0000871	As009G201940	CARHR197260
OG0000871	As004G077790	CARHR213900, CARHR216190
OG0000873	As010G233530, As006G137440, As009G204210	CARHR194650, CARHR078380, CARHR194690
OG0000875	As008G193510	CARHR006210
OG0000876	As009G217470, As009G217500, As009G217530	CARHR190520, CARHR190510
OG0000883	As006G138050	CARHR079100, CARHR242980
OG0000884	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400	CARHR026120
OG0000885	As007G158480	CARHR022790
OG0000885	As002G049480	CARHR235760
