Orthogroup	Aethionema_saxatile	Conringia_planisiliqua
OG0013578	As005G117760	CP2_g47825_DN3_SP8_c.t1
OG0013579	As005G117800	CP2_g47819_DN3_SP3_c.t1
OG0013580	As005G118140	CP2_g47794_DN3_SP0_c.t1
OG0013581	As005G118280	CP2_g47779_DN3_SP0_c.t1
OG0013582	As005G118530	CP2_g47750_DN3_SP1_c.t1
OG0013583	As005G118790	CP2_g47720_DN3_SP0_c.t1
OG0013584	As005G118800	CP2_g47719_DN3_SP6_c.t1
OG0013585	As005G118820	CP2_g47716_DN3_SP7_c.t1
OG0013587	As005G118990	CP2_g47697_DN3_SP1_c.t1
OG0013588	As005G119100	CP2_g47685_DN3_SP2_c.t1
OG0013589	As005G119120	CP2_g47682_DN3_SP0_c.t1
OG0013590	As005G119150	CP2_g47679_DN3_SP0_c.t1
OG0013591	As005G119290	CP2_g47664_DN3_SP0_c.t1
OG0013592	As005G119340	CP2_g47659_DN3_SP4_c.t1
OG0013593	As005G119410	CP2_g47652_DN3_SP0_c.t1
OG0013594	As005G119470	CP2_g47646_DN3_SP1_c.t1
OG0013596	As005G119550	CP2_g47640_DN3_SP8_c.t1
OG0013597	As005G119660	CP2_g47628_DN1_SP0_c.t1
OG0013598	As005G119830	CP2_g47609_DN1_SP0_c.t1
OG0013599	As005G119840	CP2_g47608_DN3_SP4_c.t1
OG0013600	As005G119960	CP2_g47596_DN3_SP1_c.t1
OG0013601	As005G120100	CP2_g47586_DN3_SP0_c.t1
OG0013602	As005G120440	CP2_g47555_DN3_SP0_c.t1
OG0013603	As005G120560	CP2_g47549_DN3_SP4_c.t1
OG0013604	As005G120630	CP2_g47539_DN3_SP8_c.t1
OG0013605	As005G120730	CP2_g47532_DN3_SP0_c.t1
OG0013606	As005G120770	CP2_g47528_DN3_SP1_c.t1
OG0013607	As005G120830	CP2_g47522_DN3_SP7_c.t1
OG0013608	As005G120850, As005G120860	CP2_g47520_DN2_SP0_c.t1
OG0013609	As006G121110	CP8_g54674_DN2_SP0_c.t1
OG0013610	As006G121130	CP8_g54672_DN2_SP0_c.t1
OG0013611	As006G121150	CP8_g54669_DN3_SP7_c.t1
OG0013612	As006G121220	CP8_g54610_DN3_SP1_c.t1
OG0013613	As006G121410	CP8_g54632_DN3_SP0_c.t1
OG0013616	As006G121640	CP8_g54651_DN3_SP0_c.t1
OG0013617	As006G121970	CP8_g54587_DN3_SP2_c.t1
OG0013618	As006G122050	CP8_g54576_DN3_SP4_c.t1
OG0013619	As006G122060	CP8_g54575_DN3_SP0_c.t1
OG0013620	As006G122130	CP8_g54562_DN3_SP0_c.t1
OG0013621	As006G122160	CP8_g54559_DN3_SP4_c.t1
OG0013622	As006G122330	CP8_g54544_DN3_SP8_c.t1
OG0013623	As006G122580	CP11_g32153_DN3_SP7_c.t1
OG0013624	As006G122610	CP11_g32150_DN3_SP0_c.t1
OG0013626	As006G122650	CP11_g32132_DN2_SP0_c.t1
OG0013627	As006G122780	CP11_g32126_DN3_SP7_c.t1
OG0013628	As006G122830	CP11_g32120_DN3_SP5_c.t1
OG0013629	As006G122840	CP11_g32118_DN3_SP8_c.t1
OG0013630	As006G122880	CP11_g32112_DN3_SP4_c.t1
OG0013631	As006G123010	CP11_g32095_DN3_SP0_c.t1
OG0013632	As006G123160	CP11_g32074_DN3_SP0_c.t1
OG0013633	As006G123470	CP11_g32035_DN3_SP5_c.t1
OG0013634	As006G123640	CP11_g32014_DN3_SP7_c.t1
OG0013635	As006G123650	CP11_g32015_DN3_SP0_c.t1
OG0013636	As006G123660	CP11_g32016_DN3_SP3_c.t1
OG0013637	As006G123740	CP11_g32004_DN3_SP2_c.t1
OG0013638	As006G123760	CP11_g32002_DN3_SP5_c.t1
OG0013639	As006G123820	CP11_g31991_DN2_SP0_c.t1
OG0013640	As006G123950	CP11_g31977_DN3_SP0_c.t1
OG0013641	As006G123970	CP11_g31975_DN3_SP8_c.t1
OG0013642	As006G124100	CP11_g31963_DN3_SP8_c.t1
OG0013643	As006G124150	CP11_g31954_DN3_SP6_c.t1
OG0013644	As006G124160	CP11_g31953_DN3_SP8_c.t1
OG0013645	As006G124340	CP13_g20188_DN3_SP8_c.t1
OG0013646	As006G124490	CP13_g20202_DN3_SP0_c.t1
OG0013647	As006G124510	CP13_g20205_DN2_SP0_c.t1
OG0013648	As006G124590	CP13_g20214_DN2_SP3_c.t1
OG0013649	As006G124830	CP13_g20242_DN3_SP0_c.t1
OG0013650	As006G124940	CP13_g20263_DN3_SP0_c.t1
OG0013651	As006G125060	CP13_g20285_DN3_SP8_c.t1
OG0013652	As006G125100	CP13_g20295_DN3_SP8_c.t1
OG0013653	As006G125480	CP4_g25436_DN3_SP7_c.t1
OG0013654	As006G125500	CP4_g25432_DN3_SP5_c.t1
OG0013655	As006G125550	CP4_g25425_DN3_SP0_c.t1
OG0013656	As006G125570	CP4_g25423_DN3_SP6_c.t1
OG0013657	As006G125640	CP4_g25508_DN3_SP5_c.t1
OG0013658	As006G126010	CP4_g25462_DN3_SP8_c.t1
OG0013659	As006G126280	CP4_g25524_DN3_SP0_c.t1
OG0013660	As006G126340	CP4_g25518_DN3_SP3_c.t1
OG0013661	As006G126370	CP4_g25537_DN3_SP4_c.t1
OG0013662	As006G126380	CP4_g25538_DN3_SP0_c.t1
OG0013663	As006G126480	CP4_g25549_DN3_SP8_c.t1
OG0013664	As006G126720	CP4_g25554_DN3_SP8_c.t1
OG0013665	As006G126820	CP4_g25561_DN1_SP0_c.t1
OG0013666	As006G126860	CP4_g25565_DN3_SP7_c.t1
OG0013667	As006G127000	CP4_g25578_DN3_SP5_c.t1
OG0013668	As006G127460	CP4_g25629_DN3_SP7_c.t1
OG0013669	As006G127490	CP4_g25635_DN3_SP8_c.t1
OG0013670	As006G127600	CP4_g25651_DN2_SP0_c.t1
OG0013671	As006G127720	CP4_g25666_DN3_SP0_c.t1
OG0013672	As006G127790	CP4_g25674_DN3_SP7_c.t1
OG0013674	As006G127880	CP4_g25686_DN3_SP8_c.t1
OG0013675	As006G127950	CP4_g25696_DN3_SP8_c.t1
OG0013676	As006G128180	CP4_g25723_DN3_SP7_c.t1
OG0013677	As006G128250	CP4_g25729_DN3_SP3_c.t1
OG0013678	As006G128440	CP8_g53143_DN3_SP0_c.t1
OG0013679	As006G128590	CP4_g25769_DN2_SP0_c.t1
OG0013680	As006G128700	CP4_g25785_DN3_SP8_c.t1
OG0013681	As006G128730	CP4_g25788_DN3_SP0_c.t1
OG0013682	As006G129130	CP4_g25839_DN3_SP7_c.t1
OG0013683	As006G129380	CP4_g25860_DN3_SP0_c.t1
OG0013684	As006G129760	CP5_g33_DN3_SP2_c.t1
OG0013685	As006G129910	CP4_g25916_DN3_SP8_c.t1
OG0013686	As006G129980	CP4_g25926_DN3_SP8_c.t1
OG0013687	As006G130140	CP4_g25956_DN3_SP8_c.t1
OG0013688	As006G130160	CP4_g25959_DN3_SP0_c.t1
OG0013689	As006G130210	CP4_g25969_DN3_SP0_c.t1
OG0013690	As006G130230	CP4_g25972_DN3_SP5_c.t1
OG0013691	As006G130390	CP4_g26024_DN3_SP0_c.t1
OG0013692	As006G130510	CP4_g26571_DN3_SP8_c.t1
OG0013693	As006G130550	CP4_g26435_DN1_SP0_c.t1
OG0013694	As006G130770	CP4_g26133_DN3_SP2_c.t1
OG0013695	As006G130840	CP4_g26097_DN3_SP0_c.t1
OG0013696	As006G131150, As006G131120	CP7_g46342_DN3_SP8_c.t1
OG0013697	As006G131160, As006G131180	CP4_g26649_DN3_SP8_c.t1
OG0013698	As006G131210	CP24_g47293_DN3_SP6_c.t1
OG0013699	As006G131270	CP24_g47147_DN3_SP8_c.t1
OG0013700	As006G131320	CP24_g46961_DN3_SP4_c.t1
OG0013701	As006G131370	CP16_g55238_DN3_SP1_c.t1
OG0013702	As006G131390	CP18_g11441_DN3_SP8_c.t1
OG0013703	As006G131410	CP4_g25074_DN3_SP0_c.t1
OG0013704	As006G131450	CP18_g11516_DN3_SP6_c.t1
OG0013705	As006G131540	CP18_g11721_DN3_SP0_c.t1
OG0013706	As006G131620	CP18_g12030_DN2_SP1_c.t1
OG0013707	As006G131680	CP18_g12129_DN3_SP1_c.t1
OG0013709	As006G137250, As006G131770	CP10_g42395_DN3_SP0_c.t1
OG0013710	As006G131850	CP18_g12476_DN3_SP7_c.t1
OG0013711	As006G131910	CP18_g12517_DN3_SP0_c.t1
OG0013712	As006G131960	CP18_g12564_DN3_SP8_c.t1
OG0013713	As006G131990	CP18_g12587_DN3_SP8_c.t1
OG0013714	As006G132200	CP16_g55631_DN3_SP7_c.t1
OG0013715	As006G132220	CP5_g1253_DN3_SP8_c.t1
OG0013716	As006G132700	CP5_g1312_DN3_SP2_c.t1
OG0013717	As006G132750	CP10_g42162_DN3_SP5_c.t1
OG0013718	As006G133210	CP10_g42121_DN3_SP1_c.t1
OG0013719	As006G133250	CP10_g42116_DN3_SP5_c.t1
OG0013720	As006G133290	CP10_g42113_DN3_SP0_c.t1
OG0013721	As006G133300	CP10_g42112_DN3_SP0_c.t1
OG0013722	As006G133370	CP3_g14476_DN3_SP7_c.t1
OG0013723	As006G133810	CP11_g33763_DN3_SP8_c.t1
OG0013724	As006G133910	CP11_g33755_DN1_SP0_c.t1
OG0013725	As006G133960	CP10_g43886_DN3_SP0_c.t1
OG0013727	As006G134150	CP8_g53608_DN3_SP0_c.t1
OG0013728	As006G134450	CP8_g53484_DN3_SP0_c.t1
OG0013730	As006G135010	CP10_g42194_DN3_SP7_c.t1
OG0013731	As006G135220	CP10_g42216_DN3_SP3_c.t1
OG0013732	As006G135250	CP10_g42224_DN3_SP8_c.t1
OG0013733	As006G135420	CP10_g42238_DN3_SP0_c.t1
OG0013734	As006G135570	CP2_g48806_DN3_SP7_c.t1
OG0013735	As006G135700	CP10_g42262_DN3_SP7_c.t1
OG0013736	As006G135980	CP10_g42291_DN3_SP0_c.t1
OG0013737	As006G136230	CP10_g42315_DN2_SP0_c.t1
OG0013738	As006G136320	CP10_g42324_DN3_SP0_c.t1
OG0013739	As006G136370	CP10_g42329_DN3_SP0_c.t1
OG0013740	As006G136450	CP5_g1288_DN3_SP1_c.t1
OG0013741	As006G136610	CP10_g42348_DN3_SP6_c.t1
OG0013742	As006G136810	CP10_g42363_DN3_SP5_c.t1
OG0013743	As006G136910	CP10_g42370_DN3_SP3_c.t1
OG0013744	As006G136930	CP10_g42372_DN3_SP3_c.t1
OG0013745	As006G137170	CP10_g42386_DN3_SP6_c.t1
OG0013746	As006G137180	CP10_g42388_DN3_SP8_c.t1
OG0013747	As006G137390	CP10_g42412_DN3_SP0_c.t1
OG0013748	As006G137500	CP10_g42428_DN3_SP0_c.t1
OG0013749	As006G137540	CP10_g42423_DN3_SP0_c.t1
OG0013750	As006G137720	CP10_g42441_DN3_SP0_c.t1
OG0013751	As006G137730	CP10_g42442_DN3_SP4_c.t1
OG0013753	As006G137850	CP10_g42453_DN3_SP8_c.t1
OG0013754	As006G138020	CP10_g42468_DN3_SP8_c.t1
OG0013755	As006G138080	CP10_g42474_DN3_SP8_c.t1
OG0013756	As006G138190	CP10_g42482_DN3_SP6_c.t1
OG0013757	As006G138280	CP10_g42488_DN3_SP3_c.t1
OG0013758	As006G138480, As006G138520	CP10_g42510_DN3_SP6_c.t1
OG0013759	As006G138560	CP10_g42526_DN3_SP5_c.t1
OG0013760	As006G138670	CP10_g42514_DN3_SP0_c.t1
OG0013762	As006G139120	CP10_g42567_DN3_SP8_c.t1
OG0013763	As006G139380	CP10_g42593_DN2_SP0_c.t1
OG0013764	As006G139400	CP10_g42595_DN3_SP8_c.t1
OG0013765	As006G139730	CP10_g42623_DN3_SP8_c.t1
OG0013766	As006G139990	CP10_g42641_DN3_SP0_c.t1
OG0013767	As006G140120	CP10_g42652_DN3_SP1_c.t1
OG0013768	As006G140300	CP10_g42673_DN3_SP8_c.t1
OG0013769	As006G140330	CP20_g3828_DN3_SP0_c.t1
OG0013770	As006G140410	CP10_g42684_DN3_SP2_c.t1
OG0013771	As006G140830	CP10_g42721_DN3_SP1_c.t1
OG0013772	As006G141130	CP20_g4071_DN2_SP0_c.t1, CP10_g42747_DN3_SP8_c.t1
OG0013773	As006G141310	CP20_g4314_DN3_SP7_c.t1
OG0013774	As006G141460	CP10_g42783_DN3_SP0_c.t1
OG0013775	As006G141480	CP10_g42785_DN3_SP3_c.t1
OG0013776	As006G141760	CP10_g42810_DN3_SP1_c.t1
OG0013777	As006G141830	CP10_g42815_DN3_SP0_c.t1
OG0013778	As006G141970	CP10_g42831_DN3_SP8_c.t1
OG0013779	As006G142170	CP10_g42856_DN3_SP2_c.t1
OG0013780	As006G142530	CP4_g24682_DN3_SP7_c.t1
OG0013781	As006G142790	CP4_g24703_DN3_SP0_c.t1
OG0013782	As006G142880	CP4_g24712_DN3_SP8_c.t1
OG0013783	As006G142970	CP3_g13765_DN3_SP8_c.t1
OG0013784	As006G143050	CP4_g24732_DN3_SP8_c.t1
OG0013785	As006G143300	CP4_g24751_DN3_SP2_c.t1
OG0013786	As006G143370	CP4_g24758_DN3_SP3_c.t1
OG0013787	As006G143470	CP4_g24766_DN3_SP0_c.t1
OG0013788	As006G143500	CP4_g24769_DN3_SP3_c.t1
OG0013789	As006G143750	CP4_g24797_DN3_SP8_c.t1
OG0013790	As006G143820	CP4_g24806_DN2_SP0_c.t1
OG0013791	As006G143940	CP4_g24807_DN3_SP4_c.t1
OG0013792	As006G144040	CP4_g24815_DN3_SP0_c.t1
OG0013793	As006G144060	CP4_g24816_DN3_SP1_c.t1
OG0013794	As006G144150	CP4_g24825_DN3_SP6_c.t1
OG0013795	As006G144240	CP4_g24837_DN3_SP5_c.t1
OG0013796	As006G144390	CP4_g24851_DN3_SP1_c.t1
OG0013797	As006G144540	CP4_g25142_DN3_SP8_c.t1
OG0013798	As006G144830	CP4_g25117_DN3_SP3_c.t1
OG0013799	As006G145130	CP4_g25084_DN3_SP5_c.t1
OG0013800	As006G145210	CP4_g25076_DN3_SP8_c.t1
OG0013801	As006G145300	CP4_g25069_DN3_SP2_c.t1
OG0013802	As006G145390	CP4_g25059_DN3_SP7_c.t1
OG0013803	As006G145450	CP4_g25052_DN3_SP4_c.t1
OG0013804	As006G145510	CP4_g25046_DN3_SP3_c.t1
OG0013805	As006G145590	CP4_g25040_DN3_SP8_c.t1
OG0013806	As006G145940	CP4_g25008_DN3_SP2_c.t1
OG0013807	As006G146360	CP4_g24975_DN3_SP0_c.t1
OG0013808	As006G146380	CP4_g24973_DN3_SP8_c.t1
OG0013809	As006G146730	CP4_g24963_DN3_SP8_c.t1
OG0013810	As006G147910	CP4_g24919_DN3_SP6_c.t1
OG0013811	As006G147930	CP4_g24920_DN3_SP2_c.t1
OG0013813	As006G148390	CP5_g2579_DN3_SP4_c.t1
OG0013814	As006G148770	CP4_g25162_DN3_SP7_c.t1
OG0013816	As007G151890	CP1_g37828_DN2_SP0_c.t1
OG0013817	As007G152790	CP7_g46113_DN3_SP7_c.t1
OG0013818	As007G153000, As010G242510	CP7_g46091_DN3_SP8_c.t1
OG0013819	As007G153020	CP7_g46089_DN3_SP3_c.t1
OG0013820	As007G153080	CP7_g46083_DN3_SP0_c.t1
OG0013821	As007G153160	CP7_g46075_DN3_SP0_c.t1
OG0013822	As007G153240	CP7_g46065_DN3_SP0_c.t1
OG0013823	As007G153550	CP1_g37664_DN2_SP0_c.t1
OG0013824	As007G153600	CP7_g46029_DN3_SP8_c.t1
OG0013825	As007G153750	CP7_g46015_DN3_SP0_c.t1
OG0013826	As007G153760	CP7_g46014_DN3_SP8_c.t1
OG0013828	As007G153900	CP7_g46005_DN3_SP0_c.t1
OG0013830	As007G154340	CP7_g45962_DN3_SP8_c.t1
OG0013831	As007G154520	CP23_g21397_DN3_SP0_c.t1, CP3_g16341_DN3_SP0_c.t1, CP7_g45931_DN3_SP8_c.t1
OG0013832	As007G154680	CP7_g45945_DN3_SP2_c.t1
OG0013833	As007G154740	CP7_g45951_DN2_SP0_c.t1
OG0013834	As007G154770	CP7_g45953_DN3_SP0_c.t1
OG0013835	As007G154800	CP7_g45917_DN3_SP6_c.t1
OG0013836	As007G155030	CP7_g45895_DN3_SP0_c.t1
OG0013837	As007G155500	CP7_g45845_DN3_SP5_c.t1
OG0013838	As007G155540	CP7_g45841_DN3_SP8_c.t1
OG0013839	As007G155550	CP7_g45840_DN3_SP8_c.t1
OG0013840	As007G155610	CP7_g45832_DN3_SP1_c.t1
OG0013841	As007G155650	CP7_g45827_DN3_SP0_c.t1
OG0013842	As007G155750	CP7_g45817_DN3_SP3_c.t1
OG0013843	As007G155890	CP7_g45798_DN3_SP8_c.t1
OG0013844	As007G155910	CP7_g45795_DN3_SP6_c.t1
OG0013846	As007G156080	CP7_g45774_DN3_SP8_c.t1
OG0013847	As007G156230	CP7_g45760_DN3_SP1_c.t1
OG0013848	As007G156640	CP7_g45714_DN3_SP8_c.t1, CP6_g7753_DN2_SP0_c.t1
OG0013849	As007G156850	CP7_g45689_DN3_SP4_c.t1
OG0013850	As007G157030	CP7_g45670_DN3_SP2_c.t1
OG0013851	As007G157270	CP7_g45644_DN3_SP4_c.t1
OG0013853	As007G157370	CP7_g45636_DN3_SP8_c.t1
OG0013854	As007G157520	CP7_g45624_DN2_SP0_c.t1
OG0013856	As007G157680, As009G209870	CP7_g45612_DN3_SP0_c.t1
OG0013857	As007G157760	CP7_g45604_DN3_SP8_c.t1
OG0013858	As007G158100	CP7_g45580_DN3_SP0_c.t1
OG0013859	As007G158820	CP7_g45509_DN3_SP8_c.t1
OG0013860	As007G158830	CP7_g45508_DN3_SP3_c.t1
OG0013861	As007G158850	CP7_g45506_DN3_SP8_c.t1
OG0013862	As007G158870, As010G234440	CP7_g45505_DN1_SP5_c.t1
OG0013863	As007G159510	CP7_g45445_DN3_SP6_c.t1
OG0013864	As007G159930, As007G159920	CP7_g45382_DN3_SP2_c.t1
OG0013865	As007G159940	CP7_g45380_DN3_SP8_c.t1
OG0013866	As007G160200, As007G163880	CP7_g45351_DN3_SP0_c.t1
OG0013867	As007G160450	CP7_g45320_DN3_SP8_c.t1
OG0013868	As007G160470	CP7_g45319_DN3_SP8_c.t1
OG0013869	As007G160500	CP7_g45316_DN3_SP0_c.t1
OG0013870	As007G160630	CP7_g45299_DN3_SP4_c.t1
OG0013871	As007G160740	CP7_g45288_DN3_SP8_c.t1
OG0013872	As007G161040	CP7_g45262_DN3_SP7_c.t1
OG0013873	As007G161060	CP7_g45260_DN3_SP6_c.t1
OG0013874	As007G161160	CP7_g45245_DN3_SP8_c.t1
OG0013875	As007G161790	CP7_g45184_DN3_SP0_c.t1
OG0013876	As007G161990	CP9_g28318_DN3_SP1_c.t1
OG0013877	As007G162020	CP7_g45163_DN3_SP7_c.t1, CP12_g31574_DN2_SP0_c.t1
OG0013878	As007G162120	CP7_g45151_DN3_SP8_c.t1
OG0013879	As007G162340	CP1_g38748_DN3_SP4_c.t1
OG0013880	As007G162880	CP19_g18210_DN3_SP6_c.t1
OG0013881	As007G163020	CP19_g18195_DN3_SP3_c.t1
OG0013882	As007G163460	CP19_g18178_DN2_SP0_c.t1
OG0013883	As007G163480	CP19_g18177_DN3_SP8_c.t1
OG0013884	As007G163720	CP19_g18159_DN3_SP0_c.t1
OG0013885	As007G164350	CP19_g18137_DN3_SP0_c.t1
OG0013886	As007G164420	CP19_g18132_DN3_SP5_c.t1
OG0013887	As007G164460	CP19_g18129_DN3_SP0_c.t1
OG0013888	As007G166900	CP5_g745_DN3_SP0_c.t1
OG0013889	As007G167130	CP16_g55276_DN3_SP8_c.t1
OG0013890	As007G176850	CP16_g55227_DN2_SP4_c.t1
OG0013891	As007G176860	CP16_g55228_DN3_SP5_c.t1
OG0013892	As007G176890	CP16_g55222_DN3_SP7_c.t1
OG0013893	As007G176960	CP5_g700_DN3_SP6_c.t1
OG0013894	As007G177050	CP16_g55195_DN3_SP6_c.t1
OG0013895	As007G177060	CP16_g55193_DN3_SP0_c.t1
OG0013897	As007G177550	CP16_g55179_DN3_SP0_c.t1
OG0013898	As007G177690	CP16_g55240_DN3_SP6_c.t1
OG0013899	As007G177720	CP16_g55248_DN3_SP3_c.t1
OG0013900	As007G179250	CP16_g55018_DN3_SP0_c.t1
OG0013901	As007G179820	CP16_g54935_DN3_SP7_c.t1
OG0013902	As007G179990, As010G237370	CP9_g29257_DN3_SP8_c.t1
OG0013903	As010G237390, As007G180000	CP9_g29255_DN2_SP2_c.t1
OG0013904	As007G180040	CP16_g54897_DN3_SP0_c.t1
OG0013905	As007G180260	CP16_g54876_DN2_SP0_c.t1
OG0013906	As007G180410	CP16_g54855_DN3_SP1_c.t1
OG0013907	As007G180570	CP16_g54828_DN3_SP8_c.t1
OG0013908	As007G180590	CP16_g54826_DN2_SP0_c.t1
OG0013909	As007G180630	CP16_g54822_DN3_SP5_c.t1
OG0013910	As007G180700	CP16_g54803_DN3_SP3_c.t1
OG0013911	As007G180930	CP16_g54778_DN3_SP0_c.t1
OG0013912	As007G181750, As007G181400	CP16_g54758_DN3_SP6_c.t1
OG0013915	As008G182290	CP1_g37824_DN3_SP2_c.t1
OG0013916	As008G182730	CP1_g37779_DN3_SP4_c.t1
OG0013917	As008G182740	CP1_g37778_DN2_SP0_c.t1
OG0013918	As008G182840	CP1_g37763_DN3_SP8_c.t1
OG0013919	As008G183060	CP1_g37739_DN3_SP0_c.t1
OG0013920	As008G183170	CP1_g37721_DN2_SP3_c.t1
OG0013921	As008G183550	CP1_g37685_DN3_SP0_c.t1
OG0013922	As008G183570	CP1_g37680_DN3_SP8_c.t1
OG0013923	As008G183690	CP1_g37673_DN3_SP8_c.t1
OG0013924	As008G183800	CP1_g37665_DN3_SP8_c.t1
OG0013925	As008G183900	CP1_g37651_DN3_SP0_c.t1
OG0013926	As008G183970	CP1_g37630_DN3_SP4_c.t1
OG0013927	As008G184330	CP1_g37601_DN3_SP8_c.t1
OG0013928	As008G184540	CP1_g37576_DN3_SP0_c.t1
OG0013929	As008G184570	CP1_g37573_DN3_SP1_c.t1
OG0013930	As008G185340	CP1_g37508_DN3_SP8_c.t1
OG0013931	As008G185470	CP1_g37491_DN3_SP1_c.t1
OG0013932	As008G185480	CP1_g37490_DN3_SP0_c.t1
OG0013933	As008G185630	CP1_g37474_DN3_SP8_c.t1
OG0013934	As008G185700	CP1_g37467_DN3_SP0_c.t1
OG0013935	As008G186520	CP1_g37405_DN3_SP0_c.t1
OG0013936	As008G186580	CP1_g37398_DN3_SP8_c.t1
OG0013937	As008G186770	CP1_g37377_DN3_SP2_c.t1
OG0013938	As008G186890	CP12_g31140_DN3_SP8_c.t1
OG0013939	As008G186900	CP12_g31139_DN3_SP2_c.t1
OG0013940	As008G187070	CP2_g48652_DN3_SP1_c.t1
OG0013941	As008G187580	CP1_g37271_DN2_SP0_c.t1
OG0013942	As008G187630	CP1_g37276_DN3_SP8_c.t1
OG0013943	As008G188160	CP1_g37242_DN2_SP0_c.t1
OG0013944	As008G188210	CP1_g37238_DN3_SP1_c.t1
OG0013945	As008G188310	CP1_g37228_DN3_SP2_c.t1
OG0013946	As008G188350	CP1_g37224_DN3_SP8_c.t1
OG0013947	As008G188370	CP1_g37219_DN3_SP4_c.t1
OG0013948	As008G188420	CP1_g37213_DN3_SP8_c.t1
OG0013949	As008G188510	CP1_g37207_DN3_SP8_c.t1
OG0013950	As008G190280	CP1_g37147_DN2_SP6_c.t1
OG0013951	As008G190340	CP1_g37134_DN3_SP8_c.t1
OG0013952	As008G190650	CP1_g37128_DN3_SP6_c.t1
OG0013953	As008G190930	CP1_g37122_DN3_SP8_c.t1
OG0013954	As008G191740	CP3_g13575_DN3_SP0_c.t1
OG0013955	As008G191810	CP1_g37067_DN2_SP8_c.t1
OG0013956	As008G192690	CP1_g37026_DN2_SP0_c.t1
OG0013957	As008G192820	CP1_g37022_DN3_SP8_c.t1
OG0013959	As008G193040	CP1_g36996_DN3_SP3_c.t1
OG0013960	As008G193150	CP1_g36987_DN3_SP1_c.t1
OG0013961	As008G193160	CP1_g36986_DN3_SP8_c.t1
OG0013962	As008G193390	CP1_g36958_DN3_SP5_c.t1
OG0013963	As008G193690	CP1_g36929_DN3_SP0_c.t1
OG0013964	As008G193880	CP1_g36917_DN2_SP0_c.t1
OG0013965	As008G194070	CP1_g36905_DN2_SP0_c.t1
OG0013966	As008G194420	CP1_g36873_DN3_SP7_c.t1
OG0013967	As008G194600	CP1_g36861_DN3_SP0_c.t1
OG0013968	As008G194700	CP1_g36852_DN3_SP0_c.t1
OG0013970	As008G195380	CP1_g36568_DN3_SP3_c.t1
OG0013971	As008G195590	CP1_g36584_DN1_SP0_c.t1
OG0013972	As008G195630	CP1_g36588_DN3_SP8_c.t1
OG0013973	As008G195860	CP1_g36602_DN3_SP3_c.t1
OG0013974	As008G196050	CP1_g36624_DN3_SP1_c.t1
OG0013975	As008G196280	CP1_g36646_DN3_SP0_c.t1
OG0013976	As008G196360	CP1_g36655_DN3_SP4_c.t1
OG0013977	As008G196430	CP1_g36658_DN3_SP8_c.t1
OG0013978	As008G197020	CP1_g36726_DN3_SP3_c.t1
OG0013979	As008G197330	CP1_g36751_DN3_SP7_c.t1
OG0013980	As008G197450	CP1_g36762_DN3_SP2_c.t1
OG0013981	As008G197480	CP1_g36765_DN3_SP5_c.t1
OG0013982	As008G197830	CP1_g36802_DN3_SP0_c.t1
OG0013983	As008G198220	CP1_g36528_DN2_SP0_c.t1
OG0013984	As008G198360	CP1_g36515_DN3_SP8_c.t1
OG0013985	As008G198500	CP1_g36499_DN3_SP0_c.t1
OG0013986	As008G198520	CP1_g36497_DN2_SP7_c.t1
OG0013987	As008G198550	CP1_g36494_DN3_SP8_c.t1
OG0013988	As008G198570	CP1_g36492_DN1_SP0_c.t1
OG0013989	As008G198610	CP1_g36487_DN3_SP0_c.t1
OG0013990	As008G198710	CP1_g36461_DN3_SP1_c.t1
OG0013991	As008G198750	CP1_g36467_DN3_SP8_c.t1
OG0013992	As008G199020	CP1_g36450_DN3_SP7_c.t1
OG0013993	As008G199210	CP1_g36433_DN1_SP0_c.t1
OG0013994	As008G199240	CP1_g36431_DN3_SP6_c.t1
OG0013995	As008G199270	CP1_g36428_DN3_SP8_c.t1
OG0013996	As008G199300	CP1_g36426_DN3_SP3_c.t1, CP2_g50367_DN2_SP0_c.t1
OG0013997	As008G199560	CP9_g29152_DN3_SP8_c.t1
OG0013999	As009G199800	CP11_g32571_DN3_SP0_c.t1
OG0014000	As009G199870	CP11_g32508_DN3_SP8_c.t1
OG0014001	As009G199940	CP8_g54421_DN3_SP8_c.t1
OG0014002	As009G199970	CP11_g32521_DN3_SP8_c.t1
OG0014003	As009G200000	CP11_g32524_DN3_SP8_c.t1
OG0014004	As009G200300	CP11_g32558_DN3_SP8_c.t1
OG0014005	As009G200520	CP11_g32491_DN3_SP8_c.t1
OG0014006	As009G201060	CP11_g32423_DN3_SP0_c.t1
OG0014007	As009G201480	CP11_g32403_DN3_SP4_c.t1
OG0014008	As009G201490	CP11_g32402_DN2_SP0_c.t1
OG0014009	As009G201500	CP11_g32401_DN3_SP3_c.t1
OG0014010	As009G201540	CP11_g32396_DN3_SP2_c.t1
OG0014011	As009G201570	CP11_g32393_DN3_SP2_c.t1
OG0014012	As009G201730	CP11_g32380_DN3_SP7_c.t1
OG0014013	As009G201740	CP11_g32379_DN3_SP4_c.t1
OG0014014	As009G201970	CP11_g32363_DN3_SP0_c.t1
OG0014015	As009G202080	CP11_g32354_DN3_SP1_c.t1
OG0014016	As009G202100	CP11_g32351_DN3_SP8_c.t1
OG0014018	As009G202620	CP11_g32296_DN3_SP8_c.t1
OG0014019	As009G202730	CP11_g32287_DN3_SP3_c.t1
