Orthogroup	Aethionema_saxatile	Cardamine_glauca
OG0013922	As008G183570	Cg006G232200
OG0013924	As008G183800	Cg006G232320
OG0013925	As008G183900	Cg006G232440
OG0013926	As008G183970	Cg006G232620
OG0013927	As008G184330	Cg006G232920
OG0013928	As008G184540	Cg006G233180
OG0013929	As008G184570	Cg006G233200
OG0013930	As008G185340	Cg006G233880
OG0013931	As008G185470	Cg006G233970
OG0013932	As008G185480	Cg006G233980
OG0013933	As008G185630	Cg006G234170
OG0013934	As008G185700	Cg006G234230
OG0013935	As008G186520	Cg006G234880
OG0013936	As008G186580	Cg006G234950
OG0013937	As008G186770	Cg006G235180
OG0013938	As008G186890	Cg004G144680
OG0013939	As008G186900	Cg004G144670
OG0013940	As008G187070	Cg008G307590
OG0013942	As008G187630	Cg006G236080
OG0013943	As008G188160	Cg006G236440
OG0013944	As008G188210	Cg006G236480
OG0013945	As008G188310	Cg006G236600
OG0013946	As008G188350	Cg006G236640
OG0013947	As008G188370	Cg006G236690
OG0013948	As008G188420	Cg006G236730
OG0013949	As008G188510	Cg006G236790
OG0013950	As008G190280	Cg006G237390
OG0013951	As008G190340	Cg006G237510
OG0013952	As008G190650	Cg006G237560
OG0013953	As008G190930	Cg006G237630
OG0013954	As008G191740	Cg002G048530
OG0013955	As008G191810	Cg006G238210
OG0013957	As008G192820	Cg006G238760
OG0013958	As008G192950	Cg006G238900
OG0013959	As008G193040	Cg006G239080
OG0013960	As008G193150	Cg006G239190
OG0013961	As008G193160	Cg006G239200
OG0013962	As008G193390	Cg006G239500
OG0013963	As008G193690	Cg006G239770
OG0013964	As008G193880	Cg006G239930
OG0013965	As008G194070	Cg001G009100
OG0013966	As008G194420	Cg006G240510
OG0013967	As008G194600	Cg006G240630
OG0013968	As008G194700	Cg006G240710
OG0013969	As008G194950	Cg006G241010
OG0013970	As008G195380	Cg006G241300
OG0013971	As008G195590	Cg006G241440
OG0013972	As008G195630	Cg006G241480
OG0013973	As008G195860	Cg006G241660
OG0013974	As008G196050	Cg006G241900
OG0013975	As008G196280	Cg006G242150
OG0013976	As008G196360	Cg006G242230
OG0013977	As008G196430	Cg006G242270
OG0013978	As008G197020	Cg006G242940
OG0013979	As008G197330	Cg006G243200
OG0013980	As008G197450	Cg006G243300
OG0013981	As008G197480	Cg006G243330
OG0013982	As008G197830	Cg006G243720
OG0013983	As008G198220	Cg006G244090
OG0013984	As008G198360	Cg006G244200
OG0013985	As008G198500	Cg006G244380
OG0013986	As008G198520	Cg006G244410
OG0013987	As008G198550	Cg006G244440
OG0013988	As008G198570	Cg006G244460
OG0013989	As008G198610	Cg006G244520
OG0013990	As008G198710	Cg006G244810
OG0013991	As008G198750	Cg006G244730
OG0013993	As008G199210	Cg006G245110
OG0013994	As008G199240	Cg006G245130
OG0013995	As008G199270	Cg005G163950
OG0013996	As008G199300	Cg006G245170
OG0013997	As008G199560	Cg002G058920
OG0013998	As008G199670	Cg006G245450
OG0013999	As009G199800	Cg008G294100
OG0014000	As009G199870	Cg008G294800
OG0014001	As009G199940	Cg008G299580
OG0014002	As009G199970	Cg008G294660
OG0014003	As009G200000	Cg008G294630
OG0014004	As009G200300	Cg008G294250
OG0014005	As009G200520	Cg008G294990
OG0014006	As009G201060	Cg008G295780
OG0014007	As009G201480	Cg008G295980
OG0014008	As009G201490	Cg008G295990
OG0014009	As009G201500	Cg008G296000
OG0014010	As009G201540	Cg008G296050
OG0014011	As009G201570	Cg008G296080
OG0014012	As009G201730	Cg008G296210
OG0014013	As009G201740	Cg008G296220
OG0014014	As009G201970	Cg008G296370
OG0014015	As009G202080	Cg008G296470
OG0014016	As009G202100	Cg008G296500
OG0014017	As009G202460	Cg008G296770, Cg004G117960
OG0014018	As009G202620	Cg008G296970
OG0014019	As009G202730	Cg008G297040
OG0014020	As009G203000	Cg008G297230
OG0014021	As009G203030	Cg008G297450
OG0014022	As009G203140	Cg008G297530
OG0014023	As009G203270	Cg008G297700
OG0014024	As009G203280	Cg008G297690
OG0014025	As009G203560	Cg008G297900
OG0014026	As009G204020	Cg008G298480
OG0014027	As009G204070	Cg007G277820
OG0014028	As009G204080	Cg008G298540
OG0014029	As009G204290	Cg008G298750
OG0014030	As009G204360	Cg008G298850
OG0014031	As009G204450	Cg008G298920
OG0014032	As009G204570	Cg008G299060
OG0014033	As009G204750	Cg008G299320
OG0014034	As009G205040	Cg008G299620
OG0014035	As009G205160	Cg008G299760
OG0014036	As009G205480	Cg008G306180
OG0014037	As009G205580	Cg008G306260
OG0014038	As009G205600	Cg008G306280
OG0014039	As009G205620	Cg008G306300
OG0014040	As009G205690	Cg008G306370
OG0014041	As009G205770	Cg008G306480
OG0014042	As009G205960	Cg008G319520
OG0014043	As009G206140	Cg008G306850, Cg008G306820
OG0014044	As009G206610	Cg008G307140
OG0014045	As009G207020	Cg008G307560
OG0014046	As009G208120	Cg008G310980, Cg008G309220
OG0014047	As009G208180	Cg008G309250, Cg008G311050
OG0014048	As009G208390	Cg008G311190, Cg008G309340
OG0014049	As009G208670	Cg008G309380, Cg008G311230
OG0014050	As009G209110	Cg008G312520
OG0014051	As009G209440	Cg008G311520, Cg008G309690
OG0014052	As009G210490	Cg008G293670
OG0014053	As009G210740	Cg008G287710
OG0014054	As009G211140	Cg008G287860
OG0014055	As009G211410	Cg008G287760
OG0014056	As009G211610	Cg008G295040
OG0014058	As009G211800	Cg008G287460
OG0014059	As009G211810	Cg008G287430
OG0014060	As009G211920	Cg008G287370
OG0014061	As009G212020	Cg008G313660
OG0014062	As009G212520	Cg008G287020
OG0014063	As009G212590	Cg008G286950
OG0014064	As009G212680	Cg008G286830
OG0014065	As009G212760	Cg008G286750
OG0014066	As009G212810	Cg008G286700
OG0014067	As009G212940	Cg008G286640
OG0014068	As009G213020	Cg008G286560
OG0014069	As009G213090	Cg008G286450
OG0014070	As009G213210	Cg008G286320
OG0014071	As009G213240	Cg008G286290
OG0014072	As009G213830	Cg008G286120
OG0014073	As009G213880	Cg008G286070
OG0014074	As009G214040	Cg008G285660
OG0014075	As009G214060	Cg008G285710
OG0014076	As009G214110	Cg008G285770
OG0014077	As009G214120	Cg008G285780
OG0014078	As009G214340	Cg008G285580
OG0014079	As009G214370	Cg008G285550
OG0014080	As009G214430	Cg008G285520
OG0014081	As009G214460	Cg008G285480
OG0014082	As009G214480	Cg008G285440
OG0014083	As009G214660	Cg008G285150
OG0014084	As009G214880	Cg008G305760
OG0014085	As009G215130	Cg008G305340
OG0014086	As009G215200	Cg008G305350
OG0014087	As009G215380	Cg008G304910
OG0014088	As009G216320, As009G216050	Cg008G304010
OG0014089	As009G216160, As011G256820	Cg008G304080
OG0014090	As009G216190	Cg008G304100
OG0014091	As009G216350	Cg008G303980
OG0014092	As009G216390	Cg008G303940
OG0014093	As009G216720	Cg008G303580
OG0014094	As009G216890	Cg008G303390
OG0014095	As010G222020, As009G216940	Cg004G143640
OG0014096	As009G217430	Cg008G302770
OG0014097	As009G217460	Cg008G302750
OG0014098	As009G217720	Cg003G108730
OG0014099	As009G218060	Cg003G109180
OG0014100	As009G218110	Cg003G109220
OG0014101	As009G218310	Cg003G109480
OG0014102	As009G218330	Cg001G012430
OG0014103	As009G218560	Cg003G109840
OG0014104	As009G218610	Cg003G109930
OG0014105	As009G218830	Cg003G110170
OG0014106	As009G219100	Cg003G110430
OG0014107	As009G219150	Cg003G110510
OG0014108	As009G219180	Cg003G110540
OG0014109	As009G219240	Cg003G110650
OG0014110	As009G219340	Cg003G110750
OG0014111	As009G219440	Cg003G110870
OG0014112	As009G219450	Cg003G110880
OG0014113	As009G219620	Cg003G106330
OG0014114	As009G219750	Cg003G106190
OG0014115	As009G220020	Cg003G105940
OG0014116	As010G220230	Cg002G055370
OG0014117	As010G220260	Cg002G055420
OG0014118	As010G220300	Cg002G055480, Cg006G209330
OG0014119	As010G220350	Cg002G055530
OG0014120	As010G220510	Cg002G055770
OG0014121	As010G220680	Cg002G055950
OG0014122	As010G220820	Cg002G056140, Cg002G056150
OG0014123	As010G220830	Cg002G056160
OG0014124	As010G220980	Cg002G056330
OG0014125	As010G221080	Cg002G056460
OG0014126	As010G221390	Cg002G056950
OG0014127	As010G221450	Cg002G057040
OG0014128	As010G221520	Cg002G057120, Cg002G057080
OG0014129	As010G221810	Cg002G057480
OG0014130	As010G221890	Cg008G320110, Cg002G057530
OG0014131	As010G222130	Cg002G057740
OG0014132	As010G222180	Cg002G057820
OG0014133	As010G222480	Cg002G058250
OG0014134	As010G222590	Cg002G058400
OG0014135	As010G222880	Cg002G058700
OG0014136	As010G222980	Cg002G058800
OG0014137	As010G223070	Cg002G058930
OG0014138	As010G223130	Cg003G082690
OG0014139	As010G223360	Cg002G059210
OG0014140	As010G223450	Cg002G059310
OG0014141	As010G223610	Cg002G059640
OG0014142	As010G223670	Cg002G059720
OG0014143	As010G223680	Cg002G059730
OG0014144	As010G224070	Cg002G060020
OG0014145	As010G224080	Cg002G060050
OG0014146	As010G224430	Cg002G060630
OG0014147	As010G224560	Cg002G060840
OG0014148	As010G224690	Cg002G061040
OG0014149	As010G224760, As010G239800	Cg007G274190
OG0014150	As010G224910	Cg002G061400
OG0014151	As010G224950	Cg002G061440
OG0014152	As010G225130	Cg002G061640
OG0014153	As010G225300	Cg002G062070
OG0014154	As010G225330	Cg002G062110
OG0014155	As010G225640	Cg002G062360
OG0014156	As010G225710	Cg002G062430
OG0014157	As010G225910	Cg002G062730
OG0014158	As010G226360	Cg002G063990
OG0014159	As010G226380	Cg002G064050
OG0014160	As010G226390	Cg002G064060
OG0014161	As010G226450	Cg002G064190
OG0014162	As010G226470	Cg005G160060
OG0014163	As010G227120	Cg003G088180
OG0014164	As010G227490	Cg002G066680, Cg002G066510
OG0014165	As010G228100	Cg007G267560
OG0014166	As010G228260	Cg007G267470
OG0014167	As010G228610	Cg007G267800
OG0014168	As010G229030	Cg007G247450
OG0014169	As010G229940	Cg007G267940
OG0014170	As010G230020	Cg007G267920
OG0014171	As010G231210	Cg007G268810
OG0014172	As010G231600	Cg007G268880
OG0014173	As010G231660	Cg007G280720
OG0014174	As010G232280	Cg007G269680
OG0014175	As010G232400	Cg007G269580
OG0014176	As010G232460	Cg007G269530
OG0014177	As010G232480	Cg007G269510
OG0014178	As010G232660	Cg007G269920
OG0014179	As010G232980	Cg007G270330
OG0014180	As010G233270	Cg007G270770
OG0014181	As010G233520	Cg007G271040
OG0014182	As010G233580	Cg007G271090
OG0014183	As010G234030	Cg007G271630
OG0014184	As010G234120	Cg007G271730
OG0014185	As010G234200	Cg007G271810
OG0014186	As010G234270	Cg007G271900
OG0014187	As010G234310	Cg007G271950
OG0014188	As010G234500	Cg007G272100
OG0014189	As010G234660	Cg007G272260
OG0014190	As010G234670	Cg007G272210
OG0014191	As010G234830	Cg007G272390
OG0014192	As010G234840	Cg007G272400
OG0014193	As010G235250	Cg007G278820
OG0014194	As010G235700	Cg007G278370
OG0014195	As010G235750	Cg007G278310
OG0014197	As010G236170	Cg007G277950
OG0014198	As010G236210	Cg007G277910
OG0014199	As010G236330	Cg007G277740
OG0014200	As010G236400	Cg007G277710
OG0014201	As010G236510	Cg007G277590
OG0014202	As010G236710	Cg007G277360
OG0014203	As010G236900	Cg007G277220
OG0014204	As010G237150	Cg007G277000
OG0014205	As010G237430	Cg008G297370, Cg007G276680
OG0014206	As010G237450	Cg007G276660
OG0014207	As010G237480	Cg007G276630
OG0014208	As010G237620	Cg007G276460
OG0014209	As010G237720, As010G237730	Cg007G276330
OG0014210	As010G237950	Cg007G276120
OG0014211	As010G238240	Cg007G275870
OG0014212	As010G238250	Cg007G275860
OG0014213	As010G238460	Cg007G275610
OG0014214	As010G238490	Cg007G275570
OG0014215	As010G238660	Cg007G275370
OG0014216	As010G238750	Cg007G275270
OG0014217	As010G238840	Cg007G275170
OG0014218	As010G239070	Cg007G274920
OG0014219	As010G239120	Cg007G274850
OG0014220	As010G239190	Cg007G274780
OG0014221	As010G239250	Cg007G274700
OG0014222	As010G239310	Cg007G274640
OG0014223	As010G239370	Cg007G274620
OG0014224	As010G239500	Cg007G274460
OG0014225	As010G239550	Cg007G274420
OG0014226	As010G239640	Cg007G274330
OG0014227	As010G239680	Cg007G274300
OG0014228	As010G239710	Cg007G274260, Cg003G086900
OG0014229	As010G239780	Cg007G274210
OG0014230	As010G239840	Cg007G274140
OG0014231	As010G240170	Cg007G273880
OG0014232	As010G240460	Cg007G273700
OG0014233	As010G240520	Cg007G273620
OG0014234	As010G240910, As010G240870, As010G240930	Cg007G273320
OG0014237	As010G241110	Cg007G273120
OG0014238	As010G241140	Cg006G228540
OG0014239	As010G241290	Cg007G272950
OG0014240	As010G241300	Cg007G272940
OG0014241	As010G241360	Cg007G272870
OG0014242	As010G241540	Cg007G272720
OG0014243	As010G242280	Cg007G279600
OG0014244	As010G242370	Cg007G279680
OG0014245	As010G242460	Cg007G279780
OG0014246	As010G242520	Cg007G279850
OG0014247	As010G242700	Cg007G279980
OG0014248	As010G242730	Cg007G280010
OG0014249	As010G242740	Cg007G280020
OG0014250	As010G242820	Cg007G280090
OG0014251	As010G242840	Cg007G280110
OG0014252	As010G243300	Cg007G280480
OG0014253	As010G243500	Cg007G280850
OG0014254	As010G243810	Cg007G281130
OG0014255	As010G243820	Cg007G281150
OG0014256	As010G243870	Cg007G281200
OG0014257	As010G243880	Cg007G281210
OG0014258	As010G243930	Cg007G281230
OG0014259	As010G244260	Cg007G281530
OG0014260	As010G244320	Cg007G281600
OG0014261	As010G244350	Cg007G281640
OG0014262	As010G244400	Cg007G281670
OG0014263	As010G244520	Cg007G281770
OG0014264	As010G244540	Cg007G281790
OG0014265	As011G244620	Cg004G128400
OG0014266	As011G244770	Cg004G128690
OG0014267	As011G245060	Cg004G129040
OG0014268	As011G245830	Cg004G129790
OG0014269	As011G245850	Cg004G129810
OG0014270	As011G246030	Cg003G100060
OG0014271	As011G246090	Cg004G130040
OG0014272	As011G246100	Cg004G130060
OG0014273	As011G246150	Cg004G130200
OG0014274	As011G246740	Cg004G130710
OG0014275	As011G247010	Cg004G131010
OG0014276	As011G247030	Cg004G131040
OG0014277	As011G247070	Cg004G131070
OG0014278	As011G247260	Cg004G131440
OG0014279	As011G247390	Cg004G131580
OG0014280	As011G247780	Cg004G131990
OG0014281	As011G247810	Cg004G132030
OG0014283	As011G248170	Cg003G089060
OG0014284	As011G248250	Cg004G132440
OG0014285	As011G248270	Cg004G132460
OG0014286	As011G248530	Cg004G132740
OG0014287	As011G248810	Cg004G132980
OG0014288	As011G249010	Cg004G133270
OG0014289	As011G249160	Cg004G133440
OG0014290	As011G249310	Cg004G133640
OG0014291	As011G249390	Cg004G133770
OG0014292	As011G249690	Cg004G134150
OG0014293	As011G249720	Cg004G134190
OG0014294	As011G249890	Cg004G134380
OG0014295	As011G250090	Cg004G134600
OG0014296	As011G250310	Cg004G134870
OG0014297	As011G250510	Cg005G178860
OG0014298	As011G250580	Cg004G135150
OG0014299	As011G250790	Cg004G135370
OG0014300	As011G250890	Cg004G135450
OG0014301	As011G251000	Cg004G135600
OG0014303	As011G251290	Cg004G135870
OG0014304	As011G251300	Cg004G135890
OG0014305	As011G251310	Cg004G135910
OG0014306	As011G251430, As012G272630	Cg006G199830
OG0014307	As011G251500	Cg004G136150
OG0014308	As011G251560	Cg004G136170
OG0014309	As011G251670, As012G272520	Cg006G199730
OG0014310	As011G251870	Cg004G136560
OG0014311	As011G251960	Cg004G136660
OG0014312	As011G251990	Cg004G136680
OG0014313	As011G252530	Cg004G137130
OG0014314	As011G252540	Cg004G137140
OG0014315	As011G252650	Cg004G137250
OG0014316	As011G252760	Cg004G137370
OG0014317	As011G252790	Cg004G137380
OG0014318	As011G252810	Cg004G137400
OG0014319	As011G253030	Cg004G137680
OG0014320	As011G253090	Cg004G137780
OG0014321	As011G253100	Cg004G137810
OG0014322	As011G253120	Cg004G137820
OG0014323	As011G253430	Cg004G138540
OG0014324	As011G253560	Cg004G138370
OG0014325	As011G253580	Cg004G138350
OG0014326	As011G253640	Cg004G138290
OG0014327	As011G253660	Cg004G138280
OG0014328	As011G253780	Cg004G138700
OG0014329	As011G253990	Cg004G138900
OG0014330	As011G254550	Cg004G139790
OG0014331	As011G254770	Cg008G300460
OG0014332	As011G254790	Cg004G140100
OG0014333	As011G254940	Cg004G140270
OG0014334	As011G255360	Cg004G140880
OG0014335	As011G255450	Cg004G141090
OG0014336	As011G255470	Cg004G141120
OG0014337	As011G255650	Cg004G141300
OG0014338	As011G255740	Cg001G028450
OG0014339	As011G256210, As011G256220	Cg004G141780
OG0014340	As011G256380	Cg004G142160
OG0014341	As011G256480	Cg004G142280
OG0014342	As011G256500	Cg004G142290
OG0014343	As011G256510	Cg004G142300
OG0014344	As011G256810	Cg004G142610
OG0014345	As011G256930	Cg004G142690
OG0014346	As011G257740	Cg004G143080
OG0014347	As011G257750	Cg004G143100
OG0014348	As011G258100	Cg004G143210
OG0014349	As011G258780	Cg004G144490
OG0014350	As011G258790	Cg004G144470
OG0014351	As011G258880	Cg004G144060
OG0014352	As011G259220	Cg004G147890
OG0014353	As011G260760	Cg004G154400
OG0014354	As011G260990	Cg004G125270
OG0014355	As011G261150	Cg004G146440
OG0014356	As011G261300	Cg004G146220
OG0014357	As011G261310	Cg004G146210
OG0014358	As011G261430	Cg004G145960
OG0014359	As011G261500	Cg004G145930
OG0014360	As011G261560	Cg004G145770
OG0014361	As011G261670	Cg004G145090
OG0014362	As011G261790	Cg004G147480
OG0014363	As011G261840	Cg004G150290, Cg004G151180
OG0014364	As011G261870	Cg004G147060
OG0014365	As011G262050	Cg004G148110
OG0014366	As011G262170	Cg004G148310
OG0014367	As011G262210	Cg004G148370
OG0014368	As011G262330	Cg004G148780
OG0014369	As011G262340	Cg004G148840
OG0014370	As011G262390	Cg001G007010
OG0014371	As011G262400	Cg004G149270
OG0014372	As011G262460	Cg008G283630, Cg008G283620
OG0014373	As011G262570	Cg004G150490, Cg004G149430
OG0014374	As011G262660	Cg006G238130
OG0014375	As011G262940	Cg004G151540, Cg001G030450
OG0014376	As011G262990	Cg004G151630
OG0014377	As011G263040	Cg004G151670
OG0014378	As011G263350	Cg004G151290
OG0014379	As011G263450	Cg006G207360
OG0014380	As011G263560	Cg004G152600
OG0014381	As011G263770	Cg006G210500
OG0014382	As011G263860	Cg004G152880
OG0014383	As011G264380	Cg004G153340
OG0014384	As011G264520	Cg004G153640
OG0014385	As011G264700	Cg004G153790
OG0014386	As011G265310	Cg004G154600
OG0014387	As011G265540	Cg004G154890
OG0014388	As011G265550	Cg004G154900
OG0014389	As011G265670	Cg004G155200
OG0014390	As011G265700	Cg004G155220
OG0014391	As011G265710	Cg004G155230
OG0014392	As011G265990	Cg004G155610
OG0014394	As011G266320	Cg004G155950
OG0014395	As011G266620	Cg004G156290
OG0014396	As011G266670	Cg004G156360
OG0014397	As011G266890	Cg004G156580
OG0014398	As011G267190	Cg004G156880
OG0014399	As011G267260	Cg004G156960
OG0014400	As011G267370	Cg004G157070
OG0014401	As011G267500	Cg004G157190
OG0014402	As011G267530	Cg004G157160
OG0014403	As012G267690	Cg006G194040
OG0014404	As012G267740	Cg006G194080
OG0014405	As012G268050	Cg006G194510
OG0014406	As012G268070	Cg006G194520
OG0014407	As012G268440	Cg006G194810
OG0014408	As012G268600	Cg006G194850
OG0014409	As012G268630	Cg006G194880
OG0014410	As012G268670	Cg008G325320
OG0014411	As012G268780	Cg006G195000, Cg002G063390
OG0014412	As012G269440	Cg006G195810
OG0014413	As012G269480	Cg006G195860
OG0014414	As012G269640	Cg006G196030
OG0014415	As012G269840	Cg006G196390
OG0014417	As012G270340, As012G270390	Cg006G196890
OG0014418	As012G270480	Cg006G197010
OG0014419	As012G270640	Cg006G197290
OG0014420	As012G270650	Cg006G197300
OG0014421	As012G270660	Cg006G197310
OG0014422	As012G270730	Cg006G197410
OG0014423	As012G270910	Cg006G197540
OG0014424	As012G271270	Cg006G197990
OG0014425	As012G271340	Cg006G198040
OG0014426	As012G271480	Cg006G198220
OG0014427	As012G271590	Cg006G198890
OG0014428	As012G271700	Cg006G198690
OG0014429	As012G271820	Cg006G198410
OG0014430	As012G272040	Cg007G268060
OG0014431	As012G272060	Cg006G199190
OG0014432	As012G272090	Cg006G199220
OG0014433	As012G272180	Cg006G199350
OG0014434	As012G272330	Cg003G083010, Cg006G199530
OG0014435	As012G272360	Cg006G199560
OG0014436	As012G272610	Cg006G199800
OG0014437	As012G272680	Cg006G199900
OG0014438	As012G272790	Cg006G200060
OG0014439	As012G272820	Cg004G135750
OG0014440	As012G272940	Cg006G200230
OG0014441	As012G272960	Cg006G200260
OG0014442	As012G273210	Cg006G200520
OG0014443	As012G273260	Cg006G200580
OG0014444	As012G273390	Cg006G200750
OG0014445	As012G273450	Cg006G200470
OG0014446	As012G273650	Cg006G201350
OG0014447	As012G273830	Cg006G201520
OG0014448	As012G273910	Cg006G201610
OG0014449	As012G274230	Cg001G024980
OG0014450	As012G274370	Cg001G025130
OG0014451	As012G277900, As012G274400	Cg002G052310
OG0014452	As012G274430	Cg001G025170
OG0014453	As012G274550	Cg001G025320
OG0014454	As012G274640	Cg001G025420
OG0014455	As012G274710	Cg001G025510
OG0014456	As012G275090	Cg005G171910
OG0014457	As012G275110	Cg005G171920
OG0014459	As012G275490	Cg002G054900
OG0014460	As012G275530	Cg002G054840
OG0014461	As012G275770	Cg002G067880
OG0014462	As012G275780	Cg002G054570
OG0014463	As012G275790	Cg002G054560
OG0014464	As012G275800	Cg002G054550
OG0014465	As012G275900	Cg002G054490
OG0014466	As012G275960	Cg002G054370
OG0014467	As012G276070	Cg002G054210
OG0014468	As012G276200	Cg002G054110
OG0014469	As012G276210	Cg002G054060
OG0014470	As012G276840	Cg007G268010
OG0014471	As012G276970	Cg002G053260
OG0014472	As012G277110	Cg002G053150
OG0014473	As012G277720	Cg002G052680
OG0014474	As012G278180	Cg002G052490
OG0014475	As012G278600	Cg002G054970
OG0014476	As012G278810	Cg008G295080
OG0014477	As012G278870	Cg002G055060
OG0014478	As012G278900	Cg002G055080
OG0014479	As012G279510	Cg002G055270
OG0014480	As012G280110	Cg002G052120
OG0014481	As012G280250	Cg002G052070
OG0014482	As012G280870	Cg002G051690
OG0014483	As012G281500	Cg002G051350
OG0014484	As012G281610	Cg002G051250
OG0014485	As012G281620	Cg002G051230
OG0014486	As012G281730	Cg002G051170
OG0014487	As012G282010	Cg002G050900
OG0014488	As012G282660	Cg002G050150
OG0014489	As012G282700	Cg002G050110
OG0014490	As012G282780	Cg005G165550
OG0014491	As012G282970	Cg002G049840
OG0014492	As012G283170	Cg002G049580
OG0014493	As012G283230	Cg002G049530
OG0014494	As012G283250	Cg002G049500
OG0014495	As012G283690, As012G283730	Cg002G049090
OG0014496	As012G284320	Cg002G048400
OG0014497	As012G284520	Cg002G048200
OG0014498	As012G284560	Cg002G048140
OG0014499	As012G284750	Cg002G047860
OG0014500	As012G284880	Cg002G047730
OG0014501	As012G285220	Cg002G047350
OG0014502	As012G285240	Cg002G047330
OG0014503	As012G285250	Cg002G047320
OG0014504	As012G285430	Cg002G047100
OG0014505	As012G285450	Cg002G047080
OG0014506	As012G285860	Cg002G046710
OG0014507	As012G285900	Cg002G046670
OG0014508	As012G286000	Cg002G046530
OG0014509	As012G286230	Cg002G046310
OG0014510	As012G286300	Cg002G046210
OG0014511	As012G286620	Cg002G049610
OG0014512	As012G286740	Cg002G045970
OG0014513	As012G286800	Cg002G045920
OG0014514	As012G286980, As012G287000	Cg002G045760
OG0014515	As012G287090	Cg002G045650
OG0014516	As012G287520	Cg002G045200
OG0014517	As012G287690	Cg002G045050
OG0014518	As012G287810	Cg002G044880
OG0014519	As012G287910	Cg002G044710
OG0014520	As012G287970	Cg002G044650
OG0014521	As012G287980	Cg002G044640
OG0014522	As012G287990	Cg002G044630
OG0014523	As012G288090	Cg002G044480
OG0014524	As012G288360	Cg002G044160
OG0014525	As012G288530	Cg002G043830
OG0014526	As012G289020	Cg002G043570
OG0014527	As012G289030	Cg002G043560
OG0014528	As012G289190	Cg002G043430
OG0014530	As012G289320	Cg002G043300
OG0014531	As012G289440	Cg002G043220
OG0014532	As012G289450	Cg002G043210
OG0014533	As012G289500	Cg002G043170
OG0014637	As001G000280	Cg001G012190
OG0014638	As001G000430	Cg004G154940
OG0014639	As001G000490	Cg001G011950
OG0014640	As001G000510	Cg001G011910
OG0014641	As001G000560	Cg001G011860
OG0014643	As001G000670	Cg001G011760
OG0014644	As001G000810	Cg007G277840
OG0014645	As001G000830	Cg001G011570
OG0014646	As001G000840	Cg001G011560
OG0014647	As001G000900	Cg001G011440
OG0014648	As001G000980	Cg001G011370
OG0014649	As001G001010	Cg001G011350
OG0014650	As001G001150	Cg001G011200
OG0014651	As001G001160	Cg001G011190
OG0014652	As001G001250	Cg001G011080
OG0014653	As001G001350	Cg001G011040
OG0014654	As001G001390	Cg001G011000
OG0014655	As001G001400	Cg001G010980
OG0014656	As001G001530	Cg007G278200
OG0014657	As001G001550	Cg001G010820
OG0014658	As001G001630, As001G001590	Cg001G010840
OG0014659	As001G001700	Cg001G010740
OG0014660	As001G001710	Cg001G010730
OG0014661	As001G002320	Cg001G010170
OG0014662	As001G002960	Cg001G009690
OG0014663	As001G002990	Cg001G009660
OG0014664	As001G003040	Cg005G190470
OG0014665	As001G003050	Cg001G009600
OG0014666	As001G003100	Cg001G000070
OG0014667	As001G003340	Cg001G009400
OG0014668	As001G003420	Cg001G009320
OG0014669	As001G003460	Cg001G009290
OG0014670	As001G003670	Cg001G009160
OG0014671	As001G003700	Cg001G009130
OG0014672	As001G003910	Cg006G237290
OG0014673	As001G003920	Cg001G008960
OG0014674	As001G004060	Cg001G008730
OG0014675	As001G004100	Cg001G008710
OG0014676	As001G004110	Cg001G008700
OG0014677	As001G004270	Cg001G008610
OG0014678	As001G004290	Cg001G008590
OG0014679	As001G004520	Cg001G008420
OG0014680	As001G004830	Cg001G008160
OG0014681	As001G004870	Cg001G008140
OG0014682	As001G004960	Cg001G008060
OG0014683	As001G005090	Cg005G187700
OG0014684	As001G005340	Cg001G007750
OG0014685	As001G005800	Cg001G007410
OG0014686	As001G006080	Cg001G007530
OG0014687	As001G006240	Cg001G007550
OG0014689	As001G009970	Cg001G006030
OG0014690	As001G010050	Cg001G006870
OG0014691	As001G010380	Cg001G006830
OG0014692	As001G010460	Cg001G006820
OG0014693	As001G010510	Cg001G006800
OG0014695	As001G012190	Cg001G006570
OG0014696	As001G012730	Cg001G005970
OG0014697	As001G013580	Cg001G006150
OG0014698	As001G013750	Cg001G006300
OG0014699	As001G013810	Cg001G006360
OG0014700	As001G013910	Cg001G005900
OG0014701	As001G014070	Cg001G005930
OG0014702	As001G014240	Cg001G005690
OG0014703	As001G014330	Cg001G005600
OG0014704	As011G263760	Cg004G152800
OG0014705	As001G014940, As001G018320	Cg004G156780
OG0014706	As001G015520	Cg001G004970
OG0014707	As001G015610	Cg001G004900
OG0014708	As001G015650	Cg001G004860
OG0014709	As001G015790	Cg006G215140
OG0014710	As001G015930	Cg006G214920
OG0014711	As001G015990	Cg006G214740
OG0014712	As001G016240	Cg006G214460
OG0014713	As001G016250	Cg006G214440
OG0014714	As001G016410	Cg006G214270
OG0014715	As001G016420	Cg006G214260
OG0014716	As001G016730	Cg006G213870
OG0014717	As001G016770	Cg006G213830
OG0014718	As001G016790	Cg006G213800
OG0014719	As001G016800	Cg006G213790
OG0014720	As001G016900	Cg006G213720
OG0014721	As001G017020	Cg006G213430
OG0014722	As001G017040	Cg006G213400
OG0014723	As001G017390	Cg001G024030
OG0014724	As001G017410	Cg001G024040
OG0014725	As001G017480	Cg001G024260
OG0014726	As001G017520	Cg001G024300
