Orthogroup	Duplications (all)	Duplications (50% support)
OG0004342	7	6
OG0004343	7	6
OG0004344	6	4
OG0004345	7	6
OG0004346	7	6
OG0004347	6	5
OG0004348	1	1
OG0004349	6	4
OG0004350	7	5
OG0004351	5	3
OG0004352	7	5
OG0004353	7	4
OG0004354	7	7
OG0004355	8	8
OG0004356	9	9
OG0004357	7	7
OG0004358	7	7
OG0004359	7	5
OG0004360	8	7
OG0004361	7	6
OG0004362	7	7
OG0004363	10	9
OG0004364	7	7
OG0004365	12	11
OG0004366	5	3
OG0004367	7	7
OG0004368	10	7
OG0004369	9	8
OG0004370	6	5
OG0004371	4	3
OG0004372	8	6
OG0004373	7	7
OG0004374	7	6
OG0004375	6	4
OG0004376	7	7
OG0004377	8	5
OG0004378	8	8
OG0004379	7	4
OG0004380	4	3
OG0004381	7	4
OG0004382	8	8
OG0004383	8	5
OG0004384	7	4
OG0004385	5	4
OG0004386	11	6
OG0004387	6	5
OG0004388	6	5
OG0004389	8	6
OG0004390	10	9
OG0004391	7	6
OG0004392	9	5
OG0004393	8	7
OG0004394	6	6
OG0004395	7	6
OG0004396	7	7
OG0004397	6	4
OG0004398	8	8
OG0004399	9	8
OG0004400	7	5
OG0004401	7	5
OG0004402	12	10
OG0004403	9	9
OG0004404	12	12
OG0004405	4	3
OG0004406	10	9
OG0004407	5	4
OG0004408	5	3
OG0004409	6	5
OG0004410	7	3
OG0004411	6	5
OG0004412	11	11
OG0004413	7	6
OG0004414	7	6
OG0004415	7	5
OG0004416	7	6
OG0004417	7	5
OG0004418	8	8
OG0004419	2	2
OG0004420	7	5
OG0004421	7	7
OG0004422	9	8
OG0004423	8	7
OG0004424	11	8
OG0004425	6	5
OG0004426	16	14
OG0004427	10	10
OG0004428	9	6
OG0004429	8	2
OG0004430	29	29
OG0004431	8	7
OG0004432	15	13
OG0004433	12	11
OG0004434	10	9
OG0004435	11	9
OG0004436	5	5
OG0004437	19	18
OG0004438	6	2
OG0004439	11	9
OG0004440	4	4
OG0004441	26	26
OG0004442	29	29
OG0004443	18	12
OG0004444	28	28
OG0004445	27	27
OG0004446	24	20
OG0004447	27	27
OG0004448	29	29
OG0004449	29	29
OG0004450	29	29
OG0004451	8	7
OG0004452	4	2
OG0004453	7	6
OG0004454	8	7
OG0004455	7	6
OG0004456	6	4
OG0004457	9	7
OG0004458	8	7
OG0004459	10	10
OG0004460	6	6
OG0004461	7	7
OG0004462	8	6
OG0004463	7	4
OG0004464	9	9
OG0004465	8	8
OG0004466	7	6
OG0004467	14	7
OG0004468	8	8
OG0004469	5	4
OG0004470	6	6
OG0004471	6	6
OG0004472	8	8
OG0004473	7	5
OG0004474	9	6
OG0004475	7	5
OG0004476	6	6
OG0004477	6	5
OG0004478	6	6
OG0004479	8	8
OG0004480	8	7
OG0004481	8	7
OG0004482	9	8
OG0004483	6	5
OG0004484	6	6
OG0004485	9	8
OG0004486	7	6
OG0004487	10	10
OG0004488	7	6
OG0004489	6	4
OG0004490	7	7
OG0004491	4	3
OG0004492	6	6
OG0004493	5	4
OG0004494	8	5
OG0004495	6	6
OG0004496	5	3
OG0004497	6	6
OG0004498	8	5
OG0004499	11	9
OG0004500	3	2
OG0004501	11	7
OG0004502	5	3
OG0004503	4	3
OG0004504	8	8
OG0004505	6	5
OG0004506	11	11
OG0004507	7	7
OG0004508	7	6
OG0004509	7	7
OG0004510	5	5
OG0004511	6	6
OG0004512	6	6
OG0004513	11	6
OG0004514	6	5
OG0004515	6	6
OG0004516	8	7
OG0004517	6	3
OG0004518	6	4
OG0004519	6	6
OG0004520	7	5
OG0004521	6	5
OG0004522	7	7
OG0004523	7	4
OG0004524	7	5
OG0004525	6	5
OG0004526	8	7
OG0004527	6	6
OG0004528	5	3
OG0004529	7	7
OG0004530	6	6
OG0004531	6	6
OG0004532	7	6
OG0004533	6	5
OG0004534	7	7
OG0004535	5	4
OG0004536	6	5
OG0004537	6	3
OG0004538	7	6
OG0004539	5	2
OG0004540	6	6
OG0004541	7	6
OG0004542	6	6
OG0004543	7	6
OG0004544	6	6
OG0004545	7	6
OG0004546	6	6
OG0004547	7	6
OG0004548	4	2
OG0004549	7	7
OG0004550	6	6
OG0004551	9	5
OG0004552	6	6
OG0004553	7	4
OG0004554	8	5
OG0004555	7	7
OG0004556	6	5
OG0004557	6	4
OG0004558	8	8
OG0004559	5	3
OG0004560	6	6
OG0004561	6	4
OG0004562	6	5
OG0004563	6	6
OG0004564	8	7
OG0004565	7	7
OG0004566	6	5
OG0004567	5	3
OG0004568	12	11
OG0004569	6	6
OG0004570	7	6
OG0004571	4	3
OG0004572	6	5
OG0004573	6	6
OG0004574	5	4
OG0004575	8	7
OG0004576	6	6
OG0004577	10	5
OG0004578	6	6
OG0004579	6	6
OG0004580	6	6
OG0004581	6	5
OG0004582	6	5
OG0004583	7	5
OG0004584	8	8
OG0004585	9	8
OG0004586	8	8
OG0004587	4	1
OG0004588	8	7
OG0004589	7	7
OG0004590	9	9
OG0004591	13	6
OG0004592	6	4
OG0004593	6	6
OG0004594	10	9
OG0004595	8	7
OG0004596	9	7
OG0004597	9	8
OG0004598	6	2
OG0004599	6	5
OG0004600	7	7
OG0004601	9	8
OG0004602	7	4
OG0004603	7	6
OG0004604	7	5
OG0004605	14	12
OG0004606	6	3
OG0004607	7	6
OG0004608	10	8
OG0004609	6	5
OG0004610	6	4
OG0004611	7	6
OG0004612	6	5
OG0004613	6	6
OG0004614	8	5
OG0004615	10	7
OG0004616	8	6
OG0004617	12	12
OG0004618	8	7
OG0004619	7	7
OG0004620	6	4
OG0004621	7	6
OG0004622	6	5
OG0004623	6	5
OG0004624	6	5
OG0004625	8	5
OG0004626	8	7
OG0004627	8	7
OG0004628	6	6
OG0004629	8	6
OG0004630	8	8
OG0004631	3	2
OG0004632	13	11
OG0004633	7	5
OG0004634	21	16
OG0004635	7	7
OG0004636	7	5
OG0004637	2	1
OG0004638	6	6
OG0004639	5	4
OG0004640	8	6
OG0004641	8	8
OG0004642	8	8
OG0004643	8	4
OG0004644	8	7
OG0004645	5	4
OG0004646	6	6
OG0004647	6	3
OG0004648	6	5
OG0004649	6	5
OG0004650	7	7
OG0004651	5	5
OG0004652	6	6
OG0004653	6	6
OG0004654	5	3
OG0004655	9	4
OG0004656	6	6
OG0004657	6	5
OG0004658	7	5
OG0004659	7	5
OG0004660	9	7
OG0004661	6	6
OG0004662	6	4
OG0004663	9	7
OG0004664	5	2
OG0004665	6	4
OG0004666	6	6
OG0004667	6	5
OG0004668	6	6
OG0004669	7	6
OG0004670	5	5
OG0004671	8	8
OG0004672	7	7
OG0004673	10	9
OG0004674	7	5
OG0004675	6	4
OG0004676	7	7
OG0004677	6	6
OG0004678	8	8
OG0004679	6	3
OG0004680	6	5
OG0004681	7	6
OG0004682	7	5
OG0004683	7	7
OG0004684	9	9
OG0004685	6	6
OG0004686	6	6
OG0004687	6	5
OG0004688	9	8
OG0004689	7	5
OG0004690	6	4
OG0004691	6	5
OG0004692	6	5
OG0004693	6	4
OG0004694	3	3
OG0004695	7	6
OG0004696	5	1
OG0004697	10	8
OG0004698	7	7
OG0004699	6	6
OG0004700	6	6
OG0004701	5	4
OG0004702	6	5
OG0004703	5	3
OG0004704	7	6
OG0004705	7	7
OG0004706	6	5
OG0004707	7	7
OG0004708	6	6
OG0004709	8	5
OG0004710	4	4
OG0004711	6	5
OG0004712	6	4
OG0004713	7	6
OG0004714	5	4
OG0004715	9	8
OG0004716	8	8
OG0004717	7	5
OG0004718	8	8
OG0004719	9	8
OG0004720	8	6
OG0004721	7	5
OG0004722	7	6
OG0004723	7	6
OG0004724	7	6
OG0004725	6	6
OG0004726	6	6
OG0004727	6	4
OG0004728	8	8
OG0004729	8	7
OG0004730	8	8
OG0004731	9	8
OG0004732	8	7
OG0004733	6	4
OG0004734	6	6
OG0004735	8	7
OG0004736	7	7
OG0004737	8	8
OG0004738	8	6
OG0004739	5	2
OG0004740	6	5
OG0004741	7	5
OG0004742	5	4
OG0004743	5	4
OG0004744	6	5
OG0004745	6	5
OG0004746	6	6
OG0004747	7	7
OG0004748	6	6
OG0004749	7	5
OG0004750	6	5
OG0004751	6	5
OG0004752	6	6
OG0004753	6	3
OG0004754	7	6
OG0004755	9	9
OG0004756	5	3
OG0004757	6	5
OG0004758	5	4
OG0004759	5	5
OG0004760	8	7
OG0004761	5	4
OG0004762	13	12
OG0004763	7	7
OG0004764	7	7
OG0004765	8	4
OG0004766	6	5
OG0004767	7	7
OG0004768	7	4
OG0004769	7	6
OG0004770	5	4
OG0004771	7	4
OG0004772	8	8
OG0004773	3	0
OG0004774	7	7
OG0004775	13	13
OG0004776	9	3
OG0004777	6	4
OG0004778	7	7
OG0004779	8	6
OG0004780	6	4
OG0004781	3	2
OG0004782	7	6
OG0004783	5	4
OG0004784	10	9
OG0004785	7	6
OG0004786	7	7
OG0004787	7	4
OG0004788	4	2
OG0004789	6	6
OG0004790	4	3
OG0004791	6	4
OG0004792	6	6
OG0004793	6	5
OG0004794	6	6
OG0004795	5	4
OG0004796	5	2
OG0004797	4	3
OG0004798	6	5
OG0004799	6	5
OG0004800	7	6
OG0004801	7	5
OG0004802	9	9
OG0004803	6	5
OG0004804	8	8
OG0004805	6	5
OG0004806	4	2
OG0004807	6	6
OG0004808	8	8
OG0004809	7	7
OG0004810	6	5
OG0004811	18	15
OG0004812	4	3
OG0004813	13	11
OG0004814	18	17
OG0004815	4	3
OG0004816	24	22
OG0004817	10	8
OG0004818	9	8
OG0004819	7	5
OG0004820	8	8
OG0004821	5	5
OG0004822	10	7
OG0004823	7	4
OG0004824	15	14
OG0004825	8	4
OG0004826	7	7
OG0004827	7	7
OG0004828	7	5
OG0004829	9	5
OG0004830	7	7
OG0004831	8	4
OG0004832	18	14
OG0004833	14	13
OG0004834	17	16
OG0004835	20	18
OG0004836	19	14
OG0004837	25	24
OG0004838	25	25
OG0004839	26	26
OG0004840	28	28
OG0004841	28	28
OG0004842	28	28
OG0004843	28	28
OG0004844	28	28
OG0004845	28	28
OG0004846	28	28
OG0004847	9	9
OG0004848	7	4
OG0004849	8	8
OG0004850	5	5
OG0004851	5	5
OG0004852	6	6
OG0004853	6	3
OG0004854	7	7
OG0004855	6	6
OG0004856	5	5
OG0004857	5	4
OG0004858	10	7
OG0004859	7	7
OG0004860	7	7
OG0004861	5	5
OG0004862	5	5
OG0004863	6	4
OG0004864	7	4
OG0004865	9	6
OG0004866	18	17
OG0004867	5	3
OG0004868	7	6
OG0004869	6	5
OG0004870	6	6
OG0004871	6	5
OG0004872	6	5
OG0004873	6	5
OG0004874	5	5
OG0004875	5	4
OG0004876	6	6
OG0004877	5	5
OG0004878	6	3
OG0004879	6	5
OG0004880	6	3
OG0004881	7	6
OG0004882	4	3
OG0004883	8	6
OG0004884	4	3
OG0004885	8	7
OG0004886	5	4
OG0004887	7	6
OG0004888	5	2
OG0004889	5	3
OG0004890	6	6
OG0004891	7	7
OG0004892	6	3
OG0004893	7	5
OG0004894	7	5
OG0004895	7	7
OG0004896	6	6
OG0004897	5	4
OG0004898	6	5
OG0004899	5	5
OG0004900	6	6
OG0004901	8	8
OG0004902	6	6
OG0004903	5	5
OG0004904	7	4
OG0004905	5	5
OG0004906	7	6
OG0004907	6	6
OG0004908	4	4
OG0004909	7	6
OG0004910	6	6
OG0004911	7	6
OG0004912	5	5
OG0004913	7	5
OG0004914	6	6
OG0004915	7	7
OG0004916	6	6
OG0004917	6	3
OG0004918	5	5
OG0004919	5	5
OG0004920	6	6
OG0004921	6	5
OG0004922	7	6
OG0004923	5	4
OG0004924	8	8
OG0004925	6	5
OG0004926	5	5
OG0004927	6	4
OG0004928	6	5
OG0004929	6	2
OG0004930	5	5
OG0004931	6	5
OG0004932	5	4
OG0004933	5	5
OG0004934	5	5
OG0004935	6	5
OG0004936	5	5
OG0004937	5	5
OG0004938	5	5
OG0004939	7	7
OG0004940	4	3
OG0004941	10	9
OG0004942	7	6
OG0004943	5	5
OG0004944	5	4
OG0004945	7	6
OG0004946	6	5
OG0004947	5	4
OG0004948	5	2
OG0004949	5	3
OG0004950	7	7
OG0004951	7	6
OG0004952	6	6
OG0004953	5	3
OG0004954	7	5
OG0004955	7	6
OG0004956	7	6
OG0004957	5	5
OG0004958	5	5
OG0004959	6	5
OG0004960	4	3
OG0004961	5	4
OG0004962	5	4
OG0004963	5	4
OG0004964	5	3
OG0004965	5	5
OG0004966	7	6
OG0004967	5	4
OG0004968	7	4
OG0004969	5	5
OG0004970	6	6
OG0004971	4	1
OG0004972	8	5
OG0004973	4	3
OG0004974	11	9
OG0004975	4	2
OG0004976	5	4
OG0004977	7	6
OG0004978	5	5
OG0004979	6	5
OG0004980	7	5
OG0004981	6	5
OG0004982	5	3
OG0004983	5	2
OG0004984	6	5
OG0004985	6	6
OG0004986	7	6
OG0004987	9	8
OG0004988	7	6
OG0004989	6	4
OG0004990	6	6
OG0004991	6	6
OG0004992	6	5
OG0004993	6	3
OG0004994	5	3
OG0004995	5	3
OG0004996	5	3
OG0004997	5	3
OG0004998	7	7
OG0004999	4	2
OG0005000	6	5
OG0005001	6	5
OG0005002	6	3
OG0005003	8	6
OG0005004	8	8
OG0005005	7	7
OG0005006	5	5
OG0005007	5	4
OG0005008	7	6
OG0005009	4	3
OG0005010	7	7
OG0005011	7	4
OG0005012	8	7
OG0005013	5	5
OG0005014	7	7
OG0005015	7	7
OG0005016	6	6
OG0005017	6	5
OG0005018	5	5
OG0005019	4	3
OG0005020	6	5
OG0005021	7	6
OG0005022	5	5
OG0005023	7	6
OG0005024	24	24
OG0005025	6	4
OG0005026	6	5
OG0005027	8	5
OG0005028	6	6
OG0005029	6	6
OG0005030	6	4
OG0005031	7	6
OG0005032	7	6
OG0005033	8	6
OG0005034	8	7
OG0005035	5	5
OG0005036	6	5
OG0005037	6	6
OG0005038	5	5
OG0005039	8	8
OG0005040	7	6
OG0005041	8	3
OG0005042	7	6
OG0005043	5	5
OG0005044	5	4
OG0005045	5	3
OG0005046	5	5
OG0005047	4	3
OG0005048	5	5
OG0005049	7	5
OG0005050	4	3
OG0005051	6	5
OG0005052	3	2
OG0005053	6	2
OG0005054	5	4
OG0005055	6	5
OG0005056	5	4
OG0005057	7	6
OG0005058	4	3
OG0005059	6	6
OG0005060	5	3
OG0005061	6	5
OG0005062	7	4
OG0005063	5	5
OG0005064	8	8
OG0005065	5	5
OG0005066	7	6
OG0005067	8	8
OG0005068	7	5
OG0005069	5	4
OG0005070	7	7
OG0005071	6	4
OG0005072	5	5
OG0005073	7	5
OG0005074	7	7
OG0005075	6	3
OG0005076	11	11
OG0005077	3	2
OG0005078	7	6
OG0005079	5	4
OG0005080	7	7
OG0005081	5	5
OG0005082	5	5
OG0005083	4	3
OG0005084	4	3
OG0005085	5	4
OG0005086	5	2
OG0005087	6	6
OG0005088	6	6
OG0005089	5	5
OG0005090	8	8
OG0005091	7	5
OG0005092	6	6
OG0005093	3	2
OG0005094	6	5
OG0005095	7	5
OG0005096	6	4
OG0005097	5	4
OG0005098	8	7
OG0005099	7	6
OG0005100	6	5
OG0005101	6	6
OG0005102	7	6
OG0005103	7	6
OG0005104	6	6
OG0005105	6	4
OG0005106	4	3
OG0005107	6	6
OG0005108	7	6
OG0005109	9	8
OG0005110	5	5
OG0005111	5	4
OG0005112	9	8
OG0005113	6	6
OG0005114	6	4
OG0005115	7	7
OG0005116	5	5
OG0005117	8	6
OG0005118	6	3
OG0005119	7	6
OG0005120	7	5
OG0005121	7	5
OG0005122	4	2
OG0005123	7	7
OG0005124	7	7
OG0005125	4	3
OG0005126	6	5
OG0005127	9	7
OG0005128	6	5
OG0005129	5	5
OG0005130	6	5
OG0005131	5	5
OG0005132	5	4
OG0005133	7	5
OG0005134	7	6
OG0005135	5	3
OG0005136	8	7
OG0005137	6	5
OG0005138	6	5
OG0005139	6	6
OG0005140	6	6
OG0005141	11	9
OG0005142	10	10
OG0005143	7	3
OG0005144	6	4
OG0005145	9	4
OG0005146	6	6
OG0005147	9	8
OG0005148	5	4
OG0005149	5	5
OG0005150	5	4
OG0005151	5	5
OG0005152	6	5
OG0005153	5	4
OG0005154	7	5
OG0005155	5	5
OG0005156	7	6
OG0005157	8	5
OG0005158	7	7
OG0005159	5	5
OG0005160	8	7
OG0005161	6	5
OG0005162	5	5
OG0005163	5	5
OG0005164	5	5
OG0005165	7	6
OG0005166	5	5
OG0005167	5	5
OG0005168	4	4
OG0005169	6	4
OG0005170	2	0
OG0005171	6	5
OG0005172	6	6
OG0005173	6	6
OG0005174	4	3
OG0005175	6	6
OG0005176	6	5
OG0005177	6	4
OG0005178	6	5
OG0005179	5	5
OG0005180	7	5
OG0005181	5	4
OG0005182	6	5
OG0005183	7	7
OG0005184	6	6
OG0005185	5	4
OG0005186	8	7
OG0005187	5	5
OG0005188	7	7
OG0005189	5	5
OG0005190	5	5
OG0005191	5	2
OG0005192	4	4
OG0005193	8	8
OG0005194	6	6
OG0005195	6	5
OG0005196	3	0
OG0005197	7	6
OG0005198	9	9
OG0005199	3	2
OG0005200	5	4
OG0005201	5	3
OG0005202	6	6
OG0005203	5	5
OG0005204	7	6
OG0005205	5	4
OG0005206	6	5
OG0005207	6	6
OG0005208	5	5
OG0005209	6	5
OG0005210	6	3
OG0005211	6	6
OG0005212	8	6
OG0005213	5	4
OG0005214	5	5
OG0005215	6	2
OG0005216	7	7
OG0005217	6	6
OG0005218	5	5
OG0005219	6	6
OG0005220	5	3
OG0005221	6	5
OG0005222	8	6
OG0005223	8	6
OG0005224	7	6
OG0005225	6	4
OG0005226	7	6
OG0005227	6	3
OG0005228	5	5
OG0005229	4	4
OG0005230	6	6
OG0005231	7	7
OG0005232	6	4
OG0005233	8	7
OG0005234	13	10
OG0005235	5	5
OG0005236	7	6
OG0005237	5	5
OG0005238	6	6
OG0005239	5	5
OG0005240	5	4
OG0005241	5	5
OG0005242	5	4
OG0005243	4	2
OG0005244	6	4
OG0005245	5	3
OG0005246	10	9
OG0005247	6	6
OG0005248	7	7
OG0005249	6	6
OG0005250	6	5
OG0005251	6	6
OG0005252	4	3
OG0005253	6	6
OG0005254	7	7
OG0005255	5	3
OG0005256	9	9
OG0005257	5	5
OG0005258	3	2
OG0005259	7	6
OG0005260	6	6
OG0005261	5	4
OG0005262	7	7
OG0005263	5	5
OG0005264	5	3
OG0005265	9	9
OG0005266	5	5
OG0005267	5	4
OG0005268	7	5
OG0005269	4	3
OG0005270	6	5
OG0005271	5	4
OG0005272	9	8
OG0005273	8	8
OG0005274	5	5
OG0005275	5	5
OG0005276	4	3
OG0005277	5	5
OG0005278	3	2
OG0005279	9	8
OG0005280	6	5
OG0005281	6	5
OG0005282	6	4
OG0005283	6	6
OG0005284	6	5
OG0005285	5	5
OG0005286	6	5
OG0005287	7	7
OG0005288	5	4
OG0005289	6	3
OG0005290	5	5
OG0005291	7	5
OG0005292	7	7
OG0005293	6	3
OG0005294	6	5
OG0005295	5	5
OG0005296	5	5
OG0005297	5	5
OG0005298	6	5
OG0005299	7	7
OG0005300	5	4
OG0005301	7	6
OG0005302	7	6
OG0005303	7	7
OG0005304	5	5
OG0005305	7	4
OG0005306	6	5
OG0005307	6	4
OG0005308	7	6
OG0005309	4	3
OG0005310	6	6
OG0005311	6	5
OG0005312	6	6
OG0005313	18	17
OG0005314	4	4
OG0005315	11	11
OG0005316	10	4
OG0005317	6	5
OG0005318	14	10
OG0005319	8	7
OG0005320	5	4
OG0005321	11	9
OG0005322	3	2
OG0005323	16	11
OG0005324	5	4
OG0005325	6	6
OG0005326	10	5
OG0005327	9	9
OG0005328	16	15
OG0005329	7	5
OG0005330	12	8
OG0005331	10	5
OG0005332	7	4
OG0005333	17	16
OG0005334	23	23
OG0005335	12	12
OG0005336	7	4
OG0005337	19	8
OG0005338	22	22
OG0005339	24	24
OG0005340	27	27
OG0005341	24	24
OG0005342	27	27
OG0005343	27	27
OG0005344	27	27
OG0005345	27	27
OG0005346	6	6
OG0005347	8	8
OG0005348	8	5
OG0005349	6	6
OG0005350	6	6
OG0005351	3	2
OG0005352	6	5
OG0005353	6	6
OG0005354	5	4
OG0005355	4	3
OG0005356	4	4
OG0005357	4	4
OG0005358	6	4
OG0005359	5	4
OG0005360	5	4
OG0005361	4	4
OG0005362	6	3
OG0005363	7	7
OG0005364	5	4
OG0005365	6	5
OG0005366	6	5
OG0005367	4	4
OG0005368	6	4
OG0005369	8	7
OG0005370	6	6
OG0005371	5	5
OG0005372	9	9
OG0005373	5	4
OG0005374	5	5
OG0005375	6	5
OG0005376	7	5
OG0005377	7	6
OG0005378	6	4
OG0005379	5	4
OG0005380	5	3
OG0005381	5	5
OG0005382	5	4
OG0005383	6	5
OG0005384	5	5
OG0005385	6	6
OG0005386	4	3
OG0005387	4	2
OG0005388	6	5
OG0005389	4	3
OG0005390	4	2
OG0005391	6	5
OG0005392	5	5
OG0005393	6	6
OG0005394	5	3
OG0005395	4	4
OG0005396	5	5
OG0005397	5	4
OG0005398	5	5
OG0005399	5	0
OG0005400	4	4
OG0005401	5	3
OG0005402	4	3
OG0005403	5	3
OG0005404	6	6
OG0005405	4	3
OG0005406	6	5
OG0005407	6	5
OG0005408	10	7
OG0005409	5	4
OG0005410	5	5
OG0005411	4	3
OG0005412	7	7
OG0005413	6	5
OG0005414	4	4
OG0005415	6	5
OG0005416	5	4
OG0005417	5	5
OG0005418	6	6
OG0005419	8	6
OG0005420	8	6
OG0005421	6	6
OG0005422	7	5
OG0005423	6	6
OG0005424	3	3
OG0005425	5	3
OG0005426	5	3
OG0005427	6	6
OG0005428	6	6
OG0005429	7	4
OG0005430	7	6
OG0005431	5	5
OG0005432	6	5
OG0005433	5	0
OG0005434	5	5
OG0005435	5	5
OG0005436	7	6
OG0005437	5	3
OG0005438	4	4
OG0005439	5	5
OG0005440	5	2
OG0005441	4	3
OG0005442	5	5
OG0005443	4	4
OG0005444	4	3
OG0005445	4	4
OG0005446	6	5
OG0005447	5	3
OG0005448	6	6
OG0005449	5	4
OG0005450	6	2
OG0005451	8	8
OG0005452	4	4
OG0005453	7	5
OG0005454	5	3
OG0005455	4	2
OG0005456	5	5
OG0005457	4	4
OG0005458	4	4
OG0005459	4	3
OG0005460	6	5
OG0005461	5	5
OG0005462	6	5
OG0005463	8	7
OG0005464	6	6
OG0005465	4	3
OG0005466	6	5
OG0005467	5	2
OG0005468	6	6
OG0005469	6	6
OG0005470	6	4
OG0005471	5	5
OG0005472	4	4
OG0005473	6	5
OG0005474	6	5
OG0005475	6	5
OG0005476	6	5
OG0005477	5	4
OG0005478	7	7
OG0005479	4	4
OG0005480	4	2
OG0005481	6	5
OG0005482	6	4
OG0005483	5	4
OG0005484	6	5
OG0005485	5	5
OG0005486	4	4
OG0005487	7	6
OG0005488	4	4
OG0005489	6	6
OG0005490	4	4
OG0005491	6	5
OG0005492	4	2
OG0005493	5	4
OG0005494	4	3
OG0005495	8	8
OG0005496	5	4
OG0005497	4	3
OG0005498	5	4
OG0005499	7	6
OG0005500	5	4
OG0005501	5	5
OG0005502	7	6
OG0005503	5	5
OG0005504	5	5
OG0005505	5	5
OG0005506	7	5
OG0005507	6	5
OG0005508	7	6
OG0005509	5	3
OG0005510	4	4
OG0005511	6	4
OG0005512	6	4
OG0005513	5	5
OG0005514	6	4
OG0005515	6	6
OG0005516	6	4
OG0005517	7	7
OG0005518	5	5
OG0005519	5	3
OG0005520	6	5
OG0005521	5	4
OG0005522	6	6
OG0005523	7	6
OG0005524	6	6
OG0005525	7	7
OG0005526	6	6
OG0005527	5	4
OG0005528	5	5
OG0005529	6	5
OG0005530	6	5
OG0005531	4	4
OG0005532	5	4
OG0005533	6	6
OG0005534	5	5
OG0005535	6	6
OG0005536	9	6
OG0005537	6	6
OG0005538	5	3
OG0005539	4	4
OG0005540	5	4
OG0005541	4	4
OG0005542	5	5
OG0005543	7	7
OG0005544	5	5
OG0005545	5	4
OG0005546	13	7
OG0005547	6	5
OG0005548	4	2
OG0005549	4	4
OG0005550	6	5
OG0005551	7	7
OG0005552	5	5
OG0005553	5	2
OG0005554	4	4
OG0005555	5	5
OG0005556	6	6
OG0005557	5	3
OG0005558	6	5
OG0005559	5	5
OG0005560	4	4
OG0005561	6	6
OG0005562	5	5
OG0005563	6	5
OG0005564	6	5
OG0005565	6	4
OG0005566	6	5
OG0005567	5	4
OG0005568	4	3
OG0005569	6	5
OG0005570	6	6
OG0005571	5	5
OG0005572	5	5
OG0005573	5	5
OG0005574	6	6
OG0005575	7	5
OG0005576	5	5
OG0005577	6	6
OG0005578	7	7
OG0005579	4	3
OG0005580	6	4
OG0005581	6	6
OG0005582	5	5
OG0005583	6	6
OG0005584	6	6
OG0005585	8	7
OG0005586	5	3
OG0005587	5	3
OG0005588	4	3
OG0005589	5	5
OG0005590	4	4
OG0005591	7	6
OG0005592	6	5
OG0005593	7	6
OG0005594	5	5
OG0005595	6	6
OG0005596	4	4
OG0005597	6	4
OG0005598	5	4
OG0005599	5	3
OG0005600	5	4
OG0005601	5	3
OG0005602	4	4
OG0005603	6	6
OG0005604	4	2
OG0005605	4	3
OG0005606	5	4
OG0005607	6	6
OG0005608	7	2
OG0005609	4	4
OG0005610	8	7
OG0005611	5	5
OG0005612	7	4
OG0005613	4	4
OG0005614	4	2
OG0005615	6	4
OG0005616	5	5
OG0005617	6	6
OG0005618	6	6
OG0005619	6	6
OG0005620	4	3
OG0005621	5	5
OG0005622	4	4
OG0005623	5	4
OG0005624	8	7
OG0005625	5	3
OG0005626	4	4
OG0005627	4	3
OG0005628	5	5
OG0005629	5	4
OG0005630	5	4
OG0005631	5	5
OG0005632	6	5
OG0005633	6	6
OG0005634	6	6
OG0005635	6	5
OG0005636	10	10
OG0005637	7	7
OG0005638	5	5
OG0005639	6	6
OG0005640	3	1
OG0005641	7	5
OG0005642	6	4
OG0005643	6	5
OG0005644	9	9
OG0005645	5	4
OG0005646	7	7
OG0005647	4	4
OG0005648	5	4
OG0005649	5	4
OG0005650	5	5
OG0005651	7	6
OG0005652	4	4
OG0005653	6	4
OG0005654	5	5
OG0005655	7	6
OG0005656	8	7
OG0005657	5	4
OG0005658	6	5
OG0005659	6	6
OG0005660	6	5
OG0005661	6	6
OG0005662	4	4
OG0005663	7	7
OG0005664	5	4
OG0005665	7	6
OG0005666	6	6
OG0005667	5	5
OG0005668	6	6
OG0005669	6	6
OG0005670	6	6
OG0005671	3	2
OG0005672	4	4
OG0005673	5	1
OG0005674	5	4
OG0005675	6	5
OG0005676	10	8
OG0005677	6	4
OG0005678	4	4
OG0005679	6	6
OG0005680	5	5
OG0005681	6	6
OG0005682	8	5
OG0005683	6	5
OG0005684	4	3
OG0005685	6	5
OG0005686	6	6
OG0005687	5	5
OG0005688	5	4
OG0005689	6	4
OG0005690	7	7
OG0005691	4	4
OG0005692	4	4
OG0005693	5	4
OG0005694	6	6
OG0005695	5	4
OG0005696	5	4
OG0005697	6	6
OG0005698	8	6
OG0005699	3	2
OG0005700	6	6
OG0005701	6	6
OG0005702	11	8
OG0005703	6	5
OG0005704	6	5
OG0005705	5	3
OG0005706	5	5
OG0005707	4	4
OG0005708	6	6
OG0005709	6	6
OG0005710	6	5
OG0005711	4	4
OG0005712	4	3
OG0005713	4	4
OG0005714	5	5
OG0005715	5	3
OG0005716	4	4
OG0005717	4	1
OG0005718	8	6
OG0005719	4	2
OG0005720	4	2
OG0005721	6	5
OG0005722	6	5
OG0005723	6	6
OG0005724	8	6
OG0005725	4	4
OG0005726	4	4
OG0005727	6	6
OG0005728	5	4
OG0005729	4	4
OG0005730	6	6
OG0005731	4	4
OG0005732	7	7
OG0005733	6	6
OG0005734	5	4
OG0005735	5	4
OG0005736	4	3
OG0005737	6	4
OG0005738	4	3
