Orthogroup	Odontarrhena_muralis	Arabidopsis_arenosa
OG0000276	Om001G005730	jg10545
OG0000276	Om008G337860	jg20724
OG0000277	Om003G101240	jg11133, jg11132
OG0000277	Om003G101280	jg11135
OG0000279	Om008G348600	jg14913, jg32174
OG0000279	Om004G152920, Om004G168610	jg32173
OG0000281	Om003G097620	jg33130, jg33131
OG0000281	Om003G121390, Om003G121360, Om003G121670	jg1290, jg1284
OG0000281	Om007G317550, Om003G121350, Om003G121370, Om001G006530, Om007G317580, Om007G317540, Om001G006540	jg13278
OG0000282	Om004G168700	jg4597
OG0000282	Om004G168720	jg4596
OG0000282	Om004G168690	jg4598
OG0000282	Om004G168680	jg4599
OG0000284	Om007G294370, Om002G074370, Om003G113380	jg6565
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	jg24512, jg11645, jg21432
OG0000286	Om001G007790	jg22121
OG0000286	Om003G115170, Om003G115230, Om003G115190	jg22101
OG0000287	Om002G068950	jg26270, jg26269
OG0000287	Om002G069010	jg26275
OG0000287	Om002G068990, Om002G068980	jg26279, jg26277, jg26278
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	jg31005, jg2458, jg25667, jg13147
OG0000290	Om002G065710	jg25996
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	jg23546
OG0000293	Om007G315620, Om001G037250, Om002G054920	jg8476, jg7941, jg7460
OG0000294	Om002G064000	jg25844
OG0000294	Om005G179320	jg28558, jg8055
OG0000297	Om005G212040, Om001G036360, Om001G036390	jg8679
OG0000297	Om006G242900, Om006G244950	jg22984
OG0000297	Om002G067110	jg21254, jg21265, jg26115
OG0000298	Om001G007250	jg10613
OG0000298	Om007G317110	jg27999
OG0000299	Om018G373800, Om004G171990, Om004G172000	jg11188
OG0000299	Om001G011700	jg3528, jg3526
OG0000300	Om001G025280	jg27048
OG0000300	Om001G025290	jg27072, jg27071
OG0000300	Om008G353600	jg27067, jg27057, jg27066
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811
OG0000304	Om008G357260	jg17236
OG0000308	Om007G302390	jg1474
OG0000308	Om005G198900	jg30285
OG0000309	Om002G089150, Om002G088820	jg11828
OG0000310	Om006G246480, Om006G245880	jg22857, jg22859
OG0000310	Om006G245320, Om003G096540	jg22951, jg22963
OG0000311	Om007G298120	jg5485
OG0000311	Om002G064550	jg25896
OG0000311	Om005G213850	jg2061
OG0000313	Om001G005460	jg10548
OG0000313	Om001G005740	jg10546
OG0000313	Om003G099080	jg32966
OG0000314	Om005G181880	jg28796
OG0000314	Om005G181890	jg28797
OG0000314	Om005G210380	jg18397
OG0000316	Om008G355740, Om008G329420, Om008G329500	jg24355
OG0000316	Om008G335620	jg19320, jg19314, jg19325, jg12453
OG0000319	Om005G185820, Om006G245010	jg29154, jg29153, jg22981
OG0000320	Om001G017140, Om003G107640, Om003G102020, Om003G105390	jg13861
OG0000321	Om003G119980	jg12172, jg12224
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	jg10987, jg10984, jg12178, jg12174, jg12175, jg12188, jg12186
OG0000322	Om004G133260	jg3516
OG0000322	Om005G198270	jg30239
OG0000322	Om008G333060, Om008G330110, Om008G330430	jg19279, jg7268, jg32496, jg19283
OG0000324	Om001G037650, Om006G272040, Om002G069780, Om002G069760, Om001G037660, Om002G069770, Om006G272050, Om007G292940	jg30211, jg21080, jg17280, jg1038, jg1037, jg17281, jg1836, jg6895, jg1045, jg1568, jg11725, jg300, jg7168, jg6903, jg6876, jg1838, jg12948, jg10768, jg10773, jg21200, jg32082, jg16953, jg32309, jg6957
OG0000324	Om007G305950, Om006G251240, Om008G362470, Om008G360900, Om007G309040, Om002G085120, Om004G135510, Om004G156750, Om004G138360, Om005G207620, Om005G223670, Om006G262380, Om002G083090, Om008G349590, Om003G111220	jg10121, jg31791, jg32749, jg10120, jg31792, jg32750
OG0000324	Om004G152350, Om004G152340	jg26083
OG0000325	Om001G015830, Om006G266400, Om004G145320, Om006G266360	jg17116, jg27205
OG0000327	Om006G253100, Om006G251140, Om006G251150, Om006G253090	jg13629, jg13626, jg15393, jg15391
OG0000328	Om003G102580	jg11299
OG0000330	Om003G124480, Om003G124500	jg16059, jg13825, jg16058
OG0000330	Om003G124470, Om003G125640	jg16057
OG0000332	Om006G241400	jg5839, jg5838
OG0000332	Om003G097540	jg33127
OG0000334	Om006G254200	jg15317
OG0000334	Om008G335090	jg18934
OG0000335	Om008G341130	jg31317
OG0000335	Om002G054740	jg7398, jg25085, jg25082, jg26786
OG0000336	Om005G198950	jg30287
OG0000336	Om004G142080, Om004G142060	jg2930
OG0000338	Om011G365530, Om005G217920	jg1313, jg1242
OG0000339	Om001G010480	jg28458, jg10163
OG0000339	Om008G321390	jg19995
OG0000340	Om008G325090	jg2171, jg19687
OG0000341	Om003G123430	jg17248, jg20584
OG0000344	Om006G240680	jg6493, jg6491, jg6492, jg21371
OG0000345	Om005G196900	jg29720
OG0000347	Om006G248330, Om006G248350, Om002G055420	jg27595, jg26743, jg27016, jg12750, jg19271, jg17533, jg26744
OG0000348	Om007G315920, Om004G149150	jg3156, jg6911, jg20347, jg6794, jg7177, jg27094
OG0000349	Om001G035120	jg8767
OG0000349	Om008G361710	jg1986, jg1993, jg1995, jg1992, jg1988, jg1991, jg1994, jg1987, jg1996
OG0000349	Om001G035100	jg17263, jg13237, jg8768, jg32599
OG0000350	Om007G290180	jg31515
OG0000350	Om007G290160	jg31513
OG0000351	Om002G059530	jg32030, jg32031, jg32032, jg25465, jg25470, jg25466, jg23092
OG0000351	Om002G059500	jg25469, jg25468
OG0000351	Om002G059520	jg25467
OG0000352	Om005G197930, Om008G334130	jg30216
OG0000352	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670	jg3720, jg1222
OG0000352	Om004G132540	jg969, jg3721
OG0000355	Om008G338600	jg3052, jg3682
OG0000355	Om004G131070	jg3802
OG0000355	Om004G138140, Om005G184710	jg2266, jg2265
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	jg6712, jg6600, jg6710, jg6598
OG0000357	Om007G306530	jg17445, jg13708, jg26926, jg6755, jg6756
OG0000358	Om007G277850	jg4765
OG0000359	Om007G290360, Om007G290370	jg31532, jg31533, jg18544, jg18545
OG0000360	Om006G230130	jg23699
OG0000360	Om006G230150	jg23698
OG0000360	Om006G230180	jg23697
OG0000361	Om002G054940	jg25100
OG0000361	Om004G172990	jg4188
OG0000362	Om004G136190, Om004G136200, Om004G136230	jg27680
OG0000362	Om004G136210	jg27678
OG0000363	Om004G151750	jg14011
OG0000363	Om005G220950, Om008G341070	jg7107, jg7126, jg7131
OG0000368	Om001G038080, Om001G038070	jg8600
OG0000368	Om001G038000	jg8601
OG0000368	Om001G038090	jg2119
OG0000370	Om005G198190	jg30223
OG0000370	Om005G198070	jg30222
OG0000371	Om008G319770	jg31101, jg20131
OG0000372	Om004G135750	jg9737, jg9736, jg9735
OG0000374	Om003G094990	jg33246, jg33303, jg33298, jg33305, jg33297, jg33302, jg33300, jg33301, jg33299, jg33306, jg33304, jg33307
OG0000374	Om003G096590, Om003G096580	jg10334
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	jg916
OG0000378	Om003G106910	jg12392, jg6729, jg7062
OG0000382	Om005G179390	jg8018
OG0000382	Om005G187240	jg29276
OG0000383	Om007G289040, Om007G289010	jg31388, jg31780
OG0000383	Om007G289000	jg17641
OG0000384	Om002G061090	jg31322
OG0000384	Om003G093990	jg33475
OG0000384	Om003G093980, Om003G093940, Om003G093930	jg33476
OG0000386	Om006G254890, Om006G254870, Om006G254900	jg15260
OG0000386	Om006G254880	jg15261, jg15262
OG0000387	Om008G325420	jg10836
OG0000389	Om003G121980	jg1359, jg15858
OG0000390	Om006G238000, Om001G007860	jg6196
OG0000390	Om002G066980	jg27023, jg26105, jg26106
OG0000390	Om002G064160, Om004G151070	jg25857
OG0000391	Om005G204840	jg30802, jg27191
OG0000391	Om005G199920	jg30797, jg30796
OG0000391	Om005G204830	jg30801
OG0000391	Om005G204810, Om005G204820	jg30800
OG0000392	Om004G166970	jg12313
OG0000396	Om007G306340, Om009G363510	jg13894
OG0000396	Om006G270400	jg13602
OG0000396	Om002G084480	jg13605, jg13608
OG0000398	Om002G057970	jg25353
OG0000398	Om003G090820, Om003G090840	jg33681
OG0000400	Om001G026500	jg13595
OG0000403	Om005G220580	jg974, jg991, jg972, jg971, jg973
OG0000404	Om006G255780, Om008G337600, Om004G170670, Om002G054990	jg18747, jg25103, jg15180
OG0000406	Om007G297520	jg5527, jg5528, jg5529
OG0000406	Om002G044530	jg24137
OG0000407	Om007G300530	jg5315
OG0000409	Om003G110350	jg12681
OG0000410	Om005G222950	jg821, jg823, jg818
OG0000411	Om005G224040	jg731
OG0000411	Om001G008360	jg10342
OG0000412	Om003G116310	jg22288
OG0000412	Om002G068560	jg26230
OG0000412	Om003G096220	jg33249
OG0000413	Om002G057770	jg25335
OG0000413	Om003G119170	jg22533
OG0000414	Om001G006250	jg10496, jg10495
OG0000415	Om004G162740	jg5048
OG0000415	Om008G326430	jg19571
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	jg18234, jg18250
OG0000416	Om005G182990	jg28902
OG0000417	Om002G073380	jg26720, jg26719, jg26718
OG0000420	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410	jg9474, jg9478
OG0000420	Om001G024590	jg9481
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	jg12475, jg12477, jg12476, jg12332, jg12479, jg12478
OG0000422	Om005G187620, Om005G187610	jg29314
OG0000422	Om005G187660	jg29316
OG0000423	Om004G142290	jg2908
OG0000423	Om002G058490	jg25396
OG0000424	Om003G090900, Om003G090070, Om003G090080, Om003G090090	jg7844
OG0000424	Om007G293140	jg7841
OG0000424	Om006G230630, Om007G292750, Om006G230620	jg7766, jg11332, jg11331, jg11334
OG0000425	Om003G093760	jg33495, jg33493
OG0000427	Om007G317740	jg3545
OG0000427	Om004G132940	jg21076, jg18471, jg13731, jg18472, jg3544, jg3543
OG0000429	Om006G240130	jg6415
OG0000429	Om001G029270	jg9154
OG0000430	Om002G082610, Om002G066320	jg27751
OG0000430	Om001G041290	jg26661, jg26367, jg16516, jg8342
OG0000431	Om005G219170	jg1153
OG0000431	Om005G188470	jg29378
OG0000431	Om005G188450	jg29377
OG0000432	Om003G113900	jg21967
OG0000432	Om003G118170, Om005G204990	jg22448, jg22447
OG0000436	Om002G087440	jg28169
OG0000437	Om001G012410	jg32008
OG0000439	Om005G183450	jg28950
OG0000439	Om003G123740	jg15993
OG0000439	Om007G280530	jg18200
OG0000440	Om007G297020	jg5580
OG0000440	Om006G261750, Om006G261700	jg24183
OG0000441	Om002G062560, Om002G062550	jg25701
OG0000441	Om002G062430	jg25697, jg25696
OG0000441	Om002G062440	jg25698
OG0000441	Om002G062460	jg25700, jg25699
OG0000442	Om001G041180	jg8354
OG0000442	Om008G323220	jg16617, jg16614, jg16613, jg16615, jg16616, jg16612
OG0000443	Om003G118670, Om004G142810, Om004G142760	jg2864
OG0000446	Om006G235370	jg23206
OG0000446	Om006G274450	jg13074
OG0000447	Om002G060230	jg25527
OG0000447	Om007G288920	jg31384
OG0000448	Om008G361730	jg20366
OG0000448	Om008G361700	jg20367
OG0000448	Om008G361720	jg20368, jg20365
OG0000449	Om006G267260	jg14381
OG0000449	Om006G245560	jg22929
OG0000449	Om006G267270	jg14380
OG0000449	Om006G245570	jg22927, jg22928
OG0000450	Om006G231930	jg1796, jg1235, jg12316, jg2904
OG0000450	Om003G111450, Om002G044350, Om003G095390	jg1849
OG0000452	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910	jg21310
OG0000453	Om003G095410, Om007G317460	jg33350
OG0000454	Om003G113950, Om003G113940, Om003G113960	jg21980
OG0000456	Om004G170070, Om003G123150	jg11913
OG0000456	Om001G027150	jg11408, jg11521
OG0000456	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680	jg21524
OG0000460	Om001G008580	jg10331
OG0000460	Om005G220920	jg32699
OG0000461	Om005G177550	jg28396
OG0000461	Om005G177540	jg28395
OG0000463	Om001G005850	jg14450, jg14453
OG0000466	Om004G174390	jg4077
OG0000466	Om005G209820	jg2479
OG0000468	Om006G252980	jg15405
OG0000468	Om007G278880	jg18363
OG0000468	Om008G332830	jg19076
OG0000471	Om007G289290	jg31418
OG0000472	Om007G316650, Om007G316670	jg12627
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	jg12626
OG0000474	Om006G261160, Om006G238310	jg14718, jg9330, jg16878
OG0000475	Om005G227990	jg565, jg566
OG0000476	Om006G240140	jg6424
OG0000477	Om004G169410, Om002G083900, Om006G247780, Om008G334030	jg22754
OG0000478	Om002G083030	jg27618
OG0000478	Om002G082030, Om002G082020, Om002G083000, Om002G083010	jg27779
OG0000481	Om005G223420, Om002G062340	jg775
OG0000482	Om005G212960, Om005G212950	jg12372, jg12374, jg12373
OG0000483	Om003G117450	jg22371
OG0000484	Om001G035850	jg8715
OG0000484	Om007G296400	jg20575
OG0000486	Om007G293910	jg28823, jg28822
OG0000486	Om003G126660, Om003G126620	jg16097, jg16171
OG0000486	Om007G315930, Om007G316020, Om002G055740, Om002G055140, Om002G077700	jg15501, jg15502, jg29358, jg28821
OG0000487	Om002G046190, Om005G181670, Om007G278330	jg28766
OG0000488	Om006G246280, Om008G324620, Om006G256140, Om004G176270	jg15143, jg15141, jg15137
OG0000488	Om006G256090, Om006G256070, Om006G256080	jg15148
OG0000489	Om002G047940, Om002G047950, Om002G047930, Om002G047960	jg24484, jg24486, jg24485
OG0000490	Om005G178960	jg28529, jg28530
OG0000491	Om003G104850	jg6094, jg7081
OG0000492	Om003G118980	jg17521
OG0000493	Om007G304650	jg17477
OG0000495	Om006G264600	jg17057, jg17059
OG0000495	Om006G264590, Om006G264500	jg9446, jg16811
OG0000498	Om003G114860	jg22061
OG0000498	Om008G361860	jg9651
OG0000499	Om001G002040, Om002G075590	jg10760
OG0000499	Om004G133290	jg3514
OG0000501	Om007G291470	jg32175
OG0000501	Om002G068600	jg14430
OG0000501	Om001G008590	jg14431
OG0000504	Om001G012750, Om002G052110, Om008G332030	jg24877
OG0000505	Om006G239820, Om006G239880	jg6390, jg6386, jg6385
OG0000506	Om005G205820	jg27491, jg2122, jg2123, jg4379, jg2817
OG0000507	Om005G228600	jg4760, jg4696, jg382
OG0000507	Om005G228590, Om008G341610	jg384, jg386
OG0000508	Om008G332530	jg18411, jg18103, jg17563, jg26267, jg18410
OG0000509	Om003G103700	jg10977, jg10980, jg10975, jg10978, jg10982
OG0000509	Om007G275840	jg10981
OG0000510	Om005G220900	jg948
OG0000511	Om003G101890	jg11210
OG0000511	Om005G224850	jg673
OG0000512	Om001G010440	jg10170, jg10168, jg10169
OG0000513	Om008G335560	jg15295
OG0000513	Om006G267240	jg14385
OG0000513	Om006G245660	jg22921
OG0000514	Om002G068070	jg26191
OG0000515	Om003G089490	jg33807, jg33806
OG0000516	Om002G081900	jg9498, jg12529
OG0000520	Om008G321740	jg16160
OG0000521	Om008G344260	jg7215
OG0000521	Om005G204880	jg3506
OG0000522	Om001G011810	jg31949
OG0000522	Om008G348020	jg7401
OG0000522	Om008G348080, Om008G348070	jg7404
OG0000523	Om008G320780, Om008G320790	jg20053, jg20054
OG0000523	Om007G288290	jg31323
OG0000523	Om008G320770	jg20055
OG0000523	Om003G127050	jg16235
OG0000524	Om002G050630	jg24739, jg21346
OG0000525	Om002G059840	jg25495
OG0000525	Om003G092800	jg33557
OG0000526	Om006G263940	jg14581
OG0000526	Om006G263950	jg14578
OG0000529	Om006G243980	jg6065
OG0000529	Om006G244040, Om006G244010	jg6070, jg6067
OG0000532	Om001G034110, Om003G115390	jg32684
OG0000533	Om004G155930	jg16575
OG0000534	Om005G224370	jg708, jg713, jg712, jg742, jg710, jg741, jg709
OG0000535	Om005G222110	jg868
OG0000535	Om006G274720	jg13027
OG0000535	Om008G333800	jg13028
OG0000537	Om007G302270	jg7925
OG0000538	Om008G324960	jg19699
OG0000538	Om008G324980	jg19698
OG0000539	Om006G228950	jg23802
OG0000540	Om007G282450	jg17964
OG0000540	Om007G282480, Om007G282490	jg17961
OG0000541	Om007G282620	jg17943
OG0000542	Om003G099070	jg32967
OG0000542	Om002G043870	jg24075
OG0000543	Om001G016240, Om001G004280, Om001G013170	jg16929, jg16931, jg17291, jg17003, jg16987, jg17292, jg16935, jg20923, jg16934
OG0000544	Om005G182540	jg28859, jg28860
OG0000545	Om004G138860, Om004G138840, Om004G138850	jg3158
OG0000545	Om004G138820, Om004G138830	jg3155, jg3157
OG0000546	Om002G083470	jg27825, jg27824, jg27811, jg27820, jg27810, jg27823
OG0000547	Om001G038540, Om007G313700, Om001G038490	jg21284
OG0000550	Om006G255770	jg15181, jg18748, jg33622
OG0000551	Om006G232640	jg23481
OG0000551	Om001G040480	jg8404
OG0000551	Om004G166290	jg4806
OG0000552	Om008G319960	jg20120, jg30914, jg32005
OG0000552	Om003G127880	jg16295
OG0000553	Om001G012580	jg32059
OG0000553	Om001G012510	jg32066
OG0000553	Om001G012520	jg32058, jg32057, jg32051, jg32065
OG0000554	Om001G002110, Om005G222990	jg1218
OG0000555	Om008G352870, Om008G352880, Om001G004330	jg7626, jg7624, jg1372, jg1387, jg1382, jg1384, jg1385, jg1383, jg1386, jg7625
OG0000555	Om003G102250	jg29414
OG0000556	Om002G049820	jg24663
OG0000556	Om002G074570	jg26824
OG0000557	Om003G124890, Om003G124880	jg16084
OG0000557	Om008G322980	jg19839, jg19838
OG0000558	Om005G225770	jg19487
OG0000558	Om008G327270	jg17449, jg19488
OG0000559	Om004G174990	jg4024
OG0000559	Om004G175040	jg4012
OG0000560	Om006G246000	jg22886, jg22887
OG0000561	Om006G232260, Om006G232240	jg3374, jg23514, jg23512
OG0000562	Om002G048170	jg24508
OG0000562	Om007G301050	jg5286
OG0000562	Om007G294310	jg6572
OG0000563	Om002G081700, Om002G081710, Om002G081690, Om005G196730	jg30082
OG0000564	Om003G093660, Om003G093650, Om003G093640	jg16982, jg16980
OG0000565	Om005G208340	jg2605
OG0000566	Om007G297320, Om006G242250, Om006G242050, Om006G242270, Om002G082780	jg5898, jg5899, jg31971
OG0000566	Om006G242260	jg5920
OG0000567	Om002G063590	jg25789
OG0000569	Om007G276590	jg18645, jg18647
OG0000570	Om002G043360	jg24012
OG0000570	Om007G299740	jg5377
OG0000570	Om006G237000	jg23059
OG0000571	Om006G244500	jg23018
OG0000571	Om005G186030, Om005G186020	jg29173
OG0000572	Om004G140900	jg12455, jg1175
OG0000573	Om005G222710	jg846
OG0000575	Om001G031670, Om001G031700	jg8980
OG0000578	Om005G188980	jg29431
OG0000578	Om005G219910	jg1019
OG0000579	Om007G286810	jg21968, jg9891
OG0000579	Om007G318320	jg12774
OG0000580	Om008G323850	jg19773
OG0000582	Om006G243850	jg6054
OG0000582	Om007G284590	jg17669
OG0000583	Om005G183560	jg28960
OG0000583	Om005G183570	jg28961
OG0000584	Om007G292850	jg20779
OG0000584	Om001G022800	jg9581
OG0000586	Om002G083340	jg27797, jg27796
OG0000586	Om008G342910	jg21166
OG0000587	Om004G158710	jg8090
OG0000587	Om008G320250	jg20091
OG0000587	Om005G178890	jg28523
OG0000588	Om002G060100	jg25511
OG0000588	Om008G326370	jg19576
OG0000588	Om003G093150	jg33536
OG0000589	Om006G245680	jg22919
OG0000589	Om006G267230	jg14387, jg14386
OG0000590	Om007G293960	jg6614
OG0000590	Om005G179630	jg28594
OG0000592	Om002G064890, Om002G064880	jg32943
OG0000592	Om005G199600	jg30331
OG0000593	Om004G133070	jg28016, jg3525
OG0000593	Om004G139920	jg3529
OG0000593	Om007G287490, Om007G287500	jg11187, jg11615
OG0000594	Om006G262800	jg14644
OG0000595	Om006G269050	jg14167
OG0000596	Om007G281510, Om006G241720	jg5865
OG0000596	Om007G281450, Om003G117040	jg22346
OG0000597	Om003G115830	jg18166
OG0000600	Om006G250410	jg22542
OG0000600	Om002G087460	jg28170
OG0000600	Om001G024270	jg9501
OG0000601	Om007G299770	jg5374
OG0000601	Om007G315410	jg12491
OG0000602	Om004G174460	jg4065
OG0000602	Om002G052520	jg24911
OG0000603	Om001G014500, Om008G359600, Om005G223970, Om018G373750, Om008G341190, Om001G025330	jg1160, jg32834, jg32837
OG0000604	Om007G285830	jg16354, jg9978
OG0000605	Om004G140130	jg3048
OG0000605	Om004G140160	jg3046
OG0000606	Om002G061700	jg25639
OG0000606	Om004G129810	jg3771
OG0000606	Om003G094590	jg33426
OG0000607	Om002G066240	jg26039
OG0000609	Om001G034210	jg8841
OG0000612	Om008G327550, Om005G188550	jg1116, jg1151, jg19478, jg15760
OG0000613	Om002G043790	jg24063
OG0000614	Om004G167200, Om004G167190	jg4726, jg4724
OG0000615	Om002G084910	jg27944
OG0000615	Om001G035770	jg8720
OG0000615	Om006G257560	jg15003
OG0000616	Om006G244670	jg23007
OG0000617	Om004G159110	jg8061, jg8062
OG0000617	Om004G158130	jg8112
OG0000618	Om004G133000	jg3537
OG0000618	Om001G020760	jg9695
OG0000619	Om008G335990	jg18862, jg18863
OG0000619	Om006G254680	jg15274
OG0000620	Om007G289350, Om005G200260	jg30377
OG0000620	Om004G140080	jg3057, jg3055
OG0000621	Om001G034690, Om008G350020, Om005G199690	jg13820, jg12134
OG0000622	Om004G145830, Om004G145910	jg16630
OG0000626	Om005G226500	jg520
OG0000626	Om002G081100	jg516
OG0000627	Om001G018740	jg2207, jg2201, jg9780
OG0000627	Om003G117480	jg22380
OG0000628	Om004G134080	jg3467
OG0000628	Om002G065810	jg26006
OG0000630	Om005G221290	jg12315, jg15742
