Orthogroup	Odontarrhena_muralis	Cardamine_hirsuta
OG0000330	Om003G124480, Om003G124500	CARHR170350
OG0000332	Om006G241400	CARHR193130, CARHR193110
OG0000334	Om006G254200	CARHR163740
OG0000334	Om008G335090	CARHR131810
OG0000335	Om002G054740	CARHR100860
OG0000336	Om004G142050	CARHR065900, CARHR065920, CARHR065910, CARHR065890
OG0000336	Om004G142080, Om004G142060	CARHR065880
OG0000338	Om011G365530, Om005G217920, Om005G187760, Om005G187950	CARHR183900
OG0000339	Om001G010480	CARHR230740
OG0000339	Om008G321390	CARHR141230
OG0000340	Om008G325090	CARHR138610
OG0000344	Om006G240680	CARHR187250, CARHR187260, CARHR222620, CARHR184910, CARHR185590, CARHR184960, CARHR184950, CARHR185620
OG0000345	Om005G192140	CARHR012960, CARHR035980
OG0000346	Om003G115250	CARHR266760, CARHR284830
OG0000347	Om006G248330, Om006G248350, Om002G055420	CARHR086360
OG0000349	Om001G035120	CARHR244070
OG0000349	Om008G361710	CARHR291770
OG0000349	Om001G035100	CARHR112570, CARHR037360, CARHR122800, CARHR122780
OG0000350	Om007G290140	CARHR029080
OG0000350	Om007G290180	CARHR029110
OG0000351	Om002G059530	CARHR033160
OG0000351	Om002G059500	CARHR203560
OG0000351	Om002G059520	CARHR033150
OG0000352	Om005G197930, Om008G334130	CARHR017440
OG0000352	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670	CARHR073990
OG0000352	Om008G336420, Om004G132540	CARHR251910
OG0000355	Om004G131070	CARHR073530, CARHR073430
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	CARHR186490, CARHR186690
OG0000358	Om005G181310, Om007G277860	CARHR003600
OG0000358	Om007G277850	CARHR203890
OG0000359	Om007G290360, Om007G290370	CARHR029510, CARHR128500
OG0000360	Om008G362290	CARHR289280
OG0000360	Om006G230130	CARHR289020
OG0000360	Om006G230170	CARHR289650, CARHR289030
OG0000361	Om002G054940	CARHR086030
OG0000362	Om005G182040	CARHR004290
OG0000362	Om004G145620, Om004G145610	CARHR057010, CARHR016600
OG0000362	Om004G136210	CARHR062750
OG0000363	Om004G151750	CARHR288410
OG0000368	Om001G038080, Om001G038070	CARHR245730
OG0000368	Om001G038000	CARHR245720
OG0000368	Om001G038090	CARHR058590, CARHR058530, CARHR058550
OG0000368	Om001G038110	CARHR245750
OG0000370	Om005G198190	CARHR017550
OG0000370	Om005G198070	CARHR017540
OG0000371	Om008G319770	CARHR025430, CARHR142610
OG0000371	Om008G319760	CARHR142620
OG0000372	Om004G135750	CARHR058020, CARHR234800, CARHR234790, CARHR289410, CARHR289420
OG0000373	Om012G367460, Om012G368390, Om012G366180, Om012G366420, Om012G366280, Om007G310230, Om012G366210, Om012G366240, Om007G310270, Om012G366500, Om007G310370, Om012G366450, Om012G366520, Om007G310340, Om012G366580, Om012G366620, Om012G366700, Om007G310250, Om012G366560, Om007G310210, Om012G366540, Om012G366150, Om007G310310, Om007G310430, Om012G366470, Om012G366670, Om015G372170, Om012G367700, Om015G372020, Om012G367420, Om012G367040, Om015G372320, Om012G367620, Om012G367320, Om012G368100, Om012G367070, Om012G368020, Om015G371830, Om012G366980, Om012G367260, Om015G373070, Om012G367530, Om012G367550, Om015G372100, Om012G367910, Om014G371050, Om012G367210, Om012G366940, Om012G367570, Om015G371760, Om015G371870, Om012G367960, Om012G368430, Om015G372260, Om012G366880, Om012G368310, Om015G372290, Om015G371780, Om012G367780, Om012G368410, Om012G368150, Om012G367820, Om015G372120, Om012G367300, Om015G371970, Om012G366910, Om015G372070, Om012G367180, Om015G371930, Om012G367150, Om012G367660, Om015G372210, Om015G372150, Om012G367390, Om012G368350, Om012G368230, Om012G366780, Om014G371030, Om015G372270, Om015G373050, Om012G367600, Om015G371800, Om012G368330, Om012G368270, Om012G367120, Om012G367490, Om012G367990, Om014G370990, Om015G371890, Om012G368370, Om015G373100, Om012G367350, Om012G368250, Om012G368180, Om015G372190, Om012G368210, Om012G367750, Om012G367870, Om012G368050, Om012G368290	CARHR143570
OG0000373	Om015G372240, Om015G372250, Om015G372050	CARHR111740
OG0000374	Om003G094990	CARHR041640
OG0000374	Om003G096590, Om003G096580	CARHR041650, CARHR259760
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	CARHR051700
OG0000377	Om005G221520	CARHR051720
OG0000380	Om005G225190	CARHR055290
OG0000382	Om005G187240	CARHR009120
OG0000383	Om007G289040, Om007G289010	CARHR028090
OG0000383	Om007G289000	CARHR028100
OG0000384	Om002G061100	CARHR090630
OG0000384	Om003G093990	CARHR043000
OG0000384	Om003G093980, Om003G093940, Om003G093930	CARHR043010
OG0000386	Om006G254890, Om006G254870, Om006G254900	CARHR163180
OG0000386	Om006G254880	CARHR163190, CARHR260720, CARHR163200
OG0000387	Om008G325420	CARHR224500
OG0000388	Om007G313410	CARHR101890
OG0000389	Om003G122000	CARHR168810
OG0000389	Om003G121980, Om003G122110, Om003G122100	CARHR168790
OG0000390	Om006G238000, Om001G007860	CARHR153480, CARHR190050, CARHR179180
OG0000390	Om002G066980	CARHR095050
OG0000390	Om002G064160, Om004G151070	CARHR092870, CARHR151230
OG0000391	Om005G204840	CARHR022750
OG0000391	Om005G199920	CARHR022710
OG0000391	Om005G204830	CARHR022740
OG0000391	Om005G204810, Om005G204820	CARHR022730, CARHR022720
OG0000392	Om006G259010	CARHR159640
OG0000392	Om006G258990	CARHR159760
OG0000392	Om004G166970	CARHR214610
OG0000393	Om002G064150, Om002G064120	CARHR101190, CARHR092590
OG0000396	Om006G270400	CARHR292620
OG0000398	Om002G057970	CARHR088340
OG0000398	Om003G090820, Om003G090840	CARHR044860, CARHR044870
OG0000403	Om005G220580	CARHR052690, CARHR052680
OG0000404	Om006G255780, Om008G337600, Om004G170670, Om002G054990	CARHR130390, CARHR206830, CARHR086060
OG0000406	Om007G297520	CARHR196180
OG0000407	Om007G300530	CARHR198380
OG0000410	Om005G222940	CARHR050970, CARHR050980
OG0000411	Om005G224040	CARHR050150
OG0000411	Om008G354000	CARHR252910
OG0000411	Om001G008360	CARHR228790
OG0000412	Om003G116310	CARHR267950
OG0000413	Om002G057770	CARHR088190
OG0000413	Om003G119170	CARHR270190
OG0000413	Om003G090580	CARHR044990
OG0000414	Om001G006250	CARHR227340
OG0000415	Om004G162740	CARHR196770, CARHR201040
OG0000415	Om008G326430	CARHR137680
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	CARHR125400, CARHR125380
OG0000416	Om005G182990	CARHR005050
OG0000417	Om002G073380	CARHR288610, CARHR033580, CARHR100270, CARHR033610, CARHR100280, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580
OG0000420	Om003G125710	CARHR111270, CARHR135320, CARHR135310
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	CARHR103170, CARHR263230, CARHR263240, CARHR263250, CARHR263220
OG0000422	Om005G187620, Om005G187610	CARHR009470
OG0000422	Om005G187660	CARHR009480
OG0000422	Om005G187600, Om005G187590	CARHR009460, CARHR009450, CARHR222090
OG0000423	Om004G142290	CARHR065650
OG0000423	Om003G091160	CARHR044630
OG0000423	Om002G058490	CARHR088730
OG0000424	Om002G075860	CARHR251880
OG0000424	Om007G293140	CARHR251850
OG0000424	Om007G293170, Om006G230630, Om007G292750, Om006G230620	CARHR251840
OG0000425	Om003G093760	CARHR043170, CARHR103140
OG0000427	Om007G317740	CARHR072160
OG0000427	Om002G047720	CARHR079970
OG0000427	Om001G021740, Om004G132930	CARHR072170
OG0000429	Om006G240130	CARHR188110
OG0000429	Om004G164170	CARHR202110
OG0000429	Om001G029270	CARHR240310
OG0000430	Om002G082610, Om002G066320	CARHR106810
OG0000430	Om001G041290	CARHR243160, CARHR111960, CARHR294440
OG0000431	Om005G219170	CARHR284150
OG0000431	Om005G188470	CARHR010120
OG0000431	Om005G188450	CARHR010110
OG0000432	Om003G113900	CARHR265630
OG0000435	Om004G163840	CARHR104640
OG0000436	Om006G250310	CARHR270460
OG0000436	Om001G024370	CARHR237210
OG0000436	Om002G087440	CARHR110190
OG0000437	Om001G012410	CARHR033050
OG0000439	Om005G183450	CARHR005540, CARHR005550
OG0000439	Om003G123740	CARHR169860
OG0000439	Om007G280530	CARHR125020
OG0000440	Om004G173680, Om007G297020	CARHR195730
OG0000440	Om006G261750, Om006G261700	CARHR077430
OG0000441	Om002G062560, Om002G062550	CARHR091670
OG0000441	Om002G062430	CARHR091630
OG0000441	Om002G062440	CARHR091640
OG0000441	Om002G062460	CARHR091660, CARHR091650
OG0000442	Om001G041180	CARHR147790, CARHR156510
OG0000442	Om008G323220	CARHR186290, CARHR049440
OG0000443	Om003G118670, Om004G142810, Om004G142760	CARHR065170, CARHR065180
OG0000446	Om006G235370	CARHR276320
OG0000446	Om006G274450	CARHR145200
OG0000446	Om005G194520	CARHR014840
OG0000447	Om002G060230	CARHR090020
OG0000447	Om007G288920	CARHR028030
OG0000448	Om008G361730	CARHR174490
OG0000448	Om008G361700	CARHR174500
OG0000448	Om008G361720	CARHR174510, CARHR174480
OG0000449	Om006G267260	CARHR154370
OG0000449	Om006G245560	CARHR273500
OG0000449	Om006G267270	CARHR154360
OG0000449	Om006G245570	CARHR273490
OG0000454	Om003G113950, Om003G113940, Om003G113960	CARHR265690
OG0000456	Om001G027150	CARHR031380, CARHR160320, CARHR160300
OG0000456	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680	CARHR180690, CARHR206570
OG0000459	Om001G013470, Om001G006630	CARHR227560, CARHR254740
OG0000460	Om001G008580	CARHR228900
OG0000460	Om005G220920	CARHR101390
OG0000461	Om005G177550	CARHR000130
OG0000461	Om005G177540	CARHR000120
OG0000461	Om008G335120, Om008G335130	CARHR131830
OG0000463	Om001G005850	CARHR155150, CARHR155070, CARHR155100
OG0000465	Om004G158510	CARHR104910
OG0000466	Om004G174390	CARHR140210, CARHR283630, CARHR140220
OG0000466	Om005G209820	CARHR140230
OG0000468	Om006G252980	CARHR164620
OG0000468	Om007G278880	CARHR126780
OG0000468	Om008G332830	CARHR133660
OG0000471	Om007G289290	CARHR286910, CARHR028390, CARHR028370
OG0000472	Om007G316650, Om007G316670	CARHR261860, CARHR261870
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	CARHR261880, CARHR261890
OG0000473	Om008G319530	CARHR142770
OG0000473	Om007G316920	CARHR261710
OG0000474	Om006G261160, Om006G238310	CARHR157730, CARHR118230, CARHR238640
OG0000475	Om005G227990	CARHR048290, CARHR048270
OG0000476	Om004G165260, Om004G165270	CARHR274050
OG0000476	Om006G240140	CARHR187930
OG0000478	Om002G083030, Om002G082030, Om002G082020, Om002G083000, Om002G083010	CARHR182090
OG0000481	Om005G223420, Om002G062340	CARHR050610
OG0000483	Om003G117450	CARHR268750
OG0000484	Om007G296400	CARHR177640, CARHR177140, CARHR177000
OG0000486	Om003G126660, Om003G126620	CARHR166240, CARHR166160
OG0000487	Om007G278330	CARHR127370
OG0000488	Om006G246280, Om008G324620, Om006G256140, Om004G176270	CARHR162100
OG0000488	Om006G256050	CARHR162140
OG0000489	Om002G047940, Om002G047950, Om002G047930, Om002G047960	CARHR284350
OG0000490	Om005G178960	CARHR001520, CARHR000930, CARHR001530
OG0000491	Om004G137480, Om005G213920	CARHR190880
OG0000491	Om003G104850	CARHR190870, CARHR190860
OG0000495	Om006G264600	CARHR267230
OG0000498	Om003G114860	CARHR266530
OG0000498	Om008G361860, Om001G021660	CARHR235590, CARHR027440
OG0000499	Om001G002040, Om002G075590	CARHR225130
OG0000499	Om004G133290	CARHR071890
OG0000499	Om002G059420	CARHR089360
OG0000499	Om003G092390	CARHR089350
OG0000500	Om008G357480	CARHR177540
OG0000500	Om008G357470	CARHR177570, CARHR177670
OG0000501	Om007G291470	CARHR287270
OG0000501	Om002G068600	CARHR155320
OG0000504	Om001G012750, Om002G052110, Om008G332030	CARHR083900
OG0000505	Om006G239820, Om006G239880	CARHR188350, CARHR188310, CARHR188370, CARHR188360, CARHR188300
OG0000506	Om005G205820	CARHR179040, CARHR206880
OG0000507	Om005G228660	CARHR292080
OG0000508	Om008G325940, Om008G340090, Om008G325910, Om008G325930	CARHR134960, CARHR061710
OG0000508	Om008G332530	CARHR130490, CARHR130510, CARHR134100, CARHR134120, CARHR138480
OG0000509	Om003G103700	CARHR223020, CARHR215530
OG0000511	Om003G101890	CARHR221890
OG0000511	Om005G224850	CARHR049420
OG0000512	Om001G010440	CARHR230700
OG0000513	Om008G335560, Om006G254410	CARHR163540
OG0000513	Om006G267240	CARHR154420
OG0000513	Om006G245660	CARHR273420
OG0000515	Om003G089490	CARHR045880
OG0000520	Om008G321740	CARHR184330
OG0000520	Om001G027250, Om008G321750	CARHR171400
OG0000521	Om008G344260	CARHR260010
OG0000521	Om005G204880	CARHR071770
OG0000522	Om008G348080, Om008G348070	CARHR256030
OG0000523	Om008G320780, Om008G320790	CARHR141800
OG0000523	Om007G288290	CARHR027490
OG0000523	Om008G320770	CARHR141810
OG0000523	Om003G127080	CARHR172050
OG0000523	Om003G127050	CARHR172040
OG0000524	Om002G050640	CARHR082540
OG0000524	Om002G050630	CARHR082530, CARHR184200
OG0000525	Om004G133010	CARHR072060
OG0000525	Om005G198050	CARHR017500
OG0000525	Om002G059840	CARHR089730
OG0000525	Om003G092800	CARHR043730
OG0000526	Om006G263940	CARHR156460
OG0000526	Om006G263950	CARHR156420
OG0000529	Om006G243980	CARHR035960
OG0000529	Om008G331390, Om008G331400	CARHR151360
OG0000532	Om002G052610	CARHR112600
OG0000532	Om001G040120	CARHR050090
OG0000532	Om001G040190	CARHR185080
OG0000534	Om005G224370	CARHR049900
OG0000535	Om005G222110	CARHR144790, CARHR052230
OG0000535	Om006G274720	CARHR144750
OG0000537	Om007G302270	CARHR251740
OG0000537	Om003G104980	CARHR218190
OG0000538	Om008G324960	CARHR138750, CARHR138760
OG0000538	Om008G324980	CARHR138740
OG0000539	Om006G228950	CARHR053020
OG0000540	Om007G282450	CARHR122810
OG0000540	Om007G282470, Om007G282460	CARHR122770
OG0000540	Om007G282480, Om007G282490	CARHR122730, CARHR122750
OG0000541	Om007G282620	CARHR122660
OG0000542	Om007G298840	CARHR197170
OG0000542	Om003G099070	CARHR038800, CARHR038830
OG0000542	Om002G043870	CARHR076570
OG0000543	Om001G016240, Om001G004280, Om001G013170	CARHR117600, CARHR117550
OG0000544	Om005G182550, Om005G182520	CARHR004720
OG0000544	Om005G182540	CARHR004710
OG0000545	Om004G138860, Om004G138840, Om004G138850	CARHR068380
OG0000545	Om004G138820, Om004G138830	CARHR068370, CARHR288980, CARHR288990
OG0000546	Om002G083470	CARHR293370, CARHR107390, CARHR293360, CARHR293380
OG0000550	Om008G337580	CARHR162410
OG0000550	Om006G255770	CARHR130400, CARHR044240
OG0000551	Om006G232640	CARHR278730
OG0000551	Om001G040480	CARHR247360
OG0000551	Om004G166290	CARHR203480
OG0000552	Om008G319960	CARHR023850, CARHR124610
OG0000552	Om003G127880	CARHR172580
OG0000553	Om001G012580	CARHR292740
OG0000553	Om001G012520	CARHR033290, CARHR033280, CARHR033250
OG0000554	Om001G002110, Om005G222990	CARHR050810
OG0000555	Om008G352870, Om008G352880, Om001G004330	CARHR255750, CARHR254040, CARHR254030, CARHR256630
OG0000556	Om002G074570	CARHR101180
OG0000557	Om003G124890, Om003G124880	CARHR170590
OG0000557	Om008G322980	CARHR140000
OG0000558	Om005G225770	CARHR137020
OG0000559	Om004G174990	CARHR210420
OG0000559	Om004G174960	CARHR210400
OG0000559	Om004G175040	CARHR210540, CARHR015050, CARHR210690, CARHR210580, CARHR210560
OG0000560	Om006G246000	CARHR273000, CARHR273010
OG0000561	Om006G232200	CARHR278970
OG0000562	Om002G048170	CARHR080300
OG0000562	Om007G301050	CARHR198680
OG0000562	Om007G294310	CARHR186820
OG0000563	Om002G081700, Om002G081710, Om002G081690, Om005G196730	CARHR150940
OG0000564	Om001G028220	CARHR239580
OG0000564	Om003G093660, Om003G093650, Om003G093640	CARHR117130
OG0000565	Om005G208350	CARHR198270, CARHR198280
OG0000565	Om005G208340	CARHR263620, CARHR063120, CARHR063110
OG0000566	Om006G242270, Om002G082780	CARHR192260
OG0000566	Om006G242260	CARHR192270
OG0000567	Om002G063590	CARHR092330
OG0000569	Om007G276590	CARHR129410
OG0000570	Om002G043360	CARHR076040
OG0000571	Om006G244500	CARHR274450
OG0000573	Om005G222710	CARHR051440
OG0000575	Om001G031670, Om001G031700	CARHR187460
OG0000578	Om005G188980	CARHR010580
OG0000578	Om005G219910	CARHR053260
OG0000579	Om007G286810	CARHR233190, CARHR283550
OG0000580	Om008G323850	CARHR139380
OG0000580	Om008G323800, Om008G323780, Om008G323790, Om008G323750	CARHR139410
OG0000580	Om008G323740	CARHR139400
OG0000582	Om006G243850	CARHR155630, CARHR191090
OG0000583	Om005G183560	CARHR005640
OG0000583	Om005G183570	CARHR005650
OG0000583	Om007G280600, Om007G280610	CARHR124950, CARHR214280
OG0000584	Om007G292850	CARHR179130
OG0000584	Om001G022800	CARHR236290
OG0000584	Om002G088330	CARHR111080
OG0000585	Om007G290440, Om008G340110, Om002G059620	CARHR128570, CARHR089580, CARHR029430
OG0000586	Om008G342910	CARHR180450
OG0000587	Om004G158710	CARHR250190
OG0000587	Om008G320250	CARHR142210
OG0000587	Om005G178890	CARHR001430
OG0000588	Om002G060100	CARHR089880
OG0000588	Om008G326370	CARHR137740
OG0000588	Om003G093150	CARHR043540
OG0000589	Om006G245680	CARHR273400
OG0000589	Om006G267230	CARHR154440, CARHR154430
OG0000590	Om007G293960	CARHR186280
OG0000590	Om005G179630	CARHR002150
OG0000591	Om001G027320	CARHR239000, CARHR239010
OG0000592	Om002G064890, Om002G064880	CARHR038260, CARHR093430
OG0000592	Om005G199600	CARHR018660
OG0000593	Om004G133070	CARHR071980
OG0000594	Om006G262800	CARHR157080
OG0000595	Om006G269050	CARHR151600
OG0000595	Om006G243810, Om006G243820	CARHR191110, CARHR117250
OG0000596	Om007G281510, Om006G241720	CARHR192820
OG0000596	Om007G281450, Om003G117040	CARHR268550
OG0000597	Om003G115830	CARHR124720
OG0000598	Om001G004930, Om002G071420	CARHR152800, CARHR226650, CARHR225340
OG0000600	Om006G250410	CARHR270290
OG0000600	Om002G087460	CARHR110200
OG0000600	Om001G024270	CARHR237140
OG0000601	Om007G299770	CARHR197820
OG0000601	Om007G315410	CARHR263090
OG0000602	Om004G174460	CARHR272090
OG0000602	Om006G254960	CARHR163070
OG0000603	Om001G014500, Om008G359600, Om005G223970, Om018G373750, Om008G341190, Om001G025330	CARHR286630
OG0000604	Om003G128580, Om008G319190	CARHR173130
OG0000604	Om007G285830	CARHR232350
OG0000605	Om004G140130	CARHR067160
OG0000605	Om004G140160	CARHR067140
OG0000606	Om002G061700	CARHR091110
OG0000606	Om004G129810	CARHR074490
OG0000606	Om003G094590	CARHR042500
OG0000607	Om002G066240	CARHR094440
OG0000608	Om003G120910	CARHR167980
OG0000608	Om004G153420, Om018G374080, Om003G120920	CARHR167820
OG0000609	Om001G034210	CARHR243420
OG0000609	Om001G033820	CARHR245210
OG0000612	Om008G327550, Om005G188550	CARHR283890
OG0000613	Om002G043790	CARHR076460
OG0000613	Om007G315050	CARHR288730
OG0000613	Om003G115420	CARHR266960
OG0000614	Om004G167200, Om004G167190	CARHR256110
OG0000615	Om002G084910	CARHR244530, CARHR108510
OG0000615	Om006G257560	CARHR160780
OG0000616	Om006G244670	CARHR274350
OG0000616	Om008G335980, Om006G254660	CARHR163330
OG0000617	Om004G159110	CARHR249940
OG0000617	Om004G158130	CARHR249080
OG0000618	Om004G133000	CARHR072070
OG0000618	Om005G198040	CARHR017490
OG0000618	Om001G020760	CARHR235230
OG0000619	Om006G254680	CARHR163320
OG0000620	Om007G289350, Om005G200260	CARHR019160
OG0000620	Om004G140080	CARHR067200, CARHR067220
OG0000622	Om004G145830, Om004G145910	CARHR113180
OG0000625	Om002G043480	CARHR076160
OG0000627	Om001G018740	CARHR059300, CARHR234300
OG0000627	Om003G117480	CARHR268790
OG0000628	Om004G134080	CARHR071420
OG0000628	Om002G065810	CARHR094130, CARHR034950
OG0000630	Om005G221290	CARHR214580, CARHR214570, CARHR214490, CARHR214500, CARHR154590, CARHR152310
OG0000632	Om008G322280	CARHR248140, CARHR171160
OG0000633	Om004G129890	CARHR074460
OG0000635	Om007G280320	CARHR283970, CARHR125180
OG0000636	Om004G171070	CARHR207350
OG0000636	Om004G171040, Om004G171060	CARHR194090, CARHR207340, CARHR207330
OG0000639	Om001G003060, Om001G003300, Om001G003110	CARHR225170
OG0000641	Om002G069900, Om008G350820	CARHR097740, CARHR097750
OG0000642	Om007G315380	CARHR263130, CARHR263120
OG0000645	Om005G206760	CARHR152270, CARHR220390, CARHR220380
OG0000645	Om008G329430, Om005G208230	CARHR220370
OG0000646	Om006G269470	CARHR152320
OG0000646	Om002G043170	CARHR075950
