Orthogroup	Odontarrhena_muralis	Euclidium_syriacum
OG0008673	Om006G250250	ESY6_g48296_DN3_SP8_c0.t1
OG0008674	Om006G249900	ESY6_g48359_DN3_SP0_c0.t1
OG0008675	Om006G249710	ESY6_g48381_DN3_SP8_c0.t1
OG0008676	Om006G249630	ESY6_g48402_DN2_SP0_c0.t1
OG0008677	Om006G249500	ESY6_g48423_DN3_SP8_c0.t1
OG0008678	Om006G249050	ESY6_g48473_DN3_SP0_c0.t1
OG0008679	Om006G248420	ESY6_g48523_DN3_SP0_c0.t1
OG0008680	Om006G248170	ESY6_g48543_DN3_SP8_c0.t1
OG0008681	Om006G248160	ESY6_g48544_DN3_SP0_c0.t1
OG0008682	Om007G312900	ESY15_g65080_DN3_SP6_c0.t1
OG0008683	Om007G313190	ESY15_g64844_DN3_SP8_c0.t1
OG0008684	Om007G313110	ESY15_g64860_DN3_SP0_c0.t1
OG0008685	Om004G161540	ESY7_g18428_DN3_SP8_c0.t1
OG0008686	Om004G161560	ESY7_g18426_DN3_SP8_c0.t1
OG0008687	Om004G161830	ESY7_g18403_DN3_SP8_c0.t1
OG0008688	Om004G161900	ESY7_g18397_DN3_SP8_c0.t1
OG0008689	Om004G161920	ESY7_g18395_DN3_SP0_c0.t1
OG0008690	Om004G161980	ESY7_g18390_DN3_SP7_c0.t1
OG0008691	Om004G162370	ESY7_g18338_DN3_SP0_c0.t1
OG0008692	Om004G162380	ESY7_g18337_DN3_SP5_c0.t1
OG0008693	Om004G162580	ESY7_g18317_DN3_SP0_c0.t1
OG0008694	Om004G162890	ESY7_g18281_DN3_SP8_c0.t1
OG0008695	Om004G163120	ESY7_g18257_DN3_SP8_c0.t1
OG0008696	Om004G163160	ESY7_g18252_DN3_SP0_c0.t1
OG0008697	Om005G196780, Om004G163260	ESY4_g25767_DN2_SP0_c0.t1
OG0008698	Om004G164010	ESY7_g18165_DN3_SP3_c0.t1
OG0008699	Om004G164990	ESY7_g18077_DN3_SP8_c0.t1
OG0008700	Om004G165380	ESY7_g18043_DN3_SP0_c0.t1
OG0008701	Om004G165590	ESY7_g18020_DN3_SP0_c0.t1
OG0008702	Om004G165870	ESY7_g17981_DN3_SP0_c0.t1
OG0008703	Om004G166270	ESY7_g17931_DN3_SP1_c0.t1
OG0008704	Om004G166480	ESY7_g17896_DN3_SP0_c0.t1
OG0008705	Om004G166640	ESY7_g17877_DN3_SP2_c0.t1
OG0008706	Om004G166940	ESY7_g17821_DN3_SP2_c0.t1
OG0008707	Om004G167260	ESY7_g17779_DN3_SP0_c0.t1
OG0008708	Om004G167290	ESY7_g17771_DN3_SP8_c0.t1
OG0008709	Om004G167550	ESY7_g18688_DN3_SP8_c0.t1
OG0008710	Om004G167810	ESY7_g18659_DN3_SP0_c0.t1
OG0008711	Om004G168110	ESY7_g18616_DN3_SP0_c0.t1
OG0008712	Om004G168190	ESY7_g18613_DN3_SP8_c0.t1
OG0008713	Om004G168310	ESY7_g18603_DN2_SP0_c0.t1
OG0008714	Om004G168560	ESY7_g18563_DN3_SP0_c0.t1
OG0008715	Om001G000060	ESY9_g42422_DN3_SP4_c0.t1
OG0008716	Om001G000620	ESY9_g42478_DN3_SP6_c0.t1
OG0008717	Om001G000660	ESY9_g42485_DN3_SP2_c0.t1
OG0008718	Om001G000890	ESY9_g42499_DN3_SP0_c0.t1
OG0008719	Om001G000930	ESY9_g42501_DN3_SP0_c0.t1
OG0008720	Om001G000940	ESY9_g42502_DN3_SP0_c0.t1
OG0008721	Om001G001100	ESY9_g42530_DN3_SP0_c0.t1
OG0008724	Om008G358220, Om001G003540	ESY9_g42885_DN3_SP0_c0.t1
OG0008725	Om001G003570	ESY9_g42887_DN3_SP0_c0.t1
OG0008726	Om001G003640	ESY9_g42897_DN3_SP0_c0.t1
OG0008728	Om001G004190	ESY9_g42983_DN3_SP7_c0.t1
OG0008729	Om003G120630, Om001G004320	ESY9_g43006_DN3_SP0_c0.t1
OG0008730	Om001G005360	ESY9_g43222_DN3_SP0_c0.t1, ESY9_g43227_DN3_SP0_c0.t1
OG0008731	Om001G005410	ESY9_g43232_DN3_SP6_c0.t1
OG0008732	Om001G005600	ESY9_g43260_DN3_SP0_c0.t1
OG0008733	Om001G006170	ESY7_g16587_DN3_SP0_c0.t1
OG0008734	Om001G006620	ESY9_g43401_DN3_SP0_c0.t1
OG0008735	Om001G006910	ESY9_g43442_DN3_SP8_c0.t1
OG0008737	Om004G165300, Om001G007980	ESY9_g43571_DN3_SP1_c0.t1
OG0008738	Om001G009230	ESY9_g43798_DN2_SP0_c0.t1
OG0008739	Om008G352910	ESY18_g62995_DN3_SP0_c0.t1
OG0008740	Om001G009450	ESY26_g42245_DN3_SP5_c0.t1
OG0008741	Om001G009730	ESY26_g42323_DN3_SP0_c0.t1
OG0008742	Om006G273000, Om001G009880	ESY26_g42359_DN3_SP0_c0.t1
OG0008743	Om001G009920	ESY26_g42366_DN3_SP8_c0.t1
OG0008744	Om001G010100	ESY23_g32_DN3_SP8_c0.t1
OG0008746	Om005G207650	ESY2_g35566_DN3_SP0_c0.t1
OG0008747	Om001G011210	ESY23_g296_DN3_SP2_c0.t1
OG0008748	Om008G347670	ESY25_g62577_DN3_SP2_c0.t1
OG0008749	Om001G012370	ESY14_g20388_DN2_SP0_c0.t1
OG0008750	Om001G012880, Om001G012800	ESY14_g19991_DN2_SP0_c0.t1
OG0008751	Om001G013230	ESY14_g20548_DN3_SP1_c0.t1
OG0008752	Om001G013340	ESY9_g43269_DN3_SP0_c6.t1
OG0008753	Om001G013500	ESY14_g20621_DN3_SP8_c0.t1
OG0008754	Om001G014030	ESY14_g20738_DN3_SP0_c0.t1
OG0008755	Om001G015240	ESY14_g21525_DN3_SP1_c0.t1
OG0008756	Om008G321100	ESY14_g20874_DN3_SP8_c0.t1
OG0008757	Om007G287410	ESY4_g22494_DN3_SP0_c0.t1
OG0008759	Om007G288190	ESY10_g14902_DN3_SP0_c0.t1
OG0008760	Om007G288620	ESY4_g22858_DN3_SP0_c0.t1
OG0008761	Om004G141210	ESY2_g35926_DN3_SP8_c0.t1
OG0008762	Om007G289540	ESY4_g23098_DN3_SP0_c0.t1
OG0008763	Om007G289570	ESY4_g23126_DN2_SP3_c0.t1
OG0008764	Om007G290190	ESY4_g23300_DN3_SP0_c0.t1
OG0008765	Om007G291320	ESY4_g23691_DN3_SP2_c0.t1
OG0008766	Om007G291550	ESY16_g62067_DN3_SP8_c0.t1
OG0008767	Om007G291620	ESY16_g62046_DN3_SP0_c0.t1
OG0008768	Om007G291700	ESY16_g62020_DN3_SP5_c0.t1
OG0008769	Om001G035090	ESY4_g25295_DN3_SP1_c0.t1
OG0008770	Om001G035190	ESY4_g26015_DN3_SP0_c0.t1
OG0008771	Om001G035600	ESY4_g26125_DN3_SP0_c0.t1
OG0008772	Om001G036250	ESY4_g26246_DN3_SP0_c0.t1
OG0008773	Om001G036720	ESY4_g26307_DN3_SP7_c0.t1
OG0008774	Om001G037230	ESY4_g26405_DN3_SP8_c0.t1
OG0008775	Om001G037410	ESY4_g26426_DN3_SP0_c0.t1
OG0008776	Om001G037630	ESY4_g26460_DN3_SP8_c0.t1
OG0008777	Om001G037720	ESY4_g26468_DN3_SP0_c0.t1
OG0008778	Om001G038760	ESY4_g26582_DN2_SP1_c0.t1
OG0008779	Om001G038780	ESY4_g26584_DN3_SP5_c0.t1
OG0008780	Om001G039170	ESY4_g26612_DN3_SP8_c0.t1
OG0008782	Om001G039350	ESY4_g26643_DN3_SP0_c0.t1
OG0008783	Om001G039730	ESY4_g26704_DN2_SP0_c0.t1
OG0008784	Om001G040550	ESY4_g26792_DN3_SP0_c0.t1
OG0008785	Om001G021050	ESY16_g62147_DN3_SP8_c0.t1
OG0008786	Om007G313540	ESY17_g40003_DN3_SP1_c0.t1
OG0008788	Om007G314550	ESY8_g61155_DN3_SP8_c0.t1
OG0008790	Om007G315290	ESY8_g60891_DN3_SP7_c0.t1
OG0008791	Om007G291690	ESY16_g62022_DN3_SP4_c0.t1
OG0008792	Om004G171330, Om004G171300, Om004G171320	ESY7_g18886_DN3_SP0_c0.t1
OG0008793	Om007G277130	ESY16_g61763_DN3_SP7_c0.t1
OG0008794	Om008G338300	ESY3_g30061_DN3_SP0_c0.t1
OG0008795	Om008G343190	ESY19_g41581_DN2_SP0_c0.t1
OG0008796	Om008G340590	ESY1_g5917_DN3_SP4_c0.t1
OG0008798	Om008G341550	ESY1_g6178_DN3_SP8_c0.t1
OG0008799	Om008G341830	ESY3_g31170_DN3_SP0_c0.t1
OG0008800	Om008G321700	ESY12_g51831_DN3_SP0_c0.t1
OG0008801	Om002G059240	ESY1_g12075_DN3_SP0_c0.t1
OG0008802	Om008G347710	ESY18_g64192_DN3_SP8_c0.t1
OG0008803	Om004G150640, Om008G350960	ESY4_g22498_DN3_SP8_c0.t1
OG0008805	Om008G351990	ESY18_g63000_DN3_SP2_c0.t1
OG0008806	Om008G353160	ESY18_g62972_DN3_SP0_c0.t1
OG0008807	Om008G353240	ESY18_g62938_DN3_SP8_c0.t1
OG0008808	Om008G353490	ESY7_g16087_DN3_SP0_c0.t1
OG0008809	Om008G354390	ESY7_g16358_DN3_SP8_c0.t1
OG0008810	Om008G355150	ESY7_g16454_DN2_SP5_c0.t1
OG0008811	Om008G355230	ESY7_g16478_DN3_SP2_c0.t1
OG0008812	Om008G356190	ESY7_g16588_DN3_SP8_c0.t1
OG0008813	Om008G356230	ESY7_g16603_DN3_SP1_c0.t1
OG0008814	Om008G356790	ESY7_g16663_DN3_SP8_c0.t1
OG0008815	Om008G357350, Om008G357370	ESY7_g16722_DN3_SP5_c0.t1
OG0008816	Om008G358100	ESY7_g16779_DN3_SP0_c0.t1
OG0008817	Om008G358910	ESY7_g16855_DN3_SP0_c0.t1
OG0008818	Om008G358990	ESY7_g16862_DN3_SP3_c0.t1
OG0008819	Om008G361420	ESY10_g14982_DN3_SP0_c0.t1
OG0008820	Om008G361470	ESY10_g14969_DN2_SP0_c0.t1
OG0008821	Om008G361840	ESY10_g14912_DN3_SP8_c0.t1
OG0008822	Om008G362840	ESY10_g14755_DN3_SP2_c0.t1
OG0008823	Om008G362850	ESY10_g14754_DN3_SP0_c1.t1
OG0008824	Om003G106180	ESY6_g50505_DN3_SP8_c28.t1
OG0008825	Om008G340160	ESY17_g39774_DN2_SP6_c0.t1
OG0008826	Om003G104390, Om003G104370	ESY17_g39141_DN2_SP0_c0.t1, ESY3_g30550_DN2_SP0_c0.t1
OG0008827	Om003G104320	ESY17_g39948_DN3_SP1_c0.t1
OG0008828	Om003G104020	ESY5_g2772_DN3_SP0_c0.t1
OG0008829	Om002G073410	ESY3_g28058_DN3_SP8_c0.t1
OG0008830	Om003G103330	ESY15_g65512_DN3_SP0_c0.t1
OG0008831	Om003G103200	ESY15_g65453_DN3_SP8_c0.t1
OG0008833	Om003G102450	ESY22_g40824_DN3_SP2_c0.t1
OG0008834	Om003G101900	ESY22_g41064_DN3_SP0_c0.t1
OG0008835	Om003G101830	ESY22_g41123_DN2_SP0_c0.t1
OG0008836	Om003G101490	ESY2_g38853_DN3_SP0_c0.t1
OG0008837	Om003G101410	ESY2_g38803_DN3_SP8_c0.t1
OG0008838	Om007G316730	ESY8_g60349_DN3_SP0_c0.t1
OG0008839	Om008G333270	ESY8_g60154_DN3_SP0_c0.t1
OG0008840	Om007G317230	ESY8_g60273_DN3_SP8_c0.t1
OG0008841	Om007G317930	ESY8_g60143_DN3_SP0_c0.t1
OG0008842	Om007G317910	ESY8_g60144_DN3_SP2_c0.t1
OG0008843	Om007G318250, Om002G077370	ESY8_g60066_DN3_SP0_c0.t1
OG0008844	Om007G318390	ESY8_g58370_DN3_SP1_c0.t1
OG0008845	Om007G318480	ESY8_g59993_DN3_SP8_c0.t1
OG0008846	Om008G318740	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1
OG0008847	Om008G318820	ESY12_g52308_DN3_SP7_c0.t1
OG0008848	Om008G318860	ESY12_g52304_DN3_SP8_c0.t1
OG0008849	Om008G320400	ESY12_g51636_DN3_SP4_c0.t1
OG0008850	Om008G320570	ESY12_g51658_DN3_SP0_c0.t1
OG0008851	Om008G320740	ESY12_g51676_DN3_SP0_c0.t1
OG0008852	Om008G321180	ESY12_g51740_DN3_SP0_c0.t1
OG0008853	Om008G321270	ESY12_g51754_DN1_SP0_c0.t1
OG0008854	Om008G321660	ESY12_g51829_DN3_SP3_c0.t1
OG0008855	Om008G322180	ESY12_g51890_DN3_SP1_c0.t1
OG0008856	Om008G322370	ESY12_g51933_DN3_SP8_c0.t1
OG0008857	Om008G322540	ESY12_g51941_DN3_SP7_c0.t1
OG0008858	Om008G322670	ESY12_g51974_DN3_SP3_c0.t1
OG0008859	Om003G124800	ESY1_g12015_DN2_SP0_c0.t1
OG0008860	Om008G323890	ESY12_g52113_DN3_SP0_c0.t1
OG0008861	Om008G324020	ESY12_g52130_DN1_SP0_c0.t1, ESY12_g52133_DN3_SP0_c7.t1
OG0008862	Om008G324070	ESY12_g52138_DN2_SP0_c0.t1
OG0008863	Om008G324090, Om008G324100	ESY12_g52140_DN1_SP0_c0.t1
OG0008864	Om008G324480	ESY12_g52168_DN3_SP0_c0.t1
OG0008865	Om008G325390	ESY12_g51488_DN3_SP8_c0.t1
OG0008866	Om008G325740	ESY12_g51532_DN3_SP0_c0.t1
OG0008867	Om003G123190	ESY1_g11294_DN3_SP6_c0.t1
OG0008868	Om008G326290	ESY12_g51585_DN3_SP2_c6.t1
OG0008869	Om008G326710	ESY12_g51332_DN2_SP0_c0.t1
OG0008870	Om008G326750	ESY12_g51323_DN3_SP0_c0.t1
OG0008871	Om008G326780	ESY12_g51310_DN3_SP0_c0.t1
OG0008872	Om004G163340, Om004G163310, Om004G163320	ESY7_g18231_DN3_SP0_c0.t1
OG0008873	Om008G327560	ESY12_g51241_DN3_SP0_c0.t1
OG0008874	Om008G327340	ESY12_g51210_DN3_SP8_c0.t1
OG0008875	Om008G327940	ESY12_g51153_DN3_SP5_c0.t1
OG0008876	Om008G327960	ESY12_g51148_DN3_SP0_c0.t1
OG0008877	Om004G176650	ESY7_g19593_DN3_SP8_c0.t1
OG0008878	Om004G176500	ESY7_g19581_DN3_SP0_c0.t1
OG0008879	Om004G176440	ESY7_g19576_DN3_SP8_c0.t1
OG0008880	Om004G176250	ESY7_g19559_DN3_SP2_c0.t1, ESY1_g11192_DN2_SP0_c0.t1
OG0008881	Om004G175690	ESY7_g19489_DN3_SP5_c0.t1
OG0008882	Om004G175300	ESY7_g19446_DN2_SP0_c0.t1
OG0008883	Om004G174700	ESY7_g19376_DN3_SP0_c0.t1
OG0008884	Om004G173940	ESY7_g19239_DN3_SP0_c0.t1
OG0008885	Om004G173810	ESY7_g19223_DN3_SP8_c8.t1
OG0008886	Om004G173620	ESY7_g19203_DN3_SP5_c0.t1
OG0008887	Om004G173210	ESY7_g19150_DN3_SP0_c0.t1
OG0008888	Om006G241060	ESY6_g49873_DN3_SP8_c0.t1
OG0008889	Om006G241240	ESY6_g49854_DN3_SP0_c0.t1
OG0008890	Om006G241180	ESY6_g49857_DN2_SP0_c0.t1
OG0008891	Om006G241350	ESY6_g49303_DN3_SP8_c14.t1
OG0008892	Om006G241850	ESY6_g49246_DN3_SP0_c0.t1
OG0008893	Om006G241860	ESY6_g49243_DN3_SP7_c0.t1
OG0008895	Om006G242230	ESY6_g49194_DN3_SP8_c0.t1
OG0008896	Om006G237370	ESY6_g49591_DN3_SP6_c0.t1
OG0008897	Om006G242730	ESY6_g49152_DN3_SP4_c0.t1
OG0008898	Om006G242780	ESY6_g49149_DN3_SP8_c0.t1
OG0008899	Om006G243030	ESY6_g49126_DN3_SP0_c0.t1
OG0008900	Om006G243090, Om001G001950	ESY6_g49116_DN3_SP3_c0.t1
OG0008901	Om006G243210	ESY6_g49110_DN2_SP4_c0.t1
OG0008902	Om006G243340	ESY6_g49082_DN3_SP8_c0.t1
OG0008903	Om006G243750	ESY6_g49033_DN3_SP8_c0.t1
OG0008904	Om006G243780	ESY6_g49030_DN3_SP0_c0.t1
OG0008905	Om006G244310	ESY6_g48985_DN3_SP8_c0.t1
OG0008906	Om006G244540	ESY6_g48964_DN3_SP2_c0.t1
OG0008907	Om006G244630	ESY6_g48950_DN3_SP8_c0.t1
OG0008908	Om006G245200	ESY6_g48896_DN3_SP1_c0.t1
OG0008909	Om006G233680	ESY6_g49607_DN3_SP8_c0.t1
OG0008910	Om006G245480	ESY6_g48854_DN3_SP8_c0.t1
OG0008911	Om006G245490	ESY6_g48853_DN3_SP4_c0.t1
OG0008912	Om006G245600	ESY6_g48845_DN2_SP1_c0.t1
OG0008913	Om006G245710	ESY6_g48826_DN3_SP7_c0.t1
OG0008914	Om006G245740	ESY6_g48820_DN3_SP0_c0.t1
OG0008915	Om006G246650	ESY6_g48684_DN3_SP7_c0.t1
OG0008916	Om006G246750	ESY6_g48678_DN3_SP1_c0.t1
OG0008917	Om006G245980, Om006G245970	ESY1_g12541_DN3_SP0_c0.t1
OG0008918	Om006G246500	ESY6_g48693_DN3_SP0_c0.t1
OG0008919	Om006G246860	ESY6_g48663_DN3_SP8_c0.t1
OG0008920	Om006G247030	ESY6_g48668_DN3_SP8_c0.t1
OG0008921	Om006G247100	ESY6_g48659_DN3_SP0_c0.t1, ESY3_g28828_DN3_SP0_c0.t1
OG0008922	Om006G233800	ESY6_g49624_DN3_SP0_c0.t1
OG0008923	Om006G233740	ESY6_g49619_DN3_SP8_c0.t1
OG0008924	Om005G186160	ESY5_g3096_DN3_SP0_c0.t1
OG0008925	Om006G233610	ESY6_g49601_DN3_SP6_c11.t1
OG0008927	Om006G233160	ESY6_g50697_DN3_SP8_c17.t1
OG0008928	Om006G232770	ESY6_g50640_DN3_SP0_c0.t1
OG0008930	Om006G232300	ESY6_g50563_DN3_SP8_c0.t1
OG0008932	Om006G232140	ESY6_g50543_DN3_SP8_c0.t1
OG0008933	Om006G231140	ESY6_g50426_DN2_SP0_c0.t1
OG0008934	Om006G230990	ESY6_g50437_DN3_SP0_c0.t1
OG0008935	Om006G230780	ESY6_g50404_DN3_SP1_c13.t1
OG0008936	Om006G230600	ESY6_g50387_DN3_SP4_c10.t1
OG0008937	Om006G230210	ESY6_g50364_DN3_SP5_c0.t1
OG0008938	Om006G229990	ESY6_g50324_DN3_SP0_c0.t1
OG0008939	Om006G229970	ESY6_g50310_DN3_SP5_c0.t1
OG0008940	Om006G229840	ESY6_g50323_DN3_SP8_c0.t1
OG0008941	Om006G229650	ESY6_g50275_DN3_SP0_c0.t1
OG0008942	Om006G229550	ESY6_g50266_DN3_SP1_c0.t1
OG0008943	Om006G229510	ESY6_g50256_DN3_SP0_c0.t1
OG0008944	Om006G229350	ESY6_g50243_DN3_SP3_c0.t1
OG0008945	Om006G229190	ESY6_g50228_DN3_SP0_c0.t1
OG0008946	Om006G228990	ESY6_g50761_DN3_SP8_c0.t1
OG0008947	Om004G157770	ESY20_g12969_DN3_SP8_c0.t1
OG0008948	Om005G178150	ESY5_g5529_DN3_SP7_c0.t1
OG0008949	Om004G157550	ESY20_g12940_DN3_SP7_c0.t1
OG0008951	Om004G157360	ESY20_g12926_DN3_SP0_c19.t1
OG0008952	Om004G158030	ESY20_g13006_DN3_SP2_c0.t1
OG0008954	Om004G158620	ESY20_g13089_DN3_SP0_c0.t1
OG0008955	Om004G159280	ESY20_g13173_DN3_SP8_c12.t1
OG0008956	Om004G159390	ESY20_g13188_DN3_SP1_c0.t1
OG0008957	Om004G159590	ESY20_g13214_DN3_SP0_c0.t1
OG0008958	Om004G160270	ESY20_g13298_DN3_SP0_c0.t1
OG0008959	Om004G160370	ESY20_g13312_DN3_SP0_c0.t1
OG0008960	Om004G160730	ESY8_g58319_DN3_SP0_c0.t1
OG0008961	Om004G160750	ESY8_g58317_DN3_SP5_c0.t1
OG0008962	Om007G278370	ESY20_g12832_DN3_SP0_c0.t1
OG0008963	Om007G277600	ESY8_g58110_DN3_SP8_c0.t1
OG0008964	Om007G277620	ESY8_g58108_DN3_SP8_c0.t1
OG0008965	Om007G277890	ESY20_g12897_DN3_SP8_c0.t1
OG0008966	Om007G277920	ESY20_g12885_DN3_SP0_c0.t1
OG0008967	Om007G278410	ESY20_g12827_DN3_SP8_c0.t1
OG0008968	Om007G278590	ESY20_g12793_DN3_SP2_c0.t1
OG0008969	Om007G278460	ESY20_g12810_DN3_SP5_c0.t1
OG0008970	Om007G278860	ESY20_g12739_DN3_SP0_c0.t1
OG0008971	Om007G278810	ESY20_g12744_DN3_SP1_c4.t1
OG0008972	Om007G279550, Om005G208100	ESY20_g12694_DN3_SP2_c0.t1
OG0008973	Om007G279520	ESY9_g42715_DN3_SP0_c13.t1
OG0008974	Om007G279490	ESY20_g12684_DN3_SP0_c0.t1
OG0008975	Om003G089350	ESY2_g36445_DN3_SP5_c0.t1
OG0008977	Om007G280500	ESY8_g58477_DN3_SP0_c0.t1
OG0008978	Om007G280670	ESY8_g58551_DN3_SP0_c0.t1
OG0008979	Om007G280860	ESY8_g58525_DN3_SP3_c0.t1
OG0008980	Om007G281120	ESY8_g58494_DN3_SP4_c0.t1
OG0008981	Om007G281290	ESY8_g58584_DN3_SP0_c0.t1
OG0008982	Om003G113810, Om007G281740	ESY8_g58669_DN3_SP0_c0.t1
OG0008983	Om007G281780	ESY8_g58673_DN3_SP0_c0.t1
OG0008984	Om007G282560	ESY8_g58790_DN3_SP7_c0.t1
OG0008985	Om007G282970	ESY8_g58829_DN2_SP0_c0.t1
OG0008986	Om007G283000	ESY8_g58831_DN2_SP4_c0.t1
OG0008987	Om007G283130	ESY8_g58858_DN3_SP0_c0.t1
OG0008988	Om007G283170	ESY8_g58861_DN3_SP1_c0.t1
OG0008989	Om007G283410	ESY8_g58898_DN2_SP0_c0.t1
OG0008990	Om007G283440	ESY8_g58902_DN3_SP3_c0.t1
OG0008991	Om007G283680	ESY8_g58934_DN3_SP8_c0.t1
OG0008992	Om007G283790	ESY8_g58947_DN3_SP8_c0.t1
OG0008993	Om007G283960	ESY8_g58970_DN1_SP0_c0.t1
OG0008994	Om007G284380	ESY8_g59010_DN3_SP6_c0.t1
OG0008995	Om007G284400	ESY8_g59011_DN3_SP0_c0.t1
OG0008996	Om007G284870	ESY8_g59064_DN3_SP4_c0.t1
OG0008997	Om007G284820	ESY8_g59055_DN3_SP3_c0.t1
OG0008998	Om007G284780	ESY8_g59049_DN3_SP8_c0.t1
OG0008999	Om007G284610	ESY8_g59028_DN3_SP1_c0.t1
OG0009000	Om007G296300	ESY8_g59189_DN3_SP0_c0.t1
OG0009001	Om004G149420	ESY8_g59212_DN3_SP0_c0.t1
OG0009002	Om004G150930	ESY8_g59285_DN3_SP0_c0.t1
OG0009003	Om003G093680	ESY7_g16884_DN3_SP0_c0.t1
OG0009004	Om001G020650	ESY16_g62193_DN3_SP4_c0.t1
OG0009005	Om001G020500	ESY16_g62196_DN3_SP8_c0.t1
OG0009006	Om001G019460	ESY16_g62327_DN3_SP7_c0.t1
OG0009007	Om002G042730	ESY3_g32616_DN3_SP0_c0.t1
OG0009008	Om002G042710	ESY3_g32614_DN3_SP0_c0.t1
OG0009010	Om002G042460, Om001G001650	ESY3_g32651_DN3_SP3_c0.t1
OG0009011	Om002G042470	ESY3_g32650_DN3_SP7_c0.t1
OG0009012	Om002G042340	ESY3_g32664_DN3_SP8_c0.t1
OG0009013	Om001G017830	ESY16_g62573_DN3_SP8_c0.t1
OG0009014	Om001G019370	ESY16_g62359_DN3_SP6_c0.t1
OG0009015	Om002G060600	ESY16_g62395_DN3_SP7_c0.t1
OG0009016	Om002G043110	ESY3_g32569_DN3_SP6_c0.t1
OG0009017	Om002G043460	ESY3_g32534_DN3_SP0_c0.t1
OG0009018	Om002G043850	ESY3_g32475_DN2_SP3_c0.t1
OG0009019	Om002G043930	ESY3_g32469_DN3_SP7_c0.t1
OG0009020	Om002G044220	ESY3_g32433_DN3_SP0_c0.t1
OG0009021	Om002G044300	ESY3_g32404_DN1_SP0_c0.t1
OG0009022	Om002G044520	ESY3_g32383_DN3_SP8_c0.t1
OG0009023	Om002G044590	ESY3_g32362_DN3_SP0_c0.t1
OG0009024	Om002G044600	ESY3_g32361_DN2_SP0_c0.t1
OG0009025	Om002G044920	ESY3_g32302_DN3_SP8_c0.t1
OG0009026	Om002G045200, Om002G045190	ESY3_g32254_DN3_SP6_c0.t1
OG0009027	Om002G045680	ESY3_g32132_DN3_SP0_c0.t1
OG0009028	Om002G045760	ESY3_g32113_DN3_SP5_c0.t1
OG0009029	Om002G045780	ESY3_g32112_DN3_SP0_c0.t1
OG0009030	Om002G045970	ESY3_g32046_DN3_SP8_c0.t1
OG0009031	Om002G046100	ESY3_g32024_DN3_SP0_c0.t1
OG0009032	Om002G046400	ESY3_g31976_DN3_SP0_c0.t1
OG0009033	Om002G046470	ESY3_g31961_DN3_SP8_c0.t1
OG0009034	Om002G046510	ESY3_g31955_DN3_SP6_c0.t1
OG0009035	Om001G018240, Om007G313330, Om008G351830, Om008G349230, Om002G046750	ESY3_g31912_DN3_SP0_c0.t1
OG0009036	Om002G047130	ESY3_g31807_DN3_SP2_c0.t1
OG0009037	Om002G047200, Om002G047190, Om002G047210	ESY3_g31799_DN3_SP0_c0.t1
OG0009038	Om002G047900	ESY3_g31667_DN3_SP0_c0.t1
OG0009039	Om002G047920	ESY3_g31665_DN3_SP4_c3.t1
OG0009040	Om002G048510, Om002G048520	ESY3_g31591_DN3_SP1_c0.t1
OG0009041	Om002G048800	ESY3_g31555_DN3_SP0_c0.t1
OG0009042	Om002G049140	ESY3_g31518_DN3_SP0_c0.t1
OG0009043	Om002G049310	ESY3_g31494_DN3_SP7_c0.t1
OG0009044	Om002G049580	ESY3_g31452_DN3_SP0_c0.t1
OG0009045	Om002G049800	ESY3_g31482_DN3_SP2_c0.t1
OG0009047	Om002G050010	ESY3_g31396_DN3_SP8_c0.t1
OG0009048	Om002G050040	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1
OG0009049	Om002G050060	ESY3_g31387_DN3_SP0_c0.t1
OG0009050	Om007G307670, Om007G318270, Om007G313180	ESY10_g15083_DN3_SP0_c0.t1
OG0009051	Om004G132500, Om006G270770, Om006G270450	ESY8_g59225_DN3_SP6_c0.t1
OG0009052	Om004G169230	ESY3_g30742_DN3_SP0_c0.t1, ESY5_g3399_DN3_SP0_c0.t1
OG0009053	Om002G050860	ESY3_g30743_DN3_SP7_c0.t1, ESY10_g14328_DN3_SP0_c0.t1
OG0009054	Om002G050920	ESY3_g30754_DN3_SP5_c0.t1
OG0009055	Om007G287850	ESY4_g22315_DN3_SP0_c0.t1
OG0009056	Om008G329520	ESY12_g50939_DN3_SP8_c16.t1
OG0009057	Om008G329620	ESY12_g50909_DN3_SP1_c0.t1
OG0009058	Om008G329820	ESY12_g50893_DN3_SP7_c0.t1
OG0009059	Om008G330010	ESY12_g50864_DN3_SP8_c8.t1
OG0009060	Om008G330090	ESY12_g50858_DN3_SP8_c0.t1
OG0009061	Om008G330260	ESY12_g50828_DN3_SP0_c0.t1
OG0009062	Om008G331470	ESY9_g45588_DN2_SP0_c0.t1
OG0009063	Om008G331480	ESY9_g45586_DN3_SP0_c0.t1
OG0009064	Om008G331800	ESY9_g45537_DN3_SP6_c0.t1
OG0009065	Om008G332270	ESY9_g45470_DN3_SP4_c0.t1
OG0009066	Om008G331960, Om006G267510	ESY9_g45522_DN3_SP0_c0.t1
OG0009067	Om008G332480	ESY9_g45451_DN3_SP6_c0.t1
OG0009068	Om008G333240	ESY9_g45375_DN2_SP8_c11.t1
