Orthogroup	Odontarrhena_muralis	Aethionema_saxatile
OG0000498	Om003G114860	As002G045150
OG0000499	Om001G002040, Om002G075590	As003G056720
OG0000499	Om002G059420	As011G246530
OG0000499	Om003G092390	As012G269540
OG0000500	Om008G357470	As004G087470
OG0000501	Om007G291470	As010G232220
OG0000504	Om001G012750, Om002G052110, Om008G332030	As002G037010, As002G034340
OG0000505	Om006G239820, Om006G239880, Om006G239860, Om006G239890	As009G215510
OG0000506	Om005G205820	As010G234690
OG0000510	Om005G220900, Om005G220910, Om005G222650, Om005G222240, Om005G222350, Om005G222330, Om005G222290, Om005G222310, Om005G222270, Om005G222590, Om005G222560	As001G020890, As001G020900
OG0000511	Om005G224850	As001G032060
OG0000512	Om001G010440	As003G061390
OG0000513	Om008G335560, Om006G254410	As006G146210
OG0000513	Om006G267240, Om006G245660	As005G114770
OG0000514	Om002G068070	As011G252640, As011G252630
OG0000515	Om003G089490	As012G267810
OG0000520	Om007G301340	As002G050660, As002G050220, As012G287100
OG0000521	Om008G344260	As004G080410
OG0000521	Om005G204880	As007G158420
OG0000521	Om004G133420	As010G235150
OG0000522	Om001G011800, Om001G011810, Om008G348020, Om008G348080, Om008G348070	As004G083810
OG0000523	Om008G320770	As005G100530
OG0000523	Om001G027610, Om003G127080, Om003G127050	As012G287730
OG0000524	Om002G050630	As006G141600, As006G141560, As006G141590
OG0000525	Om004G133010	As010G241940
OG0000525	Om005G198050	As007G153430
OG0000525	Om002G059840	As011G246900
OG0000525	Om003G092800	As012G269710
OG0000526	Om006G263940	As010G223400
OG0000526	Om006G263950	As010G223440
OG0000529	Om008G331390, Om008G331400	As010G223810, As010G223800, As010G223830
OG0000529	Om006G244040, Om006G244010	As005G113510, As005G113490, As005G113470
OG0000533	Om004G155930	As007G180830, As003G075650
OG0000533	Om001G032890	As001G014250
OG0000534	Om005G224370	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	Om005G222110	As001G023320
OG0000535	Om008G333800	As001G023310
OG0000536	Om008G349410, Om011G365270	As010G228630, As004G090520
OG0000537	Om007G302270	As006G124070
OG0000537	Om003G104980	As004G093070
OG0000537	Om002G050220	As006G141200
OG0000538	Om008G324950, Om008G324960, Om008G324980	As005G103710, As005G103700
OG0000539	Om006G228950	As005G120910
OG0000540	Om007G282450, Om007G282470, Om007G282460, Om007G282480, Om007G282490	As006G128870, As006G128860, As006G128850
OG0000542	Om007G298840	As009G202020
OG0000542	Om003G099070	As012G273170
OG0000544	Om005G182550, Om005G182520	As008G195060
OG0000544	Om005G182530	As008G195080, As008G195130
OG0000544	Om005G182540	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	Om004G138860, Om004G138840, Om004G138850	As010G238530
OG0000546	Om002G083470	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	Om008G337580	As002G037320
OG0000550	Om006G255770	As006G144690
OG0000551	Om006G232640	As005G117770
OG0000551	Om001G040480	As003G075520
OG0000551	Om004G166290	As002G053470
OG0000552	Om008G319960	As012G288190, As005G099880, As007G159560, As003G061630
OG0000553	Om001G012580, Om001G012510	As003G063020, As003G063040
OG0000553	Om001G012520	As003G063070, As003G063050
OG0000554	Om001G002110, Om005G222990	As007G157590
OG0000554	Om008G342670, Om008G342700	As003G065060, As004G082630
OG0000555	Om008G352870, Om008G352880, Om001G004330, Om002G081550, Om003G102250	As003G067180
OG0000557	Om003G124890, Om003G124880	As012G286190
OG0000557	Om008G322970	As005G102360
OG0000559	Om004G174990, Om004G174960, Om004G175040	As005G107810
OG0000560	Om006G246000	As005G115530
OG0000560	Om005G181410, Om005G181420, Om005G181400	As008G196260, As008G196230
OG0000561	Om006G232200, Om006G232260, Om006G232240	As005G118160
OG0000562	Om002G048170	As006G139230
OG0000562	Om007G301050	As009G200380
OG0000562	Om007G294310	As009G205610
OG0000563	Om002G081700, Om002G081710, Om002G081690, Om005G196730	As007G152350
OG0000564	Om001G028220	As007G177230
OG0000565	Om005G208860, Om005G208700, Om005G208690, Om005G208710, Om005G208350	As010G233050
OG0000566	Om007G297320, Om006G242250, Om006G242050, Om006G242270, Om002G082780	As011G250840
OG0000570	Om002G043360	As006G135060
OG0000570	Om006G237000	As009G217810
OG0000571	Om006G244500	As005G113940
OG0000571	Om005G186030, Om005G186020	As008G191230
OG0000578	Om005G188980	As008G187240
OG0000578	Om005G219910	As001G020350
OG0000579	Om007G286810	As002G044410
OG0000579	Om007G318320	As004G098040
OG0000580	Om008G323850	As005G102980
OG0000581	Om004G176190, Om004G176200	As005G107050, As005G107040, As005G107070, As005G107030
OG0000582	Om005G186340, Om006G243850	As005G113410
OG0000582	Om007G284590	As006G130460
OG0000583	Om005G183560	As006G127330
OG0000583	Om007G280600, Om007G280610	As006G127350
OG0000584	Om005G180860, Om007G292850	As006G124400
OG0000584	Om001G022800, Om002G088330	As001G000400
OG0000585	Om007G290440, Om008G340110, Om002G059620	As012G275350
OG0000586	Om002G083340	As011G263800
OG0000586	Om008G342910	As004G082960
OG0000587	Om004G158710	As006G122410
OG0000587	Om008G320250	As005G100170
OG0000587	Om005G178890	As008G198370
OG0000588	Om002G060100	As011G247080
OG0000588	Om008G326370	As005G104750
OG0000588	Om003G093150	As012G269820
OG0000589	Om006G245680	As005G114800
OG0000589	Om006G267230	As010G224800
OG0000590	Om002G047710	As006G138710
OG0000590	Om007G293960	As009G205980
OG0000590	Om005G179630	As008G197660
OG0000592	Om002G064890, Om002G064880	As011G250170
OG0000592	Om005G199600	As010G239910, As007G154690
OG0000593	Om004G133070	As008G192880, As010G241820, As010G241840
OG0000595	Om006G269050	As010G226140
OG0000596	Om007G281450, Om003G117040	As010G227450
OG0000600	Om006G250410	As002G048280
OG0000600	Om001G024270	As001G001180
OG0000601	Om007G299770	As009G201050, As006G135040
OG0000601	Om007G315410	As001G027850
OG0000602	Om006G254960	As012G276820
OG0000602	Om002G052520	As002G034860
OG0000604	Om003G128580, Om008G319190	As005G099260
OG0000604	Om007G285830	As007G163770, As012G288540
OG0000605	Om004G140130	As010G239470
OG0000605	Om004G140160	As010G239480
OG0000606	Om002G061700	As011G248160
OG0000606	Om004G129810	As010G244280
OG0000606	Om003G094590	As012G270700
OG0000607	Om002G066240	As011G251140
OG0000608	Om003G120910	As012G284170, As012G284200
OG0000613	Om002G043790	As006G135470
OG0000613	Om007G315050	As006G132250
OG0000613	Om003G115420	As002G045780
OG0000615	Om002G084910	As011G264960
OG0000615	Om001G035770	As003G072430
OG0000616	Om006G244670	As005G114070
OG0000616	Om008G335980, Om006G254660	As012G277180
OG0000617	Om004G158130	As006G121910
OG0000618	Om004G133000	As010G241950
OG0000618	Om005G198040, Om001G020760	As006G132210
OG0000619	Om008G335990, Om008G336000	As006G145810, As006G145800
OG0000619	Om006G254680	As012G277130
OG0000620	Om007G289350, Om005G200260, Om004G140080	As010G239430, As007G154950
OG0000625	Om002G043480	As006G135190
OG0000625	Om001G028720	As007G176620
OG0000626	Om005G226500, Om002G081100	As001G031250
OG0000627	Om001G018740	As006G134640
OG0000627	Om003G117480	As002G047240
OG0000628	Om002G065810	As003G064150, As011G250810
OG0000629	Om008G345860, Om006G267530, Om001G024090, Om008G345620	As010G229270, As010G229250, As004G090580, As003G067260, As007G166860
OG0000630	Om005G221290	As004G077630, As004G077620, As004G077610
OG0000633	Om004G129890	As010G244250
OG0000634	Om006G259460, Om006G246380, Om006G246370, Om006G246400, Om006G246390	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	Om007G281810	As006G128210
OG0000635	Om007G280320	As006G127130
OG0000636	Om004G171070, Om004G171050, Om004G171040, Om004G171060	As009G212850
OG0000645	Om005G206760	As001G004340
OG0000646	Om006G269470	As001G027670
OG0000646	Om002G043170	As006G134940
OG0000647	Om002G052310	As002G034480, As005G107800
OG0000648	Om003G128400, Om003G128430, Om003G128440	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	Om006G253830	As003G066660
OG0000649	Om004G136710	As010G237340
OG0000650	Om008G359210	As004G088550
OG0000650	Om008G359320, Om008G359290, Om008G359340, Om008G359260	As004G088560
OG0000651	Om006G246340	As005G115100
OG0000651	Om006G245520, Om006G245510	As005G114680, As005G114690
OG0000652	Om006G237830, Om006G237880, Om006G237860	As009G217160
OG0000658	Om003G106660, Om007G293840, Om006G254110	As009G206090, As012G277750, As001G026410
OG0000659	Om001G024350	As011G266440, As009G211360, As002G048340
OG0000660	Om005G185150	As008G192800
OG0000660	Om006G246670	As010G224220, As005G115310
OG0000661	Om007G280270, Om008G327370	As010G223120, As006G127120, As006G127080
OG0000662	Om007G299230	As009G201630
OG0000662	Om002G043690	As006G135390
OG0000662	Om007G299200	As009G201640
OG0000663	Om005G211670, Om004G147530, Om004G147600	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000664	Om001G038790	As011G245420, As011G245410
OG0000669	Om008G323950, Om001G002100, Om001G002090	As005G103090
OG0000669	Om002G057870	As001G022370
OG0000670	Om001G010780	As003G061610, As003G061660
OG0000672	Om007G289610	As004G081100, As011G248400
OG0000674	Om005G179570	As008G197690
OG0000674	Om008G319260	As005G099330
OG0000674	Om004G159710	As006G123130
OG0000675	Om005G196790, Om007G279730	As007G152400
OG0000676	Om005G184580	As008G193080
OG0000676	Om004G139720	As010G239230, As007G155100, As012G282240
OG0000677	Om004G136950, Om004G145150, Om001G025590	As007G160250
OG0000685	Om001G024490	As001G001340
OG0000685	Om002G087370	As002G032860, As011G266380
OG0000686	Om001G031630, Om001G031650, Om001G031590, Om001G031660	As001G012430
OG0000687	Om007G275820	As001G017930
OG0000687	Om008G322470, Om008G322490	As005G101960
OG0000687	Om003G125660	As012G286760
OG0000688	Om001G026700	As001G023430
OG0000689	Om005G205310, Om001G012690	As007G158860, As003G063160, As004G080020
OG0000691	Om007G298400	As004G080740, As011G248640
OG0000692	Om003G122540, Om003G122530, Om003G122550, Om008G326170	As005G104580
OG0000693	Om006G251440	As012G282230
OG0000693	Om008G331200	As006G143100
OG0000695	Om004G140010	As010G239400
OG0000696	Om002G061880	As012G270790, As011G248260
OG0000697	Om003G096530, Om003G095790, Om003G096510, Om003G095780	As012G271560
OG0000702	Om007G301290	As009G199960
OG0000702	Om002G042520	As006G132970
OG0000703	Om004G173900	As002G035150
OG0000703	Om008G337070	As006G145070
OG0000703	Om006G255340	As012G276510
OG0000704	Om001G004670, Om001G004680	As003G058000
OG0000705	Om008G324590	As005G103510, As005G103480
OG0000706	Om006G232490	As005G117900
OG0000708	Om005G190620	As008G185890
OG0000709	Om007G296380	As009G203840
OG0000713	Om001G022580, Om002G085420, Om005G226960, Om006G235380, Om004G154450, Om005G225160, Om001G022590, Om004G160190, Om007G301610, Om003G099300, Om005G215610, Om002G077820, Om008G356600, Om005G214460, Om008G344390	As001G006270
OG0000714	Om007G314590	As004G077650
OG0000714	Om005G213140	As001G028540
OG0000715	Om008G353360	As004G085240
OG0000716	Om005G211830, Om008G328670	As004G088610, As007G165810
OG0000717	Om005G225940	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660
OG0000718	Om002G055310, Om004G177070	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	Om006G245640	As005G114760
OG0000720	Om003G128230	As012G288480
OG0000720	Om004G159420	As006G122970
OG0000720	Om008G319350	As008G197790
OG0000721	Om004G159540	As006G123060
OG0000722	Om005G208970	As010G232800
OG0000722	Om005G194430	As008G183090
OG0000723	Om007G294640	As009G205270, As009G205280, As009G205290, As009G205310
OG0000730	Om006G274110	As001G023940
OG0000730	Om005G193950	As008G183370
OG0000731	Om008G338660, Om008G338680	As001G025190, As001G025200, As001G025210
OG0000732	Om006G255490	As012G276370
OG0000734	Om003G112660	As002G043480
OG0000735	Om003G118250, Om003G118240	As002G047800
OG0000736	Om004G165740	As002G053050
OG0000736	Om001G039680	As003G074810
OG0000738	Om007G278680	As006G125610
OG0000739	Om005G180900	As009G216850, As008G197070
OG0000739	Om002G071940	As011G255260
OG0000740	Om004G147780	As010G237290
OG0000741	Om003G090420	As012G268430
OG0000742	Om068G377170, Om068G377160	As209G297130
OG0000749	Om005G193040	As008G184000
OG0000749	Om004G147040	As007G161240
OG0000750	Om007G291180, Om001G009690, Om005G228190, Om005G228180	As001G030660
OG0000751	Om004G173690	As005G108820, As002G035280
OG0000752	Om006G239670, Om006G239690, Om006G239700, Om006G239680	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	Om004G164920	As002G052450
OG0000753	Om001G015620	As003G064670
OG0000754	Om001G015760	As003G064750
OG0000755	Om008G355040, Om008G355050	As004G086160
OG0000757	Om004G175670	As005G107510
OG0000757	Om008G335340, Om006G254280	As006G146500
OG0000758	Om004G131100	As010G243380
OG0000759	Om006G247560	As009G219760
OG0000759	Om007G282010	As006G128470
OG0000759	Om005G184700	As008G193030
OG0000760	Om008G329550, Om008G329460	As006G142310
OG0000760	Om006G250500	As012G282830
OG0000762	Om001G015640, Om002G087640, Om002G087650, Om001G015670	As011G266570
OG0000763	Om003G091650, Om003G091630	As012G269290
OG0000764	Om003G096160, Om003G096690, Om003G096670, Om003G096680	As012G271730
OG0000765	Om006G259450, Om006G259750, Om005G210270, Om005G210060, Om005G210240, Om005G210230, Om006G260090, Om007G313620	As012G275540, As012G275570, As012G275590
OG0000772	Om006G270510, Om001G008990, Om001G008970	As002G037440, As001G027110, As001G015580
OG0000773	Om005G209150	As007G160440, As010G232720, As001G027430
OG0000774	Om001G017860	As002G033010
OG0000775	Om002G053420, Om002G053410, Om004G172920	As002G035830, As009G214640
OG0000776	Om002G051640	As009G213010, As002G037060
OG0000778	Om004G161480, Om004G161470, Om004G161490, Om004G161460	As002G050230
OG0000779	Om001G008900	As003G060370
OG0000779	Om008G353570	As004G085410
OG0000779	Om008G353560	As004G085400
OG0000780	Om001G039760	As003G074900
OG0000780	Om004G165850	As007G180430
OG0000781	Om008G324460, Om008G324450, Om008G324440, Om008G324430	As004G079650
OG0000781	Om008G324410	As005G103380, As005G103370
OG0000783	Om006G243370	As005G113140
OG0000783	Om006G268650	As010G226400
OG0000784	Om001G001310	As010G225950
OG0000784	Om006G244140	As005G113590
OG0000785	Om001G030640, Om001G030650	As007G161520
OG0000785	Om004G172580	As009G214360
OG0000786	Om006G236990, Om006G236980	As009G217820, As009G217830
OG0000787	Om002G056150, Om002G056160, Om002G056140	As010G222930, As010G222920
OG0000788	Om006G267680	As010G225660, As010G225670, As010G225650
OG0000789	Om004G131580	As010G242960
OG0000789	Om002G056630, Om003G089450	As012G267770
OG0000799	Om005G222980	As001G021720, As005G104360, As001G021710
OG0000800	Om006G261660	As001G024200, As001G024190, As001G024170, As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910
OG0000801	Om002G053550	As002G035990
OG0000801	Om004G172640	As009G214440
OG0000801	Om002G053590, Om002G053560	As002G036000
OG0000802	Om008G359660	As004G088660
OG0000802	Om007G290710	As003G070730
OG0000802	Om001G002180	As003G056750
OG0000803	Om003G116420, Om001G004780	As003G058030
OG0000804	Om005G228300	As004G081460, As004G097150, As004G079430
OG0000806	Om008G323550, Om008G323530	As005G102850
OG0000807	Om008G323720	As005G102950
OG0000807	Om002G042240, Om002G042250	As006G139170, As006G133330
OG0000808	Om007G283270	As006G129450
OG0000808	Om006G246460	As005G114980
OG0000809	Om004G146010	As007G160640
OG0000809	Om005G194080	As008G183460
OG0000809	Om005G194070	As010G232490
OG0000818	Om006G239010	As010G221920
OG0000818	Om005G228870	As001G030280
OG0000819	Om002G053630	As002G036020
OG0000819	Om006G250650	As012G282730
OG0000821	Om003G113100	As002G043850
OG0000822	Om003G115650, Om003G115480	As002G045610, As002G045600
OG0000823	Om008G362180	As004G090360
OG0000823	Om001G000380	As003G055870
OG0000824	Om001G012010, Om001G012020	As003G062540
OG0000825	Om003G126780	As012G287570
OG0000825	Om008G321070	As005G100830
OG0000826	Om008G323390	As005G102780
OG0000827	Om003G116690	As012G278780
OG0000827	Om004G176620	As005G106720
OG0000828	Om005G219460, Om007G278890, Om008G356770	As012G285140, As006G125590
OG0000829	Om002G045010	As006G136530
OG0000829	Om007G296880	As009G203460, As009G203470
OG0000830	Om005G202380, Om004G136890	As007G156440
OG0000831	Om005G202570, Om005G202580, Om005G202590	As007G156620, As007G156630
OG0000833	Om002G059910	As011G246960
OG0000834	Om002G065630	As011G250710
OG0000834	Om003G098980	As012G273380
OG0000835	Om002G066410	As011G251220
OG0000835	Om003G098020	As012G272760
