Orthogroup	Odontarrhena_muralis	Conringia_planisiliqua
OG0007301	Om002G083680	CP10_g43843_DN3_SP0_c.t1
OG0007302	Om002G083890	CP10_g43816_DN3_SP8_c.t1
OG0007303	Om002G084390	CP10_g43766_DN3_SP3_c.t1
OG0007304	Om002G085070, Om002G085060, Om002G085050	CP10_g43701_DN3_SP6_c.t1
OG0007306	Om002G086810	CP10_g43602_DN3_SP0_c.t1
OG0007307	Om002G087250	CP10_g43568_DN3_SP3_c.t1
OG0007308	Om002G088180	CP12_g29857_DN3_SP8_c.t1
OG0007309	Om002G056450	CP10_g43225_DN3_SP8_c.t1
OG0007310	Om003G090230	CP7_g46404_DN3_SP0_c.t1
OG0007311	Om003G090640, Om004G130800	CP7_g46378_DN3_SP7_c.t1
OG0007312	Om003G090870	CP7_g46368_DN3_SP0_c.t1
OG0007313	Om003G092150, Om003G092040	CP7_g46300_DN3_SP1_c.t1
OG0007314	Om003G094320	CP1_g37867_DN3_SP8_c.t1
OG0007315	Om003G094760	CP1_g37898_DN3_SP8_c.t1
OG0007316	Om003G094880	CP1_g37908_DN3_SP8_c.t1
OG0007317	Om003G095500	CP1_g37952_DN3_SP1_c.t1
OG0007318	Om003G095660, Om004G131340	CP1_g37967_DN3_SP8_c.t1
OG0007319	Om003G097530	CP1_g38102_DN3_SP4_c.t1
OG0007320	Om003G098320	CP1_g38172_DN3_SP2_c.t1
OG0007321	Om003G099140	CP1_g38245_DN2_SP0_c.t1, CP1_g38243_DN1_SP0_c.t1
OG0007322	Om003G098970	CP1_g38220_DN3_SP7_c.t1
OG0007323	Om003G099580	CP1_g38289_DN3_SP8_c.t1
OG0007324	Om003G099730	CP1_g38308_DN3_SP1_c.t1
OG0007325	Om003G100090	CP1_g38350_DN3_SP7_c.t1
OG0007326	Om003G100210	CP6_g7227_DN2_SP1_c.t1
OG0007329	Om008G339610	CP4_g25261_DN3_SP0_c.t1
OG0007330	Om008G339670	CP4_g25263_DN3_SP0_c.t1
OG0007331	Om006G256520	CP3_g14163_DN3_SP5_c.t1
OG0007332	Om006G256500	CP3_g14161_DN3_SP8_c.t1
OG0007333	Om006G256120	CP3_g14132_DN3_SP8_c.t1
OG0007334	Om006G255860	CP3_g14109_DN3_SP6_c.t1
OG0007335	Om006G255850	CP3_g14108_DN3_SP0_c.t1
OG0007336	Om006G255000	CP3_g14041_DN3_SP5_c.t1
OG0007337	Om006G256800	CP3_g14188_DN3_SP8_c.t1
OG0007338	Om006G256910	CP3_g14197_DN3_SP1_c.t1
OG0007339	Om006G253330, Om006G253310	CP3_g13919_DN3_SP8_c.t1
OG0007340	Om006G253070	CP3_g13895_DN3_SP8_c.t1
OG0007341	Om006G252700	CP3_g13859_DN3_SP8_c.t1
OG0007345	Om003G119400	CP3_g13698_DN3_SP8_c.t1
OG0007346	Om003G119810	CP3_g13667_DN3_SP8_c.t1
OG0007347	Om003G122460	CP3_g13489_DN3_SP8_c.t1
OG0007348	Om003G122480	CP3_g13487_DN3_SP8_c.t1
OG0007349	Om003G123890	CP3_g13425_DN3_SP7_c.t1
OG0007350	Om003G125600	CP3_g13329_DN3_SP8_c.t1
OG0007351	Om003G125770	CP3_g13321_DN3_SP7_c.t1
OG0007352	Om003G126340	CP3_g13267_DN3_SP7_c.t1
OG0007353	Om003G127610	CP3_g13188_DN3_SP7_c.t1
OG0007354	Om003G127720	CP3_g13177_DN3_SP8_c.t1
OG0007355	Om003G129010	CP3_g13081_DN3_SP5_c.t1
OG0007356	Om003G094610	CP1_g37886_DN1_SP0_c.t1
OG0007357	Om008G332810	CP4_g24826_DN3_SP0_c.t1, CP20_g4037_DN3_SP0_c.t1
OG0007358	Om003G116090	CP8_g53416_DN3_SP0_c.t1
OG0007361	Om008G362880	CP13_g19721_DN3_SP7_c.t1
OG0007364	Om008G339920	CP4_g25284_DN3_SP2_c.t1
OG0007365	Om008G339430	CP4_g25250_DN3_SP0_c.t1
OG0007367	Om002G072590	CP12_g30729_DN3_SP0_c.t1
OG0007368	Om004G137950	CP9_g29173_DN3_SP0_c.t1
OG0007370	Om001G028790	CP96_g34205_DN2_SP0_c.t1, CP5_g798_DN3_SP8_c.t1
OG0007372	Om005G181700	CP1_g36633_DN3_SP0_c.t1
OG0007373	Om005G191750	CP1_g37536_DN3_SP4_c.t1
OG0007374	Om002G064360	CP12_g30104_DN3_SP0_c.t1
OG0007375	Om001G001450	CP2_g50502_DN3_SP0_c.t1
OG0007379	Om004G161800	CP11_g32653_DN3_SP0_c.t1
OG0007380	Om001G008100	CP19_g18496_DN3_SP0_c.t1, CP19_g18495_DN3_SP0_c.t1
OG0007381	Om001G003140	CP6_g6912_DN3_SP8_c.t1
OG0007382	Om001G002160	CP6_g7003_DN3_SP1_c.t1
OG0007385	Om007G297390	CP11_g32260_DN3_SP0_c.t1
OG0007386	Om007G293180	CP2_g48649_DN3_SP0_c.t1
OG0007387	Om003G119110	CP8_g53642_DN3_SP1_c.t1, CP8_g53638_DN3_SP2_c.t1
OG0007389	Om006G246040	CP8_g53963_DN1_SP0_c.t1
OG0007390	Om006G236960	CP2_g48183_DN3_SP0_c.t1
OG0007393	Om002G085970	CP10_g43654_DN3_SP2_c.t1
OG0007396	Om005G206270	CP13_g19477_DN2_SP0_c.t1
OG0007397	Om008G341570, Om008G341720	CP2_g50500_DN3_SP0_c.t1
OG0007398	Om006G267160	CP3_g14792_DN3_SP0_c.t1
OG0007400	Om003G113180	CP8_g53144_DN3_SP0_c.t1
OG0007413	Om001G022280	CP5_g1178_DN3_SP8_c.t1
OG0007414	Om001G022750	CP5_g1149_DN3_SP1_c.t1
OG0007415	Om001G022790	CP5_g1147_DN3_SP8_c.t1
OG0007416	Om001G023150, Om001G023160	CP5_g1130_DN2_SP4_c.t1
OG0007418	Om001G023420	CP5_g1112_DN3_SP0_c.t1
OG0007419	Om001G024540	CP5_g1048_DN3_SP6_c.t1
OG0007420	Om001G024800	CP5_g1037_DN3_SP0_c.t1
OG0007421	Om001G024990	CP5_g1025_DN3_SP8_c.t1
OG0007422	Om001G025350	CP5_g1006_DN3_SP0_c.t1
OG0007423	Om001G025450	CP5_g998_DN3_SP8_c.t1
OG0007424	Om001G025810	CP5_g975_DN3_SP8_c.t1
OG0007425	Om001G026460	CP5_g939_DN3_SP7_c.t1
OG0007426	Om001G027440	CP5_g880_DN3_SP6_c.t1
OG0007427	Om001G027550	CP5_g870_DN3_SP8_c.t1
OG0007428	Om001G027740	CP5_g861_DN3_SP0_c.t1
OG0007429	Om001G027790	CP5_g857_DN2_SP0_c.t1
OG0007431	Om001G027960	CP5_g846_DN3_SP0_c.t1
OG0007432	Om001G028300	CP5_g829_DN3_SP0_c.t1
OG0007433	Om007G285310	CP1_g37492_DN3_SP0_c.t1
OG0007434	Om001G028990	CP5_g786_DN3_SP8_c.t1
OG0007435	Om001G029010	CP5_g785_DN3_SP5_c.t1
OG0007436	Om001G029050	CP5_g783_DN3_SP1_c.t1
OG0007437	Om001G029080	CP5_g781_DN3_SP0_c.t1
OG0007438	Om001G029240, Om005G213890	CP8_g52968_DN3_SP8_c.t1
OG0007439	Om001G029470	CP5_g753_DN3_SP7_c.t1
OG0007440	Om001G029750	CP5_g736_DN3_SP6_c.t1
OG0007442	Om001G030380	CP5_g701_DN3_SP8_c.t1
OG0007443	Om001G030840	CP5_g673_DN3_SP0_c.t1
OG0007444	Om001G030830	CP5_g674_DN3_SP8_c.t1
OG0007445	Om001G031530	CP5_g634_DN3_SP3_c.t1
OG0007446	Om001G032350	CP5_g586_DN3_SP8_c.t1
OG0007447	Om003G114780	CP1_g38614_DN2_SP0_c.t1, CP4_g26466_DN2_SP0_c.t1, CP3_g16603_DN1_SP0_c.t1, CP12_g31149_DN2_SP0_c.t1
OG0007448	Om001G031940	CP5_g612_DN3_SP8_c.t1
OG0007449	Om001G031920	CP5_g614_DN3_SP8_c.t1
OG0007452	Om001G032830	CP5_g558_DN3_SP8_c.t1
OG0007453	Om001G032920	CP5_g551_DN1_SP0_c.t1
OG0007454	Om001G032940	CP5_g549_DN3_SP8_c.t1
OG0007455	Om001G033310	CP5_g531_DN2_SP0_c.t1
OG0007456	Om001G033580	CP5_g514_DN3_SP8_c.t1
OG0007457	Om007G291830	CP7_g44789_DN3_SP0_c.t1
OG0007458	Om007G292250	CP7_g44755_DN3_SP3_c.t1
OG0007459	Om007G292270	CP7_g44753_DN3_SP7_c.t1
OG0007460	Om007G292720, Om010G364640	CP7_g44713_DN3_SP8_c.t1
OG0007461	Om007G277140	CP7_g44688_DN3_SP6_c.t1
OG0007462	Om007G277090	CP7_g44684_DN3_SP8_c.t1
OG0007463	Om007G277030	CP7_g44676_DN3_SP3_c.t1
OG0007464	Om007G276200	CP6_g7156_DN3_SP0_c.t1
OG0007465	Om007G276010	CP6_g7175_DN3_SP7_c.t1
OG0007466	Om007G275710	CP6_g7202_DN3_SP4_c.t1
OG0007467	Om007G275920, Om007G275960	CP6_g7213_DN3_SP8_c.t1
OG0007468	Om005G215950	CP11_g31807_DN3_SP2_c.t1
OG0007469	Om005G216190	CP2_g50483_DN3_SP6_c.t1
OG0007470	Om005G218330, Om011G365900	CP6_g7344_DN3_SP5_c.t1
OG0007471	Om011G365860, Om005G218230	CP2_g49847_DN3_SP0_c.t1
OG0007472	Om004G168830	CP11_g33149_DN3_SP3_c.t1
OG0007473	Om005G218800	CP2_g49481_DN3_SP8_c.t1
OG0007474	Om005G188960	CP1_g37332_DN3_SP6_c.t1
OG0007476	Om005G222220	CP2_g49168_DN3_SP0_c.t1
OG0007477	Om005G189930	CP1_g37409_DN3_SP8_c.t1
OG0007479	Om005G223410	CP2_g49103_DN3_SP4_c.t1
OG0007480	Om005G223540	CP2_g49098_DN3_SP0_c.t1
OG0007481	Om006G275500	CP13_g19707_DN3_SP8_c.t1
OG0007482	Om003G089960	CP13_g19697_DN3_SP8_c.t1
OG0007483	Om006G275420, Om003G107160	CP13_g19686_DN3_SP8_c.t1
OG0007484	Om006G275050	CP13_g19630_DN3_SP1_c.t1
OG0007485	Om005G195200	CP1_g37784_DN3_SP7_c.t1, CP9_g27795_DN2_SP0_c.t1
OG0007486	Om006G274380	CP13_g19546_DN3_SP8_c.t1
OG0007487	Om006G274230	CP13_g19535_DN3_SP0_c.t1
OG0007488	Om006G274150	CP13_g19527_DN3_SP0_c.t1
OG0007489	Om006G274030	CP13_g19512_DN3_SP8_c.t1
OG0007490	Om006G273860	CP13_g19498_DN3_SP8_c.t1
OG0007492	Om006G273410	CP13_g19449_DN1_SP0_c.t1
OG0007494	Om006G272860	CP13_g19415_DN2_SP0_c.t1
OG0007495	Om006G272520	CP13_g19371_DN3_SP8_c.t1
OG0007496	Om006G272480	CP13_g19367_DN3_SP1_c.t1
OG0007497	Om006G272010	CP13_g19331_DN3_SP2_c.t1, CP13_g19332_DN3_SP3_c.t1
OG0007498	Om006G271870	CP13_g19318_DN3_SP5_c.t1
OG0007499	Om006G271800	CP13_g19311_DN3_SP8_c.t1
OG0007500	Om007G317800	CP19_g17937_DN3_SP0_c.t1
OG0007500	Om006G271730	CP13_g19306_DN3_SP0_c.t1
OG0007501	Om006G271560	CP13_g19290_DN3_SP4_c.t1
OG0007503	Om006G271280	CP13_g19270_DN3_SP6_c.t1
OG0007504	Om006G271020	CP13_g19237_DN3_SP0_c.t1
OG0007505	Om006G269450	CP13_g19130_DN3_SP6_c.t1
OG0007506	Om006G269420	CP13_g19127_DN3_SP7_c.t1
OG0007508	Om006G269290	CP13_g19109_DN2_SP0_c.t1
OG0007509	Om006G269160	CP2_g48852_DN3_SP3_c.t1
OG0007510	Om005G212780	CP9_g28262_DN3_SP1_c.t1
OG0007511	Om005G213080	CP39_g21141_DN3_SP0_c.t1
OG0007512	Om005G213310	CP9_g28223_DN3_SP0_c.t1
OG0007513	Om005G214010	CP9_g28157_DN3_SP0_c.t1
OG0007514	Om005G214150	CP9_g28153_DN3_SP0_c.t1
OG0007515	Om005G214630	CP9_g28073_DN3_SP0_c.t1
OG0007516	Om003G127400	CP9_g27713_DN3_SP3_c.t1
OG0007517	Om007G296510	CP11_g32194_DN3_SP0_c.t1
OG0007518	Om005G228780	CP13_g19056_DN3_SP7_c.t1
OG0007519	Om003G091000	CP7_g46354_DN3_SP8_c.t1
OG0007520	Om005G227790	CP2_g48874_DN2_SP0_c.t1
OG0007521	Om005G227210	CP2_g48885_DN3_SP4_c.t1
OG0007522	Om005G226680	CP2_g48914_DN3_SP8_c.t1
OG0007523	Om005G226110	CP2_g48947_DN3_SP3_c.t1
OG0007524	Om005G226070	CP2_g48951_DN3_SP0_c.t1
OG0007525	Om005G225690	CP2_g48963_DN3_SP0_c.t1
OG0007526	Om005G225560	CP2_g48975_DN3_SP8_c.t1
OG0007527	Om005G224810	CP2_g49034_DN3_SP8_c.t1
OG0007529	Om005G224510	CP2_g49050_DN3_SP0_c.t1
OG0007530	Om002G056420	CP10_g43221_DN3_SP0_c.t1
OG0007531	Om002G056400	CP10_g43219_DN3_SP8_c.t1
OG0007532	Om002G056390	CP10_g43218_DN3_SP0_c.t1
OG0007533	Om002G056210	CP10_g43206_DN2_SP7_c.t1
OG0007534	Om001G021870	CP5_g1201_DN3_SP1_c.t1
OG0007535	Om001G017010	CP19_g18060_DN3_SP4_c.t1
OG0007536	Om005G189400	CP19_g18047_DN3_SP7_c.t1
OG0007538	Om008G329080	CP4_g24636_DN3_SP6_c.t1
OG0007539	Om008G329190	CP4_g24644_DN3_SP7_c.t1
OG0007540	Om008G329240	CP4_g24647_DN3_SP8_c.t1
OG0007541	Om002G051550	CP10_g42883_DN3_SP2_c.t1
OG0007543	Om002G051670	CP10_g42887_DN3_SP0_c.t1
OG0007544	Om002G052120	CP10_g42912_DN2_SP0_c.t1
OG0007545	Om002G052160	CP10_g42916_DN3_SP3_c.t1
OG0007546	Om002G052390	CP10_g42936_DN3_SP8_c.t1
OG0007548	Om004G173830	CP11_g33516_DN3_SP8_c.t1
OG0007549	Om002G052850	CP10_g42966_DN3_SP0_c.t1
OG0007550	Om002G052950	CP10_g42973_DN3_SP0_c.t1
OG0007551	Om008G337710, Om002G053190	CP10_g42994_DN3_SP8_c.t1
OG0007552	Om002G053450	CP10_g43014_DN3_SP8_c.t1
OG0007553	Om004G172700	CP11_g33431_DN3_SP4_c.t1
OG0007554	Om002G053900	CP10_g43045_DN3_SP8_c.t1
OG0007555	Om002G054550	CP10_g43086_DN3_SP8_c.t1
OG0007556	Om002G054600	CP10_g43092_DN3_SP5_c.t1
OG0007557	Om002G054820	CP10_g43100_DN3_SP5_c.t1
OG0007558	Om002G055010	CP10_g43114_DN2_SP8_c.t1
OG0007559	Om002G055170	CP10_g43123_DN3_SP3_c.t1
OG0007560	Om002G055260	CP10_g43131_DN3_SP0_c.t1
OG0007561	Om002G055300	CP10_g43136_DN3_SP8_c.t1
OG0007562	Om002G055410	CP10_g43143_DN3_SP4_c.t1
OG0007563	Om001G021980	CP5_g1195_DN3_SP3_c.t1
OG0007564	Om002G055530	CP10_g43156_DN3_SP7_c.t1
OG0007565	Om002G055540	CP10_g43157_DN3_SP1_c.t1
OG0007566	Om002G055600	CP10_g43161_DN3_SP8_c.t1
OG0007567	Om002G055990	CP10_g43193_DN3_SP8_c.t1
OG0007568	Om002G056010	CP10_g43195_DN3_SP2_c.t1
OG0007570	Om003G106850	CP8_g52168_DN3_SP8_c.t1
OG0007571	Om007G299090, Om007G299100, Om008G361570	CP13_g19819_DN3_SP0_c.t1
OG0007572	Om007G287220	CP1_g38440_DN3_SP1_c.t1
OG0007573	Om003G111890	CP8_g52919_DN3_SP2_c.t1
OG0007574	Om003G111870	CP8_g52926_DN2_SP0_c.t1
OG0007575	Om003G121640	CP8_g52950_DN2_SP0_c.t1
OG0007577	Om001G030710	CP5_g680_DN3_SP5_c.t1
OG0007578	Om003G113670	CP8_g53197_DN3_SP3_c.t1
OG0007579	Om003G114760	CP8_g53297_DN3_SP2_c.t1
OG0007580	Om003G114650	CP8_g53290_DN3_SP7_c.t1
OG0007581	Om003G114410	CP8_g53276_DN3_SP8_c.t1
OG0007582	Om003G114330	CP8_g53266_DN3_SP3_c.t1
OG0007583	Om003G114300	CP8_g53261_DN3_SP3_c.t1, CP8_g53258_DN3_SP0_c.t1
OG0007584	Om003G114800	CP8_g53299_DN3_SP7_c.t1
OG0007585	Om003G114950	CP8_g53305_DN3_SP6_c.t1
OG0007586	Om003G115750	CP8_g53383_DN3_SP8_c.t1
OG0007587	Om003G115600	CP8_g53370_DN3_SP3_c.t1
OG0007588	Om003G116050	CP8_g53412_DN3_SP8_c.t1
OG0007589	Om003G116200	CP8_g53426_DN2_SP0_c.t1
OG0007590	Om003G116660	CP8_g53464_DN2_SP0_c.t1
OG0007591	Om003G117620	CP8_g53544_DN3_SP1_c.t1
OG0007592	Om003G118030	CP8_g53572_DN3_SP3_c.t1
OG0007593	Om003G118310	CP8_g53593_DN3_SP8_c.t1
OG0007594	Om003G118450	CP8_g53604_DN3_SP8_c.t1
OG0007595	Om005G189070	CP1_g37454_DN2_SP0_c.t1
OG0007596	Om006G250050	CP8_g53678_DN3_SP4_c.t1
OG0007597	Om006G249870	CP8_g53693_DN3_SP4_c.t1
OG0007598	Om006G249840	CP8_g53695_DN3_SP8_c.t1
OG0007599	Om006G249760	CP8_g53700_DN3_SP0_c.t1
OG0007600	Om006G249400	CP8_g53734_DN3_SP0_c.t1
OG0007601	Om006G249340	CP8_g53739_DN2_SP0_c.t1
OG0007602	Om006G248980	CP8_g53761_DN2_SP5_c.t1
OG0007603	Om006G248490	CP8_g53776_DN3_SP1_c.t1
OG0007604	Om006G248040	CP8_g53817_DN3_SP4_c.t1
OG0007605	Om007G293650	CP2_g48604_DN3_SP0_c.t1
OG0007606	Om004G161450	CP11_g32630_DN3_SP8_c.t1
OG0007607	Om004G161780	CP11_g32651_DN3_SP0_c.t1
OG0007608	Om004G161890	CP11_g32659_DN3_SP7_c.t1
OG0007609	Om004G161960	CP11_g32663_DN3_SP8_c.t1
OG0007610	Om004G162080	CP11_g32675_DN3_SP5_c.t1
OG0007611	Om004G162290	CP11_g32694_DN3_SP1_c.t1
OG0007613	Om004G162710	CP11_g32721_DN3_SP0_c.t1
OG0007614	Om004G162800	CP11_g32727_DN3_SP8_c.t1
OG0007615	Om004G163010	CP11_g32737_DN2_SP0_c.t1
OG0007616	Om004G163190	CP11_g32752_DN3_SP8_c.t1
OG0007617	Om004G163710	CP11_g32786_DN3_SP7_c.t1
OG0007618	Om004G163740	CP11_g32788_DN3_SP0_c.t1
OG0007619	Om004G164160	CP11_g32807_DN3_SP4_c.t1
OG0007621	Om004G165110	CP11_g32865_DN3_SP7_c.t1
OG0007622	Om004G167020	CP11_g33000_DN3_SP0_c.t1
OG0007623	Om004G167250	CP11_g33021_DN3_SP1_c.t1
OG0007624	Om004G167330	CP11_g33032_DN3_SP6_c.t1
OG0007626	Om004G167880	CP11_g33074_DN3_SP7_c.t1
OG0007627	Om004G167910	CP11_g33077_DN3_SP0_c.t1
OG0007628	Om004G168200	CP11_g33102_DN3_SP8_c.t1
OG0007629	Om004G169090	CP11_g33168_DN3_SP7_c.t1
OG0007630	Om004G169150	CP11_g33173_DN2_SP2_c.t1
OG0007631	Om001G000220	CP13_g19755_DN3_SP0_c.t1, CP6_g7092_DN3_SP2_c.t1
OG0007632	Om001G000960	CP6_g7041_DN3_SP8_c.t1
OG0007633	Om001G001110	CP6_g7029_DN3_SP3_c.t1
OG0007634	Om001G001340	CP6_g7023_DN3_SP1_c.t1
OG0007635	Om001G001390	CP6_g7018_DN3_SP0_c.t1
OG0007637	Om008G353730	CP6_g6925_DN3_SP1_c.t1
OG0007638	Om001G003000	CP6_g6919_DN3_SP8_c.t1
OG0007639	Om007G306840, Om009G363830, Om007G306850, Om009G363870, Om009G363850, Om009G363900, Om001G003170	CP6_g6910_DN3_SP7_c.t1
OG0007640	Om001G003600	CP6_g6892_DN3_SP1_c.t1
OG0007641	Om001G004160	CP6_g6871_DN3_SP0_c.t1
OG0007642	Om001G005260	CP6_g6828_DN3_SP0_c.t1
OG0007643	Om008G356820	CP13_g20105_DN3_SP0_c.t1
OG0007644	Om006G235810	CP2_g48089_DN3_SP1_c.t1
OG0007645	Om001G006140	CP6_g6783_DN3_SP8_c.t1
OG0007646	Om007G317630	CP6_g6764_DN3_SP8_c.t1
OG0007647	Om008G355160	CP11_g31908_DN3_SP5_c.t1
OG0007648	Om001G007240	CP6_g6711_DN3_SP0_c.t1
OG0007649	Om001G007620	CP19_g18520_DN3_SP8_c.t1
OG0007650	Om001G008570	CP19_g18468_DN3_SP5_c.t1
OG0007651	Om001G008630	CP19_g18463_DN3_SP8_c.t1
OG0007652	Om001G008790	CP19_g18453_DN3_SP0_c.t1
OG0007653	Om001G008910	CP19_g18444_DN3_SP1_c.t1
OG0007654	Om001G009160	CP19_g18428_DN3_SP8_c.t1
OG0007655	Om001G009250	CP19_g18421_DN3_SP0_c.t1
OG0007656	Om001G009440	CP19_g18407_DN3_SP0_c.t1
OG0007657	Om001G009740	CP19_g18387_DN3_SP8_c.t1
OG0007658	Om001G009960	CP19_g18368_DN3_SP0_c.t1
OG0007659	Om001G009990	CP19_g18366_DN3_SP1_c.t1
OG0007660	Om001G010820	CP19_g18295_DN3_SP8_c.t1
OG0007661	Om001G011020	CP19_g18282_DN3_SP8_c.t1
OG0007662	Om001G011270	CP19_g18261_DN3_SP0_c.t1
OG0007663	Om001G012060	CP7_g44572_DN3_SP8_c.t1
OG0007664	Om001G012100	CP7_g44566_DN3_SP2_c.t1
OG0007665	Om001G012270	CP7_g44551_DN3_SP0_c.t1
OG0007666	Om001G012650	CP7_g44501_DN3_SP5_c.t1
OG0007667	Om001G013450	CP7_g44436_DN3_SP8_c.t1
OG0007668	Om001G014610	CP21_g10992_DN3_SP8_c.t1
OG0007669	Om001G015150	CP1_g39031_DN3_SP8_c.t1
OG0007670	Om007G287030	CP1_g38406_DN3_SP8_c.t1
OG0007671	Om007G287340	CP1_g38482_DN3_SP6_c.t1
OG0007672	Om007G286960	CP1_g38396_DN3_SP0_c.t1
OG0007673	Om002G050410	CP10_g42775_DN3_SP8_c.t1
OG0007674	Om007G288360	CP7_g45083_DN3_SP1_c.t1
OG0007675	Om007G288650	CP7_g45062_DN3_SP0_c.t1
OG0007676	Om007G301530	CP16_g55196_DN3_SP8_c.t1
OG0007677	Om007G288830	CP7_g45045_DN3_SP1_c.t1
OG0007678	Om007G288890	CP7_g45035_DN3_SP8_c.t1
OG0007679	Om007G289500	CP7_g44990_DN3_SP0_c.t1
OG0007680	Om007G290690, Om007G290680	CP7_g44884_DN3_SP1_c.t1
OG0007681	Om007G290900	CP7_g44868_DN3_SP1_c.t1
OG0007682	Om007G291350	CP7_g44827_DN3_SP2_c.t1
OG0007683	Om001G013430	CP7_g44444_DN3_SP0_c.t1, CP7_g44825_DN3_SP0_c.t1
OG0007685	Om001G034790	CP5_g457_DN3_SP1_c.t1
OG0007686	Om004G174560	CP11_g33568_DN3_SP8_c.t1
OG0007687	Om001G035250	CP5_g429_DN3_SP8_c.t1
OG0007688	Om001G035500	CP5_g415_DN3_SP0_c.t1
OG0007690	Om001G036040	CP5_g384_DN2_SP6_c.t1
OG0007692	Om001G036370	CP5_g361_DN3_SP0_c.t1
OG0007693	Om001G036730	CP5_g340_DN3_SP8_c.t1
OG0007694	Om001G037150	CP5_g312_DN3_SP1_c.t1
OG0007695	Om004G152050	CP16_g54998_DN3_SP0_c.t1
OG0007696	Om001G037380	CP5_g299_DN3_SP3_c.t1
OG0007697	Om001G038320	CP5_g255_DN3_SP3_c.t1
OG0007698	Om001G038470	CP5_g243_DN3_SP8_c.t1
OG0007699	Om001G038600	CP5_g239_DN2_SP0_c.t1
OG0007700	Om001G038610	CP5_g238_DN3_SP1_c.t1
OG0007701	Om001G038910	CP5_g225_DN3_SP8_c.t1
OG0007702	Om001G039200	CP5_g206_DN2_SP3_c.t1
OG0007703	Om001G039340	CP5_g198_DN3_SP1_c.t1
OG0007704	Om001G039690	CP5_g172_DN2_SP0_c.t1
OG0007705	Om001G039880	CP5_g153_DN3_SP0_c.t1
OG0007706	Om001G040230	CP5_g132_DN3_SP8_c.t1
OG0007707	Om001G041590	CP5_g36_DN3_SP7_c.t1
OG0007708	Om003G106100	CP5_g2287_DN3_SP2_c.t1
OG0007710	Om007G315170	CP5_g1594_DN3_SP0_c.t1
OG0007711	Om008G339350	CP4_g25244_DN3_SP0_c.t1
OG0007712	Om008G339220	CP4_g25235_DN3_SP1_c.t1
OG0007713	Om008G339070	CP4_g25227_DN3_SP8_c.t1
OG0007714	Om005G188650	CP1_g37303_DN2_SP0_c.t1
OG0007715	Om007G291920	CP7_g44782_DN3_SP1_c.t1
OG0007716	Om007G296200, Om006G239380, Om007G303710	CP11_g32167_DN2_SP0_c.t1
OG0007717	Om008G339010	CP4_g25217_DN3_SP7_c.t1
OG0007718	Om008G339040	CP4_g25221_DN1_SP0_c.t1
OG0007719	Om007G288100	CP20_g4079_DN3_SP0_c.t1
OG0007720	Om008G344310, Om043G376290	CP20_g3891_DN2_SP5_c.t1
OG0007721	Om008G344810	CP14_g23378_DN3_SP5_c.t1
OG0007722	Om007G290410	CP7_g44902_DN3_SP0_c.t1
OG0007724	Om008G337490, Om008G340530	CP4_g25337_DN3_SP6_c.t1
OG0007725	Om008G340640	CP4_g25349_DN3_SP8_c.t1
OG0007726	Om008G327500	CP4_g25355_DN3_SP0_c.t1
OG0007727	Om008G340710	CP4_g25356_DN3_SP7_c.t1
OG0007728	Om008G341060	CP4_g25392_DN3_SP0_c.t1
OG0007729	Om008G341120	CP4_g25399_DN3_SP2_c.t1
OG0007730	Om008G341890	CP13_g20469_DN3_SP1_c.t1
OG0007731	Om008G347630	CP20_g4213_DN3_SP8_c.t1
OG0007732	Om008G350710	CP20_g4305_DN2_SP0_c.t1
OG0007733	Om008G351240	CP20_g4325_DN3_SP8_c.t1
OG0007734	Om008G351800	CP20_g4376_DN3_SP2_c.t1
OG0007735	Om008G353180	CP20_g4452_DN1_SP0_c.t1
OG0007736	Om008G353540	CP11_g31797_DN3_SP0_c.t1
OG0007737	Om008G353900	CP11_g31833_DN3_SP1_c.t1
OG0007739	Om006G241640	CP8_g54329_DN3_SP6_c.t1
OG0007740	Om008G354840	CP11_g31896_DN3_SP0_c.t1
OG0007741	Om008G356590	CP13_g20124_DN1_SP0_c.t1
OG0007742	Om008G357550	CP13_g20049_DN3_SP3_c.t1
OG0007743	Om008G358140	CP13_g19991_DN3_SP1_c.t1
OG0007744	Om008G358510	CP13_g19959_DN3_SP7_c.t1
OG0007745	Om008G358960	CP13_g19925_DN3_SP0_c.t1
OG0007746	Om008G359140	CP13_g19920_DN3_SP8_c.t1
OG0007747	Om008G359500	CP13_g19910_DN3_SP0_c.t1
OG0007748	Om008G359720	CP13_g19892_DN3_SP4_c.t1
OG0007750	Om008G360840	CP13_g19853_DN3_SP8_c.t1
OG0007751	Om004G172810	CP4_g24092_DN3_SP1_c.t1, CP11_g33441_DN3_SP0_c.t1
OG0007752	Om008G360940	CP13_g19843_DN3_SP3_c.t1
OG0007753	Om008G361160	CP13_g19836_DN3_SP0_c.t1
OG0007754	Om008G361660	CP13_g19816_DN3_SP3_c.t1
OG0007755	Om005G189710	CP13_g19709_DN3_SP1_c.t1
OG0007756	Om003G106170	CP5_g2149_DN3_SP5_c.t1
OG0007757	Om003G106750	CP5_g2121_DN3_SP8_c.t1
OG0007758	Om003G105410	CP3_g14485_DN3_SP0_c.t1
OG0007759	Om005G185830	CP12_g30882_DN3_SP3_c.t1
OG0007760	Om002G074340	CP12_g30851_DN3_SP7_c.t1
