Orthogroup	Conringia_planisiliqua	Erysimum_linariifolium
OG0000174	CP104_g20849_DN3_SP0_c.t1	El007G350910
OG0000174	CP2_g50320_DN1_SP0_c.t1, CP18_g12439_DN3_SP0_c.t1, CP22_g17608_DN1_SP0_c.t1, CP17_g5690_DN2_SP0_c.t1, CP15_g35675_DN2_SP0_c.t1, CP1_g40978_DN2_SP0_c.t1, CP18_g12162_DN2_SP0_c.t1, CP18_g11867_DN1_SP0_c.t1, CP1_g41091_DN1_SP0_c.t1, CP1_g40876_DN2_SP0_c.t1	El005G261670
OG0000175	CP10_g43741_DN3_SP4_c.t1	El001G021550
OG0000175	CP9_g29229_DN3_SP8_c.t1	El004G228610
OG0000175	CP7_g45756_DN3_SP8_c.t1	El002G104420
OG0000175	CP5_g509_DN3_SP8_c.t1	El003G147420
OG0000175	CP5_g414_DN3_SP8_c.t1	El003G146230
OG0000177	CP56_g20992_DN1_SP0_c.t1, CP18_g11993_DN2_SP0_c.t1, CP20_g4066_DN2_SP0_c.t1	El006G311500
OG0000178	CP15_g35837_DN2_SP0_c.t1	El007G324860, El003G162340, El003G181530, El003G168850, El006G304410
OG0000180	CP2_g48010_DN3_SP0_c.t1	El006G317860
OG0000181	CP3_g16394_DN2_SP0_c.t1, CP27_g41713_DN1_SP0_c.t1, CP2_g49667_DN3_SP0_c.t1	El001G037070, El007G362960, El001G081130, El003G164550, El006G294400
OG0000183	CP8_g53976_DN2_SP0_c.t1	El002G109930, El002G097230, El003G174400, El002G139010, El002G135320
OG0000183	CP3_g15110_DN1_SP0_c.t1	El004G227200
OG0000183	CP2_g49982_DN2_SP0_c.t1, CP3_g14204_DN3_SP0_c.t1	El006G283640
OG0000185	CP12_g31007_DN2_SP0_c.t1	El004G210290
OG0000185	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1, CP5_g2106_DN1_SP0_c.t1	El001G013560
OG0000185	CP13_g20745_DN1_SP0_c.t1, CP10_g44055_DN3_SP0_c.t1, CP335_g34392_DN3_SP0_c.t1	El001G037380, El004G194470
OG0000185	CP12_g31264_DN1_SP0_c.t1	El001G004120
OG0000187	CP1_g38275_DN3_SP0_c.t1	El003G151270
OG0000187	CP5_g831_DN3_SP0_c.t1	El003G151220
OG0000187	CP10_g43074_DN3_SP0_c.t1	El005G246530
OG0000189	CP5_g175_DN2_SP0_c.t1	El004G229250
OG0000190	CP11_g31843_DN3_SP0_c.t1	El001G005500
OG0000191	CP5_g1266_DN3_SP0_c.t1	El005G268370
OG0000191	CP12_g30107_DN3_SP0_c.t1	El005G254650
OG0000192	CP7_g45651_DN3_SP1_c.t1	El002G105680
OG0000192	CP9_g29342_DN3_SP0_c.t1	El001G002000, El002G105660
OG0000193	CP12_g30688_DN2_SP0_c.t1	El006G309730
OG0000195	CP4_g26440_DN3_SP8_c.t1	El006G308260
OG0000195	CP3_g13675_DN3_SP8_c.t1	El001G028150
OG0000195	CP5_g1726_DN3_SP8_c.t1	El003G186220
OG0000201	CP12_g30564_DN3_SP0_c.t1	El005G260710
OG0000202	CP12_g30613_DN1_SP0_c.t1	El005G261620, El005G261760
OG0000202	CP8_g52810_DN1_SP0_c.t1	El005G261630
OG0000204	CP10_g43004_DN3_SP0_c.t1	El005G243840, El005G241010, El001G005350
OG0000204	CP12_g30628_DN3_SP0_c.t1	El005G261570
OG0000204	CP12_g30499_DN2_SP0_c.t1	El005G259630
OG0000208	CP1_g38019_DN3_SP0_c.t1	El002G130530, El002G130520
OG0000208	CP2_g49600_DN2_SP0_c.t1	El002G130450, El001G042580
OG0000208	CP5_g129_DN3_SP0_c.t1	El003G142990
OG0000208	CP15_g34929_DN1_SP0_c.t1	El006G317590, El003G150670
OG0000210	CP4_g25433_DN2_SP0_c.t1	El006G297290, El006G297480, El006G298870, El006G298840
OG0000213	CP9_g28965_DN3_SP0_c.t1, CP9_g28963_DN3_SP0_c.t1	El004G225470, El004G225480
OG0000213	CP10_g43006_DN3_SP1_c.t1	El005G245790
OG0000213	CP16_g54934_DN3_SP1_c.t1	El006G319100
OG0000215	CP25_g55880_DN3_SP0_c.t1	El002G117130
OG0000217	CP2_g49361_DN3_SP0_c.t1, CP2_g49380_DN3_SP0_c.t1, CP2_g49359_DN3_SP0_c.t1	El004G202120
OG0000218	CP1_g37802_DN3_SP1_c.t1	El002G099030, El002G099010
OG0000218	CP1_g37803_DN3_SP1_c.t1	El002G099020
OG0000218	CP19_g18287_DN3_SP0_c.t1	El001G040840, El001G040850
OG0000218	CP13_g19661_DN2_SP8_c.t1	El001G036390
OG0000219	CP2_g47984_DN2_SP0_c.t1	El007G327350
OG0000219	CP2_g47983_DN3_SP0_c.t1	El007G339360
OG0000221	CP2_g50714_DN3_SP0_c.t1, CP1_g39177_DN3_SP0_c.t1	El001G033300
OG0000221	CP1_g40659_DN2_SP0_c.t1, CP15_g36035_DN1_SP0_c.t1, CP15_g35095_DN1_SP0_c.t1, CP20_g3834_DN1_SP0_c.t1	El008G369870
OG0000224	CP9_g29395_DN3_SP1_c.t1	El004G230590
OG0000225	CP7_g44959_DN2_SP0_c.t1	El002G115560
OG0000225	CP7_g44968_DN2_SP0_c.t1	El002G115460, El002G115540, El002G115490, El002G115450
OG0000228	CP7_g45473_DN3_SP2_c.t1	El001G048740, El001G048760
OG0000228	CP7_g45471_DN3_SP0_c.t1	El002G108430
OG0000228	CP9_g28708_DN2_SP0_c.t1	El004G222500
OG0000229	CP5_g930_DN3_SP0_c.t1	El003G153420
OG0000230	CP9_g29228_DN3_SP3_c.t1	El004G228600, El004G228560
OG0000231	CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP46_g6649_DN1_SP0_c.t1, CP1_g38877_DN1_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP5_g1550_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP234_g41533_DN3_SP0_p.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1	El003G188200
OG0000236	CP12_g30567_DN3_SP0_c.t1	El005G261550
OG0000238	CP15_g35755_DN2_SP0_c.t1, CP14_g22701_DN2_SP0_c.t1, CP4_g26390_DN2_SP0_c.t1	El006G319450
OG0000241	CP6_g8032_DN3_SP0_c.t1	El004G206480, El004G203420
OG0000242	CP1_g37709_DN3_SP1_c.t1	El002G097950
OG0000242	CP1_g37710_DN2_SP0_c.t1	El002G097960
OG0000242	CP1_g37712_DN3_SP0_c.t1	El002G097970
OG0000242	CP1_g37708_DN3_SP1_c.t1	El002G097940
OG0000244	CP19_g18502_DN3_SP0_c.t1	El003G163990
OG0000244	CP19_g18503_DN3_SP1_c.t1	El003G164000
OG0000244	CP11_g31874_DN3_SP3_c.t1	El001G005170, El001G005160
OG0000246	CP23_g21373_DN1_SP0_c.t1, CP2_g49795_DN1_SP0_c.t1, CP14_g23271_DN2_SP0_c.t1	El007G366210
OG0000248	CP16_g55066_DN2_SP0_c.t1	El004G205450, El003G188180, El001G027800
OG0000250	CP13_g19328_DN2_SP0_c.t1	El001G032540, El001G032510
OG0000253	CP6_g8885_DN1_SP0_c.t1, CP15_g36030_DN1_SP0_c.t1, CP15_g35083_DN2_SP0_c.t1	El005G262180
OG0000254	CP4_g26542_DN3_SP0_c.t1, CP4_g26507_DN3_SP0_c.t1	El002G133750, El002G133740, El002G133770, El002G133780
OG0000256	CP4_g24672_DN3_SP0_c.t1	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230
OG0000257	CP10_g43007_DN1_SP0_c.t1	El003G190500, El006G318270, El001G009800
OG0000258	CP8_g53723_DN3_SP1_c.t1	El007G334450
OG0000260	CP1_g38711_DN2_SP0_c.t1	El006G317920, El001G008590
OG0000261	CP56_g20964_DN3_SP0_c.t1, CP8_g52457_DN3_SP0_c.t1, CP9_g27994_DN2_SP0_c.t1, CP36_g51007_DN2_SP0_c.t1, CP9_g27948_DN3_SP0_c.t1, CP12_g31425_DN3_SP0_c.t1, CP7_g44316_DN3_SP0_c.t1, CP6_g8837_DN3_SP0_c.t1, CP15_g35165_DN2_SP0_c.t1, CP12_g31178_DN3_SP0_c.t1, CP17_g5491_DN3_SP0_c.t1, CP17_g5591_DN3_SP0_c.t1, CP2_g49631_DN2_SP0_c.t1, CP3_g15055_DN3_SP0_c.t1, CP13_g20498_DN3_SP0_c.t1, CP44_g20922_DN3_SP0_c.t1, CP12_g31521_DN2_SP0_c.t1, CP2_g50377_DN3_SP0_c.t1, CP15_g35246_DN3_SP0_c.t1, CP21_g11167_DN3_SP0_c.t1, CP14_g22696_DN3_SP0_c.t1, CP6_g8599_DN3_SP0_c.t1, CP1_g38837_DN3_SP0_c.t1, CP1_g38783_DN3_SP0_c.t1, CP3_g15917_DN3_SP0_c.t1, CP4_g26772_DN3_SP0_c.t1, CP20_g3924_DN3_SP0_c.t1, CP15_g36065_DN2_SP0_c.t1, CP2_g50445_DN3_SP0_c.t1, CP3_g16553_DN3_SP0_c.t1, CP5_g2185_DN3_SP0_c.t1, CP6_g7797_DN2_SP0_c.t1, CP15_g34871_DN3_SP0_c.t1, CP12_g31230_DN3_SP0_c.t1, CP31_g46754_DN3_SP0_c.t1, CP2_g49640_DN3_SP0_c.t1, CP4_g26452_DN2_SP0_c.t1, CP2_g49597_DN2_SP0_c.t1, CP5_g2199_DN3_SP0_c.t1, CP17_g5116_DN3_SP0_c.t1, CP28_g34002_DN3_SP0_c.t1, CP17_g6268_DN3_SP0_c.t1, CP29_g22008_DN3_SP0_c.t1, CP13_g20688_DN3_SP0_c.t1, CP9_g28013_DN3_SP0_c.t1, CP8_g53075_DN2_SP0_c.t1, CP5_g3433_DN2_SP0_c.t1, CP16_g55622_DN3_SP0_c.t1, CP1_g39995_DN3_SP0_c.t1, CP1_g38416_DN3_SP0_c.t1, CP12_g31568_DN3_SP0_c.t1, CP5_g2209_DN3_SP0_c.t1, CP6_g9296_DN3_SP0_c.t1, CP14_g23223_DN3_SP0_c.t1, CP25_g55847_DN3_SP0_c.t1, CP3_g15304_DN3_SP0_c.t1, CP2_g50603_DN3_SP0_c.t1, CP1_g40156_DN2_SP0_c.t1, CP1_g40278_DN3_SP0_c.t1, CP3_g16129_DN2_SP0_c.t1, CP18_g12025_DN3_SP0_c.t1, CP20_g3855_DN3_SP0_c.t1, CP6_g8919_DN2_SP0_c.t1, CP6_g7630_DN2_SP0_c.t1, CP22_g17079_DN2_SP0_c.t1, CP15_g36066_DN2_SP0_c.t1, CP1_g41095_DN3_SP0_c.t1, CP18_g12543_DN2_SP0_c.t1, CP14_g22589_DN3_SP0_c.t1, CP6_g9663_DN1_SP0_c.t1, CP2_g50458_DN2_SP0_c.t1, CP25_g55867_DN2_SP0_c.t1, CP9_g27449_DN2_SP0_c.t1, CP17_g5293_DN1_SP0_c.t1, CP1_g39857_DN3_SP0_c.t1, CP2_g49701_DN2_SP0_c.t1, CP17_g5294_DN2_SP0_c.t1, CP5_g3339_DN2_SP0_c.t1, CP12_g31704_DN3_SP0_c.t1, CP5_g2176_DN2_SP0_c.t1, CP7_g44319_DN2_SP0_c.t1, CP15_g34683_DN3_SP0_c.t1, CP13_g20698_DN2_SP0_c.t1, CP9_g27465_DN2_SP0_c.t1, CP1_g41250_DN3_SP0_c.t1, CP4_g26157_DN2_SP0_c.t1, CP1_g40641_DN3_SP0_c.t1, CP2_g50358_DN3_SP0_c.t1, CP8_g52998_DN3_SP0_c.t1, CP2_g50737_DN3_SP0_c.t1, CP3_g15374_DN2_SP0_c.t1, CP3_g16520_DN3_SP0_c.t1, CP28_g33948_DN3_SP0_c.t1, CP6_g7778_DN2_SP0_c.t1, CP4_g26309_DN3_SP0_c.t1, CP16_g55451_DN3_SP0_c.t1, CP21_g10919_DN3_SP0_c.t1, CP18_g12006_DN3_SP0_c.t1, CP1_g40176_DN3_SP0_c.t1, CP14_g23532_DN3_SP0_c.t1, CP15_g35752_DN3_SP0_c.t1, CP25_g56008_DN3_SP0_c.t1	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040
OG0000264	CP11_g32001_DN3_SP0_c.t1	El001G003610
OG0000267	CP7_g44449_DN3_SP0_c.t1	El006G303900, El006G300950, El006G300970
OG0000268	CP13_g19604_DN3_SP0_c.t1, CP13_g19606_DN2_SP0_c.t1	El004G198500
OG0000270	CP5_g536_DN3_SP7_c.t1	El005G273730
OG0000270	CP10_g43930_DN3_SP8_c.t1	El003G142380
OG0000270	CP9_g29204_DN3_SP8_c.t1	El004G228250
OG0000271	CP6_g7930_DN3_SP0_c.t1	El002G111590, El006G308350
OG0000271	CP3_g13893_DN3_SP0_c.t1	El001G004610, El001G004620
OG0000272	CP29_g21977_DN2_SP0_c.t1	El004G207020
OG0000272	CP5_g1511_DN1_SP0_c.t1	El004G207000
OG0000272	CP14_g23760_DN1_SP0_c.t1	El003G153700
OG0000276	CP6_g7302_DN3_SP0_c.t1, CP6_g6806_DN3_SP1_c.t1	El003G165590
OG0000277	CP6_g7324_DN3_SP0_c.t1, CP6_g7323_DN3_SP0_c.t1	El003G172510
OG0000278	CP5_g67_DN3_SP0_c.t1	El007G332310, El007G332260
OG0000281	CP1_g38106_DN2_SP0_c.t1	El002G134210, El002G134220
OG0000282	CP11_g33139_DN2_SP0_c.t1	El001G074230, El001G074220
OG0000282	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1	El001G074210
OG0000282	CP11_g33136_DN2_SP0_c.t1	El001G074200, El001G074190
OG0000283	CP13_g20296_DN2_SP3_c.t1	El007G358960
OG0000283	CP13_g20310_DN3_SP5_c.t1, CP13_g20306_DN3_SP0_c.t1, CP13_g20309_DN3_SP1_c.t1, CP13_g20308_DN3_SP1_c.t1, CP13_g20307_DN3_SP0_c.t1, CP13_g20311_DN3_SP1_c.t1, CP13_g20312_DN3_SP7_c.t1	El007G358950, El007G358900, El007G358940
OG0000284	CP11_g31795_DN3_SP0_c.t1	El001G010020, El005G240890, El007G347650
OG0000285	CP3_g16699_DN2_SP0_c.t1, CP1_g39555_DN3_SP0_c.t1, CP20_g3894_DN3_SP0_c.t1	El005G252080
OG0000287	CP22_g17724_DN2_SP0_c.t1	El005G259030
OG0000290	CP12_g30202_DN3_SP0_c.t1	El005G255960
OG0000290	CP2_g47763_DN3_SP0_c.t1	El007G324830
OG0000294	CP12_g30079_DN2_SP0_c.t1	El005G254320
OG0000294	CP5_g1346_DN3_SP0_c.t1	El006G293670
OG0000294	CP4_g24012_DN3_SP0_c.t1	El006G280820
OG0000294	CP11_g32138_DN3_SP0_c.t1	El001G002070
OG0000294	CP1_g36812_DN3_SP0_c.t1	El002G084190
OG0000297	CP4_g25881_DN2_SP0_c.t1	El006G304920
OG0000297	CP8_g54064_DN3_SP0_c.t1, CP26_g51182_DN2_SP0_c.t1, CP8_g54065_DN2_SP0_c.t1	El007G330520
OG0000297	CP12_g30313_DN1_SP0_c.t1	El005G257220
OG0000298	CP19_g17867_DN3_SP0_c.t1	El005G279100, El005G276710
OG0000299	CP16_g54939_DN3_SP0_c.t1	El004G215990
OG0000299	CP7_g46446_DN3_SP1_c.t1	El002G141100
OG0000300	CP12_g31598_DN3_SP0_c.t1	El005G270370, El005G270380
OG0000300	CP12_g31575_DN3_SP0_c.t1	El005G270340, El005G270320, El006G312490
OG0000303	CP18_g11484_DN3_SP0_c.t1	El004G204690, El001G012020
OG0000303	CP6_g9408_DN2_SP0_c.t1	El002G128090
OG0000305	CP31_g46729_DN2_SP0_c.t1	El007G348050, El003G176400
OG0000308	CP7_g45988_DN3_SP0_c.t1	El002G101740
OG0000310	CP5_g1543_DN2_SP0_c.t1, CP8_g53979_DN3_SP0_c.t1	El002G106070
OG0000310	CP8_g54035_DN2_SP0_c.t1, CP8_g53999_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1	El005G269120, El005G267120
OG0000311	CP11_g32313_DN3_SP8_c.t1	El001G064420
OG0000311	CP1_g38280_DN3_SP8_c.t1	El002G132070
OG0000311	CP12_g30117_DN3_SP8_c.t1	El005G254740
OG0000311	CP9_g28164_DN3_SP8_c.t1	El004G215340
OG0000313	CP6_g6805_DN3_SP1_c.t1, CP6_g7305_DN3_SP1_c.t1	El003G165600
OG0000314	CP1_g36601_DN3_SP8_c.t1	El002G086800
OG0000314	CP4_g25492_DN3_SP8_c.t1	El006G299440
OG0000314	CP1_g36600_DN3_SP7_c.t1	El002G086810
OG0000314	CP4_g25441_DN3_SP8_c.t1	El006G298930
OG0000315	CP3_g15208_DN1_SP0_c.t1, CP15_g35099_DN2_SP0_c.t1	El003G180160
OG0000316	CP3_g14581_DN1_SP0_c.t1, CP3_g14582_DN3_SP0_c.t1	El006G288750
OG0000316	CP13_g20114_DN3_SP0_c.t1	El006G313470
OG0000316	CP4_g24666_DN2_SP0_c.t1	El006G289040, El006G288950
OG0000319	CP1_g38523_DN3_SP0_c.t1, CP1_g37075_DN3_SP8_c.t1, CP1_g37218_DN3_SP0_c.t1, CP8_g54061_DN3_SP0_c.t1, CP5_g1996_DN2_SP0_c.t1, CP4_g25509_DN3_SP0_c.t1, CP11_g32405_DN3_SP1_c.t1	El002G090600, El002G090610, El007G330560
OG0000320	CP29_g22156_DN2_SP0_c.t1, CP25_g55810_DN2_SP0_c.t1, CP6_g8672_DN2_SP0_c.t1	El007G351450
OG0000320	CP4_g26932_DN1_SP0_c.t1, CP6_g9312_DN3_SP0_c.t1, CP6_g8242_DN2_SP0_c.t1	El001G046980
OG0000322	CP9_g29478_DN3_SP0_c.t1	El004G231760
OG0000322	CP8_g53634_DN3_SP1_c.t1, CP4_g24689_DN3_SP1_c.t1, CP10_g43906_DN3_SP0_c.t1	El006G289270, El006G309790, El006G309860, El002G125390
OG0000323	CP5_g1238_DN3_SP0_c.t1	El003G156430
OG0000323	CP5_g1240_DN2_SP0_c.t1	El003G156470
OG0000323	CP5_g1241_DN3_SP0_c.t1	El003G156480
OG0000327	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1	El002G109100, El002G109110
OG0000327	CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1, CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	CP6_g7476_DN3_SP2_c.t1	El003G174750
OG0000328	CP5_g1590_DN3_SP2_c.t1	El003G188550
OG0000329	CP16_g55479_DN2_SP0_c.t1	El006G284470, El003G174280
OG0000330	CP3_g13431_DN3_SP0_c.t1	El001G031500
OG0000332	CP8_g54349_DN3_SP5_c.t1, CP8_g54355_DN3_SP7_c.t1	El001G060380
OG0000332	CP1_g38104_DN3_SP7_c.t1	El002G134240
OG0000334	CP13_g20732_DN1_SP0_c.t1	El006G292570
OG0000335	CP3_g16661_DN2_SP0_c.t1	El002G126300
OG0000335	CP3_g16662_DN3_SP0_c.t1	El002G113660
OG0000336	CP9_g28926_DN2_SP0_c.t1	El004G225060
OG0000338	CP318_g3528_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	CP19_g18321_DN3_SP8_c.t1	El003G161790
OG0000339	CP4_g24125_DN3_SP8_c.t1	El001G033440
OG0000340	CP4_g24378_DN3_SP0_c.t1	El006G285360
OG0000340	CP4_g24377_DN3_SP0_c.t1	El006G285340
OG0000341	CP2_g50465_DN1_SP0_c.t1	El002G106720
OG0000346	CP8_g53268_DN3_SP0_c.t1	El007G346340, El007G339300
OG0000348	CP6_g8485_DN1_SP0_c.t1	El004G225860, El007G346220, El004G225870
OG0000348	CP1_g40648_DN2_SP0_c.t1, CP5_g2124_DN3_SP0_c.t1, CP6_g9045_DN3_SP0_c.t1, CP2_g50570_DN3_SP0_c.t1, CP14_g22734_DN3_SP0_c.t1	El003G159600, El003G182960
OG0000349	CP13_g20418_DN3_SP0_c.t1	El004G214430, El004G214420, El004G214440
OG0000349	CP16_g55350_DN3_SP0_c.t1	El002G127670, El002G127640
OG0000350	CP7_g44921_DN3_SP0_c.t1	El002G115770
OG0000351	CP8_g53531_DN3_SP0_c.t1	El002G121660
OG0000351	CP39_g21119_DN3_SP1_c.t1	El005G250820
OG0000352	CP16_g55214_DN2_SP0_c.t1, CP7_g46052_DN3_SP0_c.t1	El006G309450
OG0000352	CP2_g49262_DN3_SP0_c.t1	El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	CP15_g34543_DN2_SP0_c.t1, CP1_g39905_DN2_SP0_c.t1, CP9_g27575_DN2_SP0_c.t1	El001G081410
OG0000355	CP16_g55386_DN3_SP0_c.t1	El004G217540, El004G217530
OG0000356	CP10_g43866_DN3_SP0_c.t1, CP10_g43849_DN3_SP0_c.t1, CP9_g28286_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28252_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	CP11_g32975_DN3_SP1_c.t1	El002G086200
OG0000358	CP13_g20386_DN3_SP5_c.t1	El007G359240, El001G072540
OG0000358	CP11_g32977_DN3_SP4_c.t1	El001G072550
OG0000359	CP4_g25299_DN3_SP0_c.t1	El006G296860
OG0000361	CP10_g43107_DN2_SP0_c.t1	El005G247030, El005G247020
OG0000361	CP11_g33454_DN3_SP1_c.t1	El001G078160
OG0000361	CP11_g33452_DN3_SP0_c.t1	El001G078130
OG0000363	CP3_g14946_DN2_SP0_c.t1, CP8_g52930_DN2_SP0_c.t1	El002G126200, El002G126220
OG0000369	CP8_g54010_DN3_SP6_c.t1	El002G090430
OG0000370	CP7_g46045_DN3_SP1_c.t1	El003G185270, El002G101090, El002G101100
OG0000370	CP7_g46046_DN3_SP0_c.t1	El002G101070
OG0000370	CP19_g18116_DN3_SP1_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18115_DN3_SP0_c.t1	El001G014550, El003G159300, El003G159280
OG0000371	CP10_g42640_DN3_SP0_c.t1	El002G111190, El006G280660
OG0000371	CP1_g36859_DN3_SP0_c.t1	El006G280650
OG0000372	CP5_g1294_DN3_SP0_c.t1, CP5_g1297_DN3_SP0_c.t1, CP5_g1293_DN3_SP0_c.t1, CP5_g1292_DN3_SP0_c.t1	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000377	CP2_g49233_DN3_SP6_c.t1	El004G200530
OG0000380	CP2_g50047_DN2_SP0_c.t1	El004G208570
OG0000380	CP2_g48988_DN1_SP0_c.t1	El004G197800
OG0000382	CP11_g32110_DN3_SP8_c.t1	El002G084270, El001G002380
OG0000382	CP172_g51073_DN3_SP8_c.t1, CP2_g49950_DN3_SP0_c.t1	El004G208350
OG0000382	CP1_g37198_DN3_SP6_c.t1	El002G091920
OG0000383	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1	El002G114400, El002G114390, El002G114430
OG0000384	CP1_g37845_DN3_SP0_c.t1	El002G137770, El002G137730
OG0000384	CP1_g37846_DN3_SP2_c.t1	El002G137740
OG0000386	CP3_g14031_DN3_SP1_c.t1	El001G023900
OG0000390	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1	El001G056560
OG0000390	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1	El005G257120
OG0000396	CP2_g49819_DN3_SP0_c.t1	El001G043520
OG0000398	CP19_g18302_DN2_SP0_c.t1	El005G249610
OG0000398	CP7_g46371_DN3_SP0_c.t1	El002G140190
OG0000403	CP2_g49295_DN2_SP0_c.t1	El004G201290
OG0000403	CP2_g49280_DN1_SP0_c.t1	El004G200670
OG0000404	CP10_g43111_DN3_SP8_c.t1, CP11_g33201_DN3_SP1_c.t1, CP4_g25129_DN3_SP3_c.t1	El001G023000, El006G294700, El005G247060
OG0000406	CP11_g32266_DN3_SP5_c.t1	El001G063970
OG0000406	CP10_g42303_DN3_SP2_c.t1, CP10_g43820_DN3_SP0_c.t1	El005G237360
OG0000407	CP2_g49193_DN3_SP0_c.t1	El001G078960, El001G078950
OG0000408	CP16_g55152_DN3_SP0_c.t1	El006G311690
OG0000411	CP2_g49070_DN3_SP8_c.t1	El004G198670
OG0000411	CP12_g31665_DN3_SP5_c.t1	El005G270540
OG0000411	CP11_g31860_DN3_SP6_c.t1	El001G005390
