Orthogroup	Conringia_planisiliqua	Cardamine_amara
OG0007496	CP13_g19367_DN3_SP1_c.t1	evm.model.RL_7.2379
OG0007497	CP13_g19331_DN3_SP2_c.t1, CP13_g19332_DN3_SP3_c.t1	evm.model.RL_7.2347
OG0007498	CP13_g19318_DN3_SP5_c.t1	evm.model.RL_7.2334
OG0007499	CP13_g19311_DN3_SP8_c.t1	evm.model.RL_7.2326
OG0007500	CP19_g17937_DN3_SP0_c.t1	evm.model.RL_2.93
OG0007500	CP13_g19306_DN3_SP0_c.t1	evm.model.RL_7.2322
OG0007501	CP13_g19290_DN3_SP4_c.t1	evm.model.RL_7.2308
OG0007503	CP13_g19270_DN3_SP6_c.t1	evm.model.RL_7.2280
OG0007504	CP13_g19237_DN3_SP0_c.t1	evm.model.RL_7.2247
OG0007505	CP13_g19130_DN3_SP6_c.t1	evm.model.RL_7.2115.2.687c84bb
OG0007506	CP13_g19127_DN3_SP7_c.t1	evm.model.RL_7.2108
OG0007508	CP13_g19109_DN2_SP0_c.t1	evm.model.RL_7.2075
OG0007509	CP2_g48852_DN3_SP3_c.t1	evm.model.RL_7.2045
OG0007510	CP9_g28262_DN3_SP1_c.t1	evm.model.RL_3.1097
OG0007511	CP39_g21141_DN3_SP0_c.t1	evm.model.RL_3.1081
OG0007512	CP9_g28223_DN3_SP0_c.t1	evm.model.RL_3.1049
OG0007513	CP9_g28157_DN3_SP0_c.t1	evm.model.RL_3.993
OG0007514	CP9_g28153_DN3_SP0_c.t1	evm.model.RL_3.989
OG0007515	CP9_g28073_DN3_SP0_c.t1	evm.model.RL_3.960
OG0007516	CP9_g27713_DN3_SP3_c.t1	evm.model.RL_3.914
OG0007517	CP11_g32194_DN3_SP0_c.t1	evm.model.RL_4.1864
OG0007518	CP13_g19056_DN3_SP7_c.t1	evm.model.RL_3.20
OG0007519	CP7_g46354_DN3_SP8_c.t1	evm.model.RL_5.3894
OG0007520	CP2_g48874_DN2_SP0_c.t1	evm.model.RL_3.70
OG0007521	CP2_g48885_DN3_SP4_c.t1	evm.model.RL_3.89
OG0007522	CP2_g48914_DN3_SP8_c.t1	evm.model.RL_3.132
OG0007523	CP2_g48947_DN3_SP3_c.t1	evm.model.RL_3.165
OG0007524	CP2_g48951_DN3_SP0_c.t1	evm.model.RL_3.167
OG0007525	CP2_g48963_DN3_SP0_c.t1	evm.model.RL_3.180
OG0007526	CP2_g48975_DN3_SP8_c.t1	evm.model.RL_3.187
OG0007527	CP2_g49034_DN3_SP8_c.t1	evm.model.RL_3.244
OG0007529	CP2_g49050_DN3_SP0_c.t1	evm.model.RL_3.262
OG0007530	CP10_g43221_DN3_SP0_c.t1	evm.model.RL_1.1162
OG0007531	CP10_g43219_DN3_SP8_c.t1	evm.model.RL_1.1160
OG0007532	CP10_g43218_DN3_SP0_c.t1	evm.model.RL_1.1159
OG0007533	CP10_g43205_DN3_SP0_c.t1, CP10_g43206_DN2_SP7_c.t1	evm.model.RL_1.1149
OG0007534	CP5_g1201_DN3_SP1_c.t1	evm.model.RL_2.2314
OG0007535	CP19_g18060_DN3_SP4_c.t1	evm.model.RL_2.2097
OG0007536	CP19_g18047_DN3_SP7_c.t1	evm.model.RL_2.2113
OG0007537	CP19_g18037_DN3_SP1_c.t1	evm.model.RL_2.2122
OG0007538	CP4_g24636_DN3_SP6_c.t1	evm.model.RL_6.2210
OG0007540	CP4_g24647_DN3_SP8_c.t1	evm.model.RL_6.2196
OG0007541	CP10_g42883_DN3_SP2_c.t1	evm.model.RL_1.824
OG0007542	CP10_g42873_DN3_SP4_c.t1	evm.model.RL_1.825
OG0007543	CP10_g42887_DN3_SP0_c.t1	evm.model.RL_1.830
OG0007544	CP10_g42912_DN2_SP0_c.t1	evm.model.RL_1.858
OG0007545	CP10_g42916_DN3_SP3_c.t1	evm.model.RL_1.862
OG0007546	CP10_g42936_DN3_SP8_c.t1	evm.model.RL_1.884
OG0007548	CP11_g33516_DN3_SP8_c.t1	evm.model.RL_4.3158
OG0007549	CP10_g42966_DN3_SP0_c.t1	evm.model.RL_1.911
OG0007550	CP10_g42973_DN3_SP0_c.t1	evm.model.RL_1.919, evm.model.RL_1.871
OG0007551	CP10_g42994_DN3_SP8_c.t1	evm.model.RL_1.941
OG0007552	CP10_g43014_DN3_SP8_c.t1	evm.model.RL_1.959
OG0007554	CP10_g43045_DN3_SP8_c.t1	evm.model.RL_1.988
OG0007555	CP10_g43086_DN3_SP8_c.t1	evm.model.RL_1.1027
OG0007556	CP10_g43092_DN3_SP5_c.t1	evm.model.RL_1.1034.1.687c87ec
OG0007557	CP10_g43100_DN3_SP5_c.t1	evm.model.RL_1.1047
OG0007558	CP10_g43114_DN2_SP8_c.t1	evm.model.RL_1.1059
OG0007559	CP10_g43123_DN3_SP3_c.t1	evm.model.RL_1.1068
OG0007560	CP10_g43131_DN3_SP0_c.t1	evm.model.RL_1.1080
OG0007561	CP10_g43136_DN3_SP8_c.t1	evm.model.RL_1.1084
OG0007562	CP10_g43143_DN3_SP4_c.t1	evm.model.RL_1.1091
OG0007563	CP5_g1195_DN3_SP3_c.t1	evm.model.RL_2.2320.1.687c86e5
OG0007564	CP10_g43156_DN3_SP7_c.t1	evm.model.RL_1.1105
OG0007565	CP10_g43157_DN3_SP1_c.t1	evm.model.RL_1.1106
OG0007566	CP10_g43161_DN3_SP8_c.t1	evm.model.RL_1.1110
OG0007567	CP10_g43193_DN3_SP8_c.t1	evm.model.RL_1.1135
OG0007568	CP10_g43195_DN3_SP2_c.t1	evm.model.RL_1.1137
OG0007569	CP5_g587_DN3_SP5_c.t1	evm.model.RL_7.644, evm.model.RL_4.1094
OG0007570	CP8_g52168_DN3_SP8_c.t1	evm.model.RL_8.1058
OG0007571	CP13_g19819_DN3_SP0_c.t1	evm.model.RL_4.120
OG0007572	CP1_g38440_DN3_SP1_c.t1	evm.model.RL_5.2258
OG0007573	CP8_g52919_DN3_SP2_c.t1	evm.model.RL_8.1174
OG0007574	CP8_g52926_DN2_SP0_c.t1	evm.model.RL_8.1181
OG0007577	CP5_g680_DN3_SP5_c.t1	evm.model.RL_2.2848
OG0007578	CP8_g53197_DN3_SP3_c.t1	evm.model.RL_8.1342
OG0007579	CP8_g53297_DN3_SP2_c.t1	evm.model.RL_8.1425, evm.model.RL_8.1427
OG0007581	CP8_g53276_DN3_SP8_c.t1	evm.model.RL_8.1408
OG0007582	CP8_g53266_DN3_SP3_c.t1	evm.model.RL_8.1401.1.687c855b
OG0007583	CP8_g53261_DN3_SP3_c.t1, CP8_g53258_DN3_SP0_c.t1	evm.model.RL_8.1398
OG0007584	CP8_g53299_DN3_SP7_c.t1	evm.model.RL_8.1431.1.687c855b
OG0007585	CP8_g53305_DN3_SP6_c.t1	evm.model.RL_8.1436
OG0007586	CP8_g53383_DN3_SP8_c.t1	evm.model.RL_8.1503
OG0007587	CP8_g53370_DN3_SP3_c.t1	evm.model.RL_8.1485
OG0007588	CP8_g53412_DN3_SP8_c.t1	evm.model.RL_8.1530
OG0007589	CP8_g53426_DN2_SP0_c.t1	evm.model.RL_8.1545
OG0007590	CP8_g53464_DN2_SP0_c.t1	evm.model.RL_8.1584
OG0007591	CP8_g53544_DN3_SP1_c.t1	evm.model.RL_8.1643
OG0007593	CP8_g53593_DN3_SP8_c.t1	evm.model.RL_8.1687
OG0007594	CP8_g53604_DN3_SP8_c.t1	evm.model.RL_8.1697
OG0007595	CP1_g37454_DN2_SP0_c.t1	evm.model.RL_5.1021
OG0007596	CP8_g53678_DN3_SP4_c.t1	evm.model.RL_8.1763
OG0007597	CP8_g53693_DN3_SP4_c.t1	evm.model.RL_8.1777
OG0007598	CP8_g53695_DN3_SP8_c.t1	evm.model.RL_8.1779
OG0007599	CP8_g53700_DN3_SP0_c.t1	evm.model.RL_8.1784
OG0007600	CP8_g53734_DN3_SP0_c.t1	evm.model.RL_8.1815
OG0007601	CP8_g53739_DN2_SP0_c.t1	evm.model.RL_8.1820
OG0007602	CP8_g53761_DN2_SP5_c.t1	evm.model.RL_8.1841
OG0007603	CP8_g53776_DN3_SP1_c.t1	evm.model.RL_8.1855
OG0007604	CP8_g53817_DN3_SP4_c.t1	evm.model.RL_8.1891
OG0007605	CP2_g48604_DN3_SP0_c.t1	evm.model.RL_4.1040
OG0007606	CP11_g32630_DN3_SP8_c.t1	evm.model.RL_4.2285
OG0007607	CP11_g32651_DN3_SP0_c.t1	evm.model.RL_4.2310
OG0007608	CP11_g32659_DN3_SP7_c.t1	evm.model.RL_4.2316
OG0007609	CP11_g32663_DN3_SP8_c.t1	evm.model.RL_4.2320
OG0007610	CP11_g32675_DN3_SP5_c.t1	evm.model.RL_4.2330
OG0007611	CP11_g32694_DN3_SP1_c.t1	evm.model.RL_4.2346
OG0007612	CP11_g32705_DN3_SP0_c.t1	evm.model.RL_4.2358
OG0007613	CP11_g32721_DN3_SP0_c.t1	evm.model.RL_4.2374
OG0007614	CP11_g32727_DN3_SP8_c.t1	evm.model.RL_4.2381
OG0007615	CP11_g32737_DN2_SP0_c.t1	evm.model.RL_4.2394
OG0007616	CP11_g32752_DN3_SP8_c.t1	evm.model.RL_4.2407
OG0007617	CP11_g32786_DN3_SP7_c.t1	evm.model.RL_4.2442
OG0007618	CP11_g32788_DN3_SP0_c.t1	evm.model.RL_4.2444
OG0007619	CP11_g32807_DN3_SP4_c.t1	evm.model.RL_4.2464
OG0007620	CP11_g32829_DN3_SP7_c.t1, CP19_g17940_DN3_SP0_c.t1	evm.model.RL_4.2484
OG0007621	CP11_g32865_DN3_SP7_c.t1	evm.model.RL_4.2521.1.687c86da
OG0007622	CP11_g33000_DN3_SP0_c.t1	evm.model.RL_4.2660
OG0007623	CP11_g33021_DN3_SP1_c.t1	evm.model.RL_4.2677
OG0007624	CP11_g33032_DN3_SP6_c.t1	evm.model.RL_4.2687
OG0007625	CP11_g33039_DN1_SP0_c.t1	evm.model.RL_4.2694
OG0007626	CP11_g33074_DN3_SP7_c.t1	evm.model.RL_4.2732
OG0007627	CP11_g33077_DN3_SP0_c.t1	evm.model.RL_4.2736
OG0007628	CP11_g33102_DN3_SP8_c.t1	evm.model.RL_4.2762.2.687c86db
OG0007629	CP11_g33168_DN3_SP7_c.t1	evm.model.RL_4.2819
OG0007630	CP11_g33173_DN2_SP2_c.t1	evm.model.RL_4.2824
OG0007631	CP6_g7092_DN3_SP2_c.t1	evm.model.RL_2.1294
OG0007632	CP6_g7041_DN3_SP8_c.t1	evm.model.RL_2.1334
OG0007633	CP6_g7029_DN3_SP3_c.t1	evm.model.RL_2.1352
OG0007634	CP6_g7023_DN3_SP1_c.t1	evm.model.RL_2.1357.6.687c86e2
OG0007635	CP6_g7018_DN3_SP0_c.t1	evm.model.RL_2.1362
OG0007637	CP11_g31821_DN3_SP6_c.t1, CP6_g6925_DN3_SP1_c.t1	evm.model.RL_8.497
OG0007638	CP6_g6919_DN3_SP8_c.t1	evm.model.RL_2.1446
OG0007639	CP6_g6910_DN3_SP7_c.t1	evm.model.RL_2.1454
OG0007640	CP6_g6892_DN3_SP1_c.t1	evm.model.RL_2.1476
OG0007641	CP6_g6871_DN3_SP0_c.t1	evm.model.RL_2.1496
OG0007642	CP6_g6828_DN3_SP0_c.t1	evm.model.RL_2.1546
OG0007644	CP2_g48089_DN3_SP1_c.t1	evm.model.RL_8.2290
OG0007645	CP6_g6783_DN3_SP8_c.t1	evm.model.RL_2.1587
OG0007646	CP6_g6764_DN3_SP8_c.t1	evm.model.RL_2.1605
OG0007647	CP11_g31907_DN3_SP1_c.t1, CP11_g31908_DN3_SP5_c.t1	evm.model.RL_8.417
OG0007648	CP6_g6711_DN3_SP0_c.t1	evm.model.RL_2.1646
OG0007649	CP19_g18520_DN3_SP8_c.t1	evm.model.RL_2.1673
OG0007650	CP19_g18468_DN3_SP5_c.t1	evm.model.RL_2.1716
OG0007651	CP19_g18463_DN3_SP8_c.t1	evm.model.RL_2.1721
OG0007652	CP19_g18453_DN3_SP0_c.t1	evm.model.RL_2.1729
OG0007653	CP19_g18444_DN3_SP1_c.t1	evm.model.RL_2.1736
OG0007654	CP19_g18428_DN3_SP8_c.t1	evm.model.RL_2.1758
OG0007655	CP19_g18421_DN3_SP0_c.t1	evm.model.RL_2.1765
OG0007656	CP19_g18407_DN3_SP0_c.t1	evm.model.RL_2.1776
OG0007657	CP19_g18387_DN3_SP8_c.t1	evm.model.RL_2.1795
OG0007659	CP19_g18366_DN3_SP1_c.t1	evm.model.RL_2.1814
OG0007661	CP19_g18282_DN3_SP8_c.t1	evm.model.RL_2.1886
OG0007662	CP19_g18261_DN3_SP0_c.t1	evm.model.RL_2.1908
OG0007663	CP7_g44572_DN3_SP8_c.t1	evm.model.RL_5.2642
OG0007664	CP7_g44566_DN3_SP2_c.t1	evm.model.RL_5.2638
OG0007665	CP7_g44552_DN3_SP0_c.t1	evm.model.RL_5.2626
OG0007666	CP7_g44501_DN3_SP5_c.t1	evm.model.RL_5.2571
OG0007667	CP7_g44436_DN3_SP8_c.t1	evm.model.RL_5.2530, evm.model.RL_5.2528
OG0007668	CP21_g10992_DN3_SP8_c.t1	evm.model.RL_5.2435
OG0007669	CP1_g39031_DN3_SP8_c.t1	evm.model.RL_5.2323
OG0007670	CP1_g38406_DN3_SP8_c.t1	evm.model.RL_5.2245
OG0007671	CP1_g38482_DN3_SP6_c.t1	evm.model.RL_5.2267
OG0007672	CP1_g38396_DN3_SP0_c.t1	evm.model.RL_5.2239
OG0007673	CP10_g42775_DN3_SP8_c.t1	evm.model.RL_1.710
OG0007674	CP7_g45083_DN3_SP1_c.t1	evm.model.RL_5.3086
OG0007675	CP7_g45062_DN3_SP0_c.t1	evm.model.RL_5.3066
OG0007676	CP16_g55196_DN3_SP8_c.t1	evm.model.RL_6.395
OG0007677	CP7_g45045_DN3_SP1_c.t1	evm.model.RL_5.3053
OG0007679	CP7_g44990_DN3_SP0_c.t1	evm.model.RL_5.3005
OG0007680	CP7_g44884_DN3_SP1_c.t1	evm.model.RL_5.2943
OG0007681	CP7_g44868_DN3_SP1_c.t1	evm.model.RL_5.2898
OG0007682	CP7_g44827_DN3_SP2_c.t1	evm.model.RL_5.2865
OG0007683	CP7_g44825_DN3_SP0_c.t1	evm.model.RL_5.2863
OG0007684	CP7_g44817_DN3_SP8_c.t1	evm.model.RL_5.2857
OG0007685	CP5_g457_DN3_SP1_c.t1	evm.model.RL_2.3075
OG0007686	CP11_g33568_DN3_SP8_c.t1	evm.model.RL_5.1994
OG0007687	CP5_g429_DN3_SP8_c.t1	evm.model.RL_2.3105
OG0007688	CP5_g415_DN3_SP0_c.t1	evm.model.RL_2.3121
OG0007689	CP5_g411_DN3_SP1_c.t1	evm.model.RL_2.3125
OG0007690	CP5_g384_DN2_SP6_c.t1	evm.model.RL_2.3154
OG0007691	CP5_g363_DN3_SP2_c.t1	evm.model.RL_2.3171
OG0007693	CP5_g340_DN3_SP8_c.t1	evm.model.RL_2.3191
OG0007694	CP5_g312_DN3_SP1_c.t1	evm.model.RL_2.3218
OG0007695	CP16_g54998_DN3_SP0_c.t1	evm.model.RL_6.238
OG0007696	CP5_g299_DN3_SP3_c.t1	evm.model.RL_2.3231
OG0007697	CP5_g255_DN3_SP3_c.t1	evm.model.RL_2.3269
OG0007698	CP5_g243_DN3_SP8_c.t1	evm.model.RL_2.3279.2.687c86e8
OG0007699	CP5_g239_DN2_SP0_c.t1	evm.model.RL_2.3284
OG0007700	CP5_g238_DN3_SP1_c.t1	evm.model.RL_2.3285
OG0007701	CP5_g225_DN3_SP8_c.t1	evm.model.RL_2.3298
OG0007702	CP5_g206_DN2_SP3_c.t1	evm.model.RL_2.3317
OG0007703	CP5_g198_DN3_SP1_c.t1	evm.model.RL_2.3325
OG0007704	CP5_g172_DN2_SP0_c.t1	evm.model.RL_2.3350
OG0007705	CP5_g153_DN3_SP0_c.t1	evm.model.RL_2.3369
OG0007706	CP5_g132_DN3_SP8_c.t1	evm.model.RL_2.3386.1.687c86e9
OG0007707	CP5_g36_DN3_SP7_c.t1	evm.model.RL_2.3474
OG0007708	CP5_g2287_DN3_SP2_c.t1	evm.model.RL_2.629
OG0007709	CP5_g1799_DN3_SP8_c.t1	evm.model.RL_2.483
OG0007710	CP5_g1594_DN3_SP0_c.t1	evm.model.RL_2.333
OG0007711	CP4_g25244_DN3_SP0_c.t1	evm.model.RL_8.2522
OG0007712	CP4_g25235_DN3_SP1_c.t1	evm.model.RL_6.1592
OG0007713	CP4_g25227_DN3_SP8_c.t1	evm.model.RL_6.1600
OG0007714	CP1_g37303_DN2_SP0_c.t1	evm.model.RL_5.878
OG0007715	CP7_g44782_DN3_SP1_c.t1	evm.model.RL_5.2816
OG0007716	CP11_g32167_DN2_SP0_c.t1	evm.model.RL_3.490, evm.model.RL_4.1841
OG0007717	CP4_g25217_DN3_SP7_c.t1	evm.model.RL_6.1612
OG0007718	CP4_g25221_DN1_SP0_c.t1	evm.model.RL_6.1608
OG0007719	CP20_g4079_DN3_SP0_c.t1	evm.model.RL_8.822
OG0007720	CP20_g3891_DN2_SP5_c.t1	evm.model.RL_8.863
OG0007721	CP14_g23378_DN3_SP5_c.t1	evm.model.RL_8.915
OG0007722	CP7_g44902_DN3_SP0_c.t1	evm.model.RL_1.2809, evm.model.RL_1.2810, evm.model.RL_5.2926
OG0007724	CP4_g25337_DN3_SP6_c.t1	evm.model.RL_6.1793, evm.model.RL_6.1494
OG0007725	CP4_g25349_DN3_SP8_c.t1	evm.model.RL_6.1483
OG0007726	CP4_g25355_DN3_SP0_c.t1	evm.model.RL_6.1477
OG0007727	CP4_g25356_DN3_SP7_c.t1	evm.model.RL_6.1476
OG0007728	CP4_g25392_DN3_SP0_c.t1	evm.model.RL_6.1441
OG0007729	CP4_g25399_DN3_SP2_c.t1	evm.model.RL_6.1435
OG0007730	CP13_g20469_DN3_SP1_c.t1	evm.model.RL_4.620
OG0007731	CP20_g4213_DN3_SP8_c.t1	evm.model.RL_8.748
OG0007732	CP20_g4305_DN2_SP0_c.t1	evm.model.RL_8.680
OG0007733	CP20_g4325_DN3_SP8_c.t1	evm.model.RL_8.659
OG0007734	CP20_g4376_DN3_SP2_c.t1	evm.model.RL_8.611
OG0007735	CP20_g4452_DN1_SP0_c.t1	evm.model.RL_8.545
OG0007736	CP11_g31797_DN3_SP0_c.t1	evm.model.RL_8.519
OG0007737	CP11_g31833_DN3_SP1_c.t1	evm.model.RL_8.480
OG0007739	CP8_g54329_DN3_SP6_c.t1	evm.model.RL_4.1653
OG0007740	CP11_g31896_DN3_SP0_c.t1	evm.model.RL_8.428
OG0007741	CP13_g20124_DN1_SP0_c.t1	evm.model.RL_4.391
OG0007742	CP13_g20049_DN3_SP3_c.t1	evm.model.RL_4.339.3.687c86ce
OG0007743	CP13_g19991_DN3_SP1_c.t1	evm.model.RL_4.297.1.687c86ce
OG0007744	CP13_g19959_DN3_SP7_c.t1	evm.model.RL_4.277
OG0007745	CP13_g19925_DN3_SP0_c.t1	evm.model.RL_3.759
OG0007746	CP13_g19920_DN3_SP8_c.t1	evm.model.RL_4.231
OG0007747	CP13_g19910_DN3_SP0_c.t1	evm.model.RL_4.220
OG0007748	CP13_g19892_DN3_SP4_c.t1	evm.model.RL_4.202
OG0007749	CP13_g19887_DN3_SP8_c.t1	evm.model.RL_4.197
OG0007750	CP13_g19853_DN3_SP8_c.t1	evm.model.RL_4.173
OG0007751	CP4_g24092_DN3_SP1_c.t1, CP11_g33441_DN3_SP0_c.t1	evm.model.RL_4.3081
OG0007752	CP13_g19843_DN3_SP3_c.t1	evm.model.RL_4.168
OG0007753	CP13_g19836_DN3_SP0_c.t1	evm.model.RL_4.157, evm.model.RL_4.159
OG0007754	CP13_g19816_DN3_SP3_c.t1	evm.model.RL_4.106
OG0007755	CP13_g19709_DN3_SP1_c.t1	evm.model.RL_2.1137
OG0007756	CP5_g2149_DN3_SP5_c.t1	evm.model.RL_2.618
OG0007757	CP5_g2121_DN3_SP8_c.t1	evm.model.RL_2.605
OG0007758	CP3_g14485_DN3_SP0_c.t1	evm.model.RL_2.955
OG0007759	CP12_g30882_DN3_SP3_c.t1	evm.model.RL_1.2397
OG0007760	CP12_g30851_DN3_SP7_c.t1	evm.model.RL_1.2364
OG0007761	CP6_g8033_DN3_SP1_c.t1	evm.model.RL_2.840
OG0007762	CP6_g7638_DN3_SP3_c.t1	evm.model.RL_2.891
OG0007763	CP6_g7516_DN3_SP8_c.t1	evm.model.RL_2.953
OG0007765	CP19_g17932_DN3_SP8_c.t1	evm.model.RL_2.98
OG0007766	CP19_g17844_DN3_SP7_c.t1	evm.model.RL_2.172
OG0007767	CP19_g17823_DN3_SP5_c.t1	evm.model.RL_2.194
OG0007769	CP4_g23938_DN3_SP8_c.t1	evm.model.RL_6.2935
OG0007770	CP4_g23950_DN3_SP4_c.t1	evm.model.RL_6.2923
OG0007771	CP4_g23955_DN2_SP0_c.t1	evm.model.RL_6.2918
OG0007772	CP4_g23986_DN3_SP0_c.t1	evm.model.RL_6.2888
OG0007773	CP4_g23992_DN3_SP3_c.t1	evm.model.RL_6.2880
OG0007774	CP4_g23999_DN3_SP8_c.t1	evm.model.RL_6.2872
OG0007775	CP4_g24001_DN3_SP3_c.t1	evm.model.RL_6.2871
OG0007776	CP4_g24063_DN2_SP0_c.t1	evm.model.RL_6.2800
OG0007777	CP4_g24071_DN3_SP3_c.t1	evm.model.RL_6.2793
OG0007778	CP4_g24101_DN3_SP1_c.t1	evm.model.RL_6.2764
OG0007779	CP4_g24113_DN3_SP6_c.t1	evm.model.RL_6.2753
OG0007780	CP4_g24115_DN3_SP8_c.t1	evm.model.RL_6.2751
OG0007781	CP4_g24116_DN3_SP5_c.t1	evm.model.RL_6.2750
OG0007782	CP4_g24119_DN3_SP8_c.t1	evm.model.RL_6.2747
OG0007783	CP4_g24120_DN3_SP8_c.t1	evm.model.RL_6.2746
OG0007784	CP4_g24131_DN3_SP7_c.t1	evm.model.RL_6.2737
OG0007785	CP4_g24157_DN3_SP0_c.t1	evm.model.RL_6.2704
OG0007786	CP4_g24191_DN3_SP7_c.t1	evm.model.RL_6.2675
OG0007787	CP4_g24240_DN3_SP0_c.t1	evm.model.RL_6.2618
OG0007788	CP4_g24286_DN3_SP2_c.t1	evm.model.RL_6.2568
OG0007789	CP4_g24315_DN2_SP0_c.t1	evm.model.RL_6.2537
OG0007790	CP4_g24323_DN3_SP8_c.t1	evm.model.RL_6.2529
OG0007792	CP4_g24437_DN3_SP3_c.t1	evm.model.RL_6.2415
OG0007793	CP4_g24468_DN3_SP7_c.t1	evm.model.RL_6.2383
OG0007794	CP4_g24524_DN3_SP8_c.t1	evm.model.RL_6.2321
OG0007795	CP4_g24504_DN3_SP5_c.t1	evm.model.RL_6.2341
OG0007796	CP11_g33729_DN3_SP8_c.t1	evm.model.RL_4.3397
OG0007796	CP10_g42849_DN3_SP0_c.t1	evm.model.RL_1.794.1.687c87eb
OG0007797	CP11_g33709_DN3_SP6_c.t1	evm.model.RL_4.3376
OG0007798	CP7_g46457_DN3_SP7_c.t1, CP11_g33693_DN3_SP3_c.t1	evm.model.RL_4.3356
OG0007799	CP11_g33680_DN2_SP0_c.t1	evm.model.RL_4.3340
OG0007800	CP11_g33673_DN2_SP2_c.t1	evm.model.RL_4.3334
OG0007801	CP11_g33639_DN3_SP0_c.t1	evm.model.RL_4.3302
OG0007802	CP11_g33629_DN2_SP0_c.t1	evm.model.RL_4.3290
OG0007803	CP11_g33625_DN3_SP5_c.t1	evm.model.RL_4.3285
OG0007805	CP11_g33605_DN3_SP3_c.t1	evm.model.RL_4.3264
OG0007806	CP11_g33508_DN3_SP8_c.t1	evm.model.RL_4.3143
OG0007808	CP11_g33511_DN3_SP5_c.t1	evm.model.RL_4.3147
OG0007809	CP11_g33496_DN3_SP5_c.t1	evm.model.RL_4.3133
OG0007810	CP11_g33480_DN3_SP6_c.t1	evm.model.RL_4.3118
OG0007811	CP11_g33474_DN3_SP1_c.t1	evm.model.RL_4.3112
OG0007812	CP11_g33467_DN3_SP4_c.t1	evm.model.RL_4.3106
OG0007813	CP11_g33462_DN3_SP7_c.t1	evm.model.RL_4.3101
OG0007814	CP8_g54394_DN3_SP1_c.t1	evm.model.RL_4.1712
OG0007815	CP8_g54363_DN3_SP8_c.t1	evm.model.RL_4.1678
OG0007817	CP8_g54264_DN3_SP1_c.t1	evm.model.RL_4.1592
OG0007818	CP8_g54248_DN3_SP0_c.t1	evm.model.RL_4.1579
OG0007819	CP8_g54227_DN3_SP8_c.t1	evm.model.RL_4.793, evm.model.RL_4.1557
OG0007820	CP8_g54223_DN3_SP0_c.t1	evm.model.RL_4.1553
OG0007821	CP8_g54216_DN3_SP3_c.t1	evm.model.RL_2.822
OG0007822	CP5_g2148_DN3_SP0_c.t1, CP8_g54213_DN3_SP4_c.t1	evm.model.RL_4.1542
OG0007823	CP8_g54194_DN3_SP8_c.t1	evm.model.RL_4.1524
OG0007824	CP8_g54153_DN3_SP7_c.t1	evm.model.RL_4.1469
OG0007825	CP8_g54130_DN3_SP7_c.t1	evm.model.RL_4.1449
OG0007826	CP8_g54101_DN3_SP8_c.t1	evm.model.RL_8.2147
OG0007827	CP8_g54093_DN2_SP1_c.t1	evm.model.RL_8.2139
OG0007828	CP8_g54074_DN3_SP1_c.t1	evm.model.RL_8.2121
OG0007829	CP8_g54043_DN2_SP0_c.t1	evm.model.RL_8.2098
OG0007830	CP8_g54022_DN3_SP2_c.t1	evm.model.RL_8.2074
OG0007831	CP8_g53993_DN3_SP8_c.t1	evm.model.RL_8.2047.2.687c855f
OG0007833	CP8_g53911_DN3_SP3_c.t1	evm.model.RL_8.1980
OG0007834	CP8_g53891_DN3_SP8_c.t1	evm.model.RL_8.1965
OG0007836	CP2_g47991_DN3_SP4_c.t1	evm.model.RL_8.2392
OG0007837	CP2_g47990_DN3_SP7_c.t1	evm.model.RL_8.2393
OG0007838	CP2_g47963_DN3_SP7_c.t1	evm.model.RL_8.2415
OG0007839	CP8_g53683_DN3_SP8_c.t1	evm.model.RL_8.1771
OG0007840	CP2_g47907_DN3_SP8_c.t1	evm.model.RL_8.2477
OG0007841	CP2_g47902_DN3_SP7_c.t1	evm.model.RL_8.2482
OG0007842	CP2_g47845_DN3_SP0_c.t1	evm.model.RL_8.2537
OG0007843	CP2_g47832_DN3_SP8_c.t1	evm.model.RL_8.2551
OG0007844	CP2_g47816_DN3_SP8_c.t1	evm.model.RL_8.2565
OG0007845	CP2_g47814_DN2_SP0_c.t1	evm.model.RL_8.2567
OG0007846	CP2_g47775_DN3_SP4_c.t1	evm.model.RL_8.2607
OG0007847	CP2_g47772_DN3_SP1_c.t1	evm.model.RL_8.2612
OG0007848	CP2_g47767_DN3_SP8_c.t1	evm.model.RL_8.2617.4.687c8562
OG0007849	CP2_g47727_DN2_SP0_c.t1	evm.model.RL_8.2657
OG0007850	CP2_g47726_DN3_SP8_c.t1	evm.model.RL_8.2658
OG0007851	CP2_g47715_DN3_SP3_c.t1	evm.model.RL_8.2669
OG0007852	CP2_g47692_DN3_SP8_c.t1	evm.model.RL_8.2692
OG0007853	CP2_g47668_DN3_SP8_c.t1	evm.model.RL_8.2717
OG0007854	CP2_g47660_DN3_SP0_c.t1	evm.model.RL_8.2723
OG0007855	CP2_g47651_DN3_SP8_c.t1	evm.model.RL_8.2732
OG0007856	CP2_g47614_DN3_SP1_c.t1	evm.model.RL_8.2772
OG0007857	CP2_g47568_DN3_SP7_c.t1	evm.model.RL_8.2810
OG0007858	CP3_g14250_DN3_SP6_c.t1	evm.model.RL_7.1272
OG0007859	CP2_g47560_DN3_SP5_c.t1	evm.model.RL_8.2823
