Orthogroup	Cardamine_glauca	Noccaea_praecox
OG0002356	Cg006G236350	Np004G249370
OG0002357	Cg002G048370	Np001G062730
OG0002357	Cg006G235550	Np004G248260
OG0002358	Cg006G231210	Np004G241810
OG0002359	Cg006G231370	Np004G242120
OG0002359	Cg002G074620	Np001G025890
OG0002360	Cg002G074550	Np001G025650
OG0002361	Cg001G041440	Np005G318190
OG0002362	Cg002G070720	Np001G020570
OG0002362	Cg001G041110	Np005G317680
OG0002363	Cg002G068660	Np001G020200
OG0002364	Cg007G264550, Cg007G264610	Np002G097210, Np002G089910
OG0002364	Cg007G264560	Np002G097280
OG0002365	Cg007G261530	Np002G099790
OG0002365	Cg001G034270	Np005G310670
OG0002366	Cg006G233310	Np004G245070
OG0002366	Cg007G247260	Np002G121370
OG0002367	Cg003G103990	Np003G157490
OG0002367	Cg001G014350	Np005G279400
OG0002368	Cg005G164950	Np006G330680
OG0002368	Cg002G049460	Np001G047730, Np001G061330
OG0002369	Cg005G165470	Np006G331340
OG0002370	Cg004G124930	Np007G413530
OG0002371	Cg004G125510	Np007G412750, Np007G423920
OG0002371	Cg008G284250	Np003G127820
OG0002372	Cg004G126750	Np007G411030
OG0002372	Cg008G286190	Np003G130360
OG0002373	Cg008G287590	Np003G132450
OG0002373	Cg004G127900	Np007G409320
OG0002375	Cg003G097800	Np003G184490
OG0002376	Cg001G015250	Np005G280650
OG0002376	Cg003G098850	Np003G166460
OG0002377	Cg001G013270	Np005G277980
OG0002378	Cg001G013600	Np005G278460
OG0002378	Cg003G102040	Np003G163440
OG0002379	Cg001G014620	Np005G279720
OG0002379	Cg003G104460	Np003G156760
OG0002380	Cg003G112820	Np001G003880
OG0002380	Cg008G290320	Np003G136200
OG0002381	Cg003G111460	Np001G005620
OG0002382	Cg008G288630	Np003G133860
OG0002382	Cg003G108980	Np001G009440
OG0002383	Cg001G022320	Np005G291540
OG0002384	Cg008G320870	Np001G039550
OG0002385	Cg003G079790, Cg003G094230	Np003G184930
OG0002385	Cg001G019940	Np005G287430
OG0002386	Cg001G018500	Np005G285320
OG0002387	Cg001G002950	Np005G268970
OG0002387	Cg005G191390	Np006G367470
OG0002388	Cg001G002740	Np005G269360
OG0002388	Cg005G191610	Np006G367760
OG0002389	Cg001G000120	Np005G292540
OG0002390	Cg005G171270	Np006G340690
OG0002390	Cg006G213390	Np004G205330
OG0002391	Cg003G083940	Np003G178320
OG0002392	Cg001G019930	Np005G287440
OG0002392	Cg003G079820, Cg003G094200	Np003G184900
OG0002393	Cg001G030440	Np005G308240
OG0002393	Cg004G142800	Np007G387610
OG0002394	Cg001G029660	Np005G308810
OG0002394	Cg004G142310	Np007G386990
OG0002395	Cg004G142090	Np007G386740
OG0002396	Cg004G140800	Np007G384490
OG0002396	Cg001G027860	Np005G305570
OG0002397	Cg001G041300	Np005G318020
OG0002398	Cg005G157470	Np006G320370
OG0002398	Cg002G043630	Np001G069510
OG0002399	Cg002G043920	Np001G069180
OG0002399	Cg005G157930	Np006G320970
OG0002400	Cg005G159300	Np006G322910
OG0002400	Cg002G045020	Np001G067680, Np001G067700
OG0002401	Cg005G159920	Np006G323630
OG0002401	Cg002G045500	Np001G067030
OG0002402	Cg005G160270	Np006G324180
OG0002402	Cg002G045700	Np001G066780
OG0002403	Cg007G274110	Np002G080440
OG0002403	Cg006G227990	Np004G237860
OG0002404	Cg008G303700	Np006G326940
OG0002406	Cg008G300950	Np003G148770
OG0002407	Cg002G066210	Np001G043140
OG0002408	Cg002G062140	Np001G044940
OG0002409	Cg003G112870	Np001G003820
OG0002410	Cg002G056980	Np001G050980
OG0002410	Cg003G114090	Np001G002380
OG0002411	Cg007G273300	Np002G081870
OG0002412	Cg006G245030	Np004G259370
OG0002412	Cg014G332960, Cg003G076610	Np003G189100
OG0002413	Cg006G244850	Np004G259150
OG0002414	Cg006G243030	Np004G257040
OG0002414	Cg003G079090, Cg003G094850	Np003G185740
OG0002415	Cg006G242290	Np004G256100
OG0002415	Cg008G319800	Np001G040640
OG0002416	Cg008G319170	Np001G041240
OG0002416	Cg006G242140	Np004G255950
OG0002417	Cg005G173830	Np006G357420
OG0002417	Cg006G241450	Np004G255260
OG0002418	Cg005G174720	Np006G355890
OG0002418	Cg006G240760	Np004G254360
OG0002419	Cg006G239460	Np004G252960
OG0002419	Cg005G176120	Np006G353580, Np006G347200
OG0002420	Cg005G179470, Cg008G309180, Cg008G310890, Cg008G310930	Np006G358600
OG0002420	Cg005G179460	Np006G358610
OG0002421	Cg005G180020	Np006G358020
OG0002421	Cg006G237780	Np004G251080
OG0002422	Cg003G102080	Np003G161230
OG0002422	Cg001G013630	Np005G278490
OG0002423	Cg004G117310	Np007G423800
OG0002423	Cg008G295870	Np003G142510
OG0002424	Cg008G296160	Np003G142790
OG0002424	Cg004G117530	Np007G423490
OG0002425	Cg004G117580	Np007G423420, Np007G423410
OG0002425	Cg008G296230	Np003G142930
OG0002426	Cg004G117630	Np007G423350
OG0002426	Cg008G296330	Np003G143040
OG0002427	Cg004G118290	Np007G422540
OG0002427	Cg008G297290	Np003G144260
OG0002428	Cg004G119610	Np007G421390
OG0002428	Cg008G298510	Np003G145670
OG0002430	Cg004G124290	Np007G414380
OG0002430	Cg004G124280	Np007G414390
OG0002431	Cg002G051200	Np001G058890
OG0002431	Cg005G166770	Np006G333700
OG0002432	Cg005G166860	Np006G333820
OG0002432	Cg005G166850	Np006G333800
OG0002433	Cg006G230020	Np004G240420
OG0002434	Cg007G279700	Np002G072700
OG0002435	Cg007G274020	Np002G080860
OG0002435	Cg006G227820	Np004G237650
OG0002436	Cg006G224240	Np004G233460
OG0002436	Cg007G278140	Np002G074910
OG0002437	Cg006G223780	Np004G232620
OG0002437	Cg007G278680	Np002G073930
OG0002438	Cg006G223670	Np004G232500
OG0002439	Cg007G272610	Np002G082820
OG0002439	Cg006G223420	Np004G232070
OG0002440	Cg002G062310, Cg002G043150	Np004G189980, Np005G307140
OG0002441	Cg006G222870	Np004G231070
OG0002442	Cg006G222310	Np004G230110
OG0002443	Cg006G220970	Np004G226380
OG0002443	Cg007G269800	Np002G087020
OG0002444	Cg007G268910	Np002G088710
OG0002444	Cg006G220420	Np004G208880
OG0002445	Cg003G098660	Np003G166990
OG0002445	Cg001G015290	Np005G280670
OG0002446	Cg001G012960	Np005G277350
OG0002446	Cg003G100460	Np003G163730
OG0002447	Cg001G007770	Np005G270010
OG0002447	Cg005G187390	Np006G363610
OG0002448	Cg002G056270	Np001G052080
OG0002448	Cg006G204870	Np004G202650
OG0002449	Cg006G232990	Np004G244560
OG0002449	Cg002G072040	Np001G022360
OG0002450	Cg008G308620, Cg008G310320, Cg008G310280, Cg001G027050	Np001G040930
OG0002450	Cg006G237940	Np004G251240
OG0002451	Cg006G238070	Np004G251370
OG0002451	Cg005G179020	Np006G359060
OG0002452	Cg006G238780	Np004G252200
OG0002452	Cg005G177350	Np008G428310, Np006G350360
OG0002453	Cg014G330790, Cg003G078750	Np003G186220
OG0002453	Cg006G243280	Np004G257330
OG0002454	Cg006G243290	Np004G257340
OG0002454	Cg003G078720, Cg014G330830	Np003G186250
OG0002455	Cg008G297280, Cg008G297250, Cg008G297270	Np005G302130, Np003G144230, Np003G144240
OG0002456	Cg008G298340	Np003G145390
OG0002456	Cg008G298430	Np003G145560
OG0002458	Cg004G152160, Cg002G051820	Np001G057960, Np001G057930
OG0002459	Cg003G110700	Np001G006830, Np001G006740
OG0002460	Cg008G287930	Np003G132870
OG0002460	Cg003G106010	Np003G154530
OG0002462	Cg007G277170	Np002G076370
OG0002462	Cg006G225080	Np004G234520
OG0002463	Cg006G225430	Np004G234910
OG0002464	Cg007G274800	Np002G079350
OG0002465	Cg006G230470	Np004G240950
OG0002466	Cg006G195330	Np004G191820
OG0002467	Cg004G130420	Np004G192320
OG0002468	Cg006G196530	Np004G193420
OG0002469	Cg001G025190	Np005G301260
OG0002469	Cg004G133330	Np007G391620
OG0002470	Cg004G133980	Np007G392600
OG0002470	Cg006G201640	Np004G199740
OG0002471	Cg004G134170	Np007G392840
OG0002472	Cg004G134300	Np007G393040
OG0002472	Cg006G201450	Np004G199480
OG0002473	Cg004G134540	Np007G393530
OG0002473	Cg006G201300	Np004G199260
OG0002474	Cg001G026970	Np005G304050
OG0002474	Cg004G139740	Np007G383310
OG0002475	Cg001G027500	Np005G305090
OG0002475	Cg004G140380	Np007G384030
OG0002476	Cg011G329260	Np007G400660, Np002G100950
OG0002477	Cg001G011960	Np005G276250
OG0002478	Cg004G131160	Np007G404780
OG0002478	Cg006G196430	Np004G193300
OG0002479	Cg005G171900	Np006G341690
OG0002479	Cg008G323960	Np001G035150
OG0002480	Cg005G165220	Np006G331070
OG0002482	Cg008G324740, Cg008G324730	Np001G033140, Np001G033130
OG0002485	Cg008G306070	Np001G013990
OG0002489	Cg003G098760	Np001G040650
OG0002494	Cg004G157250	Np007G371610
OG0002494	Cg001G012420	Np005G276740
OG0002496	Cg005G193120	Np006G370130
OG0002496	Cg001G001140, Cg003G096030, Cg003G090480, Cg004G146490	Np005G261370
OG0002497	Cg003G104650	Np003G156460
OG0002497	Cg001G009060	Np005G271710
OG0002498	Cg001G008970	Np005G271620
OG0002498	Cg005G189750	Np006G365470
OG0002499	Cg008G302020	Np003G150290
OG0002499	Cg002G063740	Np001G043930
OG0002500	Cg004G150810, Cg004G149920	Np005G264460, Np007G378280
OG0002502	Cg005G171360	Np006G340770
OG0002504	Cg006G236150	Np004G249190
OG0002505	Cg006G235690	Np004G248490
OG0002505	Cg007G251380	Np002G114670
OG0002506	Cg007G250700	Np002G115760, Np003G171450
OG0002506	Cg006G235430	Np004G248170
OG0002507	Cg002G074470	Np001G025360
OG0002507	Cg006G231470	Np004G242250
OG0002508	Cg002G073970	Np001G024780
OG0002508	Cg006G231960	Np004G242820
OG0002510	Cg006G233010	Np004G244580
OG0002511	Cg002G070090, Cg002G069640, Cg002G069630	Np004G213820
OG0002512	Cg002G046550	Np001G065340
OG0002512	Cg006G194660	Np004G190810
OG0002513	Cg004G126380	Np007G411370
OG0002513	Cg008G285820	Np003G129710
OG0002514	Cg008G286350	Np004G195410
OG0002515	Cg008G287130	Np003G131670
OG0002515	Cg004G127400	Np007G410140
OG0002516	Cg001G015060, Cg001G015090	Np005G280310, Np005G280330
OG0002517	Cg001G012920	Np005G277310
OG0002517	Cg007G268210, Cg003G100410	Np003G163760
OG0002518	Cg001G014040	Np005G278950
OG0002519	Cg001G014050	Np005G278960
OG0002519	Cg003G102860	Np003G159430
OG0002520	Cg003G103270	Np003G158550
OG0002520	Cg001G014110	Np005G279050
OG0002521	Cg008G292470	Np003G138860
OG0002522	Cg003G112310	Np001G004530
OG0002523	Cg001G023600	Np005G295390
OG0002524	Cg003G081670	Np003G181760
OG0002524	Cg001G018140	Np005G284710
OG0002525	Cg003G085610	Np003G176410
OG0002525	Cg006G209430	Np004G204340
OG0002526	Cg006G215870	Np004G214030
OG0002526	Cg001G015590	Np005G281080
OG0002527	Cg005G171660	Np006G322150, Np006G341070
OG0002527	Cg006G215370	Np004G214800
OG0002528	Cg004G154020	Np007G375180
OG0002528	Cg001G003970	Np005G267680
OG0002529	Cg001G002990	Np005G268930
OG0002529	Cg005G191270	Np006G367250
OG0002530	Cg005G191780	Np006G368020
OG0002530	Cg001G002580	Np005G269580
OG0002531	Cg001G001800	Np005G262240
OG0002532	Cg001G001220	Np005G261470
OG0002533	Cg002G061280	Np005G260200
OG0002534	Cg003G085720, Cg003G085660	Np003G176330, Np003G176340
OG0002535	Cg003G081900	Np003G181440
OG0002535	Cg001G017930	Np005G284440
OG0002536	Cg003G081100	Np003G182710
OG0002537	Cg003G080940	Np003G182990
OG0002538	Cg001G028410	Np005G306360
OG0002539	Cg001G027590	Np005G305330
OG0002539	Cg001G027600	Np005G305340, Np004G228750
OG0002540	Cg001G025900	Np005G302750, Np005G302700, Np005G302530, Np005G302710
OG0002541	Cg005G157460	Np006G320380
OG0002542	Cg005G159580	Np006G323160
OG0002542	Cg002G045180	Np001G067430
OG0002543	Cg005G159970	Np006G323690
OG0002543	Cg002G045560	Np001G066950
OG0002544	Cg005G161930	Np006G326380
OG0002544	Cg002G046750	Np001G065100
OG0002545	Cg005G164330	Np006G329850
OG0002546	Cg006G220340	Np006G329710, Np004G225580
OG0002547	Cg002G049070	Np001G061750
OG0002547	Cg005G164500	Np006G330130
OG0002548	Cg005G167870	Np006G335400
OG0002548	Cg008G284320	Np003G127990
OG0002549	Cg005G166170	Np006G332490, Np006G332550, Np001G056730
OG0002550	Cg008G300990	Np001G043100
OG0002551	Cg002G060620	Np001G046370
OG0002551	Cg003G107180	Np003G152850
OG0002553	Cg003G114670	Np001G001680
OG0002553	Cg002G056560	Np001G051690
OG0002554	Cg003G115190	Np001G000900
OG0002555	Cg003G077270, Cg014G332350	Np003G188190
OG0002555	Cg006G244360	Np004G258550
OG0002556	Cg003G077930, Cg014G331730	Np003G187900
OG0002556	Cg006G244180	Np004G258380
OG0002557	Cg006G240290	Np004G253800
OG0002558	Cg001G014400	Np005G278570
OG0002559	Cg004G116530	Np007G424830
OG0002559	Cg008G294900	Np003G141610
OG0002560	Cg008G295650	Np003G142260
OG0002560	Cg004G117030	Np007G424320
OG0002561	Cg008G296910	Np003G143780
OG0002561	Cg004G118090	Np007G422890
OG0002562	Cg008G307420	Np001G015530
OG0002562	Cg004G120620	Np007G419610
OG0002563	Cg004G120680	Np007G419490
OG0002564	Cg004G122260	Np003G146640, Np007G417280
OG0002565	Cg002G054200, Cg005G170500	Np001G054710
OG0002566	Cg005G169040	Np006G337160, Np006G337170
OG0002567	Cg006G229650	Np004G239960
OG0002567	Cg007G280160	Np002G072090
OG0002568	Cg007G275910	Np002G078080
OG0002568	Cg006G226370	Np004G235860
OG0002569	Cg007G276700	Np002G076970
OG0002569	Cg006G225640	Np004G235170
OG0002570	Cg007G276810	Np002G076840
OG0002571	Cg007G277190	Np002G076320
OG0002571	Cg006G225050	Np004G234490
OG0002572	Cg006G224400	Np004G233750
OG0002573	Cg007G270600	Np002G085750
OG0002573	Cg006G221710	Np004G228740
OG0002574	Cg006G220440	Np004G208860
OG0002574	Cg007G268890	Np002G088720
OG0002575	Cg006G221560	Np004G227690
OG0002577	Cg006G238700	Np006G364060
OG0002579	Cg006G240110	Np005G305620, Np004G253660
OG0002580	Cg005G174660	Np006G355950
OG0002580	Cg006G240810	Np004G254430
OG0002581	Cg006G244250	Np004G258440
OG0002582	Cg004G146280, Cg005G165840	Np006G331850
OG0002583	Cg002G057300	Np001G050550
OG0002583	Cg008G304310	Np001G011970
OG0002584	Cg002G059840	Np001G046950
OG0002584	Cg003G106410	Np003G153990
OG0002585	Cg003G107360	Np003G152660
OG0002586	Cg007G268740, Cg002G061310	Np002G088920
OG0002587	Cg006G226280	Np004G235750
OG0002587	Cg007G276040	Np002G077950
OG0002588	Cg007G274750	Np002G079390
OG0002589	Cg006G228430	Np004G238490
OG0002589	Cg007G273230	Np002G081980
OG0002590	Cg004G130210	Np007G406030
OG0002590	Cg006G195450	Np004G192020
OG0002591	Cg004G129360	Np007G407450
OG0002591	Cg006G194870	Np004G191180
OG0002592	Cg006G195380	Np004G191920
OG0002592	Cg004G130000	Np007G406150
OG0002593	Cg006G196810	Np004G193850
OG0002593	Cg004G131840	Np007G403660
OG0002594	Cg006G196990	Np004G194100
OG0002595	Cg006G197460	Np004G194640
OG0002596	Cg004G133110	Np007G391410
OG0002596	Cg001G025430	Np005G301700
OG0002597	Cg004G133760	Np007G392310
OG0002597	Cg006G201820	Np004G200050
OG0002598	Cg004G134400	Np007G393210
OG0002599	Cg004G138790	Np007G382100
OG0002600	Cg004G117520, Cg004G119080	Np007G423500
OG0002601	Cg005G187800	Np006G363700
OG0002601	Cg001G007960	Np005G270200
OG0002602	Cg004G128840	Np007G408180
OG0002603	Cg004G137900	Np007G380690
OG0002603	Cg006G198370	Np004G195680
OG0002604	Cg006G200350, Cg006G200340	Np004G198390
OG0002605	Cg002G049880	Np001G060610
OG0002605	Cg005G165190	Np006G330990
OG0002606	Cg002G048360	Np001G062750
OG0002607	Cg002G046470	Np001G065560
OG0002608	Cg004G140240	Np007G383920
OG0002609	Cg002G044260	Np004G229030
OG0002610	Cg001G023070	Np002G113040
OG0002610	Cg008G323540	Np001G035880
OG0002611	Cg005G167400	Np006G334690
OG0002614	Cg002G071810	Np001G021980
OG0002618	Cg003G111570, Cg003G111580	Np001G005410
OG0002622	Cg004G156600	Np007G372270
OG0002622	Cg001G011750	Np005G275950
OG0002623	Cg005G190160	Np006G365970
OG0002624	Cg001G007540	Np005G262860
OG0002625	Cg040G336990, Cg035G336760, Cg025G336140	Np031G440040, Np019G438870
OG0002626	Cg004G151950	Np007G377600
OG0002626	Cg001G005790	Np005G264790
OG0002627	Cg001G005660	Np005G264910
OG0002627	Cg004G152120, Cg004G152130	Np007G377430, Np007G377420
OG0002628	Cg001G005250	Np005G265670
OG0002629	Cg005G171540	Np006G340950
OG0002629	Cg006G215190	Np004G215250
OG0002630	Cg006G214160	Np004G217890, Np006G340340
OG0002631	Cg005G170890	Np006G340110
OG0002631	Cg001G024370	Np005G298260
OG0002632	Cg007G254160	Np002G108420
OG0002632	Cg006G236820	Np004G249900
OG0002633	Cg006G236410	Np004G249460
OG0002634	Cg007G251730	Np002G113880
OG0002635	Cg006G234480	Np004G246900
OG0002636	Cg006G231150	Np004G241750
OG0002636	Cg002G074990	Np001G026490
OG0002637	Cg006G231950	Np004G242810
OG0002637	Cg002G073980	Np001G024790
OG0002638	Cg002G073040	Np001G023530
OG0002638	Cg006G232670	Np004G244090
OG0002639	Cg002G071560	Np001G021740
OG0002639	Cg008G283550	Np003G127000
OG0002640	Cg002G069670	Np001G019520
OG0002640	Cg002G069610	Np001G019560
OG0002641	Cg001G039610	Np005G315570, Np005G318700
OG0002642	Cg007G267110	Np002G092580
OG0002642	Cg001G038360	Np005G313860
OG0002643	Cg001G036740	Np005G312470
OG0002643	Cg007G265600	Np002G095040
OG0002645	Cg003G104790	Np003G156320
OG0002645	Cg001G014770	Np005G279910
OG0002646	Cg008G284860	Np003G128580
OG0002647	Cg001G016240	Np005G282020
OG0002648	Cg005G178960, Cg003G100040	Np003G164430
OG0002649	Cg003G100700	Np003G161350
OG0002650	Cg003G101600	Np003G162680, Np003G162580
OG0002651	Cg003G101870	Np003G163320
OG0002651	Cg001G013490	Np005G278340
OG0002653	Cg008G291370	Np003G137300
OG0002653	Cg008G304700	Np001G012430
OG0002654	Cg008G291000	Np003G136870
OG0002655	Cg008G290480	Np003G136310
OG0002655	Cg003G112980	Np001G003410
OG0002656	Cg003G112520	Np001G004260
OG0002656	Cg008G290090	Np003G135960
OG0002657	Cg008G323970	Np001G034990
OG0002657	Cg001G026100	Np005G303100
OG0002658	Cg001G020090	Np005G287130
OG0002658	Cg001G020080	Np005G311820
OG0002659	Cg001G018670	Np005G285630
OG0002659	Cg003G080990	Np003G182870
OG0002660	Cg003G081250	Np003G182520
OG0002660	Cg001G018380	Np005G285040
OG0002661	Cg003G082440	Np003G180430
OG0002662	Cg006G209140	Np004G204600
OG0002662	Cg003G085310	Np003G177050
OG0002663	Cg006G218580	Np004G210920
OG0002665	Cg004G154100	Np001G021500, Np007G375080, Np001G021490
OG0002666	Cg001G003670	Np005G268160
OG0002667	Cg001G003580	Np005G268260
OG0002667	Cg004G154550	Np007G374610
OG0002668	Cg001G003120	Np005G268750, Np005G268740
OG0002669	Cg005G191910	Np006G368250, Np006G368260
OG0002669	Cg001G002440	Np005G269730
OG0002670	Cg005G193240	Np006G370000
OG0002670	Cg001G001050	Np005G261270
OG0002672	Cg001G039980	Np005G315930
OG0002673	Cg003G085790	Np003G176310
OG0002673	Cg006G231220	Np004G241820
OG0002675	Cg001G019890	Np005G287490
OG0002675	Cg003G094180, Cg003G079840	Np003G184880
OG0002676	Cg001G031290	Np005G307700
OG0002676	Cg004G143230	Np007G388040
OG0002677	Cg001G030510	Np005G308050
OG0002678	Cg004G141720	Np007G386050, Np005G308180
OG0002678	Cg001G029250	Np005G307200
OG0002679	Cg001G027460	Np007G384000
OG0002680	Cg001G027370	Np005G304680
OG0002680	Cg004G140250	Np007G383930
OG0002681	Cg005G159310	Np006G322940
OG0002682	Cg005G162720	Np006G327390
OG0002682	Cg002G047200	Np001G064550
OG0002683	Cg002G048260	Np001G062870
OG0002684	Cg005G164360	Np006G329960
OG0002685	Cg008G282470	Np003G125510
OG0002685	Cg004G124550	Np007G414050
OG0002686	Cg008G284840	Np003G128560
OG0002686	Cg008G296240	Np003G142940
OG0002687	Cg002G062050	Np001G045030
OG0002687	Cg003G108090	Np003G151900
OG0002688	Cg002G061410	Np001G045550
OG0002688	Cg003G107680	Np003G152270
OG0002689	Cg003G107220	Np003G152820, Np003G152810
OG0002690	Cg002G060600	Np001G046390
OG0002691	Cg002G058340	Np001G049190
OG0002691	Cg003G111260	Np001G005910
OG0002692	Cg003G076390, Cg014G333200	Np003G189290
OG0002692	Cg006G244970	Np004G259300
OG0002693	Cg003G079020, Cg003G094930	Np003G185860
OG0002694	Cg008G320500	Np001G040030
OG0002694	Cg006G242690	Np004G256630
OG0002695	Cg005G175040	Np006G355410
OG0002695	Cg006G240500	Np004G253930
OG0002696	Cg006G238260	Np004G251580
OG0002696	Cg005G178380	Np006G359830
OG0002697	Cg004G124370	Np007G414300
OG0002698	Cg004G118470	Np007G422350
OG0002698	Cg008G297670	Np003G144710
OG0002699	Cg008G297720	Np003G144760
OG0002700	Cg008G298520	Np003G145680
OG0002701	Cg008G309700, Cg008G311530	Np007G415890, Np001G017260
OG0002702	Cg002G050180	Np001G060150
OG0002702	Cg005G165710	Np007G386780, Np006G331700
OG0002703	Cg006G216220	Np004G213500
OG0002704	Cg005G169450	Np006G337870
OG0002705	Cg002G052300	Np001G057340
OG0002705	Cg005G167600	Np006G335000
OG0002706	Cg007G280120	Np002G072130
OG0002706	Cg006G229620	Np004G239930
OG0002707	Cg007G273830	Np002G081140
OG0002707	Cg006G228070	Np004G238020
OG0002708	Cg007G275920	Np002G078070
OG0002708	Cg006G226360	Np004G235850
OG0002709	Cg007G277570	Np002G075640
OG0002710	Cg007G271860	Np002G083750
OG0002712	Cg006G220310	Np004G209020
OG0002714	Cg006G230740	Np004G241260
OG0002715	Cg002G075240	Np001G027050
OG0002715	Cg007G259070, Cg006G230950	Np004G241530
OG0002716	Cg006G235670	Np004G248460
OG0002716	Cg006G235680	Np004G248470
OG0002717	Cg008G296640	Np003G143440
OG0002718	Cg008G297620	Np003G144630
OG0002718	Cg008G297610	Np003G144580
OG0002719	Cg008G304380, Cg008G304370, Cg008G304410	Np001G012050
OG0002720	Cg008G312780	Np001G052580
OG0002721	Cg008G320100, Cg002G057520	Np001G050330
OG0002721	Cg008G304120	Np001G011760
OG0002722	Cg007G269660	Np002G087300
