Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0001743	g44158, g40971	Cg007G249310
OG0001744	g46653	Cg001G041860
OG0001744	g1606	Cg002G071510
OG0001745	g10488	Cg002G070950
OG0001745	g16835	Cg001G041280
OG0001746	g10411	Cg002G069260
OG0001748	g46749	Cg001G038010
OG0001748	g44939	Cg007G266860
OG0001749	g40779	Cg007G245990
OG0001749	g46630	Cg001G042680
OG0001750	g16793	Cg001G042170
OG0001750	g40839	Cg007G246840
OG0001751	g7353	Cg004G127560
OG0001752	g16537, g16527, g16543	Cg008G313370
OG0001753	g7316	Cg004G128020
OG0001753	g29651	Cg008G287770
OG0001754	g28309	Cg003G097550
OG0001754	g23797	Cg001G015730
OG0001755	g23739, g47556	Cg001G015040, Cg003G099350
OG0001756	g41252	Cg003G099770
OG0001756	g47647	Cg001G012820
OG0001757	g47591	Cg001G014080
OG0001758	g29116	Cg008G299930
OG0001758	g29393	Cg008G292960
OG0001759	g9922	Cg008G288810, Cg003G108810, Cg003G108820
OG0001760	g40685	Cg008G324700
OG0001761	g40586	Cg008G323060
OG0001761	g17468	Cg001G022150
OG0001762	g17454	Cg001G021780
OG0001762	g10974	Cg008G322850
OG0001763	g17397	Cg001G020800
OG0001764	g40431	Cg003G080760
OG0001764	g17308	Cg001G018820
OG0001765	g25735, g25734	Cg003G082640, Cg003G082630
OG0001766	g40310	Cg003G083740
OG0001766	g27799	Cg006G212430
OG0001767	g45981	Cg007G272300
OG0001767	g27863	Cg006G210440
OG0001768	g37066, g51363	Cg005G173120, Cg006G218630
OG0001769	g13994	Cg004G153970
OG0001769	g22958, g47950, g18243	Cg001G004030
OG0001770	g19380, g2598	Cg002G056930
OG0001771	g50913	Cg005G191940
OG0001771	g22804	Cg001G002370
OG0001772	g41582	Cg007G267980
OG0001773	g41224	Cg003G099200
OG0001774	g18427	Cg008G318500
OG0001775	g47406, g23975	Cg001G018990
OG0001776	g40549	Cg008G322150
OG0001777	g25441	Cg014G332130, Cg003G077490, Cg003G077500, Cg014G332120
OG0001778	g37747	Cg005G157960
OG0001779	g18717	Cg002G044000
OG0001779	g37734	Cg005G158050
OG0001780	g37582	Cg005G160720
OG0001780	g18807	Cg002G046040
OG0001781	g18860	Cg002G046500
OG0001781	g37540, g52163	Cg005G161490
OG0001782	g18912	Cg002G047400
OG0001782	g37479	Cg005G162870
OG0001783	g41404	Cg008G300780
OG0001784	g96	Cg003G114260
OG0001784	g19378	Cg002G056910
OG0001785	g45274	Cg014G333270
OG0001785	g30736	Cg006G244860
OG0001786	g30743	Cg006G244640
OG0001786	g25397	Cg003G076990, Cg014G332620
OG0001787	g25440	Cg003G077510, Cg014G332110
OG0001787	g49363	Cg006G243980
OG0001788	g39548	Cg003G078130, Cg014G331550
OG0001788	g30781	Cg006G243730
OG0001790	g51244	Cg005G175280
OG0001790	g49532, g30974	Cg006G240130
OG0001791	g39881	Cg005G175770
OG0001792	g39937	Cg005G176700
OG0001792	g49559	Cg006G239180
OG0001793	g31048, g27000	Cg006G238960
OG0001793	g37884	Cg005G176950
OG0001794	g31061	Cg006G238720
OG0001794	g40021	Cg005G177600
OG0001795	g12683	Cg004G117650
OG0001795	g5070, g29203	Cg008G296360
OG0001796	g7831, g12764	Cg004G118330
OG0001796	g5002	Cg008G297470
OG0001797	g41499	Cg008G297890
OG0001798	g10099	Cg008G305980
OG0001798	g7678	Cg004G121860
OG0001799	g4783, g10141	Cg008G306900
OG0001799	g7677	Cg004G121870
OG0001800	g7649	Cg004G122350
OG0001800	g29064	Cg008G298970
OG0001801	g10228	Cg008G311080, Cg008G309280
OG0001801	g7614	Cg004G123080
OG0001802	g41876	Cg007G266200
OG0001803	g51583	Cg005G170120
OG0001803	g2393	Cg002G053750
OG0001804	g46537	Cg007G280310
OG0001804	g31638	Cg006G229780
OG0001805	g46486	Cg007G279540
OG0001805	g27352	Cg006G229130
OG0001806	g18004	Cg007G272790
OG0001806	g49996	Cg006G228670
OG0001807	g38011, g51543	Cg005G170790
OG0001807	g50088, g31856	Cg006G226510
OG0001808	g44414	Cg007G276690
OG0001808	g31916	Cg006G225650
OG0001809	g45827	Cg007G270530
OG0001809	g32076, g50322	Cg006G221690
OG0001810	g32154, g50363	Cg006G220870
OG0001811	g44855	Cg007G268280
OG0001811	g32219	Cg006G219900
OG0001812	g44864	Cg007G268040
OG0001812	g50394	Cg006G219820
OG0001814	g38524	Cg005G193170
OG0001814	g22697	Cg001G001100
OG0001816	g7716	Cg004G120880
OG0001816	g10153	Cg008G307120
OG0001817	g5631	Cg008G286390
OG0001818	g19405	Cg002G057510
OG0001818	g543	Cg008G304140
OG0001819	g9630	Cg003G115370
OG0001819	g19338, g2518	Cg002G055900
OG0001820	g19435, g2686	Cg002G058160
OG0001821	g36567, g36570, g36564	Cg006G197360
OG0001822	g54248	Cg006G197850, Cg006G197840
OG0001823	g5913	Cg004G156710
OG0001824	g38074	Cg005G168950
OG0001824	g19180	Cg002G052820
OG0001825	g19071	Cg002G050750
OG0001826	g19012	Cg002G049550
OG0001826	g38154	Cg005G164890
OG0001827	g2068, g2069	Cg002G049320
OG0001828	g52178	Cg005G161230
OG0001828	g18842	Cg002G046420
OG0001833	g47787	Cg001G008940
OG0001835	g50122	Cg006G225840, Cg006G225830
OG0001836	g40925	Cg007G248190
OG0001837	g29751	Cg008G285890, Cg008G285910, Cg008G285900
OG0001838	g47207, g47209, g47208	Cg001G023530, Cg001G023520
OG0001839	g6174	Cg005G181910
OG0001840	g24581, g35924, g40550, g45129, g2969, g46849	Cg008G322320
OG0001844	g17011	Cg001G011270
OG0001844	g5950	Cg004G156110
OG0001846	g6106	Cg004G153020
OG0001846	g23015	Cg001G004950
OG0001847	g47180	Cg001G024340
OG0001847	g24312	Cg001G024360
OG0001848	g49729	Cg006G235570
OG0001849	g44174	Cg007G249150
OG0001849	g40968	Cg007G249160
OG0001851	g10491	Cg002G071020
OG0001852	g46697	Cg001G039720
OG0001852	g10375	Cg002G070160
OG0001853	g44973	Cg007G266230
OG0001854	g45045	Cg007G264690
OG0001855	g45079	Cg007G262790
OG0001855	g17383	Cg001G020400
OG0001856	g44231	Cg007G247900
OG0001856	g31351	Cg006G233800
OG0001857	g47578, g17146	Cg001G014630
OG0001857	g28595	Cg003G104540
OG0001858	g29802	Cg008G284930
OG0001858	g13080, g13076	Cg004G125890
OG0001859	g12369	Cg004G126170
OG0001861	g12325	Cg004G127040
OG0001861	g5622	Cg008G286620
OG0001862	g5592, g29671	Cg008G287380
OG0001862	g7348, g12306	Cg004G127640
OG0001863	g17176	Cg001G015560
OG0001863	g41165, g1333	Cg003G097980
OG0001864	g28478	Cg003G101710
OG0001864	g17095	Cg001G013450
OG0001865	g969	Cg003G101910
OG0001865	g23654	Cg001G013530
OG0001866	g979	Cg003G102150
OG0001866	g23661	Cg001G013670
OG0001867	g1109, g23732	Cg001G014910
OG0001868	g644	Cg008G300020
OG0001869	g143	Cg003G113620
OG0001869	g45544	Cg008G290990
OG0001870	g9717	Cg003G113390
OG0001870	g5412, g45537	Cg008G290870
OG0001871	g165	Cg008G290450, Cg008G290460
OG0001872	g5438	Cg008G290300
OG0001873	g29556, g45516	Cg008G289920
OG0001873	g45515	Cg008G289910
OG0001874	g5476, g29571	Cg008G289570
OG0001875	g5511	Cg008G289020
OG0001875	g461	Cg008G302820
OG0001876	g9928, g440	Cg003G108710
OG0001877	g5545	Cg008G288220
OG0001878	g24262	Cg001G023500
OG0001878	g40692, g10884	Cg008G324870
OG0001879	g17515	Cg001G022970
OG0001879	g10926	Cg008G324190
OG0001880	g24206, g17489	Cg008G323690
OG0001880	g17487	Cg001G022640
OG0001881	g24038	Cg001G020020
OG0001882	g40459	Cg003G080130, Cg003G093870
OG0001882	g24003	Cg001G019450
OG0001883	g25579	Cg003G080300, Cg003G093680
OG0001883	g23985	Cg001G019180
OG0001884	g49932	Cg006G230680
OG0001884	g19265, g19275	Cg007G251160
OG0001885	g50681	Cg006G212690
OG0001885	g40311	Cg003G083760
OG0001886	g27908	Cg006G209210
OG0001886	g40261	Cg003G085420
OG0001887	g40222	Cg003G087020
OG0001887	g27954, g35903	Cg006G208180
OG0001888	g50500	Cg006G217650, Cg005G172470
OG0001889	g6013	Cg004G154510
OG0001889	g47970	Cg001G003610
OG0001890	g22794	Cg001G002130
OG0001890	g22795	Cg001G002140
OG0001891	g47567	Cg001G014780
OG0001891	g49736	Cg006G235300
OG0001892	g11134	Cg008G318560
OG0001892	g50432	Cg006G218920
OG0001893	g40316	Cg003G083700
OG0001894	g51840	Cg005G166250
OG0001894	g40429	Cg003G080810, Cg003G080830
OG0001895	g40693	Cg008G324900
OG0001896	g12970	Cg004G120030
OG0001896	g7592	Cg004G123520
OG0001897	g11743	Cg004G141480
OG0001898	g11803	Cg004G139990
OG0001898	g24500	Cg001G027070
OG0001899	g13407	Cg004G139260
OG0001900	g16772	Cg001G042660
OG0001901	g37758	Cg005G157830
OG0001901	g1751	Cg002G043990
OG0001902	g1779	Cg002G044530
OG0001902	g50807	Cg005G158680
OG0001903	g1900	Cg002G045960
OG0001903	g37588	Cg005G160630
OG0001904	g18808	Cg002G046050
OG0001905	g1946	Cg002G046600
OG0001906	g2015	Cg002G047150
OG0001907	g2709	Cg002G058500
OG0001908	g18637	Cg003G111300
OG0001909	g30775	Cg006G243840
OG0001910	g39651, g25519	Cg003G094400, Cg003G079620
OG0001911	g39729	Cg008G319040
OG0001911	g30869	Cg006G242110
OG0001912	g39819	Cg005G174640
OG0001912	g49500	Cg006G240840
OG0001913	g49508, g30949	Cg006G240590
OG0001913	g39829	Cg005G174970
OG0001914	g44144	Cg005G175220
OG0001915	g37904	Cg005G175440
OG0001915	g49535	Cg006G240040
OG0001916	g27007	Cg006G238770
OG0001916	g51175	Cg005G177360
OG0001917	g39987	Cg005G178460
OG0001918	g38265	Cg004G141240
OG0001919	g12720	Cg004G116330
OG0001920	g29194	Cg008G296670
OG0001920	g7859	Cg004G117860
OG0001921	g7857	Cg008G296700
OG0001921	g12673	Cg004G117920
OG0001922	g12542	Cg004G121450
OG0001922	g4799	Cg008G306560
OG0001923	g37316	Cg005G166980
OG0001923	g2237	Cg002G051450
OG0001924	g2348	Cg002G053070
OG0001926	g51704	Cg005G168180
OG0001927	g31615, g49947	Cg006G230230
OG0001928	g46453	Cg007G279130
OG0001928	g27363	Cg006G228830
OG0001929	g27389	Cg006G228260
OG0001929	g46027	Cg007G273470
OG0001930	g31800	Cg006G227330
OG0001930	g44533	Cg007G274820
OG0001931	g44507	Cg007G275220
OG0001931	g27422, g50058	Cg006G227090
OG0001932	g50085	Cg006G226620
OG0001933	g44384	Cg006G224820, Cg007G277470
OG0001934	g50228	Cg006G223800
OG0001934	g46403	Cg007G278640
OG0001935	g45880, g44680	Cg007G271240
OG0001937	g50346	Cg006G221060
OG0001937	g44755, g45804	Cg007G269890
OG0001938	g32261	Cg006G219370
OG0001938	g27631	Cg006G219360
OG0001939	g38531	Cg005G193460
OG0001940	g10279, g12664	Cg008G284520
OG0001942	g7200	Cg003G083690
OG0001943	g7362	Cg004G127510
OG0001944	g7373	Cg004G127300
OG0001944	g29692	Cg008G287040
OG0001945	g10022	Cg008G304280, Cg002G057330
OG0001946	g2685	Cg002G058130
OG0001947	g3074	Cg002G062580, Cg002G062590
OG0001948	g3302	Cg002G063750
OG0001949	g11549, g34680, g35220	Cg002G063550
OG0001950	g13205	Cg004G129880
OG0001950	g27990	Cg006G195270
OG0001951	g7132	Cg004G131100
OG0001951	g36619	Cg006G196380
OG0001952	g13270, g6997	Cg004G133180
OG0001954	g45604, g5296	Cg008G293100
OG0001954	g11895, g6705	Cg004G137720
OG0001955	g54225, g36517	Cg006G198080
OG0001955	g6680	Cg004G138250
OG0001956	g6159, g13696	Cg004G150220, Cg004G151090
OG0001957	g51462	Cg005G171880
OG0001957	g50540, g27704	Cg006G215940
OG0001958	g6198, g6199, g6200	Cg004G148740
OG0001959	g11200	Cg002G046850
OG0001961	g36441	Cg006G199420
OG0001962	g16677, g16675	Cg006G238750, Cg008G308430
OG0001963	g45219	Cg003G078840, Cg014G330690
OG0001968	g39431, g39443, g41757, g41755	Cg003G100990, Cg003G100980, Cg003G100970, Cg003G101000, Cg003G101380
OG0001971	g23497	Cg001G011360
OG0001971	g13812	Cg004G156150
OG0001972	g47744	Cg001G010150
OG0001972	g5992	Cg004G154910
OG0001973	g23361	Cg001G009520
OG0001973	g50979	Cg005G190120
OG0001974	g50991	Cg005G190380
OG0001974	g47780	Cg001G009190
OG0001975	g13676	Cg004G148270
OG0001975	g23162	Cg001G006690
OG0001976	g47894, g23048	Cg001G005470
OG0001976	g14109	Cg004G152400
OG0001977	g51540	Cg005G170850
OG0001977	g17570	Cg001G024570
OG0001978	g27146, g49770	Cg006G234700
OG0001979	g10715	Cg002G074500
OG0001979	g49908	Cg006G231410
OG0001980	g10694	Cg002G074300
OG0001980	g31522	Cg006G231560
OG0001981	g31424, g49863, g27208	Cg006G232870, Cg002G072290
OG0001982	g27205	Cg006G233030
OG0001983	g16813	Cg001G041670
OG0001984	g10501	Cg002G071100
OG0001984	g16827	Cg001G041480
OG0001985	g49818	Cg001G018290
OG0001986	g11259, g19013	Cg002G049560
OG0001986	g51975	Cg005G164880
OG0001987	g5703	Cg008G284890
OG0001987	g13074	Cg004G125870
OG0001988	g45430, g5627	Cg008G286580
OG0001989	g7380	Cg004G127190
OG0001989	g45445	Cg008G286910
OG0001990	g28469	Cg003G101490
OG0001990	g23640	Cg001G013380
OG0001991	g996	Cg003G102370
OG0001992	g17128	Cg001G014090
OG0001992	g28533	Cg003G103210
OG0001993	g23695	Cg001G014210
OG0001994	g17882	Cg003G105150, Cg001G014940
OG0001995	g5318	Cg008G292670
OG0001995	g645	Cg008G299970
OG0001996	g5360, g29428	Cg008G292180
OG0001996	g18545	Cg008G305720, Cg008G305690
OG0001997	g29551	Cg008G290040
OG0001997	g50914	Cg005G191980
OG0001998	g9776	Cg003G112140
OG0001999	g29618	Cg008G288460
OG0001999	g9891	Cg003G109300
OG0002000	g398, g9883	Cg003G109510
OG0002001	g40646	Cg008G324290
OG0002001	g17511	Cg001G023040
OG0002002	g11025	Cg001G020780
OG0002003	g23971, g47411	Cg001G018840
OG0002003	g45153	Cg003G080670
OG0002004	g23936	Cg003G081690, Cg001G018110
OG0002005	g40350	Cg003G082680
OG0002005	g47473, g17257, g23876	Cg001G017140
OG0002006	g23870	Cg001G017060
OG0002006	g25752	Cg003G083000
OG0002008	g40320	Cg003G083540
OG0002008	g27789, g50667	Cg006G213040
OG0002010	g32372	Cg006G217490
OG0002011	g32400	Cg006G217390, Cg006G217380, Cg006G217400
OG0002012	g22997	Cg001G004690
OG0002013	g47926	Cg001G004580
OG0002014	g22963	Cg001G004160
OG0002015	g5998	Cg004G154780
OG0002015	g47975	Cg001G003370
OG0002016	g38456	Cg005G191820
OG0002016	g18284	Cg001G002510
OG0002017	g22772	Cg001G001900
OG0002018	g18309, g22686	Cg001G000930
OG0002019	g50590	Cg006G214940
OG0002021	g47482, g23861	Cg001G016980
OG0002022	g31717	Cg006G228390
OG0002022	g10955	Cg008G323480
OG0002023	g11784	Cg004G140130
OG0002023	g24513	Cg001G027250, Cg001G027260
OG0002024	g17705	Cg001G026770
OG0002024	g11827	Cg004G139510
OG0002025	g37664, g37665	Cg005G159280
OG0002026	g37566	Cg005G161020
OG0002027	g2089	Cg002G048960
OG0002027	g52000	Cg005G164380
OG0002028	g847, g11561, g2990	Cg002G062060
OG0002028	g41325	Cg003G108150
OG0002029	g39467	Cg003G077090, Cg014G332540
OG0002030	g39593	Cg003G078650, Cg014G330900
OG0002030	g30806	Cg006G243320
OG0002031	g30882	Cg006G241780, Cg005G173460
OG0002032	g39788, g37923	Cg005G174410
OG0002033	g31021	Cg006G239480
OG0002033	g39899	Cg005G176080
OG0002034	g49567	Cg006G238580
OG0002034	g51123	Cg005G177850
OG0002035	g28513	Cg003G102560
OG0002036	g5083	Cg008G296110
OG0002037	g5082	Cg008G296120
OG0002037	g12751	Cg004G117480
OG0002038	g13267, g12076	Cg004G133100
OG0002039	g19073	Cg002G050820
OG0002039	g38133	Cg005G166440
OG0002040	g51592	Cg005G169960
OG0002040	g19213, g2387	Cg002G053670
OG0002041	g51628	Cg005G169390
OG0002041	g19201, g2359	Cg002G053190
OG0002043	g36367	Cg006G200780
OG0002045	g31617	Cg006G230160
OG0002045	g13599	Cg005G174520
OG0002046	g31630	Cg006G229890
OG0002047	g27341	Cg006G229470
OG0002047	g46505	Cg007G279860
OG0002048	g31709	Cg006G228520
OG0002049	g46033	Cg007G273570
OG0002049	g27394	Cg006G228210
OG0002050	g31952	Cg006G225110
OG0002050	g46276	Cg007G277130
OG0002051	g39849	Cg006G225020
OG0002051	g52046	Cg005G163740
OG0002052	g31966	Cg006G224910
OG0002053	g31994	Cg006G224600
OG0002054	g27541, g50275	Cg006G222910
OG0002054	g45907	Cg007G271650
OG0002055	g32066	Cg006G222630
OG0002055	g44687, g45875	Cg007G271160
OG0002056	g51050	Cg005G187870
OG0002056	g23271	Cg001G008030
OG0002057	g23291, g47802	Cg001G008450, Cg005G188390
OG0002058	g7376	Cg004G127230
OG0002059	g30913	Cg006G241170
OG0002060	g45844	Cg007G270740
OG0002060	g5156	Cg008G295090
OG0002061	g36906	Cg008G303630
OG0002063	g29646	Cg008G287880
OG0002063	g28729, g1167	Cg003G105960
OG0002064	g2473	Cg002G055410, Cg002G055400
OG0002066	g46314	Cg007G277450
OG0002067	g46240	Cg007G276470
OG0002068	g44329	Cg007G279920, Cg007G280230
OG0002069	g46520	Cg007G280000
OG0002069	g14331	Cg007G279990
OG0002070	g27338	Cg006G229670
OG0002071	g7240	Cg004G129260
OG0002071	g54317, g36719	Cg006G194770
OG0002072	g27983	Cg006G194930
OG0002072	g7228	Cg004G129430
OG0002073	g7138	Cg004G131000
OG0002074	g24374, g24365	Cg001G025020
OG0002074	g12059	Cg004G133510
OG0002075	g1441, g13813, g13872	Cg004G156270
OG0002075	g13873	Cg004G156260
OG0002076	g27974	Cg006G194070
OG0002076	g7287	Cg004G128470
OG0002077	g54217	Cg006G198170
OG0002077	g13379	Cg004G138110
OG0002078	g2187	Cg002G050670
OG0002078	g19068	Cg002G050680
OG0002082	g19148	Cg002G052020
OG0002083	g37383	Cg005G164730
OG0002087	g35591, g24769, g3769, g22656, g22639, g22648, g22219, g29922, g29936, g29926, g29923	Cg007G257390
OG0002093	g14309	Cg004G149420
OG0002093	g23109	Cg001G006000
OG0002094	g23080	Cg001G005720
OG0002095	g6112	Cg004G153190
OG0002095	g23012	Cg001G004920
OG0002096	g41103	Cg007G253730
OG0002097	g44068	Cg007G251620
OG0002097	g27105	Cg006G235840
OG0002098	g44142	Cg007G249870
OG0002098	g41008	Cg007G250330
OG0002099	g40988	Cg007G250060
OG0002100	g31483, g27249, g49897	Cg006G232100
OG0002100	g1549	Cg002G073720
OG0002101	g10506, g1611	Cg002G071240
OG0002102	g12436	Cg004G123720, Cg007G260700
OG0002103	g40755	Cg007G245740
OG0002103	g7662	Cg001G042990
OG0002104	g40798	Cg007G246440
OG0002104	g46645	Cg001G042280
OG0002105	g31400	Cg006G233240
OG0002105	g40856	Cg007G247220
OG0002106	g40922	Cg007G248090
OG0002107	g2134	Cg002G049630
OG0002107	g37375	Cg005G165050
OG0002108	g7519	Cg004G124650
OG0002109	g5751	Cg008G283920
OG0002111	g5700	Cg008G284920
OG0002111	g12374	Cg004G125880
OG0002112	g45411	Cg008G285830
OG0002112	g7415, g12359	Cg004G126390
OG0002114	g23613	Cg001G012950
OG0002114	g924	Cg003G100450
OG0002115	g23671, g47607	Cg001G013820
OG0002116	g39370	Cg003G102760
OG0002116	g23680	Cg001G014020
OG0002117	g45613, g32260	Cg006G219390
OG0002118	g619	Cg008G305570
OG0002118	g5365, g29430	Cg008G292110
OG0002119	g29482	Cg008G291180
OG0002119	g10034	Cg008G304590
OG0002120	g496	Cg008G303290
OG0002120	g5495	Cg008G289380
OG0002121	g29632	Cg008G288130
OG0002122	g24269	Cg001G023660
OG0002123	g10981	Cg008G322680
OG0002123	g17446	Cg001G021640
OG0002124	g10983	Cg008G322530
OG0002125	g40506	Cg008G321180
OG0002126	g40466	Cg003G079970, Cg003G094040
OG0002126	g24023	Cg001G019750
OG0002127	g40347	Cg003G082800
OG0002127	g23872	Cg001G017100
OG0002128	g40324	Cg003G083510
OG0002128	g50665, g27787	Cg006G213050
OG0002129	g40276	Cg003G084520
OG0002129	g32729	Cg006G210990
OG0002131	g39546	Cg003G078110, Cg014G331580
OG0002131	g30788	Cg006G243710
OG0002134	g18238	Cg001G004040
OG0002135	g47976	Cg001G003360
OG0002136	g38546	Cg005G193700
OG0002136	g18328	Cg001G000690
OG0002137	g46699	Cg001G039620
OG0002137	g16892	Cg001G039650
OG0002138	g37085	Cg005G172260
OG0002139	g37045	Cg006G204280
OG0002139	g11140	Cg008G318310
OG0002141	g47017	Cg001G028740
OG0002141	g6494	Cg004G141520
OG0002142	g18755	Cg002G043670
OG0002142	g37772	Cg005G157580
OG0002143	g37767	Cg005G157660
OG0002144	g37452, g38191	Cg005G163450, Cg005G163440
OG0002145	g37430	Cg005G163890
OG0002145	g2046	Cg002G048290
OG0002146	g3103	Cg002G062950
OG0002146	g805	Cg008G302380
OG0002147	g28776	Cg003G107560, Cg003G107550
OG0002149	g46985	Cg002G058750
OG0002149	g319	Cg003G110930
OG0002150	g2593	Cg002G056800
OG0002150	g9668	Cg003G114480
OG0002151	g18262	Cg003G115020
OG0002151	g13956	Cg004G154620
OG0002152	g49301	Cg006G245080
OG0002153	g49304	Cg006G245000
OG0002154	g39682	Cg008G320290
OG0002154	g30843	Cg006G242550
OG0002155	g39712	Cg008G319640
OG0002156	g39752	Cg005G173470
OG0002157	g39795, g37925	Cg005G174320
OG0002157	g30918	Cg006G241120
OG0002158	g23621, g47637	Cg001G013070
OG0002159	g5059	Cg008G296530
OG0002161	g7750, g12813	Cg008G307630
OG0002162	g6516	Cg004G141150
OG0002162	g12504	Cg004G122020
OG0002163	g12940, g7629	Cg004G122760, Cg004G122770
OG0002164	g12943	Cg008G310460, Cg008G308800
OG0002164	g12475	Cg004G122820
OG0002165	g29351	Cg008G293630
OG0002166	g11267	Cg002G050210
OG0002166	g51881	Cg005G165730
OG0002167	g37321	Cg005G166710
OG0002168	g51549	Cg005G170700
OG0002168	g19259	Cg002G054430
OG0002169	g51729	Cg005G167680
OG0002169	g2306	Cg002G052380
OG0002170	g46547	Cg007G280510
OG0002171	g31640	Cg006G229760
OG0002171	g44309	Cg007G280300
OG0002172	g46536	Cg007G280280
OG0002173	g31652	Cg006G229500
OG0002174	g46175, g44490	Cg007G275430
OG0002175	g46287	Cg007G277200
OG0002175	g50161, g31957	Cg006G225030
OG0002176	g32040	Cg008G315760, Cg008G315770, Cg006G223390
OG0002176	g27522	Cg006G223380
OG0002177	g45900	Cg007G271570
OG0002178	g32109	Cg006G222460
OG0002179	g41650	Cg007G267570
OG0002179	g32254	Cg006G219480
OG0002181	g23102, g23098, g25483	Cg001G005860
OG0002182	g429, g9911	Cg003G108970
OG0002183	g31458	Cg006G232490
OG0002183	g10595	Cg002G072720
OG0002184	g45501	Cg006G216090
OG0002184	g49790	Cg006G233940
OG0002185	g31345	Cg006G233960
OG0002185	g27170	Cg007G248180
OG0002186	g53350	Cg007G250020
OG0002186	g27131	Cg006G235000
OG0002187	g31215, g49701	Cg006G236240
OG0002187	g12988	Cg004G124240
OG0002188	g30937	Cg006G240770
OG0002189	g7385	Cg004G127090
OG0002189	g29700	Cg008G286800
OG0002190	g12363	Cg004G126310
OG0002190	g29764	Cg008G285670
OG0002191	g11892, g6701, g630	Cg004G137790, Cg004G137800
OG0002192	g3318	Cg002G064030
OG0002193	g692, g28962, g41413	Cg007G246770, Cg007G245690
OG0002194	g12255, g13152	Cg004G128730
OG0002195	g7239	Cg004G129270, Cg001G016900
OG0002195	g54318	Cg006G194780
OG0002196	g24403	Cg001G025380
OG0002196	g6998	Cg004G133160
