Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0009309	Np004G1952800	Ag001G0062800
OG0009310	Np004G1952500	Ag001G0063300
OG0009311	Np004G1950300	Ag001G0067800
OG0009312	Np004G1942900	Ag001G0080900
OG0009313	Np004G1942700	Ag001G0081100
OG0009314	Np004G1941900	Ag001G0082800
OG0009315	Np004G1937100	Ag001G0089500
OG0009316	Np001G0419800	Ag023G2801800
OG0009317	Np006G3440100	Ag023G2807000
OG0009318	Np006G3438000	Ag023G2807900
OG0009319	Np006G3433600	Ag023G2810200
OG0009320	Np006G3431000	Ag023G2813100
OG0009321	Np006G3429500	Ag019G2503300, Ag019G2502900, Ag023G2813900
OG0009322	Np006G3427200	Ag023G2815900
OG0009323	Np006G3419600	Ag034G3838200, Ag023G2819600
OG0009324	Np006G3419300	Ag023G2820200
OG0009325	Np006G3418000	Ag023G2821400
OG0009326	Np006G3417800	Ag023G2822000
OG0009327	Np006G3416400	Ag023G2824400
OG0009328	Np006G3413500	Ag023G2825900
OG0009329	Np006G3413400	Ag023G2827000
OG0009330	Np006G3411900	Ag023G2828200
OG0009331	Np006G3408700	Ag023G2833200
OG0009332	Np006G3407500	Ag023G2835000
OG0009333	Np006G3406300	Ag023G2837500
OG0009334	Np006G3402200	Ag023G2843100
OG0009335	Np006G3401900	Ag023G2843600
OG0009336	Np006G3400200	Ag023G2846400
OG0009337	Np006G3399900	Ag023G2847000
OG0009338	Np006G3399500	Ag023G2847200
OG0009339	Np005G2899500	Ag050G4742100
OG0009340	Np005G3075200	Ag050G4743800
OG0009341	Np005G2902400	Ag050G4748800
OG0009342	Np005G2906900	Ag050G4753500
OG0009343	Np005G2904900	Ag050G4756400
OG0009344	Np005G2904700, Np005G3027000	Ag050G4756800
OG0009345	Np005G2926600	Ag050G4783200
OG0009346	Np005G2929000	Ag050G4785900
OG0009347	Np005G2934400	Ag050G4791100
OG0009348	Np005G2934500	Ag050G4791200
OG0009349	Np005G2939000	Ag050G4794000
OG0009350	Np005G2958000	Ag050G4798500
OG0009351	Np005G2959200	Ag050G4798700
OG0009352	Np005G2959500	Ag050G4798900
OG0009354	Np001G0526300	Ag008G0939000, Ag024G2894800, Ag008G0962800, Ag008G0963000
OG0009355	Np001G0525300	Ag008G0941700
OG0009356	Np004G2389200	Ag034G3917800
OG0009357	Np001G0523900	Ag008G0944900
OG0009358	Np001G0521700	Ag008G0949400
OG0009359	Np001G0520600	Ag008G0952100
OG0009360	Np001G0520400	Ag008G0952500
OG0009361	Np001G0519700, Np001G0519000	Ag008G0953700
OG0009362	Np001G0518700, Np001G0519400	Ag008G0953900
OG0009363	Np005G2835500	Ag077G5320100, Ag033G3490500
OG0009364	Np003G1736300	Ag051G4819600, Ag051G4800500
OG0009365	Np003G1660100	Ag051G4805100
OG0009366	Np003G1662300, Np003G1664100	Ag051G4807500
OG0009367	Np003G1674600	Ag051G4810100
OG0009368	Np003G1845500	Ag051G4817200
OG0009369	Np001G0431100	Ag051G4826200
OG0009370	Np007G3801200	Ag044G4473400
OG0009371	Np007G3795400	Ag044G4477800
OG0009372	Np007G3781600	Ag044G4484700
OG0009373	Np007G3780600	Ag044G4485700
OG0009374	Np007G3780300	Ag044G4486200
OG0009375	Np007G3775600	Ag044G4490200
OG0009376	Np007G3768700	Ag044G4496200
OG0009377	Np001G0686100	Ag044G4502500, Ag031G3185600
OG0009378	Np007G3761800	Ag044G4503900
OG0009379	Np007G3761400	Ag044G4504600
OG0009380	Np005G2828400	Ag033G3476100, Ag052G4848600
OG0009381	Np005G2829000	Ag033G3477500, Ag052G4845900
OG0009382	Np005G2831200	Ag033G3480600
OG0009383	Np005G2830700	Ag033G3481300, Ag052G4842700
OG0009384	Np005G2844400	Ag033G3504700
OG0009385	Np005G2845600	Ag033G3505200
OG0009386	Np005G2848300	Ag033G3513700
OG0009387	Np005G2850200	Ag033G3517400
OG0009388	Np005G2855900	Ag033G3524800
OG0009389	Np005G2858500	Ag033G3533700
OG0009390	Np005G3188500	Ag033G3540500
OG0009391	Np005G2862900, Np004G2027500	Ag033G3544900, Ag033G3545000, Ag033G3545100
OG0009392	Np005G3199900	Ag033G3566600
OG0009393	Np005G2887700	Ag033G3567500
OG0009394	Np005G2885800	Ag033G3572400
OG0009395	Np005G2884900	Ag033G3577600, Ag061G5037700, Ag033G3578000, Ag033G3578300
OG0009396	Np005G2883000	Ag033G3581900
OG0009397	Np005G2882900	Ag033G3582000
OG0009400	Np004G2392400	Ag033G3593900, Ag034G3911300
OG0009401	Np005G2874300	Ag033G3597800
OG0009402	Np005G2875600	Ag033G3601300
OG0009403	Np005G2877200	Ag033G3604500
OG0009404	Np001G0247100	Ag033G3611500
OG0009405	Np005G2866700	Ag033G3612400
OG0009406	Np007G3716800	Ag033G3619600
OG0009407	Np006G3614800	Ag028G3084200, Ag026G2979500
OG0009408	Np005G3003000, Np001G0686700	Ag031G3137900
OG0009409	Np005G3000000	Ag031G3139100
OG0009410	Np005G2994900	Ag031G3140000
OG0009411	Np005G2994000	Ag031G3140500
OG0009412	Np005G2989100	Ag031G3142100
OG0009413	Np002G1021500, Np005G2987800	Ag031G3143000
OG0009414	Np005G2963200	Ag031G3146400
OG0009416	Np007G4251700	Ag031G3151900
OG0009417	Np007G4249900	Ag031G3152900
OG0009418	Np007G4249700	Ag031G3153200
OG0009419	Np007G4247700	Ag031G3155500
OG0009420	Np007G4246600	Ag031G3157000
OG0009421	Np001G0009700	Ag031G3157200
OG0009422	Np001G0007200	Ag031G3159900
OG0009423	Np001G0007100	Ag031G3160000
OG0009424	Np001G0007000	Ag031G3160100
OG0009425	Np001G0006700	Ag031G3160300, Ag031G3160400
OG0009426	Np001G0003500	Ag031G3164600
OG0009427	Np001G0003100	Ag031G3165100
OG0009428	Np001G0697400	Ag031G3171300
OG0009429	Np001G0697100	Ag031G3171600
OG0009430	Np001G0695500	Ag031G3173400
OG0009431	Np001G0693700	Ag031G3175400
OG0009432	Np001G0693100	Ag031G3176000
OG0009433	Np001G0687000	Ag031G3183200
OG0009434	Np001G0686800	Ag031G3183400
OG0009435	Np001G0685600	Ag031G3188100
OG0009436	Np001G0681100	Ag031G3194800
OG0009437	Np001G0680900	Ag031G3195100
OG0009438	Np007G4188200	Ag014G1834700, Ag014G1834300
OG0009439	Np001G0679300	Ag031G3197400
OG0009440	Np001G0679100	Ag031G3197600
OG0009441	Np001G0675700	Ag031G3203000
OG0009442	Np001G0672100	Ag031G3209100
OG0009444	Np001G0669700	Ag031G3211400
OG0009445	Np001G0668900	Ag031G3213400
OG0009446	Np001G0668300	Ag031G3214000
OG0009447	Np003G1472000, Np001G0664800	Ag031G3217900
OG0009448	Np001G0663500	Ag031G3219000
OG0009449	Np001G0662900	Ag031G3220100
OG0009450	Np001G0662800	Ag031G3220400
OG0009451	Np001G0662400	Ag031G3220900
OG0009452	Np001G0662200	Ag031G3221700
OG0009453	Np001G0652600	Ag031G3232200
OG0009454	Np001G0647300	Ag031G3241900
OG0009455	Np001G0647100	Ag031G3242300
OG0009457	Np001G0645800	Ag031G3244600
OG0009458	Np001G0645300	Ag031G3245500
OG0009459	Np001G0641800	Ag031G3254700
OG0009460	Np001G0637400	Ag031G3258800
OG0009461	Np006G3347600, Np001G0636700	Ag031G3260500
OG0009462	Np001G0635800	Ag031G3262100
OG0009463	Np001G0634300	Ag031G3265500
OG0009464	Np001G0633000, Np001G0632800	Ag031G3266600
OG0009465	Np001G0630300	Ag031G3281100
OG0009466	Np001G0629800	Ag031G3282000
OG0009467	Np001G0628000	Ag031G3284700
OG0009468	Np001G0626500	Ag031G3287400
OG0009469	Np001G0617200	Ag031G3302700
OG0009470	Np001G0616600	Ag031G3304200
OG0009471	Np001G0615700	Ag031G3305300
OG0009472	Np001G0614100	Ag031G3308900
OG0009473	Np001G0614000	Ag031G3309000
OG0009474	Np001G0606900	Ag031G3320100
OG0009475	Np001G0604500	Ag031G3324100
OG0009476	Np001G0599300	Ag031G3331200
OG0009477	Np001G0598200	Ag031G3333400
OG0009479	Np001G0591000	Ag031G3344200
OG0009480	Np001G0590300	Ag031G3346400
OG0009481	Np001G0588500	Ag031G3349000
OG0009482	Np001G0588300	Ag031G3353400
OG0009483	Np001G0584400	Ag031G3359900
OG0009484	Np001G0583900	Ag031G3360200
OG0009485	Np002G1185700, Np001G0579200	Ag031G3363500
OG0009486	Np001G0578900	Ag031G3364000
OG0009487	Np001G0578000	Ag031G3364800
OG0009488	Np001G0574500	Ag031G3371600
OG0009489	Np001G0574400	Ag031G3371700
OG0009490	Np001G0573600	Ag031G3373300
OG0009491	Np001G0573100	Ag031G3373800
OG0009492	Np001G0572500	Ag031G3374600
OG0009493	Np001G0572300	Ag031G3376600
OG0009494	Np001G0572000	Ag031G3377200
OG0009495	Np004G2345600	Ag034G3990200, Ag031G3377700
OG0009496	Np001G0571300	Ag031G3379900
OG0009497	Np001G0567700	Ag031G3384400
OG0009498	Np001G0563300	Ag031G3389400
OG0009499	Np001G0559900	Ag031G3397600
OG0009500	Np001G0559800	Ag031G3397700
OG0009501	Np001G0559700	Ag031G3397800
OG0009503	Np001G0551000	Ag031G3407100
OG0009504	Np001G0550900	Ag031G3407300
OG0009505	Np001G0547300	Ag031G3416900
OG0009506	Np003G1616300	Ag020G2563900
OG0009508	Np003G1636700	Ag020G2567600
OG0009509	Np003G1636800	Ag020G2567700
OG0009510	Np003G1638200	Ag020G2570400
OG0009511	Np003G1638500	Ag020G2571400
OG0009512	Np003G1641200	Ag020G2574600
OG0009513	Np003G1641500	Ag020G2574800
OG0009514	Np005G3012800	Ag025G2905000, Ag053G4871200
OG0009515	Np007G3871400	Ag029G3088300
OG0009516	Np007G3872800	Ag029G3094600
OG0009518	Np007G3894700	Ag029G3119300
OG0009519	Np007G3863500	Ag064G5112000, Ag095G5468800
OG0009520	Np007G3868300	Ag064G5113400, Ag095G5469800
OG0009521	Np002G0944400, Np002G1014100	Ag067G5172000
OG0009522	Np002G0927700	Ag067G5180400
OG0009523	Np002G0920800	Ag067G5183800
OG0009524	Np002G0919900	Ag067G5185200
OG0009525	Np002G0919800	Ag067G5185300
OG0009526	Np002G0913800	Ag067G5188800
OG0009527	Np002G0912000	Ag067G5191300
OG0009528	Np002G0903900	Ag067G5196300
OG0009529	Np002G0903700	Ag067G5196500
OG0009530	Np002G0899300	Ag067G5198400
OG0009531	Np002G0898900	Ag067G5198800
OG0009532	Np002G0897600	Ag067G5200700
OG0009533	Np002G0897000	Ag067G5201200
OG0009534	Np002G0892000	Ag067G5206900
OG0009535	Np005G3107800	Ag081G5398700
OG0009536	Np005G3108400	Ag081G5399300
OG0009537	Np001G0171000	Ag081G5400300
OG0009538	Np001G0214800, Np007G3750800	Ag086G5421400, Ag042G4378200
OG0009539	Np007G3749200	Ag042G4380000
OG0009540	Np007G3742500	Ag042G4394800
OG0009541	Np007G3739100	Ag042G4407600
OG0009542	Np007G3732800	Ag042G4424100
OG0009543	Np007G3732700	Ag042G4424200
OG0009544	Np007G3730400	Ag042G4428000
OG0009545	Np006G3305400	Ag039G4182100, Ag039G4182000
OG0009546	Np006G3307500	Ag039G4189000
OG0009547	Np006G3309800	Ag039G4193300
OG0009548	Np006G3311000	Ag039G4194100
OG0009549	Np006G3311400	Ag039G4195100
OG0009550	Np006G3312600	Ag039G4196400
OG0009551	Np006G3315200	Ag039G4201800
OG0009552	Np006G3315400	Ag039G4201900
OG0009553	Np006G3317500	Ag039G4207000
OG0009554	Np006G3318100	Ag039G4207900
OG0009555	Np006G3320300	Ag039G4212900
OG0009556	Np006G3323700	Ag039G4217600
OG0009557	Np006G3324200	Ag039G4218200
OG0009558	Np006G3329200	Ag039G4225700
OG0009559	Np006G3330200	Ag039G4226100
OG0009560	Np005G3065000	Ag039G4226400
OG0009561	Np006G3330700	Ag039G4226600
OG0009562	Np006G3332700	Ag039G4233300
OG0009563	Np001G0435700	Ag015G2188000, Ag039G4236000
OG0009564	Np006G3336600	Ag039G4240600
OG0009565	Np006G3337000	Ag039G4241000
OG0009566	Np006G3337700	Ag039G4244100, Ag039G4244200
OG0009567	Np006G3341300	Ag039G4250600
OG0009568	Np006G3343200	Ag039G4254100
OG0009569	Np006G3346600	Ag039G4263300
OG0009570	Np006G3348800	Ag039G4267900
OG0009571	Np006G3348900	Ag039G4268000, Ag039G4269100, Ag039G4269000
OG0009572	Np006G3349800	Ag039G4270600
OG0009573	Np006G3350000	Ag039G4271100
OG0009574	Np006G3350200	Ag039G4271400
OG0009575	Np006G3351700	Ag039G4274300
OG0009576	Np006G3351800	Ag039G4274400
OG0009577	Np006G3353500	Ag039G4279000, Ag039G4278900
OG0009578	Np006G3353600	Ag039G4279400, Ag039G4279700, Ag039G4279800
OG0009579	Np006G3356300	Ag039G4285700
OG0009580	Np006G3357900	Ag039G4287800
OG0009581	Np006G3360500	Ag039G4290500
OG0009582	Np006G3361400	Ag039G4292200
OG0009583	Np006G3363100	Ag039G4293200
OG0009584	Np001G0278400	Ag039G4295800
OG0009585	Np006G3365400	Ag039G4295900
OG0009586	Np006G3367300, Np006G3367200	Ag039G4299400
OG0009587	Np006G3372100	Ag039G4312800
OG0009588	Np006G3373600	Ag039G4313200
OG0009589	Np006G3374500	Ag039G4314200
OG0009590	Np001G0261900	Ag039G4314700
OG0009591	Np006G3375400	Ag039G4314900
OG0009592	Np003G1761400	Ag039G4316400
OG0009593	Np006G3376300	Ag039G4317100
OG0009594	Np006G3377700	Ag039G4320800
OG0009595	Np006G3379000	Ag039G4323100
OG0009596	Np006G3381700	Ag039G4329600
OG0009597	Np006G3381800	Ag039G4329800
OG0009598	Np003G1826400	Ag066G5129500, Ag066G5129200
OG0009599	Np003G1827100	Ag066G5131200
OG0009600	Np003G1832100	Ag066G5140700
OG0009601	Np003G1832900	Ag066G5142000
OG0009602	Np003G1835800	Ag066G5145800
OG0009603	Np001G0273700	Ag066G5149500
OG0009604	Np003G1838100	Ag087G5426400, Ag066G5156000
OG0009605	Np003G1817900	Ag021G2627000, Ag030G3126000
OG0009607	Np003G1823500	Ag030G3135500
OG0009608	Np003G1824400	Ag030G3136400
OG0009609	Np006G3709300	Ag015G2178700
OG0009610	Np006G3707300	Ag015G2179400
OG0009611	Np006G3699300, Np006G3699400	Ag015G2183500
OG0009612	Np006G3700500	Ag015G2184500
OG0009613	Np006G3703400	Ag015G2186900
OG0009614	Np006G3696100	Ag015G2187200
OG0009615	Np006G3672000	Ag015G2199700
OG0009616	Np006G3666600	Ag015G2200700
OG0009617	Np006G3667300	Ag015G2201400
OG0009618	Np001G0341800, Np006G3659600	Ag015G2204400
OG0009619	Np006G3641700	Ag015G2204600
OG0009620	Np006G3644300	Ag015G2207900
OG0009621	Np006G3625900	Ag015G2215000
OG0009622	Np006G3626700	Ag015G2215700
OG0009623	Np006G3627700	Ag015G2218100
OG0009624	Np006G3624800	Ag015G2219500
OG0009625	Np005G2819400	Ag015G2233000
OG0009626	Np004G2030400	Ag015G2239900
OG0009627	Np003G1576900	Ag015G2247900
OG0009628	Np002G0874900	Ag015G2248000
OG0009629	Np004G2048500	Ag015G2252900
OG0009630	Np004G2043700	Ag015G2258800
OG0009631	Np004G2040500	Ag015G2262100
OG0009632	Np004G2240700	Ag015G2262400
OG0009633	Np004G2087500	Ag015G2265000
OG0009634	Np004G2069300	Ag052G4864000, Ag015G2270800
OG0009635	Np004G2064800	Ag015G2274200, Ag052G4861100
OG0009636	Np003G1774100	Ag021G2580800, Ag026G3002300, Ag026G3002900
OG0009637	Np003G1774000	Ag026G3001600, Ag021G2581500
OG0009638	Np003G1757900	Ag026G2996900, Ag021G2585200
OG0009639	Np003G1754800	Ag021G2591100, Ag026G2994300
OG0009640	Np003G1783700	Ag021G2603100
OG0009641	Np003G1787200	Ag021G2605900
OG0009642	Np003G1787500	Ag021G2606300
OG0009643	Np003G1788300	Ag021G2606500
OG0009644	Np003G1794400	Ag021G2608100
OG0009645	Np003G1814400	Ag021G2625100
OG0009646	Np003G1471900	Ag038G4148100
OG0009647	Np003G1472300	Ag038G4148900
OG0009648	Np001G0139400	Ag038G4154900
OG0009649	Np001G0139600	Ag038G4155200
OG0009650	Np001G0140100	Ag038G4156600
OG0009651	Np001G0141200	Ag038G4158200
OG0009652	Np001G0143000	Ag038G4159700
OG0009653	Np006G3674400, Np001G0144600	Ag038G4163300
OG0009654	Np001G0146000	Ag038G4165800
OG0009655	Np002G0964400, Np001G0598900	Ag034G3720200, Ag038G4166300
OG0009656	Np001G0147400	Ag038G4168400
OG0009657	Np001G0148900	Ag038G4170000
OG0009658	Np001G0150000	Ag038G4172000
OG0009659	Np001G0150200	Ag038G4172200
OG0009660	Np001G0156100	Ag038G4178600
OG0009661	Np007G3725400	Ag088G5429600
OG0009662	Np007G3724800	Ag088G5430300
OG0009663	Np007G3724100	Ag088G5432900, Ag011G1214900
OG0009664	Np007G3722300	Ag088G5434700
OG0009665	Np007G3721500	Ag088G5436500
OG0009666	Np007G3720600	Ag088G5437800
OG0009667	Np007G3716400	Ag088G5444100
OG0009668	Np001G0458800	Ag089G5447700
OG0009669	Np001G0458700	Ag089G5447800
OG0009670	Np001G0458600	Ag089G5447900
OG0009671	Np006G3205500	Ag003G0279100
OG0009672	Np007G3735600	Ag003G0279300
OG0009673	Np006G3206300	Ag003G0279700
OG0009674	Np006G3206800	Ag003G0280100
OG0009675	Np006G3207400	Ag003G0280400
OG0009676	Np006G3207600	Ag003G0280600
OG0009677	Np006G3208200	Ag003G0281300
OG0009678	Np006G3210000	Ag003G0283100
OG0009679	Np006G3224300	Ag003G0300400
OG0009680	Np006G3224500	Ag003G0300600
OG0009681	Np006G3226000	Ag003G0303300
OG0009682	Np006G3227700	Ag003G0304700
OG0009683	Np005G2784500	Ag003G0304800
OG0009684	Np006G3227800	Ag003G0304900
OG0009685	Np006G3227900	Ag003G0305000
OG0009687	Np004G2025700	Ag003G0308800
OG0009688	Np006G3230900	Ag003G0308900
OG0009689	Np006G3231200	Ag003G0309700
OG0009690	Np006G3232000	Ag003G0310600
OG0009691	Np006G3233000	Ag003G0311400
OG0009692	Np006G3233600	Ag003G0311900
OG0009693	Np006G3237300	Ag003G0315700
OG0009694	Np006G3238600	Ag003G0316700
OG0009695	Np006G3238800	Ag003G0316900
OG0009696	Np006G3240300	Ag003G0318600
OG0009697	Np006G3242200	Ag003G0321000, Ag027G3056200
OG0009698	Np006G3242300	Ag003G0321200
OG0009699	Np006G3244000	Ag003G0322300
OG0009700	Np006G3246100	Ag003G0324300
OG0009701	Np006G3246300	Ag003G0324400
OG0009702	Np006G3246800	Ag003G0325400
OG0009703	Np006G3247700	Ag003G0326900
OG0009704	Np006G3248600	Ag003G0328600
OG0009705	Np006G3248800	Ag003G0328800
OG0009706	Np006G3253600	Ag003G0336400
OG0009707	Np006G3257400	Ag003G0342800
OG0009708	Np006G3259300	Ag003G0347500
OG0009709	Np006G3259800	Ag003G0348300
OG0009710	Np006G3264400	Ag003G0353200
OG0009711	Np006G3269400	Ag003G0362800
OG0009712	Np006G3270700	Ag003G0365500
OG0009713	Np006G3271400	Ag003G0366000
OG0009714	Np006G3271800	Ag003G0366500
OG0009715	Np006G3275700	Ag003G0370900
OG0009716	Np006G3275900	Ag003G0371600
OG0009717	Np006G3277600	Ag003G0373600
OG0009718	Np006G3278000	Ag003G0374100
OG0009719	Np001G0343900	Ag016G2309100, Ag003G0374600
OG0009720	Np006G3279400	Ag003G0375600
OG0009721	Np006G3283000	Ag003G0382000
OG0009722	Np006G3283100	Ag003G0382100
OG0009723	Np006G3286400	Ag003G0388200
OG0009724	Np006G3286500	Ag003G0388300
OG0009725	Np006G3287000	Ag003G0392200
OG0009726	Np006G3287600	Ag003G0393400
OG0009727	Np006G3297900	Ag003G0400000
OG0009728	Np006G3296000	Ag003G0403500
OG0009729	Np006G3295500	Ag003G0403900
OG0009730	Np006G3301100	Ag003G0408900
OG0009732	Np001G0335000	Ag037G4139300, Ag016G2315700
OG0009733	Np007G4243100	Ag014G1774300
OG0009734	Np007G4237900	Ag014G1777600
OG0009735	Np007G4235200	Ag014G1781400
OG0009736	Np007G4234900	Ag014G1782000, Ag014G1787800
OG0009737	Np007G4233100	Ag014G1785100
OG0009738	Np007G4232100	Ag014G1785700
OG0009739	Np007G4229600	Ag014G1792000
OG0009740	Np007G4228600	Ag014G1793100
OG0009741	Np007G4225600	Ag014G1796400
OG0009742	Np007G4225000	Ag014G1797200
OG0009743	Np007G4224800	Ag014G1797400
OG0009744	Np007G4221500	Ag014G1801000
OG0009745	Np007G4219500	Ag014G1804300
OG0009746	Np007G4213000	Ag014G1811800
OG0009747	Np007G4211700	Ag014G1813400
OG0009748	Np007G4207400	Ag014G1817400
OG0009749	Np007G4205500	Ag014G1818300
OG0009750	Np007G4204500	Ag014G1820000
OG0009751	Np007G4204400	Ag014G1820200
OG0009752	Np007G4203400	Ag014G1821400
OG0009753	Np007G4202600	Ag014G1822200
OG0009754	Np007G4202300	Ag014G1822500
OG0009755	Np007G4201800	Ag014G1823600
OG0009756	Np007G4196400	Ag014G1825700
OG0009757	Np007G4194600	Ag014G1827700
OG0009758	Np007G4193700	Ag014G1828700
OG0009760	Np007G4184800	Ag014G1840200
OG0009761	Np007G4176400	Ag014G1848700
OG0009762	Np007G4176200	Ag014G1848900
OG0009763	Np007G4173800	Ag014G1851400
OG0009764	Np007G4173300	Ag014G1852400
OG0009765	Np007G4173200	Ag014G1852500
OG0009766	Np007G4171400	Ag014G1855500
OG0009767	Np007G4168800	Ag014G1857300
OG0009768	Np007G4167000	Ag014G1858600
OG0009769	Np007G4164200	Ag014G1861600
OG0009770	Np005G2787500	Ag014G1862700
OG0009771	Np007G4163000	Ag014G1862800
OG0009772	Np007G4160300	Ag014G1865100
OG0009773	Np007G4160000	Ag014G1865500
OG0009774	Np007G4159700	Ag014G1865800
OG0009775	Np007G4158600	Ag014G1866700
OG0009776	Np007G4157500	Ag014G1867800
OG0009777	Np007G4157400	Ag014G1867900
OG0009778	Np007G4155800, Np007G4156000	Ag014G1871100
OG0009779	Np007G4153400	Ag014G1874100
OG0009780	Np007G4151900	Ag014G1875300
OG0009781	Np007G4151700	Ag014G1875500
OG0009782	Np007G4150200	Ag014G1877100
OG0009783	Np007G4147300	Ag014G1878900
OG0009784	Np007G4147200	Ag014G1879200
OG0009785	Np007G4147100	Ag014G1879300
OG0009786	Np007G4147000	Ag014G1879600
OG0009787	Np005G2772200	Ag014G1880300
OG0009789	Np007G4145100	Ag014G1880900
OG0009790	Np007G4144000	Ag014G1882300, Ag014G1881900
OG0009791	Np007G4122900, Np007G4138800	Ag014G1887400
OG0009792	Np007G4137400	Ag014G1888800, Ag014G1890000
OG0009793	Np007G4135800, Np007G4136000	Ag014G1892500
OG0009795	Np007G4134500	Ag014G1896900
OG0009796	Np007G4128200	Ag014G1903300
OG0009797	Np007G4126100	Ag014G1906100
OG0009798	Np007G4122200	Ag014G1907600
OG0009799	Np007G4122100	Ag014G1907700, Ag014G1907900, Ag011G1109700
OG0009800	Np007G4119600	Ag014G1910100
OG0009801	Np007G4117200	Ag014G1913800
OG0009802	Np007G4116500	Ag014G1914700
OG0009803	Np007G4115500	Ag014G1918500
OG0009804	Np007G4114300	Ag014G1919900
OG0009805	Np007G4111500	Ag014G1922500
OG0009806	Np007G4110600	Ag014G1924700
OG0009807	Np007G4109200	Ag014G1925700
OG0009808	Np007G4103900	Ag014G1933900
OG0009809	Np007G4103100	Ag014G1935500
OG0009810	Np007G4097100	Ag014G1942200, Ag014G1941200
OG0009811	Np007G4096100, Np007G4124700	Ag014G1942000
OG0009812	Np007G4095800	Ag014G1943200
OG0009813	Np007G4094000	Ag014G1944100
OG0009814	Np007G4092800	Ag014G1945900
OG0009815	Np004G2363900, Np003G1255900, Np007G4092200	Ag014G1946400
OG0009816	Np007G4091000	Ag014G1947800
OG0009817	Np007G4090500	Ag014G1948600
OG0009818	Np007G4088700	Ag014G1950800
OG0009819	Np006G3405400, Np003G1779600	Ag014G1951700
OG0009820	Np007G4086600	Ag014G1954200
OG0009821	Np007G4085400	Ag014G1955200
OG0009822	Np007G4085200	Ag014G1955400
OG0009823	Np007G4082700	Ag014G1958300
OG0009824	Np007G4081900	Ag014G1959800
OG0009825	Np007G4081700	Ag014G1960000
OG0009826	Np007G4081600	Ag014G1960100
OG0009827	Np007G4078800	Ag014G1962500
OG0009828	Np007G4078300	Ag014G1963000
OG0009829	Np007G4076900	Ag014G1964700
OG0009830	Np007G4073800	Ag014G1968300
OG0009831	Np007G4072600	Ag014G1969300
OG0009832	Np007G4068000	Ag014G1973100
OG0009833	Np007G4067900	Ag014G1973300
OG0009834	Np007G4060700	Ag014G1980900
OG0009835	Np007G4058800	Ag014G1988700
OG0009836	Np007G4058400	Ag014G1989400
OG0009837	Np007G4058100	Ag014G1990300
OG0009838	Np007G4058000	Ag014G1990500
OG0009839	Np001G0429600	Ag014G1991500
OG0009840	Np007G4056800	Ag014G1992400
