Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0000289	jg27121, jg26837	g39775
OG0000289	jg17113, jg18387	g39783
OG0000290	jg419	g40828
OG0000290	jg415, jg413	g40830
OG0000291	jg27066, jg27067, jg27057	g11641, g53214, g52576, g53200
OG0000291	jg14552, jg14546	g51227
OG0000292	jg17325, jg10075	g32988, g18507, g30203, g20814, g438, g12785
OG0000292	jg27846	g49225, g30202, g473, g12784, g27889, g9642
OG0000294	jg5315	g25697
OG0000295	jg31317	g37063
OG0000295	jg25084, jg7397	g27709
OG0000296	jg22851, jg22847	g1252, g28701, g28702
OG0000296	jg22801, jg21885, jg22800	g28714
OG0000296	jg22798, jg22799	g1225
OG0000297	jg12852	g25175
OG0000297	jg17414	g30421, g30418, g30424, g30425, g21279, g20461
OG0000298	jg32009	g41665
OG0000298	jg32010	g16334
OG0000298	jg32014	g16330
OG0000298	jg17396	g50713
OG0000298	jg32008	g32687
OG0000303	jg28919	g53852, g33562, g32888, g26702
OG0000303	jg14119	g26634
OG0000303	jg32810	g35942
OG0000303	jg32263, jg27203	g53444
OG0000304	jg17079	g50554, g51887
OG0000304	jg19307	g50556
OG0000304	jg21390, jg21205, jg21204, jg27046	g51897
OG0000305	jg32496, jg19283, jg19279, jg7268	g53520, g51878
OG0000306	jg12412	g13807, g46733
OG0000307	jg33267	g36491
OG0000308	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889	g11113, g11114
OG0000309	jg22981	g849, g41323
OG0000312	jg1649	g34486
OG0000314	jg17949	g1672
OG0000314	jg16768	g41968
OG0000314	jg1946	g4927, g46312
OG0000314	jg17443	g28453, g9121, g30700
OG0000314	jg21060	g27333
OG0000314	jg5864, jg17174, jg18126, jg27798	g46975
OG0000316	jg25481	g7145, g7146, g12171, g12173, g12193
OG0000318	jg3658, jg27680, jg2564, jg2563, jg27679, jg32154, jg32160	g43847
OG0000321	jg33127, jg33133	g54159
OG0000321	jg5838, jg5839	g41419
OG0000321	jg1712	g666
OG0000322	jg22743, jg22742, jg22822	g10751
OG0000323	jg2926	g44591
OG0000325	jg28796	g26947, g49462
OG0000325	jg28797	g30904
OG0000325	jg18396	g37954
OG0000328	jg26279, jg26278, jg26277	g13376
OG0000328	jg26275	g13375
OG0000329	jg11299	g24516, g24521
OG0000330	jg2932, jg2931	g17997, g17998
OG0000330	jg2930	g44587
OG0000330	jg30287	g31719
OG0000331	jg28558, jg8055	g26892
OG0000331	jg25844	g6947
OG0000332	jg805, jg807, jg814, jg815, jg820, jg826, jg816, jg817, jg823, jg821, jg818, jg806	g24568, g44176
OG0000334	jg13498, jg18867, jg21058, jg13113, jg12230, jg11080, jg14024, jg13959, jg21899, jg21901, jg1165, jg14183, jg8025	g4402
OG0000334	jg13854	g43359
OG0000334	jg11603, jg25251, jg32583, jg32326, jg14085	g53580, g43677
OG0000335	jg16034, jg16010	g1956
OG0000336	jg1242, jg1313, jg29339, jg29325	g31190, g27091, g27095, g31209
OG0000338	jg19287, jg11883	g3826
OG0000339	jg10545	g17631
OG0000341	jg29043	g53570, g31035
OG0000345	jg4766, jg20849	g29557, g39719
OG0000345	jg4765	g45514
OG0000346	jg15260	g2365
OG0000346	jg13305	g10579
OG0000347	jg19995	g52289
OG0000348	jg14665, jg13595, jg21499, jg21484, jg21493, jg13594	g50668
OG0000349	jg22904	g1282
OG0000349	jg22900	g1278
OG0000350	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395	g13403, g13402
OG0000351	jg26743, jg27595	g12309
OG0000351	jg26744	g36126
OG0000356	jg16967	g50999
OG0000357	jg31533, jg31532	g32419, g32420, g50521
OG0000358	jg10334	g54187
OG0000358	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301	g11643
OG0000363	jg11188	g53411, g29745
OG0000363	jg3528	g27806
OG0000364	jg24355	g37360, g37362, g37913, g17870
OG0000365	jg31120	g27592
OG0000365	jg10496, jg10495	g24049
OG0000365	jg31122, jg31118, jg31119, jg31117	g50367
OG0000367	jg11956, jg7206	g18012
OG0000368	jg14457	g11422
OG0000369	jg21600	g4480, g4569
OG0000369	jg21583, jg21561, jg21534, jg21584, jg21558	g4675, g4768, g6892, g51876
OG0000370	jg26720, jg26718, jg26719	g6467
OG0000371	jg13947	g11614
OG0000374	jg13862	g7992, g10426, g47443, g1577, g48059, g53145, g36249, g41525, g50024
OG0000375	jg6729, jg12392, jg7062	g24614, g4053, g42670, g42662, g25030, g4718, g35252, g22259, g19614, g24704, g25123, g26727, g11473, g34270, g3460, g26000, g26728, g48279, g35564, g42661, g14340, g53194, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g22260, g48278, g25031, g26729, g4719, g35251, g24668, g42660, g42669
OG0000376	jg916	g41000
OG0000377	jg2119, jg8598, jg8599	g47982
OG0000377	jg8600	g22842
OG0000379	jg13018	g1514
OG0000379	jg15354	g19165
OG0000380	jg22859, jg22857, jg30710	g19547, g28753
OG0000380	jg22963, jg22951	g28797, g28774, g28802
OG0000381	jg3545	g43972, g18058, g26185
OG0000381	jg21076, jg18471, jg13731, jg18472, jg3544, jg3543	g23603
OG0000382	jg7975, jg7974, jg7976	g44023
OG0000382	jg18934	g37230
OG0000383	jg13626, jg13629, jg15391, jg15393	g11293, g11292, g11294
OG0000384	jg20367, jg20365, jg20368	g10911
OG0000386	jg32065, jg32051	g32707
OG0000386	jg32057, jg32058, jg32059, jg32066	g32710
OG0000388	jg25857	g13288
OG0000388	jg22210, jg30557	g34348, g35026, g34350, g28458, g28439, g35303
OG0000388	jg27023, jg26105, jg26106	g6787
OG0000389	jg22999, jg22549, jg22552, jg22553, jg12732, jg22551, jg22550	g43635, g1338, g1343
OG0000390	jg30800	g50242
OG0000391	jg2971, jg2970	g46059, g46056
OG0000391	jg24982	g7432
OG0000392	jg9939, jg9938	g47536
OG0000393	jg12479	g46706
OG0000393	jg12478	g46707, g53730
OG0000394	jg33477	g27880
OG0000394	jg31322	g24279
OG0000395	jg29880	g31494
OG0000395	jg27565	g6162, g14272
OG0000395	jg29879	g49902
OG0000397	jg27860, jg27859	g36029, g3758, g12040
OG0000399	jg8018	g25452
OG0000399	jg1426	g41120
OG0000399	jg29276	g31165
OG0000402	jg23698	g9658
OG0000402	jg23699	g9656
OG0000404	jg31726, jg31724	g11863
OG0000404	jg27776	g23221
OG0000405	jg32030	g45238
OG0000406	jg22923	g1291
OG0000406	jg29135	g2920
OG0000407	jg28645, jg31101, jg20131	g36060, g14938, g43281, g11474, g7650
OG0000409	jg17641	g32362, g32361
OG0000409	jg31780, jg31388	g27666
OG0000409	jg31386	g50490
OG0000411	jg17003, jg16987, jg17292, jg17291, jg16929, jg16931, jg16935, jg20923, jg16934	g50674, g6276, g3083, g6257, g6259, g6273, g38385
OG0000412	jg5485	g45737
OG0000412	jg12214	g46788
OG0000412	jg2061	g45009
OG0000412	jg25896	g6918, g13293
OG0000413	jg25354	g12223, g12228
OG0000413	jg33681	g27985
OG0000414	jg673	g40900
OG0000414	jg27345	g13659
OG0000414	jg11210	g47091
OG0000416	jg11705	g9806, g46823, g16691, g35049, g41257, g44674
OG0000416	jg29595	g31858, g28675, g37453, g10386
OG0000416	jg7623	g26677, g49171, g425, g53223, g43811, g43816, g31442, g43802
OG0000420	jg5048	g4802, g4813
OG0000421	jg21967	g39358
OG0000421	jg9794	g47588
OG0000424	jg22288	g28489
OG0000424	jg9732	g47623
OG0000426	jg27779	g3013, g7095
OG0000426	jg27618	g40973, g23602
OG0000427	jg32210	g4161, g52352, g47025, g32216, g36149, g43130
OG0000427	jg11505	g36150, g39185, g40696, g47024, g46889, g32217
OG0000428	jg1641	g41816
OG0000429	jg15870	g18956
OG0000429	jg1359, jg15868, jg15858	g2032
OG0000430	jg10342	g23976, g17311
OG0000430	jg27082	g13575
OG0000432	jg32966, jg32963	g555
OG0000432	jg10548	g24067
OG0000432	jg10546	g17626
OG0000433	jg9737, jg9736, jg9735	g17099, g17097, g17100, g17096
OG0000434	jg12377	g36218, g36226, g36221
OG0000436	jg14380	g19572
OG0000436	jg22927, jg22928	g41304
OG0000436	jg22929	g1293
OG0000436	jg14381	g19571
OG0000437	jg22554, jg9831	g39339, g1080, g28563
OG0000439	jg2816	g45982, g16494, g44625
OG0000439	jg2817	g13576
OG0000439	jg2123, jg4379, jg27491, jg2122	g29695
OG0000443	jg9154	g23276
OG0000443	jg6415	g598
OG0000444	jg18200	g51246
OG0000444	jg15993	g2023
OG0000444	jg28950	g49529
OG0000445	jg6224	g502, g2678, g19442, g19454, g9989
OG0000446	jg6075	g1408
OG0000446	jg6090	g21423
OG0000447	jg15180, jg25103, jg18747	g51571
OG0000448	jg13609, jg13604	g4323
OG0000448	jg13602	g10425
OG0000450	jg30082	g2642
OG0000451	jg990, jg976, jg5486, jg32699	g50836
OG0000452	jg562	g45250
OG0000457	jg24317, jg28766	g7774, g12606, g30872, g12810, g7765
OG0000458	jg31419	g50497
OG0000459	jg10503	g17375
OG0000459	jg10507	g17376
OG0000459	jg33353	g54231, g33385
OG0000459	jg33046, jg33350	g54240
OG0000460	jg22533	g12238
OG0000463	jg32175	g32899
OG0000463	jg14430	g19562, g2874, g19563, g19561, g19560
OG0000466	jg7830	g25526, g25938
OG0000466	jg7831, jg24484, jg24486, jg24485	g32989, g31982
OG0000468	jg26267, jg18103, jg17563	g37276
OG0000469	jg15897, jg19591, jg10715, jg20504	g1996, g10969, g40576, g47280, g17461
OG0000470	jg5117, jg5119	g17411, g17424
OG0000472	jg14011, jg17123, jg21902, jg3815, jg21009, jg7126, jg7131, jg7107	g4134
OG0000473	jg28396	g49273
OG0000473	jg28395	g30720, g1438
OG0000473	jg18932	g51663
OG0000474	jg28747	g49450
OG0000474	jg20853	g39721
OG0000474	jg11064	g50694
OG0000474	jg21926	g50021
OG0000475	jg775	g40945
OG0000476	jg6712, jg6710, jg6600, jg6598	g37782, g4812, g4800, g4814
OG0000477	jg23206	g353
OG0000480	jg868	g40981
OG0000480	jg13028	g1517
OG0000481	jg1153	g44045
OG0000481	jg29378	g27100
OG0000481	jg29377	g31232
OG0000483	jg6491, jg6492	g10980, g10092
OG0000483	jg6493	g10089
OG0000484	jg21310	g47740
OG0000484	jg9383, jg1872	g47741, g47742, g23417
OG0000485	jg10165	g23902
OG0000485	jg10170, jg10168, jg10169	g17267
OG0000485	jg10166, jg10167	g23904
OG0000485	jg28227	g24586, g23899, g23901
OG0000486	jg30401, jg30400, jg30403, jg25301	g46992, g26157, g46989
OG0000491	jg14644	g19467
OG0000491	jg14641	g41553, g11391
OG0000492	jg15405	g19139, g11288
OG0000492	jg19076	g37303
OG0000493	jg12611, jg12549, jg12556	g16860
OG0000494	jg26556, jg15148	g11331
OG0000495	jg14399	g17535
OG0000495	jg16645	g44613, g45954
OG0000495	jg3001	g53091
OG0000496	jg14579, jg14580	g2743
OG0000496	jg14578	g19502
OG0000496	jg14581	g2744
OG0000497	jg2908	g12212
OG0000497	jg25396	g27989
OG0000498	jg12034	g6054
OG0000498	jg27892	g6063
OG0000499	jg17671	g6741
OG0000499	jg26191	g6742
OG0000501	jg31946	g50671, g32646
OG0000501	jg31947, jg31949	g50679
OG0000501	jg7404	g40318
OG0000502	jg12488, jg12487	g46703, g46704
OG0000502	jg12489	g37779
OG0000506	jg4536, jg27864	g29645, g45471, g28728, g1183, g39280
OG0000507	jg6528	g3111, g27067, g12541, g24850, g36336, g18639, g22861, g13024, g51671, g39956, g22859
OG0000507	jg14865	g5290, g25139, g43154
OG0000509	jg10982, jg10978	g24336
OG0000509	jg10981, jg10977, jg10980, jg10975	g24334, g24335
OG0000510	jg12627	g46683, g46681
OG0000510	jg12626	g18100
OG0000511	jg22180	g36452
OG0000513	jg33545	g27109
OG0000516	jg2299	g44889, g42659, g42668, g4054, g53638, g3459, g26813
OG0000517	jg5540	g29147, g29148, g29150
OG0000518	jg22059	g28418, g28417
OG0000518	jg5458, jg5460, jg5083	g5308
OG0000519	jg23802	g8
OG0000520	jg29717	g51206
OG0000521	jg23516, jg23515	g185, g186
OG0000521	jg23514, jg23512, jg3374	g9727
OG0000522	jg19114	g37317
OG0000522	jg24877	g13045, g12397, g7487
OG0000523	jg16981	g51022, g51021
OG0000524	jg10575, jg10586	g32583
OG0000524	jg7573, jg7576, jg7572, jg7574	g45181, g45202
OG0000525	jg19656	g37492, g37493
OG0000525	jg18888	g52116
OG0000526	jg5724, jg5720, jg5722, jg5723	g29070
OG0000526	jg5721	g29071
OG0000529	jg16950	g39835, g51257
OG0000529	jg18062, jg18072	g51197, g37897
OG0000530	jg21979, jg21978	g41237, g890
OG0000534	jg3524	g17931
OG0000534	jg11230	g38275
OG0000535	jg15829, jg15828	g2040
OG0000536	jg12138	g46831
OG0000536	jg12117	g25662
OG0000537	jg24739	g12430
OG0000538	jg13818	g10345
OG0000540	jg18166	g39867
OG0000542	jg29431	g31250
OG0000542	jg1019	g44098
OG0000542	jg2597	g49727
OG0000545	jg24467	g26718, g30027, g30017, g3550, g3652, g52610, g3586, g44459, g23480, g24027, g16401, g26649
OG0000547	jg19699	g52123, g37511
OG0000549	jg18385	g39784
OG0000549	jg18389	g51327
OG0000553	jg26824	g11687
OG0000554	jg7650, jg7651, jg7652, jg7653	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621
OG0000557	jg16741	g38464
OG0000557	jg16737	g28220
OG0000557	jg16738	g50928, g50931, g50935, g50932
OG0000561	jg12491	g16898
OG0000561	jg24008	g7907
OG0000561	jg5374	g5112, g45694
OG0000562	jg17669	g40099
OG0000562	jg6054	g797
OG0000563	jg20120, jg16295, jg30914, jg32005	g24348, g2664, g37712, g50813
OG0000564	jg21281	g52272
OG0000565	jg29593	g27159
OG0000566	jg1283	g44024, g44018
OG0000566	jg1883, jg1879, jg21925	g18132, g16748
OG0000567	jg11231, jg11229, jg11233, jg11232, jg12551, jg12202, jg17028	g32338
OG0000568	jg19773	g37534
OG0000569	jg23657	g10717, g18677, g76
OG0000569	jg4310	g47779
OG0000571	jg2553	g47464
OG0000572	jg21166	g18462
OG0000573	jg7776	g40463
OG0000573	jg7774, jg7775	g25545
OG0000579	jg24012	g7906
OG0000579	jg23059	g9919
OG0000580	jg28960, jg18195	g39847
OG0000581	jg5921, jg26863	g41399
OG0000581	jg5920	g720
OG0000582	jg14167	g19605
OG0000583	jg33557	g36635
OG0000584	jg1218	g40964
OG0000584	jg32499	g44179
OG0000587	jg30624	g44684, g44686
OG0000587	jg1339, jg1338, jg14903	g2580
OG0000588	jg17962	g37885
OG0000588	jg17961	g51163
OG0000589	jg22346	g39380
OG0000589	jg5865	g28961
OG0000589	jg5866	g28509
OG0000591	jg9780	g23678
OG0000592	jg3537	g46462
OG0000592	jg30221	g49988
OG0000592	jg9695	g23624
OG0000593	jg3467	g46398
OG0000593	jg26006	g13318, g11992
OG0000594	jg9499	g50705
OG0000595	jg890	g41726, g40992, g6247
OG0000595	jg3061	g17988
OG0000596	jg16893	g38393
OG0000597	jg11357	g17740, g16321
OG0000597	jg11358	g47041
OG0000598	jg8843, jg8844	g7814
OG0000599	jg8390	g18305
OG0000600	jg28594	g12549
OG0000600	jg6614	g53288, g7700
OG0000601	jg19478	g44058
OG0000601	jg15760	g37413
OG0000604	jg21968	g28384
OG0000604	jg9891	g23738
OG0000605	jg8112	g39480
OG0000605	jg8062, jg8061	g25435
OG0000607	jg30569, jg30572, jg30617, jg30609, jg18360, jg30618, jg31422, jg31703, jg30562, jg30576, jg31421, jg30606, jg30561	g50152
OG0000608	jg1642	g16506, g16425, g14217, g4460, g52135, g35273, g42016, g34300, g14401, g14251, g53067, g48956, g37158, g25011, g52649, g35173, g25179, g35444, g35058, g53927, g37809, g24638, g11093, g23228, g37808, g27660
OG0000608	jg6757	g26802, g48931, g32622, g125, g1789, g52643, g52940, g6765, g4331, g27838, g3482
OG0000609	jg27824	g6101
OG0000610	jg16966	g50998
OG0000613	jg24911	g12391, g7465, g13062
OG0000613	jg4065	g5741
OG0000614	jg6317	g36969, g37007
OG0000615	jg28016, jg3525	g25928
OG0000615	jg13746, jg13710	g13347
OG0000616	jg30467	g31850
OG0000617	jg4344	g45438
OG0000617	jg4345	g29704
OG0000618	jg3840	g5854
OG0000618	jg25127	g7358
OG0000619	jg33806, jg33807	g54384
OG0000620	jg20673	g40503, g46686
OG0000621	jg20346	g2125
OG0000621	jg15793	g14112
OG0000622	jg18864	g19196, g37198
OG0000623	jg8720	g22949, g47953, g18248
OG0000624	jg19720	g38222
OG0000625	jg25314	g7245
OG0000626	jg29767	g31431
OG0000627	jg947, jg945	g44133
OG0000628	jg8987, jg8986	g23152
OG0000628	jg8985	g47857
OG0000630	jg13943	g32582, g35860, g43698, g53738, g13548, g23500, g11659, g1698, g52938
OG0000633	jg31002, jg31254, jg31003, jg31255	g50324
OG0000635	jg23018	g830
OG0000636	jg22922	g28768
OG0000636	jg13625, jg13628, jg29456	g49733, g14247
OG0000637	jg14385	g2921
OG0000637	jg15295	g19186
OG0000638	jg22919	g1289
OG0000638	jg14386, jg14387	g2922
OG0000639	jg16216	g1837
OG0000639	jg20027	g52299, g37652
OG0000640	jg17301, jg16638, jg7235, jg7239, jg9506	g17009
OG0000641	jg9501	g23476, g17007
OG0000642	jg20045	g37665, g37664
OG0000642	jg20044	g38249
OG0000643	jg4029	g7477, g12395, g29845
OG0000644	jg12687	g17492
OG0000645	jg15742	g31077
OG0000645	jg29132, jg29133	g34398
OG0000646	jg15274	g19197, g2358
OG0000647	jg6678	g35170
OG0000647	jg20618, jg20683, jg26662	g26908
OG0000649	jg30331	g27399, g31749, g50029
OG0000650	jg26039	g6843
OG0000650	jg8969	g23142
OG0000652	jg24137	g12661
OG0000652	jg5528, jg5527, jg5529	g5008, g5012
OG0000653	jg20176	g18739
OG0000655	jg25476	g32425
OG0000656	jg13121	g10673
OG0000656	jg29875	g31492
OG0000657	jg32684	g46524
OG0000657	jg20354	g12455
OG0000658	jg6184, jg6183, jg6185	g485, g484
OG0000660	jg22454	g28538
OG0000660	jg2339, jg1451	g28539
OG0000661	jg20170	g37733, g50833
OG0000661	jg28590	g30793
OG0000661	jg7985	g39558
OG0000663	jg30377	g27410
OG0000663	jg3057, jg3055	g46124, g44549
OG0000665	jg30012	g54257, g28014, g13252, g36560
OG0000667	jg16134, jg8236	g1892, g18715, g37597
OG0000669	jg7297, jg32073	g32732, g40273
OG0000671	jg29414, jg7625, jg7626, jg7624, jg1372, jg1387, jg1385, jg1383, jg1384, jg1386, jg1382	g25667
OG0000672	jg31779	g48922
OG0000673	jg28860, jg28859	g30919, g30920
OG0000674	jg32794, jg11554, jg13202, jg13204, jg13203, jg13205, jg25151	g13131
OG0000678	jg4724, jg4726	g5478, g5477, g5483, g5481
OG0000680	jg31455	g32394
OG0000681	jg33426	g36563, g54263
OG0000682	jg27025	g37077, g37094, g6394, g45137, g37420
OG0000683	jg13733	g10368
OG0000683	jg23996	g12697
OG0000684	jg15901	g18931
OG0000684	jg15902	g18930, g1998
OG0000685	jg24063	g12753
OG0000685	jg12418	g18086
OG0000685	jg22144	g932
OG0000687	jg32585	g53790
OG0000689	jg13883, jg11719	g48909
OG0000689	jg32285	g26796
OG0000690	jg9057, jg9056, jg14246, jg17356, jg6713	g18149, g23193
OG0000691	jg5409	g5081
OG0000691	jg24052	g7879, g6216
OG0000692	jg15110	g1550
OG0000693	jg15323, jg18223, jg11941	g51261, g51258, g39834
OG0000694	jg18323, jg18324, jg18325	g39803
OG0000694	jg11191, jg11192	g47095
OG0000695	jg10990	g17578
OG0000695	jg19905	g18804
OG0000696	jg14771	g2629
OG0000696	jg365	g40738
OG0000696	jg9671	g47643
OG0000697	jg7014, jg22948	g860, g862
OG0000697	jg22947	g41317, g41316, g41315, g28789
OG0000699	jg16630, jg19418	g51991
OG0000700	jg33255, jg33205	g28045, g28051
OG0000701	jg24650, jg22155, jg22181	g45114
OG0000701	jg12639	g53817
OG0000702	jg19469	g52005
OG0000703	jg19220	g37337
OG0000703	jg15530	g19065
OG0000705	jg19236	g37342
OG0000705	jg24843	g13022, g7512
OG0000706	jg20091	g50800
OG0000706	jg8090	g45222
OG0000707	jg19759	g52160, g37530
OG0000707	jg12915	g10812
OG0000707	jg25341	g13190
OG0000708	jg25698	g12089
OG0000708	jg25701	g12085, g12088, g12084, g12086, g12087, g12083
OG0000709	jg21001	g22655
OG0000709	jg304, jg1569, jg1570, jg17282, jg1036	g36961, g52861
OG0000711	jg21269	g44311
OG0000714	jg17744, jg17748, jg17745, jg17749, jg17782	g51082, g51084, g28179
OG0000716	jg25329, jg33706, jg22529	g54319
OG0000717	jg29905	g31518
OG0000717	jg2566	g45812
OG0000718	jg13303	g16643
OG0000719	jg21878	g1309
OG0000719	jg21876	g1310
OG0000720	jg16341, jg28245, jg14836	g18725, g18726, g18727, g18724
OG0000721	jg27663, jg27593, jg27607, jg29474	g6096
OG0000723	jg13041, jg13040	g1518, g1520
OG0000724	jg1966	g30842, g49434
OG0000726	jg23705	g4059
OG0000728	jg5587	g45753
OG0000729	jg17648	g53541
OG0000730	jg18280	g39816
OG0000730	jg30083	g31624
OG0000732	jg6398, jg6397	g587
OG0000732	jg23494, jg32419	g9735
OG0000733	jg4130	g29815, g45374, g5711
OG0000734	jg14522	g28342, g1326, g41169
OG0000735	jg20854, jg22914, jg6107	g28860
OG0000736	jg22863	g50687, g39240
OG0000737	jg7958	g39592
OG0000737	jg28612	g49396
OG0000738	jg4113	g29827
OG0000738	jg15218	g2392
OG0000740	jg3506	g46440
OG0000740	jg32168	g32883, g27873
OG0000740	jg7215	g40242
OG0000741	jg3081	g46133, g44537
OG0000743	jg16191, jg16274, jg16195, jg16273	g37256
OG0000744	jg16180	g18713
OG0000745	jg9487	g47697
OG0000745	jg9833	g23710
OG0000746	jg20857	g18426
OG0000747	jg28587	g49388, g30789, g26898
OG0000748	jg991, jg972, jg971, jg973, jg974	g17396, g44135, g44131
OG0000749	jg21536, jg11386, jg11583, jg11459, jg11374	g4581
OG0000750	jg23362, jg23366, jg23367, jg9445	g23088, g23092
OG0000751	jg808, jg32895	g16954, g25974
OG0000753	jg5681	g4925
OG0000754	jg6892	g50101, g53809, g4494, g33203, g5668, g48988, g18656, g26824, g34870, g25534, g42201, g30087, g15241, g26419, g26810, g24658, g35348, g26441, g33175, g52437, g35501, g17538, g43588, g42190, g16119, g48950, g53425, g19789, g3140, g17537, g26809, g42265, g4378, g26015, g26686, g3664, g42664, g41898, g21122, g24153, g19946, g9177, g43417, g14961, g24662, g1847, g15581, g24503, g49205, g42671, g15586, g48325, g16323, g6011, g30176, g34973, g16588, g52433, g43159, g3790, g22594, g16118, g14647, g46218, g42916
