Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0017963	jg8291	ESY4_g26940_DN3_SP8_c0.t1
OG0017964	jg8313	ESY4_g26927_DN3_SP7_c0.t1
OG0017965	jg8316	ESY4_g26924_DN3_SP0_c0.t1
OG0017966	jg8337	ESY4_g26899_DN3_SP0_c0.t1
OG0017967	jg8338	ESY9_g42431_DN3_SP0_c0.t1, ESY4_g26898_DN3_SP0_c0.t1
OG0017968	jg8340	ESY4_g26894_DN3_SP7_c12.t1
OG0017969	jg8348	ESY4_g26877_DN3_SP2_c0.t1
OG0017971	jg8387	ESY4_g26823_DN3_SP3_c0.t1
OG0017972	jg8421	ESY4_g26750_DN3_SP0_c0.t1
OG0017973	jg14295	ESY11_g54849_DN3_SP8_c0.t1
OG0017974	jg8432	ESY4_g26737_DN1_SP0_c0.t1, ESY4_g26738_DN1_SP0_c0.t1
OG0017976	jg8505	ESY4_g26126_DN3_SP1_c0.t1
OG0017977	jg8506	ESY4_g26661_DN3_SP8_c0.t1
OG0017978	jg17339	ESY8_g59224_DN2_SP5_c0.t1
OG0017979	jg8532	ESY4_g26617_DN3_SP0_c0.t1
OG0017981	jg8615	ESY4_g26462_DN3_SP6_c0.t1
OG0017982	jg8619	ESY4_g26430_DN3_SP3_c0.t1
OG0017985	jg8706	ESY4_g26190_DN3_SP0_c0.t1
OG0017986	jg8791	ESY4_g25356_DN3_SP0_c0.t1
OG0017987	jg8834	ESY4_g25455_DN3_SP0_c0.t1
OG0017988	jg8876	ESY4_g25556_DN3_SP0_c0.t1
OG0017989	jg8919	ESY4_g25654_DN3_SP0_c0.t1
OG0017990	jg8940	ESY4_g25722_DN3_SP3_c0.t1
OG0017991	jg9147	ESY4_g25222_DN3_SP8_c0.t1
OG0017992	jg19991	ESY12_g51783_DN3_SP0_c0.t1
OG0017993	jg9111	ESY4_g25158_DN3_SP7_c0.t1
OG0017994	jg9085	ESY4_g26000_DN3_SP2_c0.t1
OG0017995	jg9026	ESY4_g25862_DN3_SP8_c0.t1
OG0017996	jg9018	ESY4_g25855_DN2_SP0_c0.t1
OG0017997	jg8996	ESY4_g25814_DN2_SP0_c0.t1
OG0017998	jg8983	ESY4_g25787_DN3_SP0_c0.t1
OG0018000	jg9214	ESY4_g25020_DN3_SP8_c0.t1
OG0018002	jg9242	ESY4_g24931_DN3_SP8_c0.t1
OG0018003	jg9256	ESY4_g24902_DN2_SP0_c0.t1
OG0018004	jg9619	ESY4_g23925_DN3_SP0_c0.t1
OG0018005	jg9267	ESY4_g24871_DN3_SP8_c0.t1
OG0018007	jg9288	ESY4_g24820_DN3_SP0_c0.t1
OG0018008	jg9309	ESY4_g24746_DN3_SP8_c0.t1
OG0018009	jg26668	ESY3_g28167_DN3_SP8_c0.t1
OG0018010	jg26694	ESY3_g28163_DN3_SP3_c0.t1
OG0018011	jg26709	ESY3_g28094_DN3_SP0_c0.t1
OG0018012	jg2901	ESY2_g35840_DN3_SP8_c0.t1
OG0018013	jg2890	ESY2_g35828_DN3_SP6_c0.t1
OG0018014	jg2884	ESY2_g35820_DN3_SP0_c0.t1
OG0018015	jg30968	ESY5_g1884_DN3_SP8_c0.t1
OG0018016	jg30983	ESY5_g1839_DN2_SP0_c0.t1
OG0018018	jg31141	ESY5_g1238_DN3_SP4_c0.t1
OG0018019	jg9887	ESY13_g56353_DN1_SP0_c0.t1
OG0018020	jg17350	ESY8_g59219_DN3_SP7_c0.t1
OG0018021	jg17138	ESY8_g59309_DN3_SP8_c0.t1
OG0018024	jg8148	ESY20_g13069_DN1_SP0_c0.t1
OG0018026	jg8117	ESY20_g13026_DN3_SP0_c0.t1
OG0018028	jg16501	ESY8_g59935_DN3_SP0_c0.t1
OG0018029	jg16517	ESY8_g59906_DN3_SP0_c0.t1
OG0018030	jg31163	ESY5_g1208_DN3_SP8_c0.t1
OG0018031	jg32481	ESY4_g21702_DN3_SP8_c0.t1
OG0018032	jg9771	ESY16_g62404_DN3_SP0_c21.t1
OG0018033	jg9741	ESY16_g62324_DN3_SP7_c0.t1
OG0018034	jg9716	ESY16_g62238_DN3_SP0_c0.t1
OG0018035	jg9720	ESY16_g62250_DN3_SP2_c0.t1
OG0018036	jg9701	ESY16_g62192_DN3_SP8_c0.t1
OG0018037	jg9699	ESY16_g62190_DN3_SP0_c0.t1
OG0018038	jg9683	ESY16_g62154_DN3_SP0_c0.t1
OG0018039	jg9654	ESY4_g23811_DN3_SP0_c0.t1
OG0018042	jg28424, jg6255, jg1244, jg25833, jg27128, jg25837	ESY5_g5551_DN2_SP0_c0.t1
OG0018043	jg28649	ESY5_g5179_DN3_SP0_c0.t1
OG0018044	jg29202	ESY5_g3136_DN2_SP0_c0.t1
OG0018045	jg29364	ESY5_g3381_DN2_SP0_c18.t1
OG0018046	jg29473	ESY5_g3531_DN3_SP0_c0.t1
OG0018047	jg29702	ESY5_g3830_DN3_SP8_c0.t1
OG0018048	jg29824, jg29825	ESY5_g2659_DN2_SP0_c0.t1
OG0018049	jg14057, jg3372, jg30319	ESY7_g17541_DN3_SP0_c0.t1
OG0018050	jg30395	ESY5_g4160_DN2_SP0_c17.t1
OG0018051	jg30872	ESY5_g2132_DN3_SP8_c0.t1
OG0018052	jg31028	ESY5_g1703_DN3_SP0_c0.t1
OG0018053	jg31078	ESY5_g1504_DN2_SP0_c0.t1
OG0018054	jg31108	ESY5_g1357_DN3_SP0_c0.t1
OG0018056	jg31908	ESY16_g61664_DN3_SP1_c0.t1
OG0018057	jg32492	ESY2_g36436_DN3_SP0_c0.t1
OG0018058	jg32503, jg32511	ESY9_g42918_DN3_SP0_c13.t1
OG0018060	jg32650	ESY14_g21436_DN3_SP0_c0.t1
OG0018061	jg32706	ESY1_g11241_DN3_SP0_c0.t1
OG0018063	jg436, jg440, jg433	ESY2_g33338_DN2_SP0_c0.t1
OG0018064	jg1291	ESY4_g25951_DN3_SP0_c0.t1
OG0018067	jg1805	ESY2_g34363_DN3_SP8_c0.t1
OG0018068	jg1934	ESY2_g35331_DN3_SP8_c0.t1
OG0018069	jg2021	ESY2_g35290_DN3_SP1_c0.t1
OG0018070	jg2088	ESY2_g35247_DN3_SP0_c0.t1
OG0018071	jg2357	ESY2_g34505_DN1_SP0_c0.t1
OG0018072	jg2386	ESY2_g34486_DN2_SP0_c0.t1
OG0018073	jg2452	ESY2_g34414_DN2_SP0_c0.t1
OG0018074	jg2518	ESY2_g35396_DN3_SP0_c4.t1
OG0018075	jg2727	ESY2_g35637_DN3_SP0_c0.t1
OG0018076	jg2835	ESY2_g35755_DN3_SP0_c0.t1
OG0018077	jg3041	ESY2_g34903_DN3_SP0_c0.t1
OG0018078	jg3059	ESY2_g34923_DN3_SP0_c0.t1
OG0018079	jg3094	ESY2_g34966_DN3_SP0_c0.t1
OG0018081	jg3282	ESY2_g34767_DN2_SP0_c0.t1, ESY2_g34771_DN3_SP0_c0.t1
OG0018082	jg3361	ESY11_g54613_DN3_SP0_c0.t1, ESY3_g31134_DN2_SP0_c0.t1, ESY8_g59311_DN1_SP0_c0.t1
OG0018083	jg3497	ESY2_g35030_DN3_SP0_c0.t1
OG0018084	jg3599	ESY2_g36778_DN2_SP0_c0.t1
OG0018085	jg3710	ESY2_g36595_DN3_SP0_c0.t1, ESY18_g63335_DN3_SP0_c0.t1
OG0018086	jg24009	ESY3_g32547_DN3_SP0_c0.t1
OG0018088	jg24708	ESY3_g31361_DN3_SP0_c0.t1
OG0018089	jg25256	ESY3_g30138_DN3_SP0_c0.t1
OG0018090	jg25924	ESY3_g29724_DN3_SP0_c0.t1
OG0018091	jg25977	ESY3_g29671_DN2_SP2_c0.t1
OG0018092	jg26025	ESY3_g29597_DN3_SP0_c0.t1
OG0018093	jg26035	ESY3_g29549_DN3_SP0_c0.t1
OG0018094	jg26589	ESY3_g28453_DN3_SP0_c0.t1
OG0018095	jg26598	ESY3_g28396_DN3_SP0_c0.t1
OG0018096	jg26871	ESY3_g27521_DN3_SP0_c0.t1
OG0018099	jg27506	ESY11_g53481_DN3_SP0_c0.t1
OG0018103	jg27844	ESY11_g53965_DN3_SP0_c0.t1
OG0018104	jg28015	ESY11_g54320_DN2_SP0_c0.t1
OG0018105	jg28297	ESY11_g54971_DN3_SP2_c0.t1
OG0018106	jg28316	ESY11_g54995_DN2_SP0_c0.t1
OG0018107	jg16661	ESY8_g59706_DN1_SP0_c0.t1
OG0018108	jg16695	ESY8_g59662_DN3_SP4_c0.t1
OG0018109	jg16696	ESY8_g59660_DN3_SP0_c0.t1
OG0018110	jg16711	ESY8_g59644_DN3_SP2_c0.t1
OG0018112	jg16787	ESY8_g59592_DN3_SP0_c0.t1
OG0018113	jg16804	ESY8_g59575_DN3_SP0_c0.t1
OG0018114	jg16813	ESY2_g34377_DN3_SP1_c0.t1
OG0018115	jg16827	ESY8_g59546_DN3_SP0_c0.t1
OG0018116	jg16831	ESY7_g16709_DN3_SP0_c0.t1
OG0018117	jg16855	ESY8_g59514_DN3_SP8_c16.t1
OG0018118	jg16881	ESY8_g59486_DN2_SP0_c0.t1
OG0018119	jg16907	ESY8_g59461_DN3_SP7_c0.t1
OG0018120	jg17010	ESY8_g59397_DN2_SP0_c0.t1
OG0018121	jg17042	ESY8_g59384_DN2_SP0_c0.t1
OG0018122	jg17055	ESY8_g59376_DN2_SP0_c0.t1
OG0018123	jg17184	ESY8_g59282_DN2_SP0_c10.t1
OG0018126	jg18880	ESY9_g44791_DN2_SP0_c0.t1
OG0018127	jg18960	ESY2_g34801_DN2_SP0_c0.t1
OG0018128	jg19530	ESY12_g51301_DN3_SP0_c0.t1
OG0018129	jg20050	ESY9_g43411_DN2_SP0_c0.t1, ESY12_g51690_DN3_SP0_c0.t1
OG0018130	jg12911	ESY10_g14654_DN3_SP0_c0.t1
OG0018131	jg12926	ESY8_g59364_DN1_SP0_c0.t1
OG0018132	jg12930	ESY10_g14629_DN3_SP8_c0.t1
OG0018134	jg12993	ESY10_g14528_DN3_SP0_c0.t1
OG0018135	jg13012	ESY10_g14502_DN3_SP0_c0.t1
OG0018136	jg13053	ESY10_g14387_DN3_SP8_c0.t1
OG0018137	jg13093	ESY10_g14324_DN3_SP6_c0.t1
OG0018138	jg13273	ESY10_g13994_DN3_SP0_c0.t1
OG0018141	jg13510	ESY21_g55849_DN3_SP6_c0.t1
OG0018143	jg13877	ESY2_g35158_DN2_SP0_c0.t1
OG0018144	jg13889	ESY2_g35161_DN2_SP0_c0.t1
OG0018145	jg13949	ESY4_g26631_DN3_SP0_c0.t1
OG0018146	jg14159	ESY7_g19184_DN1_SP0_c0.t1
OG0018149	jg14206	ESY3_g31562_DN3_SP2_c0.t1
OG0018150	jg14290	ESY2_g33652_DN3_SP0_c0.t1
OG0018152	jg14686	ESY16_g62431_DN2_SP0_c0.t1
OG0018153	jg14709	ESY1_g9310_DN3_SP6_c0.t1
OG0018154	jg14867, jg14869	ESY1_g9838_DN3_SP0_c0.t1
OG0018156	jg15178	ESY1_g10409_DN3_SP0_c0.t1
OG0018157	jg15457	ESY1_g10776_DN3_SP1_c0.t1
OG0018158	jg4127	ESY7_g19216_DN3_SP0_c0.t1
OG0018159	jg4571	ESY7_g18522_DN3_SP0_c0.t1
OG0018160	jg4643	ESY7_g18633_DN3_SP4_c16.t1
OG0018161	jg4860	ESY7_g18003_DN3_SP0_c0.t1
OG0018162	jg4894	ESY7_g19121_DN3_SP0_c0.t1, ESY7_g19125_DN2_SP0_c0.t1, ESY1_g12043_DN2_SP0_c0.t1
OG0018163	jg4960	ESY7_g18164_DN3_SP0_c0.t1
OG0018164	jg5251	ESY7_g17628_DN3_SP0_c0.t1
OG0018165	jg5276	ESY7_g17593_DN2_SP0_c0.t1
OG0018166	jg5753	ESY7_g16916_DN3_SP0_c0.t1
OG0018167	jg5842, jg5841	ESY6_g49295_DN3_SP0_c0.t1
OG0018169	jg7061	ESY19_g41704_DN3_SP0_c0.t1
OG0018171	jg7247	ESY19_g41485_DN3_SP0_c0.t1
OG0018172	jg7337	ESY25_g62757_DN3_SP8_c0.t1
OG0018173	jg7446	ESY18_g63914_DN3_SP0_c0.t1
OG0018174	jg8049	ESY20_g13148_DN3_SP0_c11.t1, ESY20_g13149_DN3_SP0_c11.t1
OG0018175	jg8228	ESY20_g13349_DN3_SP8_c0.t1
OG0018176	jg8383	ESY4_g26813_DN3_SP0_c0.t1
OG0018177	jg8920	ESY4_g25655_DN3_SP4_c0.t1
OG0018178	jg9027	ESY4_g25863_DN3_SP7_c0.t1
OG0018180	jg9440	ESY4_g24417_DN3_SP0_c0.t1
OG0018182	jg9552	ESY4_g24193_DN3_SP8_c0.t1
OG0018183	jg9583	ESY4_g24018_DN3_SP0_c10.t1
OG0018184	jg9598	ESY4_g23990_DN3_SP8_c0.t1
OG0018185	jg9621	ESY4_g23922_DN3_SP1_c0.t1
OG0018187	jg9689	ESY16_g62158_DN3_SP1_c0.t1
OG0018188	jg9764	ESY16_g62388_DN3_SP8_c0.t1
OG0018189	jg9781	ESY16_g62429_DN2_SP0_c0.t1
OG0018190	jg9802	ESY16_g62530_DN2_SP0_c0.t1
OG0018191	jg9808	ESY1_g11009_DN3_SP0_c0.t1
OG0018193	jg9908	ESY13_g56608_DN3_SP0_c0.t1
OG0018194	jg10032	ESY13_g57603_DN3_SP0_c0.t1
OG0018196	jg10391	ESY9_g43603_DN3_SP0_c0.t1
OG0018197	jg10499	ESY9_g43320_DN3_SP0_c0.t1
OG0018199	jg10884	ESY9_g42433_DN3_SP7_c0.t1, ESY11_g52556_DN2_SP0_c0.t1
OG0018200	jg11353	ESY15_g65462_DN2_SP0_c0.t1
OG0018201	jg11945	ESY9_g44510_DN3_SP1_c0.t1
OG0018202	jg11988	ESY17_g39350_DN3_SP0_c0.t1
OG0018203	jg12151	ESY3_g30758_DN3_SP0_c0.t1
OG0018204	jg12419	ESY8_g60970_DN2_SP0_c0.t1, ESY2_g35162_DN1_SP0_c0.t1
OG0018206	jg12497	ESY8_g60843_DN3_SP0_c0.t1
OG0018207	jg12543	ESY8_g60769_DN2_SP0_c0.t1
OG0018208	jg12731	ESY8_g60141_DN3_SP0_c0.t1
OG0018209	jg12786	ESY8_g60059_DN3_SP0_c0.t1
OG0018210	jg12819	ESY8_g60035_DN3_SP0_c0.t1
OG0018211	jg23099, jg12874	ESY6_g49494_DN3_SP1_c0.t1
OG0018214	jg20925	ESY7_g17233_DN2_SP0_c0.t1
OG0018215	jg21293	ESY15_g64828_DN3_SP8_c0.t1
OG0018217	jg21382	ESY15_g64776_DN3_SP6_c0.t1
OG0018218	jg21603	ESY10_g15871_DN2_SP0_c0.t1
OG0018219	jg21683	ESY15_g65339_DN3_SP0_c0.t1
OG0018222	jg21755	ESY24_g33218_DN3_SP4_c0.t1
OG0018223	jg21848	ESY8_g58215_DN3_SP6_c0.t1
OG0018224	jg21854	ESY6_g46587_DN3_SP0_c0.t1
OG0018225	jg21866	ESY6_g46596_DN3_SP0_c0.t1
OG0018226	jg21993	ESY6_g47059_DN3_SP0_c0.t1
OG0018227	jg23081	ESY6_g49516_DN3_SP0_c0.t1
OG0018228	jg23139	ESY6_g49429_DN3_SP0_c0.t1
OG0018230	jg23729	ESY6_g50296_DN2_SP0_c0.t1
OG0018261	jg10216	ESY23_g16_DN3_SP0_c0.t1
OG0018262	jg14478	ESY1_g8251_DN3_SP0_c0.t1
OG0018263	jg12663	ESY8_g60285_DN2_SP7_c0.t1
OG0018264	jg5606	ESY7_g17131_DN3_SP0_c0.t1
OG0018265	jg5583	ESY3_g32297_DN3_SP0_c0.t1
OG0018268	jg5347	ESY7_g17478_DN2_SP0_c0.t1
OG0018269	jg3891	ESY4_g25881_DN2_SP0_c0.t1
OG0018270	jg5287	ESY7_g17574_DN2_SP5_c0.t1
OG0018272	jg5253	ESY7_g17625_DN3_SP1_c0.t1
OG0018273	jg5231	ESY7_g17650_DN3_SP0_c0.t1
OG0018274	jg5205	ESY7_g17679_DN3_SP5_c11.t1
OG0018276	jg5115	ESY7_g18394_DN3_SP0_c0.t1
OG0018278	jg22381	ESY6_g48051_DN2_SP0_c0.t1
OG0018278	jg4054	ESY7_g18359_DN2_SP1_c0.t1
OG0018281	jg4855	ESY7_g17996_DN3_SP0_c0.t1
OG0018282	jg4807	ESY7_g17927_DN1_SP0_c0.t1
OG0018283	jg4805	ESY7_g17925_DN3_SP8_c0.t1
OG0018285	jg4750	ESY7_g17827_DN3_SP0_c0.t1
OG0018286	jg4733	ESY7_g17799_DN3_SP0_c0.t1
OG0018288	jg4672	ESY7_g18665_DN3_SP0_c0.t1
OG0018290	jg9976	ESY13_g56871_DN2_SP0_c0.t1
OG0018292	jg17617	ESY8_g59066_DN3_SP0_c0.t1
OG0018293	jg17619	ESY8_g59063_DN3_SP0_c0.t1
OG0018294	jg17629	ESY8_g59058_DN3_SP0_c0.t1
OG0018295	jg17746, jg17750	ESY8_g58986_DN3_SP0_c0.t1
OG0018296	jg17902	ESY5_g4913_DN1_SP0_c0.t1, ESY8_g58828_DN1_SP0_c0.t1
OG0018297	jg17908	ESY8_g58819_DN3_SP6_c0.t1
OG0018298	jg17944	ESY8_g58792_DN3_SP0_c0.t1, ESY4_g26599_DN2_SP0_c0.t1
OG0018299	jg18003	ESY8_g58729_DN3_SP0_c0.t1
OG0018300	jg18028	ESY8_g58722_DN3_SP8_c0.t1
OG0018303	jg18246	ESY8_g58406_DN3_SP0_c2.t1
OG0018304	jg18426	ESY20_g12814_DN2_SP0_c0.t1
OG0018305	jg20819	ESY61_g58090_DN3_SP0_c0.t1, ESY60_g55069_DN3_SP0_c0.t1, ESY61_g58096_DN3_SP0_p0.t1, ESY20_g12657_DN3_SP0_c0.t1, ESY60_g55063_DN3_SP0_c0.t1
OG0018306	jg10031	ESY2_g35500_DN3_SP5_c0.t1
OG0018308	jg9928	ESY7_g17007_DN2_SP0_c15.t1
OG0018309	jg9890	ESY13_g56417_DN1_SP0_c0.t1
OG0018310	jg32812	ESY4_g22571_DN3_SP0_c57.t1
OG0018311	jg32738	ESY5_g1941_DN2_SP0_c0.t1
OG0018313	jg31607	ESY4_g23667_DN2_SP0_c0.t1
OG0018315	jg31632	ESY10_g14750_DN3_SP0_c0.t1
OG0018317	jg31871	ESY16_g61741_DN3_SP0_c0.t1
OG0018319	jg13106	ESY10_g14302_DN3_SP0_c0.t1
OG0018322	jg23518	ESY6_g50547_DN3_SP0_c9.t1
OG0018324	jg23334	ESY6_g48989_DN3_SP0_c0.t1
OG0018325	jg23193	ESY6_g49267_DN1_SP0_c0.t1, ESY6_g49269_DN1_SP0_c0.t1, ESY6_g49366_DN1_SP0_c0.t1
OG0018326	jg23172	ESY6_g49385_DN3_SP0_c0.t1
OG0018327	jg23156	ESY6_g49406_DN2_SP0_c0.t1
OG0018329	jg23130	ESY6_g49437_DN3_SP2_c42.t1
OG0018330	jg23084	ESY6_g49513_DN2_SP0_c0.t1
OG0018332	jg23073	ESY6_g49531_DN3_SP0_c0.t1
OG0018333	jg6194	ESY6_g50168_DN3_SP0_c0.t1
OG0018334	jg6260	ESY6_g50109_DN3_SP6_c8.t1
OG0018335	jg6291	ESY6_g50074_DN3_SP0_c0.t1
OG0018336	jg6294	ESY6_g50071_DN3_SP1_c0.t1
OG0018337	jg6435	ESY6_g49954_DN1_SP0_c0.t1
OG0018338	jg6437	ESY6_g49952_DN3_SP0_c0.t1
OG0018339	jg6449	ESY6_g49938_DN3_SP7_c0.t1
OG0018340	jg5810	ESY6_g49888_DN3_SP1_c0.t1
OG0018341	jg5829	ESY6_g49850_DN3_SP6_c0.t1
OG0018342	jg5936	ESY6_g49173_DN3_SP2_c0.t1
OG0018343	jg22895	ESY6_g48747_DN3_SP0_c16.t1
OG0018346	jg22808	ESY6_g48657_DN3_SP4_c0.t1
OG0018348	jg22697	ESY6_g48529_DN3_SP8_c11.t1
OG0018349	jg22672	ESY6_g48483_DN3_SP8_c0.t1
OG0018350	jg22646	ESY6_g48436_DN3_SP0_c0.t1
OG0018351	jg22642	ESY6_g48432_DN2_SP0_c0.t1
OG0018354	jg14778	ESY1_g9655_DN3_SP0_c0.t1
OG0018355	jg7947	ESY20_g13286_DN3_SP0_c0.t1
OG0018357	jg4541	ESY7_g18496_DN3_SP0_c0.t1
OG0018358	jg4285	ESY7_g18941_DN3_SP0_c0.t1
OG0018364	jg3896	ESY7_g19587_DN3_SP0_c0.t1
OG0018365	jg3866	ESY7_g19610_DN3_SP0_c0.t1
OG0018366	jg3863	ESY7_g19614_DN3_SP5_c0.t1
OG0018368	jg3812	ESY7_g19671_DN3_SP1_c0.t1
OG0018369	jg24771	ESY7_g19673_DN3_SP2_c12.t1
OG0018370	jg12756	ESY8_g60110_DN3_SP0_c0.t1
OG0018372	jg3778	ESY2_g36489_DN3_SP0_c0.t1
OG0018373	jg3782	ESY2_g36483_DN3_SP0_c0.t1
OG0018374	jg3662	ESY2_g36655_DN3_SP4_c0.t1
OG0018375	jg3631	ESY2_g36697_DN3_SP8_c0.t1
OG0018376	jg3618	ESY1_g11289_DN3_SP0_c0.t1
OG0018377	jg3614	ESY2_g36755_DN2_SP1_c0.t1
OG0018380	jg3406	ESY2_g34625_DN3_SP8_c0.t1
OG0018381	jg30868	ESY20_g12914_DN3_SP4_c0.t1
OG0018382	jg3387	ESY2_g34644_DN3_SP8_c52.t1
OG0018385	jg3299	ESY2_g34747_DN3_SP0_c0.t1
OG0018390	jg27901	ESY11_g54086_DN3_SP0_c0.t1
OG0018391	jg33814	ESY2_g36431_DN3_SP7_c0.t1
OG0018392	jg1948	ESY2_g35325_DN3_SP0_c0.t1
OG0018394	jg33630	ESY2_g36206_DN3_SP0_c0.t1
OG0018395	jg33606	ESY2_g36175_DN3_SP0_c0.t1
OG0018396	jg18761	ESY9_g44319_DN2_SP0_c0.t1
OG0018401	jg11936	ESY17_g39821_DN3_SP8_c0.t1
OG0018402	jg11709	ESY17_g39813_DN3_SP0_c0.t1, ESY17_g39814_DN3_SP0_c0.t1
OG0018403	jg11706	ESY17_g39810_DN3_SP0_c0.t1
OG0018404	jg11816	ESY17_g39615_DN2_SP1_c0.t1
OG0018405	jg11461	ESY15_g65715_DN2_SP0_c0.t1
OG0018406	jg11383	ESY5_g3271_DN3_SP0_c0.t1
OG0018407	jg11361	ESY2_g35719_DN3_SP0_c0.t1
OG0018408	jg11348	ESY15_g65446_DN3_SP0_c0.t1
OG0018409	jg11282	ESY5_g4591_DN3_SP0_c0.t1
OG0018411	jg2973	ESY2_g35921_DN3_SP0_c0.t1
OG0018412	jg2997	ESY2_g34849_DN3_SP6_c0.t1
OG0018413	jg31248	ESY13_g57935_DN3_SP0_c0.t1
OG0018417	jg3124	ESY2_g35002_DN3_SP0_c0.t1
OG0018418	jg19672	ESY12_g51476_DN2_SP0_c0.t1
OG0018419	jg2454	ESY2_g34410_DN3_SP0_c0.t1
OG0018421	jg2507	ESY2_g35382_DN3_SP0_c0.t1
OG0018422	jg9596	ESY3_g30945_DN2_SP0_c0.t1
OG0018423	jg9594	ESY4_g23994_DN1_SP0_c0.t1
OG0018426	jg12603, jg12604	ESY8_g60436_DN3_SP0_c0.t1, ESY8_g60438_DN3_SP0_c0.t1
OG0018427	jg14143	ESY1_g7105_DN3_SP3_c0.t1
OG0018430	jg13567	ESY21_g55553_DN3_SP6_c0.t1
OG0018431	jg20499	ESY7_g16849_DN3_SP0_c21.t1
OG0018433	jg20602	ESY7_g16732_DN3_SP0_c0.t1
OG0018435	jg13636	ESY21_g55398_DN3_SP3_c0.t1
OG0018437	jg33261	ESY2_g37314_DN3_SP0_c0.t1
OG0018439	jg33385	ESY2_g37152_DN3_SP0_c0.t1
OG0018439	jg33381	ESY2_g37154_DN3_SP0_c0.t1
OG0018440	jg33412, jg33346	ESY2_g37091_DN3_SP0_c0.t1
OG0018441	jg33423	ESY2_g37082_DN2_SP1_c0.t1
OG0018442	jg33473	ESY2_g37011_DN3_SP0_c0.t1
OG0018443	jg20964	ESY2_g33599_DN2_SP0_c0.t1
OG0018444	jg18505	ESY1_g5870_DN3_SP0_c0.t1
OG0018448	jg18679	ESY9_g43917_DN3_SP0_c26.t1
OG0018449	jg10730	ESY9_g42701_DN3_SP6_c0.t1
OG0018450	jg10799	ESY9_g42577_DN3_SP0_c0.t1
OG0018452	jg10812	ESY9_g42532_DN3_SP1_c0.t1
OG0018453	jg12534	ESY8_g60801_DN3_SP8_c0.t1
OG0018454	jg10818	ESY9_g42522_DN3_SP0_c0.t1
OG0018457	jg20434	ESY10_g15091_DN3_SP8_c0.t1
OG0018458	jg14960	ESY1_g10074_DN3_SP0_c0.t1
OG0018459	jg14920	ESY1_g9959_DN3_SP0_c0.t1
OG0018461	jg14886	ESY1_g9879_DN3_SP0_c0.t1
OG0018462	jg21919	ESY6_g46754_DN3_SP0_c0.t1
OG0018463	jg27393	ESY11_g53020_DN3_SP7_c0.t1
OG0018464	jg27217	ESY11_g52792_DN3_SP0_c0.t1
OG0018465	jg27408	ESY11_g53262_DN3_SP7_c0.t1
OG0018469	jg13693	ESY2_g34537_DN3_SP0_c0.t1
OG0018470	jg10590	ESY9_g43161_DN2_SP0_c14.t1
OG0018473	jg10534	ESY9_g43285_DN3_SP0_c0.t1
OG0018475	jg10436	ESY9_g43465_DN3_SP7_c0.t1
OG0018478	jg10907	ESY16_g61635_DN3_SP7_c0.t1
OG0018479	jg23886	ESY3_g32689_DN3_SP0_c0.t1, ESY4_g24866_DN2_SP0_c0.t1
OG0018480	jg23890	ESY3_g32685_DN3_SP8_c0.t1
OG0018481	jg23892	ESY3_g32682_DN3_SP4_c0.t1
OG0018482	jg23896	ESY3_g32677_DN1_SP0_c0.t1
OG0018483	jg23919	ESY3_g32659_DN3_SP0_c0.t1
OG0018484	jg23922	ESY3_g32655_DN3_SP8_c0.t1
OG0018486	jg23942	ESY3_g32635_DN3_SP0_c0.t1
OG0018487	jg23947	ESY3_g32611_DN3_SP8_c0.t1
OG0018488	jg23758	ESY6_g50238_DN3_SP1_c0.t1
OG0018491	jg23780	ESY6_g50231_DN3_SP0_c0.t1
OG0018492	jg16444	ESY16_g62259_DN3_SP0_c0.t1, ESY16_g62218_DN3_SP0_c0.t1, ESY13_g56425_DN3_SP1_c0.t1
OG0018493	jg16433	ESY1_g12576_DN3_SP0_c0.t1
OG0018495	jg16325	ESY1_g12479_DN3_SP0_c12.t1
OG0018496	jg16275	ESY1_g12408_DN3_SP2_c0.t1
OG0018497	jg8242	ESY20_g13365_DN2_SP1_c0.t1
OG0018498	jg16206	ESY1_g12311_DN3_SP0_c0.t1
OG0018501	jg15949	ESY1_g11295_DN3_SP0_c0.t1
OG0018502	jg15879	ESY1_g11423_DN3_SP7_c0.t1
OG0018503	jg15802	ESY1_g11573_DN3_SP7_c0.t1
OG0018504	jg15794, jg17171	ESY1_g11792_DN3_SP0_c0.t1
OG0018507	jg15433	ESY1_g10812_DN3_SP7_c0.t1
OG0018508	jg15313	ESY1_g11049_DN3_SP0_c0.t1
OG0018510	jg15241	ESY1_g11169_DN3_SP0_c0.t1
OG0018511	jg15201	ESY1_g10464_DN3_SP0_c0.t1
OG0018512	jg15182	ESY1_g10418_DN3_SP5_c0.t1
OG0018513	jg26923	ESY3_g27300_DN3_SP0_c0.t1
OG0018515	jg2163	ESY2_g35224_DN3_SP0_c0.t1
OG0018519	jg28060	ESY11_g54396_DN3_SP6_c0.t1
OG0018520	jg28116	ESY11_g54590_DN3_SP0_c0.t1
OG0018521	jg19380	ESY12_g51030_DN3_SP0_c0.t1
OG0018522	jg11930	ESY17_g39124_DN3_SP0_c0.t1
OG0018525	jg18942	ESY9_g45086_DN3_SP8_c0.t1
OG0018526	jg7596	ESY18_g63074_DN2_SP0_c0.t1
