Orthogroup	Cardamine_amara	Aethionema_saxatile
OG0015258	evm.model.RL_4.51.1.687c86cc	As004G091080
OG0015259	evm.model.RL_4.53	As004G091110
OG0015260	evm.model.RL_2.609.2.687c86e1	As004G092140
OG0015261	evm.model.RL_1.2468	As004G092160
OG0015262	evm.model.RL_2.598	As004G092270
OG0015263	evm.model.RL_1.2496	As004G092440
OG0015264	evm.model.RL_2.593	As004G092490
OG0015265	evm.model.RL_2.771	As004G093010
OG0015266	evm.model.RL_1.2428	As004G093170
OG0015267	evm.model.RL_2.1932	As004G093410
OG0015268	evm.model.RL_2.803	As004G093450
OG0015269	evm.model.RL_1.2382	As004G093670
OG0015270	evm.model.RL_1.2381	As004G093680
OG0015271	evm.model.RL_2.830	As004G093890
OG0015272	evm.model.RL_2.860	As004G094480
OG0015273	evm.model.RL_2.870	As004G094560
OG0015274	evm.model.RL_2.901	As004G094940
OG0015275	evm.model.RL_2.906	As004G095070
OG0015276	evm.model.RL_2.950	As004G095320
OG0015277	evm.model.RL_2.966	As004G095580
OG0015278	evm.model.RL_2.967	As004G095590
OG0015279	evm.model.RL_1.2211	As004G095600, As011G255090
OG0015281	evm.model.RL_2.1065	As004G096480
OG0015282	evm.model.RL_1.2078	As004G096580
OG0015283	evm.model.RL_2.238	As004G096760
OG0015284	evm.model.RL_2.217	As004G096860
OG0015285	evm.model.RL_2.12	As004G097120
OG0015286	evm.model.RL_2.13	As004G097140
OG0015287	evm.model.RL_2.30	As004G097280
OG0015288	evm.model.RL_2.71	As004G097670
OG0015289	evm.model.RL_2.133	As004G097940
OG0015290	evm.model.RL_1.2508	As004G098470
OG0015291	evm.model.RL_6.2956	As005G098640
OG0015293	evm.model.RL_6.2947	As005G098740
OG0015294	evm.model.RL_6.2943	As005G098780
OG0015295	evm.model.RL_6.2929	As005G099030
OG0015296	evm.model.RL_6.2927	As005G099050
OG0015297	evm.model.RL_6.2926	As005G099060
OG0015298	evm.model.RL_6.2912	As005G099270
OG0015299	evm.model.RL_6.2911	As005G099280
OG0015300	evm.model.RL_6.2906	As005G099340
OG0015301	evm.model.RL_6.2903	As005G099370
OG0015302	evm.model.RL_6.2901	As005G099410
OG0015303	evm.model.RL_1.1485	As005G099890
OG0015304	evm.model.RL_6.2854	As005G099920
OG0015305	evm.model.RL_6.2834	As005G100120
OG0015306	evm.model.RL_6.2832	As005G100140
OG0015307	evm.model.RL_6.2813	As005G100310
OG0015308	evm.model.RL_6.2808	As005G100370
OG0015309	evm.model.RL_6.2797	As005G100490
OG0015310	evm.model.RL_6.2792	As005G100660
OG0015311	evm.model.RL_6.2778	As005G100760
OG0015312	evm.model.RL_6.2749	As005G101050
OG0015313	evm.model.RL_6.2734	As005G101200
OG0015314	evm.model.RL_6.2698	As005G101470
OG0015315	evm.model.RL_6.2697	As005G101480
OG0015316	evm.model.RL_6.2694	As005G101500
OG0015317	evm.model.RL_6.2668	As005G101760
OG0015318	evm.model.RL_6.2657	As005G101890
OG0015319	evm.model.RL_6.2655	As005G101920
OG0015320	evm.model.RL_6.2652	As005G101950
OG0015321	evm.model.RL_6.2649	As005G101980
OG0015322	evm.model.RL_6.2638	As005G102090
OG0015323	evm.model.RL_6.2635	As005G102110
OG0015324	evm.model.RL_6.2626	As005G102240
OG0015325	evm.model.RL_6.2621	As005G102290
OG0015326	evm.model.RL_6.2599	As005G102460
OG0015327	evm.model.RL_6.2560	As005G102870
OG0015328	evm.model.RL_6.2535	As005G103100
OG0015329	evm.model.RL_6.2524	As005G103210
OG0015330	evm.model.RL_6.2491	As005G103600
OG0015331	evm.model.RL_6.2477	As005G103760
OG0015332	evm.model.RL_6.2469	As005G103880
OG0015333	evm.model.RL_6.2466	As005G103910
OG0015334	evm.model.RL_6.2448	As005G104080
OG0015335	evm.model.RL_6.2433	As005G104240
OG0015336	evm.model.RL_6.2421	As005G104390
OG0015337	evm.model.RL_6.2416	As005G104440
OG0015338	evm.model.RL_6.2411	As005G104490
OG0015339	evm.model.RL_6.2402	As005G104620
OG0015340	evm.model.RL_6.2401	As005G104630
OG0015341	evm.model.RL_6.2391	As005G104690
OG0015342	evm.model.RL_6.2385	As005G104760
OG0015343	evm.model.RL_6.2366	As005G104910
OG0015344	evm.model.RL_6.2322	As005G105030
OG0015345	evm.model.RL_6.2346	As005G105230
OG0015346	evm.model.RL_6.2282	As005G106030
OG0015347	evm.model.RL_4.3389.4.687c86de	As005G106520
OG0015348	evm.model.RL_4.3388	As005G106530
OG0015349	evm.model.RL_4.3357	As005G106850
OG0015350	evm.model.RL_4.3353	As005G106890
OG0015351	evm.model.RL_4.3339	As005G106990
OG0015352	evm.model.RL_4.3335	As005G107080
OG0015353	evm.model.RL_4.3332	As005G107130
OG0015354	evm.model.RL_4.3317.4.687c86de	As005G107270
OG0015355	evm.model.RL_4.3311	As005G107350
OG0015356	evm.model.RL_4.3276	As005G107690
OG0015357	evm.model.RL_4.3267	As005G107750
OG0015358	evm.model.RL_4.3234	As005G107990
OG0015359	evm.model.RL_4.3232	As005G108010
OG0015360	evm.model.RL_4.3230	As005G108030
OG0015361	evm.model.RL_4.3209	As005G108160
OG0015362	evm.model.RL_8.1389.1.687c855b	As005G108250
OG0015363	evm.model.RL_4.3191	As005G108300
OG0015364	evm.model.RL_4.3187	As005G108340
OG0015365	evm.model.RL_4.3165	As005G108560
OG0015366	evm.model.RL_4.2596	As005G108570
OG0015367	evm.model.RL_4.3161	As005G108650
OG0015368	evm.model.RL_4.3146	As005G108780
OG0015369	evm.model.RL_4.3141	As005G108830
OG0015370	evm.model.RL_4.3135	As005G108900
OG0015371	evm.model.RL_4.3121	As005G109080
OG0015372	evm.model.RL_4.3103	As005G109400
OG0015373	evm.model.RL_4.3102	As005G109420
OG0015374	evm.model.RL_4.1714	As005G109950
OG0015375	evm.model.RL_4.1623	As005G110890
OG0015376	evm.model.RL_4.1634	As005G111250
OG0015377	evm.model.RL_4.1571	As005G112330
OG0015378	evm.model.RL_4.1565	As005G112380
OG0015379	evm.model.RL_2.2285	As005G112440
OG0015380	evm.model.RL_4.1556	As005G112530
OG0015381	evm.model.RL_4.1552	As005G112560
OG0015382	evm.model.RL_4.1535	As005G112890
OG0015383	evm.model.RL_4.1518.1.687c86d4	As005G113120
OG0015384	evm.model.RL_4.1511	As005G113190
OG0015385	evm.model.RL_4.1485.3.687c86d4	As005G113260
OG0015386	evm.model.RL_4.1473	As005G113350
OG0015387	evm.model.RL_4.1467	As005G113430
OG0015388	evm.model.RL_4.1453	As005G113650
OG0015389	evm.model.RL_8.2142	As005G113980
OG0015390	evm.model.RL_8.2127.3.687c855f	As005G114130
OG0015391	evm.model.RL_8.2124.1.687c855f	As005G114170
OG0015393	evm.model.RL_3.1107	As005G114530
OG0015394	evm.model.RL_8.2079	As005G114570
OG0015395	evm.model.RL_8.2061	As005G114780
OG0015396	evm.model.RL_8.2054	As005G114880
OG0015397	evm.model.RL_8.2022	As005G115170
OG0015398	evm.model.RL_8.1984_evm.model.RL_8.1986.1.687c97c3	As005G115420
OG0015399	evm.model.RL_8.2027	As005G115630
OG0015400	evm.model.RL_8.2006	As005G115730
OG0015401	evm.model.RL_8.2389	As005G116010
OG0015402	evm.model.RL_8.2399	As005G116180
OG0015403	evm.model.RL_8.2402	As005G116220
OG0015404	evm.model.RL_8.2405	As005G116270
OG0015405	evm.model.RL_8.2406	As005G116280
OG0015406	evm.model.RL_8.2408.2.687c8561	As005G116300
OG0015407	evm.model.RL_8.2410	As005G116310
OG0015408	evm.model.RL_8.2411	As005G116330
OG0015409	evm.model.RL_8.2431	As005G116590
OG0015410	evm.model.RL_8.2470, evm.model.RL_8.2462	As005G116860
OG0015411	evm.model.RL_8.2474	As005G116890
OG0015412	evm.model.RL_6.1947	As005G116980
OG0015413	evm.model.RL_8.2501	As005G117210
OG0015414	evm.model.RL_8.2513	As005G117320
OG0015415	evm.model.RL_8.2515	As005G117340
OG0015416	evm.model.RL_8.2518	As005G117360
OG0015417	evm.model.RL_8.2525	As005G117420
OG0015418	evm.model.RL_8.2528.1.687c8561	As005G117470
OG0015419	evm.model.RL_8.2534	As005G117510
OG0015420	evm.model.RL_8.2542	As005G117590
OG0015421	evm.model.RL_8.2549	As005G117660
OG0015422	evm.model.RL_8.2568	As005G117860
OG0015423	evm.model.RL_8.2573	As005G117910
OG0015424	evm.model.RL_8.2600	As005G118260
OG0015425	evm.model.RL_8.2616	As005G118390
OG0015426	evm.model.RL_8.2627	As005G118480
OG0015427	evm.model.RL_8.2639	As005G118610
OG0015428	evm.model.RL_8.2648	As005G118660
OG0015429	evm.model.RL_8.2660	As005G118750
OG0015430	evm.model.RL_8.2681	As005G118940
OG0015431	evm.model.RL_8.2683	As005G118960
OG0015432	evm.model.RL_8.2690	As005G119010
OG0015433	evm.model.RL_8.2698	As005G119090
OG0015434	evm.model.RL_8.2703	As005G119130
OG0015435	evm.model.RL_8.2708	As005G119190
OG0015436	evm.model.RL_8.2720	As005G119300
OG0015437	evm.model.RL_8.2721	As005G119310
OG0015438	evm.model.RL_8.2725	As005G119350
OG0015439	evm.model.RL_8.2746	As005G119620
OG0015440	evm.model.RL_6.457	As005G119740
OG0015441	evm.model.RL_8.2770	As005G119770
OG0015442	evm.model.RL_8.2773	As005G119810
OG0015443	evm.model.RL_8.2792	As005G120010
OG0015444	evm.model.RL_8.2803	As005G120220
OG0015445	evm.model.RL_8.2805	As005G120260
OG0015446	evm.model.RL_5.2416	As005G120380
OG0015447	evm.model.RL_8.2822	As005G120530
OG0015448	evm.model.RL_8.2828	As005G120580
OG0015449	evm.model.RL_8.2833	As005G120620
OG0015450	evm.model.RL_8.2844.1.687c8563	As005G120670
OG0015451	evm.model.RL_8.2857	As005G120800
OG0015452	evm.model.RL_7.2655	As005G120900
OG0015453	evm.model.RL_8.17	As006G121080
OG0015454	evm.model.RL_8.93	As006G121230
OG0015455	evm.model.RL_8.65	As006G121470
OG0015456	evm.model.RL_8.50	As006G121620
OG0015457	evm.model.RL_8.108	As006G121890
OG0015458	evm.model.RL_8.109	As006G121900
OG0015459	evm.model.RL_8.124	As006G122010
OG0015460	evm.model.RL_8.129	As006G122070
OG0015461	evm.model.RL_8.141	As006G122140
OG0015462	evm.model.RL_8.202	As006G122600
OG0015463	evm.model.RL_8.190	As006G122740
OG0015464	evm.model.RL_8.170	As006G122820
OG0015465	evm.model.RL_8.160	As006G122890
OG0015466	evm.model.RL_8.272	As006G123280
OG0015467	evm.model.RL_8.283	As006G123420
OG0015468	evm.model.RL_8.285	As006G123440
OG0015469	evm.model.RL_8.286	As006G123450
OG0015470	evm.model.RL_8.2583	As006G123710
OG0015471	evm.model.RL_8.319	As006G123730
OG0015472	evm.model.RL_4.441	As006G124310
OG0015473	evm.model.RL_4.447.1.687c86ce	As006G124360
OG0015474	evm.model.RL_4.449	As006G124380
OG0015475	evm.model.RL_4.450	As006G124390
OG0015476	evm.model.RL_4.467	As006G124540
OG0015477	evm.model.RL_4.478	As006G124630
OG0015478	evm.model.RL_4.482	As006G124660
OG0015479	evm.model.RL_4.492	As006G124780
OG0015480	evm.model.RL_4.496	As006G124800
OG0015481	evm.model.RL_4.498	As006G124820
OG0015482	evm.model.RL_4.535	As006G125070
OG0015483	evm.model.RL_6.1316	As006G125700
OG0015484	evm.model.RL_6.1381	As006G126020
OG0015485	evm.model.RL_6.1351	As006G126180
OG0015486	evm.model.RL_6.1305	As006G126400
OG0015487	evm.model.RL_6.1300	As006G126440
OG0015488	evm.model.RL_6.1299, evm.model.RL_1.2402	As006G126450
OG0015489	evm.model.RL_6.1288	As006G126810
OG0015490	evm.model.RL_6.1243	As006G127190
OG0015491	evm.model.RL_6.1230	As006G127340
OG0015492	evm.model.RL_6.1229	As006G127360
OG0015493	evm.model.RL_6.1176	As006G127780
OG0015494	evm.model.RL_6.1125	As006G128200
OG0015495	evm.model.RL_6.1113	As006G128320
OG0015496	evm.model.RL_6.1088	As006G128570
OG0015497	evm.model.RL_6.1012	As006G129100
OG0015498	evm.model.RL_6.986	As006G129410
OG0015499	evm.model.RL_6.972	As006G129570
OG0015500	evm.model.RL_6.966	As006G129620
OG0015501	evm.model.RL_6.962	As006G129690
OG0015502	evm.model.RL_6.934	As006G129930
OG0015503	evm.model.RL_6.919	As006G129990
OG0015504	evm.model.RL_6.913	As006G130040
OG0015505	evm.model.RL_6.911	As006G130060
OG0015506	evm.model.RL_6.907	As006G130100
OG0015507	evm.model.RL_6.903	As006G130130
OG0015508	evm.model.RL_6.883	As006G130260
OG0015509	evm.model.RL_6.770	As006G130580
OG0015510	evm.model.RL_6.772	As006G130600
OG0015511	evm.model.RL_6.785	As006G130670
OG0015512	evm.model.RL_6.799	As006G130730
OG0015513	evm.model.RL_6.806	As006G130780
OG0015514	evm.model.RL_6.824	As006G130870
OG0015515	evm.model.RL_6.747	As006G131000
OG0015516	evm.model.RL_6.744	As006G131010
OG0015517	evm.model.RL_6.733	As006G131200
OG0015518	evm.model.RL_6.729	As006G131230
OG0015519	evm.model.RL_6.741	As006G131240
OG0015520	evm.model.RL_6.720	As006G131310
OG0015521	evm.model.RL_1.2925	As006G131350
OG0015522	evm.model.RL_5.619.2.687c88ae	As006G131440
OG0015523	evm.model.RL_8.19	As006G131470
OG0015524	evm.model.RL_6.583	As006G131500
OG0015525	evm.model.RL_6.565	As006G131590
OG0015526	evm.model.RL_6.550	As006G131690
OG0015527	evm.model.RL_6.547	As006G131700
OG0015528	evm.model.RL_6.544	As006G131730
OG0015529	evm.model.RL_6.537	As006G131810
OG0015530	evm.model.RL_6.534	As006G131840
OG0015531	evm.model.RL_6.530	As006G131890
OG0015532	evm.model.RL_6.510	As006G132010
OG0015533	evm.model.RL_6.498	As006G132120
OG0015534	evm.model.RL_2.2254	As006G132340
OG0015535	evm.model.RL_1.68.2.687c87e9	As006G132880
OG0015536	evm.model.RL_1.58	As006G133040
OG0015537	evm.model.RL_1.34	As006G133280
OG0015538	evm.model.RL_1.30	As006G133320
OG0015539	evm.model.RL_5.3084.2.687c88bf	As006G133350
OG0015540	evm.model.RL_1.23	As006G133410
OG0015541	evm.model.RL_1.19	As006G133460
OG0015542	evm.model.RL_1.16	As006G133530
OG0015543	evm.model.RL_1.15	As006G133550
OG0015544	evm.model.RL_1.12	As006G133590
OG0015545	evm.model.RL_1.3	As006G133670
OG0015546	evm.model.RL_1.764	As006G133760
OG0015547	evm.model.RL_4.3433	As006G133790
OG0015548	evm.model.RL_4.3430	As006G133820
OG0015549	evm.model.RL_4.3429	As006G133840
OG0015550	evm.model.RL_6.1122	As006G133860
OG0015551	evm.model.RL_4.3427	As006G133870
OG0015552	evm.model.RL_4.3421	As006G133950
OG0015553	evm.model.RL_4.3418	As006G133980
OG0015554	evm.model.RL_4.3417	As006G134000
OG0015555	evm.model.RL_2.2172.3.687c86e5	As006G134270
OG0015556	evm.model.RL_2.2198	As006G134520
OG0015557	evm.model.RL_1.102	As006G134820
OG0015558	evm.model.RL_1.107	As006G134860
OG0015559	evm.model.RL_1.124	As006G135090
OG0015560	evm.model.RL_1.125	As006G135100
OG0015562	evm.model.RL_1.130	As006G135180
OG0015563	evm.model.RL_1.140.1.687c87e9	As006G135290
OG0015564	evm.model.RL_1.141	As006G135300
OG0015565	evm.model.RL_1.160	As006G135430
OG0015566	evm.model.RL_1.181	As006G135650
OG0015567	evm.model.RL_1.185	As006G135690
OG0015568	evm.model.RL_1.187	As006G135710
OG0015569	evm.model.RL_1.203	As006G135820
OG0015570	evm.model.RL_1.216	As006G135940
OG0015571	evm.model.RL_1.224	As006G136030
OG0015572	evm.model.RL_1.225	As006G136040
OG0015573	evm.model.RL_1.246	As006G136300
OG0015574	evm.model.RL_1.271	As006G136580
OG0015575	evm.model.RL_1.289	As006G136740
OG0015576	evm.model.RL_1.296	As006G136850
OG0015577	evm.model.RL_1.307	As006G137160
OG0015578	evm.model.RL_1.334	As006G137400
OG0015579	evm.model.RL_1.344	As006G137470
OG0015580	evm.model.RL_1.352	As006G137510
OG0015581	evm.model.RL_1.391	As006G137950
OG0015582	evm.model.RL_1.399	As006G138030
OG0015583	evm.model.RL_1.436	As006G138410
OG0015584	evm.model.RL_1.449.1.687c87ea	As006G138660
OG0015585	evm.model.RL_1.473.1.687c87ea	As006G138790
OG0015586	evm.model.RL_1.463	As006G138880
OG0015587	evm.model.RL_1.489	As006G138990
OG0015588	evm.model.RL_1.490	As006G139000
OG0015589	evm.model.RL_1.503	As006G139100
OG0015590	evm.model.RL_1.507	As006G139140
OG0015591	evm.model.RL_7.346	As012G286110
OG0015592	evm.model.RL_1.572	As006G139950
OG0015593	evm.model.RL_1.578	As006G140040
OG0015594	evm.model.RL_1.626	As006G140470
OG0015595	evm.model.RL_1.639	As006G140600
OG0015596	evm.model.RL_1.1167	As012G267700, As006G140670
OG0015597	evm.model.RL_1.644.2.687c87eb	As006G140700
OG0015598	evm.model.RL_1.647	As006G140750
OG0015599	evm.model.RL_1.654	As006G140820
OG0015600	evm.model.RL_1.632, evm.model.RL_1.656	As006G140840
OG0015601	evm.model.RL_1.674	As006G141040
OG0015602	evm.model.RL_1.677	As006G141070
OG0015603	evm.model.RL_1.691	As006G141190
OG0015604	evm.model.RL_1.700	As006G141240
OG0015605	evm.model.RL_1.711	As006G141380
OG0015606	evm.model.RL_1.715	As006G141410
OG0015607	evm.model.RL_1.718	As006G141440
OG0015608	evm.model.RL_1.730	As006G141520
OG0015609	evm.model.RL_1.738	As006G141610
OG0015610	evm.model.RL_1.740	As006G141620
OG0015611	evm.model.RL_1.754	As006G141770
OG0015612	evm.model.RL_1.804	As006G142250
OG0015613	evm.model.RL_1.806	As006G142270
OG0015614	evm.model.RL_6.2149	As006G142640
OG0015615	evm.model.RL_6.2146	As006G142660
OG0015616	evm.model.RL_6.2125	As006G142870
OG0015617	evm.model.RL_6.2108	As006G143020
OG0015618	evm.model.RL_6.2104	As006G143080
OG0015619	evm.model.RL_6.2075	As006G143380
OG0015620	evm.model.RL_6.2073	As006G143400
OG0015621	evm.model.RL_6.2032	As006G143660
OG0015622	evm.model.RL_6.2055	As006G143910
OG0015623	evm.model.RL_6.2024	As006G143990
OG0015624	evm.model.RL_6.2018	As006G144080, As007G166830
OG0015626	evm.model.RL_6.1680	As006G144470
OG0015627	evm.model.RL_6.1724	As006G144860
OG0015628	evm.model.RL_8.989	As006G144940
OG0015629	evm.model.RL_6.1733	As006G144980
OG0015630	evm.model.RL_6.1754	As006G145160
OG0015631	evm.model.RL_6.1771	As006G145360
OG0015632	evm.model.RL_6.1794, evm.model.RL_6.1791	As006G145550
OG0015633	evm.model.RL_6.1797	As006G145580
OG0015634	evm.model.RL_6.1873	As006G145670
OG0015635	evm.model.RL_6.1874	As006G145680
OG0015637	evm.model.RL_6.1864	As006G145830
OG0015638	evm.model.RL_6.1860	As006G145880
OG0015639	evm.model.RL_6.1859	As006G145890
OG0015640	evm.model.RL_6.1848	As006G146020
OG0015641	evm.model.RL_6.1831	As006G146320, As006G146310
OG0015642	evm.model.RL_6.1818	As006G146660
OG0015643	evm.model.RL_6.1816	As006G146680
OG0015644	evm.model.RL_6.1973	As006G147180
OG0015645	evm.model.RL_6.1966	As006G147330
OG0015646	evm.model.RL_6.1963	As006G147340
OG0015647	evm.model.RL_6.1922	As006G147490
OG0015648	evm.model.RL_6.1919	As006G147510
OG0015649	evm.model.RL_6.1911	As006G147890
OG0015650	evm.model.RL_6.644, evm.model.RL_6.653	As006G148120
OG0015651	evm.model.RL_6.1668	As006G148780
OG0015652	evm.model.RL_5.1420	As007G152230
OG0015653	evm.model.RL_5.1423.2.687c88b4	As007G152250
OG0015654	evm.model.RL_5.1459	As007G152570
OG0015655	evm.model.RL_5.1474	As007G152780, As012G282080
OG0015656	evm.model.RL_5.1490	As007G152920
OG0015657	evm.model.RL_5.1507	As007G153100
OG0015658	evm.model.RL_5.1538	As007G153410
OG0015659	evm.model.RL_5.1551	As007G153490
OG0015660	evm.model.RL_5.1568	As007G153690
OG0015661	evm.model.RL_5.1587	As007G153830
OG0015662	evm.model.RL_5.1586.1.687c88b5	As007G153840
OG0015663	evm.model.RL_5.1584	As007G153860
OG0015665	evm.model.RL_5.1577	As007G153930
OG0015666	evm.model.RL_5.1595	As007G154000
OG0015667	evm.model.RL_5.1607	As007G154170
OG0015668	evm.model.RL_5.1650	As007G154530
OG0015669	evm.model.RL_5.1643	As007G154610
OG0015670	evm.model.RL_5.1641	As007G154630
OG0015671	evm.model.RL_5.1631	As007G154710
OG0015672	evm.model.RL_3.1780	As007G154720
OG0015673	evm.model.RL_5.1704	As007G155130
OG0015674	evm.model.RL_5.1719	As007G155240
OG0015675	evm.model.RL_5.1722	As007G155280
OG0015676	evm.model.RL_5.1730	As007G155380
OG0015677	evm.model.RL_5.1743	As007G155470
OG0015678	evm.model.RL_5.1747	As007G155510
OG0015679	evm.model.RL_5.1766	As007G155670
OG0015680	evm.model.RL_5.1769	As007G155710
OG0015681	evm.model.RL_5.1772	As007G155740
OG0015682	evm.model.RL_5.1774	As007G155770
OG0015683	evm.model.RL_5.1842	As007G156290
OG0015684	evm.model.RL_5.3684	As007G156650
OG0015685	evm.model.RL_5.3681	As007G156680
OG0015686	evm.model.RL_5.3674	As007G156750
OG0015687	evm.model.RL_5.3658	As007G156910
OG0015688	evm.model.RL_5.3637	As007G157080
OG0015689	evm.model.RL_5.3598	As007G157560
OG0015690	evm.model.RL_5.3592	As007G157630
OG0015691	evm.model.RL_5.3591	As007G157640
OG0015692	evm.model.RL_5.3581	As007G157750
OG0015693	evm.model.RL_5.3576	As007G157800
OG0015694	evm.model.RL_5.3575	As007G157820
OG0015695	evm.model.RL_5.395	As007G157860, As007G157970, As007G157870
OG0015696	evm.model.RL_5.3549	As007G158140
OG0015697	evm.model.RL_5.3544	As007G158190
OG0015698	evm.model.RL_5.3517	As007G158520
OG0015699	evm.model.RL_5.3504	As007G158620
OG0015700	evm.model.RL_5.3496	As007G158710
OG0015701	evm.model.RL_5.3486	As007G158910
OG0015702	evm.model.RL_5.3471	As007G159100
OG0015703	evm.model.RL_5.3470	As007G159110
OG0015704	evm.model.RL_5.3464	As007G159170
OG0015705	evm.model.RL_5.3453	As007G159230
OG0015706	evm.model.RL_5.3447	As007G159320
OG0015707	evm.model.RL_5.3427	As007G159540
OG0015708	evm.model.RL_5.3393	As007G159780
OG0015709	evm.model.RL_5.3384	As007G159870
OG0015710	evm.model.RL_5.3375	As007G159950
OG0015711	evm.model.RL_5.554	As007G160240
OG0015712	evm.model.RL_5.3311	As007G160550
OG0015713	evm.model.RL_5.3299	As007G160620
OG0015714	evm.model.RL_5.3280.1.687c88c1	As007G160780
OG0015715	evm.model.RL_3.1293	As007G160910
OG0015716	evm.model.RL_5.3263	As007G160970
OG0015717	evm.model.RL_3.1265	As007G161110
OG0015718	evm.model.RL_5.3249	As007G161130
OG0015719	evm.model.RL_5.3238	As007G161230
OG0015720	evm.model.RL_5.3228	As007G161330
