Orthogroup	Erysimum_linariifolium	Cardamine_glauca
OG0001688	El006G301300	Cg005G175480
OG0001689	El002G089050	Cg006G239570
OG0001689	El006G301830	Cg005G175930
OG0001690	El006G302210	Cg005G176270
OG0001690	El002G089250	Cg006G239380
OG0001691	El002G089550	Cg006G239100
OG0001691	El006G302730	Cg005G176760
OG0001692	El002G089650	Cg006G238990
OG0001693	El006G304340	Cg005G178110
OG0001693	El002G090180	Cg006G238500
OG0001694	El001G064040	Cg008G297160
OG0001694	El005G237330	Cg004G118220
OG0001695	El002G091360	Cg006G237400
OG0001695	El005G239120	Cg004G120140
OG0001696	El001G048880, El001G048930	Cg008G307270
OG0001696	El005G239930	Cg004G120820
OG0001697	El005G241980	Cg004G122750
OG0001698	El006G289880	Cg005G166310
OG0001698	El001G027000	Cg002G050600
OG0001699	El001G024180	Cg002G052960, Cg002G052940
OG0001699	El006G293060	Cg005G169100
OG0001700	El004G232690	Cg007G279910
OG0001700	El002G100440	Cg006G229510
OG0001701	El002G104700	Cg006G225610
OG0001701	El003G173760, El004G228940	Cg007G276750
OG0001702	El004G229990	Cg007G277640
OG0001702	El002G105830	Cg006G224640
OG0001703	El002G106380	Cg006G224100
OG0001703	El004G230710	Cg007G278270
OG0001704	El002G108030	Cg006G223070
OG0001704	El004G223270	Cg007G271890, Cg006G223350
OG0001705	El002G108510	Cg006G222640
OG0001705	El004G222390	Cg007G271170
OG0001706	El002G112970	Cg006G219290
OG0001707	El002G115910	Cg006G216560
OG0001708	El001G051270	Cg008G306170
OG0001709	El007G327720	Cg003G110740
OG0001709	El001G017610	Cg002G058950
OG0001710	El002G105730	Cg006G224740
OG0001710	El004G229910	Cg007G277560
OG0001711	El005G253350	Cg004G133000
OG0001711	El003G172250	Cg001G025530
OG0001712	El002G133790	Cg006G200020
OG0001712	El005G256560	Cg004G135810
OG0001713	El002G134030	Cg006G199790
OG0001713	El005G257030	Cg004G136250
OG0001714	El005G258420	Cg004G137460
OG0001714	El002G135210	Cg006G198840
OG0001715	El005G267860	Cg004G142460
OG0001715	El005G267600	Cg004G142240, Cg004G142220
OG0001717	El001G037040, El001G037030	Cg002G071850
OG0001718	El001G016020	Cg002G060370
OG0001719	El005G273500, El005G273510	Cg004G152020
OG0001719	El005G273520, El005G273550	Cg004G152040
OG0001721	El003G184570, El007G365880, El002G096660	Cg006G232820
OG0001722	El008G369230	Cg003G103710
OG0001724	El006G301780	Cg005G175900
OG0001724	El006G314560, El006G314530	Cg007G265430
OG0001725	El001G062350	Cg008G298660
OG0001728	El001G051020, El001G051120	Cg003G082870, Cg003G082850, Cg003G082840, Cg003G082910, Cg003G082900, Cg003G082820, Cg003G082970, Cg003G082830, Cg003G082940, Cg003G082930, Cg003G082950, Cg003G082890, Cg003G082860, Cg003G082880, Cg003G082920
OG0001729	El001G039480	Cg001G026260, Cg001G026480, Cg001G026450
OG0001730	El003G193660	Cg001G043080
OG0001730	El003G155650	Cg001G012300
OG0001731	El003G153010	Cg001G010410
OG0001731	El003G153030	Cg001G010420
OG0001732	El003G152950	Cg001G010350
OG0001732	El005G277410	Cg004G155260
OG0001733	El003G152490	Cg001G009910
OG0001733	El006G317790	Cg005G190760
OG0001734	El003G152110	Cg001G009590
OG0001734	El006G317370	Cg005G190030
OG0001735	El005G272490	Cg004G149320
OG0001735	El003G148740, El003G148760	Cg001G006440
OG0001736	El003G146930	Cg001G004840
OG0001736	El005G274740	Cg004G153300
OG0001737	El006G296070	Cg005G171590
OG0001737	El002G118060	Cg006G215240
OG0001738	El002G119900	Cg006G213460
OG0001738	El006G295730	Cg005G171220
OG0001739	El004G205730	Cg007G253060
OG0001739	El002G092450	Cg006G236420
OG0001740	El004G203330	Cg007G251980
OG0001740	El002G092970	Cg006G235990
OG0001741	El002G093360	Cg006G235640
OG0001741	El004G202310	Cg007G251450
OG0001742	El005G268840	Cg004G143190
OG0001742	El005G268820	Cg004G143140
OG0001743	El002G094250	Cg006G234770
OG0001743	El004G199730	Cg007G249310
OG0001744	El003G192150	Cg001G041860
OG0001744	El001G041620	Cg002G071510
OG0001745	El001G042400	Cg002G070950
OG0001745	El003G191560	Cg001G041280
OG0001746	El001G043710	Cg002G069260
OG0001746	El003G190550	Cg001G040560
OG0001748	El003G187020	Cg001G038010
OG0001748	El004G217060	Cg007G266860
OG0001749	El004G194370	Cg007G245990
OG0001749	El003G193300	Cg001G042680
OG0001750	El004G195950	Cg007G246840
OG0001751	El005G247460	Cg004G127560
OG0001751	El003G156450, El001G075450	Cg008G287290
OG0001753	El005G248070	Cg004G128020
OG0001753	El001G074890	Cg008G287770
OG0001754	El007G343080	Cg003G097550
OG0001754	El003G159540	Cg001G015730
OG0001755	El003G158780	Cg001G015040
OG0001755	El006G315970	Cg003G099350
OG0001756	El007G340320	Cg003G099770
OG0001756	El003G156210	Cg001G012820
OG0001757	El003G157800	Cg001G014080
OG0001758	El001G060870	Cg008G299930
OG0001758	El001G068930	Cg008G292960
OG0001759	El001G073810	Cg008G288810
OG0001759	El007G329790	Cg003G108810
OG0001760	El003G169340	Cg001G023370
OG0001760	El007G366270	Cg008G324700
OG0001761	El007G364130	Cg008G323060
OG0001761	El003G167880	Cg001G022150
OG0001762	El007G363880	Cg008G322850
OG0001763	El003G165920	Cg001G020800
OG0001764	El001G005660	Cg003G080760
OG0001764	El003G163540	Cg001G018820
OG0001765	El001G007800	Cg003G082640, Cg003G082630
OG0001766	El001G008940	Cg003G083740
OG0001766	El002G120940	Cg006G212430
OG0001767	El004G223720	Cg007G272300
OG0001767	El001G009930	Cg003G085250
OG0001767	El002G123050	Cg006G210440
OG0001768	El006G298420	Cg005G173120
OG0001768	El002G113690	Cg006G218630
OG0001769	El005G275440	Cg004G153970
OG0001769	El003G146140	Cg001G004030
OG0001770	El007G323870	Cg003G114160
OG0001770	El001G019980	Cg002G056930
OG0001771	El006G319370	Cg005G191940
OG0001771	El003G144250	Cg001G002370
OG0001772	El004G218570	Cg007G267980
OG0001773	El007G341130	Cg003G099200
OG0001773	El006G296940	Cg005G172240
OG0001774	El007G358320, El007G358310	Cg008G318500
OG0001775	El003G163690	Cg001G018990
OG0001775	El001G005410	Cg003G093440, Cg003G080510
OG0001776	El007G363230, El007G356230	Cg008G322380
OG0001777	El001G002220	Cg014G332130, Cg003G077490, Cg003G077500, Cg014G332120
OG0001777	El003G191080	Cg001G041000
OG0001778	El006G280150	Cg005G157960
OG0001779	El001G034890	Cg002G044000
OG0001779	El006G280240	Cg005G158050
OG0001780	El006G283390	Cg005G160720
OG0001780	El001G032300	Cg002G046040
OG0001781	El001G031750	Cg002G046500
OG0001781	El006G284390	Cg005G161490
OG0001782	El001G030630	Cg002G047400
OG0001782	El006G285860	Cg005G162870
OG0001783	El007G332150	Cg003G106690
OG0001783	El001G059850	Cg008G300780
OG0001784	El007G323780	Cg003G114260
OG0001784	El001G020010	Cg002G056910
OG0001785	El001G000510	Cg014G333270
OG0001785	El002G083170	Cg006G244860
OG0001786	El002G083400	Cg006G244640
OG0001786	El001G001170	Cg003G076990, Cg014G332620
OG0001787	El001G002210	Cg003G077510, Cg014G332110
OG0001787	El002G084070	Cg006G243980
OG0001788	El001G002680	Cg003G078130, Cg014G331550
OG0001788	El002G084350	Cg006G243730
OG0001789	El001G003060	Cg014G330960, Cg003G078590
OG0001790	El006G301050	Cg005G175280
OG0001790	El002G088450	Cg006G240130
OG0001791	El002G088800	Cg006G239790
OG0001791	El006G301610	Cg005G175770
OG0001792	El006G302590	Cg005G176700
OG0001792	El002G089480	Cg006G239180
OG0001793	El002G089670	Cg006G238960
OG0001793	El006G302910	Cg005G176950
OG0001794	El002G089960	Cg006G238720
OG0001794	El006G303680, El006G303660	Cg005G177600
OG0001795	El005G236700	Cg004G117650
OG0001795	El001G065270	Cg008G296360
OG0001796	El005G237440	Cg004G118330
OG0001796	El001G063800	Cg008G297470
OG0001797	El001G063270	Cg008G297890
OG0001798	El001G051500	Cg008G305980
OG0001798	El005G241040	Cg004G121860
OG0001799	El001G049640	Cg008G306900
OG0001799	El005G241060	Cg004G121870
OG0001800	El005G241570	Cg004G122350
OG0001800	El001G062020	Cg008G298970
OG0001801	El007G346960	Cg008G311080, Cg008G309280
OG0001801	El005G242280	Cg004G123080
OG0001802	El004G216110, El004G216100, El004G216150, El004G216160	Cg007G266200
OG0001803	El006G294330	Cg005G170120
OG0001803	El001G023460	Cg002G053750
OG0001804	El004G233300	Cg007G280310
OG0001804	El002G100180	Cg006G229780
OG0001805	El004G232290	Cg007G279540
OG0001805	El002G100830	Cg006G229130
OG0001806	El004G224380	Cg007G272790
OG0001806	El002G101400	Cg006G228670
OG0001807	El006G295230	Cg005G170790
OG0001807	El002G103790	Cg006G226510
OG0001808	El004G228880	Cg007G276690
OG0001808	El002G104630	Cg006G225650
OG0001809	El004G221530	Cg007G270530
OG0001809	El002G109610	Cg006G221690
OG0001810	El002G111250	Cg006G220870
OG0001810	El004G220370	Cg007G269610
OG0001811	El004G218800	Cg007G268280
OG0001811	El002G112320	Cg006G219900
OG0001812	El004G218670	Cg007G268040
OG0001812	El002G112420	Cg006G219820
OG0001814	El006G320670	Cg005G193170
OG0001814	El003G142730	Cg001G001100
OG0001815	El001G062000	Cg008G298990
OG0001816	El005G240000	Cg004G120880
OG0001816	El001G049220, El002G126610	Cg008G307120
OG0001817	El001G076650	Cg008G286390
OG0001818	El001G019310	Cg002G057510
OG0001818	El001G055350	Cg008G304140
OG0001819	El007G322530	Cg003G115370
OG0001819	El001G021130	Cg002G055900
OG0001820	El001G018460	Cg002G058160
OG0001821	El002G137170	Cg006G197360
OG0001821	El005G252660	Cg004G132330
OG0001822	El002G136510	Cg006G197840
OG0001823	El005G278770	Cg004G156710
OG0001824	El006G292810	Cg005G168950
OG0001824	El001G024360	Cg002G052820
OG0001825	El001G026860	Cg002G050750
OG0001826	El001G028130	Cg002G049550
OG0001826	El006G288290	Cg005G164890
OG0001827	El001G028340	Cg002G049320
OG0001828	El006G284100	Cg005G161230
OG0001828	El001G031880	Cg002G046420
OG0001829	El001G042460, El004G195420	Cg002G070900
OG0001831	El007G366750, El007G366760	Cg008G325190, Cg008G325180
OG0001833	El003G151290, El007G355170, El007G349780	Cg001G008940
OG0001834	El002G099850	Cg006G230110
OG0001835	El002G104460	Cg006G225840
OG0001835	El002G104470	Cg006G225830
OG0001836	El004G198350	Cg007G248190
OG0001838	El003G169520	Cg001G023530, Cg001G023520
OG0001839	El006G308060	Cg005G181910
OG0001840	El007G363170	Cg008G322320
OG0001844	El003G154430	Cg001G011270
OG0001844	El005G278230	Cg004G156110
OG0001845	El003G152640	Cg001G010070
OG0001846	El005G274690	Cg004G153020
OG0001846	El003G147050	Cg001G004950
OG0001847	El003G170500	Cg001G024340
OG0001847	El003G170510	Cg001G024360
OG0001848	El004G201670	Cg007G251110
OG0001848	El002G093440	Cg006G235570
OG0001849	El004G199570	Cg007G249150
OG0001849	El004G199580	Cg007G249160
OG0001850	El001G041770	Cg004G147270, Cg007G255340, Cg002G071400
OG0001851	El003G191690	Cg001G041370
OG0001851	El001G042290	Cg002G071020
OG0001852	El003G189520	Cg001G039720
OG0001853	El001G013680	Cg002G062650
OG0001853	El004G216170	Cg007G266230
OG0001854	El004G215170	Cg007G264690
OG0001855	El004G213220	Cg007G262790
OG0001855	El003G165440	Cg001G020400
OG0001856	El004G198060	Cg007G247900
OG0001856	El002G095480	Cg006G233800
OG0001857	El003G158380	Cg001G014630
OG0001857	El007G334850	Cg003G104540
OG0001858	El001G078440	Cg008G284930
OG0001858	El005G245620	Cg004G125890
OG0001859	El005G245930	Cg004G126170
OG0001859	El001G078010	Cg008G285340
OG0001860	El001G076640	Cg008G286400
OG0001861	El005G246770	Cg004G127040
OG0001861	El001G076420	Cg008G286620
OG0001862	El001G075350	Cg008G287380
OG0001862	El005G247630	Cg004G127640
OG0001863	El003G159360	Cg001G015560
OG0001863	El007G342570	Cg003G097980
OG0001864	El007G337920	Cg003G101710
OG0001864	El003G157030	Cg001G013450
OG0001865	El007G337710	Cg003G101910
OG0001865	El003G157130	Cg001G013530
OG0001866	El007G337450	Cg003G102150
OG0001866	El003G157320	Cg001G013670
OG0001867	El003G158640	Cg001G014910
OG0001868	El001G060780	Cg008G300020
OG0001868	El001G069410	Cg008G292560
OG0001869	El007G324500	Cg003G113620
OG0001869	El001G071390	Cg008G290990
OG0001870	El007G324750	Cg003G113390
OG0001870	El001G071560	Cg008G290870
OG0001872	El001G072140	Cg008G290300
OG0001873	El001G072510	Cg008G289920
OG0001873	El001G072520	Cg008G289910
OG0001874	El001G072930	Cg008G289570
OG0001875	El001G073590	Cg008G289020
OG0001875	El001G057050	Cg008G302820
OG0001876	El007G329880	Cg003G108710
OG0001876	El001G073780	Cg008G288830
OG0001877	El001G074360, El007G361230	Cg008G288220
OG0001877	El007G329080	Cg003G109410
OG0001878	El003G169500	Cg001G023500
OG0001878	El007G366430	Cg008G324870
OG0001879	El003G168880	Cg001G022970
OG0001879	El007G365590	Cg008G324190
OG0001880	El007G364940	Cg008G323690
OG0001880	El003G168490, El003G168500	Cg001G022640
OG0001881	El003G165050	Cg001G020020
OG0001882	El001G004950	Cg003G080130, Cg003G093870
OG0001882	El003G164470	Cg001G019450
OG0001883	El001G005140	Cg003G080300, Cg003G093680
OG0001883	El003G164080	Cg001G019180
OG0001884	El002G099270	Cg006G230680
OG0001884	El004G201750	Cg007G251160
OG0001885	El002G120850	Cg006G212690
OG0001885	El001G008930	Cg003G083760
OG0001886	El002G123760	Cg006G209210
OG0001886	El001G010120	Cg003G085420
OG0001887	El001G010980	Cg003G087020
OG0001887	El002G125420	Cg006G208180
OG0001888	El006G297620, El006G297650	Cg005G172470
OG0001889	El005G276660	Cg004G154510
OG0001889	El003G145650	Cg001G003610
OG0001890	El003G144020	Cg001G002130
OG0001890	El003G144080	Cg001G002140
OG0001891	El003G158510	Cg001G014780
OG0001891	El002G093730	Cg006G235300
OG0001892	El007G358360	Cg008G318560
OG0001892	El002G113350	Cg006G218920
OG0001893	El001G008750	Cg003G083700
OG0001893	El001G008770	Cg003G083710
OG0001894	El006G289800	Cg005G166250
OG0001894	El001G005700	Cg003G080840, Cg003G080810, Cg003G080830
OG0001895	El007G366460, El001G061110, El007G366450	Cg008G324900
OG0001896	El003G156000	Cg004G120030
OG0001896	El005G242720	Cg004G123520
OG0001897	El005G265910	Cg004G141480
OG0001897	El003G176310	Cg001G028610
OG0001898	El005G261820	Cg004G139990
OG0001898	El003G174350	Cg001G027070
OG0001899	El003G173640	Cg001G026590
OG0001899	El005G260920	Cg004G139260
OG0001900	El003G193280	Cg001G042660
OG0001901	El006G280020, El006G314870	Cg005G157830
OG0001901	El001G034900	Cg002G043990
OG0001902	El001G034370	Cg002G044530
OG0001902	El006G280920	Cg005G158680
OG0001903	El001G032390	Cg002G045960
OG0001903	El006G283290	Cg005G160630
OG0001904	El006G283400, El005G276440	Cg005G160730
OG0001905	El001G031640	Cg002G046600
OG0001906	El001G030910	Cg002G047150
OG0001906	El006G285650	Cg005G162650
OG0001907	El001G018080	Cg002G058500
OG0001908	El007G327060	Cg003G111300
OG0001909	El002G084210	Cg006G243840
OG0001910	El001G004290	Cg003G094400, Cg003G079620
OG0001910	El002G085510	Cg006G242780
OG0001911	El007G359030	Cg008G319040
OG0001911	El002G086320	Cg006G242110
OG0001912	El006G300250	Cg005G174640
OG0001912	El002G087680	Cg006G240840
OG0001913	El002G087980	Cg006G240590
OG0001913	El006G300630	Cg005G174970
OG0001914	El006G300060, El006G299460, El006G299140	Cg005G173750
OG0001915	El006G301250	Cg005G175440
OG0001915	El002G088570	Cg006G240040
OG0001916	El002G089870	Cg006G238770
OG0001916	El006G303310	Cg005G177360
OG0001917	El006G304830	Cg005G178460
OG0001917	El002G090370	Cg006G238320
OG0001918	El006G311260	Cg004G141240
OG0001918	El006G311290	Cg005G185230
OG0001919	El001G067110	Cg008G294560
OG0001919	El005G235310	Cg004G116330
OG0001920	El001G064620	Cg008G296670
OG0001920	El005G236980	Cg004G117860
OG0001921	El001G064590	Cg008G296700
OG0001921	El005G237030	Cg004G117920
OG0001922	El005G240610	Cg004G121450
OG0001922	El001G050590	Cg008G306560
OG0001923	El006G290680	Cg005G166980
OG0001923	El001G025950	Cg002G051450
OG0001924	El001G024110	Cg002G053070
OG0001924	El006G293190	Cg005G169220
OG0001926	El006G292050	Cg005G168180
OG0001926	El001G022190	Cg002G054980
OG0001927	El004G234000	Cg007G281010
OG0001927	El002G099720	Cg006G230230
OG0001928	El004G231810	Cg007G279130
OG0001928	El002G101220	Cg006G228830
OG0001929	El002G101870	Cg006G228260
OG0001930	El002G102880	Cg006G227330
OG0001930	El004G226920	Cg007G274820
OG0001931	El004G227290	Cg007G275220
OG0001931	El002G103090	Cg006G227090
OG0001932	El002G103650	Cg006G226620
OG0001932	El004G227640	Cg007G275580
OG0001933	El002G105540	Cg006G224820
OG0001933	El004G229820	Cg007G277470
OG0001934	El002G107070	Cg006G223800
OG0001934	El004G231250	Cg007G278640
OG0001935	El002G108450	Cg006G222700
OG0001935	El004G222450	Cg007G271240
OG0001936	El003G154700	Cg001G011470
OG0001937	El002G110660	Cg006G221060
OG0001937	El004G220720	Cg007G269890
OG0001938	El002G112870	Cg006G219370
OG0001938	El002G112880	Cg006G219360
OG0001939	El006G321200	Cg005G193460
OG0001940	El002G083730	Cg006G244350
OG0001940	El001G078890	Cg008G284520
OG0001941	El007G341920, El001G061320	Cg008G299530
OG0001942	El002G120860	Cg004G129900, Cg003G083670, Cg003G083680
OG0001943	El005G247400	Cg004G127510
OG0001944	El005G247240	Cg004G127300
OG0001944	El001G075960	Cg008G287040
OG0001945	El001G019460	Cg002G057330
OG0001946	El001G018470	Cg002G058130
OG0001947	El001G013740, El001G013760, El001G013730	Cg002G062580, Cg002G062590
OG0001948	El001G012570	Cg002G063750
OG0001949	El001G059600	Cg008G300890
OG0001949	El002G123090	Cg002G063550
OG0001950	El005G250020	Cg004G129880
OG0001950	El002G139900	Cg006G195270
OG0001951	El005G251320	Cg004G131100
OG0001951	El002G138350	Cg006G196380
OG0001952	El005G253480	Cg004G133180
OG0001953	El002G133940	Cg006G199870
OG0001954	El001G068760	Cg008G293100
OG0001954	El005G258760	Cg004G137720
OG0001955	El002G136180	Cg006G198080
OG0001955	El005G259370	Cg004G138250
OG0001956	El005G272900	Cg004G150220, Cg004G151090
OG0001956	El003G148440	Cg001G006210
OG0001957	El006G296470	Cg005G171880
OG0001957	El002G117120	Cg006G215940
OG0001958	El005G272340, El005G272320, El005G272330, El002G122830, El002G122740	Cg004G148740
OG0001959	El001G031320	Cg002G046850
OG0001960	El002G138030	Cg006G196690
OG0001961	El002G134580	Cg006G199420
OG0001962	El002G089890	Cg006G238750
OG0001962	El002G089900	Cg008G308430
OG0001963	El001G003370, El001G003360	Cg003G078840, Cg014G330690
OG0001971	El003G154550	Cg001G011360
OG0001971	El005G278310	Cg004G156150
OG0001972	El003G152730	Cg001G010150
OG0001972	El005G277150	Cg004G154910
OG0001973	El003G152000	Cg001G009520
OG0001973	El006G317160	Cg005G190120
OG0001974	El006G316920	Cg005G190380
OG0001974	El003G151600	Cg001G009190
OG0001975	El005G272050	Cg004G148270
OG0001975	El003G149010	Cg001G006690
OG0001976	El003G147660	Cg001G005470
OG0001976	El005G273780	Cg004G152400
OG0001977	El006G295300	Cg005G170850
OG0001977	El003G170760	Cg001G024570
OG0001978	El004G199690	Cg007G249270
OG0001978	El002G094430	Cg006G234700
OG0001979	El001G037660	Cg002G074500
OG0001979	El002G098500	Cg006G231410
OG0001980	El001G037910	Cg002G074300
OG0001980	El002G098290	Cg006G231560
OG0001981	El002G096620	Cg006G232870
OG0001981	El001G040710	Cg002G072290
OG0001982	El001G041150	Cg002G071980
OG0001982	El002G096460	Cg006G233030
OG0001983	El001G041880	Cg002G071310
OG0001983	El003G192010	Cg001G041670
OG0001984	El001G042150	Cg002G071100
OG0001984	El003G191790	Cg001G041480
OG0001985	El002G095790	Cg001G018290
OG0001985	El004G197500	Cg006G233590
OG0001986	El001G028110	Cg002G049560
OG0001986	El006G288280	Cg005G164880
OG0001987	El001G078480	Cg008G284890
OG0001987	El005G245600	Cg004G125870
OG0001988	El005G246730	Cg004G127010
