Orthogroup	Erysimum_linariifolium	Noccaea_praecox
OG0000261	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040	Np002G118890, Np001G020530, Np005G302370, Np002G107620, Np001G046080, Np005G305350, Np002G094330, Np005G297150, Np002G100940, Np006G343230, Np002G100610, Np008G425880, Np001G037380, Np002G102350, Np003G171500, Np004G229620, Np010G433380
OG0000264	El001G003610	Np003G185830
OG0000264	El001G003620	Np003G185810, Np003G185770, Np003G185800
OG0000265	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950	Np005G294290
OG0000266	El001G005860, El002G136470, El004G205750	Np001G053260, Np001G053250
OG0000266	El006G284240	Np003G155740
OG0000266	El001G032330	Np002G082150
OG0000268	El001G037050	Np001G026200
OG0000268	El001G037010	Np001G026230
OG0000268	El001G081300	Np003G125800
OG0000268	El001G024850	Np001G057220
OG0000270	El005G273730	Np005G265330
OG0000270	El003G142380	Np007G377200
OG0000270	El002G104230, El004G228250	Np004G235580
OG0000271	El006G308350	Np003G164720
OG0000271	El001G055480	Np007G412870
OG0000273	El003G184360	Np007G375980, Np004G199070
OG0000273	El002G105290	Np005G262870
OG0000274	El007G331270	Np003G152640
OG0000274	El004G201760	Np004G252150
OG0000275	El005G260440, El001G046400, El005G260470, El005G260460, El005G260450	Np007G384510, Np007G381770, Np007G381750, Np007G381740, Np007G382440, Np007G382420, Np007G384540, Np007G382890
OG0000276	El003G177930	Np005G308640
OG0000276	El003G165590	Np001G039310
OG0000277	El003G172510	Np005G302360
OG0000278	El004G194450, El004G194550, El004G194420	Np006G348830, Np003G189610, Np003G188750
OG0000278	El007G332310, El007G332260	Np005G260810, Np005G260780, Np005G260850
OG0000278	El006G297740	Np008G426890, Np009G429180
OG0000281	El004G205670, El004G205700	Np001G056160, Np001G056190
OG0000281	El007G357260	Np002G078840, Np003G147970
OG0000282	El001G074230, El001G074220	Np003G133500
OG0000282	El001G074210	Np003G133510, Np003G133520
OG0000282	El001G074200, El001G074190	Np003G133530
OG0000283	El007G358960	Np001G041370
OG0000283	El007G358950, El007G358900, El007G358940, El007G358910	Np001G041380, Np001G041420, Np001G041390, Np001G041410
OG0000284	El001G051110	Np001G014190
OG0000284	El001G010020, El005G240890, El007G347650	Np007G417960
OG0000287	El005G258960	Np004G226800, Np004G226820, Np004G226810, Np004G226830
OG0000287	El005G259010	Np007G380730
OG0000287	El005G259030	Np007G380790
OG0000288	El005G236820, El005G237970, El002G127980	Np006G324750
OG0000290	El005G255960	Np007G394710
OG0000290	El007G324830	Np001G003170, Np004G255370
OG0000293	El001G045760	Np002G120030
OG0000293	El007G348670	Np004G190010
OG0000294	El005G254320	Np007G392540
OG0000294	El006G293670	Np006G338230
OG0000294	El001G002070	Np003G187470
OG0000295	El005G250980	Np007G379540, Np006G342510
OG0000296	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430	Np006G337510
OG0000296	El002G114740, El002G114830	Np005G319160, Np005G319110
OG0000296	El007G339110	Np003G188650, Np003G180440
OG0000297	El006G304920	Np004G201930
OG0000297	El007G330520	Np003G151840
OG0000297	El005G257220	Np007G397060
OG0000298	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570	Np005G295490, Np005G294970
OG0000298	El004G230640	Np005G316810
OG0000298	El005G279100, El005G276710	Np005G289560, Np005G289430, Np005G289420
OG0000299	El004G215990	Np004G208320
OG0000299	El002G141100	Np004G190450
OG0000300	El005G270370	Np007G389100
OG0000300	El002G126770, El005G270360, El001G016940	Np005G298690
OG0000300	El005G270340	Np007G389150
OG0000300	El005G270320, El006G312490	Np007G388090
OG0000303	El004G204690, El001G012020	Np002G108940
OG0000303	El001G039690, El005G277320, El002G128090	Np005G299670
OG0000304	El007G361960	Np001G038750
OG0000308	El002G101740	Np004G238420
OG0000308	El003G190640, El002G101720	Np005G316710
OG0000310	El002G106070	Np003G153250, Np003G152770
OG0000310	El005G269120, El005G267120	Np003G152090, Np001G045800, Np003G152100
OG0000311	El001G064420	Np003G143670
OG0000311	El002G132070	Np004G199430
OG0000311	El005G254740	Np007G393150
OG0000311	El004G215340	Np002G095870
OG0000313	El003G165600, El003G178140	Np005G309150
OG0000313	El002G132590	Np004G198970, Np004G198950, Np004G198980
OG0000314	El002G086800	Np004G255460
OG0000314	El006G299440	Np006G357070
OG0000314	El002G086810	Np004G255440
OG0000314	El006G298930	Np006G357690
OG0000316	El006G289040, El006G288950	Np006G331500
OG0000319	El002G090600, El002G090610, El007G330560	Np003G151880, Np005G304320, Np004G196850, Np005G304300
OG0000320	El001G046980	Np002G092510
OG0000321	El003G185430, El003G181320	Np005G311700
OG0000322	El004G231760	Np002G073460
OG0000322	El002G101250	Np004G239000, Np004G204080
OG0000322	El002G129460	Np004G211110
OG0000322	El006G289270, El006G309790, El006G309860, El002G125390	Np006G331820, Np002G082860
OG0000323	El003G156470	Np005G277410
OG0000323	El003G156480	Np005G277420, Np005G277440
OG0000325	El004G205680, El005G236050	Np003G173880, Np005G299970
OG0000325	El007G348860	Np005G299960
OG0000327	El002G109100, El002G109110	Np006G364610, Np006G364600
OG0000327	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370	Np002G097600, Np001G057660, Np001G057680, Np001G057670
OG0000328	El003G174750	Np005G304570
OG0000328	El003G188550	Np005G314440
OG0000329	El006G284470, El003G174280	Np001G065660
OG0000329	El006G313370	Np006G369220, Np006G365770
OG0000330	El001G031460	Np007G378870
OG0000330	El001G031500	Np001G065240, Np001G065330
OG0000330	El001G031820	Np001G049070, Np001G049100
OG0000332	El001G060380	Np003G147850, Np003G147860
OG0000332	El002G134240	Np004G197090
OG0000334	El001G024470	Np001G056660
OG0000334	El006G292570	Np006G336790
OG0000335	El002G087130	Np004G255090
OG0000335	El002G130900	Np004G203620
OG0000335	El002G126300	Np004G210810
OG0000336	El004G225040	Np002G081700, Np002G081710
OG0000336	El004G225030	Np002G081720
OG0000338	El004G205930, El004G205250, El002G092400, El002G092490	Np002G112620, Np002G111810, Np004G249560, Np004G249390
OG0000339	El003G161790	Np005G283750
OG0000339	El006G282150	Np006G323420
OG0000340	El006G285360	Np006G326900
OG0000340	El006G285340	Np006G326810
OG0000341	El002G125580, El002G106720	Np004G218230
OG0000341	El005G263090	Np002G108910
OG0000344	El001G051870	Np001G013610
OG0000344	El007G357010, El001G051950, El001G051990, El001G044330, El001G051920	Np001G013620, Np001G041870
OG0000347	El005G267560, El005G247550	Np005G279340, Np007G409890, Np005G279350, Np007G409880
OG0000348	El004G225860, El007G346220, El004G225870	Np006G350410
OG0000348	El006G318050, El007G363860	Np003G172280, Np005G296790
OG0000349	El003G146500	Np005G267200
OG0000349	El004G214430, El004G214420, El004G214440	Np006G364070
OG0000350	El002G115770	Np004G212930
OG0000351	El002G121580	Np007G388910, Np001G008310
OG0000351	El007G329340	Np001G009150
OG0000352	El006G309450	Np004G239260
OG0000352	El004G201170, El004G201120, El003G185340, El007G358620	Np002G116100
OG0000353	El001G081410	Np002G098820
OG0000353	El007G351070	Np006G357080
OG0000353	El006G315280, El002G120920, El006G285880, El006G321000, El004G194250, El002G123910	Np005G261960
OG0000355	El003G173970	Np005G303620
OG0000355	El004G217540, El004G217530	Np004G252470, Np003G174550
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	Np001G014370, Np004G217270, Np004G217180, Np004G217110
OG0000358	El002G086200, El001G072530	Np004G256010
OG0000358	El001G072550	Np003G135720
OG0000360	El007G323130	Np001G001460
OG0000361	El005G247030, El005G247020	Np007G410320
OG0000361	El001G078160	Np003G128970
OG0000361	El001G078130	Np003G128980
OG0000362	El004G212880	Np002G098770
OG0000362	El002G100150	Np004G240120
OG0000363	El002G126200, El002G126220, El007G351340	Np004G216110
OG0000364	El004G211570	Np004G217400, Np003G178990
OG0000368	El003G144810	Np005G269240
OG0000368	El004G215830, El003G144770, El003G144760	Np005G269270
OG0000368	El003G144750	Np005G269280
OG0000369	El007G331100, El001G015190	Np003G152480, Np004G251590
OG0000369	El002G090430	Np001G045740
OG0000370	El003G185270, El002G101090, El002G101100	Np004G239190
OG0000370	El002G101070	Np004G239200
OG0000370	El001G014550, El003G159300, El003G159280	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920
OG0000371	El002G111190, El006G280660	Np006G321660, Np003G162330
OG0000371	El006G280650	Np006G321270, Np006G321650
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	Np005G278400, Np005G278420, Np005G278410, Np005G278390
OG0000376	El001G045790	Np007G402510
OG0000377	El004G200550	Np002G116500
OG0000377	El004G200530	Np002G116540
OG0000377	El004G200540	Np002G116530
OG0000379	El003G186470, El006G311540	Np004G234080
OG0000380	El004G208570	Np002G123760
OG0000381	El001G041360	Np009G432050, Np007G383350
OG0000382	El004G208350	Np002G107670, Np002G107720
OG0000383	El002G114400, El002G114390, El002G114430	Np004G211550
OG0000384	El005G252180	Np007G403320
OG0000384	El002G137740	Np004G194020
OG0000386	El001G023900	Np001G056060
OG0000386	El001G040470, El001G040480	Np001G022850, Np001G022830, Np001G022820
OG0000386	El001G023910	Np004G197570
OG0000387	El006G285610	Np006G327210
OG0000387	El006G285490, El006G281610	Np006G326120
OG0000389	El001G030030	Np001G063260
OG0000390	El001G056560	Np001G010580
OG0000390	El007G338360	Np003G162420, Np003G162400
OG0000390	El005G257120	Np007G396900, Np007G396890
OG0000391	El002G107470	Np004G232330
OG0000391	El005G271110	Np001G060850
OG0000391	El002G107420	Np004G232430
OG0000392	El003G176450	Np001G051590, Np001G051560
OG0000393	El005G254450, El005G254470, El001G064960, El005G254460	Np005G306000, Np005G305970
OG0000396	El001G046620	Np001G018330
OG0000396	El001G043390	Np001G019970
OG0000396	El001G043540, El001G043570	Np001G019930, Np001G019950, Np001G019940
OG0000396	El001G043520	Np002G108160
OG0000398	El005G249610	Np007G407090, Np007G407070
OG0000398	El002G140190	Np004G191370, Np004G191380, Np004G191360
OG0000400	El006G281540	Np005G272210, Np005G272200, Np005G272220
OG0000402	El004G203740	Np003G142810
OG0000402	El006G281800	Np001G026750
OG0000403	El004G201290	Np002G115780
OG0000403	El004G200670	Np003G137600
OG0000404	El001G023000, El006G294700, El005G247060	Np006G339530, Np001G054740, Np003G131430, Np007G410290
OG0000406	El001G063970	Np003G144160
OG0000406	El001G031450	Np002G105970, Np002G112240
OG0000406	El003G186520	Np005G312730
OG0000406	El005G237360	Np007G422620
OG0000407	El001G007400, El001G065720	Np007G393170, Np002G094740
OG0000407	El001G078960, El001G078950	Np002G077750
OG0000408	El006G316660	Np006G365350, Np006G365360
OG0000408	El006G311690	Np006G365230
OG0000409	El003G189770, El007G337460, El002G084720	Np001G003030
OG0000409	El005G261050, El003G167680	Np004G243910, Np004G244070
OG0000409	El005G268570	Np005G317730
OG0000411	El004G198670	Np002G119350
OG0000411	El005G270540	Np007G389260
OG0000411	El001G005390	Np003G183560
OG0000411	El003G163700	Np005G286200
OG0000412	El007G337740	Np003G163330
OG0000412	El003G157090	Np005G278350
OG0000412	El002G135360	Np004G196050
OG0000412	El005G258570	Np007G380350
OG0000413	El005G249460	Np007G407430
OG0000413	El003G158150	Np005G279440
OG0000414	El002G110530	Np004G225620
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	Np007G378170
OG0000416	El006G300650, El006G300480	Np006G355480, Np006G355650, Np006G355470, Np006G355660
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490	Np005G314770, Np005G314820, Np005G314810, Np005G314850
OG0000421	El003G188880	Np005G314860
OG0000421	El003G188870	Np005G314760
OG0000422	El002G092300	Np004G249670, Np001G044100
OG0000423	El004G224830	Np002G082000
OG0000423	El005G250010	Np007G406460
OG0000424	El001G004250	Np003G185160
OG0000424	El001G004240	Np003G185190
OG0000425	El005G247780	Np007G409560
OG0000426	El006G312290	Np002G102930
OG0000427	El004G232020	Np002G073180
OG0000427	El005G275270, El006G298230	Np006G343770, Np001G003290
OG0000427	El006G298220	Np006G343730
OG0000427	El004G232010	Np002G073190
OG0000429	El001G052920	Np001G012860
OG0000429	El001G070450	Np003G137770
OG0000429	El006G314410	Np006G363880
OG0000430	El005G273810	Np007G377070
OG0000430	El003G147560	Np005G265490
OG0000431	El004G203320	Np002G113550
OG0000431	El002G092990	Np004G248890
OG0000431	El002G092980	Np004G248900
OG0000432	El007G340870	Np003G165250
OG0000432	El007G336140	Np003G149220, Np007G376900, Np003G159570, Np003G158520
OG0000433	El007G341310	Np004G203650
OG0000436	El003G158230, El007G335250	Np003G157260
OG0000436	El005G278170	Np007G372950
OG0000437	El002G121480, El002G121680, El002G121530	Np004G206690
OG0000437	El002G121440	Np004G206660, Np004G206670, Np001G036170
OG0000438	El001G006030	Np003G182660
OG0000438	El003G163050	Np005G285310, Np005G285300
OG0000439	El001G031050	Np001G064720
OG0000439	El006G301030	Np006G355120
OG0000440	El005G237700	Np007G422200
OG0000440	El005G237740, El005G237730	Np004G198320
OG0000441	El005G253210	Np007G390830
OG0000441	El005G253170, El005G253180	Np007G390750
OG0000442	El004G209030, El004G209080	Np005G260740
OG0000446	El007G328120	Np001G007230
OG0000446	El001G037830	Np001G025190
OG0000446	El002G098330	Np004G242300
OG0000447	El005G251460	Np007G404710
OG0000447	El006G297870	Np006G343160
OG0000447	El002G114360	Np004G211530
OG0000448	El007G365930	Np001G033730
OG0000449	El001G015080	Np001G045710
OG0000449	El007G331050	Np003G152360
OG0000449	El001G015070	Np001G045700
OG0000449	El007G331060	Np003G152370
OG0000450	El004G210490, El007G349820, El003G188150	Np004G233200
OG0000452	El007G350560	Np005G273490
OG0000452	El003G152790, El003G152800	Np005G273480
OG0000453	El001G015610	Np001G046100
OG0000454	El007G357850, El007G340800, El007G340780	Np003G165150
OG0000456	El003G185830, El003G185750, El003G182930, El001G075280	Np007G387920, Np004G226780, Np003G132300
OG0000459	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570	Np005G287320, Np005G287280
OG0000461	El002G082410	Np004G206830, Np004G259930
OG0000461	El002G094880, El002G094870	Np006G364910
OG0000461	El002G082400	Np004G259940
OG0000462	El001G066140	Np007G374660
OG0000463	El001G015990, El001G015960	Np001G046420
OG0000466	El002G133690, El002G133670, El001G079410	Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900
OG0000466	El004G219990	Np006G324960
OG0000468	El001G025490	Np001G057840
OG0000468	El006G299240	Np006G357390
OG0000468	El006G291120	Np006G334580
OG0000471	El002G114920	Np004G211890
OG0000472	El003G190770	Np005G317120, Np005G317110, Np005G317080, Np005G317060
OG0000472	El003G190760	Np005G317040, Np005G316840
OG0000473	El006G280460	Np006G321410
OG0000473	El001G034670	Np001G068690
OG0000473	El003G191060	Np005G317530
OG0000474	El001G018580, El001G056310, El006G317600	Np006G366370
OG0000475	El004G196420	Np002G121870
OG0000475	El004G196500, El004G196450, El004G196490	Np002G122010
OG0000476	El004G207670, El007G330570, El001G052870	Np001G012720
OG0000476	El001G052880	Np001G013200, Np001G012730
OG0000481	El003G177200	Np002G101110
OG0000483	El007G336760	Np003G159730, Np003G159870
OG0000483	El007G336750, El007G336710	Np003G159720, Np003G159710
OG0000486	El001G026720, El001G026660, El001G026650, El001G026690	Np001G066700, Np001G066070, Np001G068030, Np001G065890, Np001G065930
OG0000487	El006G298580	Np004G255840, Np006G346030
OG0000487	El002G086490	Np009G431080
OG0000488	El003G184200, El003G184220, El003G184190, El003G184180	Np001G054680
OG0000490	El002G083890, El002G083910	Np004G258020, Np004G258340
OG0000491	El001G057630, El001G057640, El001G057670	Np003G150790
OG0000495	El003G181140, El003G181130, El006G311570, El003G184390	Np005G308300
OG0000496	El007G352050	Np008G426990
OG0000497	El001G051880, El001G048830	Np007G381080
OG0000498	El007G339720	Np003G163900
OG0000499	El003G168300	Np005G291890
OG0000499	El005G250740	Np007G405570
OG0000500	El007G362360	Np004G236390
OG0000500	El007G362300	Np001G038410
OG0000500	El007G362320, El007G362170, El007G362280	Np004G236400, Np001G038420
OG0000501	El002G124350	Np004G203910
OG0000503	El003G182900, El003G182860, El003G182910, El003G190650	Np002G115090, Np005G318520
OG0000504	El001G080270	Np003G126850
OG0000504	El005G244670	Np007G413350
OG0000506	El001G076020	Np003G131500
OG0000506	El004G223700	Np002G083270, Np002G083280
OG0000507	El001G065860, El001G065850	Np002G078910, Np002G121110
OG0000507	El001G065870	Np002G123340, Np002G078900, Np006G332570
OG0000507	El001G036500	Np002G123330
OG0000509	El003G171020	Np005G299470
OG0000510	El004G201010, El004G200990, El004G200980, El004G201000, El004G200950, El004G200930, El004G200920	Np002G116120
OG0000511	El005G260930	Np007G382620
OG0000511	El003G173660	Np005G303470
OG0000511	El004G198000	Np002G120210
