Orthogroup	Erysimum_linariifolium	Aethionema_saxatile
OG0000553	El002G121840, El002G121870, El006G320810, El006G320920, El002G121880, El002G122090	As003G063070, As003G063050
OG0000554	El004G199370	As007G157590
OG0000555	El001G006440, El001G006420, El001G006400, El002G132040, El001G006430, El001G006410, El002G093260	As003G067180
OG0000556	El007G347100	As006G140800
OG0000557	El001G031980, El001G031990	As012G286190
OG0000559	El001G080000, El001G079990	As005G107810
OG0000560	El007G331600, El007G331590	As005G115530
OG0000560	El002G086290	As008G196260, As008G196230
OG0000561	El004G230080, El007G325210, El007G325200	As005G118160
OG0000562	El005G240840	As006G139230
OG0000562	El001G066850	As009G200380
OG0000562	El001G051040	As009G205610
OG0000564	El003G151240, El003G183160	As007G177230
OG0000565	El001G066430, El007G339140	As010G233050
OG0000566	El001G059810, El002G122870, El002G120910, El002G120890	As011G250840
OG0000570	El005G236220	As006G135060
OG0000570	El007G329730	As009G217810
OG0000571	El007G330150	As005G113940
OG0000571	El002G090790, El002G090800	As008G191230
OG0000578	El002G093390	As008G187240
OG0000578	El004G201790	As001G020350
OG0000579	El003G158750	As002G044410
OG0000579	El003G192870	As004G098040
OG0000580	El006G284550	As005G102980
OG0000582	El002G091090, El001G058060	As005G113410
OG0000582	El006G306650	As006G130460
OG0000583	El002G088500, El006G301100	As006G127330
OG0000584	El007G360170, El007G360210	As006G124400
OG0000584	El003G155370, El005G279020	As001G000400
OG0000585	El005G250920, El006G296810, El002G116030	As012G275350
OG0000586	El005G274260, El005G274270	As011G263800
OG0000586	El007G356130	As004G082960
OG0000587	El001G001680	As006G122410
OG0000587	El006G281050	As005G100170
OG0000587	El002G083840	As008G198370
OG0000588	El005G251300	As011G247080
OG0000588	El006G286410	As005G104750
OG0000588	El002G138330	As012G269820
OG0000589	El007G331140	As005G114800
OG0000589	El001G015220, El001G015210	As010G224800
OG0000590	El005G240490	As006G138710
OG0000590	El001G050260	As009G205980
OG0000590	El002G084540, El001G046970	As008G197660
OG0000592	El005G255230	As011G250170
OG0000592	El002G102180	As010G239910, As007G154690
OG0000594	El001G017880, El001G017870, El001G017890, El001G017910	As010G222860
OG0000595	El001G012760	As010G226140
OG0000596	El007G337050	As010G227450
OG0000600	El007G335330	As002G048280
OG0000600	El003G154330	As001G001180
OG0000601	El001G065960	As009G201050, As006G135040
OG0000601	El003G189040, El001G045460	As001G027850
OG0000602	El001G023830	As012G276820
OG0000602	El005G245050	As002G034860
OG0000604	El003G159740	As007G163770, As012G288540
OG0000605	El004G226470	As010G239470
OG0000605	El004G226450	As010G239480
OG0000606	El005G252680	As011G248160
OG0000606	El004G234540	As010G244280
OG0000606	El002G137160	As012G270700
OG0000607	El005G256430	As011G251140
OG0000607	El005G273250	As011G262980
OG0000608	El001G029160	As012G284160
OG0000608	El001G029200	As012G284170, As012G284200
OG0000613	El005G236630	As006G135470
OG0000613	El003G188050	As006G132250
OG0000613	El007G338900	As002G045780
OG0000614	El001G072970	As002G054140, As005G116690, As002G054130
OG0000615	El005G275640	As011G264960
OG0000615	El003G146000	As003G072430
OG0000616	El007G330270	As005G114070
OG0000617	El001G001050	As006G121910
OG0000618	El004G231950	As010G241950
OG0000618	El002G101030, El006G315570, El003G156630	As006G132210
OG0000619	El006G293360, El006G293330	As006G145810, As006G145800
OG0000619	El001G024020	As012G277130
OG0000620	El002G132960, El002G102710, El004G226590	As010G239430, As007G154950
OG0000625	El005G236360	As006G135190
OG0000625	El006G315330	As001G004420
OG0000625	El003G150890	As007G176620
OG0000626	El004G195890, El004G195900, El004G195840, El004G195860	As001G031250
OG0000627	El004G216800, El004G216700, El003G157670	As006G134640
OG0000627	El007G336680	As002G047240
OG0000628	El005G256040	As003G064150, As011G250810, As010G235510
OG0000630	El003G186820, El003G186840, El001G045230	As004G077630, As004G077620, As004G077610
OG0000633	El001G047050	As005G110870
OG0000633	El004G234510	As010G244250
OG0000634	El001G038710, El007G331850, El007G331840, El007G331830	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	El006G302380, El006G302520	As006G128210
OG0000635	El006G316770, El006G300810	As006G127130
OG0000636	El001G076360, El001G076340, El001G076350, El001G076330	As009G212850
OG0000646	El001G045010	As001G027670
OG0000646	El005G236080	As006G134940
OG0000648	El003G156220, El001G034950, El006G289710, El001G007600	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	El002G125830	As003G066660
OG0000649	El004G228960	As010G237340
OG0000650	El007G364370	As004G088550
OG0000652	El001G056710, El001G056700, El001G056690	As009G217160
OG0000658	El001G042420, El001G024540	As009G206090, As012G277750, As001G026410
OG0000659	El007G335270	As011G266440
OG0000659	El003G154270	As009G211360, As002G048340
OG0000660	El002G089950	As008G192800
OG0000660	El001G016140	As010G224220
OG0000660	El007G332040	As005G115310
OG0000661	El003G183060, El001G024520	As010G223120, As006G127120, As006G127080
OG0000662	El001G065510	As009G201630
OG0000662	El005G236530	As006G135390
OG0000662	El001G065500	As009G201640
OG0000663	El002G112430	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	El004G218530, El004G218540	As010G229530
OG0000664	El005G249750	As011G245420
OG0000669	El006G284700	As005G103090
OG0000669	El005G249520, El001G036140	As001G022370
OG0000670	El003G161490, El003G161480, El003G161470	As003G061610, As003G061660
OG0000671	El003G189740	As004G078130
OG0000672	El004G232100	As007G157950, As006G146270
OG0000672	El002G115210	As004G081100, As011G248400
OG0000674	El002G084490, El001G044880	As008G197690
OG0000674	El006G280250	As005G099330
OG0000674	El001G002840	As006G123130
OG0000675	El002G100000	As007G152400, As006G126430
OG0000676	El002G089520	As008G193080
OG0000676	El002G102840	As010G239230, As007G155100
OG0000676	El004G226820	As012G282240
OG0000677	El002G110140, El002G110080, El002G110100	As007G160250
OG0000685	El003G153470, El003G153890	As001G001340
OG0000685	El003G158250	As002G032860
OG0000686	El003G148820, El003G148810	As001G012430
OG0000687	El003G171090	As001G017930
OG0000687	El006G283280	As005G101960
OG0000687	El001G032400	As012G286760
OG0000688	El001G037340, El001G037420, El001G037330	As001G023430
OG0000688	El001G037300	As001G023420
OG0000689	El001G009730, El002G122220, El002G107950	As007G158860, As003G063160, As004G080020
OG0000690	El002G136370, El004G208690, El003G176470	As007G154700, As003G065860, As008G196720, As010G226610
OG0000692	El001G030390, El001G030400, El006G286210	As005G104580
OG0000693	El001G026960	As012G282230
OG0000693	El006G289890	As006G143100
OG0000694	El006G316670, El001G048080, El007G343340	As007G177770
OG0000695	El002G130860, El004G226650	As010G239400
OG0000696	El002G137030, El005G252780	As012G270790, As011G248260
OG0000697	El002G135910	As012G271560
OG0000702	El001G067010	As009G199960
OG0000702	El001G042500	As001G026500
OG0000702	El005G235390	As006G132970
OG0000703	El001G078990	As002G035150
OG0000703	El006G294270	As006G145070
OG0000703	El001G023490	As012G276510
OG0000704	El003G166220, El007G362440	As003G058000
OG0000705	El004G210650	As005G103510, As005G103480
OG0000706	El007G325440	As005G117900
OG0000707	El001G021050	As006G138740
OG0000708	El002G094850	As008G185890
OG0000709	El001G062910, El001G021830	As009G203840
OG0000714	El003G186860	As004G077650
OG0000714	El004G216550	As001G028540
OG0000716	El003G185150	As004G088610, As007G165810
OG0000718	El005G247430, El001G082010	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	El007G331110	As005G114760
OG0000720	El001G034860	As012G288480
OG0000720	El001G002630	As006G122970
OG0000720	El002G084420	As008G197790
OG0000721	El001G002760	As006G123060
OG0000721	El005G253580	As008G197760, As012G274520, As011G248980
OG0000722	El004G221000	As010G232800
OG0000722	El002G098220	As008G183090
OG0000723	El006G320090	As009G205300, As009G205260
OG0000723	El001G051480	As009G205270, As009G205280, As009G205290, As009G205310
OG0000730	El001G038230	As001G023940
OG0000730	El002G097900	As008G183370
OG0000731	El001G040450, El001G040430, El001G040440, El001G040420	As001G025190, As001G025200, As001G025210
OG0000732	El003G158340	As002G032800
OG0000732	El001G023360	As012G276370
OG0000733	El007G360130	As002G035910
OG0000734	El007G328390	As009G218770, As010G223710
OG0000735	El001G054110, El007G336090, El007G336080, El007G336100	As002G047800
OG0000736	El001G071730	As002G053050
OG0000736	El003G143520	As003G074810
OG0000737	El003G142970, El003G142980, El006G318840, El006G318830	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	El006G299020	As006G125610
OG0000739	El004G214000	As009G216850, As008G197070
OG0000741	El002G140470	As012G268430
OG0000742	El036G374450	As209G297130
OG0000749	El002G096980	As008G184000
OG0000749	El002G111960	As007G161240
OG0000750	El006G306010, El003G193220, El003G193210, El004G194540, El004G194440	As001G030660
OG0000751	El005G245380	As005G108820, As002G035280
OG0000752	El001G054120	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	El001G071160	As002G052450
OG0000753	El005G269360, El005G269350, El002G127570	As003G064670
OG0000754	El002G127360	As003G064750
OG0000754	El007G356170, El001G051070	As004G082990
OG0000755	El001G004860, El001G004840, El001G004820	As004G086160
OG0000756	El003G146580	As004G087220
OG0000757	El001G080690	As005G107510
OG0000757	El006G292730	As006G146500
OG0000758	El004G233560	As010G243380
OG0000758	El006G300150	As006G126420
OG0000759	El007G332860	As009G219760
OG0000759	El006G302820	As006G128470
OG0000759	El002G089620	As008G193030
OG0000760	El006G289030, El006G288960, El001G027660	As012G282830
OG0000762	El005G278380, El005G278390, El002G131380	As011G266570
OG0000763	El002G139600, El002G139580	As012G269290
OG0000764	El002G135420	As012G271730
OG0000765	El003G147290, El001G021980, El001G022350, El003G147180, El003G147280	As012G275540, As012G275570, As012G275590
OG0000772	El001G043760, El001G043720, El001G044030, El001G043780, El001G043790, El001G043750	As002G037440, As001G027110, As001G015580
OG0000774	El003G158170	As002G033010
OG0000776	El005G244370	As009G213010, As002G037060
OG0000778	El001G068340, El001G068330	As002G050230
OG0000779	El003G163260	As003G060370
OG0000779	El001G005880	As004G085410
OG0000779	El001G005890	As004G085400
OG0000780	El003G143390	As003G074900
OG0000780	El006G320100, El001G071850	As007G180430
OG0000781	El006G284980	As004G079650
OG0000781	El006G284970	As005G103380, As005G103370
OG0000783	El001G058520	As005G113140
OG0000783	El001G012380	As010G226400
OG0000783	El003G175360, El050G375470	As006G130720
OG0000784	El001G013240	As010G225950
OG0000784	El001G057740	As005G113590
OG0000785	El003G149380, El003G190390	As007G161520
OG0000785	El001G077820, El001G011000	As009G214360
OG0000786	El002G117700, El002G117800, El002G117880, El002G117770, El002G117740, El002G117710, El002G117810, El002G117830	As012G288100
OG0000786	El007G329720, El007G329710	As009G217820, As009G217830
OG0000788	El001G013900	As010G225660, As010G225670, As010G225650
OG0000789	El004G233100	As010G242960
OG0000789	El002G141470	As012G267770
OG0000798	El003G169720, El003G170600	As001G017630, As003G055740, As004G083120
OG0000800	El001G038650	As001G024200, As001G024190, As001G024170
OG0000800	El001G018340, El001G018330	As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910
OG0000801	El005G245950	As002G035990
OG0000801	El001G077910	As009G214440
OG0000801	El005G245960	As002G036000
OG0000802	El007G364590	As004G088660
OG0000802	El002G116420	As003G070730
OG0000802	El003G168230	As003G056750
OG0000803	El003G166070	As003G058030
OG0000803	El003G166130	As003G070410, As003G065450
OG0000804	El001G042980	As004G097150, As004G079430
OG0000805	El003G174040	As004G096100, As011G254230
OG0000806	El006G284350, El006G284320	As005G102850
OG0000807	El006G284500	As005G102950
OG0000807	El005G235080, El005G235090	As006G139170, As006G133330
OG0000808	El006G304650	As006G129450
OG0000808	El001G015640	As010G224570
OG0000808	El007G331890	As005G114980
OG0000809	El002G111290	As007G160640
OG0000809	El002G097790	As008G183460
OG0000818	El001G019200	As010G221920
OG0000818	El003G156330, El004G193860	As001G030280
OG0000819	El004G215390	As002G036020
OG0000819	El001G027540	As012G282730
OG0000820	El005G240930	As002G041080
OG0000821	El007G341730, El007G341750, El007G341760	As002G043850
OG0000823	El007G366380	As004G090360
OG0000823	El003G169440	As003G055870
OG0000824	El002G120820, El002G120810	As003G062540
OG0000824	El001G008910	As004G083720
OG0000825	El001G033640	As012G287570
OG0000825	El006G281820	As005G100830
OG0000826	El006G284260	As005G102780
OG0000827	El007G337360	As012G278780
OG0000827	El003G149610, El001G081500	As005G106720
OG0000828	El006G298960	As012G285140, As006G125590
OG0000829	El005G237810	As006G136530
OG0000829	El001G063340, El001G063370	As009G203460, As009G203470
OG0000830	El006G321770, El004G228810, El002G104580	As007G156440
OG0000831	El002G104800, El002G104850, El002G121030, El003G186770	As007G156620, As007G156630
OG0000832	El002G124960, El007G348500, El005G263010, El005G263020	As008G195870
OG0000833	El005G251190, El007G348240, El006G317490, El003G171480, El002G138160	As011G246960
OG0000834	El005G255920	As011G250710
OG0000835	El005G256540	As011G251220
OG0000835	El002G133730	As012G272760
OG0000836	El001G028710	As012G283770, As012G283780, As012G283790
OG0000842	El001G040500, El001G040560, El001G040510, El001G040570	As001G025250
OG0000843	El004G211200, El001G003350, El004G211220	As001G029790, As001G029800
OG0000844	El005G244790	As002G034430
OG0000844	El001G080030	As005G107840
OG0000845	El003G159790	As002G042280
OG0000845	El001G018250	As010G222560
OG0000846	El003G149410, El003G149400	As004G079020, As002G046530, As006G146430
OG0000847	El001G072330, El007G349170, El007G351720, El007G351710, El007G351700, El007G351860, El007G351830	As002G053580
OG0000847	El007G325840	As005G117570
OG0000848	El002G083780	As004G078550, As006G122300
OG0000849	El001G001440	As006G122200
OG0000849	El001G034150	As005G100320
OG0000850	El006G282450	As005G101230
OG0000851	El006G287490, El003G189440, El001G028900, El001G028910	As005G105540
OG0000852	El001G059980	As010G227460, As010G227470, As005G111370
OG0000853	El001G003730, El001G003740, El007G357630, El007G357660, El004G210190, El003G175020, El001G008390, El001G008400, El001G008350, El003G177630, El001G003710	As006G123840
OG0000854	El006G305380, El002G090680	As008G191240
OG0000855	El001G017480	As010G223210
OG0000855	El007G327970	As009G219120
OG0000856	El001G011400	As010G224290
OG0000857	El001G046780	As010G227430, As010G227420
OG0000858	El005G266540, El005G266570, El005G266660, El005G266700, El005G266520, El005G266550, El005G266190, El005G266510, El005G266590, El005G266620, El005G266210, El005G266530, El005G266180, El005G266110, El005G266140, El005G266200, El005G266220, El005G266560	As011G255880, As011G255860
