Orthogroup	Erysimum_linariifolium	Odontarrhena_muralis
OG0018117	El005G249110	Om002G057190
OG0018118	El005G249190	Om002G057340
OG0018119	El005G249200	Om002G057350
OG0018121	El005G249760	Om002G058140
OG0018122	El005G251550	Om002G060300
OG0018123	El005G251880	Om002G060640
OG0018125	El005G255750	Om002G065500
OG0018126	El005G260950	Om002G070420
OG0018127	El005G261080	Om002G070520
OG0018128	El005G262790	Om002G071510
OG0018129	El005G265940	Om002G073020
OG0018131	El003G182740	Om008G329310
OG0018132	El005G269330	Om002G075890
OG0018133	El005G269950	Om002G076820
OG0018134	El005G271730	Om002G079340
OG0018135	El005G271530	Om002G078860
OG0018136	El005G270870	Om002G077730
OG0018137	El005G270850, El005G270830	Om002G077720
OG0018138	El005G271600	Om001G006280
OG0018139	El005G271920	Om002G079550
OG0018141	El005G273000	Om002G081880
OG0018142	El005G273330	Om002G082100, Om003G111560, Om008G360710
OG0018144	El005G274970	Om002G084170
OG0018145	El005G276920	Om002G085870
OG0018146	El005G277750	Om002G086850
OG0018147	El005G279160	Om002G088460
OG0018149	El002G139070	Om003G092660
OG0018150	El002G137710	Om003G094010
OG0018151	El002G136880	Om003G094790
OG0018152	El002G136600	Om003G095210
OG0018153	El002G132850	Om003G098890
OG0018154	El002G133120	Om003G098600
OG0018155	El002G132100	Om003G099510
OG0018156	El002G141560	Om003G089360
OG0018157	El002G086680	Om005G181480
OG0018158	El001G023300	Om006G255560
OG0018159	El001G023700	Om006G255120
OG0018160	El001G023850	Om006G254940
OG0018161	El001G025840	Om006G252580
OG0018162	El001G027700	Om006G250470
OG0018163	El001G027720	Om003G119190
OG0018164	El001G027790	Om003G119310
OG0018165	El001G027870	Om003G119460
OG0018166	El001G028880	Om003G120560
OG0018167	El001G029220	Om008G327710
OG0018168	El001G030150	Om003G122270
OG0018169	El001G030670	Om003G123160
OG0018170	El001G032080	Om003G125000
OG0018172	El001G034790	Om003G128140
OG0018173	El002G139720	Om003G091530
OG0018174	El005G265430	Om006G257170, Om006G257160, Om006G234610
OG0018175	El003G182110	Om003G105880
OG0018176	El001G020570, El001G020580	Om006G258610
OG0018177	El001G021470	Om006G257530
OG0018178	El001G023770	Om006G255010
OG0018180	El001G024210	Om006G254420
OG0018181	El001G027080	Om006G251290
OG0018183	El001G029130	Om003G120880
OG0018184	El001G032870	Om003G125960
OG0018185	El001G034310	Om003G127620
OG0018186	El001G035260	Om003G128730
OG0018187	El004G200580	Om006G229380
OG0018188	El001G023810	Om006G229420
OG0018190	El007G365450	Om008G360950
OG0018191	El002G113040	Om008G362910
OG0018192	El007G357930	Om008G341880
OG0018193	El007G358130	Om008G341520
OG0018194	El006G295640	Om008G338780
OG0018195	El006G291750	Om008G333750
OG0018198	El006G287420	Om008G327460
OG0018202	El004G231700	Om004G133310, Om004G133320
OG0018202	El004G231710	Om004G133340
OG0018203	El004G228740	Om004G136800
OG0018204	El004G225990	Om004G140850
OG0018206	El003G156140	Om001G021670
OG0018207	El003G153170	Om001G025300
OG0018208	El003G155790	Om001G022150
OG0018209	El003G146070	Om001G035700
OG0018210	El002G084200	Om005G179330
OG0018211	El007G349860	Om005G182360
OG0018212	El002G087580	Om005G182730
OG0018213	El002G088710	Om005G183790
OG0018214	El002G089300	Om005G184400
OG0018215	El002G090330	Om005G185520
OG0018216	El002G090530	Om005G185750
OG0018217	El002G091020	Om005G186250
OG0018218	El002G094950	Om005G190710
OG0018219	El002G098810	Om005G195250
OG0018220	El002G099350	Om005G195970
OG0018221	El002G103960, El037G374490	Om005G201620
OG0018222	El002G107710	Om005G205110
OG0018223	El003G160510	Om005G207390
OG0018224	El004G222070	Om005G207710
OG0018225	El004G221330, El004G221320	Om005G208420
OG0018226	El004G218590	Om005G211630
OG0018230	El004G198410	Om005G224410
OG0018231	El003G189860	Om007G316200
OG0018232	El004G194590	Om005G227940, Om005G227950, Om005G227920
OG0018234	El005G269080	Om002G075350
OG0018235	El005G253980	Om002G063630
OG0018237	El005G251780	Om002G060540, Om002G060550
OG0018238	El005G248360	Om002G056320
OG0018239	El004G219280	Om005G210790
OG0018240	El005G243890	Om002G051200
OG0018241	El005G241910	Om002G049300
OG0018242	El005G238750	Om002G045870
OG0018243	El001G079940	Om004G174930
OG0018244	El001G077170	Om004G172020
OG0018246	El001G075110	Om004G169910
OG0018247	El001G074730	Om004G169380
OG0018248	El001G074700	Om004G169350
OG0018249	El001G074660	Om004G169330
OG0018251	El003G145550	Om004G156910
OG0018254	El002G114130	Om007G288740
OG0018255	El003G159090	Om007G286390
OG0018257	El006G299290	Om007G278960
OG0018258	El006G304990	Om007G283490
OG0018259	El006G306700	Om007G284630
OG0018260	El006G307460	Om007G284910
OG0018261	El006G310990	Om007G285570
OG0018262	El003G159690	Om007G285880
OG0018263	El001G073570	Om004G167830
OG0018264	El001G070030	Om004G163480
OG0018265	El001G069120	Om004G162300
OG0018266	El001G081460, El001G067970	Om004G161040
OG0018268	El003G184790	Om007G296120
OG0018270	El001G062420	Om007G296030
OG0018271	El001G042270	Om006G271260
OG0018273	El007G333620	Om006G248360
OG0018274	El007G331220	Om006G245750
OG0018275	El001G057310	Om006G244390
OG0018277	El001G059400	Om006G242380
OG0018278	El001G059610	Om006G242160
OG0018279	El001G052500	Om006G240440
OG0018280	El001G056590	Om006G237980
OG0018281	El007G329570	Om006G236870
OG0018282	El007G329170	Om006G236470
OG0018283	El007G327520	Om006G234680
OG0018285	El007G324600	Om006G231660
OG0018286	El007G322950	Om006G229980
OG0018298	El004G218750	Om005G211480
OG0018299	El004G218890	Om005G211260
OG0018302	El005G268800	Om002G075210
OG0018307	El001G034710, El001G034700, El003G163160, El001G015400	Om003G122700
OG0018308	El001G060360	Om006G241420
OG0018310	El001G010160	Om008G343680
OG0018311	El003G155810	Om001G022130
OG0018312	El003G156580	Om001G020800
OG0018316	El005G261400	Om008G349610, Om001G015580, Om002G077580
OG0018319	El003G192250	Om007G317940
OG0018320	El007G360730	Om008G355880
OG0018322	El007G342090	Om003G112890
OG0018323	El007G333840	Om006G248590
OG0018324	El007G324770	Om006G231850
OG0018337	El003G170560	Om007G276110
OG0018338	El005G267180	Om001G032000
OG0018340	El004G209670	Om005G217560
OG0018342	El004G202200	Om005G219750
OG0018344	El001G038740	Om006G273770
OG0018346	El001G045730	Om003G094300
OG0018347	El004G216210	Om005G213430
OG0018349	El004G213860	Om005G214780
OG0018352	El001G081380	Om004G176490
OG0018354	El002G141460	Om003G089460
OG0018355	El001G076720	Om004G171400
OG0018357	El007G344510	Om003G101070
OG0018358	El007G344490	Om003G101100
OG0018360	El007G343570	Om008G320820
OG0018361	El007G343110	Om003G111950
OG0018365	El007G340880	Om003G113890
OG0018369	El001G068470	Om004G161620
OG0018370	El001G073430	Om004G167680
OG0018372	El003G168660	Om001G001380
OG0018373	El003G168440	Om001G001920
OG0018374	El003G166910	Om001G003740
OG0018375	El003G166010	Om001G004990
OG0018376	El003G165010	Om001G006720
OG0018377	El003G161500	Om001G010770
OG0018378	El002G121080	Om001G012180
OG0018380	El002G115160	Om007G289560
OG0018381	El003G145290	Om001G036920
OG0018383	El003G142480	Om001G040940
OG0018384	El003G163980	Om001G008080
OG0018385	El003G187070	Om007G314630
OG0018386	El003G188890	Om007G315320
OG0018387	El006G297780	Om008G340560
OG0018389	El007G357670	Om008G342000
OG0018391	El002G121190	Om001G012290
OG0018393	El001G007960	Om008G350870
OG0018394	El001G005090	Om008G354510
OG0018395	El001G005060, El001G006620	Om008G354560
OG0018396	El007G361240	Om008G356350
OG0018397	El007G362040	Om008G357340
OG0018398	El007G363390	Om008G358240
OG0018399	El007G366690	Om008G362640
OG0018404	El003G174100	Om003G102180
OG0018407	El003G191610	Om007G317240
OG0018408	El003G191770	Om007G317400
OG0018409	El003G191830	Om007G317500
OG0018410	El003G192520	Om007G318110
OG0018412	El003G193480	Om007G318490
OG0018413	El001G073910	Om008G318930
OG0018414	El006G280070	Om008G319040
OG0018415	El006G281080	Om008G320270
OG0018416	El006G283850	Om008G322950
OG0018417	El006G284000	Om008G323110
OG0018418	El003G176880	Om008G324710
OG0018420	El001G081480	Om004G176600
OG0018421	El001G080210	Om004G175330
OG0018423	El003G192040	Om007G317720
OG0018424	El007G330430	Om006G244860
OG0018425	El007G326990	Om006G234090
OG0018428	El001G000200	Om004G157200
OG0018429	El001G003220	Om004G160140
OG0018430	El007G359730	Om007G277630
OG0018431	El006G302010	Om007G281310
OG0018432	El006G304060	Om007G282870
OG0018433	El006G304160	Om007G282960
OG0018434	El006G305900	Om007G284130
OG0018435	El006G309300	Om007G285330
OG0018437	El005G235430	Om002G042560
OG0018438	El005G235030	Om002G042180
OG0018441	El003G181220, El003G185440	Om004G177400
OG0018442	El005G235810	Om002G042900
OG0018443	El005G236240	Om002G043380
OG0018444	El005G236490	Om002G043640
OG0018446	El005G237610	Om002G044750
OG0018447	El005G239010	Om002G046180
OG0018449	El005G241310	Om002G048630
OG0018450	El002G110230	Om004G145260
OG0018454	El003G159870	Om007G285730
OG0018455	El003G159140	Om007G286340
OG0018457	El003G175350, El002G139950	Om003G091170
OG0018460	El006G321590	Om004G156470
OG0018464	El002G091820	Om005G187090
OG0018465	El007G360330	Om007G292990
OG0018466	El002G090190	Om005G185380
OG0018467	El002G088050	Om005G183160
OG0018468	El002G085950	Om005G181130
OG0018469	El002G085780	Om005G180440
OG0018470	El002G082590	Om005G177730
OG0018471	El002G082560	Om005G177700
OG0018472	El001G067680	Om007G302020
OG0018473	El001G066620	Om007G300670
OG0018474	El001G066270	Om007G300170
OG0018476	El001G064010	Om007G297550
OG0018477	El001G061650	Om007G295170
OG0018479	El001G049740	Om007G293800
OG0018480	El007G345530	Om007G303770
OG0018481	El007G348300	Om009G364240, Om007G307220
OG0018482	El001G075880	Om004G170460
OG0018483	El001G052660	Om006G240290
OG0018484	El001G055570	Om006G238950
OG0018485	El007G329020	Om006G236260
OG0018486	El001G021250	Om006G257830
OG0018488	El001G019050	Om006G260750
OG0018489	El001G018160	Om006G261990
OG0018490	El001G018140	Om006G262310
OG0018492	El001G017960	Om006G262710
OG0018493	El001G017530	Om006G263430
OG0018494	El001G016570	Om008G352140, Om008G352150
OG0018495	El001G014580	Om006G268030
OG0018497	El002G090760	Om005G185980
OG0018498	El004G217750	Om005G212320
OG0018499	El004G219830	Om005G210020
OG0018502	El004G229160	Om004G136320
OG0018503	El004G225850	Om004G140950
OG0018504	El004G224910	Om004G142140
OG0018505	El004G224790	Om004G142340
OG0018511	El005G250690	Om002G059380
OG0018512	El005G267940	Om002G074310
OG0018514	El005G271820	Om002G079410
OG0018518	El005G279530	Om002G088590
OG0018519	El002G136950	Om003G094730
OG0018520	El002G135470	Om003G096090
OG0018521	El001G030000	Om006G271510
OG0018522	El001G032590	Om003G125780
OG0018525	El001G035740	Om003G129210
OG0018526	El001G035880	Om003G129320
OG0018528	El003G174440	Om003G102490
OG0018529	El003G175630	Om003G103300
OG0018530	El001G020300	Om006G259050
OG0018531	El001G022960	Om006G255820
OG0018533	El001G027460	Om006G250790
OG0018534	El001G033460	Om003G126560
OG0018536	El007G362460	Om008G357560
OG0018539	El007G365720	Om008G361460
OG0018540	El006G292470	Om008G334990
OG0018541	El006G291610	Om008G333440
OG0018544	El006G288390	Om008G328830
OG0018545	El006G286270, El006G286280	Om008G326240, Om007G303910
OG0018547	El006G281070, El006G280620, El004G223430	Om008G319720, Om008G319730
OG0018549	El003G156310	Om001G021290
OG0018552	El003G147210	Om001G033970
OG0018553	El003G141630	Om001G041920
OG0018554	El002G088080	Om005G183190
OG0018555	El002G089420	Om005G184460
OG0018556	El002G089640	Om005G184730
OG0018557	El002G090700	Om005G185910
OG0018558	El002G092140	Om005G187450
OG0018559	El002G094930	Om005G190700
OG0018560	El002G096940	Om005G193000
OG0018561	El002G097290, El002G097690	Om005G193510
OG0018563	El002G098410	Om005G194630
OG0018564	El002G099760	Om005G196480
OG0018565	El002G107930	Om005G205270
OG0018567	El004G198110	Om005G224770
OG0018572	El005G248670	Om002G056700
OG0018574	El005G244690	Om002G052130
OG0018576	El005G241770, El002G123460	Om002G049160
OG0018578	El001G080700	Om004G175680
OG0018579	El001G079610	Om004G174540
OG0018580	El001G074770	Om004G169490
OG0018581	El003G162730	Om001G009540
OG0018582	El001G044460	Om005G206540
OG0018583	El003G168820	Om001G001120
OG0018585	El003G160630	Om007G286840
OG0018586	El003G158740	Om007G286830
OG0018587	El006G299360	Om007G279020
OG0018588	El006G301930	Om007G281280
OG0018593	El001G072410	Om004G166590, Om004G166600
OG0018595	El001G063810	Om008G354080
OG0018597	El001G050750	Om007G294210
OG0018599	El003G191920	Om007G317700
OG0018600	El001G037590, El001G037200	Om006G274710
OG0018601	El007G341380	Om003G113460
OG0018602	El007G334280	Om006G249360
OG0018603	El007G334230	Om006G249320
OG0018605	El007G332110	Om006G246720
OG0018606	El001G060800	Om006G240940
OG0018607	El001G052640	Om006G240310
OG0018608	El001G055230, El001G055180	Om006G239240
OG0018609	El001G056800	Om006G237740
OG0018610	El007G324840	Om006G231900
OG0018611	El002G088850	Om005G183950
OG0018613	El002G112190	Om004G147400
OG0018616	El002G129150, El004G210320	Om002G079080
OG0018626	El006G296100	Om008G339340
OG0018633	El001G040400	Om006G272580
OG0018634	El001G077180	Om004G172030
OG0018673	El003G150060	Om001G029710
OG0018675	El003G148990, El003G148970	Om001G031320
OG0018676	El002G118230	Om007G291880
OG0018677	El002G120210	Om007G276560
OG0018678	El003G171260	Om007G275650
OG0018680	El001G036840	Om004G139260
OG0018681	El001G041280	Om006G272020
OG0018682	El003G181920	Om003G105720
OG0018686	El006G288730	Om008G329180
OG0018689	El007G344610	Om003G108790
OG0018691	El007G341530	Om003G113250
OG0018692	El007G341390	Om003G113420
OG0018699	El003G164640	Om001G007230
OG0018700	El003G163120	Om001G009060
OG0018702	El002G128080	Om001G015310
OG0018705	El002G116440	Om007G290750
OG0018714	El001G034960	Om003G128470
OG0018717	El003G179960	Om008G329100
OG0018724	El006G281000	Om008G320210
OG0018726	El006G284210	Om008G323330
OG0018729	El001G081990	Om004G177060
OG0018732	El001G078220	Om004G173050
OG0018733	El007G323350	Om006G230390
OG0018734	El007G322570	Om006G229620
OG0018735	El007G322540	Om006G229590
OG0018736	El001G046200	Om004G135960, Om003G090750, Om004G156920
OG0018737	El001G002730	Om004G159510
OG0018739	El002G087210	Om005G182290
OG0018739	El006G299520	Om007G279560
OG0018741	El006G310980	Om007G285560
OG0018743	El005G235070	Om002G042230
OG0018744	El005G234990	Om002G042120
OG0018746	El007G347890	Om002G045030
OG0018748	El005G239660	Om002G046740
OG0018749	El005G243940	Om002G051260
OG0018750	El005G279030	Om002G088340
OG0018751	El002G105970	Om005G203800
OG0018751	El002G105960	Om005G203820, Om005G203810
OG0018755	El002G094830	Om005G190600
OG0018756	El002G093570	Om005G189190
OG0018758	El002G084050	Om005G179140
OG0018759	El002G083970	Om005G179060
OG0018760	El002G082600	Om005G177740
OG0018761	El001G064090	Om007G297650
OG0018762	El007G328480	Om006G235740
OG0018763	El007G328290	Om006G235580
OG0018765	El007G332900	Om006G247590
OG0018766	El001G016900	Om004G167970
OG0018767	El001G016060	Om006G236940
OG0018772	El004G219120	Om005G210990
OG0018773	El004G221640	Om005G208730, Om005G208220
OG0018774	El004G222220	Om005G207440
OG0018774	El002G108640	Om004G143670
OG0018776	El037G374550, El002G104020	Om005G201690
OG0018777	El004G226940	Om004G139580
OG0018781	El005G251040	Om002G059790
OG0018782	El005G251150	Om002G059850
OG0018783	El005G253380	Om002G062870
OG0018784	El005G258090	Om002G068060
OG0018785	El005G258150	Om002G068120
OG0018786	El005G259560	Om002G069470
OG0018787	El003G153100, El003G153550	Om001G026900
OG0018789	El005G274680	Om002G083700
OG0018790	El005G245180	Om002G052740
OG0018791	El005G277760	Om002G086870
OG0018792	El002G141520	Om003G089400
OG0018793	El002G136620	Om003G095110, Om003G095120
OG0018794	El002G134450	Om003G097390
OG0018795	El002G133950	Om003G097850
OG0018796	El002G132390	Om003G099260
OG0018797	El001G028280	Om003G119880
OG0018798	El001G029320	Om003G121040
OG0018799	El001G030870	Om007G315020, Om003G123510
OG0018800	El001G033110	Om003G126180
OG0018801	El001G035490	Om003G128970
OG0018804	El002G138040	Om003G093670
OG0018806	El002G134570	Om003G097200
OG0018807	El002G133400	Om003G098250
OG0018809	El007G343460	Om003G111860
OG0018811	El001G035730	Om003G129200
OG0018813	El007G365550	Om008G361100
OG0018817	El006G289660	Om008G330690
OG0018818	El004G222090	Om004G134310, Om004G134330
OG0018819	El004G230490	Om004G134830
OG0018820	El004G227350	Om004G138510
OG0018822	El003G151470	Om001G027870
OG0018823	El003G150330	Om006G261940, Om001G029350
OG0018824	El003G147410	Om001G033640
OG0018826	El003G143210	Om001G039970
OG0018829	El002G085710, El002G085690	Om005G180880
OG0018830	El002G085760	Om005G180950
OG0018831	El002G085920, El008G368930	Om005G181100
OG0018832	El002G086500	Om005G181660
OG0018833	El002G089130	Om005G184220
OG0018834	El002G092210	Om005G187510
OG0018835	El002G099120	Om005G195690
OG0018839	El006G299170	Om007G281670
OG0018842	El004G198860	Om005G224000
OG0018843	El004G194350	Om005G228330
OG0018845	El005G275210	Om002G084350
OG0018847	El007G366330, El007G322190	Om002G044490
OG0018848	El001G080790	Om004G176020
OG0018849	El001G076370	Om004G171080
OG0018850	El001G074880	Om004G169630
OG0018851	El001G074690	Om004G169340
OG0018852	El003G168640	Om001G001410, Om001G001400
OG0018854	El003G162650	Om001G009660
OG0018855	El003G193400	Om007G318400
OG0018856	El003G168610	Om001G001470
OG0018858	El001G063440	Om007G296990
OG0018859	El001G046610	Om007G315100
OG0018860	El001G019320	Om006G260360
OG0018861	El001G060460	Om006G241330
OG0018871	El002G140710	Om003G090120
OG0018876	El004G219200	Om005G210940
OG0018886	El006G317690	Om001G036780
OG0018890	El006G288010	Om008G328170, Om008G328180, Om008G328190
OG0018895	El001G068870	Om004G162110
OG0018896	El001G056050, El001G055950	Om006G238570
OG0018897	El007G340340	Om003G109170, Om002G050740
