Orthogroup	Erysimum_linariifolium	Cardamine_amara
OG0004379	El005G241580	evm.model.RL_1.576
OG0004380	El005G242550	evm.model.RL_1.671
OG0004381	El006G294860	evm.model.RL_6.1697
OG0004382	El006G294670	evm.model.RL_6.1711
OG0004383	El006G293590	evm.model.RL_6.1788
OG0004384	El001G024200	evm.model.RL_7.1026
OG0004385	El002G100110	evm.model.RL_5.1457, evm.model.RL_6.949
OG0004386	El002G101860	evm.model.RL_5.1605.1.687c88b5
OG0004387	El004G225710, El004G225690	evm.model.RL_3.1749
OG0004388	El002G102680	evm.model.RL_5.1682
OG0004388	El004G226580	evm.model.RL_3.1821
OG0004389	El002G102900	evm.model.RL_5.1707.1.687c88b6
OG0004390	El004G230160	evm.model.RL_3.2117
OG0004391	El004G223910	evm.model.RL_3.1596
OG0004392	El002G108060	evm.model.RL_5.3477
OG0004392	El002G108070	evm.model.RL_4.399
OG0004393	El002G111260	evm.model.RL_5.3293
OG0004394	El002G112340	evm.model.RL_5.3210
OG0004395	El003G159840	evm.model.RL_2.1999
OG0004396	El006G317130	evm.model.RL_6.316
OG0004397	El002G097040	evm.model.RL_5.1191
OG0004398	El002G096410	evm.model.RL_5.1141
OG0004399	El002G096290	evm.model.RL_5.1132
OG0004400	El002G095270	evm.model.RL_5.1058
OG0004401	El002G094150	evm.model.RL_5.970
OG0004403	El002G093060	evm.model.RL_5.870
OG0004404	El002G091790	evm.model.RL_5.764
OG0004405	El002G090720	evm.model.RL_5.653
OG0004406	El002G090540	evm.model.RL_5.640.2.687c88ae
OG0004407	El001G066260	evm.model.RL_4.2110
OG0004408	El001G065060	evm.model.RL_4.2013
OG0004409	El001G064110	evm.model.RL_4.1956
OG0004410	El001G062080	evm.model.RL_4.1797
OG0004411	El001G061990	evm.model.RL_4.1786
OG0004412	El001G051130, El001G051180	evm.model.RL_4.1108
OG0004413	El001G049720	evm.model.RL_4.1054
OG0004414	El007G349480	evm.model.RL_4.780
OG0004415	El001G076040, El002G132950	evm.model.RL_4.2928
OG0004416	El001G052550, El001G052540	evm.model.RL_4.1178
OG0004418	El001G056500	evm.model.RL_4.1371
OG0004419	El001G056980	evm.model.RL_4.1409, evm.model.RL_4.2727
OG0004420	El007G329490	evm.model.RL_8.2207
OG0004421	El001G057480, El001G019550	evm.model.RL_7.1431
OG0004422	El004G219110	evm.model.RL_3.1218_evm.model.RL_3.1220
OG0004423	El004G220860	evm.model.RL_3.1356
OG0004424	El004G221780	evm.model.RL_3.1421
OG0004425	El004G222340	evm.model.RL_3.1462
OG0004426	El004G223730	evm.model.RL_3.1586
OG0004427	El004G224030	evm.model.RL_3.1604
OG0004428	El004G228120	evm.model.RL_3.1968
OG0004429	El001G045080, El004G227130	evm.model.RL_3.1872
OG0004430	El004G227100	evm.model.RL_3.1869
OG0004430	El004G227090	evm.model.RL_3.1868
OG0004431	El004G224990	evm.model.RL_3.1687
OG0004432	El004G231970	evm.model.RL_3.2255
OG0004433	El004G232380	evm.model.RL_3.2300
OG0004433	El004G232390	evm.model.RL_3.2301
OG0004434	El004G232770	evm.model.RL_3.2330
OG0004436	El005G248730	evm.model.RL_1.1187, evm.model.RL_1.1190
OG0004437	El005G250240	evm.model.RL_1.1329
OG0004438	El005G250380	evm.model.RL_1.1342
OG0004439	El005G250600	evm.model.RL_5.2536, evm.model.RL_2.83, evm.model.RL_1.1357, evm.model.RL_1.2344, evm.model.RL_2.87
OG0004440	El005G251600	evm.model.RL_1.1431, evm.model.RL_1.1435
OG0004441	El005G251900	evm.model.RL_1.1460
OG0004442	El005G252060	evm.model.RL_1.1476
OG0004443	El005G252960	evm.model.RL_1.1550_evm.model.RL_1.1554
OG0004445	El005G257370	evm.model.RL_1.1892
OG0004445	El002G134510	evm.model.RL_5.2016
OG0004446	El005G257740	evm.model.RL_1.1924
OG0004447	El005G258900	evm.model.RL_1.2015
OG0004448	El005G258920	evm.model.RL_1.2017
OG0004449	El005G259460	evm.model.RL_1.2261, evm.model.RL_1.2053
OG0004450	El002G139630, El005G260290	evm.model.RL_1.2109
OG0004451	El005G264490	evm.model.RL_1.2224
OG0004452	El006G313260	evm.model.RL_6.527
OG0004452	El003G149690	evm.model.RL_2.2814
OG0004453	El005G276890	evm.model.RL_1.3033
OG0004454	El005G276300	evm.model.RL_1.2998
OG0004455	El005G277460	evm.model.RL_1.3096
OG0004456	El006G294790	evm.model.RL_6.1702
OG0004457	El002G137200	evm.model.RL_5.3707
OG0004458	El003G190400, El002G135860	evm.model.RL_5.1921
OG0004460	El002G132310	evm.model.RL_5.2148
OG0004461	El006G296880	evm.model.RL_6.1530
OG0004461	El002G115930	evm.model.RL_5.2918
OG0004462	El001G022260	evm.model.RL_7.1198
OG0004463	El001G024670	evm.model.RL_7.983.1.687c84b7
OG0004464	El001G026010	evm.model.RL_7.919, evm.model.RL_7.858
OG0004465	El001G027490	evm.model.RL_7.738
OG0004466	El001G028080	evm.model.RL_7.694
OG0004467	El007G339890, El007G339900	evm.model.RL_8.1419
OG0004468	El001G029580	evm.model.RL_7.548.1.687c84b5
OG0004469	El001G029700	evm.model.RL_7.539, evm.model.RL_6.1927
OG0004470	El001G030230	evm.model.RL_7.501
OG0004471	El006G283120	evm.model.RL_6.2661
OG0004472	El002G136490, El001G033450	evm.model.RL_7.228
OG0004474	El001G035320	evm.model.RL_7.65
OG0004475	El002G133130	evm.model.RL_5.2100
OG0004477	El007G345080	evm.model.RL_8.1039
OG0004480	El006G297850	evm.model.RL_6.1486
OG0004480	El001G079290	evm.model.RL_4.3184
OG0004481	El006G283690, El003G149060	evm.model.RL_2.2875
OG0004482	El002G109530, El002G109520	evm.model.RL_5.3442, evm.model.RL_5.3373
OG0004483	El004G221790	evm.model.RL_3.1422
OG0004485	El001G038620	evm.model.RL_7.400
OG0004485	El001G038640	evm.model.RL_7.399
OG0004498	El003G155670	evm.model.RL_2.2339
OG0004499	El003G155350	evm.model.RL_2.2370
OG0004500	El003G154930	evm.model.RL_2.2407
OG0004501	El003G153190	evm.model.RL_2.2519
OG0004502	El007G334380	evm.model.RL_8.1808
OG0004503	El003G152850	evm.model.RL_2.2543.1.687c86e6
OG0004504	El006G317890	evm.model.RL_6.279
OG0004505	El003G152430	evm.model.RL_2.2571
OG0004506	El003G150400	evm.model.RL_2.2585
OG0004507	El001G029810	evm.model.RL_7.560, evm.model.RL_7.531
OG0004508	El003G151130	evm.model.RL_2.2692
OG0004509	El003G150690	evm.model.RL_2.2725
OG0004509	El006G314800	evm.model.RL_6.440
OG0004510	El006G314730	evm.model.RL_6.442
OG0004511	El003G149680	evm.model.RL_2.2816
OG0004512	El003G148090	evm.model.RL_2.2960
OG0004513	El003G147980	evm.model.RL_2.2971.1.687c86e7
OG0004514	El003G170740	evm.model.RL_2.1219
OG0004515	El004G201720	evm.model.RL_3.502
OG0004516	El004G199600	evm.model.RL_3.345
OG0004517	El004G233620	evm.model.RL_3.2397
OG0004518	El003G161370	evm.model.RL_2.1881
OG0004519	El001G036400	evm.model.RL_7.2699
OG0004520	El002G112160	evm.model.RL_5.3221
OG0004521	El001G040010	evm.model.RL_7.2434, evm.model.RL_7.2433
OG0004522	El001G043110	evm.model.RL_7.2213
OG0004522	El003G190700	evm.model.RL_2.207
OG0004523	El001G044370	evm.model.RL_7.2147
OG0004524	El001G045670	evm.model.RL_7.2072
OG0004525	El004G212600	evm.model.RL_3.908.1.687c84bb
OG0004526	El002G095910	evm.model.RL_5.1107
OG0004527	El005G248400	evm.model.RL_1.1158.1.687c87ec
OG0004529	El005G248100	evm.model.RL_1.1134
OG0004530	El007G331150	evm.model.RL_8.2059
OG0004531	El007G336270	evm.model.RL_8.1666.1.687c855c
OG0004532	El007G335950	evm.model.RL_8.1698
OG0004533	El007G335280	evm.model.RL_8.1738, evm.model.RL_8.1739
OG0004534	El007G335160	evm.model.RL_8.1750
OG0004535	El007G334140	evm.model.RL_8.1829
OG0004536	El007G333660	evm.model.RL_8.1864
OG0004537	El006G317850	evm.model.RL_4.747
OG0004538	El001G068880	evm.model.RL_4.2333
OG0004539	El001G069100	evm.model.RL_4.2345
OG0004540	El001G069480	evm.model.RL_4.2380
OG0004541	El001G069640	evm.model.RL_4.2398
OG0004542	El001G070540	evm.model.RL_4.2473
OG0004543	El001G071250	evm.model.RL_4.2518
OG0004544	El001G071700	evm.model.RL_4.2550
OG0004545	El001G072870	evm.model.RL_4.2666
OG0004546	El001G073720	evm.model.RL_4.2743
OG0004547	El001G074330	evm.model.RL_4.2804
OG0004549	El003G168000	evm.model.RL_2.1409
OG0004550	El003G167030	evm.model.RL_2.1473
OG0004551	El001G006140	evm.model.RL_8.542
OG0004552	El003G161560	evm.model.RL_2.1870
OG0004553	El003G161540	evm.model.RL_2.1872
OG0004554	El003G160800	evm.model.RL_2.1917.1.687c86e4
OG0004557	El002G128820	evm.model.RL_5.2294, evm.model.RL_5.2293
OG0004558	El002G113750	evm.model.RL_5.3082
OG0004559	El002G114250	evm.model.RL_5.3052
OG0004560	El002G114310	evm.model.RL_5.3048
OG0004561	El002G115800	evm.model.RL_5.2952
OG0004562	El002G116250	evm.model.RL_5.2940
OG0004563	El002G093540, El002G117600	evm.model.RL_5.2848, evm.model.RL_5.2847
OG0004564	El003G146820	evm.model.RL_2.3070
OG0004566	El003G145730	evm.model.RL_2.3167
OG0004567	El003G143150	evm.model.RL_2.484.2.687c86e0
OG0004568	El003G184170	evm.model.RL_2.570
OG0004569	El003G184890	evm.model.RL_2.529
OG0004569	El004G214240	evm.model.RL_3.959
OG0004570	El003G189530	evm.model.RL_5.1543, evm.model.RL_2.264
OG0004571	El001G017140	evm.model.RL_7.1621
OG0004572	El006G295980	evm.model.RL_6.1596
OG0004573	El007G366010	evm.model.RL_4.96
OG0004574	El006G295340	evm.model.RL_6.1659
OG0004575	El006G298210	evm.model.RL_6.1460
OG0004576	El001G008170	evm.model.RL_8.699
OG0004577	El001G007870	evm.model.RL_8.666
OG0004578	El001G004920	evm.model.RL_8.427
OG0004579	El007G360900	evm.model.RL_4.420.1.687c86ce
OG0004580	El007G360960	evm.model.RL_4.417
OG0004581	El007G364510	evm.model.RL_4.201
OG0004582	El007G366030	evm.model.RL_4.94
OG0004583	El003G181520, El003G180050	evm.model.RL_2.741.2.687c86e1
OG0004584	El003G177570	evm.model.RL_2.845
OG0004585	El003G175930	evm.model.RL_2.912
OG0004586	El005G261010	evm.model.RL_1.2130
OG0004587	El006G282720	evm.model.RL_6.2702
OG0004588	El006G283310	evm.model.RL_6.2648
OG0004589	El006G284070	evm.model.RL_6.2592
OG0004590	El006G284080	evm.model.RL_6.2591
OG0004591	El006G284120	evm.model.RL_6.2584
OG0004592	El006G285430	evm.model.RL_6.2467
OG0004593	El001G080810	evm.model.RL_4.3307
OG0004594	El001G079430	evm.model.RL_4.3198
OG0004595	El001G059340	evm.model.RL_4.1586
OG0004596	El001G059050	evm.model.RL_4.794, evm.model.RL_4.1558
OG0004597	El001G058260	evm.model.RL_4.1494
OG0004598	El001G057610	evm.model.RL_4.1454
OG0004600	El007G326850	evm.model.RL_8.2440
OG0004601	El007G326390	evm.model.RL_8.2489
OG0004601	El004G217300	evm.model.RL_3.1098
OG0004602	El007G325880	evm.model.RL_8.2536
OG0004603	El007G324730	evm.model.RL_8.2628
OG0004604	El007G324640	evm.model.RL_8.2634
OG0004606	El007G322770	evm.model.RL_8.2793
OG0004607	El001G021520	evm.model.RL_8.2847, evm.model.RL_7.1257
OG0004608	El007G324930	evm.model.RL_8.2615
OG0004609	El001G002770	evm.model.RL_8.245, evm.model.RL_2.351
OG0004610	El007G359010, El007G359000	evm.model.RL_4.454
OG0004611	El006G299030	evm.model.RL_6.1392
OG0004612	El006G300840	evm.model.RL_6.1247
OG0004613	El006G304360	evm.model.RL_6.996, evm.model.RL_5.611
OG0004614	El006G307420	evm.model.RL_6.810
OG0004615	El006G306690, El004G222880	evm.model.RL_6.834
OG0004616	El005G235400	evm.model.RL_1.54
OG0004617	El001G067220	evm.model.RL_4.2197
OG0004618	El001G067570	evm.model.RL_1.18
OG0004619	El005G256670	evm.model.RL_1.1838
OG0004619	El005G256840	evm.model.RL_1.14
OG0004620	El005G243800	evm.model.RL_1.779
OG0004621	El001G045390, El005G237010	evm.model.RL_1.196
OG0004622	El005G237240	evm.model.RL_1.219
OG0004623	El004G218010, El005G238550, El005G238570	evm.model.RL_1.319
OG0004624	El005G240800	evm.model.RL_1.512
OG0004625	El005G240970	evm.model.RL_1.524
OG0004626	El005G241150	evm.model.RL_1.538
OG0004627	El005G241180	evm.model.RL_1.541
OG0004628	El005G241500	evm.model.RL_1.566
OG0004629	El005G242670	evm.model.RL_1.681
OG0004630	El005G243090	evm.model.RL_1.716
OG0004631	El005G243140	evm.model.RL_1.721
OG0004632	El005G243330	evm.model.RL_1.741
OG0004633	El005G243370	evm.model.RL_1.744
OG0004634	El006G289000	evm.model.RL_6.2179
OG0004635	El006G289330	evm.model.RL_6.2145
OG0004636	El006G289370	evm.model.RL_6.2142
OG0004637	El006G289570	evm.model.RL_6.2127
OG0004638	El006G290110, El003G150010	evm.model.RL_6.2081
OG0004639	El006G294420	evm.model.RL_6.1732
OG0004640	El006G294320	evm.model.RL_6.1739
OG0004641	El006G293680	evm.model.RL_6.1778
OG0004642	El006G292740	evm.model.RL_6.1823
OG0004643	El006G291540	evm.model.RL_6.1972
OG0004644	El002G099960	evm.model.RL_5.1443
OG0004645	El002G100010	evm.model.RL_5.1448
OG0004646	El002G102000	evm.model.RL_5.1618
OG0004647	El002G102750	evm.model.RL_5.1691
OG0004649	El002G105910	evm.model.RL_5.3606.1.687c88c3
OG0004650	El002G106440	evm.model.RL_5.3562
OG0004651	El002G108690	evm.model.RL_5.3430
OG0004652	El002G108890	evm.model.RL_5.3411
OG0004653	El002G108860	evm.model.RL_5.3414
OG0004654	El002G110250	evm.model.RL_5.3326
OG0004655	El003G160200	evm.model.RL_2.1963, evm.model.RL_2.1965
OG0004656	El003G159920	evm.model.RL_2.1992
OG0004657	El003G159850	evm.model.RL_2.1998
OG0004658	El003G158760	evm.model.RL_2.2088, evm.model.RL_1.2200
OG0004659	El006G315560	evm.model.RL_6.414
OG0004660	El006G316000, El006G316020	evm.model.RL_6.386, evm.model.RL_6.389
OG0004661	El002G096050	evm.model.RL_5.1118
OG0004662	El001G076610, El002G093180	evm.model.RL_5.883
OG0004664	El002G092570	evm.model.RL_5.835
OG0004665	El002G092340	evm.model.RL_5.813
OG0004666	El001G027020	evm.model.RL_7.779
OG0004666	El002G091910	evm.model.RL_5.777
OG0004667	El002G091770	evm.model.RL_5.762
OG0004668	El002G091240	evm.model.RL_5.712
OG0004669	El002G090670	evm.model.RL_5.647
OG0004670	El002G089560	evm.model.RL_5.560
OG0004671	El002G086960	evm.model.RL_5.339
OG0004672	El001G067290	evm.model.RL_4.2202
OG0004673	El001G064550	evm.model.RL_4.1992
OG0004674	El001G063020	evm.model.RL_4.1863
OG0004675	El001G062920	evm.model.RL_4.1856
OG0004676	El001G062130	evm.model.RL_4.1801
OG0004677	El001G062040	evm.model.RL_4.1793
OG0004678	El001G061260	evm.model.RL_4.1739
OG0004679	El001G050760	evm.model.RL_4.1084
OG0004680	El001G048790	evm.model.RL_4.999
OG0004681	El001G047290	evm.model.RL_4.960
OG0004682	El007G345550, El007G345920, El007G345590, El007G345830, El007G345720	evm.model.RL_4.918
OG0004683	El007G348650	evm.model.RL_4.812
OG0004684	El007G348690	evm.model.RL_4.808
OG0004685	El001G067910	evm.model.RL_4.2252
OG0004686	El007G350990	evm.model.RL_4.760.1.687c86d0, evm.model.RL_8.1121
OG0004687	El001G031160, El001G031140, El004G213460	evm.model.RL_7.403
OG0004688	El001G075890	evm.model.RL_4.2916
OG0004689	El001G076940	evm.model.RL_4.3006
OG0004691	El001G052430	evm.model.RL_4.1171
OG0004692	El001G052530	evm.model.RL_4.1177
OG0004693	El001G053530	evm.model.RL_4.1218
OG0004694	El001G056810	evm.model.RL_4.1399
OG0004695	El007G328760	evm.model.RL_8.2270
OG0004696	El007G328550	evm.model.RL_8.2289
OG0004697	El007G328410	evm.model.RL_8.2300
OG0004698	El007G328310	evm.model.RL_8.2309
OG0004699	El007G328200	evm.model.RL_8.2318
OG0004700	El007G327770	evm.model.RL_8.2355
OG0004701	El001G021260	evm.model.RL_7.1285
OG0004702	El001G018540	evm.model.RL_7.1498.1.687c84b9
OG0004703	El001G018060	evm.model.RL_7.1537_evm.model.RL_7.1538.1.687c9769
OG0004704	El001G016210, El006G308430, El006G308480, El006G308530, El006G309390, El006G308400	evm.model.RL_7.1686
OG0004705	El005G268260	evm.model.RL_1.2380
OG0004706	El001G011900	evm.model.RL_7.1980
OG0004707	El004G220340	evm.model.RL_3.1312
OG0004708	El004G220520	evm.model.RL_3.1325.4.687c84bc
OG0004709	El004G221190	evm.model.RL_3.1381
OG0004710	El004G223800	evm.model.RL_3.1591
OG0004711	El004G224150	evm.model.RL_3.1614
OG0004712	El004G229220	evm.model.RL_3.2046.1.687c84bd
OG0004713	El004G228350	evm.model.RL_3.1983
OG0004713	El002G104280	evm.model.RL_5.1825
OG0004714	El004G228090	evm.model.RL_3.1966
OG0004715	El002G111790	evm.model.RL_5.3251
OG0004716	El004G227060	evm.model.RL_3.1865
OG0004717	El002G102160	evm.model.RL_5.1634
OG0004718	El004G232490	evm.model.RL_3.2309
OG0004719	El004G233400	evm.model.RL_3.2380
OG0004720	El004G233710	evm.model.RL_3.2405
OG0004721	El004G233910	evm.model.RL_3.2425
OG0004722	El004G234010	evm.model.RL_3.2432
OG0004723	El004G234120	evm.model.RL_3.2439
OG0004724	El004G234130	evm.model.RL_3.2440
OG0004725	El002G099520	evm.model.RL_5.1398
OG0004726	El005G248460	evm.model.RL_1.1164
OG0004727	El005G248680	evm.model.RL_1.1186
OG0004728	El005G249040	evm.model.RL_1.1216
OG0004729	El005G249420	evm.model.RL_1.1257
OG0004730	El005G250050	evm.model.RL_1.1315
OG0004731	El005G251280	evm.model.RL_1.1411
OG0004732	El005G251440	evm.model.RL_1.1421
OG0004733	El005G251970	evm.model.RL_1.1467
OG0004734	El005G253570	evm.model.RL_1.1603
OG0004735	El002G131480	evm.model.RL_5.2203
OG0004735	El005G254250	evm.model.RL_1.1656
OG0004736	El005G255460	evm.model.RL_1.1740
OG0004737	El005G255910	evm.model.RL_1.1772
OG0004738	El005G256130	evm.model.RL_1.1793
OG0004739	El005G256400	evm.model.RL_1.1808
OG0004740	El005G257460	evm.model.RL_1.1912
OG0004741	El005G259680	evm.model.RL_1.2065
OG0004742	El005G261430	evm.model.RL_1.2159
OG0004743	El005G261470	evm.model.RL_1.2162
OG0004744	El005G264130	evm.model.RL_1.2217
OG0004745	El005G264870	evm.model.RL_1.2238
OG0004746	El005G266900	evm.model.RL_1.2302
OG0004748	El001G079500, El004G225760	evm.model.RL_5.3948, evm.model.RL_3.1758
OG0004749	El005G273750	evm.model.RL_1.2827
OG0004750	El005G277940	evm.model.RL_1.3130
OG0004751	El005G278800	evm.model.RL_1.3208
OG0004752	El002G140970	evm.model.RL_5.3965
OG0004753	El003G192110	evm.model.RL_2.95
OG0004754	El002G134730	evm.model.RL_5.1993
OG0004756	El002G132320	evm.model.RL_5.2147
OG0004757	El005G265310	evm.model.RL_1.2263
OG0004758	El001G038130	evm.model.RL_7.2548
OG0004759	El001G024920	evm.model.RL_7.962
OG0004761	El001G021870	evm.model.RL_7.1227
OG0004762	El005G271340, El006G311350	evm.model.RL_6.587
OG0004763	El001G026580	evm.model.RL_7.805
OG0004765	El001G027960	evm.model.RL_7.709
OG0004766	El001G028160	evm.model.RL_7.685
OG0004767	El001G028840	evm.model.RL_7.626
OG0004768	El001G029110	evm.model.RL_7.595
OG0004769	El001G029370	evm.model.RL_7.567
OG0004770	El006G308410, El001G051710	evm.model.RL_4.1143, evm.model.RL_2.493
OG0004771	El001G033370	evm.model.RL_7.232
OG0004772	El003G170670	evm.model.RL_2.1227
OG0004775	El004G230990, El004G230980	evm.model.RL_4.1013, evm.model.RL_4.1012
OG0004777	El002G095130	evm.model.RL_5.1046
OG0004778	El007G334980	evm.model.RL_8.1769.1.687c855d
OG0004779	El005G274420	evm.model.RL_1.2887
OG0004780	El005G265920	evm.model.RL_1.2288
OG0004781	El005G257550	evm.model.RL_1.1914
OG0004782	El005G246970	evm.model.RL_1.1049
OG0004785	El007G326960	evm.model.RL_8.2427
OG0004786	El007G330690	evm.model.RL_8.2103
OG0004801	El004G226370	evm.model.RL_2.2342
OG0004802	El003G155640	evm.model.RL_2.2343
OG0004803	El003G150300	evm.model.RL_2.2756, evm.model.RL_2.2347
OG0004804	El003G155450	evm.model.RL_2.2360
OG0004805	El003G154630	evm.model.RL_2.2427
OG0004806	El003G152970	evm.model.RL_2.2533
OG0004807	El003G152250	evm.model.RL_2.2586
OG0004808	El003G151150	evm.model.RL_2.2690, evm.model.RL_8.1220
OG0004809	El003G151070	evm.model.RL_2.2697
OG0004810	El007G345280	evm.model.RL_4.936
OG0004811	El003G149840	evm.model.RL_2.2800
OG0004812	El003G149980	evm.model.RL_2.2788
OG0004813	El003G149640	evm.model.RL_2.2820
OG0004814	El003G148370	evm.model.RL_2.2932
OG0004815	El003G147720	evm.model.RL_2.2996
OG0004816	El002G118980	evm.model.RL_5.2780
OG0004817	El003G170710	evm.model.RL_2.1222
OG0004818	El003G170750	evm.model.RL_2.1218
OG0004819	El003G171190	evm.model.RL_2.1197
OG0004820	El004G210090, El004G210260	evm.model.RL_3.753, evm.model.RL_3.756
OG0004821	El004G209850, El002G091740	evm.model.RL_3.728
OG0004822	El002G094510	evm.model.RL_5.991
OG0004822	El004G199590	evm.model.RL_3.343
OG0004823	El004G199430	evm.model.RL_3.338
OG0004824	El001G036130	evm.model.RL_7.2671
OG0004826	El001G037290	evm.model.RL_7.2597
OG0004827	El001G040140	evm.model.RL_7.2419
OG0004828	El001G040930, El001G043990	evm.model.RL_7.2371
OG0004829	El001G041160	evm.model.RL_7.2358
OG0004831	El001G042320	evm.model.RL_7.2273
OG0004832	El001G042620	evm.model.RL_7.2253
OG0004833	El001G044950	evm.model.RL_7.2123
OG0004834	El001G044970	evm.model.RL_7.2119
OG0004835	El001G045100	evm.model.RL_7.2098
OG0004836	El001G045220	evm.model.RL_7.2088
OG0004838	El001G046530	evm.model.RL_7.2035.1.687c84bb
OG0004841	El004G195530	evm.model.RL_3.116, evm.model.RL_3.110
OG0004842	El004G197100	evm.model.RL_3.196
OG0004842	El002G095940	evm.model.RL_5.1110
OG0004843	El002G095530	evm.model.RL_5.1079
OG0004844	El006G288080	evm.model.RL_6.2261
OG0004845	El005G244530	evm.model.RL_1.845
OG0004846	El005G245680	evm.model.RL_1.940
OG0004847	El005G245900	evm.model.RL_1.960
